P09:episode_rewards,value_loss,explained_variance,policy_loss,PMM:episode_rewards,P01:episode_rewards,grad_norm,fps,policy_entropy,advantage_norm,episode_length,frames,epoch_idx
2.0,0.12022987967651716,-0.4743422698974609,-0.01231139314630127,0.7954545454545454,0.0,2.4301295101930536,367,1.3171408912539482,1.970503749549389,159.0,8000,1
3.0,0.011657463877781993,-0.007181761264801026,0.0019865746889263392,1.1041666666666667,0.0,0.20961698223018796,192,1.3663727414608002,1.065600135549903,167.48958333333334,16000,2
3.0,0.01296507252538504,-0.03962067186832428,0.0013889363995986058,1.25,0.0,0.20248507386687667,231,1.381379781961441,1.1508814671635628,171.86,24000,3
3.0,0.012262207651183417,-0.007848912477493286,0.0015449390542926268,1.19,0.0,0.18798952609130543,254,1.383879212141037,1.1281254921108483,172.29,32000,4
3.0,0.011521414265625935,-0.0014712584018707275,0.0013112585434646462,1.11,0.0,0.18781644893284657,268,1.3841852366924285,1.0879818824306131,170.8,40000,5
3.0,0.014088230840097821,-0.012609213590621948,0.000945983877463732,1.31,0.0,0.21519347238519282,277,1.3790804612636567,1.2572313583642245,178.45,48000,6
3.1000000000000085,0.01667900232498141,0.000829390287399292,0.0028362342435866595,1.48,0.0,0.23390525953158633,284,1.3827503824234009,1.3836951770633459,186.3,56000,7
4.0,0.024319479979167228,-0.02257500112056732,0.003348715953761712,1.63,0.0,0.4252601925199294,291,1.3789231395721435,1.574244759529829,192.66,64000,8
4.0,0.010156778100354131,-0.012004132866859436,-0.0005147592743742279,1.43,0.0,0.20548029140146512,296,1.3791093802452088,1.0398697707802058,185.25,72000,9
3.0,0.01668433312617708,0.03177289068698883,-0.0016605380619876087,1.29,0.0,0.29730276467053773,300,1.3822544479370118,1.3484690035879612,178.4,80000,10
3.0,0.009700341716306866,0.11269562780857086,0.0017200625896657583,1.18,0.0,0.20910911130230608,304,1.3807790303230285,1.001224981993437,173.51,88000,11
3.0,0.014595932521042415,0.2097624933719635,-0.00013863000000128523,1.25,0.0,0.3385370713359938,308,1.3666130709648132,1.3282347168028354,178.03,96000,12
3.0,0.011993353180005216,0.36520369291305543,-0.0021880404953844843,1.34,0.0,0.27739043395449126,312,1.3820764935016632,1.2105843904614448,181.25,104000,13
4.0,0.01403668666840531,0.41023340046405793,-0.0003568274527788162,1.59,0.0,0.3376104466098696,315,1.380934191942215,1.3593100385367871,193.51,112000,14
3.0,0.020338711627409793,0.34919795393943787,-0.009966909489012323,1.57,0.0,0.518212507134299,318,1.3772641110420227,1.524053481221199,192.92,120000,15
3.0,0.012660250948392786,0.574343605041504,-0.007700402993723401,1.26,0.0,0.36788575791240474,320,1.3711035609245301,1.263257427215576,178.47,128000,16
3.0,0.012823445383110083,0.6574178683757782,-0.0025059497885376912,1.23,0.0,0.33951249269538336,322,1.371539385318756,1.3348671436309814,176.67,136000,17
3.0,0.015194439184851945,0.5574121361970902,9.86020779237151e-06,1.47,0.0,0.3865154653802215,324,1.3741343128681183,1.4098106357455253,187.1,144000,18
4.0,0.014549918955890462,0.5905877673625946,-0.004294533130014315,1.69,0.0,0.4163345713515058,329,1.377552490234375,1.42315816283226,196.04,152000,19
4.0,0.014591177669353783,0.7674560034275055,-0.006039316337555647,1.64,0.0,0.41506905107290093,336,1.37569993019104,1.430641819536686,193.74,160000,20
4.1000000000000085,0.011457313427235931,0.8305533009767533,-0.002439313642680645,1.85,0.0,0.35762923238945676,342,1.3601084423065186,1.2887725168466568,199.03,168000,21
5.0,0.010858934086281807,0.884450346827507,-0.0033730905584525316,2.26,0.0,0.35295033174731816,348,1.3455474162101746,1.2337895452976226,212.28,176000,22
5.200000000000017,0.009056751308962703,0.9179356575012207,-0.0027689196122810244,2.55,0.0,0.33424479464234985,353,1.3503544044494629,1.1417980995774268,221.82,184000,23
8.0,0.005770605494035408,0.9513646388053894,-0.001583650100219529,2.44,0.0,0.2694742722902069,358,1.33768950343132,0.906788119673729,214.51,192000,24
6.0,0.00678618845413439,0.9337520879507065,-0.001504257529595634,2.06,0.0,0.2706956531571022,363,1.3392054533958435,0.9577219945192337,203.27,200000,25
6.0,0.0043458970234496516,0.9574560129642486,0.0005923781372257508,2.23,0.0,0.22095495800356016,368,1.3486828601360321,0.7676411297917366,211.54,208000,26
6.0,0.005547148064360954,0.9443117856979371,-0.0011045457716681994,2.13,0.0,0.2228738085886614,372,1.350271511077881,0.8565397638082505,210.12,216000,27
6.0,0.004702673659194261,0.9574566823244095,-0.0004110521075926954,2.01,0.0,0.23004521035416625,375,1.3604247641563416,0.7960450264811516,204.87,224000,28
8.100000000000009,0.005279590409481898,0.956877373456955,-0.0005730980855878443,2.54,0.0,0.22665134647523558,374,1.3383968234062196,0.8177706423401833,224.49,232000,29
7.1000000000000085,0.0049770487652858715,0.9534389674663544,-0.00017734473582095233,2.43,0.0,0.21091406039223706,375,1.3296292173862456,0.7731673915684223,217.26,240000,30
9.0,0.0038084502203855662,0.9703153651952744,-0.0011981007060967385,2.51,0.0,0.1842686454949442,377,1.3470755755901336,0.6912980476021766,217.48,248000,31
9.0,0.004441080513352062,0.952053753733635,-0.001873332232935354,2.57,0.0,0.19805469855688088,376,1.3515481650829315,0.7515273544192315,218.24,256000,32
5.0,0.0020606657999451272,0.9815125453472138,-0.0005475547374226153,2.05,0.0,0.15715516560995146,376,1.3383177423477173,0.5178073750436306,204.0,264000,33
6.1000000000000085,0.003770558612595778,0.9646792584657669,-0.00128882240744133,2.02,0.0,0.18993286657657632,369,1.3504507672786712,0.6888093645870685,202.87,272000,34
5.1000000000000085,0.0028281373175559565,0.9676679962873459,1.751146002789028e-05,1.82,0.0,0.16000664767306177,364,1.3545237839221955,0.6115303400158882,194.97,280000,35
5.0,0.002988739615684608,0.9724663990736008,-0.0015890295295685065,1.86,0.0,0.15317579972064643,361,1.3509813833236695,0.614216940253973,196.99,288000,36
5.0,0.003922526299138553,0.9608915293216705,-0.0006255421371315606,2.05,0.0,0.20391441521206488,358,1.3531487810611724,0.7051563437283039,203.95,296000,37
5.0,0.0027716937006334774,0.9731634306907654,-0.0012842291868582834,1.96,0.0,0.15987649919997624,356,1.3415363395214082,0.6078318440914154,200.66,304000,38
6.0,0.0026747237297240645,0.9751952129602433,-0.0007984656412736513,2.22,0.0,0.16071072367792244,353,1.3344423627853395,0.5730781434476375,210.26,312000,39
6.0,0.005446537554380484,0.9515659272670746,-0.0007834967289818451,2.26,0.0,0.24323065202394392,351,1.347085211277008,0.8255422747135163,214.7,320000,40
