episode_length,P09:episode_rewards,fps,P01:episode_rewards,policy_entropy,value_loss,grad_norm,PMM:episode_rewards,frames,explained_variance,policy_loss,advantage_norm,epoch_idx
162.72727272727272,2.0,545,0.0,1.3514247620105744,0.07678273540066584,1.6361902841869977,0.9545454545454546,8000,-0.7205281841754914,0.015202554412535391,1.5676043166592717,1
166.07291666666666,2.0,319,0.0,1.3828143739700318,0.01091048731301271,0.18090723170468062,1.0416666666666667,16000,-0.05213217496871948,0.0013507552776354714,1.0256160186976195,2
173.33,3.0,360,0.0,1.3839312839508056,0.014237021800126967,0.20406867616176286,1.21,24000,-0.014786208868026734,0.0035312648373655975,1.2508114353194832,3
178.87,4.0,388,0.0,1.3756457161903382,0.011069673517122283,0.18821029463892433,1.34,32000,-0.0656254929304123,0.0011741068854462355,1.0662080390006303,4
167.25,3.0,406,0.0,1.3507290124893188,0.013741043460195215,0.26181220907678243,1.06,40000,-0.22518954873085023,-9.411311704752734e-05,1.1765942133963108,5
169.23,3.0,420,0.0,1.3603272640705109,0.012256640603554842,0.23925117370546642,1.16,48000,-0.08282917320728302,0.001415936936828075,1.1181037802994251,6
168.66,3.0,427,0.0,1.3690884625911712,0.015984168616032548,0.2847392440996439,1.11,56000,-0.11131173968315125,0.0017825929884565995,1.1563421118631958,7
169.7,3.0,435,0.0,1.3748420596122741,0.013655892496535671,0.23917540246796992,1.09,64000,-0.057029178142547605,0.0017899390577804297,1.2008887000381947,8
171.42,3.0,441,0.0,1.3753872108459473,0.012895395094164996,0.2176394756075598,1.16,72000,-0.005139531493186951,0.0010961528052575887,1.1622897431999446,9
177.43,3.0,445,0.0,1.379006839990616,0.013418213005061262,0.2291173305859289,1.31,80000,0.01178791880607605,0.0033425976545549928,1.1920097561925649,10
169.23,3.0,450,0.0,1.3515976357460022,0.009092218398945988,0.1835026896668891,1.04,88000,-0.07664801061153412,0.0006728697216021828,0.902812583297491,11
164.65,3.0,454,0.0,1.363245484828949,0.013188592161095586,0.26215106137477945,0.91,96000,0.020776509642601013,0.0006444574065972119,1.2114695132523776,12
177.74,4.0,457,0.0,1.3811590540409089,0.011774896336864913,0.2466275845472153,1.29,104000,0.06415757060050964,0.0007446098813670688,1.1503430871665479,13
180.11,3.0,459,0.0,1.3818315732479096,0.014006128381661256,0.2882633861126253,1.39,112000,0.2311560708284378,0.004654020490561379,1.3125493474304677,14
182.81,3.0,462,0.0,1.3687498760223389,0.01745605853604502,0.4270601741319799,1.47,120000,-0.31377617955207826,-0.0039953781270378385,1.3594478589296342,15
178.74,3.0,465,0.0,1.3602186477184295,0.018602595460542944,0.4049164075316841,1.32,128000,0.16574375689029694,-0.004556009026709944,1.2949836532771588,16
168.14,2.0,466,0.0,1.3704097378253937,0.011201521210023203,0.32984298272051227,1.06,136000,0.3624965924024582,-0.00482758094323799,1.180989757180214,17
170.75,2.1000000000000085,468,0.0,1.365642592906952,0.012129290055017918,0.32338428885448456,1.17,144000,0.4980777186155319,-0.002418587672582362,1.2528215192258358,18
173.23,2.1000000000000085,469,0.0,1.342771874666214,0.010174553094548172,0.3099488416562,1.19,152000,0.4398639965057373,-0.0017561534064589068,1.144367789030075,19
177.81,3.0,471,0.0,1.3720478904247284,0.014314885548956227,0.42149205909633175,1.25,160000,0.6545916652679443,-0.0038239813281688837,1.3928282251954078,20
195.88,5.0,473,0.0,1.3647260642051697,0.013531324927462264,0.37785385336331667,1.8,168000,0.7432454770803452,-0.004736571981629823,1.369256376326084,21
202.09,5.0,474,0.0,1.3615357160568238,0.010908566252328455,0.3467890014693809,2.0,176000,0.811823388338089,-0.003031462593062315,1.2187949934601783,22
196.74,5.0,475,0.0,1.3662893354892731,0.010287864829879255,0.29264768654593803,1.81,184000,0.8368734860420227,-0.002300688544419245,1.201006064414978,23
204.45,5.0,476,0.0,1.3499319660663605,0.010372726755449549,0.3007007060533521,1.87,192000,0.8621194130182266,-0.0016808506444795058,1.1908625492453575,24
203.46,5.1000000000000085,477,0.0,1.3440832602977753,0.008279838672606274,0.2803836342815028,1.95,200000,0.8745465397834777,-0.001375643780338578,1.082160740494728,25
196.4,6.0,479,0.0,1.3661282515525819,0.007081902424397412,0.2601262016884046,1.85,208000,0.8965439540147782,0.00042533030922641045,0.9837953886389732,26
194.75,5.0,480,0.0,1.3628516137599944,0.00804150128737092,0.26936492278919166,1.74,216000,0.8901653105020523,0.00033694430632749575,1.0356420809030533,27
193.13,5.0,484,0.0,1.3374895453453064,0.004715806012391113,0.2105326183980064,1.69,224000,0.9491214042901993,-0.001771156054455787,0.7981807461380959,28
194.68,5.0,487,0.0,1.3349167680740357,0.006089053568721283,0.23639256857189847,1.73,232000,0.9335390865802765,-0.00132676002336666,0.9144549667835236,29
207.96,5.0,490,0.0,1.351352858543396,0.008870160389924421,0.3151463663472778,2.05,240000,0.8876157224178314,-0.0011390358892822406,1.0348242974281312,30
211.5,5.0,494,0.0,1.3423585569858552,0.006203619284788147,0.22692692765836736,2.1,248000,0.9420899319648742,-0.0010179522116231965,0.9261034303903579,31
207.62,5.0,497,0.0,1.3384290194511415,0.005680286056885962,0.21738685581600747,2.05,256000,0.9496224850416184,0.0005625704629346729,0.8833313000202179,32
213.39,6.0,502,0.0,1.3547735464572908,0.008009142188820989,0.25938719144431654,2.26,264000,0.9330997568368912,-0.0036298204385093414,0.9694238740205765,33
219.25,6.0,507,0.0,1.3590632200241088,0.006506308304960839,0.2241773739657848,2.39,272000,0.9295557558536529,9.799299179576338e-05,0.9392826381325722,34
216.6,6.0,511,0.0,1.3560671412944794,0.006321128713898361,0.22184976955344682,2.32,280000,0.941478750705719,-0.0013202492659911513,0.9158625796437263,35
208.79,5.0,516,0.0,1.3423134899139404,0.0046449471768573855,0.18596656715819607,2.11,288000,0.9356818050146103,-0.00013325570919732853,0.7575201968848705,36
205.34,6.200000000000017,521,0.0,1.3451986455917357,0.004282489826728124,0.1749235055093442,2.1,296000,0.9550569432973862,-0.0004445416978524008,0.7347140201926231,37
203.08,8.0,526,0.0,1.3585289347171783,0.00640454358770512,0.2373636680429861,2.04,304000,0.9336638516187667,-0.0015393657545791938,0.8952787029743194,38
194.91,5.0,530,0.0,1.3476791369915009,0.004025741398800164,0.17629524953413853,1.7,312000,0.9606257921457291,-0.0007997020403854549,0.7110214254260063,39
208.65,6.0,534,0.0,1.3641459774971008,0.008144060487975367,0.2529278844788277,2.07,320000,0.9133260196447373,-0.0004811565246200189,1.0452877321839333,40
212.63,7.1000000000000085,538,0.0,1.3658912038803102,0.007225464939256199,0.23410273390648786,2.28,328000,0.880636162161827,-0.002215873645618558,0.9350694431364537,41
206.61,6.1000000000000085,542,0.0,1.3611687576770783,0.007417004300514236,0.2369107597122306,2.14,336000,0.9261855548620224,-0.0006311097869911464,0.9495020964741707,42
203.95,5.0,546,0.0,1.366617866754532,0.00497470836242428,0.19683837714353938,1.93,344000,0.9475084501504898,0.0003073950856924057,0.7878611481189728,43
209.27,5.0,550,0.0,1.3577939331531526,0.005600004634470679,0.19587569909910965,2.05,352000,0.9258828055858612,-0.0013570197545595874,0.8446372616291046,44
205.49,5.0,554,0.0,1.3380378293991089,0.0036231206968659535,0.16618739334796104,2.0,360000,0.9667907398939133,-0.0008822008642891888,0.6706051111221314,45
209.47,5.0,558,0.0,1.355994050502777,0.006571449337643571,0.20347437619296396,2.09,368000,0.9392137318849564,1.1010439484380186e-05,0.929570056796074,46
222.79,6.0,562,0.0,1.36233567237854,0.006344108823104762,0.22405958294915546,2.53,376000,0.9383911663293838,-0.0015328766694801743,0.9219285553693771,47
