frames,policy_loss,episode_length,epoch_idx,P09:episode_rewards,advantage_norm,P01:episode_rewards,fps,grad_norm,policy_entropy,value_loss,explained_variance,PMM:episode_rewards
176000,0.0003218445430320571,178.39,22,3.0,0.6845925240591169,0.0,674,0.08136625466951752,1.37517991065979,0.005263299668731633,-2.1739573937654497,1.27
184000,-0.00017834161455539287,166.56,23,2.0,0.5650988408923149,0.0,677,0.07319811900121133,1.3743833422660827,0.004317053539662084,-3.146563165783882,1.04
192000,-0.00014538587751303567,166.29,24,2.0,0.6545201066508889,0.0,682,0.07863342843698387,1.3770615088939666,0.00499134613912247,-2.64610615670681,1.03
200000,-5.1483622009982354e-05,173.74,25,3.0,0.699021829739213,0.0,687,0.07926467643540104,1.3803239822387696,0.00505971561032311,-2.1847220200300215,1.2
208000,-0.001455527811340289,173.48,26,3.0,0.7149430862814188,0.0,690,0.10882729214186634,1.381996340751648,0.004970091232789855,-2.3771370446681974,1.2
216000,0.0007275224664044799,173.21,27,3.0,0.7157563578337431,0.0,693,0.09163620207047728,1.383293353319168,0.004966226486867526,-2.1129559004306793,1.18
224000,-0.030902661133040965,175.15,28,3.1000000000000085,0.937358474060893,0.0,697,2.2630732242419875,1.3787739336490632,0.07175438664562535,-3.1372498732805254,1.21
232000,6.464443104050587e-05,171.7,29,3.0,0.7264451344311237,0.0,700,0.11361425128286068,1.3821853256225587,0.00489478826191771,-2.828088548183441,1.13
240000,-0.0004827272555849049,170.57,30,3.0,0.6236536487936973,0.0,704,0.0988166147440131,1.3799051201343537,0.0038174661688753987,-2.2950954002141954,1.15
248000,0.0003142267227087814,165.03,31,3.0,0.6067805595695972,0.0,707,0.10767512512204744,1.3794863891601563,0.003769341810439073,-2.6749421298503875,1.04
256000,0.00032908198296354384,169.71,32,3.0,0.5861570731550455,0.0,710,0.09325035950985303,1.3830174577236176,0.0033395202624160445,-1.7025785452127458,1.13
264000,-0.0005052344562136568,174.71,33,3.0,0.6889059930294752,0.0,713,0.13835686974398118,1.3780979216098785,0.003869151710023289,-2.7007318049669267,1.23
272000,-0.00010183676611632109,170.4,34,3.0,0.6039635320752859,0.0,716,0.12894432584233337,1.3804737794399262,0.003582698164791509,-2.7228209245204926,1.14
280000,0.0088650317450265,178.77,35,3.1000000000000085,0.6785832237452268,0.0,719,0.20589723672163773,1.384870491027832,0.00599620509223314,-2.5007065731287,1.31
288000,0.00022269830020377413,181.37,36,4.0,0.5455150431394578,0.0,721,0.10975757916024685,1.3820202708244325,0.002777372091641155,-2.7371544259786607,1.38
296000,-0.0033801819261861966,176.84,37,3.0,0.6436688884347678,0.0,724,0.15123577691513182,1.373715000152588,0.003756361920968629,-1.9523702162504195,1.3
304000,0.0009058001288940431,183.34,38,3.0,0.5726057443767786,0.0,725,0.13117770730139522,1.3808793258666991,0.00278525981157145,-2.978878574371338,1.47
312000,0.0001925363931513857,180.98,39,3.0,0.48718322105705736,0.0,727,0.09267058557972453,1.3844602620601654,0.0023389485964435152,-1.928223397731781,1.4
320000,-0.0004200525984924752,176.58,40,3.0,0.546622471883893,0.0,727,0.10629523004843121,1.3846781146526337,0.0028009514861878416,-2.031388894915581,1.25
328000,0.0003338602825533599,179.35,41,3.0,0.5344625401496887,0.0,728,0.09290701263474961,1.3844744896888732,0.002774274039802549,-3.1367532032728196,1.31
336000,-3.832869508187287e-05,189.9,42,4.0,0.5336197083815932,0.0,729,0.10305172769878065,1.3834846258163451,0.002665581589790236,-2.3172984600067137,1.57
344000,0.0003200078903319081,178.18,43,3.0,0.43535157792270185,0.0,732,0.07643408442267152,1.3855690550804138,0.001947251647034136,-1.5794495874643326,1.3
352000,-0.00017996939233853483,173.4,44,3.0,0.4072269896417856,0.0,734,0.07419001135276919,1.3853065466880798,0.0016169484707825178,-2.604012127518654,1.19
360000,-8.048737508943304e-05,179.3,45,3.0,0.44529754515737296,0.0,735,0.08884159532560001,1.3823885440826416,0.002008763564590481,-2.4275172317028044,1.32
368000,0.0003294088543043472,177.86,46,3.0,0.530355749540031,0.0,737,0.09868986730927189,1.3819543731212616,0.002722124854717549,-4.208176205158233,1.28
376000,-0.00042573743310640565,185.83,47,3.0,0.4915468068420887,0.0,737,0.08078484481385535,1.382641224861145,0.0025365036876337397,-2.641895182132721,1.54
384000,-0.006114730057956877,181.56,48,3.0,0.47505618672817945,0.0,738,0.14944710773053782,1.382531054019928,0.0031405160914255246,-2.9585395389795304,1.4
392000,-0.00045910159686172845,178.01,49,3.1000000000000085,0.5381676711142063,0.0,740,0.09600372486789625,1.3811452758312226,0.002820409263658803,-1.5766245055198669,1.32
400000,-4.806605807971209e-05,183.51,50,4.0,0.45634166937321424,0.0,741,0.08176603974129495,1.3845747852325438,0.0020005872323235964,-3.113121665120125,1.53
408000,0.00011483408758067526,173.98,51,3.0,0.4225968861952424,0.0,742,0.07435589802184944,1.3852099037170411,0.0018895362498551548,-2.244791072010994,1.22
416000,-0.0005892619747464778,181.52,52,3.0,0.5178732978180051,0.0,743,0.08549792317699398,1.3847569394111634,0.0029799189542063687,-3.547959815263748,1.39
424000,0.00012987782993150175,195.53,53,4.0,0.5138711724430323,0.0,745,0.08040159006027528,1.38242338180542,0.002609879600277054,-2.3406245547533033,1.76
432000,-0.0004112471695407294,192.7,54,4.0,0.4175937131047249,0.0,745,0.06898837769451586,1.3828562784194947,0.0018146354466352932,-12.107208023071289,1.63
440000,0.0001014669696587589,187.45,55,4.0,0.5014439893141389,0.0,746,0.08202146707916032,1.3839305901527406,0.002555975884406507,-3.669443823099136,1.51
448000,0.00019523855909937991,182.43,56,4.1000000000000085,0.43970483671873806,0.0,746,0.07791522620886471,1.3829575788974762,0.0018717683217619196,-3.7820067232847214,1.43
456000,5.2596723107853905e-05,176.67,57,3.0,0.3808541236817837,0.0,747,0.06182259433567032,1.3850488126277924,0.0016419287396092842,-1.8974984341859817,1.24
464000,-3.7933253915980456e-05,177.6,58,3.0,0.4116801957041025,0.0,748,0.06681951467253316,1.384328978061676,0.0016418183349742321,-1.2832921183109283,1.21
472000,0.0002676310538663529,185.12,59,3.1000000000000085,0.4483507852256298,0.0,749,0.08271632985848512,1.3833746540546417,0.001981986420614703,-13.67380778670311,1.43
480000,-7.326636841753498e-06,185.19,60,3.1000000000000085,0.3705628639087081,0.0,750,0.06268436655314652,1.3835933089256287,0.001386104910143331,-2.1219503051042556,1.42
488000,-9.62821135908598e-05,182.11,61,3.0,0.37824691262096166,0.0,750,0.06868554496027275,1.383657912015915,0.0016260439988036524,-12.371080603003502,1.33
496000,0.00015888762631220742,171.8,62,3.0,0.3784004782885313,0.0,751,0.0679265604340189,1.3842483472824096,0.001561215593628731,-2.581451213359833,1.08
504000,5.6232573551824313e-05,172.78,63,3.0,0.4357402365282178,0.0,751,0.07398889536875343,1.385136901140213,0.0019211391599128548,-3.810833380818367,1.15
512000,-0.00022520631027873607,184.96,64,3.0,0.37000897351652384,0.0,752,0.06586829350704913,1.3817653691768645,0.0014096757287188665,-1.3939841872453689,1.43
520000,0.00010849915110156871,188.45,65,4.0,0.35697617709636686,0.0,752,0.0637389176624926,1.3851075458526612,0.0012419110988503234,-1.2545681977272034,1.51
528000,-1.7591581272426993e-05,182.24,66,3.1000000000000085,0.33821631375700234,0.0,753,0.06418589042100671,1.3853894436359406,0.0012100277233730594,-2.96117581307888,1.4
536000,0.0013839490819736967,182.94,67,3.0,0.3135786581411958,0.0,754,0.07644314807002375,1.3840389358997345,0.001112380640788615,0.08286059141159058,1.38
544000,-0.00014192728307534707,179.42,68,3.0,0.4022613841295242,0.0,754,0.072614806034289,1.384051686525345,0.001724788552874088,-6.991397550106049,1.28
552000,0.0003035198580255383,181.4,69,3.1000000000000085,0.41030619498342275,0.0,755,0.07277067659373158,1.3840718817710878,0.0017930249530127185,-2.18335940182209,1.36
560000,-0.00016339729685569182,185.27,70,4.0,0.33473795153200625,0.0,756,0.05764247660199762,1.3847118961811065,0.0013347466013055964,-3.5166259825229647,1.46
568000,-9.809228504309431e-05,180.32,71,3.1000000000000085,0.2902324052900076,0.0,756,0.05174810509767926,1.384361182451248,0.0008731938115306548,-1.9091233944892883,1.33
576000,4.8052847814687995e-05,179.03,72,3.0,0.3787908597663045,0.0,757,0.06763326797151539,1.3836501157283783,0.0014399417010827165,-2.052407258749008,1.26
584000,1.928793270053575e-05,183.37,73,4.0,0.34276172090321777,0.0,758,0.06562682292639571,1.3846929037570954,0.0013630271116744552,-2.422179830670357,1.4
592000,5.973283434286714e-05,183.01,74,5.0,0.30472627297043803,0.0,758,0.054222112706352875,1.3857977104187011,0.0010712044536194299,-7.546235896944999,1.48
600000,4.8289071128237995e-05,181.35,75,3.0,0.2946064790710807,0.0,759,0.0511594477467155,1.385540952682495,0.0009164101082569687,-0.8666571170091629,1.4
608000,0.0003391191831906326,171.07,76,3.0,0.3400247960165143,0.0,759,0.06468607618166793,1.3848563039302826,0.001295726259068033,-2.06365142762661,1.11
616000,-0.0003561052208533511,169.4,77,3.0,0.3007230583578348,0.0,760,0.05783616242726688,1.3847842955589293,0.001009473181602516,-1.5186200058460235,1.12
624000,6.095275498410047e-05,181.58,78,3.0,0.35391097225248813,0.0,761,0.060485216086281976,1.384805588722229,0.001429075159239801,-4.686231508255005,1.41
632000,0.0001479609185116715,175.01,79,3.0,0.3007616329193115,0.0,761,0.05185550066802854,1.3854798758029938,0.0010913678355063893,-2.4719645804166794,1.18
640000,-0.000291869037610013,180.56,80,4.0,0.48152498081326484,0.0,762,0.08460190932537703,1.382229676246643,0.0024886688929836964,-1.6136604863405228,1.41
648000,-9.543052554363385e-05,194.32,81,4.0,0.34506852183490994,0.0,763,0.05097974320749138,1.379076336622238,0.001387821390708268,-1.9297907960414886,1.75
656000,4.2453694113646634e-05,197.39,82,4.0,0.2759647621959448,0.0,763,0.04151700650978225,1.3823863351345063,0.0008887579240763443,-0.6604886722564697,1.78
664000,-0.00010016564963734709,185.03,83,4.0,0.3787065925449133,0.0,764,0.06564597064727484,1.3809697389602662,0.0016164556467902003,-2.2555887687206266,1.44
672000,0.0001958187675336376,182.78,84,3.0,0.36840358801186085,0.0,765,0.060137059833289916,1.3841576159000397,0.0014831952993063168,-3.702351530790329,1.35
680000,-0.00016620027003227733,189.29,85,4.0,0.3853279611468315,0.0,765,0.07098792117492217,1.3848391091823578,0.0017081968729235086,-95.4378444892168,1.62
688000,0.00012710948238236596,182.33,86,3.1000000000000085,0.246466194242239,0.0,765,0.03658182169855916,1.385142159461975,0.0007152883877188287,-0.06921526312828064,1.46
696000,5.093529238365591e-05,171.86,87,3.0,0.3302241886779666,0.0,766,0.06024239436472069,1.3852583837509156,0.0012241691691542655,-2.003926068544388,1.11
704000,-0.0001977894437732175,176.29,88,4.0,0.267583810351789,0.0,766,0.045860963180361806,1.3847464907169342,0.0008451518292213223,-6.47226434469223,1.21
712000,0.00012644642731174827,175.93,89,3.0,0.24519551318138838,0.0,767,0.043788034973188915,1.384334555864334,0.0007509985333672375,-1.2148317229747772,1.19
720000,-9.845592483543442e-05,169.19,90,3.0,0.19270058378577232,0.0,767,0.0366670596553515,1.3851193130016326,0.00041722563273197013,-2.013692656755447,1.05
728000,0.0001440164112500497,169.83,91,3.0,0.2554025984555483,0.0,768,0.04940200438280466,1.3855312740802765,0.0007577903825404064,-0.38535219073295596,1.08
736000,-6.020408953190781e-05,178.05,92,3.0,0.2639972871914506,0.0,768,0.04730048841607884,1.3858017337322235,0.000764489014773062,-0.7314976578950882,1.24
744000,-5.256001581074088e-05,177.05,93,3.0,0.22844976462423802,0.0,768,0.04129471948039944,1.3858575963973998,0.0006061837470406318,-1.8476163268089294,1.24
752000,0.00015767569711897523,181.44,94,3.0,0.3282604883611202,0.0,769,0.05669328923667808,1.3851491475105286,0.001213556274115035,-1.4080126601457597,1.39
760000,3.933431769837625e-05,186.25,95,3.1000000000000085,0.2818126668035984,0.0,769,0.04906842291997746,1.384608039855957,0.0008437942655064035,-1.8286419904232025,1.53
768000,-8.324533839186187e-05,184.64,96,4.0,0.3036232439428568,0.0,770,0.052402673721091524,1.385189298391342,0.0009841596110618412,-0.6950397509336471,1.49
776000,7.486745038477238e-05,179.51,97,3.0,0.31199850138276813,0.0,770,0.048972269935933156,1.3845637798309327,0.0010962370224842743,-1.8324618554115295,1.3
784000,-0.0002034413941873936,188.42,98,4.1000000000000085,0.3044407457113266,0.0,770,0.05577187289209919,1.3825971269607544,0.0011844980595833476,-0.4018392467498779,1.51
792000,-3.9372929350065534e-05,192.17,99,4.0,0.26577478997409343,0.0,771,0.048167126148926924,1.3837115418910981,0.0008284048639688991,-7.492465699911118,1.6
800000,0.00012717489223177837,186.92,100,4.0,0.3243267549201846,0.0,771,0.0528849606047682,1.3839052999019623,0.0011438294768049673,-0.22992773234844208,1.53
808000,-0.00013912791965424277,196.49,101,4.0,0.31124344393610953,0.0,772,0.05362799793736916,1.3842907285690307,0.0010991223727069156,0.1363183718919754,1.8
816000,-0.00010937027782347286,200.45,102,5.0,0.23557253483682872,0.0,772,0.04332270548004028,1.3845376884937286,0.0005409272285760381,-0.9817861676216125,1.81
824000,0.0001798488745407667,187.76,103,4.1000000000000085,0.3077838269993663,0.0,772,0.055966526392796444,1.3851851725578308,0.000978019981776015,-0.05447089433670044,1.49
832000,8.519973183865659e-05,191.84,104,4.1000000000000085,0.29751023821532724,0.0,773,0.047114885171472096,1.384718178510666,0.00119189226376875,-3.950091536641121,1.68
840000,0.00013268568771309218,188.86,105,4.0,0.3067556945234537,0.0,773,0.05747310413736544,1.385162342786789,0.0011594099589729012,-0.848593111038208,1.66
848000,0.00022555119656317402,178.6,106,3.0,0.288485325910151,0.0,773,0.05036050189670658,1.3857517743110657,0.001039542229500512,-0.5255668342113495,1.37
856000,-0.00012420965893397806,185.6,107,3.1000000000000085,0.3303359342366457,0.0,773,0.05438418581108092,1.3855108964443206,0.0014108266279436066,-1.2820182567834855,1.51
864000,7.65113968213882e-05,189.07,108,4.0,0.288028120175004,0.0,774,0.049764473354819365,1.3846979224681855,0.0010061190250416985,-0.8349688851833343,1.55
872000,0.00020166665181022835,189.63,109,4.0,0.23445300918072462,0.0,774,0.037907919147352295,1.385433292388916,0.0007253332329946716,-2.7080058616399767,1.54
880000,2.6153304352192207e-05,179.44,110,3.1000000000000085,0.2024337850511074,0.0,774,0.03477809028909998,1.385551929473877,0.000498035499172147,-1.2339869326353072,1.27
888000,-2.884335641283542e-05,181.93,111,3.0,0.3029339198768139,0.0,774,0.05679840476295679,1.385614399909973,0.0009466199683083687,-0.6829421317577362,1.34
896000,0.00012801645829313202,193.28,112,3.1000000000000085,0.2266088731214404,0.0,775,0.04027006568572364,1.3857110381126403,0.0005971662505635323,-0.7216000151634216,1.66
904000,-5.292155240340435e-05,200.1,113,4.0,0.3251439889892936,0.0,775,0.05936081205631014,1.3856821835041047,0.001305100113881963,-1.1073313599824905,1.82
912000,2.7991430106339975e-05,186.21,114,3.0,0.20914910323917865,0.0,776,0.0371786656911996,1.385666893720627,0.0005517584885546967,-1.83386139690876,1.49
920000,-0.00012520683303591796,183.33,115,3.0,0.20684888619929553,0.0,777,0.03709030919238993,1.3852861046791076,0.00046670096096477207,-2.0851358234882356,1.43
928000,1.9550043216440827e-05,186.92,116,3.1000000000000085,0.23318516168743372,0.0,777,0.04286099455605389,1.3853813648223876,0.0006554396366300352,-1.7797649210691453,1.49
936000,-6.746158127498348e-05,174.11,117,3.0,0.23083865288645028,0.0,777,0.04253619898143177,1.384171303510666,0.000651413449231768,-1.7561343896389008,1.17
944000,-7.457057687133783e-05,173.57,118,3.0,0.23499779801815748,0.0,778,0.04573202472897513,1.3836439418792725,0.0005990474104419263,-0.7578815764188767,1.14
952000,2.0011319720651953e-05,186.04,119,4.0,0.31049341887235643,0.0,778,0.056004388647418454,1.3837284755706787,0.001174764039224101,-0.8985191214084626,1.44
960000,-5.885464079256053e-05,192.35,120,4.0,0.207096553388983,0.0,778,0.03536489261635021,1.3840877985954285,0.0005382204896523035,-4.600185299515724,1.6
968000,3.5181108250981195e-06,185.61,121,4.0,0.2538024504855275,0.0,778,0.04707854991426718,1.3853517162799835,0.0007728464436331706,-1.233449303507805,1.43
976000,-5.835148196638329e-05,185.51,122,3.0,0.26355416856706143,0.0,779,0.04421483461302261,1.3847887015342712,0.0008686610151471541,-0.343445143699646,1.47
984000,0.00032949427935818676,188.38,123,3.0,0.25833270594477653,0.0,779,0.04496733898757439,1.3836365020275116,0.0007616459884502546,-1.2333722460269927,1.58
992000,-0.0001697158992101322,172.25,124,3.0,0.1731451129540801,0.0,779,0.027035210283494884,1.385519448518753,0.00035864124274212375,-2.0584098917245863,1.15
1000000,5.6644276119186545e-05,170.2,125,3.0,0.1719408068433404,0.0,779,0.031947863938225886,1.3860037314891815,0.0003210802912417421,-2.9794667088985443,1.05
1008000,6.868377889986733e-05,171.77,126,3.0,0.22028288286179304,0.0,779,0.043723399608944113,1.3854093873500823,0.0004892383780588716,-2.0448596584796905,1.07
1016000,-1.8690815559239126e-05,178.41,127,3.0,0.24417825451120734,0.0,780,0.04578286922931065,1.3851152753829956,0.0007251972318590561,-0.9703535455465316,1.24
1024000,5.579801261774264e-05,182.39,128,3.0,0.2458337077498436,0.0,780,0.042529713312151066,1.3843018162250518,0.0007846281434694902,-0.7527670460939407,1.38
1032000,-0.00010696509632907692,178.53,129,3.0,0.17583328776061535,0.0,780,0.03212408696971199,1.3850404143333435,0.00041055203288124174,-1.2313198280334472,1.31
1040000,-9.09490579215344e-05,174.92,130,3.0,0.18803681883960963,0.0,780,0.03644812294842692,1.3849073672294616,0.000522531613346473,-1.5867746526002884,1.22
1048000,-0.0002466289193398552,176.92,131,3.0,0.27814172208309174,0.0,780,0.05279189580944094,1.3843346226215363,0.0009024365756522457,-3.5225255727767943,1.26
1056000,-2.8127189816586908e-05,179.25,132,3.0,0.18562557803466917,0.0,781,0.03215145456485983,1.3826437973976136,0.0004928439240075022,-2.3194236254692076,1.29
1064000,9.824665103224106e-05,172.48,133,3.0,0.239644180200994,0.0,781,0.03878091331428459,1.3852769207954407,0.0006851887372067722,-0.7002341598272324,1.18
1072000,-0.001004579187138006,176.88,134,3.0,0.28385948944836853,0.0,781,0.059325173507942225,1.3855027329921723,0.0011153857116187283,-2.6289870232343673,1.27
1080000,0.0004662347603152739,184.39,135,3.1000000000000085,0.27350504856556657,0.0,781,0.04520988045370704,1.3850832903385162,0.0010102190446650639,-1.923794572353363,1.4
1088000,5.334303250492667e-07,181.36,136,3.1000000000000085,0.16397681508213283,0.0,781,0.025645660229764708,1.3849640798568725,0.00032176319935388163,-0.49453111946582795,1.32
1096000,-3.826866595773027e-06,180.3,137,3.1000000000000085,0.2559650626964867,0.0,782,0.046009089501110406,1.3846744692325592,0.0007821193058407517,-6.194809924960136,1.29
1104000,-1.0417543089715764e-05,179.1,138,4.0,0.2496090104058385,0.0,782,0.0437042422780932,1.385533103942871,0.0008277347703551641,-43.247424877882004,1.28
1112000,1.4156938705127687e-05,181.0,139,4.0,0.25802074098959565,0.0,782,0.04655888689876181,1.3846113586425781,0.0009500427619241236,-2.8442729568481444,1.38
1120000,1.0520498235564447e-05,189.75,140,4.0,0.2858055718243122,0.0,782,0.050346900556145664,1.38476233959198,0.001043971673325359,-2.3393119990825655,1.56
1128000,-0.0001497472450000714,181.89,141,3.0,0.22113118145614863,0.0,783,0.03404606322396055,1.3853587567806245,0.000625169742252183,-0.6301356989145279,1.4
1136000,3.088476369157433e-05,181.29,142,3.0,0.25724634770303967,0.0,783,0.046754719754219354,1.3854158592224122,0.000789552946398544,-2.3102042126655578,1.41
1144000,-3.8682438425894364e-05,177.51,143,3.0,0.18587106818333268,0.0,783,0.03216929105539001,1.3854946410655975,0.0004484446141600529,-0.6807505905628204,1.23
1152000,5.30368099862244e-05,179.73,144,3.0,0.25935981534421443,0.0,784,0.04561742950000003,1.3839262521266937,0.0009278496744718722,-0.8413202553987503,1.35
1160000,-2.9580848531622907e-05,184.2,145,3.0,0.23778641287237406,0.0,784,0.03930147279034692,1.382408789396286,0.0008094868726948334,-5.331571048498153,1.51
1168000,-0.00023060991799866314,187.99,146,4.0,0.23434352301061154,0.0,784,0.041208139518511266,1.384964064359665,0.0006100145994514606,-0.3871249955892563,1.49
1176000,0.00021173445333261043,181.42,147,4.0,0.21537425670772792,0.0,784,0.03755019830601419,1.3846628892421722,0.0006359046062880225,-1.9335031801462172,1.33
1184000,3.434896852922975e-05,180.25,148,4.0,0.16803001504391432,0.0,785,0.027349539253512384,1.3858632826805115,0.0003969199183757155,-1.050154733657837,1.32
1192000,-4.710740991868079e-05,179.56,149,3.0,0.19409654943272472,0.0,785,0.03720793067688388,1.3857673120498657,0.00045508284940297015,-1.3219712227582932,1.29
1200000,8.094338349110331e-05,167.51,150,3.0,0.20360465686768292,0.0,785,0.03453809357524775,1.3858685576915741,0.0005445090136117869,-0.6043771320581436,1.03
1208000,-5.971004633465782e-05,176.11,151,3.0,0.19291647538542747,0.0,785,0.0369575104385824,1.3854681384563445,0.00048589236781481303,-3.039220163822174,1.22
1216000,-6.2845649154041895e-06,179.01,152,3.0,0.24651667201891542,0.0,785,0.04254057592802526,1.3856944811344147,0.0007781124632901992,-5.9010877221822735,1.29
1224000,-2.3199208226287737e-06,187.8,153,4.0,0.2740293596684933,0.0,785,0.04538986632938141,1.383694157600403,0.0009009506055099336,-0.1734944087266922,1.6
1232000,1.2769426066370215e-05,193.47,154,4.0,0.2230238025262952,0.0,786,0.03723930242758255,1.3836839365959168,0.0006188022767128131,-10.145765933394433,1.77
1240000,-8.703464820428053e-05,190.79,155,4.0,0.20540878739207982,0.0,786,0.033774008499653056,1.382743388414383,0.0005576666862725688,-2.3972635227441788,1.68
1248000,-1.7214541221619582e-05,182.17,156,3.0,0.2186719405092299,0.0,786,0.036314775214903255,1.3851997649669647,0.0006504637749321773,-3.5532585334777833,1.47
1256000,0.0005131820176029578,179.48,157,3.0,0.2359035027399659,0.0,786,0.04015806906602327,1.384516212940216,0.00073366018015804,-0.4198682099580765,1.34
1264000,-0.0006403240771896889,179.9,158,3.0,0.2093076141178608,0.0,786,0.036830531268935894,1.3840278375148773,0.0006700434870981553,-2.7405672246217727,1.31
1272000,-0.00013773355749435723,181.49,159,3.0,0.16996972050517797,0.0,786,0.02660781220622329,1.3852827191352843,0.00033865808789869335,-1.3739637410640717,1.32
1280000,0.00018107307114405556,191.39,160,3.0,0.2086508433520794,0.0,786,0.036883051842995944,1.3848572325706483,0.000493469239982005,-1.1718174958229064,1.53
1288000,5.6147530540329174e-05,191.68,161,3.0,0.2123938794620335,0.0,787,0.03618282978453328,1.3857861244678498,0.0006075453597168234,-0.4268006378412247,1.53
1296000,-0.00011875763340867706,183.4,162,3.0,0.19074867617338895,0.0,787,0.03168193124346525,1.3853652679920196,0.0004893833160485883,-0.590218768119812,1.41
1304000,5.372717267164262e-05,188.99,163,4.0,0.17997785702347754,0.0,787,0.030293000224271713,1.3849379956722259,0.0003875343539766618,-0.9534078019857407,1.54
1312000,-0.00015115861581762146,178.77,164,4.0,0.18825030375272037,0.0,787,0.03408236662865181,1.3854616928100585,0.0006019469723969451,-2.8948525643348693,1.27
1320000,1.2596637097885833e-05,166.6,165,3.0,0.16681249011307955,0.0,787,0.02976167128253191,1.3855241537094116,0.00033951124370560135,-0.5347576069831849,1.0
1328000,4.646260073059238e-05,174.43,166,3.1000000000000085,0.15609174000099302,0.0,787,0.02887197916031175,1.3856901252269744,0.00025139562182175724,-0.5059605705738067,1.16
1336000,3.2735253771534186e-05,186.43,167,4.1000000000000085,0.2538872423581779,0.0,787,0.04331014933750918,1.3856607389450073,0.0008861389947287534,-2.0940996730327606,1.47
1344000,-1.0411187322461046e-05,187.86,168,3.0,0.17676528567448258,0.0,787,0.028852336864113183,1.3859115862846374,0.0003969766784007334,-3.0680942928791044,1.5
1352000,5.490981857292354e-07,173.38,169,3.0,0.15679640278220178,0.0,787,0.02700630979709995,1.3857125508785249,0.0003138879545758755,-0.6532132643461227,1.13
1360000,4.495451677939855e-05,182.73,170,4.0,0.24743773378431796,0.0,787,0.040778701211008614,1.384827228784561,0.0008187280448237288,-1.972965902686119,1.42
