episode_length,fps,value_loss,P09:episode_rewards,policy_loss,policy_entropy,grad_norm,PMM:episode_rewards,frames,P01:episode_rewards,clip_fraction,epoch_idx,explained_variance,advantage_norm,approx_kl_divergence
289.71875,495,720063.4194126894,75.0,0.0854091651431986,1.2096781292753804,2435318.51501161,21.09375,10240,0.0,0.6771728515625,1,-5.084750608727336,15.968653339147568,101.502421395487
306.61538461538464,554,0.008180677236532574,190.00000000000003,-0.0015371730019978712,1.7619275644421577,0.10507858444067517,75.38461538461539,20480,0.0,0.3248779296875,2,-9.313225746154785e-09,15.96871703863144,0.004623687711773528
318.8645833333333,570,0.009487689852539916,250.0,-0.0011743669612769736,1.7775762133300304,0.06208821956404753,116.92708333333333,30720,0.0,0.20859375,3,5.215406417846679e-09,15.968717843294144,0.0027687921151027693
334.97,555,0.009286637141849496,352.5000000000002,-0.0014414419067179552,1.779276954382658,0.051937204781970135,162.5,40960,47.50000000000001,0.1814697265625,4,1.0430812835693359e-08,15.96871777176857,0.00285635022759152
339.96,554,0.008834221494544181,350.0,-0.0018232685135444627,1.7780864343047142,0.055069082096102596,173.25,51200,25.0,0.2861083984375,5,-7.450580596923829e-10,15.968717736005782,0.004021009703092204
337.01,557,0.008162476897996384,305.00000000000045,-0.0016506087213201681,1.7635761477053165,0.054160352307571734,162.75,61440,25.0,0.277734375,6,-1.2293457984924316e-08,15.968717604875565,0.004184679004401915
327.29,554,0.008305019774476818,227.5000000000002,-0.0013228111045464174,1.7847628951072694,0.053591274208640384,138.0,71680,25.0,0.2125732421875,7,-9.313225746154785e-09,15.968716478347778,0.0031523800811214643
331.51,548,0.01027012835147616,250.0,-0.0017095113802497509,1.7806017570197583,0.05387294432243064,157.0,81920,50.0,0.209375,8,-1.7508864402770997e-08,15.968717813491821,0.0028815349540877834
336.83,544,0.009589922981103883,350.0,-0.0019353769032022683,1.772151593863964,0.05304938218990518,169.25,92160,47.50000000000001,0.223291015625,9,5.587935447692871e-09,15.968717795610427,0.0030322893393758934
339.7,543,0.007234797991623054,377.5000000000002,-0.002282779658708023,1.7775884568691254,0.05094127900054699,175.5,102400,25.0,0.2857666015625,10,-1.080334186553955e-08,15.968717610836029,0.003940168379062925
333.34,543,0.008091643862826459,350.0,-0.0013473409861035179,1.777543119341135,0.05261860784340057,152.25,112640,25.0,0.198486328125,11,1.564621925354004e-08,15.968717449903489,0.002916991440565653
333.73,541,0.009678816832638404,300.0,-0.0014463978055573533,1.770035545527935,0.053505047652529315,154.0,122880,25.0,0.2033935546875,12,1.4901161193847657e-09,15.968717855215072,0.002889225789726879
332.58,542,0.009141149514363178,277.5000000000002,-0.0015909234127320815,1.7802710674703122,0.054308028413813866,148.25,133120,25.0,0.2385986328125,13,-5.215406417846679e-09,15.968717342615127,0.0032569903923445054
337.89,543,0.007899416041959739,300.0,-0.0012359324129647576,1.7780906818807125,0.05439879803335984,157.5,143360,25.0,0.2259033203125,14,8.568167686462402e-09,15.968717139959335,0.002924237916295169
334.55,543,0.007220558459994209,300.0,-0.0011562958497961517,1.767523603886366,0.05175982383987164,149.0,153600,25.0,0.241796875,15,1.1920928955078126e-08,15.968717777729035,0.003173037250235211
332.33,542,0.006921256815712695,352.5000000000002,-0.0016787901065981714,1.7783634908497334,0.05337582844276907,151.75,163840,0.0,0.2762451171875,16,-2.2351741790771484e-08,15.968717354536057,0.00368760202072167
327.86,540,0.008379684294141043,250.0,-0.0019106998690403998,1.768287692964077,0.053436626919638276,145.75,174080,25.0,0.302197265625,17,-1.1548399925231934e-08,15.968717128038406,0.003731872616219789
323.86,539,0.008520105064394556,275.0,-0.0022159717642352915,1.7764133863151073,0.055808747713456806,139.0,184320,25.0,0.297021484375,18,5.587935447692871e-09,15.96871703863144,0.003678127355703964
327.0,537,0.007277925192192924,325.0,-0.0012552314692584332,1.7668002896010875,0.05152238107735757,149.5,194560,25.0,0.226318359375,19,-1.080334186553955e-08,15.968717688322068,0.002859269765008321
328.32,539,0.008196299035125776,302.5000000000002,-0.0014355550356413005,1.7837842136621476,0.05398901312196652,141.75,204800,25.0,0.2473388671875,20,1.080334186553955e-08,15.968716651201248,0.0032417323541039877
336.6,538,0.01016084779312223,402.5000000000002,-0.0021453786808706353,1.782753736525774,0.05272551792262038,169.0,215040,25.0,0.2373046875,21,9.313225746154785e-09,15.968716812133788,0.003215570482632302
331.2,538,0.007949235600426619,352.5000000000002,-0.0014763317980396097,1.775814387947321,0.05126178474043722,159.5,225280,25.0,0.231103515625,22,2.6077032089233397e-09,15.968717724084854,0.0029969709302235968
339.17,537,0.009752018703329668,377.5000000000002,-0.0014374400194355984,1.7861237816512585,0.05438119821985732,181.25,235520,25.0,0.19736328125,23,-5.587935447692871e-09,15.96871777176857,0.002742947795763939
330.27,538,0.007783080813149467,352.5000000000002,-0.0019333208983880468,1.7736157171428204,0.05295059388553468,164.25,245760,25.0,0.25849609375,24,3.7252902984619143e-10,15.968717217445374,0.0033480036369326173
330.99,537,0.008039003445992421,350.0,-0.0015132224129047246,1.781268446147442,0.0542905038859521,158.25,256000,25.0,0.21435546875,25,-2.5331974029541015e-08,15.968717420101166,0.00296760997673573
328.83,537,0.01068171626830008,325.0,-0.0018615022563608363,1.7680994711816311,0.053608703297511315,163.75,266240,25.0,0.2023681640625,26,9.685754776000977e-09,15.968717896938324,0.0028766072458381586
328.26,537,0.00893953815216264,300.0,-0.0015154379023442743,1.7744082264602183,0.055565222724303795,159.75,276480,25.0,0.2348876953125,27,2.6077032089233397e-09,15.96871758699417,0.0035355519094707687
331.36,537,0.008924041842510633,302.5000000000002,-0.0011909787499462254,1.761960969120264,0.05258635026721041,168.0,286720,50.0,0.172705078125,28,-5.215406417846679e-09,15.968717712163926,0.0023306816400804563
331.34,537,0.009320801793182908,350.0,-0.002043757831779658,1.760181936621666,0.052430680787432,169.75,296960,25.0,0.226904296875,29,2.6077032089233397e-09,15.96871782541275,0.002881811039026161
328.43,538,0.007769720107512512,325.0,-0.0014302375133411261,1.7819380417466164,0.05262233816993146,155.75,307200,25.0,0.2668212890625,30,-5.215406417846679e-09,15.968713027238845,0.003412341524938256
321.59,536,0.007633102453564788,325.0,-0.0020278969859646168,1.7797499969601631,0.051736747973112715,148.0,317440,25.0,0.269921875,31,0.0,15.968717390298844,0.0031985745041879453
323.24,536,0.008797801359287405,325.0,-0.001712473395309644,1.7859010793268681,0.05690782944189836,154.5,327680,25.0,0.2661376953125,32,-8.568167686462402e-09,15.968717849254608,0.0035142510725904687
318.01,536,0.005031164285429668,332.5000000000006,-0.0016452630326966756,1.7720851741731167,0.049232147361648784,137.5,337920,25.0,0.23046875,33,5.960464477539063e-09,15.96870796084404,0.002969289552072496
322.77,535,0.00998087558464249,332.5000000000006,-0.0016546166443731636,1.7726410292088985,0.054168748772767804,150.0,348160,25.0,0.2177978515625,34,-1.0058283805847169e-08,15.968717730045318,0.002717631879033888
326.37,535,0.00912719515399658,405.00000000000045,-0.0016653950744512259,1.781911200284958,0.05483592530087651,160.25,358400,25.0,0.2104736328125,35,-4.8428773880004884e-09,15.968717014789581,0.0029361163569689096
337.03,534,0.009627483520644376,327.5000000000002,-0.0022673875540931477,1.7826785631477833,0.054982473960768864,180.75,368640,25.0,0.26376953125,36,-3.7252902984619143e-10,15.968717247247696,0.0031767656414558587
334.68,533,0.007404143232224669,360.0000000000009,-0.0023008942567685152,1.7773186214268208,0.050600224640738656,175.25,378880,25.0,0.2604248046875,37,-9.685754776000977e-09,15.968717610836029,0.0031734538209263973
334.52,533,0.0080953990427588,327.5000000000002,-0.0018439416864566738,1.765402003377676,0.05323901322951887,164.25,389120,25.0,0.2545654296875,38,1.601874828338623e-08,15.968717396259308,0.003491118114214942
335.8,533,0.009638292207819176,350.0,-0.0011765386363549624,1.7716923907399178,0.05319815714843261,161.25,399360,25.0,0.1946044921875,39,2.9802322387695314e-09,15.968717724084854,0.00255253953156398
333.47,533,0.008069935008325046,350.0,-0.0017410027983714826,1.7717617437243462,0.05360137268316657,162.5,409600,25.0,0.2498779296875,40,7.450580596923829e-10,15.968717700242996,0.0030885280314009835
331.26,534,0.007620090182740569,357.5000000000007,-0.0019994541948108236,1.7691946879029274,0.053943492805148076,162.5,419840,25.0,0.253662109375,41,-1.1175870895385742e-08,15.96871721148491,0.003111488761419423
322.08,534,0.005703608623841916,255.00000000000043,-0.0018206173052021768,1.7732790924608708,0.0489915791035645,139.5,430080,25.0,0.251220703125,42,5.215406417846679e-09,15.968700724840165,0.003449163031450553
316.52,534,0.007070381939138315,225.0,-0.0013669877804204588,1.7738301053643226,0.052951070342492454,122.25,440320,25.0,0.2131103515625,43,-1.825392246246338e-08,15.968716889619827,0.002971430911884454
317.22,533,0.006486965230033092,202.50000000000023,-0.0015909641209873372,1.7646338418126106,0.05148732052878809,114.0,450560,25.0,0.274755859375,44,1.1175870895385742e-09,15.9687175989151,0.003364419904096394
319.32,533,0.0069725071651191685,225.0,-0.0012879388388682856,1.7735237181186676,0.05317322974072745,118.0,460800,25.0,0.2298095703125,45,3.3527612686157227e-09,15.968717277050018,0.003071035449414694
318.21,533,0.008607799657045234,227.5000000000002,-0.0021774873399408533,1.770126923173666,0.05299785599764293,122.75,471040,25.0,0.2521728515625,46,-2.2351741790771484e-09,15.968717193603515,0.0029872284242117076
322.14,532,0.008886784748301579,250.0,-0.0015496900196012575,1.7762032449245453,0.05452897016364178,142.5,481280,25.0,0.2406494140625,47,3.3527612686157227e-09,15.968717604875565,0.0029096564079964084
333.29,532,0.00910055316053331,315.00000000000125,-0.0019441710592218442,1.7669719852507115,0.05458190098260909,167.5,491520,25.0,0.240478515625,48,4.8428773880004884e-09,15.968717801570893,0.0029755271654209993
