frames,approx_kl_divergence,explained_variance,P09:episode_rewards,policy_loss,PMM:episode_rewards,value_loss,clip_fraction,epoch_idx,policy_entropy,fps,P01:episode_rewards,episode_length,advantage_norm,grad_norm
2959360,0.0021081717424920043,-7.450580596923829e-10,277.5000000000002,-0.0017826922208769246,159.0,0.008242770772994845,0.3091552734375,289,1.7828751608729363,453,25.0,330.31,15.968717712163926,0.05364332764782763
2969600,0.0017626591903194821,-1.1175870895385742e-09,427.5000000000002,-0.0010374767422035801,174.75,0.008152820811305616,0.24599609375,290,1.7778129391372204,453,25.0,331.68,15.968716615438462,0.051049805311897664
2979840,0.001894770238681076,-9.313225746154785e-09,475.0,-0.0014272858297772473,178.0,0.007925857906047894,0.2585693359375,291,1.7831163167953492,453,22.500000000000007,335.67,15.968717741966248,0.052516557001142786
2990080,0.0014816055761542658,1.1548399925231934e-08,452.50000000000017,-0.0011947428614803358,175.5,0.00912645950456863,0.215673828125,292,1.781688281148672,453,25.0,335.86,15.968717676401138,0.05382794956371155
3000320,0.0014627344953396459,-1.4901161193847657e-09,375.0,-0.00123489950565272,167.0,0.008839948741274384,0.21298828125,293,1.7849732212722302,453,25.0,333.83,15.968717008829117,0.05310844145263403
3010560,0.0017907838239239026,-8.568167686462402e-09,452.50000000000017,-0.001311668504786212,173.25,0.008991158685557821,0.261279296875,294,1.7797220163047314,453,25.0,333.21,15.96871742606163,0.0545389993184187
3020800,0.001369243639129536,-3.3527612686157227e-09,527.5000000000002,-0.0008993902985821479,189.0,0.01061429309193045,0.16953125,295,1.779735914617777,453,25.0,333.98,15.968717962503433,0.054043145914416835
3031040,0.0023816897989945573,-1.1548399925231934e-08,550.0,-0.0014353760525409598,186.5,0.007312859927412774,0.317529296875,296,1.7743122592568397,453,25.0,334.66,15.968717193603515,0.0539732884038293
3041280,0.0017931184862675308,2.9802322387695314e-09,505.00000000000045,-0.0012994320015423,183.5,0.0066538611136365946,0.2243896484375,297,1.7829067021608354,453,25.0,334.04,15.968712705373765,0.052722712957779694
3051520,0.0019272197888625443,5.587935447692871e-09,450.0,-0.0014081938610615908,160.25,0.00920141273381887,0.2515380859375,298,1.7723053440451622,452,25.0,328.96,15.968717753887177,0.05263926907395844
3061760,0.0020802354998977536,-1.4901161193847657e-09,327.5000000000002,-0.0013730082966503688,141.75,0.006785922965764257,0.2719970703125,299,1.7823467083275317,452,25.0,324.73,15.968717539310456,0.05131063818880026
3072000,0.0018815462368024782,1.9744038581848144e-08,300.0,-0.0012710069720924366,140.25,0.007815359412416002,0.2461181640625,300,1.7844326429069042,452,25.0,325.93,15.968717402219772,0.051577767603701974
3082240,0.001977288240050257,-1.4901161193847656e-08,275.0,-0.0012271927909750957,130.25,0.007699471802357039,0.265673828125,301,1.7777239240705967,452,25.0,322.1,15.968717455863953,0.0524604915724259
3092480,0.001962487300176008,-1.9744038581848144e-08,277.5000000000002,-0.0012127168531151256,146.5,0.009950963647497701,0.2475341796875,302,1.7837880089879037,452,25.0,327.5,15.968717783689499,0.054265217803129304
3102720,0.0019184601303408044,-6.332993507385254e-09,275.0,-0.001179754089025664,140.0,0.007333340103582486,0.2466552734375,303,1.7824850648641586,452,25.0,327.69,15.968717169761657,0.05289253262630563
3112960,0.0015916525456304953,-1.2293457984924316e-08,302.5000000000002,-0.0013859885337296873,154.0,0.00912992129324266,0.230029296875,304,1.7769921153783799,452,50.0,332.48,15.968717694282532,0.05451036740570707
3123200,0.0015559494112608262,9.313225746154785e-09,275.0,-0.0008711593560292386,153.5,0.009260833721873496,0.2271240234375,305,1.7769212186336518,452,25.0,334.34,15.9687175989151,0.055643214013120876
3133440,0.0019155577349636132,2.421438694000244e-08,277.5000000000002,-0.0014518510077323298,159.75,0.008718434381398766,0.28515625,306,1.785347765684128,452,47.50000000000001,335.48,15.96871770620346,0.051883970465266716
3143680,0.0013467564816039613,-2.6822090148925782e-08,277.5000000000002,-0.0011502670018671778,150.25,0.006782427226266918,0.200732421875,307,1.7768926091492176,452,25.0,330.64,15.968713939189911,0.05183442682755164
3153920,0.0015785993742582604,1.4901161193847656e-08,275.0,-0.0008763086563703837,136.75,0.006535314812114734,0.2081298828125,308,1.7659782491624356,452,25.0,323.57,15.968711203336715,0.05282684737362971
3164160,0.0017210326329006875,1.4901161193847656e-08,252.50000000000023,-0.0012983732925931691,128.5,0.007443216815590859,0.2494384765625,309,1.7758722588419915,452,25.0,315.41,15.96871775984764,0.05325140495718369
3174400,0.0018995234473550226,-6.7055225372314455e-09,250.0,-0.001162822265905561,143.75,0.007905727341290003,0.2684326171875,310,1.7724852405488492,452,47.50000000000001,319.42,15.968717008829117,0.051761780454974836
3184640,0.001398922251263457,2.2351741790771484e-09,310.00000000000085,-0.0012714959131699289,157.25,0.009117208505335839,0.21572265625,311,1.7848718866705895,452,25.0,323.45,15.968714994192123,0.05374670079041345
3194880,0.0014169073484822548,-1.7136335372924803e-08,312.5000000000011,-0.0009732136408274527,164.0,0.008226544413264491,0.2007568359375,312,1.7768480502068997,452,25.0,324.97,15.96871750354767,0.05221049344354611
3205120,0.001837941606109439,1.0430812835693359e-08,275.0,-0.0012777290550729959,151.75,0.007918976414384816,0.2680419921875,313,1.767371755093336,452,25.0,325.39,15.968717515468597,0.05123347109323535
3215360,0.0015798760232996756,2.123415470123291e-08,290.0000000000013,-0.0012745782540150685,152.75,0.007196652437323791,0.239501953125,314,1.7578377269208432,452,25.0,326.44,15.968717730045318,0.05060399564698391
3225600,0.002080250274394757,0.0,275.0,-0.001222245312965242,136.75,0.007147055655968871,0.2697265625,315,1.7772911965847016,452,25.0,326.7,15.968716806173324,0.05200966053492967
3235840,0.0018260135291200187,7.450580596923829e-10,252.50000000000023,-0.001675206724758027,128.25,0.006378239544369535,0.2716552734375,316,1.7550542503595352,452,0.0,324.18,15.968716883659363,0.04900342930097905
3246080,0.0018578406810888736,-2.570450305938721e-08,250.0,-0.0013708883710933152,127.25,0.00797763137416041,0.278955078125,317,1.7674992598593235,451,0.0,323.54,15.96871782541275,0.050712431910368116
3256320,0.0018079836900710688,-6.7055225372314455e-09,250.0,-0.0016338178611476906,134.0,0.008774797552268865,0.2802490234375,318,1.778117610514164,452,25.0,330.38,15.968717551231384,0.05058400996359076
3266560,0.0018835174829632706,-8.568167686462402e-09,327.5000000000002,-0.0014826412145339419,169.0,0.010017442711796321,0.2782958984375,319,1.7836154833436013,451,50.0,340.08,15.968717777729035,0.05443592233897474
3276800,0.0018193943632354604,-1.7136335372924803e-08,325.0,-0.0013780571622191927,167.5,0.007750503733805658,0.2449951171875,320,1.781800802052021,451,25.0,343.71,15.96871304512024,0.050674068024039766
3287040,0.0015881774309434605,1.6391277313232423e-08,405.00000000000045,-0.0011902703525265678,175.75,0.008419532336421297,0.249462890625,321,1.7731805965304375,451,25.0,342.2,15.968717217445374,0.05227571360255747
3297280,0.0012100148400236322,-1.4901161193847657e-09,330.0000000000004,-0.0009305446004873374,162.5,0.008694269970874302,0.18984375,322,1.7618275605142117,451,25.0,335.25,15.968717449903489,0.0503623122560757
3307520,0.0014017642504398965,1.1548399925231934e-08,330.0000000000004,-0.0011297593753624823,170.75,0.010790181610173023,0.200634765625,323,1.776634731888771,451,25.0,338.22,15.968717652559281,0.05133851238390343
3317760,0.001736605317373119,1.862645149230957e-08,275.0,-0.0016124753939948278,167.75,0.009343672596514807,0.26875,324,1.784146924316883,451,50.0,337.65,15.968717563152314,0.053570852221425644
3328000,0.0015395661459820075,2.2351741790771484e-09,302.5000000000002,-0.0009438057732040761,176.25,0.00832486516337667,0.2436767578125,325,1.7794843718409539,451,50.0,343.18,15.96871783733368,0.052496927643494194
3338240,0.0014142020159965795,-6.7055225372314455e-09,312.5000000000011,-0.0011897194479388417,176.75,0.010785846071667039,0.213818359375,326,1.7849177882075309,451,47.50000000000001,340.83,15.968717914819717,0.05263015518404478
3348480,0.0017607231682944756,-5.215406417846679e-09,332.5000000000006,-0.0014921061490895226,173.5,0.008548278517082508,0.26318359375,327,1.7812712252140046,451,25.0,343.18,15.968717569112778,0.054599762909325764
3358720,0.0017003028868771252,-1.3783574104309083e-08,300.0,-0.001169897016370669,162.25,0.008317173876639572,0.2518310546875,328,1.7736165449023247,451,47.50000000000001,340.16,15.968717551231384,0.05352084651859472
3368960,0.0016714669509752867,-1.4901161193847657e-09,275.0,-0.0014962340206693624,137.75,0.006630385570474573,0.256591796875,329,1.7782277643680573,451,25.0,332.79,15.96871476173401,0.050408236903840754
3379200,0.0017000142598405433,-2.6077032089233397e-09,225.0,-0.0011423619129345753,120.5,0.006968937850115253,0.262255859375,330,1.7647156089544296,451,25.0,326.66,15.96871749162674,0.05230415158491364
3389440,0.0014119677343416015,-2.458691596984863e-08,225.0,-0.0010080117623147088,120.25,0.008554896960595216,0.207666015625,331,1.7656341470777988,451,25.0,322.15,15.968717116117478,0.05346927074574058
3399680,0.0014578499437618575,1.4901161193847657e-09,325.0,-0.001672952157241525,150.25,0.00858710498068831,0.232177734375,332,1.7814036428928375,451,25.0,329.41,15.968717724084854,0.04992768988678612
3409920,0.0014969579541883604,1.7508864402770997e-08,330.0000000000004,-0.0010158254102861975,151.5,0.006931787250005072,0.214013671875,333,1.768517056107521,451,25.0,330.38,15.968717777729035,0.05248236595309906
3420160,0.0018961374985906332,7.450580596923829e-10,325.0,-0.0014046120124476147,140.5,0.006018845594371669,0.2914794921875,334,1.7802705466747284,451,25.0,326.49,15.968717324733735,0.05019437123759416
3430400,0.0018462914471143676,-2.6077032089233397e-09,225.0,-0.0011464344348496524,113.0,0.007010115307762988,0.2760986328125,335,1.78263069242239,451,25.0,318.75,15.968715244531632,0.05311797743161946
3440640,0.0017145754381431288,-3.7252902984619143e-10,250.0,-0.0015450945138582028,138.75,0.010938201658154867,0.28037109375,336,1.7823408842086792,451,25.0,321.43,15.968717843294144,0.055544579222571853
3450880,0.0015334865960397793,-3.3527612686157227e-09,425.0,-0.0013112839889799944,177.25,0.01124100003798958,0.2368896484375,337,1.776092814654112,451,50.0,333.67,15.968717801570893,0.05651083984716689
3461120,0.0020071032288598188,-3.7252902984619143e-10,425.0,-0.001454408242716454,187.5,0.008520176475758489,0.290673828125,338,1.7848385483026505,451,50.0,335.63,15.968717575073242,0.051011276095191
3471360,0.0013078508542974988,-1.5273690223693846e-08,402.5000000000002,-0.0010883289676712593,189.0,0.010106303670727356,0.2123046875,339,1.7785189181566239,451,50.0,337.39,15.968717777729035,0.05459650952540188
3481600,0.001340151029839376,-7.82310962677002e-09,287.5000000000011,-0.0009314632156019797,164.5,0.00712348938704963,0.21435546875,340,1.7758154153823853,451,25.0,336.09,15.968717086315156,0.051791296546073784
3491840,0.0014432885797305063,7.450580596923828e-09,305.00000000000045,-0.0011709304144460475,168.0,0.010338288349157666,0.22275390625,341,1.7732502184808254,451,25.0,341.16,15.96871770620346,0.05307971112678565
3502080,0.0015302925617902475,-1.30385160446167e-08,500.0,-0.0007390637219941709,184.75,0.008231773662510022,0.21455078125,342,1.7757062412798406,451,25.0,342.45,15.968716901540756,0.05203689924694416
3512320,0.0018475112312842158,-8.195638656616212e-09,327.5000000000002,-0.0016140977539180312,158.0,0.007002270619423712,0.3025634765625,343,1.7766762532293796,451,25.0,330.12,15.968715846538544,0.05193944653233212
3522560,0.002057309286050213,-3.7252902984619143e-10,277.5000000000002,-0.0011503431480377913,129.5,0.005057723309869288,0.2679931640625,344,1.7682609528303146,451,0.0,322.03,15.968715280294418,0.052948018481807566
3532800,0.0014372574820185947,4.8428773880004884e-09,252.50000000000023,-0.0009935017256793798,112.75,0.008065022783011955,0.240380859375,345,1.7795634426176548,451,0.0,320.26,15.968717104196548,0.053955250665658136
3543040,0.001323038234284013,1.1175870895385742e-08,300.0,-0.000918461600667797,129.0,0.008848373283535693,0.2295654296875,346,1.7771017111837863,451,0.0,327.86,15.968717515468597,0.05633705225385087
3553280,0.001287678805545056,0.0,325.0,-0.0010446413572935854,153.75,0.010066634365239224,0.2182373046875,347,1.772560427337885,451,25.0,336.08,15.968717509508133,0.05483067502361798
3563520,0.001232485436025854,-2.6077032089233397e-09,360.0000000000009,-0.0009109619400987867,196.75,0.011937895626761019,0.1885009765625,348,1.7704141043126582,451,25.0,345.35,15.968717777729035,0.05469559718407151
3573760,0.001295994101138831,-5.960464477539063e-09,387.5000000000011,-0.0009772291989065707,202.75,0.009808111525489948,0.2195068359375,349,1.7817148476839066,451,50.0,346.5,15.968717616796493,0.05357015029333826
3584000,0.001468181978466987,-1.4528632164001465e-08,502.5000000000002,-0.0011624414426478324,222.5,0.011213551036144053,0.2489990234375,350,1.7793742068111897,451,50.0,348.68,15.968717944622039,0.05667241551676261
3594240,0.001411407894210015,1.0058283805847169e-08,450.0,-0.001331112382831634,216.5,0.009528629091585116,0.244970703125,351,1.7793826043605805,451,50.0,352.02,15.968716496229172,0.052811947587345
3604480,0.001247234639083672,-2.6077032089233397e-09,405.00000000000045,-0.0011113622520497301,178.0,0.00603414751112723,0.2098876953125,352,1.7707092486321927,450,25.0,339.65,15.968717342615127,0.048957809093827506
3614720,0.0017591463829603527,5.587935447692871e-09,325.0,-0.0012912410085846205,139.25,0.0062890647276162785,0.271826171875,353,1.7651234962046147,450,25.0,330.42,15.968717592954636,0.04950609327970555
3624960,0.001387308457680092,5.587935447692871e-09,250.0,-0.000947435282432707,114.5,0.006739154419119586,0.217431640625,354,1.7775784596800803,450,0.0,321.2,15.968717575073242,0.053234929494773084
3635200,0.0015911109678256707,-7.450580596923829e-10,325.0,-0.001322737621376291,143.0,0.00840903494511167,0.2572021484375,355,1.781922422349453,450,0.0,321.92,15.968717575073242,0.05327048842565052
3645440,0.0017139064022330785,-3.3527612686157227e-09,402.5000000000002,-0.0010454791317897616,147.75,0.006380099145403051,0.2652587890625,356,1.78393397629261,450,0.0,321.58,15.968715649843215,0.053038736392120665
3655680,0.0013880126246533565,-4.8428773880004884e-09,425.0,-0.0010038052227173467,163.0,0.010373229653941963,0.2258056640625,357,1.7825524896383285,450,0.0,325.33,15.968717783689499,0.05490989948451219
3665920,0.001594264180812388,-9.313225746154785e-09,380.00000000000045,-0.0008726697680685902,172.25,0.010413241202968493,0.2399658203125,358,1.7733046531677246,450,22.500000000000007,331.37,15.96871738433838,0.05462020094114402
3676160,0.0014340799880471877,6.7055225372314455e-09,307.5000000000006,-0.0009443034039577469,176.0,0.008817748812907667,0.2361572265625,359,1.775105918943882,450,25.0,339.31,15.968717634677887,0.052454874957846086
3686400,0.0016242982802339156,7.450580596923828e-09,427.5000000000002,-0.0012743487815896515,181.25,0.007784120583619369,0.274755859375,360,1.7850153304636478,450,22.500000000000007,341.97,15.968717259168624,0.053270560986834935
3696640,0.0013049084905190967,0.0,377.5000000000002,-0.0012196126801427454,159.5,0.009066505356963716,0.2014892578125,361,1.775176002085209,450,0.0,335.5,15.968716877698899,0.05376861210368765
3706880,0.0015702900442761346,-1.5273690223693846e-08,305.00000000000045,-0.0011926619194127853,146.25,0.006623009351062592,0.2768798828125,362,1.770813976228237,450,22.500000000000007,328.73,15.96871263384819,0.050281928072475335
3717120,0.0015876021192553936,3.725290298461914e-09,252.50000000000023,-0.0011598791490541771,132.25,0.005995563893048938,0.2648681640625,363,1.7778867579996587,450,25.0,323.86,15.96871525645256,0.0485266186814944
3727360,0.001454929010353112,-4.8428773880004884e-09,275.0,-0.0009911959961755202,131.5,0.008655413011729252,0.2348876953125,364,1.7848743222653867,450,25.0,327.0,15.968717533349992,0.052938202146734614
3737600,0.0015074066744205084,-7.078051567077636e-09,275.0,-0.0009276835502532776,125.25,0.00536806960847116,0.265869140625,365,1.7807293459773064,450,25.0,324.64,15.968715685606004,0.05029406831774341
3747840,0.001230111501095621,-1.30385160446167e-08,250.0,-0.0011190104301931568,119.0,0.006794417318042178,0.2316650390625,366,1.7815659388899803,450,25.0,323.42,15.968717181682587,0.04976930152896107
3758080,0.0015652409613466033,1.7136335372924803e-08,225.0,-0.0011226918937609297,108.75,0.007127310962505362,0.258349609375,367,1.7841000229120254,450,22.500000000000007,320.86,15.968713927268983,0.05342849996806616
3768320,0.001582427109474338,2.2351741790771484e-09,277.5000000000002,-0.0010289534784533316,131.25,0.009265014079210232,0.261083984375,368,1.778790270537138,450,25.0,327.01,15.968717938661575,0.05478378631307248
3778560,0.0014398936100519677,2.1979212760925294e-08,325.0,-0.0013284587352245581,146.25,0.009190066869632574,0.247607421875,369,1.7835816532373427,450,25.0,329.01,15.968717724084854,0.0541931291990976
3788800,0.001228189321537343,-1.6391277313232423e-08,325.0,-0.0008046799746807664,156.0,0.007985260911587489,0.2070556640625,370,1.780955071002245,450,25.0,330.45,15.968716311454774,0.05275093549955547
3799040,0.001359260445529742,-1.4156103134155273e-08,305.00000000000045,-0.0010794753299705917,150.75,0.008339873352224459,0.231884765625,371,1.7840828157961368,450,25.0,322.75,15.968717235326768,0.05361474139539749
3809280,0.0014103892606954105,2.0116567611694337e-08,327.5000000000002,-0.0015192455881333443,155.25,0.008403267066523768,0.259326171875,372,1.7768523931503295,450,25.0,326.65,15.968717461824417,0.05104615034282785
3819520,0.001647405463184981,-3.3527612686157227e-09,425.0,-0.0013694847802980803,166.25,0.009264804307304076,0.2745361328125,373,1.7775758497416974,450,25.0,329.44,15.968717712163926,0.05345145897481505
3829760,0.001684232238554273,-7.82310962677002e-09,380.00000000000045,-0.0012711167575616856,164.5,0.0079685122283081,0.2800537109375,374,1.7857725970447063,450,50.0,331.44,15.968717670440673,0.05282125386098892
3840000,0.0013554115988256398,5.587935447692871e-09,352.5000000000002,-0.0011218521896807943,159.25,0.008853764227387729,0.24716796875,375,1.7782953277230262,450,50.0,331.02,15.96871749162674,0.054387780817872544
3850240,0.001375032707886703,-1.4901161193847656e-08,375.0,-0.0013305344986292767,172.5,0.011084525326441507,0.232080078125,376,1.77295361161232,450,50.0,334.44,15.968717950582505,0.05488485065468376
3860480,0.0014948187292873171,1.564621925354004e-08,327.5000000000002,-0.000942686531925574,175.25,0.009876667726348386,0.2349609375,377,1.7787855833768844,449,50.0,335.33,15.96871770620346,0.0529950649003858
3870720,0.0014664899180729662,-1.080334186553955e-08,352.5000000000002,-0.0011671573734929551,177.25,0.008321189604521351,0.232275390625,378,1.783012766391039,450,50.0,333.62,15.96871758699417,0.0497843198821166
3880960,0.0009675505798441009,-7.078051567077636e-09,325.0,-0.0005994746359647251,162.25,0.008029883175004216,0.1685302734375,379,1.7786402441561222,449,47.50000000000001,329.2,15.968717461824417,0.05203074303869759
3891200,0.0012209082821186712,8.195638656616212e-09,302.5000000000002,-0.0013351691457501147,161.0,0.009597030391341832,0.2313720703125,380,1.7834164582192897,449,47.50000000000001,329.79,15.968717515468597,0.05389773774723714
3901440,0.0016350223595850365,1.564621925354004e-08,332.5000000000006,-0.0015070340519741875,176.0,0.008678821060129849,0.2792236328125,381,1.776177503913641,449,47.50000000000001,335.25,15.968717694282532,0.05512537061384106
3911680,0.0010398864975854848,4.8428773880004884e-09,300.0,-0.0011297946111881174,166.75,0.00984066665841965,0.1996826171875,382,1.7615595988929271,449,47.50000000000001,332.36,15.96871801018715,0.052278447407388406
3921920,0.0016256605413957459,-4.097819328308106e-09,300.0,-0.001393048268801067,170.25,0.009612456903596467,0.2701904296875,383,1.7686693258583546,449,50.0,335.03,15.968717736005782,0.056001331281243724
3932160,0.00149848598873632,4.470348358154297e-09,275.0,-0.0014986892263550544,160.5,0.008870503788421047,0.2748046875,384,1.78578230291605,449,50.0,334.02,15.968717628717423,0.05457253075265763
3942400,0.0012296533415479872,-8.195638656616212e-09,307.5000000000006,-0.0007887573705374962,168.25,0.008395847555561886,0.2158447265625,385,1.7876510798931122,449,25.0,328.8,15.968716710805893,0.05294426257686895
3952640,0.001265608829439202,-1.862645149230957e-09,380.00000000000045,-0.00106706785481947,169.0,0.009844663161493373,0.247900390625,386,1.78416221216321,449,25.0,327.95,15.96871793270111,0.054587642702334294
3962880,0.0014073976639565444,1.4901161193847656e-08,375.0,-0.0010610318819090025,176.75,0.009684731053675932,0.24853515625,387,1.77513562515378,449,25.0,331.53,15.968717741966248,0.05232884630612431
3973120,0.0018921622531365757,-2.3469328880310058e-08,300.0,-0.0015502970931265737,157.75,0.007951743203602746,0.3145263671875,388,1.7775454565882682,449,25.0,332.87,15.968717449903489,0.052342589991531005
3983360,0.0015033216424967578,-3.01748514175415e-08,300.0,-0.0012851358911575516,162.0,0.008454844914717796,0.2461181640625,389,1.7830691516399384,449,47.50000000000001,337.19,15.968717068433762,0.051330562038734054
3993600,0.0015702789996907996,8.940696716308593e-09,300.0,-0.0012701985742751276,156.5,0.008273864163811595,0.28388671875,390,1.7863856978714465,449,25.0,334.14,15.968717569112778,0.05197485492499099
4003840,0.001444779930659479,2.6077032089233397e-09,302.5000000000002,-0.0009326995234005154,154.5,0.008742259297247302,0.262744140625,391,1.7791871890425681,449,25.0,330.97,15.968717247247696,0.05252965332069822
4014080,0.0012270427933003703,-1.6763806343078613e-08,325.0,-0.0009191913228278281,175.0,0.009992442502971243,0.224560546875,392,1.7796170115470886,449,25.0,336.41,15.968717497587203,0.053879839351409796
4024320,0.001318861670398519,4.097819328308106e-09,402.5000000000002,-0.0011955937538004947,181.5,0.010121039046953228,0.2452392578125,393,1.7803851507604123,449,25.0,333.12,15.96871766448021,0.05393464363316345
4034560,0.0012943642602500915,-7.450580596923829e-10,475.0,-0.0011767003241402562,213.5,0.011748567402537446,0.2598388671875,394,1.7797790095210075,449,50.0,339.83,15.968717736005782,0.05675699750697301
4044800,0.0011237049975136415,-1.564621925354004e-08,427.5000000000002,-0.0010451508991536685,215.0,0.012042534127249382,0.2353515625,395,1.7704403422772885,449,50.0,342.71,15.968717885017394,0.05762328968548873
4055040,0.0010742351432895703,3.3900141716003417e-08,450.0,-0.000877824997951393,219.75,0.009369900644196604,0.204443359375,396,1.7791152477264405,449,50.0,346.44,15.968717813491821,0.05392137810373356
4065280,0.0015475278486690059,-1.080334186553955e-08,402.5000000000002,-0.0013695991598069667,194.5,0.00984719944299286,0.2779052734375,397,1.7814597561955452,449,25.0,339.48,15.968717724084854,0.0529693702097606
4075520,0.0012965295806736776,-8.940696716308593e-09,375.0,-0.0010576552635029658,168.5,0.007752746546157141,0.2334228515625,398,1.7823367938399315,449,25.0,329.24,15.968717402219772,0.05248786641616
4085760,0.0012825333771388614,3.725290298461914e-09,300.0,-0.00092601110918622,145.5,0.007999952346472128,0.2408447265625,399,1.7823658831417561,449,25.0,324.22,15.968717676401138,0.051852053281096835
4096000,0.0014699360536496898,-5.960464477539063e-09,300.0,-0.0013819095409417059,145.0,0.007364245397639024,0.28203125,400,1.7813842855393887,449,25.0,324.83,15.968717324733735,0.05128468188400006
4106240,0.0010782598364727392,-1.4901161193847657e-09,300.0,-0.0011832151296403027,152.75,0.010120245311736654,0.2211669921875,401,1.7788070045411586,449,47.50000000000001,330.19,15.968717730045318,0.05434685516896877
4116480,0.001191259453486282,-1.2665987014770507e-08,305.00000000000045,-0.0008282400791358669,151.75,0.007408058873079426,0.220361328125,402,1.775417695939541,449,47.50000000000001,329.24,15.968717461824417,0.05234679523420196
4126720,0.001265674061190225,-3.3155083656311036e-08,352.5000000000002,-0.0010720297697844217,165.25,0.009378148102950946,0.2224365234375,403,1.783608714491129,449,47.50000000000001,332.45,15.968717736005782,0.055093486731662
4136960,0.001742366485683533,-1.862645149230957e-09,382.5000000000007,-0.0012912079506349982,164.5,0.008012906441462065,0.2920166015625,404,1.786012501269579,449,25.0,332.99,15.968716478347778,0.054620816924167884
4147200,0.001222942115822434,-1.601874828338623e-08,330.0000000000004,-0.0009621009026886896,164.25,0.00826626485122688,0.2399658203125,405,1.7793601371347905,449,25.0,335.9,15.968717360496521,0.052370393025563663
4157440,0.001237828505344396,6.332993507385254e-09,352.5000000000002,-0.0012372960518405307,163.5,0.009245964849833399,0.2434326171875,406,1.7780137822031974,449,25.0,338.24,15.968717855215072,0.05214919371093722
4167680,0.0013602661926427118,-1.2293457984924316e-08,305.00000000000045,-0.0014188366578309797,175.0,0.011103167461897101,0.2684814453125,407,1.7824400626122952,449,47.50000000000001,346.79,15.968717658519745,0.05540356741144892
4177920,0.0012190084125904832,2.6077032089233397e-09,355.00000000000045,-0.0009940089574229205,185.75,0.009006374978662279,0.2401123046875,408,1.7868071272969246,449,50.0,350.09,15.968717551231384,0.05364310796209011
4188160,0.0014167639609866001,3.203749656677246e-08,480.00000000000045,-0.001225035220340942,200.5,0.0072591740320604005,0.26796875,409,1.7828982882201672,449,25.0,351.64,15.96871742606163,0.05153325716459709
4198400,0.0016627517330562113,-4.470348358154297e-09,525.0,-0.0013580640348664018,190.0,0.009239695512223988,0.272021484375,410,1.7716606616973878,449,25.0,341.67,15.968718057870865,0.05345529978627587
4208640,0.0014674164265827017,4.097819328308106e-09,427.5000000000002,-0.0008635082333057654,174.25,0.007801472088840455,0.259716796875,411,1.7786383539438249,449,25.0,336.83,15.968717336654663,0.05344790973179685
4218880,0.0013867716752571368,7.450580596923829e-10,425.0,-0.0013531265401979908,177.75,0.009267769803409464,0.2662353515625,412,1.7775679767131805,449,25.0,339.72,15.9687175989151,0.05718315912381376
4229120,0.001395923700010826,7.450580596923829e-10,350.0,-0.0009852880812104559,172.25,0.009449388797838765,0.2419677734375,413,1.7637342914938927,449,25.0,341.89,15.968717807531357,0.052811110706396505
4239360,0.0012622528809998813,9.313225746154785e-09,350.0,-0.0010332345358619933,172.5,0.009220860452433043,0.2542236328125,414,1.7811038352549076,449,47.50000000000001,337.17,15.968717420101166,0.053202924279084206
4249600,0.0012219953777702131,4.470348358154297e-09,357.5000000000007,-0.0009555253796861507,173.25,0.008888162721063964,0.2292724609375,415,1.7823264211416245,449,25.0,333.17,15.968717628717423,0.055291059926748175
4259840,0.0015289345241569663,-1.1175870895385742e-09,525.0,-0.0016973148285615025,188.25,0.009104251289272725,0.2994873046875,416,1.7836342439055444,449,50.0,329.61,15.9687165081501,0.052571046285749726
4270080,0.0016255131091270415,7.450580596923829e-10,377.5000000000002,-0.001096000229154015,161.0,0.007324616921778215,0.315771484375,417,1.7869575664401054,449,22.500000000000007,324.05,15.968717378377914,0.05212306393531109
4280320,0.0011401421674975154,-7.078051567077636e-09,377.5000000000002,-0.0011538257349457126,155.5,0.00844389791300273,0.2430419921875,418,1.7817652247846127,448,25.0,324.13,15.96871783733368,0.05192942742075709
4290560,0.0014370567559751635,7.078051567077636e-09,227.5000000000002,-0.0013925421011663276,135.5,0.00812887505981621,0.2782958984375,419,1.781334239244461,448,25.0,321.82,15.968713635206223,0.05207888765967773
4300800,0.0012090511716905893,-2.2724270820617674e-08,227.5000000000002,-0.0010936094065982615,150.5,0.01070238681131741,0.2421630859375,420,1.7747403025627135,448,25.0,326.37,15.968717676401138,0.05665664439382956
4311040,0.0009371497726931466,-8.195638656616212e-09,327.5000000000002,-0.0006880607339553535,174.25,0.010870358648753608,0.1872802734375,421,1.7771819576621055,448,47.50000000000001,336.2,15.968717873096466,0.0552369226314936
4321280,0.0012179561519189974,-1.862645149230957e-09,352.5000000000002,-0.0008198493072995916,202.5,0.0107858337185462,0.2196044921875,422,1.7806252494454384,448,50.0,346.64,15.96871783733368,0.05619324740068436
4331520,0.0013992984010329224,-3.650784492492676e-08,527.5000000000002,-0.0014920255736797117,214.75,0.010388026798182182,0.289453125,423,1.7807514414191246,448,50.0,349.21,15.968717873096466,0.05630627221005635
4341760,0.0012440403277224732,-1.5273690223693846e-08,352.5000000000002,-0.0012529490202723536,199.0,0.007781014951353882,0.25029296875,424,1.7827217727899551,448,47.50000000000001,346.16,15.968716526031494,0.05190648796853935
