advantage_norm,P01:episode_rewards,frames,policy_entropy,policy_loss,PMM:episode_rewards,value_loss,grad_norm,epoch_idx,episode_length,P09:episode_rewards,explained_variance,fps
1.5723357839137315,0.0,8000,1.3309644865989685,-0.017055111319350544,1.0222222222222221,0.04047890897186335,1.167412348909943,1,161.37777777777777,3.0,-0.7483951067924499,604
0.9215080140531063,0.0,16000,1.3748237538337706,-0.0008733092749025672,0.94,0.008946414264419217,0.17290094518209692,2,161.28,2.1000000000000085,-0.03348561406135559,431
1.4223705962300301,0.0,24000,1.3700491750240327,-0.003255301443859935,0.98,0.03356657900091704,0.5964155073261291,3,165.17,2.1000000000000085,-0.04732080638408661,505
1.1126076666638256,0.0,32000,1.3754054164886476,0.0010154146770946682,1.14,0.012350538807468184,0.2047958643096474,4,172.05,3.0,-0.03985138773918152,555
1.2421945685893296,0.0,40000,1.3826718497276307,-6.79972127545625e-05,1.18,0.013781928238668115,0.2019169728620382,5,175.14,3.0,-0.020762752890586853,589
1.1980099850520491,0.0,48000,1.3806994926929474,0.0009402568853693082,1.44,0.013588623944897335,0.1938040542016179,6,186.66,3.0,-0.03939502239227295,613
1.152344503775239,0.0,56000,1.371980140209198,-0.0010400447435313254,1.43,0.01260324251397833,0.21705092161333142,7,185.95,3.1000000000000085,-0.11124163389205932,631
1.4055080220848322,0.0,64000,1.3693230664730072,0.0016019530668563676,1.46,0.01651656112549972,0.22870565801687753,8,187.35,4.0,-0.00922012209892273,645
1.2812533880770207,0.0,72000,1.3723078620433808,0.002495285733966739,1.59,0.014839206189935793,0.2412076013908068,9,194.04,4.1000000000000085,-0.03256751298904419,656
1.3077524945139885,0.0,80000,1.3742332398891448,0.0015129314933437854,1.64,0.015344455758204277,0.2491084993368854,10,195.87,4.0,0.00801240086555481,666
1.0508696050941944,0.0,88000,1.3736376464366913,0.00041148309886921195,1.5,0.010309657003235771,0.20997073841133942,11,187.54,3.1000000000000085,-0.08596134662628174,674
1.1836032803356646,0.0,96000,1.384425663948059,0.0029666590587294193,1.23,0.012315918217573198,0.2464231014208567,12,176.82,3.0,0.1020125675201416,681
1.2613659152388572,0.0,104000,1.3784098601341248,-0.0010397302053752355,1.38,0.01293356366280932,0.3097181205122788,13,182.83,4.0,0.36762057185173036,687
1.2776863658428192,0.0,112000,1.3753554153442382,-0.00011241534433793276,1.43,0.012767468947859016,0.32645113677460214,14,182.32,4.0,0.3988021576404572,693
1.3336291521787644,0.0,120000,1.377999347448349,0.0003193301323335618,1.47,0.013449536713887938,0.3591656016444062,15,185.43,4.0,0.5611470639705658,698
1.3260061025619507,0.0,128000,1.3815813863277435,0.0015346903927274979,1.61,0.013774301608791575,0.33613262341975103,16,191.95,4.1000000000000085,0.6446820467710495,702
1.3308442850410938,0.0,136000,1.3653651070594788,-0.002024158592103049,1.49,0.014237091602408327,0.3717200915192118,17,186.63,3.1000000000000085,0.33772082448005675,706
1.3909191387891768,0.0,144000,1.3509391856193542,-0.004590779388672672,1.39,0.015299304703366942,0.39498894547955304,18,180.04,3.0,0.418036208152771,708
1.097997631430626,0.0,152000,1.3666724836826325,-0.0007044864713679999,1.0,0.009332868704077554,0.29911873411210893,19,164.25,3.0,0.47176619350910187,709
1.3675185957551002,0.0,160000,1.364713147878647,0.0011642356877564453,1.11,0.013973088502534665,0.4162211025268883,20,172.0,3.0,0.6272342956066131,712
1.3685821771621705,0.0,168000,1.3394424211978913,-0.001953364021901507,1.55,0.013093207294587047,0.40501161240618416,21,190.57,4.0,0.8230730372667313,715
1.270094569027424,0.0,176000,1.3576206457614899,-0.004217255393705273,2.03,0.01162320640636608,0.398737434863606,22,206.34,5.1000000000000085,0.8802981287240982,718
1.1412025427818298,0.0,184000,1.3489658045768738,-0.0013981308916117996,2.56,0.009946129487361758,0.327089396418843,23,221.61,9.0,0.888475102186203,719
1.0429347535967828,0.0,192000,1.3262289762496948,-0.0010349032108206303,2.39,0.007581520109670237,0.29477680095248127,24,215.22,6.1000000000000085,0.9198274302482605,720
0.8082708701491356,0.0,200000,1.337959645986557,-0.0013779723076913796,2.18,0.005069366499956231,0.22385453361944752,25,209.05,6.0,0.9351598143577575,721
0.850529753267765,0.0,208000,1.3445824444293977,-0.0012666730704950168,1.94,0.005356973910820671,0.23656659134478125,26,200.97,5.0,0.9412442141771317,722
0.8514307960867882,0.0,216000,1.3498498845100402,0.0001820816862164065,1.76,0.005421870874124579,0.24207528056975885,27,195.49,5.0,0.9304115074872971,723
0.7775157597661019,0.0,224000,1.335503387451172,-0.003077378587622661,1.74,0.004718037465063389,0.2274509851575648,28,194.78,5.0,0.9470395004749298,725
0.7467808708548546,0.0,232000,1.3323977267742158,0.00018528760556364433,1.77,0.0045237118838122115,0.20151728813923128,29,197.04,5.0,0.9601663315296173,726
0.8567646208405495,0.0,240000,1.3575068509578705,-0.0003912694961763918,2.15,0.006029297442291863,0.2202825386297837,30,207.63,5.0,0.9241216850280761,728
0.7647206437587738,0.0,248000,1.3558681404590607,-0.0003971969720441848,2.47,0.004693722961528693,0.19744150588856765,31,223.22,6.0,0.9458433693647385,730
