episode_length,explained_variance,fps,policy_loss,P01:episode_rewards,policy_entropy,PMM:episode_rewards,epoch_idx,grad_norm,value_loss,advantage_norm,P09:episode_rewards,frames
178.32,0.38639182031154634,447,-0.0018523969815578312,0.0,1.3789978444576263,1.33,14,0.30673293037061755,0.009759851270064245,1.064229335039854,4.0,112000
176.83,0.5309869694709778,452,-0.001912865912563575,0.0,1.3630718576908112,1.27,15,0.5826674371201891,0.022950884527526794,1.5759093913435935,3.0,120000
184.78,0.6888729619979859,457,-0.001947679048171267,0.0,1.3564694249629974,1.48,16,0.34978824764632444,0.013130853223265149,1.3227624168992043,4.0,128000
190.96,0.7622822868824005,462,-0.0004769297875463963,0.0,1.351528216600418,1.64,17,0.3264678571431721,0.012283096422906965,1.3223321688175202,4.0,136000
192.19,0.7210717082023621,466,0.000265685916710936,0.0,1.3740474951267243,1.67,18,0.3220057816984469,0.011707056291634217,1.2588442090153693,5.0,144000
187.81,0.8568725842237472,470,-0.002037540959590842,0.0,1.3612483263015747,1.52,19,0.29537153715662456,0.00940516656904947,1.1406017151474952,4.0,152000
197.69,0.8881927233934402,473,-0.0013994004187406971,0.0,1.3400815153121948,1.75,20,0.29048884325617186,0.009255233929725364,1.1245998483896256,5.0,160000
203.0,0.9117848300933837,476,-0.0011635047622257843,0.0,1.352292788028717,1.94,21,0.29884844448401937,0.009634107685415075,1.1471031492948531,5.0,168000
207.25,0.9080801349878311,479,-0.000817614973639138,0.0,1.3452098178863525,2.08,22,0.23138063936161374,0.006798582015908323,0.9688464882969856,5.1000000000000085,176000
200.26,0.9148555225133896,482,-0.0005162239412311464,0.0,1.3277509665489198,1.85,23,0.24906116049209576,0.006775566669530235,0.9569189339876175,5.0,184000
201.76,0.9157830673456192,484,-0.00017823565933213102,0.0,1.3357533979415894,1.83,24,0.21652709844464543,0.006490943313692697,0.9375438129901886,5.0,192000
207.74,0.9462786912918091,487,-0.0018522140811546705,0.0,1.3029788255691528,2.15,25,0.23220123288372752,0.00561670581868384,0.8574574638903141,5.0,200000
197.77,0.9711610001325607,489,-0.0002254263573559001,0.0,1.3281887483596801,1.97,26,0.1587801305899308,0.0028515231257188133,0.6139704743027687,5.0,208000
190.83,0.9621994727849961,492,-0.0013158497883705423,0.0,1.332294647693634,1.68,27,0.1710029035282178,0.0038685989612713455,0.6955212752521038,5.0,216000
189.25,0.9427714043855667,495,-0.0009275052102748304,0.0,1.3282319247722625,1.68,28,0.19479700778386794,0.005114376756246201,0.8279602769017219,5.0,224000
193.46,0.9641158181428909,502,-0.0008271583842724794,0.0,1.318485655784607,1.78,29,0.16653940673202217,0.0034391607766156083,0.6478060735762119,5.0,232000
192.47,0.960126769542694,507,-0.0002975194324972108,0.0,1.3415451979637145,1.73,30,0.17776834368014455,0.003921925527392887,0.7113371962308883,5.0,240000
195.53,0.9468241888284683,512,-0.002297305462998338,0.0,1.3145990991592407,1.79,31,0.17959646338797697,0.004468368712405208,0.7363261392712593,5.0,248000
205.45,0.9574628257751465,516,0.000296928993484471,0.0,1.3416556107997895,2.01,32,0.1420805059419557,0.0026747333817183972,0.5582818321883678,5.0,256000
206.64,0.9574607640504837,519,-0.00047753197955898943,0.0,1.3414887404441833,2.12,33,0.15882676349181488,0.004026394377287943,0.688643511980772,5.1000000000000085,264000
204.21,0.9737958043813706,520,-0.0020246228098403664,0.0,1.330244047641754,2.1,34,0.15347099546553447,0.003289606353500858,0.6135152012109757,6.300000000000026,272000
222.73,0.9694990646839142,522,-0.0005967135186074301,0.0,1.3519915449619293,2.59,35,0.17492678412478013,0.003850651262619067,0.6939918743073941,9.0,280000
221.5,0.9112051033973694,524,-0.002230070746736601,0.0,1.3620692384243012,2.48,36,0.23087308277349744,0.006803208569763229,0.9157148918509483,7.200000000000017,288000
198.48,0.9635036545991897,525,-0.0007426830971962772,0.0,1.3457852220535278,1.76,37,0.14799858390885132,0.0029597294281120414,0.6310611027479172,5.0,296000
182.8,0.8973574829101563,526,-0.0007774855757452315,0.0,1.3588555991649627,1.34,38,0.1927836447114234,0.005312675332243088,0.7833075910806656,4.0,304000
184.29,0.9322473806142807,525,-0.0016021522518713028,0.0,1.3714310789108277,1.52,39,0.21685141685234866,0.0052815588569501415,0.8142483106255531,5.0,312000
191.54,0.9418059861660004,519,-0.0011873195099906296,0.0,1.3621197831630707,1.75,40,0.2006367375638292,0.004999092048965394,0.77038201212883,5.0,320000
191.88,0.9501916402578354,516,-0.0018226913776743458,0.0,1.348374626636505,1.6,41,0.19583141385180824,0.004836243905010633,0.7779847666621208,5.0,328000
209.12,0.9675120401382447,514,-0.001236045253172051,0.0,1.3242245984077454,2.06,42,0.1651979888772049,0.003551963568897918,0.6775967437028885,5.0,336000
202.99,0.9800408798456192,511,-2.6198454725090415e-06,0.0,1.3456719660758971,1.96,43,0.12144180684380293,0.0022586247193976308,0.4826362366974354,5.1000000000000085,344000
206.87,0.9681282234191895,506,-0.0017675218672957272,0.0,1.3375931453704835,2.07,44,0.16592140039353023,0.0037739744212012738,0.6634826418757439,5.0,352000
204.08,0.9569877207279205,497,-0.0007921145921136485,0.0,1.3442192602157592,1.94,45,0.1716212930994127,0.003882569303677883,0.6529660318791867,5.0,360000
207.58,0.9678630775213242,483,-0.001312736947220401,0.0,1.3527708399295806,2.1,46,0.13987404618473165,0.0028331029861874413,0.5880068871378898,5.0,368000
198.09,0.9751900118589402,477,-0.000692295202461537,0.0,1.3366985619068146,1.92,47,0.13150757436921376,0.002732015060901176,0.571969952583313,5.0,376000
204.56,0.9248384857177734,470,-0.0011208096510381437,0.0,1.3668264663219452,2.07,48,0.17362179350830734,0.004612165642902255,0.7306689576804638,5.200000000000017,384000
212.43,0.8692334240674973,464,-0.000868510938307736,0.0,1.365366164445877,2.25,49,0.2668076185265067,0.008613593322224914,1.017450813949108,5.0,392000
203.25,0.9402087354660034,459,-0.0011232338245918071,0.0,1.365572702884674,2.01,50,0.19580244740191471,0.005676791884470731,0.8221415168046952,5.0,400000
208.34,0.8587658435106278,454,-0.002452649805927649,0.0,1.3720384418964386,2.06,51,0.28291290053657575,0.009604896878590808,1.1382282003760338,5.0,408000
210.91,0.9082342499494552,448,-0.0046334078117797614,0.0,1.354180474281311,2.23,52,0.29817741349488414,0.009301105636986905,0.9685651323199272,5.0,416000
197.95,0.959830647110939,443,-0.0003442654169339221,0.0,1.3592610454559326,1.86,53,0.15840307438186363,0.003241606465307996,0.6312771463394165,5.0,424000
200.04,0.9661914366483688,439,-0.0010762115035322494,0.0,1.3512098169326783,1.8,54,0.1534597353131256,0.0032521089981310067,0.6272225444018841,5.0,432000
191.14,0.89376569211483,435,0.0009434774059627671,0.0,1.3683066141605378,1.64,55,0.22066826612304888,0.006799193962360732,0.8565490773320198,5.0,440000
196.37,0.9547244578599929,431,-0.0027058737071638463,0.0,1.3519288754463197,1.72,56,0.19403662837888866,0.005339253505517263,0.761579938530922,5.0,448000
203.01,0.9415778744220734,427,5.951470870058984e-05,0.0,1.3690436267852784,1.9,57,0.20295288852220172,0.005570153529115487,0.8328180180490017,5.0,456000
204.69,0.9523691409826278,423,-0.0019413007885304978,0.0,1.3456647682189942,1.99,58,0.20443119404658433,0.0052084982756059614,0.8069505697488785,5.0,464000
206.16,0.9358874368667602,419,-0.00042225883633363994,0.0,1.360921175479889,2.07,59,0.21551521998031775,0.005966426153318025,0.870406289100647,5.1000000000000085,472000
207.71,0.9517856806516647,415,-0.0018818918452598154,0.0,1.3587629425525665,2.08,60,0.18160226250144176,0.004496861329535022,0.7531266823410988,5.0,480000
206.83,0.8927946120500565,412,0.0006345703711849637,0.0,1.3689899158477783,2.06,61,0.2772560626690975,0.009689413990126922,1.1034075248241424,5.0,488000
210.71,0.9380735349655152,409,9.402175346622243e-06,0.0,1.3624628019332885,2.27,62,0.19768029551047106,0.005720221573137678,0.8784276661276817,6.0,496000
212.78,0.9491509509086609,406,-0.0014090597396716475,0.0,1.3581217765808105,2.3,63,0.20976698666423496,0.005557814090861939,0.8580832567811012,6.0,504000
220.06,0.8765378081798554,404,-0.0028586312774859833,0.0,1.3611687898635865,2.43,64,0.2686527951891372,0.008896661680773832,1.0807783535122872,6.1000000000000085,512000
219.44,0.94903369307518,401,-0.0007228158621001057,0.0,1.3598528861999513,2.45,65,0.21756816145657495,0.005134177398867905,0.8076774290204048,7.0,520000
213.57,0.9456325036287307,399,-0.0008164827812288422,0.0,1.3575002312660218,2.33,66,0.2144594722122265,0.006176856893580407,0.8790269109606743,7.0,528000
202.52,0.9788483035564423,396,-0.0007357080987458176,0.0,1.357155010700226,2.04,67,0.12318963810296124,0.001940757558477344,0.4900847698748112,6.0,536000
206.44,0.8718648213148117,394,-0.0020395117844600463,0.0,1.3642746496200562,2.05,68,0.2968450426754291,0.009986640396527946,1.142524006664753,5.0,544000
204.39,0.893944364786148,392,0.0012091983728896593,0.0,1.3533167374134063,1.99,69,0.2516670549336631,0.008061795789981261,1.0339509862661362,5.0,552000
214.56,0.8877821332216262,390,-0.0018187762203160673,0.0,1.3572498810291291,2.31,70,0.2884712215637875,0.009065920280991123,1.1280989381670952,6.0,560000
213.97,0.9316536331176758,388,0.0008475968116545119,0.0,1.3599640095233918,2.27,71,0.24635290559753034,0.006900971793220379,0.9758264562487602,5.0,568000
218.14,0.9185777670145034,386,-0.0023013365766382777,0.0,1.358569678068161,2.29,72,0.26919054254572794,0.008209293970139697,1.0468291756510735,6.0,576000
232.3,0.8944744670391083,384,-0.0021383618989784738,0.0,1.3596919786930084,2.69,73,0.24738850046168337,0.008359439971391111,1.06948118776083,6.0,584000
238.29,0.8826880937814713,382,-0.002724382899586999,0.0,1.3437301003932953,2.98,74,0.33157837820232067,0.010313063643407077,1.1524648231267929,7.1000000000000085,592000
248.89,0.9323187923431396,381,0.0010620902611117344,0.0,1.3405202698707581,3.29,75,0.2290409198324248,0.006655445969663561,0.9094013032317162,9.0,600000
242.67,0.9240546065568924,380,-0.001264347088872455,0.0,1.3563940453529357,3.19,76,0.2576710768352001,0.0081185056862887,1.0297207981348038,9.0,608000
243.8,0.9058432292938232,379,-0.0051996134431101385,0.0,1.3495483028888702,3.14,77,0.3252341676641675,0.0103663471841719,1.1651287984848022,6.200000000000017,616000
228.54,0.8942591333389283,377,-0.0028196442354806095,0.0,1.3315531742572784,2.7,78,0.34022642966227457,0.010619472605758346,1.214560590982437,6.0,624000
232.66,0.8587242954969406,376,-0.003132002790880506,0.0,1.3220972764492034,2.8,79,0.36571486475704873,0.010962523786583916,1.2129281297326089,6.200000000000017,632000
222.36,0.9299311625957489,376,-0.0013597765678423457,0.0,1.3267589128017425,2.58,80,0.27213291900793,0.006947687267092988,0.9798412108421326,6.200000000000017,640000
224.58,0.821142161488533,375,-0.0010450340178795158,0.0,1.3216780507564545,2.59,81,0.3522302739217262,0.012872844625380821,1.3324868023395537,5.1000000000000085,648000
225.51,0.9302997207641601,374,-0.0014362721997895277,0.0,1.3305584073066712,2.69,82,0.24879871826317362,0.007652622949099169,0.9847986376285554,6.300000000000026,656000
245.28,0.9142730051279068,373,-0.00043269479530863466,0.0,1.3432386672496797,3.34,83,0.26489779257931656,0.008472502595395781,1.0503103277087211,10.0,664000
237.7,0.9042842894792557,372,0.0005730911844875664,0.0,1.3533515775203704,3.13,84,0.27174988879727396,0.0076944522163830695,1.0229387670755385,9.100000000000009,672000
250.56,0.9554184597730636,371,-0.0018019199024274712,0.0,1.3445847523212433,3.41,85,0.19179777656022157,0.004775000645895489,0.7943022570014,9.0,680000
251.02,0.9316583752632142,370,-0.00043424104165751487,0.0,1.3460654640197753,3.31,86,0.22217002493573063,0.006441117656650021,0.9255704575777054,9.0,688000
268.5,0.923126974105835,369,-0.0003649085040524369,0.0,1.3496452343463898,3.82,87,0.27597613733302795,0.00833189926459454,1.0685690051317216,9.0,696000
248.02,0.8970384055376053,369,-0.002425927651929669,0.0,1.347677994966507,3.37,88,0.30779663609198665,0.009926819035317749,1.1744235986471177,9.0,704000
234.9,0.9174612039327621,368,-0.0022286871208052617,0.0,1.3485361230373383,3.01,89,0.27630736434325437,0.00896091309026815,1.1040949872136117,9.0,712000
228.28,0.9409391134977341,367,-0.0013144522369839251,0.0,1.3477566957473754,2.73,90,0.23251073270013273,0.0064012398006161675,0.9378827509284019,6.1000000000000085,720000
228.61,0.9252266895771026,366,-0.0010316092616994865,0.0,1.3521303725242615,2.54,91,0.21223630714112243,0.006022183647146449,0.8957167893648148,5.0,728000
226.99,0.9324072366952896,366,-0.0008577545037042001,0.0,1.3429526603221893,2.62,92,0.22867858252048673,0.006428823235910386,0.9557835692167282,5.1000000000000085,736000
242.09,0.9309876465797424,365,-0.002315553809166886,0.0,1.3240749669075011,3.11,93,0.2670594105876503,0.007768943093251437,1.0037587705254554,9.0,744000
248.92,0.9468081557750702,364,-0.0018730539378520915,0.0,1.3396707785129547,3.42,94,0.21188808964282205,0.00541802407533396,0.8711069387197494,9.100000000000009,752000
238.51,0.9091429704427719,364,-0.0012153792072786018,0.0,1.353936687707901,3.16,95,0.2714474418231117,0.007718045799410902,1.0082686126232148,10.0,760000
225.15,0.9201996010541916,363,-0.000694833998568356,0.0,1.348398586511612,2.71,96,0.2566580693934747,0.00770929036079906,1.0458969497680664,9.100000000000009,768000
224.72,0.941147124171257,363,-0.0017663852075929755,0.0,1.3403213834762573,2.64,97,0.23880336847110645,0.00635915691498667,0.9471917203068734,7.0,776000
233.62,0.884767877459526,362,-0.0016342315613292158,0.0,1.3369806706905365,2.83,98,0.2571138657656963,0.007683114114333875,1.0279450410604476,7.0,784000
239.38,0.8555738735198974,362,-0.0029359035391826184,0.0,1.3279328262805938,2.98,99,0.3831206115645875,0.013096975507214665,1.3838525515794755,6.200000000000017,792000
246.28,0.9159013879299164,361,-0.0019644205676740967,0.0,1.3229662013053893,3.14,100,0.3076811427593387,0.009211721753235907,1.159947891831398,6.200000000000017,800000
264.89,0.880773612856865,361,-0.0030949872205383146,0.0,1.310638840198517,3.63,101,0.3567741339957175,0.01106597505742684,1.2599415695667266,9.100000000000009,808000
285.89,0.8768820631504058,360,-0.002462310855044052,1.0,1.316560628414154,4.28,102,0.33303694558206154,0.011129843180533498,1.276522924900055,10.0,816000
280.4,0.9100080704689026,360,-0.0034835374500835313,1.0,1.320501298904419,4.22,103,0.29581986903133334,0.008927189034875483,1.1447525382041932,10.0,824000
285.94,0.9150537955760956,359,-0.0023997710560797712,0.0,1.3108003294467927,4.49,104,0.26827181213095497,0.007730009492952376,1.0544848090410233,10.100000000000009,832000
262.97,0.9110737431049347,359,-0.001025429290602915,0.0,1.3065435087680817,4.0,105,0.28853085359291925,0.009360812589293346,1.1397884622216226,11.0,840000
268.02,0.9002685010433197,358,-0.002501357819128316,0.0,1.324691163301468,4.07,106,0.30578552434503864,0.0089781883219257,1.1305175888538361,11.0,848000
269.09,0.9170215010643006,358,-0.0016484996259532635,0.0,1.3145655989646912,4.16,107,0.2662020871093015,0.00840191011899151,1.0984106561541558,11.0,856000
280.65,0.8905649381875992,358,-0.0012010489337990293,0.0,1.322523947954178,4.4,108,0.3250183235568786,0.01117816629819572,1.294785264134407,10.0,864000
277.31,0.87900415122509,357,-0.0022755799640435726,0.0,1.31920552611351,4.17,109,0.36474452567915433,0.01232265796046704,1.3510620617866516,9.0,872000
284.83,0.8535400581359863,357,-0.002816497018066002,1.0,1.302275698184967,4.32,110,0.3424936894394267,0.013006523745134472,1.3791790014505387,9.100000000000009,880000
279.73,0.8908313995599747,356,-0.0024023756885435434,1.0,1.2873012149333953,4.12,111,0.3431993508119922,0.011693127253092826,1.3267290502786637,9.0,888000
296.04,0.9115421217679978,356,-0.00480850745603675,1.0,1.28421102643013,4.68,112,0.32490583971454917,0.009329159234184772,1.1615549010038375,11.0,896000
294.12,0.8241672039031982,356,-0.006458185677183792,1.0,1.2811510241031647,4.59,113,0.4347325253194271,0.015831141045782714,1.5166417372226715,10.100000000000009,904000
306.43,0.8892526805400849,355,-0.007140347758249846,2.0,1.2788598728179932,4.94,114,0.40567015456423294,0.01280762349255383,1.3703599709272385,10.100000000000009,912000
310.89,0.8341666930913925,355,-0.003824949305562768,1.9000000000000004,1.2519398772716521,5.1,115,0.43487323645189996,0.015455718683078885,1.529512946009636,11.0,920000
326.49,0.8290199106931686,355,-0.008309106801461894,1.9000000000000004,1.201624321937561,5.49,116,0.4704441618476376,0.01665644781664014,1.584974371790886,11.0,928000
341.88,0.8187318903207779,354,-0.0024636014353018256,1.9000000000000004,1.1833760786056517,6.09,117,0.4507294427002304,0.017338784188032152,1.6282429599761963,12.0,936000
356.36,0.7993169957399369,354,-0.004299921098408959,2.0,1.1756238543987274,6.61,118,0.4701692693167394,0.018682130076922477,1.6823844850063323,12.0,944000
374.37,0.8201220470666886,354,-0.0050036257767715146,2.0,1.2303067910671235,7.03,119,0.4475774051084981,0.017536431034095586,1.6360118699073791,12.0,952000
389.34,0.8080809980630874,354,-0.005067117651669832,2.0,1.2732984900474549,7.48,120,0.45653544021095177,0.01693059490993619,1.5938241761922836,12.100000000000009,960000
388.1,0.7948927873373032,353,-0.007033663054462522,2.0,1.2531648445129395,7.42,121,0.45679524332887583,0.01775724349077791,1.6372768408060074,12.100000000000009,968000
385.19,0.8375498765707016,353,-0.004115642320830375,2.0,1.2400568795204163,7.38,122,0.40081493761560977,0.01532679945230484,1.5247464257478713,12.100000000000009,976000
376.72,0.8985395860671997,353,-0.004796586986049079,2.0,1.2424493050575256,7.19,123,0.3298383424072908,0.010258858080487699,1.2423683130741119,14.0,984000
375.25,0.8613803136348724,352,-0.0036347369727445767,2.0,1.2399434530735016,7.21,124,0.41239660040030324,0.015111341420561076,1.5084742391109467,13.100000000000009,992000
368.63,0.89237668633461,352,-0.0012256107814027928,0.0,1.2655671048164367,7.14,125,0.34395054702615974,0.010944222062826157,1.282164363861084,14.0,1000000
379.07,0.8369904863834381,352,0.000338733998587486,0.0,1.2697792971134185,7.34,126,0.44243317633787493,0.015536435679532588,1.5415080827474594,13.100000000000009,1008000
389.75,0.8516908699274063,352,-0.0061938581935828555,2.0,1.2676056849956512,7.65,127,0.40360890874235283,0.01489770487882197,1.4978827548027038,13.0,1016000
374.16,0.8684891319274902,351,-0.003181318788556382,2.0,1.2557288885116578,7.14,128,0.38595128206966683,0.013426028271205724,1.4168853235244752,12.0,1024000
377.42,0.8422982794046402,351,-0.0045178650427260434,2.0,1.2545653772354126,7.11,129,0.4233762790667492,0.015653592073358594,1.5317526614665986,12.0,1032000
378.6,0.8266754859685898,351,-0.010121258338913322,2.0,1.260561318397522,7.34,130,0.5936260881171121,0.02129793027183041,1.7408269542455672,12.0,1040000
352.39,0.8957144111394882,350,-0.004339972175002913,1.9000000000000004,1.2888902151584625,6.53,131,0.3544542483366529,0.011866301647387445,1.3374001961946487,12.0,1048000
349.41,0.8461086058616638,350,-0.005550766197266057,0.9000000000000004,1.2614917767047882,6.35,132,0.41128736712531677,0.01604480775538832,1.5556511384248735,12.0,1056000
352.59,0.8382830238342285,350,-0.004691455216670875,0.9000000000000004,1.2567770826816558,6.43,133,0.4769852141509041,0.017888707970269025,1.648895291686058,12.0,1064000
349.6,0.8186514854431153,350,-0.0006321679207030684,1.0,1.2359778368473053,6.18,134,0.4640135713346713,0.018145933062769473,1.669195942878723,11.100000000000009,1072000
367.91,0.8568817138671875,350,-0.0073880234507669226,2.0,1.2042977297306061,6.96,135,0.43603252130240544,0.014849763880483806,1.5054049295186998,13.0,1080000
382.45,0.8942051231861115,349,-0.0015038886899128557,2.0,1.2654086089134216,7.56,136,0.3778082476787529,0.013101149220019578,1.3990133154392241,13.200000000000017,1088000
388.77,0.8693810611963272,349,-0.003308870762703009,2.0,1.2541796243190766,7.79,137,0.39731039198288387,0.014653562400490046,1.497733303308487,13.200000000000017,1096000
382.02,0.8590628278255462,349,-0.00715027986538189,2.0,1.238506704568863,7.51,138,0.503355059107825,0.018601930250879375,1.6645900774002076,13.0,1104000
389.63,0.8588756173849106,349,-0.002259704450771096,2.0,1.2540130603313446,7.63,139,0.4293955135025952,0.015115907972212881,1.492818257212639,13.0,1112000
387.53,0.8566332399845124,349,-0.007634172210673569,2.0,1.2207122087478637,7.45,140,0.518105147712605,0.017154666741844266,1.6079183810949325,11.100000000000009,1120000
379.52,0.8105885374546051,348,-0.008559127296321094,2.0,1.1790779733657837,7.33,141,0.5599399205182479,0.02203122727572918,1.8262772589921952,12.100000000000009,1128000
384.3,0.8439258605241775,348,-0.003023394546798954,2.0,1.2201116073131562,7.88,142,0.44304953324805296,0.016570907542482017,1.5768802332878114,14.0,1136000
396.08,0.8590089547634124,348,-0.004391327045523212,2.0,1.2285271334648131,8.22,143,0.41546714333263085,0.015454555568285287,1.524618646502495,14.0,1144000
404.1,0.8589672607183456,348,-0.007147330194129609,2.0,1.2173774790763856,8.71,144,0.44351676785837685,0.014975905080791562,1.4904263705015182,15.0,1152000
404.46,0.8356440252065659,347,-0.002688733998220414,2.0,1.2021987962722778,8.54,145,0.42519134382532575,0.015164943593554199,1.520668506026268,15.0,1160000
416.07,0.8398300176858902,347,-0.007237796158588026,2.0,1.2060507464408874,8.63,146,0.43721981330792964,0.017127638454549014,1.6043397599458695,15.0,1168000
412.32,0.8444871312379837,347,-0.0017067464048159309,2.0,1.2352474558353423,8.27,147,0.4166924194073086,0.015028039021417498,1.516189870238304,14.0,1176000
403.48,0.8408858442306518,347,-0.00872451131552225,2.0,1.2338088870048523,7.95,148,0.473424554494047,0.01648881654953584,1.5801865929365158,13.0,1184000
404.62,0.8196322625875473,347,-0.006873054979841982,2.0,1.1772911655902862,7.97,149,0.49918061319575313,0.01806111007463187,1.6566325342655182,13.0,1192000
402.5,0.8238059669733048,347,-0.0037181471208896253,2.0,1.2342075991630554,8.03,150,0.4742720187404881,0.018082802616991103,1.652760688662529,13.100000000000009,1200000
412.83,0.8318792217969895,346,-0.004656315887114033,2.0,1.1918615126609802,8.44,151,0.4589343131412838,0.016648098039440812,1.595341453552246,14.100000000000009,1208000
414.54,0.8490343779325485,346,-0.002203033451223746,2.0,1.1860132336616516,8.57,152,0.4780458105575401,0.016019897237420082,1.5641913121938706,15.0,1216000
428.62,0.8414228481054306,346,-0.005526986480690539,2.0,1.21819748878479,8.89,153,0.5125716086864945,0.018033195100724698,1.648333701491356,15.0,1224000
412.44,0.8444731831550598,346,-0.005973626365012023,0.0,1.2191378164291382,8.32,154,0.45087454188300957,0.01726052736165002,1.6144345009326935,15.0,1232000
413.8,0.8470232486724854,346,-0.0038521419746393804,0.0,1.1996745347976685,8.31,155,0.46119099795341434,0.01706662805750966,1.6122565311193466,15.0,1240000
418.82,0.8266107892990112,345,-0.004862142503843643,0.0,1.2223244833946227,8.44,156,0.4774725017433238,0.018785403557121754,1.6965793299674987,15.0,1248000
396.49,0.8828176981210709,345,-0.004685298101612716,0.0,1.1992416179180145,7.65,157,0.42474018364146965,0.014798950259573758,1.5057242071628572,15.0,1256000
397.78,0.8126426523923874,345,-0.004037574210087769,0.0,1.1743758350610733,7.75,158,0.49550400210298706,0.01930124214850366,1.7135095405578613,15.0,1264000
420.87,0.8180942791700363,345,-0.00416911654143405,0.0,1.1921930408477783,8.46,159,0.48202864183498967,0.018661686810664834,1.677960456609726,16.10000000000001,1272000
422.52,0.8305086696147919,344,-0.0032877684103368664,0.0,1.2247146224975587,8.51,160,0.48979386209405923,0.017047065626829862,1.6142432671785354,16.10000000000001,1280000
435.32,0.832941010594368,344,-0.00825990694178472,1.8000000000000007,1.2362348449230194,8.92,161,0.5340750397633605,0.0205316266650334,1.7621354913711549,16.0,1288000
435.96,0.8807354801893235,344,-0.004673582347095362,1.0,1.2049297785758972,9.01,162,0.45619781659084624,0.01657122978474945,1.5889661353826523,16.0,1296000
448.96,0.8399216747283935,344,-0.0033288028405513616,2.0,1.1865380108356476,9.43,163,0.5142484218035416,0.01887191108893603,1.6976105463504791,16.0,1304000
432.36,0.8371919184923172,344,-0.006852856333134696,2.0,1.19491397023201,8.97,164,0.47075441741534396,0.0177546545304358,1.6396431618928908,15.100000000000009,1312000
440.93,0.8468343496322632,344,-0.004385101974476129,2.0,1.202263480424881,9.3,165,0.46514607354882676,0.01672083797864616,1.5897646814584732,15.100000000000009,1320000
441.17,0.8307316368818283,344,-0.006637919975328259,2.0,1.174535769224167,9.39,166,0.5521139460468997,0.018960536140948534,1.6913182485103606,16.0,1328000
448.9,0.8016621243953704,343,-0.004024104687850923,2.0,1.1868643629550935,9.91,167,0.5300628260948719,0.02122029897291213,1.7918541079759598,19.0,1336000
475.18,0.8265892362594605,343,0.00044948070915324935,2.0,1.2046429932117462,10.85,168,0.4997039350187738,0.018199496879242362,1.6449225890636443,20.0,1344000
469.65,0.8345131325721741,343,-0.008576238550303969,2.0,1.2065711987018586,10.86,169,0.48011568295235996,0.018078479669056832,1.6517518013715744,20.10000000000001,1352000
457.27,0.8534271705150605,343,-0.003014350406010635,1.9000000000000004,1.1972412395477294,10.61,170,0.44767195947350397,0.016540958993136883,1.5737013506889344,19.10000000000001,1360000
449.92,0.8767695963382721,343,-0.005616804904711899,2.0,1.2027530324459077,10.29,171,0.48466402890215166,0.015388676221482456,1.5168595039844512,20.0,1368000
430.54,0.8934629011154175,343,-0.0032387186127016323,0.9000000000000004,1.1821336805820466,9.38,172,0.46718446846443173,0.014185799197293817,1.4613481533527375,18.0,1376000
422.23,0.840813370347023,343,-0.007711614439740515,1.0,1.182184807062149,9.15,173,0.4886731125649279,0.01613152986392379,1.5654980337619782,17.0,1384000
