epoch_idx,frames,explained_variance,policy_entropy,fps,value_loss,PMM:episode_rewards,P01:episode_rewards,P09:episode_rewards,advantage_norm,episode_length,grad_norm,policy_loss
18,144000,-1.3471880573034287,1.3853808557987213,433,0.0061719095739681505,1.65,0.0,4.0,0.8173310551047325,192.74,0.09590308976495943,-3.188240138115361e-05
19,152000,-2.130734457373619,1.3843513178825377,434,0.006284270496253157,1.77,0.0,4.1000000000000085,0.7906365269422531,199.36,0.10853160823416122,0.0003098906342347618
20,160000,-1.9020606178045272,1.381476868391037,436,0.00618502329052717,1.85,0.0,5.0,0.8098543959856034,199.84,0.1332262318363218,-0.0014892072860675399
21,168000,-2.105391125679016,1.377470074892044,436,0.00425987956679819,1.55,0.0,4.1000000000000085,0.6416779215633869,186.88,0.10057732500480153,0.0005695704749086872
22,176000,-1.6417683464288713,1.375271600484848,437,0.006177930780613679,1.52,0.0,4.1000000000000085,0.8456611868739128,185.36,0.13529518174976318,5.059414252173155e-06
23,184000,-1.7079481256008149,1.3767884063720703,437,0.007582292538190813,1.94,0.0,6.0,0.8476917800307274,201.46,0.25548297360579464,0.006395538767392282
24,192000,-1.8293376272916795,1.3706237590312957,438,0.005263152029947378,2.03,0.0,6.0,0.7708192036300897,207.79,0.1281457119875255,0.0006487108767032623
25,200000,-1.9371113431453706,1.380807979106903,439,0.004012327593482041,1.8,0.0,5.0,0.6655168583244085,198.11,0.11391625749125951,0.00024005404324270785
26,208000,-2.2008251786231994,1.3839754259586334,439,0.0033530464673094686,1.52,0.0,4.0,0.6029605757445097,187.14,0.13589676162727973,0.00020110001845750956
27,216000,-2.2137078112363815,1.384609171152115,439,0.0034016176919612917,1.14,0.0,3.0,0.6032604249566793,172.77,0.13259477688054203,-0.0008248881302642986
28,224000,-2.1366556632518767,1.384571566581726,439,0.004925294201348152,1.34,0.0,3.0,0.7389380528777838,178.83,0.19262603993892619,-0.00313805519399466
29,232000,-2.0784535920619964,1.3799567818641663,439,0.0027670733996637865,1.41,0.0,3.0,0.5653735475987196,181.36,0.11866080473819736,-0.00021050893585197627
30,240000,-3.6374480605125425,1.379903221130371,440,0.00307734039339266,1.15,0.0,3.0,0.5436601626127958,171.44,0.12883195531219838,0.0002508217171271099
31,248000,-5.027140190005302,1.3806963741779328,440,0.0025053985217164156,1.18,0.0,3.0,0.5345522182434798,174.14,0.11952950201050438,-6.289581942837686e-06
32,256000,-2.507659223675728,1.384601799249649,441,0.0036997256331960673,1.28,0.0,3.1000000000000085,0.6470177587866783,178.52,0.13957337507143047,0.0006161306884678198
33,264000,-2.293054365515709,1.3850755786895752,442,0.0025015572664051433,1.32,0.0,3.0,0.52222257129848,178.39,0.1112541595988342,-0.0006993930868338794
34,272000,-2.2694475156068803,1.3856291568279266,443,0.002348692270606989,1.1,0.0,3.0,0.4687565080821514,169.96,0.0999919807913623,0.00040885329683078454
35,280000,-1.5349284702539443,1.3841119837760925,445,0.0060449037742728255,1.34,0.0,4.0,0.6560473322123289,178.02,0.2801338314902056,0.004775648554496002
36,288000,-2.379279991388321,1.3845296096801758,446,0.002147868229621963,1.42,0.0,3.1000000000000085,0.46132280983030793,180.48,0.0959235410202518,0.0004069894617168757
37,296000,-1.586208674311638,1.384232622385025,447,0.002131601833170862,1.15,0.0,3.0,0.47604543544352057,171.26,0.10030240539198672,0.0002969337182003073
38,304000,-1.6802003854513168,1.3849496948719024,448,0.001815665594767779,1.09,0.0,3.0,0.4390826278179884,169.32,0.09831004403513026,-3.4887187648564574e-05
39,312000,-2.2353089660406114,1.3825867998600005,449,0.0030983892451149587,1.01,0.0,2.0,0.47699545446783304,166.76,0.25695121211523625,0.00291460753796855
40,320000,-3.3260193157196043,1.3839857494831085,449,0.002121022272749542,1.13,0.0,3.0,0.4752014669403434,171.71,0.09397629995988942,0.0004848272907838691
41,328000,-7.056471679210663,1.3846518039703368,451,0.0027674073886009864,1.53,0.0,4.0,0.5444187419116497,187.28,0.10673770108215404,-9.170668596198084e-05
42,336000,-8.605501927137375,1.3815978252887726,452,0.0022244181566384216,1.49,0.0,3.1000000000000085,0.4646432615816593,185.67,0.1048675220595739,0.0004220807193632936
43,344000,-3.9352827805280683,1.3822582697868346,452,0.0024072317532227317,1.21,0.0,3.0,0.47181507423520086,174.75,0.10029734404546418,-0.0007463470542279538
44,352000,-5.138705755472183,1.3836608302593232,453,0.0013588889874881715,1.08,0.0,3.0,0.35503874577581884,171.08,0.07715754853897065,8.965368928329554e-05
45,360000,-5.745279010534286,1.383111411333084,454,0.0019358197356632446,1.18,0.0,3.0,0.4258035526424646,174.9,0.08568807345385246,0.00025177451650961304
46,368000,-1.3360358327627182,1.3842434668540955,455,0.0017852974016022926,1.29,0.0,3.0,0.40754885841161015,179.01,0.07909273384130207,-0.000253676486609038
47,376000,-3.1067883640527727,1.3821150839328766,455,0.0014475416716595647,1.09,0.0,3.0,0.35263147797435523,172.18,0.07289121100518811,-2.864054054953158e-05
48,384000,-1.1896480351686478,1.3804017782211304,456,0.0019512694296281552,1.19,0.0,3.0,0.440809256657958,176.59,0.08778962069402718,-0.0002275024364644196
49,392000,-2.3671117025613784,1.3845221936702727,456,0.0019007436765969032,1.43,0.0,4.0,0.45173076178878546,184.77,0.09136888338386655,0.0002243365476897452
50,400000,-1.2436436200141907,1.38485689163208,457,0.0008992777763705817,1.38,0.0,4.0,0.292742141969502,182.01,0.060583796904275955,4.61697022547014e-05
51,408000,-1.9532655251026154,1.3853681528568267,457,0.0016304883519842406,1.3,0.0,3.0,0.3970132333040237,179.34,0.08413176812899743,-0.0001238077468588017
52,416000,-0.6449833393096924,1.3846282386779785,458,0.0019474971328963875,1.68,0.0,4.0,0.44752666287124154,196.04,0.08395516254867028,0.0002190145809436217
53,424000,-2.141436903476715,1.3856446480751037,459,0.0020532130281026182,1.59,0.0,4.0,0.4520353526994586,190.62,0.09334670648576174,7.327478248043917e-05
54,432000,-1.0878295052051543,1.385223580598831,459,0.0013828064822610031,1.28,0.0,3.0,0.35499391209334136,175.55,0.0752040131653135,-0.000588962292749784
55,440000,-1.1715840023756028,1.3851281201839447,460,0.001185585870352952,1.39,0.0,3.1000000000000085,0.339133037738502,181.44,0.06928149598191634,0.0005026676977286115
56,448000,-1.3183961927890777,1.385191045999527,460,0.0009858595385230729,1.45,0.0,3.0,0.30680705316364765,185.89,0.06927408977264152,8.712569833733141e-06
57,456000,-0.7643393969535828,1.383368273973465,461,0.0012077405967102096,1.16,0.0,3.0,0.3255526274442673,173.96,0.06481697264316413,-3.730818698386429e-05
58,464000,-1.9501171934604644,1.3840430569648743,461,0.0015841832645219255,1.3,0.0,3.0,0.40455562751740215,180.63,0.08885039094425089,6.626164517001598e-05
59,472000,-1.2440559542179108,1.384603387117386,462,0.001395385804989928,1.35,0.0,3.0,0.35150866758078336,184.44,0.06806724907751238,0.00013372416186030022
60,480000,-2.06738101541996,1.3853986835479737,463,0.0031310741173911083,1.45,0.0,4.0,0.39156443014740944,185.5,0.21306331159999656,0.007689190863020485
61,488000,-3.2724731612205504,1.3848639500141144,463,0.0014740852029171947,1.45,0.0,4.0,0.37035972986370325,182.23,0.06646868698431554,6.167675259348471e-05
62,496000,-2.06865063726902,1.3844998812675475,463,0.0013996629410030436,1.46,0.0,3.0,0.3674998702481389,184.7,0.0740691759386212,-0.0005218040553154424
63,504000,-2.1565932875871656,1.3847571015357971,464,0.001485880436930529,1.55,0.0,4.0,0.3619621931016445,186.69,0.06861382189893642,0.0009536780677444767
64,512000,-2.7322318315505982,1.3836473798751832,464,0.0009991890412675275,1.46,0.0,4.0,0.2924625741690397,182.83,0.06447015430797585,-0.0009404917948995717
65,520000,-1.9137016385793686,1.382697764635086,465,0.00152664405581163,1.23,0.0,3.0,0.3653628633916378,176.56,0.07206890587192608,0.0003156305924494518
66,528000,-0.9804621601104736,1.3837787485122681,465,0.0011559742429199105,1.29,0.0,3.0,0.3189072857424617,178.45,0.07350496305740443,4.877034545643255e-05
67,536000,-2.968629190325737,1.3838878107070922,466,0.0013102145759239646,1.15,0.0,3.0,0.3393219869956374,171.61,0.06854256739237377,0.0001964523398783058
68,544000,-8.387146797180176,1.3854553139209747,466,0.0011657826123609993,1.18,0.0,3.0,0.32196806840598585,174.81,0.06329503594822616,2.6746812000055798e-05
69,552000,-6.340715608596802,1.3855717885494232,466,0.0009073101477497403,1.12,0.0,3.0,0.2861724476516247,174.15,0.06053879527611732,0.00011849062895635142
70,560000,-2.61631231546402,1.3855548930168151,466,0.0010845307440467877,1.29,0.0,3.0,0.3380204540491104,178.92,0.06630572962947848,-5.8942871073668355e-05
71,568000,-13.63769361615181,1.3857936203479766,467,0.0008516027778568969,1.5,0.0,4.0,0.27927421681582926,186.04,0.056178627648101394,1.652807113714516e-05
72,576000,-1.3699680691957474,1.3851704752445222,467,0.0007900633807867053,1.23,0.0,3.0,0.2598440431803465,176.38,0.05411437848399352,-2.4152499245246874e-05
73,584000,-1.7751830661296844,1.3849423599243165,467,0.0014006824972420872,1.23,0.0,3.0,0.3399505931511521,176.21,0.07114346865595372,-0.00030892042981577105
74,592000,-1.5337048029899598,1.3847860312461853,468,0.001063547609228408,1.36,0.0,4.0,0.29767594758421184,181.86,0.05737240818998611,-5.522786901565268e-05
75,600000,-1.9510732650756837,1.3839922142028809,468,0.0010409295474528334,1.44,0.0,4.0,0.30825108975172044,185.48,0.06123436314925175,3.16751426726114e-05
76,608000,-1.0799909347295762,1.3850051355361939,468,0.0008938390659477591,1.35,0.0,3.1000000000000085,0.2724276677519083,181.05,0.05199014988557357,7.972584979142993e-05
77,616000,-1.7337881165742874,1.385858221054077,469,0.0006555330460651021,1.14,0.0,3.0,0.2418395722657442,172.79,0.048177267797117264,5.263477825792506e-05
78,624000,-1.3283762848377227,1.3857185757160186,469,0.001018467864332706,1.18,0.0,3.0,0.3099603270366788,174.23,0.06938330489433092,-0.00017068163375370205
79,632000,-9.198610869050025,1.3853521418571473,469,0.0009768185712346166,1.45,0.0,4.0,0.2938665585964918,183.82,0.055349778454531956,0.00015440273658896332
80,640000,-1.4984880167245864,1.3855028426647187,469,0.0015625609313701717,1.55,0.0,4.0,0.3662884072586894,188.17,0.07269378976343097,6.814147782279178e-06
81,648000,-2.3145268362760545,1.3852959942817689,470,0.0012878891502896294,1.3,0.0,3.0,0.3196516751497984,179.88,0.06280813793962503,2.6462841778993605e-05
82,656000,-2.6046310591697694,1.3838795340061187,470,0.0014545651755906875,1.73,0.0,4.0,0.37034084253013133,192.72,0.07011580055816415,-6.631901705986821e-05
83,664000,-2.223823336958885,1.3850613129138947,470,0.0008454587546839321,1.63,0.0,4.0,0.26691059190779926,189.09,0.049683655143583666,1.3980024959892035e-06
84,672000,-10.556689321398736,1.3848243963718414,470,0.0010272733190049622,1.16,0.0,3.0,0.29622011199593545,174.76,0.06330255917677965,-0.000234907017002115
85,680000,-1.5641683107614517,1.3827492940425872,470,0.0009878563280653907,1.28,0.0,3.0,0.2994288165122271,178.5,0.058303707471092724,0.00013422063944744877
86,688000,-2.9817176508903502,1.3841198766231537,471,0.0010286366161835758,1.27,0.0,3.0,0.2927361614629626,177.42,0.057550037966014954,-3.554282535333186e-05
87,696000,-1.730636204481125,1.3847366964817047,470,0.0005728675721547916,1.01,0.0,2.0,0.20495088454335927,167.39,0.04716311427622602,-4.499084228882566e-05
88,704000,-4.286581703424454,1.3846139371395112,470,0.0008660043651707383,0.98,0.0,2.0,0.2629222142137587,166.24,0.04993354583615126,0.0002538777343579568
89,712000,-0.1918120801448822,1.3847581005096437,471,0.0009518255054354086,1.23,0.0,3.0,0.2950377595052123,176.2,0.056237087746754,-0.0003405775078863371
90,720000,-1.299502091407776,1.385647988319397,471,0.0009517527044681629,1.44,0.0,4.0,0.28101170241832735,185.29,0.0560081973814277,3.4371612709946934e-05
91,728000,-1.464317524433136,1.385477646589279,471,0.0007576274269194982,1.55,0.0,4.0,0.23680829886347055,187.51,0.04317068646144529,-4.6355486629181544e-05
92,736000,-2.630729975104332,1.3848507845401763,471,0.0009055530292789626,1.37,0.0,3.1000000000000085,0.2899169054254889,177.44,0.0580381852626286,1.0226137601421214e-05
93,744000,-0.9987982493638993,1.3853659451007843,472,0.0006174601230850385,1.27,0.0,3.0,0.2456911226734519,176.87,0.04642272469981494,4.695446514233481e-05
94,752000,-0.9797632479667664,1.3842565929889679,472,0.000936520825180196,1.39,0.0,3.0,0.28432346127927305,183.79,0.06085869210042962,3.665290736535099e-05
95,760000,-2.2835362911224366,1.3826242411136627,472,0.0012153306705749857,1.38,0.0,3.0,0.3142237986624241,181.57,0.06274799952509615,-0.00021059320264612324
96,768000,-2.0876313495635985,1.383311415910721,472,0.0005612392364128027,1.2,0.0,3.0,0.21553395077586174,173.07,0.044401241241661143,-7.113092498912011e-05
97,776000,-1.267741258740425,1.3852272295951844,473,0.0008151869898847509,1.02,0.0,2.1000000000000085,0.2589773007854819,167.6,0.056509232669401686,0.0002356132722343318
98,784000,-0.6450254386663437,1.3858580219745635,473,0.0005363318725449063,1.26,0.0,3.0,0.19872943598777057,177.84,0.037669021016980525,6.808761099819094e-07
99,792000,-0.480827032327652,1.3854555225372314,473,0.00041565405366782214,1.28,0.0,3.0,0.19292513102293016,177.78,0.03807970854796814,0.00016559345967834816
100,800000,-1.4114835995435715,1.3853301298618317,473,0.0010497812390167383,1.33,0.0,3.0,0.2759624552354217,179.52,0.055382729704456415,-0.00026859724101086613
101,808000,-1.9648322361707686,1.3856532394886016,473,0.0006658321884651741,1.3,0.0,3.0,0.22283697003498673,176.88,0.0457639108179961,-4.7455696546876424e-05
102,816000,-1.1261621135473252,1.3846032476425172,474,0.000731475234751997,1.19,0.0,3.0,0.2287733591720462,171.6,0.0421789102372211,0.0001416091305145528
103,824000,-5.571626963019371,1.3854452514648437,474,0.0005266992652741464,1.08,0.0,3.0,0.2040254231542349,168.67,0.042201929146641524,-1.1172610720677767e-05
104,832000,-2.8613959830999374,1.3852378749847412,474,0.0008269653587740322,1.18,0.0,3.0,0.26088818691670895,170.63,0.05301961652513367,4.844189752475359e-05
105,840000,-11.834137660861016,1.3856788778305054,474,0.0005529855170334486,1.28,0.0,3.0,0.2149481464922428,176.28,0.04094216569155217,-2.0827559783356264e-05
106,848000,-0.8118193805217743,1.385023571252823,474,0.0006876418285901309,1.41,0.0,4.0,0.24438121516257524,184.33,0.04928621687155013,-8.917696759453974e-05
107,856000,-1.2062315475940704,1.3846388566493988,474,0.0008200449777177709,1.59,0.0,4.0,0.2601330583170056,191.75,0.05832948314998397,-0.00020945177946487091
108,864000,-2.1543463504314424,1.3855112063884736,474,0.0004970951474933827,1.38,0.0,3.1000000000000085,0.1906049483269453,181.95,0.030411755382409873,9.683402357040904e-05
109,872000,-0.6617278110980988,1.3850797426700592,474,0.0005289543674734887,1.27,0.0,4.0,0.21578162413090468,178.07,0.04007988697654935,-9.958646405721083e-06
110,880000,-0.7885639071464539,1.3846277010440826,474,0.000705781683332134,1.39,0.0,3.0,0.22312455914914608,184.13,0.046870946119899545,-6.762319870176725e-05
111,888000,-0.34965826988220217,1.3849786233901977,474,0.0006336394179152194,1.49,0.0,3.0,0.22033050067722798,187.67,0.03911455730356616,3.002434161317069e-05
112,896000,-1.1245017397403716,1.3838906788825989,475,0.0007217122490601469,1.37,0.0,4.0,0.24774961724877356,183.62,0.05503461200863941,-0.0005192790122964653
113,904000,-1.2185120755434036,1.3858140850067138,475,0.0012036866896050925,1.56,0.0,4.0,0.31022695429623126,191.69,0.05121005188091517,0.0001267738811475283
114,912000,-1.554430964589119,1.3852566909790038,475,0.0005668256677972749,1.63,0.0,4.0,0.20775268107652664,193.96,0.03743686335021039,-6.579747489013243e-05
115,920000,-2.2641497230529786,1.3852046811580658,475,0.00037726281454524723,1.33,0.0,3.0,0.1803639266267419,182.04,0.03804792155874409,-2.3727155039523495e-05
116,928000,-1.0696212756633758,1.385349953174591,475,0.0004999848603665668,1.04,0.0,3.0,0.1908630334958434,170.04,0.038677513852302864,-1.8681859983189498e-05
117,936000,-0.4500234657526016,1.385594186782837,475,0.0005226532751112245,1.24,0.0,3.1000000000000085,0.20502854209393262,178.1,0.04050280414456907,-6.53486877126852e-05
118,944000,-5.625592390298843,1.3851083040237426,475,0.0008074618489490603,1.49,0.0,4.0,0.2571661804243922,186.43,0.04909503240667231,0.00011079740066634258
119,952000,-2.5538057029247283,1.384927898645401,475,0.0008182785538156167,1.26,0.0,3.0,0.24917554184794427,177.15,0.056509876855779455,-0.0003867011547845323
120,960000,-0.795002561211586,1.3850977945327758,475,0.0007527844312562593,1.16,0.0,3.0,0.24545934427529573,174.82,0.0418782951227561,0.0002929595715613686
121,968000,-1.4331443560123445,1.3853645956516265,475,0.0004992245370249293,1.23,0.0,3.0,0.186251505240798,176.58,0.033774225575079815,8.40248914755648e-05
122,976000,-0.11467239797115326,1.3858991158008576,476,0.0006439952312030073,1.28,0.0,3.0,0.23846153259277345,176.3,0.045625737439116756,-5.204693483392475e-05
123,984000,-8.01306728363037,1.3855373632907868,476,0.0008932033766996028,1.36,0.0,4.0,0.2668365775048733,179.75,0.055634972504968065,0.0002519758540438488
124,992000,-2.1262612783908845,1.3845989441871642,476,0.0008264685350877699,1.51,0.0,4.0,0.22348892211914062,186.72,0.04269229396728762,-0.0003299023718955141
125,1000000,-1.6877977514266969,1.385248042345047,476,0.00088008896042993,1.43,0.0,4.0,0.26637774471193554,183.67,0.051143186859847284,-1.5122521544981282e-05
126,1008000,-1.8011365485191346,1.3854500901699067,476,0.0008431824905346729,1.3,0.0,3.0,0.2770145649835467,180.04,0.05481680870883246,-1.4610376674681901e-05
127,1016000,-2.4759598648548127,1.3848439812660218,476,0.0004364528516543942,1.39,0.0,3.0,0.20541740864515304,182.36,0.03827208610372186,-0.00013533383469621185
128,1024000,-1.703227368593216,1.385793548822403,476,0.0013325963061606673,1.55,0.0,4.0,0.3271494357101619,186.22,0.06772582708262315,1.5310118142224384e-05
129,1032000,-1.355373682975769,1.3855614936351777,476,0.00048706862243307113,1.56,0.0,4.0,0.18587174769490958,185.17,0.0319104014894656,-3.878238640027121e-06
130,1040000,-0.6809587723016739,1.3853822684288024,476,0.0008539403209397278,1.57,0.0,4.0,0.257789096981287,187.3,0.044740748231289436,-0.00017721764717862243
131,1048000,-1.5616116207838058,1.3855200791358948,476,0.00035586685913585825,1.35,0.0,3.0,0.1695493122935295,179.72,0.03318139779602301,0.00011502012559503782
132,1056000,-1.0547812485694885,1.3854971885681153,477,0.0007778351876049783,1.54,0.0,4.0,0.2424657827243209,189.38,0.046137125301017094,0.0001574634613643866
133,1064000,-0.9537212783098221,1.3848627591133118,477,0.0007239320377539116,1.58,0.0,4.0,0.24895593944936992,191.41,0.04979501830866598,-5.533090887183789e-05
134,1072000,-1.1337473112344743,1.3857508492469788,477,0.0004386817231352325,1.4,0.0,4.0,0.1915115273743868,184.55,0.03581518705964462,4.833499149754061e-05
135,1080000,-5.910588879585266,1.386089872121811,477,0.0008738042932691315,1.3,0.0,3.0,0.23463623302057385,178.24,0.051198938872909404,-0.00037712231191108005
136,1088000,-0.5087837147712707,1.3844700849056244,477,0.0006315299331708956,1.45,0.0,3.1000000000000085,0.23091007452458143,183.75,0.039976862421828095,-8.536265566363e-05
137,1096000,-0.40539753556251523,1.3848621046543121,477,0.0007307720136850548,1.45,0.0,3.0,0.24679438680410384,185.07,0.05009184149379342,-0.0001345205087272916
138,1104000,-2.4731135261058808,1.3855841696262359,477,0.0006186551772771054,1.24,0.0,3.0,0.2321917925402522,177.53,0.0458638558496906,4.3726216536015275e-05
139,1112000,-0.3456001740694046,1.385441827774048,477,0.000832512604929434,1.43,0.0,4.0,0.24901961658149957,183.98,0.04620775163440859,-1.2734830979752587e-05
140,1120000,-1.5086998486518859,1.3835333955287934,477,0.0009543885195671464,1.68,0.0,4.0,0.2735688189789653,196.03,0.05679175930800634,0.0002554063668003437
141,1128000,-1.8402150523662568,1.3850381064414978,477,0.0007034833024590625,1.78,0.0,4.0,0.23190709766000508,201.61,0.03937959452112479,0.00010878544817387592
142,1136000,-1.7127773088216782,1.384452074766159,477,0.0004968864928559924,1.41,0.0,3.0,0.18190041730180384,186.36,0.03653723290266458,-7.032808918665977e-05
143,1144000,-2.28555406332016,1.3843717229366304,477,0.0006175147610883869,1.17,0.0,3.0,0.21263341672718525,174.6,0.04332406080932141,-7.565320775029249e-05
144,1152000,-1.5648303925991058,1.3853605163097382,477,0.0005536283727360569,1.19,0.0,3.0,0.20709071189165115,173.7,0.042086650376814375,8.164643070813327e-05
145,1160000,-6.654093890786171,1.3859547519683837,477,0.0005183684541225375,1.11,0.0,3.0,0.18704926138743758,171.46,0.03787878572296155,3.3335549233015626e-07
146,1168000,-0.15002634048461913,1.385712069272995,477,0.00058404718606198,1.28,0.0,3.0,0.20884722469374536,176.98,0.03790529717203184,0.0001525725358078489
147,1176000,-1.0901490509510041,1.3858103406429292,477,0.00044153317177006104,1.44,0.0,4.0,0.17000312402844428,182.74,0.031246080989773918,-0.00011471999469904404
148,1184000,-1.4482058298587799,1.3856644010543824,477,0.0004035164920856005,1.28,0.0,3.0,0.17986420243978501,178.85,0.03694653802021945,0.00010836791938345413
149,1192000,-12.271805806159973,1.385021035671234,478,0.0008090458844390014,1.26,0.0,3.0,0.24154078602790832,176.87,0.04937280580629223,-0.00013404841796727852
150,1200000,-2.3580102783441546,1.3855213832855224,478,0.00032104602287290617,1.4,0.0,4.0,0.16679977037012578,182.62,0.02854399974521525,0.00011425816410337575
151,1208000,-0.6514918369054794,1.3855756890773774,478,0.00043577044691573975,1.32,0.0,4.0,0.18333811324089766,180.29,0.03492021922829007,7.608230374898994e-05
152,1216000,-2.244063519239426,1.3851764035224914,478,0.00047259839609068875,1.2,0.0,3.0,0.17938479900360108,175.81,0.03579241755752984,-3.61561709723901e-05
153,1224000,-0.5520611065626144,1.3858654534816741,478,0.0003416965712358433,1.29,0.0,3.0,0.1765187576599419,179.74,0.03456982690195048,4.755292175104842e-06
154,1232000,-2.064841997623444,1.385542016029358,478,0.0005064042587036965,1.49,0.0,3.1000000000000085,0.20492306377738714,187.8,0.03851919483151379,0.00011415961296734167
155,1240000,-1.597578917145729,1.3847903954982757,478,0.0005238509337550567,1.43,0.0,4.0,0.20176775399595498,184.1,0.03800522275643514,-6.979544654313941e-05
156,1248000,-1.460938063263893,1.3857636260986328,478,0.00021705461253077374,1.19,0.0,3.0,0.1391303718276322,174.53,0.02715269623914156,-6.797348961299576e-05
157,1256000,-0.8397960674762726,1.3855600666999817,478,0.00039764309598467663,1.19,0.0,3.0,0.18018215753138064,175.01,0.03831388667644203,-4.8272720305249096e-05
158,1264000,-1.6997881400585175,1.3860617578029633,478,0.0002712643626909994,1.14,0.0,3.0,0.15748257867991924,172.93,0.03449577484561892,2.915107448643539e-05
159,1272000,-1.2547431474924087,1.3859631097316742,478,0.00033665408722299617,1.1,0.0,3.0,0.16466648425906896,171.11,0.03672102439494949,-5.9870510012842716e-05
160,1280000,-1.0676750510931015,1.3860913908481598,478,0.0003452515116396171,1.15,0.0,3.0,0.16834625244140625,174.05,0.03282132867461027,6.926240399479866e-05
161,1288000,-0.5238296687602997,1.385995969772339,478,0.0005057672185648698,1.22,0.0,3.0,0.20823497660458087,177.66,0.04069570063003763,-6.044932459190022e-05
162,1296000,-1.1885867649316788,1.3858365321159363,478,0.00014136079343870733,1.03,0.0,2.0,0.12132260221987963,168.58,0.02958805317458898,5.04158424155321e-05
163,1304000,0.07441484987735748,1.385958034992218,478,0.0002143375070681941,0.97,0.0,2.1000000000000085,0.15012897707521916,167.04,0.035185196215448605,7.293158054835658e-05
164,1312000,-2.4778986835479735,1.3855613136291505,479,0.0005186623683039216,1.14,0.0,3.0,0.18720804546028375,174.87,0.03906591967431433,-0.00023988999735593096
165,1320000,-0.22982757925987243,1.3855191373825073,479,0.00039438591526504753,1.06,0.0,3.0,0.18329872829839589,170.56,0.03369175790417169,0.00017014262671182222
166,1328000,-1.0741043823957444,1.3852055740356446,479,0.000914815699461542,1.25,0.0,4.0,0.2530232349038124,178.5,0.04774560573477589,-3.0341389574459754e-05
167,1336000,-2.5756853181123733,1.3860575079917907,479,0.0002968666003971521,1.4,0.0,4.0,0.15301166899502278,185.12,0.029639297861696022,0.00015626002408680506
168,1344000,-1.734963155388832,1.385953756570816,479,0.0006987397050829714,1.17,0.0,3.0,0.2213216556981206,176.05,0.047351676206232096,0.00016572472544794435
169,1352000,-0.9394134771823883,1.385569497346878,479,0.0006597599331598758,1.26,0.0,3.0,0.22411269918084145,177.26,0.0376263151924541,5.3223450740915724e-05
170,1360000,-0.2660973834991455,1.3860264539718627,479,0.0005353923002076044,1.43,0.0,4.0,0.19588201750069856,182.91,0.04021102387379349,2.8567047556862236e-05
