PMM:episode_rewards,advantage_norm,grad_norm,P01:episode_rewards,explained_variance,value_loss,policy_loss,fps,policy_entropy,frames,P09:episode_rewards,epoch_idx,episode_length
3.42,0.9913849887251854,0.2653460776533169,0.0,0.9339879328012466,0.007001019255258143,-0.001493489543790929,320,1.3231179904937744,656000,10.0,82,249.74
3.29,1.0111741682887077,0.2748863806015175,0.0,0.9361476808786392,0.007109883098164574,-0.0024178152609965766,320,1.3147000980377197,664000,9.0,83,248.37
3.32,1.3202885407209397,0.32221885559154856,0.0,0.8811183607578278,0.011870508000720292,-0.003698038561124122,320,1.3127740490436555,672000,10.0,84,248.55
3.83,1.3899103331565856,0.35783688354583004,1.0,0.8576466107368469,0.012934203369077295,-0.0030727071186993273,320,1.306021399497986,680000,9.100000000000009,85,268.51
4.23,1.3930455929040908,0.3599396500902446,0.9000000000000004,0.8761809885501861,0.013299603021005168,-0.004514857507892885,320,1.2863118731975556,688000,10.0,86,280.41
4.39,1.188776575922966,0.29727905937078253,0.9000000000000004,0.909539024233818,0.009533268755767495,0.00011569828566280194,320,1.287261724472046,696000,10.0,87,285.98
4.58,1.4228449702262878,0.3659228803511004,0.9000000000000004,0.8637687337398529,0.013402571624610574,-0.005116110929520801,320,1.2383529186248778,704000,10.0,88,294.79
4.7,1.4420031589269637,0.3794527285162874,0.9000000000000004,0.837857346534729,0.013818238547537475,-0.004605993870063685,320,1.2066550970077514,712000,10.0,89,299.15
5.02,1.404181995987892,0.4685368586554038,1.0,0.863436473608017,0.013684472269378602,-0.004938848583842628,320,1.2500231266021729,720000,10.0,90,310.06
5.16,1.2715678238868713,0.32009275034831525,1.0,0.8865047854185104,0.011021870386321098,-0.003153501765918918,320,1.2901672279834748,728000,10.0,91,318.94
5.45,1.585837224125862,0.441076275560214,1.0,0.8311768746376038,0.01695486558135599,-0.0047234123665839435,320,1.2561601388454438,736000,12.0,92,324.68
4.99,1.3318181693553925,0.3305274158437473,1.0,0.8808780896663666,0.012078566364943982,-0.001757729293894954,320,1.2915488123893737,744000,10.100000000000009,93,310.16
4.85,1.472420983314514,0.41007202300163015,1.0,0.8595849442481994,0.014708421619143337,-0.005343081298633479,320,1.2064958667755128,752000,10.100000000000009,94,305.03
4.9,1.344748752117157,0.35426531834789077,0.9000000000000004,0.8767985302209854,0.01257657296722755,-0.0025192240613978356,320,1.2110023760795594,760000,10.0,95,310.49
4.81,1.3845632803440093,0.3800277620008996,0.0,0.8831693696975708,0.01269264402333647,-0.003911299901446909,320,1.2426877653598785,768000,10.0,96,310.15
5.15,1.2658688700199128,0.33488578825113363,0.0,0.883814707994461,0.011037878977367655,-0.003682256423635408,319,1.2731009876728059,776000,11.0,97,317.22
5.42,1.3203606742620468,0.3795379375507339,0.0,0.8775438904762268,0.012264303951524199,-0.004179112796555274,319,1.270823575258255,784000,11.0,98,323.93
5.51,1.500584728717804,0.43018613814614126,0.0,0.8474738037586212,0.015444875280372798,-0.007962481467984617,319,1.2244481754302978,792000,11.0,99,326.59
6.05,1.6353715443611145,0.4181605953235847,1.8000000000000007,0.7981117963790894,0.01797208085656166,-0.002914205299457535,319,1.1601609575748444,800000,11.0,100,341.92
6.59,1.6598541271686553,0.4316624719333519,2.0,0.8122901743650437,0.018365340889431536,-0.0046019826092197035,319,1.2048783373832703,808000,12.0,101,361.02
6.79,1.4893700641393661,0.38966478933808474,2.0,0.8552126812934876,0.014584596185013652,-0.0044205494404013735,319,1.2306768095493317,816000,12.100000000000009,102,367.94
7.4,1.4119011664390564,0.38511281438185796,2.0,0.8406723374128342,0.01322275168960914,-0.003283487242879346,319,1.2482962679862977,824000,13.0,103,387.71
6.5,1.3761895352602005,0.3735777391077253,1.9000000000000004,0.8741315776109695,0.012686134818941354,-0.003507199126033811,319,1.2273512482643127,832000,12.0,104,359.51
6.38,1.6051348531246186,0.43008486228858955,2.0,0.8308209490776062,0.016783283718395978,-0.0019988403224851935,319,1.245317200422287,840000,11.0,105,357.99
6.03,1.5367696624994278,0.41279195113766937,1.0,0.8568368285894394,0.015704363714903594,-0.0014579652983229608,319,1.2825233447551727,848000,11.0,106,342.59
5.89,1.5122008121013641,0.390028558328696,1.0,0.8641829907894134,0.015315762734971941,-0.004784248834621394,319,1.2650465059280396,856000,11.0,107,336.35
6.11,1.5716710782051087,0.4116417418775365,0.0,0.8411540508270263,0.016707315389066935,-0.004038312817865517,319,1.2734640383720397,864000,11.0,108,344.03
6.12,1.3905390727519988,0.37577195605865865,0.0,0.8849959659576416,0.01287593599408865,-0.003201330685405992,319,1.2662483513355256,872000,11.100000000000009,109,341.09
6.26,1.5221905875205994,0.40984191257473035,0.0,0.8308309042453765,0.015397781911306084,-0.0031209620682056995,319,1.2573298990726471,880000,12.0,110,349.67
6.86,1.5999519366025925,0.4952842057179185,1.0,0.8350691539049149,0.017629561927169562,-0.007438465998566244,319,1.2322128558158874,888000,12.100000000000009,111,369.81
7.22,1.4515363830327987,0.3993515498103352,2.0,0.8596804684400559,0.01424574299249798,-0.004569337427383289,319,1.2448895001411437,896000,14.0,112,379.14
7.81,1.6557070952653885,0.4621810771920092,2.0,0.8050570732355118,0.01804171354044229,-0.0047639048397832085,319,1.1969614100456238,904000,15.100000000000009,113,397.35
7.94,1.4102059668302536,0.3972813492361085,2.0,0.8765253472328186,0.013030317910015583,-0.0028560668446061753,319,1.2278474938869477,912000,14.0,114,401.08
7.74,1.5125275760889054,0.4278275994722386,2.0,0.8673229104280472,0.015320860971696675,-0.005503432376135606,319,1.2318712604045867,920000,14.0,115,394.24
7.48,1.5227291870117188,0.43449763266543684,2.0,0.859843562245369,0.015148897813633084,-0.0030325379778514618,319,1.2505476117134093,928000,13.100000000000009,116,386.31
6.87,1.4348820114135743,0.3931052187204294,0.9000000000000004,0.8672992384433746,0.013610867634415626,-0.003225336709874682,319,1.24187615275383,936000,12.0,117,368.03
6.92,1.6197287708520889,0.4504871591258114,1.0,0.8330480909347534,0.01752247190568596,-0.0033487602722016164,319,1.216584186553955,944000,12.0,118,373.9
7.37,1.7063838136196137,0.5226634555679386,1.0,0.8017086666822434,0.019096958097070457,-0.006382311194902286,319,1.1853403699398042,952000,13.0,119,385.72
7.55,1.53568572640419,0.48773961361399354,2.0,0.8452622568607331,0.01557679013349116,-0.008054851486958796,319,1.1824296844005584,960000,13.0,120,393.85
7.51,1.6321154463291168,0.45003847127246244,2.0,0.840844943523407,0.017611687378957866,-0.003069198447628878,319,1.2097195887565613,968000,13.0,121,391.62
8.11,1.7473363465070724,0.4842445882048957,2.0,0.8163829261064529,0.020458110184408726,-0.0062419802683871236,319,1.2109462773799897,976000,13.100000000000009,122,411.03
8.46,1.5479122734069823,0.44201579724850115,2.0,0.8478270506858826,0.01573321655858308,-0.0043352733644860565,319,1.2048417985439301,984000,14.0,123,409.55
7.85,1.5306032848358155,0.4466716796586703,1.9000000000000004,0.8664450204372406,0.015352225764654576,-0.004790651798612089,319,1.2222846782207488,992000,14.0,124,390.85
8.03,1.5246869713068008,0.4078832615069406,1.9000000000000004,0.8476896834373474,0.015646772268228235,-0.0022079244966153057,319,1.2378011393547057,1000000,14.0,125,396.18
8.54,1.6927857047319412,0.5821677717579751,2.0,0.807189490199089,0.01946255913702771,-0.005996993996668607,319,1.1863784396648407,1008000,14.0,126,412.83
8.3,1.6054622668027878,0.5464280816447871,2.0,0.8342383801937103,0.01744141760515049,-0.004887296119122766,319,1.211187757253647,1016000,14.0,127,415.24
7.61,1.4614346265792846,0.42772216178798017,1.0,0.8684525573253632,0.014104491828475148,-0.006009399819886312,319,1.2146824514865875,1024000,14.0,128,394.41
7.98,1.3595340549945831,0.38741517815061194,2.0,0.8811269170045852,0.012083502835594118,-0.002909486921707867,319,1.224923813343048,1032000,14.0,129,409.9
8.15,1.5737795275449753,0.46356141483837754,2.0,0.8475340932607651,0.016535298516973853,-0.004124663000693545,319,1.21944678068161,1040000,14.0,130,410.15
8.08,1.4191298770904541,0.3803058481228827,2.0,0.8785754096508026,0.013694999560248106,-0.003966372260229036,319,1.2311896455287934,1048000,14.0,131,409.04
8.01,1.616872610449791,0.43901998226928507,2.0,0.8454850053787232,0.017198402411304416,-0.006602656801405828,319,1.217767014503479,1056000,13.100000000000009,132,404.47
8.0,1.373748254776001,0.3628648386260588,2.0,0.880000958442688,0.012728453914169222,-0.00023739684187603415,319,1.2454048430919646,1064000,13.100000000000009,133,403.62
7.96,1.6976551824808122,0.5644264564144453,1.9000000000000004,0.8453039407730103,0.019193870914168656,-0.006826232831226662,319,1.2421924459934235,1072000,13.100000000000009,134,397.62
7.42,1.4931640297174453,0.37991167078909344,1.9000000000000004,0.8433471143245697,0.014800598768051714,-0.004784693196270382,318,1.2374802887439729,1080000,13.0,135,383.68
7.99,1.4986295664310456,0.44744997646871953,1.9000000000000004,0.8404414647817612,0.014874140443280339,-0.00220158626238117,318,1.2082517433166504,1088000,14.100000000000009,136,387.59
7.76,1.6391172695159912,0.49219090818033473,0.9000000000000004,0.8436991530656814,0.017547932392917572,-0.005034384760074317,319,1.1605582594871522,1096000,14.0,137,382.64
8.36,1.695015357732773,0.48021382640374777,0.0,0.8495775377750396,0.019047971363179386,-0.006041920210700482,319,1.1682935929298401,1104000,17.10000000000001,138,393.35
8.8,1.7471071344614029,0.4494719405461067,0.0,0.8191812056303024,0.02024255636613816,-0.0018107688921736554,318,1.1768734776973724,1112000,18.0,139,407.45
8.97,1.64526884496212,0.43376012867967356,0.0,0.8301332348585129,0.017872071522288025,-0.006380142369598616,318,1.2224368512630464,1120000,17.0,140,413.43
9.03,1.5941450589895247,0.5261538185841641,0.0,0.8483879339694976,0.017056225712876766,-0.006030880675425578,318,1.2469788372516633,1128000,17.0,141,420.91
9.08,1.5492384606599807,0.44274069538944916,0.0,0.8591201585531235,0.016110350044909863,-0.0034819504675397185,318,1.2356818556785583,1136000,17.0,142,419.49
9.16,1.5813105082511902,0.43479734385130464,2.0,0.8542120975255966,0.0170030110841617,-0.004665410722227534,318,1.258013926744461,1144000,16.10000000000001,143,428.34
8.6,1.6006778246164322,0.4758083301247255,2.0,0.8607596880197526,0.01692782451864332,-0.005558845011983067,318,1.2511524987220763,1152000,16.10000000000001,144,411.87
8.6,1.6427923500537873,0.4377631846455248,2.0,0.8335466039180756,0.01794157988857478,-0.0013695846131304278,318,1.1780391073226928,1160000,16.10000000000001,145,411.54
9.29,1.7383795112371445,0.5620447900089475,2.0,0.8199504035711288,0.019873446528799833,-0.008704921842072508,318,1.1517976903915406,1168000,17.10000000000001,146,431.68
9.21,1.4675698262453079,0.4030708425758054,2.0,0.8677909225225449,0.014296778538264334,-0.0033661292912438513,319,1.1838097476959228,1176000,17.10000000000001,147,428.47
9.18,1.6009966492652894,0.45054666335749866,2.0,0.8356576502323151,0.016971656968817115,-0.004578265475865919,319,1.2223444175720215,1184000,17.10000000000001,148,432.92
9.59,1.378650782108307,0.3551774924344728,2.0,0.8751836043596267,0.012874027963262051,0.0002552793842187384,319,1.2474378061294555,1192000,18.0,149,441.55
10.14,1.6895251655578614,0.5129256992485253,2.0,0.8391628098487854,0.019007733217440547,-0.008112619187813834,318,1.2156852889060974,1200000,18.0,150,455.15
10.03,1.6086981499195099,0.4560438419323851,2.0,0.8184554356336594,0.017416963991709052,-0.0040001586911967025,318,1.2169808328151703,1208000,18.0,151,453.02
9.95,1.720911101102829,0.5140106398471698,2.0,0.8323203259706498,0.019893149305135013,-0.005105796271382132,318,1.2340518319606781,1216000,17.10000000000001,152,450.09
10.19,1.624858148097992,0.4785672416504236,2.0,0.8637886184453964,0.017710282909683885,-0.006366058552521281,318,1.2224110245704651,1224000,18.0,153,458.08
10.39,1.633482712507248,0.46303856140753524,2.0,0.8399588537216186,0.01762242700904608,-0.006187565874715801,318,1.210422774553299,1232000,18.0,154,466.74
10.67,1.7479219168424607,0.5228136772534918,1.9000000000000004,0.8377697205543518,0.02049266719724983,-0.006784536429913715,318,1.2120802652835847,1240000,18.0,155,478.07
10.67,1.9845118606090546,0.612577764414031,1.9000000000000004,0.8082403784990311,0.026650221212767066,-0.006153031055000611,318,1.1875538182258607,1248000,18.0,156,482.06
10.39,1.8084979951381683,0.5354942515014711,1.9000000000000004,0.8304298031330108,0.021756299841217696,-0.00137430874490974,318,1.2159851098060608,1256000,18.0,157,473.77
10.64,1.7809079092741014,0.5358564159248635,2.0,0.8130948120355606,0.020873069213703275,-0.004976644443813711,318,1.2047108554840087,1264000,17.10000000000001,158,476.26
10.81,1.590737169981003,0.4426526512696017,2.0,0.835283392071724,0.016928591360338033,-0.0068850107176695015,318,1.2291638958454132,1272000,18.0,159,479.74
10.96,1.7914932513236999,0.5257958898462448,2.0,0.8202714800834656,0.020993766142055392,-0.006656749299145304,318,1.168176053762436,1280000,18.0,160,476.0
11.55,1.865325185060501,0.5368512462860455,2.0,0.7839387941360474,0.023455981253646313,-0.00575554714021564,318,1.1865098130702973,1288000,19.0,161,490.42
11.49,1.7179643642902374,0.4741076634460623,2.0,0.8216666316986084,0.019842216870747508,-0.0032997484134102708,318,1.2414082098007202,1296000,18.10000000000001,162,488.97
11.46,1.6288339793682098,0.4843583839111262,2.0,0.8539018994569778,0.01790023989509791,-0.004952567999134771,318,1.2216904640197754,1304000,19.0,163,488.87
11.81,1.7298507654666901,0.48713773832933127,2.9000000000000004,0.8250439029932022,0.019914201125502587,-0.006846869457513094,318,1.217155659198761,1312000,19.10000000000001,164,494.85
11.29,1.691319300532341,0.48601142073319253,2.0,0.8356875252723693,0.01883009623736143,-0.003858976341143716,318,1.2444975686073303,1320000,18.0,165,485.39
11.7,1.8176292729377748,0.5128934368101331,2.9000000000000004,0.8005012619495392,0.02182159710675478,-0.00811909827938507,318,1.221449168920517,1328000,20.0,166,501.14
10.9,1.7838144373893738,0.5307226335431783,2.0,0.8106830328702926,0.021005935701541602,-0.004674764078808949,318,1.2086885505914688,1336000,18.0,167,482.81
10.53,1.6862812715768813,0.5224589293608837,2.0,0.8576085060834885,0.019006052245385943,-0.000655480872374028,318,1.2225900602340698,1344000,17.200000000000017,168,468.15
11.2,1.68885134100914,0.4636069243086072,2.0,0.8127337610721588,0.019062620433978737,-0.006364808775979327,318,1.193530730009079,1352000,20.0,169,487.04
10.44,1.689905492067337,0.5676084162169938,0.0,0.8418365991115571,0.019148075361736117,-0.01041391707607545,318,1.164657346010208,1360000,20.0,170,471.07
10.46,1.7924063271284103,0.6094845061344841,0.0,0.78837626516819,0.021647924268618227,-0.007731922044185922,318,1.1725717091560364,1368000,20.0,171,473.31
10.19,1.810566509962082,0.658995116666791,0.0,0.814961063861847,0.021547614075243474,-0.008135108154965565,318,1.1448543226718904,1376000,19.10000000000001,172,461.19
