epoch_idx,value_loss,P01:episode_rewards,advantage_norm,frames,episode_length,policy_loss,policy_entropy,fps,grad_norm,P09:episode_rewards,PMM:episode_rewards,explained_variance
687,0.0001838903511168155,0.0,0.12095221247524023,5496000,171.39,0.00012598111284660264,1.3859047567844391,486,0.021309691297217208,3.0,1.08,-1.3140020793676377
688,0.00027662889513862865,0.0,0.12110191057436168,5504000,187.0,-9.11126678056462e-05,1.3856023800373078,486,0.016692253161401938,3.1000000000000085,1.47,-0.057625732421875
689,0.0002777647852985865,0.0,0.11745395698584617,5512000,181.41,6.185563805047423e-05,1.3857631957530976,486,0.016406279885418564,3.0,1.36,-2.581744241118431
690,0.0002820873794041745,0.0,0.14162581292912363,5520000,180.48,3.18621616679593e-05,1.3854473280906676,486,0.01746694636822616,3.0,1.35,-0.03333553791046143
691,0.0001797067283484921,0.0,0.11055142630822956,5528000,189.41,-7.390150145511143e-05,1.3857689940929412,486,0.0163738617627876,4.0,1.56,0.14571600914001465
692,0.0005346809006778131,0.0,0.15910317829810083,5536000,185.76,-4.2990830879716666e-05,1.3857999455928802,486,0.02569912752827562,4.0,1.46,0.19410809397697448
693,0.00011148648522009808,0.0,0.08969413657672703,5544000,180.98,-2.0224587933626027e-05,1.386093839406967,486,0.011229008142917399,3.0,1.38,-0.6568515408039093
694,0.00029881624661470596,0.0,0.12672719163820148,5552000,182.01,0.00023981321282917634,1.3861348378658294,486,0.01704367886117167,3.0,1.37,-0.5076769536733627
695,0.0002345119662459183,0.0,0.11995715716853737,5560000,188.21,-0.0002690250745217782,1.3858977460861206,486,0.01657719313502251,3.0,1.52,-0.26476606726646423
696,0.0002482525959663917,0.0,0.12321776715107262,5568000,182.84,3.1036184445838444e-05,1.3858176529407502,486,0.01905937249621647,3.0,1.45,-1.200412222146988
697,0.0004984454678185557,0.0,0.16555243251845242,5576000,188.69,-2.7944643788941904e-05,1.385474566221237,486,0.023818224595275942,4.0,1.54,0.023020057082176207
698,0.00016612901973758198,0.0,0.11012821093201637,5584000,194.58,-4.303546249502688e-05,1.3858409798145295,486,0.015864681131602054,5.0,1.64,-0.4509406805038452
699,0.00019422639396452724,0.0,0.10064487614668906,5592000,192.58,2.832153871167975e-05,1.3860235679149628,486,0.013752541256791748,5.0,1.56,-0.6786035388708115
700,0.00044497874588500963,0.0,0.14202228197827935,5600000,183.96,-0.00034992925537153497,1.3854683864116668,486,0.022420243081326688,3.0,1.4,-1.109513487815857
701,0.00021636568667247503,0.0,0.10225712194107472,5608000,175.72,0.00012456764894864137,1.3859055399894715,486,0.012912559296792511,3.0,1.22,-0.5080274206399917
702,0.0003352308871058085,0.0,0.1335139510780573,5616000,181.66,-1.9982707017334177e-05,1.3861304938793182,486,0.018106649371051487,3.1000000000000085,1.35,-0.21294248819351197
703,0.00014367853493240545,0.0,0.11685837224125863,5624000,193.32,-5.5442424636567014e-05,1.3860766434669494,486,0.017179654430279752,4.0,1.62,-1.348197122812271
704,0.00027327918055561893,0.0,0.12316020777449012,5632000,194.74,2.875828620744869e-05,1.3859801030158996,486,0.01547197681258613,4.0,1.7,-0.8517597180604934
705,6.115328869213955e-05,0.0,0.0746040822006762,5640000,185.61,1.0308798373444006e-05,1.3861493825912476,486,0.011518897398669806,3.0,1.46,-1.396672130227089
706,7.143692765907872e-05,0.0,0.08305800918489695,5648000,174.2,-5.9698561608456656e-05,1.3859438323974609,486,0.014066847200926477,3.0,1.14,-0.3509312188625336
707,0.00011987592406626391,0.0,0.10123358387500048,5656000,174.47,2.509235491743311e-07,1.385886971950531,486,0.016707306386788193,3.0,1.14,-0.23985448122024536
708,0.00012708781165486017,0.0,0.10489130491390825,5664000,182.98,6.913357246958185e-05,1.3857786929607392,486,0.017457094472971082,3.0,1.33,0.3512172591686249
709,6.746989697717254e-05,0.0,0.07399475656449794,5672000,186.51,2.7179718381376007e-06,1.385935218334198,486,0.011214397371869425,3.0,1.42,-1.3211130976676941
710,0.00020972103628480454,0.0,0.1261687915120274,5680000,184.32,4.734477017336758e-05,1.386083961725235,486,0.019922330995892853,3.0,1.4,-0.15325734198093413
711,0.00044390894911430225,0.0,0.15589339500293137,5688000,183.88,-7.407903569401242e-05,1.3858560001850129,486,0.020763474184727508,3.0,1.44,-0.036467283368110656
712,0.00019020492030961123,0.0,0.11533590383827687,5696000,195.87,2.660773679963313e-06,1.3857469356060028,486,0.01505260777815465,4.0,1.71,-1.3663384371995926
713,0.0003316483527419223,0.0,0.12833619608543814,5704000,188.29,-2.4467756047670265e-05,1.3860376918315886,486,0.017754280039933523,3.0,1.48,-1.9148798525333404
714,0.0001698297278011296,0.0,0.094843071969226,5712000,175.06,6.259255348595616e-05,1.3861659669876099,486,0.01136052901627361,3.0,1.19,-0.40653909623622897
715,0.0004580745343400849,0.0,0.1388314646203071,5720000,184.07,-8.830471257624595e-05,1.3860128033161163,486,0.019263427447114834,3.1000000000000085,1.45,-0.40059701323509217
716,0.00014108106085018336,0.0,0.08595205573365092,5728000,182.8,-0.00010656757362085046,1.385965974330902,486,0.011471721946145787,3.0,1.42,-1.7222452849149703
717,7.131616741787639e-05,0.0,0.07579897722229362,5736000,172.45,-5.888210233024438e-05,1.386078429222107,486,0.010697100846783457,3.0,1.16,-1.8128597736358643
718,5.253946709672164e-05,0.0,0.07622511807829141,5744000,170.87,0.00019100263933069072,1.3861149322986603,486,0.013095851088944344,3.0,1.09,-4.842020140886307
719,0.00026943919385928437,0.0,0.11999202705919743,5752000,165.96,-5.875215993000893e-05,1.3860799610614776,486,0.018014609742979883,2.1000000000000085,0.96,-1.9557352250814437
720,0.000261729516765854,0.0,0.12892213948071002,5760000,173.63,6.531188504595776e-05,1.3860230886936187,486,0.0187713789127626,3.1000000000000085,1.17,0.02752107918262482
721,0.0005255265676407816,0.0,0.16836620749905706,5768000,185.99,2.1356646320782603e-05,1.3847584855556487,486,0.024548845050218007,4.0,1.42,-0.22058840990066528
722,8.003523141496772e-05,0.0,0.08366125267930329,5776000,188.04,5.028628686886805e-05,1.3848867523670196,486,0.010722528652448176,3.1000000000000085,1.48,-0.841694495677948
723,0.00014743738175297948,0.0,0.10404073745943605,5784000,185.97,-3.7998843581590335e-05,1.3860551643371581,486,0.015672382414790034,3.0,1.43,-0.5322113305330276
724,0.00038276457042712764,0.0,0.13748978639952839,5792000,188.35,0.00026035395128019443,1.3855022859573365,486,0.0206316579205984,4.0,1.49,-2.6632117623090745
725,0.0001617250265275061,0.0,0.10285396386869251,5800000,189.48,-0.00027727345968742156,1.3860794639587402,486,0.014229250231516126,4.0,1.53,-0.7195225858688354
726,0.0002139152217148421,0.0,0.11115894207730889,5808000,188.12,-1.1589901023398852e-05,1.3858527553081512,487,0.016704507424126557,3.0,1.47,-6.667014098763466
727,0.0001167648873587268,0.0,0.10074928720481693,5816000,186.74,5.962990250509392e-05,1.3856304013729095,487,0.01481165870692596,4.0,1.42,-0.132730695605278
728,4.905367445587672e-05,0.0,0.06774208633229137,5824000,190.57,9.835764867602847e-06,1.386058839559555,487,0.0100276574134007,4.0,1.52,-0.43237365782260895
729,0.00024792098202851775,0.0,0.1358336054161191,5832000,184.24,2.177540396587574e-05,1.385973287820816,487,0.020346116283348384,3.0,1.4,0.3894307565689087
730,7.410828252204737e-05,0.0,0.07788491303101182,5840000,177.31,7.828281835827511e-05,1.385956995487213,487,0.011158627034025013,3.0,1.25,-1.0024611580371856
731,4.982227482457802e-05,0.0,0.06919333410449326,5848000,161.69,-9.150648833383457e-05,1.3861332356929779,487,0.011287660728317434,2.0,0.9,-0.7691869699954986
732,0.0005835135012819137,0.0,0.18406671084463597,5856000,173.9,0.00010371568190748803,1.385930951833725,487,0.025904024864340895,3.0,1.17,-0.4319243091344833
733,0.00018362483088651515,0.0,0.08819017276167869,5864000,186.4,-9.295578787714476e-05,1.3860377144813538,487,0.01211657171274625,4.0,1.44,-0.2005756288766861
734,0.0002866019463766634,0.0,0.13112690712790936,5872000,184.96,5.545080663068802e-05,1.3859750926494598,487,0.018279537401757556,3.0,1.42,0.41754829585552217
735,0.00034818966496459326,0.0,0.1424245029874146,5880000,180.43,-2.6280511574441333e-05,1.3860923480987548,487,0.02043443677251271,3.0,1.38,0.11289700210094451
736,0.0003865670501630802,0.0,0.13484085524454714,5888000,182.73,2.9562493218691087e-05,1.3859844386577607,487,0.01688614966728547,3.0,1.48,-127.6910494953394
737,0.00033829851031896396,0.0,0.13114376163110136,5896000,176.89,3.0234954228944842e-05,1.3860641705989838,487,0.01728020006202158,3.0,1.27,-2.194682513475418
738,7.924740171006306e-05,0.0,0.07974760295823216,5904000,176.69,4.9966185069933996e-05,1.3860962224006652,487,0.011369361050756335,3.0,1.19,-1.3802236765623093
739,0.00028793385715971455,0.0,0.1290925703756511,5912000,183.72,-6.833733919847873e-05,1.385821830034256,487,0.01708054314491326,3.0,1.39,-1.043245547413826
740,0.00027918814161694174,0.0,0.12830552382394672,5920000,179.46,0.00011820886968052946,1.3860633730888368,487,0.017702846826589024,3.0,1.33,-0.20156343936920165
741,0.00019326667600978454,0.0,0.09681531758978963,5928000,171.11,-1.7600403880351222e-05,1.3858656108379364,487,0.012403708687380109,3.0,1.15,-1.6579213333129883
742,0.000137058363907272,0.0,0.10335155473090708,5936000,169.02,9.170737575914245e-06,1.3859644305706025,487,0.015957844602927186,3.0,1.07,-1.9257890516519547
743,0.00024404880890187996,0.0,0.1344547253474593,5944000,171.41,-0.00014774118848436045,1.385812304019928,487,0.020074757188298705,3.0,1.1,-0.3248413044214249
744,0.0001851627717201154,0.0,0.11150309414602816,5952000,183.78,0.00022170670429659368,1.385617538690567,487,0.016287170910087485,3.0,1.39,-0.9620064520835876
745,0.00013112753888151475,0.0,0.0902404531929642,5960000,178.52,-0.00015193191563412257,1.3853140795230865,487,0.012368965222365736,3.0,1.26,-2.58307202398777
746,0.0002887518068729378,0.0,0.11338377994485199,5968000,168.85,0.0002325785899301991,1.3859349179267884,487,0.015816108808670806,3.0,1.04,-1.2282259225845338
747,0.00022181468240660253,0.0,0.1319785626605153,5976000,178.91,-0.00015804970233148196,1.3860348403453826,487,0.018515795944638567,3.0,1.32,0.2916634464263916
748,0.00034136929294163563,0.0,0.1501383557356894,5984000,186.88,2.3497253332607217e-05,1.385483628511429,487,0.019614968278400143,4.0,1.53,-4.833321076035499
749,0.0002706348531012281,0.0,0.12744019406847656,5992000,178.53,-6.289646840059505e-05,1.3843095529079437,487,0.016718912892288888,4.0,1.32,-2.1264671272039415
750,6.756567375731492e-05,0.0,0.08003494582138955,6000000,174.12,6.164268488646485e-05,1.385709344148636,487,0.013191820733505952,3.0,1.16,-1.1003619235754014
751,0.00010659558915676826,0.0,0.08989442580379546,6008000,177.24,-8.295805891975761e-05,1.386029086112976,487,0.012478539940063165,3.0,1.21,-3.5097404688596727
752,0.00033293080872795147,0.0,0.15516337305307387,6016000,179.92,0.0001345622578082839,1.3849786007404328,487,0.022226504648638935,3.0,1.33,-0.38879652857780456
753,0.0002262069408448042,0.0,0.12123423652723432,6024000,194.57,-1.6181352584681008e-05,1.3857031917572022,487,0.017246719067918675,4.0,1.69,-0.18651283502578736
754,0.00026081787654106845,0.0,0.12842963805422186,6032000,194.43,8.858824083290528e-05,1.3859098660945892,487,0.018418426701554306,4.0,1.7,-0.3554620170593262
755,0.0005254917083158261,0.0,0.16982157482765614,6040000,187.3,-0.0001247985989175504,1.3859450733661651,487,0.022718932433272013,4.0,1.5,-1.4280886334180831
756,0.0001138715683123337,0.0,0.07819978520274162,6048000,191.41,6.789705312257866e-05,1.3860534346103668,487,0.009435908142322544,4.0,1.58,-0.7938400030136108
757,0.00037818834899326246,0.0,0.15400437945500017,6056000,190.26,0.0001299478701184853,1.3857220220565796,487,0.021379987116545433,4.0,1.55,0.2277832794189453
758,0.000342755738548135,0.0,0.12763481526635587,6064000,184.12,-0.00024099655689497013,1.3855514180660249,487,0.01903852280513181,3.0,1.45,-2.166927567124367
759,0.00025145889719965455,0.0,0.11728517309762537,6072000,187.64,0.0001159594191085489,1.3855307579040528,487,0.01730431076392859,4.0,1.49,-84.58691133975982
760,0.00017882675841860874,0.0,0.1001177843939513,6080000,177.98,-1.3612033269509993e-05,1.3858755469322204,487,0.013762940922564842,3.0,1.23,-1.7998416996002198
761,0.0002182097466959476,0.0,0.1090463042538613,6088000,175.94,-5.082841813418781e-05,1.3859434962272643,487,0.01499120938664838,3.0,1.23,0.2441624116897583
762,0.0001565132880841702,0.0,0.0958900636062026,6096000,182.76,-3.0087120599091577e-05,1.3859644210338593,487,0.013993891184245193,3.0,1.4,-0.5058064103126526
763,0.0002332718832815317,0.0,0.11729436533525586,6104000,184.01,4.678239107306581e-05,1.3860642075538636,487,0.01622729846035867,3.1000000000000085,1.42,-0.041035539507865905
764,0.00018204244702019423,0.0,0.12515824939124287,6112000,186.91,-5.1016039942624045e-05,1.3861312222480775,487,0.019334616785517258,4.0,1.47,0.24298470973968506
765,0.0004647678947355871,0.0,0.16976894688792526,6120000,187.34,2.7135977761645334e-05,1.3856868481636047,487,0.022960627497630937,4.0,1.49,-0.40980580627918245
766,0.0002539456451165734,0.0,0.10684262138791382,6128000,186.71,3.380098019988509e-05,1.385924949645996,487,0.014580529685324549,4.0,1.5,-56.86682446539402
767,8.734076524916646e-05,0.0,0.0798634051438421,6136000,186.32,-3.4044932617689484e-05,1.3859874391555786,487,0.01175899883850753,3.1000000000000085,1.46,-0.6642798942327499
768,0.00032779817849984736,0.0,0.1307912085019052,6144000,186.33,3.153654072320933e-05,1.386045515537262,487,0.020044669006197776,3.0,1.48,-0.27616102576255797
769,0.00015181563322926194,0.0,0.11003344311378896,6152000,183.03,4.353084659669548e-07,1.3860885787010193,487,0.01536716770295269,3.0,1.4,-1.6816408556699753
770,0.00023838791267081661,0.0,0.1017908043321222,6160000,176.49,-9.808227459870978e-05,1.385940170288086,487,0.014076989707159503,3.0,1.23,-0.8335548913478852
771,0.0001712810613724969,0.0,0.08227308405563236,6168000,175.51,-2.8760806453647093e-05,1.3858182549476623,487,0.009635189179506698,3.0,1.21,-1.7769366389513015
772,7.931010228844571e-05,0.0,0.07948143672198058,6176000,173.66,3.8760945208196063e-05,1.386089872121811,487,0.011787005366860196,3.0,1.13,-1.272338952422142
773,0.00010998011480296554,0.0,0.09588681840337814,6184000,174.41,-2.5369322938786353e-05,1.3861499905586243,487,0.01408804952309367,3.0,1.15,-0.7736084657907486
774,0.000156602194650759,0.0,0.09482337011955679,6192000,177.4,-2.0879270268778784e-05,1.386120558977127,487,0.013943278957584319,3.1000000000000085,1.26,-3.720058583021164
775,0.00029628997749398423,0.0,0.12568278715014458,6200000,186.11,6.877347641420784e-06,1.3856346035003662,487,0.017137653909039773,4.0,1.46,-1.0300496983528138
776,0.00014971177384239808,0.0,0.0979519709199667,6208000,185.52,2.769619613673058e-05,1.3858970403671265,487,0.013779527458000106,4.0,1.42,-3.2784515208005907
777,0.0001988748146391117,0.0,0.11655361823737621,6216000,188.75,-1.1543875734787435e-06,1.386101907491684,487,0.015896983383724875,4.0,1.49,0.6224149084091186
778,0.0002362832756557509,0.0,0.12052913254126907,6224000,190.9,1.3914203773310874e-05,1.3855207419395448,487,0.016542304805569907,4.1000000000000085,1.6,-1.799630611538887
779,4.571459220642282e-05,0.0,0.06620124821551145,6232000,189.03,1.455340066968347e-05,1.3857002651691437,487,0.009738410388429531,4.0,1.55,0.46602210521697995
780,0.0001282864719803456,0.0,0.09083357361145318,6240000,180.3,-4.759010806083097e-05,1.3861772763729094,487,0.013884753656560667,3.0,1.3,-3.474808422923088
781,7.372473882298891e-05,0.0,0.08653640931472183,6248000,176.03,2.5531856408633756e-06,1.38615532040596,487,0.014514261350248754,3.0,1.2,-0.4905231195688248
782,7.108801154458887e-05,0.0,0.0772472957894206,6256000,171.05,6.096372587080623e-05,1.3860675144195556,487,0.012190386734242872,3.0,1.1,-0.40992755472660064
783,0.00013486230661897026,0.0,0.0881403844524175,6264000,170.99,6.569856777787209e-05,1.3854747927188873,487,0.013561411906146261,3.0,1.06,0.17465676248073578
784,0.00015878951841955314,0.0,0.09788962170481681,6272000,183.34,-0.00010958869892419897,1.3857219290733338,487,0.012458998831521066,4.0,1.37,-0.9843364179134368
785,0.00012203498290261905,0.0,0.09266234477516264,6280000,185.72,9.342252901660686e-06,1.3859186816215514,487,0.015648005792388606,4.0,1.44,-0.8079314649105072
786,0.00010247069459182966,0.0,0.07249384202063083,6288000,167.19,5.660725000780076e-06,1.3861340403556823,487,0.011162175014850622,2.0,1.02,-0.640768226981163
787,0.00018824996695684603,0.0,0.09000479327514768,6296000,170.24,-3.171790898704785e-05,1.38613316655159,487,0.012325098732213387,2.1000000000000085,1.15,-0.4012637186050415
788,3.344207495388218e-05,0.0,0.06127120826393366,6304000,168.77,3.4002677148237125e-05,1.3860978269577027,487,0.011107670926003916,3.0,1.08,-1.5420098119974137
789,0.00014311469653421226,0.0,0.08806159276515245,6312000,171.78,5.712100293749245e-05,1.386058715581894,487,0.013476051649029203,3.0,1.1,0.363463499546051
790,0.0002757047363570564,0.0,0.12861329067498445,6320000,178.54,-1.7376421735662005e-05,1.3858035576343537,487,0.020274040179114293,3.0,1.33,0.5884371131658555
791,0.00033338496157057305,0.0,0.15507682768628,6328000,189.24,-7.564140876638703e-05,1.3856733906269074,487,0.021109461013732025,4.0,1.62,0.012990464568138122
792,0.00016777351821019692,0.0,0.0993615353293717,6336000,186.09,-5.6551927264081316e-05,1.385999162197113,487,0.014064223431563468,3.0,1.47,-0.5960645627975464
793,0.00024675418675087715,0.0,0.11185141299851238,6344000,189.97,1.970675864868099e-05,1.3859283983707429,487,0.014658379738889924,4.0,1.54,-0.3754043889045715
794,0.00016945407627019904,0.0,0.10037459839135408,6352000,184.34,-5.722687499655876e-05,1.3859134531021118,487,0.014712463377298847,4.0,1.42,-0.3938253426551819
795,7.769202217218663e-05,0.0,0.08349559431895613,6360000,179.66,0.000114119407517137,1.3857989478111268,487,0.01317498714551626,3.0,1.28,-0.2797067767381668
796,8.701978319209047e-05,0.0,0.09187385766766966,6368000,179.86,-3.6998708528699355e-05,1.3861592888832093,487,0.013360845963001028,3.0,1.3,-0.5765822476148605
797,0.00022740348979425563,0.0,0.10720062648877501,6376000,179.28,-3.5133477358613166e-05,1.3859761655330658,487,0.015848231372563967,3.0,1.29,-1.0942979073524475
798,0.0003847451216563513,0.0,0.1367761112842709,6384000,187.52,-5.120673540659481e-06,1.38603790640831,487,0.019602853048937555,3.0,1.47,0.22749209642410279
799,0.0001882546875100388,0.0,0.09246289059519767,6392000,191.31,-5.05647943873555e-05,1.385967981815338,487,0.011162783397442503,4.0,1.56,-2.5623669987916946
800,0.0001466148006892354,0.0,0.09905843439511955,6400000,180.65,0.00010344842412450817,1.3859026563167571,487,0.0147503023284082,3.1000000000000085,1.32,-0.09511381149291992
801,0.0001587628799018148,0.0,0.09813985295593738,6408000,175.94,-1.4315971784526482e-05,1.38603417634964,487,0.012860969649488964,3.0,1.2,-0.4057351690530777
802,7.70832140182165e-05,0.0,0.077298843273893,6416000,179.93,1.515113912319066e-05,1.3859243881702423,487,0.012483710486767522,3.0,1.28,0.07458713948726654
803,0.0003525006071208736,0.0,0.12537610206753017,6424000,187.93,-4.7109609295148405e-06,1.3860861158370972,487,0.018574422836496934,4.0,1.5,0.6366856372356415
804,0.00037709881621026395,0.0,0.14072728760540484,6432000,187.1,8.658389792799426e-05,1.385744082927704,487,0.01948084305520648,4.0,1.48,-1.757801256775856
805,0.0002395271147645417,0.0,0.11439507212489844,6440000,189.6,-1.1872707545990125e-08,1.3855572891235353,487,0.013995911881661674,4.0,1.52,-0.7607044214010239
806,0.00013852127982829642,0.0,0.09150144699029625,6448000,182.76,-4.757833028179448e-05,1.3859294283390045,487,0.011733690785900091,4.0,1.37,-0.6463584697246552
807,3.62080885844307e-05,0.0,0.06124019744805992,6456000,174.41,7.283677863597405e-05,1.3862068712711335,487,0.009685010836341183,3.0,1.17,-0.8735139870643616
808,6.955383452293517e-05,0.0,0.08447052967734635,6464000,177.39,-9.098463506234112e-05,1.3861334276199342,487,0.014311530457296202,3.0,1.21,-0.05553416132926941
809,0.00017496695148224716,0.0,0.11099478542804718,6472000,180.75,-3.515158256050199e-05,1.386093374490738,487,0.015194255645201897,3.0,1.31,-3.161002051234245
810,0.0001677856115566101,0.0,0.11002772603183984,6480000,177.41,3.6307322970969836e-05,1.3859047400951385,487,0.016245113193566016,3.0,1.24,-1.4081130856275559
811,0.00014870704739351482,0.0,0.09263020825572311,6488000,170.36,4.414509240177722e-05,1.3861516869068147,487,0.013795360907294685,3.0,1.09,-1.5776419484615325
812,0.00026485932954244617,0.0,0.1251609474606812,6496000,176.05,6.811516715970355e-05,1.3855586433410645,487,0.017568918626200084,3.0,1.22,-1.0976493340730666
813,0.0001441363883111535,0.0,0.09448546947911382,6504000,184.95,-9.763129710336216e-06,1.3852909862995149,487,0.012679614158597365,4.0,1.4,-0.7909715580940246
814,0.00010023466035150364,0.0,0.08197497290093451,6512000,177.17,-3.675955216579041e-05,1.3860788202285768,487,0.012913217356204987,3.0,1.23,-1.4415122950077057
815,5.159759395041874e-05,0.0,0.07151642418466508,6520000,168.75,2.8031782785546967e-05,1.3861627864837647,487,0.010952476250365438,3.0,1.02,-0.2221434807777405
816,0.00017267099469336244,0.0,0.09768268414773047,6528000,176.25,-2.545687314523093e-05,1.38604416847229,487,0.015010009389252494,3.0,1.16,-0.12677960872650146
817,0.0001994425300676994,0.0,0.10051248982548713,6536000,181.18,1.8280405311088544e-06,1.3859025096893312,487,0.014824344433985772,3.0,1.32,-0.04120027244091034
818,6.443110239501949e-05,0.0,0.07604102107696235,6544000,181.16,7.81671260483563e-06,1.386000919342041,487,0.010846556853077331,3.0,1.32,-0.1357364100217819
819,0.00014263754956800768,0.0,0.10751907265745103,6552000,183.75,3.541100064467173e-05,1.3860916793346405,487,0.016400774187017866,3.0,1.35,-2.88812485396862
820,7.078080298981603e-05,0.0,0.07196753245778381,6560000,173.83,1.200400718516903e-05,1.3861406779289245,487,0.011205269810550467,3.0,1.16,-1.5973418653011322
821,0.00045577588226876744,0.0,0.15037912220694125,6568000,172.39,0.00029689551098272205,1.3857460927963257,487,0.021688851256888103,3.0,1.13,-1.5472597897052764
822,0.00016723768538668083,0.0,0.11939824444241821,6576000,183.3,-0.0003174684237319525,1.3854989612102508,487,0.015572174173279498,4.0,1.41,-1.8239066177606582
823,0.0001469336860770909,0.0,0.09690024019218982,6584000,181.16,7.197273182100616e-05,1.3859753215312958,487,0.01333082139997094,4.0,1.38,-1.094003843665123
824,0.00011401286569252989,0.0,0.09310152895748615,6592000,175.65,-8.334410429597483e-05,1.3860689675807953,487,0.015876875183496723,3.0,1.22,-0.1840383940935135
825,0.0002508618855125633,0.0,0.11911295064724982,6600000,182.04,8.894609656181274e-05,1.3855961489677429,487,0.0166054215187673,3.1000000000000085,1.38,-65.4833863323927
826,7.889879054516769e-05,0.0,0.08230420240201056,6608000,178.99,1.2966460672032553e-05,1.3859852755069733,487,0.012690560464930714,3.1000000000000085,1.28,-1.6023104029893875
827,0.000169593877664056,0.0,0.1115362953208387,6616000,173.6,-3.727270261151716e-05,1.3860170769691467,487,0.016820754193503172,3.0,1.15,0.336035350561142
828,0.0001169064822519772,0.0,0.07461912750266492,6624000,175.66,6.842400907771662e-06,1.3859402227401734,488,0.010500069133704146,3.0,1.21,-0.8291381400823593
829,0.0002834454895332783,0.0,0.12623945352621377,6632000,179.62,0.00013818206782161723,1.3856338047981263,488,0.019374944902847593,3.0,1.32,-3.1155733478069307
830,0.00024193847363960686,0.0,0.10698854694142938,6640000,183.21,-5.08248256664956e-06,1.3853507030010224,488,0.015069877126718825,3.0,1.44,-0.44906436383724213
831,0.0005891024434458813,0.0,0.1715447272732854,6648000,190.08,8.680737555550878e-06,1.385915331840515,488,0.024812615233554852,3.1000000000000085,1.6,-282.2281987595558
832,9.737295435797932e-05,0.0,0.0906010103225708,6656000,179.54,6.706162927002879e-05,1.3861836326122283,488,0.012568671532318514,3.0,1.33,-2.852028673887253
833,0.00040883712185916463,0.0,0.14612474215216933,6664000,179.02,-0.0003021507649719979,1.3860656762123107,488,0.02003892473073852,3.0,1.27,0.012031279802322388
834,8.872825574428589e-05,0.0,0.08857005511410534,6672000,178.93,0.000230795432005948,1.385794084072113,488,0.012441661340522278,3.0,1.27,-0.2777721297740936
835,0.0002347957588153804,0.0,0.10513595824129879,6680000,175.23,0.00013388108294748235,1.3860383057594299,488,0.013775266149321952,3.0,1.19,-1.3434241634607316
836,0.0006797032824783856,0.0,0.18835083428770305,6688000,187.6,-0.0003637458755110856,1.3861164200305938,488,0.027138213822624074,4.0,1.52,-0.14774832546710967
837,0.0009013323129261153,0.0,0.2196037457510829,6696000,202.68,0.00015301409837320534,1.3860101199150086,489,0.026605823118293882,4.0,1.97,-17.145724625587462
838,0.00011061504843610238,0.0,0.09849200617522001,6704000,192.98,-2.7227268992646715e-05,1.386187174320221,489,0.013706259423976505,4.0,1.67,-0.7095848137140274
839,0.0001864227956968989,0.0,0.11089186177589,6712000,182.53,-2.7092760865343735e-06,1.386086835861206,489,0.015386475193076994,4.0,1.35,-0.8610069686174393
840,0.0003770360167953868,0.0,0.12140296106226742,6720000,184.11,-0.00011916761242900975,1.386116327047348,489,0.017079758199363557,4.0,1.41,-0.35341767251491546
841,0.00013555046294982275,0.0,0.08602507660165429,6728000,186.04,3.143519181321608e-05,1.3861634588241578,489,0.010478086358865128,4.0,1.45,-1.4438930940628052
842,0.00020986012625172633,0.0,0.1050806463137269,6736000,182.52,-2.3205637407954782e-05,1.3859990751743316,489,0.01341904695599388,3.0,1.38,-2.398360611796379
843,0.00027903738993359186,0.0,0.14993765042163432,6744000,184.17,6.217181813553906e-05,1.3860236418247223,489,0.021747523149883957,3.0,1.4,-1.6687448227405548
844,0.0004993979234910739,0.0,0.15483830296434462,6752000,193.26,3.9604322603281615e-05,1.3859802734851838,489,0.02215388836080138,4.0,1.69,-0.8255763322114944
845,0.0001152355166561847,0.0,0.07485386716201901,6760000,184.71,1.7074449513074796e-05,1.3861291658878327,490,0.009265968514559722,3.0,1.48,-1.576997566819191
846,0.00035426202583835223,0.0,0.1379269548598677,6768000,174.3,-4.433320535099483e-05,1.3859136343002318,490,0.01783853271522112,3.0,1.15,-0.4377198976278305
847,6.19496188960511e-05,0.0,0.06773829895071685,6776000,182.15,-3.364443946338724e-05,1.386155185699463,490,0.009753851065176613,3.0,1.36,-0.36664438009262085
848,0.0003530940767086577,0.0,0.12872101189568638,6784000,179.48,-1.9228980818297714e-05,1.385956553220749,490,0.01861063520747421,3.0,1.33,0.6147567921876907
849,0.00021830564429819787,0.0,0.1168704144936055,6792000,179.5,3.139666456632995e-05,1.3856015384197236,490,0.014693381716149239,3.0,1.34,-2.3924233824014665
850,5.776218615324069e-05,0.0,0.0759970951359719,6800000,184.0,7.474799112969777e-05,1.3861114370822907,490,0.009996719870448954,3.0,1.46,0.12996542155742646
851,0.00011921961925111191,0.0,0.09025034286081791,6808000,178.4,-2.580375978141092e-05,1.386118494272232,490,0.014298913869794611,3.0,1.26,-0.9513096475601196
852,0.00016127592031068617,0.0,0.10346136185340583,6816000,175.91,5.4344422060239595e-05,1.3860014379024506,491,0.014783833794014354,3.0,1.2,-0.15378023326396942
853,0.00039934757441244527,0.0,0.13717025126330554,6824000,176.4,-3.286208404460922e-05,1.385960546731949,491,0.020432865964004607,3.0,1.23,-2.0772990161180496
854,6.634736684475228e-05,0.0,0.07202546491287648,6832000,178.81,3.7232554846013954e-05,1.3860638594627381,491,0.009338015310000223,3.0,1.26,-0.5667851263284683
