epoch_idx,value_loss,P01:episode_rewards,advantage_norm,frames,episode_length,policy_loss,policy_entropy,fps,grad_norm,P09:episode_rewards,PMM:episode_rewards,explained_variance
344,0.0004174308148878936,0.0,0.15363581801764667,2752000,189.54,-4.670779831940308e-05,1.3859612035751343,483,0.02212808382770772,4.0,1.58,-0.8235204154253006
345,0.0003342603848818726,0.0,0.14555605076253414,2760000,175.74,9.212886003297172e-05,1.3860589957237244,483,0.023110246327105087,3.0,1.23,-1.8711096346378326
346,0.0002701603842660916,0.0,0.13850705454126,2768000,175.67,-2.3695302224950865e-05,1.3858214473724366,483,0.019692127150552075,3.0,1.27,-1.3149304687976837
347,0.00031732052587813087,0.0,0.14338202704675496,2776000,177.12,-9.471175440012303e-05,1.3860308146476745,483,0.02304753348775828,3.0,1.27,-0.7406403136253357
348,0.00048151630854817993,0.0,0.16403788553550838,2784000,177.8,0.00018735910998657346,1.3859448885917665,483,0.022182491116175776,3.0,1.27,-39.13847760975361
349,0.0002829262484783612,0.0,0.12206611827947199,2792000,176.54,-8.93639603509655e-05,1.3859111714363097,483,0.017079177216736775,3.0,1.3,-0.7298369002342224
350,0.00022108359430831115,0.0,0.13811179071664811,2800000,180.67,0.0001984054328931961,1.385977578163147,483,0.021601333624521223,4.0,1.36,-0.46433511793613436
351,0.00015234833863019047,0.0,0.09886388677172363,2808000,182.34,-0.00013830072274913617,1.385987889766693,483,0.014830205935869076,4.0,1.36,-0.5230406188964843
352,0.0002983145900418549,0.0,0.1313982792198658,2816000,185.91,9.404908058058937e-05,1.3859278297424316,483,0.021062641608015138,4.0,1.47,-1.7977885049581528
353,0.0001858248575297239,0.0,0.10882319261319935,2824000,178.97,-3.518203711792012e-06,1.38584921002388,483,0.01664486968976944,4.0,1.3,-1.2523388540744782
354,6.533859059459245e-05,0.0,0.07306816281750798,2832000,169.06,-4.942253082845127e-05,1.386145145893097,483,0.012565057457887031,3.0,1.03,-1.796933417916298
355,0.0003920974575839864,0.0,0.14238551488146187,2840000,168.18,-1.980779503355734e-05,1.3860770380496978,483,0.022598522399735782,3.0,1.03,0.11693856537342072
356,0.0002769069744397257,0.0,0.123806188153103,2848000,175.12,8.587573869590414e-05,1.386013194322586,483,0.017206928670218592,3.0,1.24,-3.117973301410675
357,0.0003168609842020942,0.0,0.1528094805404544,2856000,186.77,-7.842344051823602e-05,1.3861522424221038,483,0.020869458303766693,3.0,1.51,-1.1047205924987793
358,0.0003481732060754439,0.0,0.1472822306677699,2864000,184.19,9.142658993368968e-05,1.3856710386276245,483,0.02278688209598555,3.0,1.42,-0.6687250399589538
359,0.0002665672071418612,0.0,0.1423520622216165,2872000,190.56,6.000385532388464e-05,1.3858675789833068,483,0.021363799087131697,4.0,1.56,-1.9635220390558243
360,0.00017730506442092064,0.0,0.09483360686339438,2880000,181.05,-6.94872165331617e-05,1.3860551917552948,483,0.012581629322863249,3.0,1.3,-3.8327071750164032
361,0.0005938649870290646,0.0,0.17190410024486483,2888000,175.1,0.00016702054970664903,1.3857517695426942,483,0.023535977027825124,3.0,1.18,-2.0666078543663025
362,0.0006384785822478989,0.0,0.1839586562011391,2896000,183.21,2.0668266206484986e-05,1.3858664119243622,483,0.026805717313337394,3.0,1.41,-2.4632077050209045
363,0.00035246351564069303,0.0,0.15770409805700183,2904000,184.42,-1.413414312992245e-05,1.3856320703029632,483,0.02071172123073122,4.0,1.49,-1.3570842397212983
364,0.00028754905764344585,0.0,0.1467776696756482,2912000,187.88,0.00010036138274699624,1.3856649053096772,483,0.022201391788375876,4.0,1.58,0.45495457291603086
365,0.00024825734365322203,0.0,0.12238993954844773,2920000,189.64,-6.803419171774294e-05,1.3855678367614745,483,0.016933055755472094,4.0,1.59,-0.2756369882822037
366,0.0003523658774247451,0.0,0.14684650756418705,2928000,183.84,0.00026384834660348133,1.3858510076999664,483,0.024480194460669583,4.0,1.5,0.06803035914897919
367,0.00022356542428212834,0.0,0.10849969708360732,2936000,178.58,-0.00029306942831453854,1.3858364999294281,483,0.01473520131395525,3.0,1.35,-1.3104567903280258
368,0.0005811306352006795,0.0,0.16054588499478994,2944000,175.79,5.7922016130760314e-05,1.3855414819717407,483,0.02510374067467236,3.0,1.27,-0.32436256647109984
369,0.00014001181733306112,0.0,0.10824746375903488,2952000,189.26,2.3758023635309654e-05,1.3859630692005158,483,0.01664943400505417,4.0,1.58,0.06328570067882539
370,0.0005421688302726579,0.0,0.17647533778101207,2960000,198.4,-9.211389644406154e-05,1.3858309197425842,483,0.02901223057219338,4.0,1.79,-4.446293458938599
371,0.00035082173858654644,0.0,0.15655151185579597,2968000,183.34,-9.945499026798643e-05,1.3853996288776398,483,0.02350831832396277,3.0,1.42,-5.950390583276748
372,0.0006559037584679573,0.0,0.19520907168276608,2976000,178.69,0.0001384777756720723,1.385457170009613,483,0.029722102944828105,3.0,1.28,-0.8917843425273895
373,0.00026432246535705416,0.0,0.12112660335376858,2984000,182.53,-3.781646762945457e-05,1.3855397391319275,483,0.015957223088035776,3.0,1.35,-0.5770919489860534
374,0.0002563709543926507,0.0,0.12894159222021698,2992000,178.75,5.6239898203784836e-05,1.385624748468399,483,0.01852751981086415,3.0,1.29,-1.4689367932081223
375,0.00016585332721547275,0.0,0.10127829100936651,3000000,173.17,-0.00011031510657630861,1.385667737722397,483,0.014674543217371936,3.0,1.16,-0.6855897361040115
376,0.0003023919648990159,0.0,0.1340256426297128,3008000,174.73,5.580167460720986e-05,1.3859198594093323,483,0.019487562502695323,3.0,1.22,-0.23012093126773833
377,0.00010447560204966066,0.0,0.09736137616448104,3016000,174.27,2.690246154088527e-05,1.3858939707279205,483,0.014958615112791925,3.0,1.22,-1.3272199541330338
378,0.0002461479815576695,0.0,0.13976727018132806,3024000,181.18,2.725601530983113e-05,1.3858436381816863,483,0.02124411556376349,3.0,1.35,-1.5876010411977768
379,0.00047756281700458205,0.0,0.17043183678761126,3032000,185.43,-6.809253565734252e-05,1.3859596574306488,483,0.02605491406578469,3.1000000000000085,1.44,0.11587191164493561
380,0.0006762729832735203,0.0,0.21494755420833825,3040000,192.78,0.0001222141272501176,1.3857107377052307,483,0.02924450574983292,4.0,1.63,-3.585430909395218
381,0.00019649224317618062,0.0,0.11189433632418513,3048000,185.65,-0.00013163957758649758,1.3859942662715912,483,0.014964470837713472,4.0,1.43,-4.71773854136467
382,0.0003015542477879762,0.0,0.1199880591314286,3056000,172.66,0.0001182437971328909,1.3860426771640777,483,0.01670653290923454,3.0,1.15,-0.37769063472747805
383,0.00032897244736886935,0.0,0.126464989380911,3064000,176.17,5.5330929026240486e-05,1.385636283159256,483,0.015995241506181816,3.0,1.26,-0.4889428502321243
384,0.00031999987890458215,0.0,0.1547241007257253,3072000,180.64,-8.03368916240288e-05,1.3855998945236205,483,0.02364296636736662,3.0,1.32,-1.2295470476150512
385,0.00013544710766836944,0.0,0.0985231434367597,3080000,174.9,-7.848854220355861e-06,1.3859861958026887,483,0.0144669414750145,3.0,1.16,-0.9993328475952148
386,0.00013269154217596224,0.0,0.09467527894303203,3088000,169.4,8.243270087405108e-05,1.386069962978363,484,0.013912233143194513,3.0,1.06,-0.6590590476989746
387,0.0002692082289786413,0.0,0.1425478227622807,3096000,184.67,-0.00013791544901323505,1.3858501756191253,484,0.022900267359495352,3.1000000000000085,1.41,0.1731940531730652
388,0.0003575616789277092,0.0,0.14247771546244622,3104000,189.14,0.00010661428876119317,1.385866221189499,484,0.019959428424600006,4.0,1.51,-0.26105518817901613
389,0.0003852161122659936,0.0,0.15459830606356262,3112000,182.55,-0.00010099782572069671,1.385925909280777,484,0.020525175047800777,4.0,1.38,-2.4471860522031785
390,0.00016950660913948922,0.0,0.10653331542387605,3120000,173.59,7.502474145439919e-05,1.3860849344730377,484,0.015606773050582034,3.0,1.14,-1.3393812686204911
391,0.00032082408290307285,0.0,0.14006031228229404,3128000,174.89,8.192325549316592e-06,1.3860802018642426,484,0.02316380498939146,3.0,1.17,-0.4790365439653397
392,0.0004017814560052102,0.0,0.14726275481283665,3136000,187.64,-4.0069022397801745e-05,1.3858490562438965,484,0.019118325554101215,4.0,1.53,-1.0090932905673982
393,0.0001395420105438916,0.0,0.10488579221069813,3144000,187.32,-4.361296001661685e-05,1.3861480391025542,484,0.013907768835021156,3.0,1.53,-0.49986243307590483
394,0.00041046749138843095,0.0,0.1462872054707259,3152000,183.06,-1.1693331944115925e-05,1.3860040032863616,484,0.0200740656780069,3.0,1.4,-10.072032010555267
395,0.0002802128511410729,0.0,0.1278705479763448,3160000,180.52,6.991586000367534e-05,1.3860111212730408,484,0.017662275849301877,3.0,1.37,-1.6368676525354386
396,0.0001685915056111753,0.0,0.11079984210431576,3168000,179.08,3.310538493678905e-05,1.3860514843463898,484,0.01898028402024924,3.0,1.31,-0.193947132229805
397,0.00017339838289331055,0.0,0.1050201210193336,3176000,181.13,9.58290434027731e-06,1.3861079692840577,484,0.014937091828433531,3.0,1.3,-3.4225572407245637
398,0.00023926582464810055,0.0,0.12618521895259618,3184000,180.49,-1.5349498062278145e-05,1.386089153289795,484,0.01995878576911727,3.0,1.28,-0.28582599222660066
399,0.0004146326846642978,0.0,0.16262135161086916,3192000,194.09,-5.730342212700634e-05,1.385556961297989,484,0.023947460315977446,4.0,1.65,-0.3651549470424652
400,0.00016933947971665476,0.0,0.12640065317973495,3200000,188.36,9.602674364941777e-05,1.3853752183914185,484,0.017040018374553465,4.1000000000000085,1.57,-0.606929458975792
401,0.0005175296588720357,0.0,0.19793992523103954,3208000,174.98,-5.089194746688008e-06,1.3859558427333831,484,0.03659325108221295,3.0,1.25,-1.6979249036312103
402,0.00047806465410644706,0.0,0.15879998387768865,3216000,180.22,1.8694300997594837e-05,1.3858515751361846,484,0.020696070234103626,3.0,1.39,-1.0279230600595475
403,0.0002611301744411776,0.0,0.1333884206134826,3224000,184.4,-2.2227044755709358e-05,1.3858463490009307,484,0.01843131540038263,3.0,1.47,-0.5264442932605743
404,0.00023371486715632273,0.0,0.1163463106751442,3232000,179.29,-2.6918437688436823e-05,1.3860056829452514,484,0.016303833651877316,3.0,1.32,-0.8118153059482575
405,0.0003652635685568839,0.0,0.12949890873394906,3240000,183.07,-6.001237423333805e-05,1.3856829738616943,484,0.01785243990405149,4.0,1.4,-0.4374880224466324
406,0.00020570792677062854,0.0,0.11699603560380638,3248000,182.74,0.00011854289443363086,1.3859488928318024,484,0.01761502049895848,4.0,1.38,-0.6794125616550446
407,0.00031726306598102384,0.0,0.1340115678217262,3256000,178.7,2.236393775092438e-06,1.3861437773704528,484,0.01964554103145284,3.1000000000000085,1.25,-0.6832163274288178
408,0.00020504532485176696,0.0,0.10946002600714565,3264000,182.14,7.524591892433818e-05,1.3859412837028504,484,0.014423709326537052,4.0,1.34,-0.5744693470001221
409,0.00042402234871929067,0.0,0.15066775273531674,3272000,182.63,-0.00018551905232015996,1.3857194221019744,484,0.02207667099858482,3.0,1.37,0.1909417462348938
410,0.0005228696917765773,0.0,0.156924217492342,3280000,183.6,0.00011622835496382323,1.3860209202766418,484,0.022414114130111056,3.0,1.38,-24.115604845285414
411,0.000390706975078956,0.0,0.1581559064052999,3288000,184.85,-0.00016410534210081095,1.3854459095001221,484,0.021048236566287223,4.0,1.42,-1.395520082116127
412,0.0005704618077857048,0.0,0.184121918566525,3296000,186.09,-4.043294298753608e-05,1.385549213886261,484,0.028421359032306873,4.0,1.5,-1.1384843927621842
413,0.00017819342731911547,0.0,0.09869068850763142,3304000,182.42,7.558992165286327e-06,1.3861680948734283,484,0.013529714048070208,3.1000000000000085,1.37,-1.4820137459039688
414,9.792536789063889e-05,0.0,0.08970554900355637,3312000,178.97,-8.757960895309225e-06,1.3861688601970672,484,0.013092779858896189,3.1000000000000085,1.25,-0.2963531625270843
415,0.00014749901709024016,0.0,0.11199799243360758,3320000,179.18,-2.3078038539097178e-05,1.3861655294895172,484,0.018120806173446014,3.0,1.28,-1.1685891652107239
416,0.0002715554963674549,0.0,0.14409598140046,3328000,178.5,-3.511500533477374e-05,1.3856758654117585,484,0.02165061067288575,3.1000000000000085,1.26,0.18008082151412963
417,0.00038636433957776715,0.0,0.14890119592659176,3336000,182.6,-3.157814537189552e-05,1.3852741599082947,484,0.024164760551956092,3.1000000000000085,1.36,-1.054316754937172
418,0.00019507044245756333,0.0,0.11652801813557744,3344000,181.22,0.0001169305538496701,1.3851427173614501,484,0.015540878198917996,3.0,1.36,-2.893292003273964
419,0.00024138112726632244,0.0,0.11573628533631564,3352000,181.04,-1.2528357256087475e-05,1.3860206007957458,484,0.015559925783958886,3.0,1.4,-0.42576448261737826
420,0.00023223465113574092,0.0,0.12285979523323476,3360000,180.13,-0.0001150597442756407,1.3860316836833955,484,0.01985017440304728,3.0,1.35,-0.20111774682998657
421,0.0002589985006443385,0.0,0.13798961147665978,3368000,174.76,2.9346555766096572e-05,1.3858894836902618,484,0.021226414969553978,3.0,1.16,-1.997441788315773
422,0.00027967059756747406,0.0,0.13624261809512972,3376000,178.94,-1.218656721221123e-05,1.3858679640293121,484,0.020392499263410153,3.0,1.26,0.6052660477161408
423,9.088083756353171e-05,0.0,0.08597432339563965,3384000,181.43,9.698458459752147e-05,1.3860420930385589,484,0.011550841035458684,3.0,1.33,-1.6152130901813506
424,0.00033859272800498277,0.0,0.11852783474139869,3392000,167.95,-1.9543424568837507e-05,1.3859943151474,484,0.01714107109909692,3.0,1.05,-103.44382570147515
425,8.597366039225562e-05,0.0,0.08624356369487941,3400000,170.87,-8.494786543451482e-05,1.3856590592861175,484,0.013151162003528404,3.0,1.11,-0.7524871230125427
426,0.0001802703432429098,0.0,0.11767583275213837,3408000,182.02,5.402627048169961e-06,1.3860432136058807,484,0.017756184303016776,3.0,1.35,-0.5635111451148986
427,0.0005165574716011179,0.0,0.1786488474905491,3416000,191.86,7.411269063595683e-05,1.385445773601532,484,0.02528063943334677,4.0,1.59,0.15076929330825806
428,0.000505906193023975,0.0,0.14303939977660776,3424000,186.46,-0.0001760647280025296,1.3856117963790893,484,0.020610979545459006,4.0,1.48,-3.901074007153511
429,0.00017902106220276436,0.0,0.10373723326250911,3432000,168.4,-2.1456766189658085e-05,1.3859984374046326,484,0.013202616503443758,3.0,1.05,-0.667352420091629
430,0.00027636071504275603,0.0,0.1368321917206049,3440000,180.17,3.584566518838983e-05,1.3857775795459748,484,0.022344176218947954,3.0,1.31,0.024339532256126405
431,0.00022941092117662265,0.0,0.11124445494264364,3448000,192.96,-6.247803949918307e-05,1.3859128856658935,484,0.01546672351615664,4.0,1.62,-0.2368057769536972
432,0.0005740413082969553,0.0,0.16534820186905563,3456000,190.59,5.634105700664805e-06,1.3859350848197938,484,0.02211131903937496,4.0,1.58,-29.972343254685402
433,0.00025104096217432926,0.0,0.12924547428265215,3464000,188.36,-9.534681972581893e-05,1.3860882496833802,484,0.018590916440460382,3.1000000000000085,1.48,-4.062530088424682
434,0.0005665071572752823,0.0,0.1881162955611944,3472000,187.75,0.00016442892672785092,1.3857826459407807,484,0.02669582363073548,4.0,1.5,-38.19390040695667
435,0.00016324211140499755,0.0,0.12194002352654934,3480000,187.03,-6.426094660128001e-06,1.3858511459827423,484,0.01730645853028919,4.0,1.54,-4.871314604282379
436,0.00023376307540956987,0.0,0.11865844624117017,3488000,183.66,-2.2008352243574335e-05,1.386015899181366,484,0.019459150431102537,3.0,1.39,0.5099083685874939
437,0.0002622683248773683,0.0,0.13418710658326746,3496000,185.9,-2.4404480973316823e-06,1.3860120475292206,484,0.02097703248119406,3.0,1.43,-0.3509398007392883
438,0.00013745559703238542,0.0,0.08608385282568634,3504000,179.73,-2.893101783229213e-05,1.3860971820354462,484,0.010639188152888873,4.0,1.31,-1.9139812898635864
439,0.00014811938931870826,0.0,0.11018362841568888,3512000,175.18,-1.3333214446902275e-05,1.3859409379959107,484,0.01834170092415186,3.0,1.18,-3.1238918352127074
440,0.00026940124952602674,0.0,0.1489611458964646,3520000,187.77,1.3648062595166266e-05,1.3860051000118256,484,0.02224923731475657,4.0,1.46,-0.29106151282787324
441,0.0003250288475533125,0.0,0.1438763827830553,3528000,193.26,-0.00012143631893877682,1.3852728605270386,484,0.02020228813470363,4.0,1.69,0.23495692610740662
442,0.00021962625187029516,0.0,0.11146875023841858,3536000,185.54,2.3288000447792002e-05,1.385191023349762,484,0.015032711908641633,4.0,1.54,-0.3909178799390793
443,0.0002941690932493657,0.0,0.12613742592744528,3544000,175.19,-2.300658625244978e-05,1.3858183932304382,484,0.01642696071700403,3.0,1.27,-0.6077494895458222
444,0.00012487856685197585,0.0,0.08725455243140459,3552000,170.89,1.2052337842760608e-06,1.386130121946335,484,0.012121903896436049,3.0,1.19,0.09975308775901795
445,0.00019182211129191275,0.0,0.11960952630266547,3560000,179.25,5.851737369084731e-06,1.385973345041275,484,0.020275312441334018,3.0,1.35,-2.204776640534401
446,0.0003340828947148111,0.0,0.15206273695454,3568000,181.3,-2.5463876008871013e-05,1.3854379391670226,484,0.021556492271890684,3.0,1.33,-1.1154879033565521
447,0.00038505772351754786,0.0,0.1604487376846373,3576000,184.69,-2.9966877482365815e-05,1.38571923494339,484,0.022770806861421078,3.0,1.45,-1.6242550486326217
448,0.00040313651890755864,0.0,0.16134654414840044,3584000,185.23,1.127864057707484e-05,1.3857882404327393,484,0.022162939461046922,4.0,1.52,-0.7896225464344024
449,0.00013998952395240848,0.0,0.09271916650235652,3592000,181.14,-4.5828443426216836e-05,1.3859214520454406,484,0.01243369956121219,4.0,1.35,-0.5056541764736175
450,0.0002271620497845106,0.0,0.12077384994365276,3600000,180.77,3.906275080225896e-05,1.3860204327106476,484,0.017896341202718796,3.0,1.27,-0.6662851893901824
451,0.00014726878665555888,0.0,0.11267667163163424,3608000,177.03,5.465304384415503e-06,1.3860416507720947,484,0.018272808795635226,3.0,1.23,-1.7044341212511063
452,0.00016732343108685654,0.0,0.10967301378026605,3616000,177.67,5.490923496836331e-05,1.3860491406917572,484,0.01667892805013186,3.0,1.29,-3.0102602297067644
453,0.0004188527751807669,0.0,0.16716263448819518,3624000,184.17,-8.210670326661784e-05,1.385140129327774,484,0.02350671957314253,4.0,1.43,-2.063002031445503
454,0.00039905967496679296,0.0,0.17073916079476475,3632000,185.72,-2.333787682800903e-05,1.385538672208786,484,0.024581106278528095,4.0,1.41,-0.9145924973487854
455,0.0003693008229811312,0.0,0.14432515002787114,3640000,185.89,-3.128756588921533e-05,1.3860905909538268,484,0.020795390522860786,4.0,1.42,-3.4219893014430998
456,7.11530036574004e-05,0.0,0.08275317652150989,3648000,176.37,-3.015600923390593e-06,1.3861500442028045,484,0.011138775817423,3.0,1.21,-0.9645753961801529
457,0.00023649405043784099,0.0,0.11526078106835484,3656000,176.79,-0.00019142035473123541,1.3858035588264466,484,0.016213237981327636,3.0,1.23,-0.8319922882318497
458,0.00013163701265511918,0.0,0.08890918184071779,3664000,170.7,0.00015216598636470736,1.3860371100902558,484,0.013120781292509124,3.0,1.09,-0.5106207954883576
459,0.0004952371424008106,0.0,0.16723155683837831,3672000,170.35,-5.373743544623721e-05,1.3858154344558715,484,0.025106183599256298,3.0,1.13,-1.110746025443077
460,0.00017807213465744097,0.0,0.10718262777663767,3680000,175.81,7.420996230393939e-06,1.3858196210861207,484,0.014649778259518041,3.0,1.26,-0.9262584221363067
461,0.0004295346545285383,0.0,0.1331199725624174,3688000,177.07,-0.00011074976909185352,1.3853138828277587,484,0.01986913924256843,4.0,1.27,-1.449847915172577
462,0.0002554956494907401,0.0,0.13100466737523675,3696000,186.39,8.411917336161423e-05,1.3857787728309632,484,0.017445844528219324,4.0,1.56,-0.29176788866519926
463,0.0004506886625927109,0.0,0.16905259184539317,3704000,179.42,5.695237950931187e-05,1.3856487965583801,484,0.02526693017184191,4.0,1.39,-1.4488780671358108
464,0.00020620186309201925,0.0,0.11066278739832341,3712000,174.21,1.686382449406665e-05,1.3859916830062866,484,0.014288734184283844,3.0,1.23,-1.3329164361953736
465,0.00044795657520353417,0.0,0.15853279100731016,3720000,180.42,3.577806171961129e-05,1.3854837715625763,484,0.023245599040843383,3.0,1.31,-0.2506093275547028
466,0.0003087018589735635,0.0,0.13613364597782493,3728000,184.96,-3.469027054961771e-05,1.3851328539848327,484,0.01959146210804038,4.0,1.42,-0.9227101999521256
467,0.00024495139140526587,0.0,0.1164213121496141,3736000,184.99,4.297838182537817e-05,1.3854559457302094,484,0.015244593928550472,4.0,1.42,-1.1215411275625229
468,0.0001975195691090903,0.0,0.12221646593883634,3744000,187.96,4.484951401536818e-05,1.3861414909362793,484,0.0186824999705746,4.0,1.48,-0.33866139948368074
469,9.05784385906827e-05,0.0,0.08776359222829341,3752000,180.15,-7.281752899871208e-05,1.3861122715473175,484,0.013899433009362118,3.0,1.3,-0.4878560763597488
470,0.0008127347173183352,0.0,0.23344501599669457,3760000,180.15,2.2366260236594824e-06,1.385767172574997,484,0.034501373938238,3.0,1.36,0.5377455949783325
471,0.0003882041809561088,0.0,0.15239428733475507,3768000,190.08,0.000192334963594476,1.385873429775238,484,0.019412186432717568,4.0,1.61,-1.0164801239967347
472,0.0002725928742989936,0.0,0.11898723928257823,3776000,184.77,-0.00014614889259974008,1.3858647811412812,484,0.016550326081511545,4.0,1.44,-4.664411982893943
473,0.0003145513157392088,0.0,0.12673762758262455,3784000,173.36,8.885388044291176e-05,1.385824601650238,484,0.017727631150027685,3.0,1.18,-1.528312669992447
474,8.985355015056484e-05,0.0,0.08418659314513206,3792000,170.28,-3.169411462295102e-05,1.3858226263523101,484,0.01249218992281312,3.0,1.08,-1.6546233993768693
475,8.113185398087807e-05,0.0,0.09249692801386118,3800000,168.81,1.2773352318617981e-05,1.385969454050064,484,0.01522985082851623,3.0,1.04,0.2527285635471344
476,0.0002927935793229608,0.0,0.14239136059768498,3808000,179.18,-5.848267192050116e-05,1.3860647261142731,484,0.022817396170443073,3.0,1.29,-1.246561502814293
477,0.00021097155172753902,0.0,0.10932919173501432,3816000,189.35,3.2766578515293075e-05,1.3860300433635713,485,0.015335644482761184,3.0,1.55,-2.2251385647058486
478,0.00034754577760622853,0.0,0.14625426407903433,3824000,187.18,-5.782059892226244e-05,1.3858214700222016,485,0.02087809315511623,4.0,1.52,-0.4515582603216171
479,0.00013046799567177912,0.0,0.10166076082736254,3832000,179.86,-3.836296877125278e-05,1.3858096766471864,485,0.015137878843798478,4.0,1.35,0.04215001165866852
480,0.00023379250219875302,0.0,0.11232330775819718,3840000,174.78,1.6054910136062973e-05,1.3857813251018525,485,0.01537417487553942,3.0,1.21,-1.4279240244626998
481,0.00026517720042647854,0.0,0.11350823437795043,3848000,179.83,9.15817321583745e-06,1.3860035395622254,485,0.017557357060200108,3.0,1.33,-1.225973467230797
482,0.0005861949538876843,0.0,0.17286800246685743,3856000,175.44,8.341769498656503e-05,1.3859845066070557,485,0.026339115391961928,3.0,1.22,-0.1864335173368454
483,0.00014981159403589572,0.0,0.11144224554300308,3864000,181.06,5.400070838732063e-05,1.385750094652176,485,0.013711303400620515,3.0,1.42,-0.43987237095832826
484,0.00012886392538661085,0.0,0.07918458859436214,3872000,179.34,8.33151916776842e-05,1.386129606962204,485,0.010551063063048753,3.0,1.37,-0.8566351604461669
485,0.00012392717445322888,0.0,0.08604166376404464,3880000,169.08,-0.0002283609348523896,1.3860991501808166,485,0.012991985166070847,3.0,1.04,-0.04200478792190552
486,0.00018127851068356905,0.0,0.1136014492623508,3888000,175.02,0.00021952673298073934,1.3859882283210754,485,0.016467029763122004,3.0,1.17,-1.0583844405412675
487,0.0008860965533926901,0.0,0.24318635266274213,3896000,185.7,-0.00033412369171855974,1.3849510908126832,485,0.03519392222846579,4.0,1.45,-0.7478355443477631
488,0.0002492532564940575,0.0,0.12529993560165167,3904000,186.38,6.794830022727183e-05,1.3850037586688995,485,0.01794924801369881,3.1000000000000085,1.51,-1.7039728444814681
489,0.0002649855706488324,0.0,0.1198464404605329,3912000,181.66,0.00010953987748507643,1.3854651045799256,485,0.017005715209672666,3.0,1.4,0.1370229572057724
490,5.7845357125643205e-05,0.0,0.07655439829453826,3920000,185.84,2.3112649555514507e-05,1.3858691906929017,485,0.01105149481674712,3.0,1.46,-0.5452858012914658
491,0.0003198863421380338,0.0,0.14355240437202155,3928000,181.03,-5.5689904911560006e-05,1.3851384019851685,485,0.02257974059609402,3.0,1.36,-1.011155259013176
492,9.832615296886615e-05,0.0,0.09041781893000006,3936000,179.33,-9.291158858104608e-06,1.3859967935085296,485,0.012514374540651322,3.0,1.3,-0.5768255215883255
493,0.00015749529966228694,0.0,0.10937046794220805,3944000,172.99,0.00016477349508022598,1.3861211669445037,485,0.016294700026164816,3.0,1.12,-2.5030972373485567
494,0.00037382309337886,0.0,0.1466024200618267,3952000,173.35,0.00011968208453254192,1.3856409358978272,485,0.02065084924723304,3.0,1.15,-2.686595088839531
495,0.000241384291509803,0.0,0.10545760518871247,3960000,172.49,-9.117554935983207e-05,1.3859230732917787,485,0.014103978382674772,3.0,1.18,-1.2930204284191131
496,0.00010458253108367898,0.0,0.09488888015039265,3968000,170.0,-9.496000548097072e-05,1.3861241042613983,485,0.015545319498379995,3.0,1.06,-2.303854240179062
497,0.00010389048076604013,0.0,0.09767063875682652,3976000,178.46,3.16355277391267e-05,1.3861372590065002,485,0.015119411128830857,3.1000000000000085,1.22,-0.391645650267601
498,0.00033771879257642466,0.0,0.1375268771033734,3984000,182.14,7.484918651243789e-05,1.3859817206859588,485,0.01947225863371374,3.1000000000000085,1.38,-0.0016107243299484254
499,0.00015974707569966996,0.0,0.10596567875705659,3992000,177.04,4.683713628764963e-05,1.3860611712932587,485,0.015267753899148712,3.0,1.26,-3.7875219666957856
500,0.0001987538968728586,0.0,0.1178339861985296,4000000,185.71,-1.2101209504180588e-05,1.3857834458351135,485,0.0164025380867018,4.0,1.44,-0.928374570608139
501,3.986845289773555e-05,0.0,0.06372732092626393,4008000,186.27,-7.718986804320593e-05,1.3859706330299377,485,0.00987475160050119,3.0,1.44,-0.3777747410535812
502,0.0005546505319512107,0.0,0.17372501546517014,4016000,178.16,0.00016619443277932078,1.3860593283176421,485,0.02371268417326644,3.0,1.23,-4.639461880326271
503,0.00014532299028303442,0.0,0.08968338374048472,4024000,173.87,7.087871108524268e-05,1.3861577916145325,485,0.012193444769243252,3.0,1.13,-2.281682103276253
504,0.0005066310268944108,0.0,0.16713012186810375,4032000,179.93,-6.895513637573458e-05,1.3856853938102722,485,0.022737608930357665,3.0,1.37,-0.5150196516513824
505,0.00011823591908949994,0.0,0.09603350496385246,4040000,180.65,-4.714401666205959e-06,1.3861794197559356,485,0.014311507808589115,3.0,1.39,-0.8362999182939529
506,0.00038903790230961023,0.0,0.14882290574721993,4048000,169.17,1.5428808364958967e-05,1.3860011160373689,485,0.022839545596135234,3.0,1.04,-0.4502096354961395
507,0.00021807480132508773,0.0,0.12007913555018604,4056000,174.57,1.15335060399957e-05,1.3858163058757782,485,0.015633995493270728,3.0,1.2,-1.763192583322525
508,0.00014708653619322832,0.0,0.09956362874247134,4064000,175.0,-0.00014947570924960017,1.3860549759864806,485,0.015431310166591767,3.0,1.21,-2.419914920926094
509,0.00022941583978081326,0.0,0.11757064141333103,4072000,170.32,-1.0726409309427254e-05,1.3858338844776155,485,0.017900703286834768,3.0,1.09,-0.7774796563386918
510,0.00044197111894618503,0.0,0.1568604581989348,4080000,180.32,2.356041906750761e-05,1.3857952547073364,485,0.022308905218007512,3.0,1.34,-0.47334190249443053
511,0.00010065985859569081,0.0,0.08144397052936256,4088000,180.47,-0.00013531461747334105,1.3860093283653259,485,0.011823788178261286,3.0,1.29,-2.5788667756319046
512,0.0004867862489902564,0.0,0.161661840332672,4096000,182.25,7.767180273731356e-05,1.3855368614196777,485,0.021975019883325023,4.0,1.32,-0.7288883394002914
