PMM:episode_rewards,policy_entropy,P09:episode_rewards,value_loss,grad_norm,policy_loss,fps,frames,advantage_norm,explained_variance,P01:episode_rewards,epoch_idx,episode_length
1.96,1.332359619140625,5.0,0.002740325984341325,0.14513833809796087,-0.0013082462047168519,472,248000,0.5475197400152684,0.9764037078619003,0.0,31,204.16
1.87,1.333500131368637,5.0,0.0025535014642809983,0.14816548919755848,-0.0012728840814725118,472,256000,0.534388956129551,0.9723633432388306,0.0,32,200.92
1.96,1.343244413137436,6.0,0.003372240613971371,0.16715635696688227,-0.001353528367362742,472,264000,0.6321104498207569,0.9682292062044143,0.0,33,200.54
2.11,1.3321338868141175,5.1000000000000085,0.002697008475079201,0.14049418970600738,-0.0009565507414117747,473,272000,0.539297693669796,0.9752158409357071,0.0,34,206.79
2.55,1.3621395778656007,9.0,0.0047278947319136936,0.2173421799813809,-0.0002808149121119641,473,280000,0.7621850971877575,0.9560908269882202,0.0,35,218.24
2.61,1.3569112253189086,9.0,0.0034332627920957747,0.16412822734762952,-0.0010460115841124207,474,288000,0.6351351384818554,0.9642369145154953,0.0,36,224.21
2.3,1.3560627055168153,6.0,0.0036659597964899147,0.1719438944770587,-0.0004938007757300511,475,296000,0.6602069950103759,0.9571505916118622,0.0,37,214.07
1.97,1.3542633330821991,5.1000000000000085,0.00398708791937679,0.16067992668606423,0.0003421923012501793,475,304000,0.6781699997186661,0.9654258620738984,0.0,38,203.32
1.97,1.3616919088363648,5.0,0.005344658126414287,0.21612383080585168,-0.0022116783013916576,476,312000,0.7909829320013523,0.9494842410087585,0.0,39,204.69
2.16,1.3508358526229858,5.0,0.002091491263709031,0.13030901992291957,0.00026262640720233323,477,320000,0.47496013283729555,0.9802053499221802,0.0,40,211.4
1.99,1.352068258523941,5.0,0.0036194691687705927,0.1698098134971153,-0.001516008678590879,477,328000,0.6361489437520504,0.9615239471197128,0.0,41,203.83
1.83,1.3410176753997802,5.1000000000000085,0.002352506368770264,0.13378459096286682,-0.0012462747460813262,477,336000,0.5181155921518803,0.9764850759506225,0.0,42,197.55
1.76,1.3327506804466247,5.0,0.003335119451076025,0.15777758511395684,-0.0015937600863253464,477,344000,0.5954550233483314,0.9681794071197509,0.0,43,196.74
1.79,1.3477626061439514,5.0,0.0030383670718583744,0.155339972088636,-0.0004262812665547244,478,352000,0.5843278758227826,0.9738554751873016,0.0,44,199.05
1.95,1.3501701319217683,5.1000000000000085,0.003563084454799537,0.16899157590828676,-0.002434463599929586,478,360000,0.619256511926651,0.9635128039121628,0.0,45,201.9
2.29,1.3517107331752778,7.200000000000017,0.0029874846196617,0.13822985179534777,0.0007077214190212545,478,368000,0.5684191140532494,0.9732203114032746,0.0,46,213.16
2.27,1.361252818107605,6.1000000000000085,0.004989671434450429,0.19567712885585986,-0.0018375442002434284,478,376000,0.785623904466629,0.9484951341152191,0.0,47,213.29
2.45,1.3693006920814514,6.0,0.0063216970860958096,0.21733479857615345,0.0008615705395641271,478,384000,0.8768729844689369,0.936778017282486,0.0,48,221.73
2.2,1.3632337927818299,5.0,0.004409582992084324,0.18406847102395862,-0.0008099763575592078,478,392000,0.7424115259945393,0.9486564153432846,0.0,49,212.18
1.8,1.364414131641388,5.0,0.0047675177513156084,0.20133134053759572,-0.0003883129053429002,478,400000,0.7685086467862129,0.9373961424827576,0.0,50,197.69
1.95,1.3621855103969573,5.0,0.0047082634287653495,0.18180782264442308,-0.0004594603581062984,477,408000,0.7561657604575157,0.9319046694040298,0.0,51,203.7
2.21,1.3632613027095795,7.1000000000000085,0.006160369172575884,0.21574776959696554,-0.0007130771680385806,477,416000,0.897730595767498,0.9257693183422089,0.0,52,210.66
2.31,1.3576488614082336,8.0,0.0040321662303176705,0.17601000365678762,-0.0010589972620709887,477,424000,0.7094567361474037,0.9529786878824233,0.0,53,211.0
2.33,1.362525337934494,8.0,0.004286417858529603,0.17716312157591438,-0.00012336173982475886,477,432000,0.7115290397405625,0.9564024996757508,0.0,54,208.96
2.25,1.3712073469161987,5.0,0.0065972289524506775,0.22224166521673247,2.9712049290537834e-05,476,440000,0.9177958118915558,0.9189297300577164,0.0,55,209.1
2.25,1.3696595990657807,5.0,0.006708382404176518,0.2335059132645564,-0.001701380111189792,476,448000,0.92398242816329,0.928427295088768,0.0,56,215.05
2.03,1.3639776635169982,5.0,0.007772201147745363,0.2610593286962573,-0.0011746129285893402,476,456000,1.0216016152501106,0.9116068923473358,0.0,57,210.56
1.9,1.3553536176681518,4.1000000000000085,0.00835414186352864,0.27971464350985337,-0.004510742274578661,475,464000,0.9339220187067986,0.9275166368484498,0.0,58,203.82
2.14,1.361885166168213,5.0,0.006616209743078798,0.22479955501352836,0.0007767607885762117,475,472000,0.8898422122001648,0.9234299737215043,0.0,59,209.16
2.59,1.3463983476161956,6.1000000000000085,0.005172623935504816,0.20528742994003926,-0.0007076781866635429,474,480000,0.8009350800514221,0.9523888283967972,0.0,60,224.24
2.46,1.353530924320221,7.0,0.0069445320853265,0.23761180845193342,-0.0005763110154657625,474,488000,0.9737017211318016,0.9240980088710785,0.0,61,220.02
2.41,1.3505363178253174,5.0,0.008568600494181738,0.27350769275166226,-0.0009130127623211593,475,496000,1.101952314376831,0.9062409484386444,0.0,62,218.63
2.65,1.3498200213909148,6.0,0.009081478823791258,0.29511899914915085,-0.0017952260278980248,475,504000,1.0911401951313018,0.9061306881904602,0.0,63,230.2
2.74,1.335453679561615,5.1000000000000085,0.009068549282383175,0.29157720370071305,-0.0013062344442369067,476,512000,1.1134881791472435,0.9095662856101989,0.0,64,236.08
3.11,1.3447837567329406,6.0,0.008337660137331114,0.2560881545414987,-0.0006331999093526974,477,520000,1.0835808345675468,0.9155099147558212,0.0,65,253.08
3.19,1.3449873781204225,6.1000000000000085,0.006642180913477205,0.22686497976644177,-0.0008706001682730857,478,528000,0.9385375568270683,0.9377025520801544,0.0,66,255.69
3.31,1.3508742046356201,7.0,0.008496852738317103,0.2750377355155473,-0.0015877162804827094,478,536000,1.0468494719266892,0.9109398347139358,0.0,67,257.17
2.78,1.3532603669166565,7.200000000000017,0.0065952209429815415,0.23475546104087133,-0.0007789930697617819,479,544000,0.9368513733148575,0.920744571685791,0.0,68,230.96
2.47,1.3577721095085145,6.200000000000017,0.007951071766437962,0.24434171208480046,0.0012681483844062314,480,552000,1.0055059778690338,0.9103190374374389,0.0,69,216.54
2.18,1.357667201757431,5.1000000000000085,0.009305289920885116,0.3004691565132219,-0.0036540323292138053,481,560000,1.1289070039987563,0.9113432049751282,0.0,70,210.34
2.46,1.3535516142845154,6.0,0.009581096639158205,0.3012260864937304,0.0002475190760014812,481,568000,1.1546712023019792,0.9036647921800613,0.0,71,221.25
2.6,1.2993260526657104,6.0,0.013586516397772357,0.3413383971568535,-0.006412755241035484,482,576000,1.3594802370667458,0.8282329159975051,0.0,72,225.04
2.68,1.2968251657485963,6.0,0.011774360537528991,0.3509619682888125,-0.004285845319391229,482,584000,1.2562031689286233,0.8697931730747223,0.0,73,229.7
2.77,1.3065319526195527,6.0,0.007756638630526141,0.2606661809222295,-0.0022264014062238855,483,592000,1.0368269711732865,0.9317561584711075,0.0,74,234.88
2.76,1.336779773235321,6.0,0.008556252963026055,0.2721443001776387,0.00011195215105544776,484,600000,1.071424064040184,0.9174715083837509,0.0,75,235.38
2.81,1.3368206703662873,6.1000000000000085,0.009008863362832926,0.2805810653507488,-0.0013949359976686538,484,608000,1.0967092549800872,0.8976138442754745,0.0,76,234.34
2.81,1.3365203166007995,7.0,0.007353079713066108,0.247755445375956,-0.001052001661155373,485,616000,1.0160005658864975,0.9202826356887818,0.0,77,232.92
2.78,1.3412334489822388,6.1000000000000085,0.008642301899380983,0.27486892670658053,-0.0009232249413616956,485,624000,1.102586249411106,0.9011164873838424,0.0,78,232.48
3.33,1.3354175412654876,8.0,0.009354950515553356,0.30357277038441305,-0.0014811821945477277,486,632000,1.1175522154569626,0.9077891653776169,0.0,79,250.79
3.35,1.337218281030655,9.0,0.005886102032382041,0.2327425347014478,-0.0019212012767093256,486,640000,0.9074840566515923,0.948092610836029,0.0,80,248.65
3.56,1.335962266921997,9.0,0.008227638100506737,0.2670449593404072,-0.0005366856011096388,486,648000,1.0768954461812974,0.9258760219812393,0.0,81,253.53
3.17,1.342848583459854,9.0,0.008333689784049057,0.25225244990459084,-0.0006063478207943263,487,656000,1.0617615911364555,0.9009654784202575,0.0,82,240.72
3.35,1.331835926771164,9.100000000000009,0.01058222476625815,0.3035927744485496,-0.0002884550963062793,487,664000,1.2316647997498513,0.8967335075139999,0.0,83,247.38
3.04,1.3180533647537231,6.1000000000000085,0.010042191580869258,0.3228225841240344,-0.0026085915678413585,488,672000,1.1906696546077729,0.8972412568330764,0.0,84,239.0
3.5,1.2978514289855958,8.0,0.010143492121715099,0.30461929950675365,-0.004830881308298558,488,680000,1.212706664800644,0.9052418035268783,0.9000000000000004,85,254.24
3.64,1.300997278690338,7.0,0.008428573382552713,0.2804201098327546,-0.0023549653036752717,488,688000,1.1206513613462448,0.9186172568798066,1.0,86,262.1
3.56,1.3199462282657624,7.0,0.010541403366951273,0.30490642380697175,9.057941613718867e-05,489,696000,1.2307237643003464,0.9010926842689514,0.0,87,260.19
4.11,1.3183306765556335,9.0,0.0105658895149827,0.32701194700676117,-0.0028404370762291366,489,704000,1.2364413052797318,0.8943355154991149,1.0,88,277.81
4.19,1.3205956351757049,9.100000000000009,0.012242826917208731,0.335446137807142,-0.0029728538417839443,490,712000,1.332120297551155,0.8706676143407822,1.0,89,281.45
4.54,1.2964058363437652,10.0,0.012897870782762767,0.36002339773575137,-0.0019701133901253343,490,720000,1.3579525381326676,0.8613021194934845,1.0,90,289.37
4.48,1.2856827831268312,10.0,0.01313233665889129,0.3851911246360678,-0.009016782600010629,490,728000,1.3533334624767304,0.8795066726207733,1.0,91,286.61
4.39,1.2771587133407594,10.100000000000009,0.01027818321250379,0.31798832566349633,-0.003638520630192943,491,736000,1.2003559106588364,0.9130194562673569,0.9000000000000004,92,283.84
4.12,1.266673275232315,10.0,0.01162632716470398,0.3592840946596251,-0.001991325202398002,491,744000,1.3050114512443542,0.8866724026203155,1.0,93,276.98
4.45,1.2703502511978149,9.100000000000009,0.015031350110657513,0.39325103353826374,-0.004156518721720204,491,752000,1.501041330099106,0.8689292752742768,1.9000000000000004,94,291.24
4.94,1.2550719857215882,10.0,0.015315779999364168,0.41100645598430896,-0.0007413369079586118,491,760000,1.4947649455070495,0.8276291787624359,2.0,95,308.57
5.07,1.2657815062999724,10.0,0.01370385471615009,0.4227237934764991,-0.005528596718795598,492,768000,1.415207262635231,0.8630889350175858,2.0,96,310.18
5.27,1.2345801293849945,10.0,0.013352111876010896,0.38527483820601593,-0.004397505301458295,492,776000,1.4188439923524856,0.8702663761377335,2.0,97,311.85
5.3,1.2477316868305206,10.0,0.010933518910314887,0.3319669213820323,-0.005261545294197276,492,784000,1.2733694642782212,0.8944221526384354,2.0,98,309.31
5.27,1.1800812709331512,10.0,0.016311946446076035,0.4366593787592488,-0.005585456926855841,493,792000,1.5508568781614303,0.8550129151344299,1.9000000000000004,99,304.33
5.58,1.2102270758152007,10.100000000000009,0.012244806422386319,0.35398131597527266,-0.002027119626291096,493,800000,1.35337320625782,0.8866223174333573,2.0,100,313.64
5.61,1.2385646247863769,10.100000000000009,0.01394071479793638,0.3621526963007943,-0.0007512163704905106,493,808000,1.4506133496761322,0.853263829946518,2.0,101,318.56
6.05,1.1998878490924836,11.0,0.014766406419221311,0.41129583973678174,-0.0018735146714607253,493,816000,1.4966945886611938,0.8536514258384704,2.0,102,332.95
6.23,1.251414155960083,11.100000000000009,0.010693411759566515,0.3397401732176641,0.001013580611324869,493,824000,1.2725906670093536,0.8892040431499482,2.0,103,340.74
5.48,1.2967502546310425,11.0,0.011405854308977724,0.34050082404888776,-0.0011410798295401036,493,832000,1.2855608075857163,0.895481561422348,2.0,104,322.76
5.44,1.2222086453437806,11.0,0.01800527703599073,0.6453207692569977,-0.011506184042664245,494,840000,1.4570375204086303,0.8422316098213196,2.0,105,324.17
5.48,1.225753711462021,10.0,0.01644349772715941,0.44470261115230186,-0.0036018074356252328,494,848000,1.567647390961647,0.8431876474618911,1.9000000000000004,106,325.41
5.81,1.1893767213821411,10.0,0.020987517959438266,0.5074039191996715,-0.005254319726664108,494,856000,1.7771315848827363,0.8020529806613922,1.0,107,334.65
6.28,1.2260349261760712,12.0,0.015306599652394653,0.4057888965941401,-0.001489407005647081,495,864000,1.508625670671463,0.8318011224269867,2.0,108,351.34
6.84,1.254620497226715,13.0,0.012939633836504072,0.3655518572522006,-0.001360114569288271,495,872000,1.3838767397403717,0.8810169541835785,2.0,109,366.76
6.77,1.2843936204910278,13.0,0.01257662670686841,0.3727271235112285,-0.004669395296368748,495,880000,1.3716007095575333,0.8716355758905411,0.9000000000000004,110,360.74
6.22,1.2507595908641815,11.100000000000009,0.016177182514220477,0.41701739798409165,-0.0015821600810158997,496,888000,1.564793927669525,0.8370753508806229,0.0,111,344.57
6.55,1.2575724709033966,12.0,0.015006562494672835,0.3911630209481045,-0.004656899499386782,496,896000,1.4967606902122497,0.8691436737775803,0.0,112,346.45
6.5,1.253184529542923,11.0,0.016248741103336215,0.4109047929340924,-0.003062505057605449,496,904000,1.56393628180027,0.8277642369270325,0.0,113,343.71
6.72,1.274168483018875,12.0,0.015004822011105716,0.3809620022165545,-0.003461947664618492,496,912000,1.4940793770551681,0.8583311480283737,0.0,114,350.17
7.41,1.2065980798006057,13.100000000000009,0.02127820593304932,0.5031519371245614,-0.008033841868164018,497,920000,1.7788168811798095,0.7605990207195282,2.0,115,366.39
7.16,1.2360480916500092,13.0,0.013566369940526783,0.39865388753735576,-0.005133998562960187,497,928000,1.4277957719564438,0.8770156449079514,0.9000000000000004,116,366.66
7.51,1.2476868414878846,14.0,0.016531445435248315,0.42296084260631617,-0.0030439508118433878,497,936000,1.5783848965168,0.8334827774763107,1.0,117,371.4
7.15,1.247965486049652,13.100000000000009,0.014316145097836852,0.39545261154009514,-0.0051628367733792405,497,944000,1.4535710215568542,0.8739663451910019,0.0,118,361.09
7.4,1.2286924088001252,14.100000000000009,0.01789535571821034,0.4379677777359056,-0.004509194584388751,498,952000,1.624563331604004,0.8384548324346542,0.0,119,362.21
7.43,1.2224171090126037,14.0,0.01708973667351529,0.42944072378125286,-0.00575429593482113,498,960000,1.6019052535295486,0.8263684183359146,0.0,120,364.51
7.82,1.158359122276306,14.100000000000009,0.019447789681144058,0.5006050496034803,-0.006084527203638572,498,968000,1.706147477030754,0.8265968430042266,0.0,121,373.56
7.31,1.216859575510025,13.0,0.014052820263896138,0.3915176512018303,-0.002590254068491049,498,976000,1.4553005439043045,0.8735830920934677,0.0,122,369.35
7.29,1.181128145456314,13.0,0.017132102851755916,0.4300962728847233,-0.007064331195142586,499,984000,1.6010929614305496,0.8289756119251251,0.0,123,370.01
7.26,1.1908068799972533,13.0,0.01823698985390365,0.47728354741842244,-0.0025521136983297763,499,992000,1.6468320167064667,0.826138601899147,0.0,124,366.42
6.93,1.2349044013023376,13.0,0.017003489611670374,0.4502841463446756,-0.0038630198064493015,499,1000000,1.5860533714294434,0.8048327487707138,0.0,125,355.12
6.87,1.2466713547706605,13.0,0.014232809273526072,0.35783414109437084,-0.004895449329997064,499,1008000,1.4533104783296584,0.8843015247583389,0.0,126,348.95
7.1,1.2040187937021256,14.100000000000009,0.017230950738303365,0.42917108049766756,-0.00419091066767578,499,1016000,1.5957999277114867,0.812801684141159,0.0,127,351.1
7.54,1.178003604412079,15.0,0.019196895267814398,0.46511212997814416,-0.0022760515367554034,500,1024000,1.699068489074707,0.8226575034856797,1.0,128,363.01
7.55,1.1326107382774353,14.100000000000009,0.020903451219201088,0.5160209254605851,-0.004243910550139844,500,1032000,1.778072270154953,0.7861748498678207,1.0,129,367.48
8.46,1.182696543931961,15.0,0.019045812892727554,0.566411622734587,-0.009190045283903601,500,1040000,1.663523251414299,0.8176613539457321,2.0,130,392.72
9.18,1.1861354911327362,16.0,0.021278026928193867,0.4861215811721782,-0.003547593523398973,500,1048000,1.7595292508602143,0.7797157502174378,2.0,131,411.85
9.58,1.2148244774341583,16.0,0.013992501760367305,0.3953041440574216,-0.004319836666982155,500,1056000,1.4501614689826965,0.8581170958280563,2.0,132,424.89
9.78,1.1907440984249116,16.0,0.017448962298221887,0.4628170939521556,-0.0027596640214324,500,1064000,1.6315855568647384,0.835515593290329,2.0,133,424.73
10.0,1.170492284297943,16.0,0.019308276236988605,0.49733181937861287,-0.00486513738258509,500,1072000,1.6904539108276366,0.8214131593704224,2.0,134,433.62
9.81,1.2338259673118592,16.0,0.017446543308906257,0.43754368932374077,-0.003165003467584029,501,1080000,1.6213814562559128,0.8265418404340744,1.8000000000000007,135,433.84
9.91,1.2596141004562378,16.0,0.014973777967970819,0.4022823524000569,-0.004463171312017948,501,1088000,1.492551218867302,0.8503210705518722,3.0,136,439.95
9.17,1.2404011857509614,15.100000000000009,0.015428101932629943,0.4362654179100941,-0.005103953771758825,501,1096000,1.5160394078493118,0.8541557639837265,2.0,137,425.33
8.96,1.212777407169342,15.0,0.016838674903847276,0.43842693271892974,-0.00806621921248734,501,1104000,1.5939412075281143,0.8412126487493515,2.0,138,424.36
8.36,1.2295776212215423,15.0,0.0161176747828722,0.41454253043891076,-0.0016611691279103979,501,1112000,1.535279037952423,0.8582502782344819,2.0,139,410.26
8.91,1.190016497373581,15.0,0.01929715326987207,0.46277639608611065,-0.004014807276835199,502,1120000,1.7004412978887558,0.8171155369281768,2.0,140,419.29
9.01,1.2113506376743317,15.0,0.015699626337736847,0.4207244747026489,-0.006860909036913654,502,1128000,1.5195426392555236,0.870208877325058,1.8000000000000007,141,412.75
9.76,1.1618190050125121,17.0,0.019856524085626007,0.477317409725862,-0.00517436336260289,502,1136000,1.7296998357772828,0.8157818847894669,0.0,142,429.42
10.54,1.1601003068685531,18.10000000000001,0.02271653396077454,0.5599857902758473,-0.0036030724685406313,502,1144000,1.83207293510437,0.7861793458461761,2.0,143,449.9
10.93,1.1852721452713013,19.0,0.02257922576740384,0.5122911337076226,-0.005378984583949205,502,1152000,1.8225507205724716,0.7971638000011444,2.0,144,457.02
10.94,1.2000820422172547,19.0,0.019321748022921383,0.48960445986315304,-0.009555104731116443,502,1160000,1.6934689378738403,0.81201400578022,2.0,145,453.66
11.06,1.201965298652649,19.0,0.02091341413091868,0.48971360303666456,-0.003281011013314128,502,1168000,1.7719365990161895,0.8264355039596558,2.0,146,456.35
10.4,1.2289080905914307,18.0,0.01891029397957027,0.4309521717806925,-0.003789297139737755,502,1176000,1.676368421316147,0.8527492487430572,2.0,147,443.53
10.03,1.1707990819215774,18.0,0.028729066997766495,0.576790727174955,-0.005812941882177256,503,1184000,1.7983069890737533,0.7774088716506958,2.0,148,429.28
9.53,1.1994110977649688,16.0,0.017662170096300542,0.48481910194004724,-0.003085003802552819,503,1192000,1.6298089492321015,0.8465950453281402,2.0,149,417.51
9.53,1.2104808926582336,17.0,0.01911886440590024,0.458830644377378,-0.0036031013324827653,503,1200000,1.6935298728942871,0.8428126615285874,2.0,150,423.74
9.32,1.2217452681064607,17.0,0.020002283323556184,0.4855518047763493,-0.007504407357773743,503,1208000,1.7334731656312943,0.834925702214241,2.0,151,418.86
9.2,1.171288676261902,17.0,0.018270601220428943,0.4866075187725796,-0.007970277019776404,503,1216000,1.6526771461963654,0.8557686507701874,2.0,152,418.95
9.89,1.214479510784149,18.0,0.01904064214322716,0.4534645678415156,-0.0019923805422149598,503,1224000,1.691056147813797,0.8021135187149048,2.0,153,437.64
10.4,1.1973783993721008,18.0,0.020643691592849792,0.5010718308396264,-0.00735527653596364,503,1232000,1.7604119223356247,0.8378021514415741,2.0,154,454.31
10.1,1.2182166576385498,18.0,0.016795150162652137,0.4337679795068968,-0.00305847751442343,503,1240000,1.5869457697868348,0.8470300394296646,2.0,155,441.29
10.77,1.1885589373111725,18.10000000000001,0.018019917253404856,0.43799663939732203,-0.003489583973423578,504,1248000,1.6448586839437485,0.8468273031711578,3.0,156,451.36
10.86,1.2036245572566986,17.10000000000001,0.01989266571123153,0.5070483555271778,-0.006336976615930325,504,1256000,1.7402943301200866,0.8290417343378067,3.0,157,452.37
10.92,1.189950920343399,17.0,0.023498065848834813,0.5060139473775834,-0.002589047067449428,504,1264000,1.8713738524913788,0.7758530360460282,3.0,158,443.38
11.08,1.213109951019287,17.10000000000001,0.01751012039836496,0.44931129070649933,-0.006991272461455082,504,1272000,1.6216998398303986,0.8481582301855087,3.0,159,446.91
11.32,1.1893770861625672,18.10000000000001,0.02031245666090399,0.48152088261089143,-0.0008587970410007984,504,1280000,1.7577704191207886,0.8102488529682159,3.0,160,458.49
11.55,1.1847073769569396,20.0,0.018597239311784506,0.4680446306731402,-0.010645824549210375,504,1288000,1.662064685821533,0.8458871155977249,3.0,161,460.14
11.37,1.207085337638855,20.0,0.017847123332321645,0.44512732831827523,-0.0042675967136165125,504,1296000,1.6323157966136932,0.8683450037240982,2.0,162,455.16
11.44,1.2030461084842683,20.0,0.019065427226014436,0.44722424754449586,-0.003155649658292532,504,1304000,1.695296701192856,0.8350315630435944,2.0,163,459.29
12.03,1.1744881141185761,20.0,0.025246575709898026,0.5305807187945222,-0.006282100703683682,504,1312000,1.9186791914701462,0.7845119380950928,2.0,164,469.68
12.04,1.1978970921039582,20.0,0.024834551350213587,0.5494478520246413,-0.010315139059675857,505,1320000,1.9180960464477539,0.7935083645582199,2.0,165,463.92
11.87,1.202782427072525,20.10000000000001,0.02221517452504486,0.5131598156500435,-0.003225677352893399,505,1328000,1.8113875943422317,0.7748691332340241,2.0,166,458.43
12.06,1.207122744321823,23.0,0.020979069680906834,0.4847569498256645,-0.005507594695518492,505,1336000,1.7573597395420075,0.8438011711835861,2.0,167,468.92
11.97,1.2124562084674835,21.200000000000017,0.017895920649170876,0.42002307904677183,-0.004480258247058373,505,1344000,1.6445668870210648,0.8100979024171829,2.9000000000000004,168,470.51
11.47,1.1752577996253968,18.0,0.025366259962320326,0.5742128962584304,-0.0066502576912171206,505,1352000,1.9611306715011596,0.7622705185413361,3.0,169,463.78
11.42,1.145631959438324,19.10000000000001,0.031037843502126634,0.6043195670031554,-0.0055682607594644655,505,1360000,2.141932202577591,0.7151942640542984,3.0,170,461.52
13.98,1.1705075937509537,23.0,0.04811675646342337,0.9469370642047014,-0.005854153361869976,505,1368000,2.341721360683441,0.748112968802452,3.0,171,478.76
13.99,1.1720203578472137,22.0,0.025155969955958427,0.5490395520650794,-0.007987352353520692,506,1376000,1.941857270002365,0.7687103939056397,4.0,172,477.73
14.66,1.1661588954925537,23.0,0.028407138017937542,0.589838379359439,-0.009816358746029437,506,1384000,2.072878645658493,0.7287179803848267,4.9,173,485.49
