PMM:episode_rewards,policy_entropy,P09:episode_rewards,value_loss,grad_norm,policy_loss,fps,frames,advantage_norm,explained_variance,P01:episode_rewards,epoch_idx,episode_length
56.03,1.0375654315948486,81.70000000000006,0.03242113860789687,0.5949973290066481,-0.017682656441465952,521,2880000,2.0568395018577577,0.6943819236755371,30.900000000000002,360,1162.6
56.02,1.0324647617340088,80.10000000000001,0.04160796488635242,0.768655903724677,-0.02147233407580643,521,2888000,2.3388966703414917,0.6838671439886093,31.8,361,1167.65
55.94,1.031853330731392,79.10000000000001,0.03622659370303154,0.6441045567612049,-0.009572865032823756,521,2896000,2.1654579216241836,0.6449332910776139,31.8,362,1162.62
55.84,1.0190519219636918,77.20000000000002,0.03841921650571749,0.775622945452017,-0.016347162401070817,521,2904000,2.292507301568985,0.6489688748121262,32.9,363,1160.07
58.08,0.9939203304052353,80.10000000000001,0.13282444630283863,1.3099962655752073,-0.004406012850813568,522,2912000,2.91027326464653,0.6214683681726456,32.9,364,1165.87
58.12,1.0414448177814484,80.10000000000001,0.03432361437473446,0.656218217977943,-0.01203556096239481,522,2920000,2.1316862708330153,0.6850553196668625,35.0,365,1168.89
58.59,1.0331720876693726,80.10000000000001,0.11975466215051711,1.1189057147017376,-0.014476326028816402,522,2928000,2.9569245100021364,-0.23575597524642944,35.0,366,1155.32
59.48,1.0594742339849472,81.70000000000006,0.03998489592224359,0.6824415170639151,-0.02282098399795359,522,2936000,2.2580651170015336,0.6868440324068069,34.800000000000004,367,1169.12
59.59,1.0720131838321685,81.70000000000006,0.03303041548933834,0.6347790528959526,-0.0103495062579168,522,2944000,2.078541746735573,0.6902472656965256,34.800000000000004,368,1168.17
59.63,1.0625728070735931,78.10000000000001,0.0370204811822623,0.7135242394486887,-0.011325677167624235,522,2952000,2.2246176517009735,0.6435350549221038,33.0,369,1160.78
60.32,1.0779936426877976,79.20000000000002,0.04035309224389493,0.644052399883573,-0.011993791219138074,522,2960000,2.269978557229042,0.6803350079059601,34.800000000000004,370,1170.62
61.16,1.0446200674772264,81.40000000000003,0.0426540428865701,0.6958921406051792,-0.02067914600018412,522,2968000,2.28556710600853,0.6825697898864747,35.0,371,1178.95
60.52,1.04150246322155,80.50000000000004,0.04231083440594375,0.7620240815414061,-0.016740414664382114,522,2976000,2.3637275314331054,0.659052255153656,35.0,372,1170.33
57.78,1.0473940527439118,79.10000000000001,0.03902866088785231,0.7160598514143711,-0.016741082795488183,522,2984000,2.3117768001556396,0.6437130206823349,34.800000000000004,373,1164.88
58.01,1.0281288719177246,79.10000000000001,0.19473669236525892,1.5643762192855561,-0.002367312498972751,522,2992000,2.578369996547699,-0.8340829265117645,34.800000000000004,374,1154.4
58.7,1.0085647046566009,80.50000000000004,0.04059286977630108,0.6886918262538084,-0.012542554162209854,522,3000000,2.3073747140169143,0.6499389266967773,35.0,375,1170.77
60.57,1.0143355113267898,88.0,0.05111650723498315,0.8876121255729373,-0.023890220272005536,522,3008000,2.5538313788175584,0.6508306097984314,35.0,376,1187.15
61.58,1.018484153151512,88.10000000000001,0.04131133400835097,0.771196634001309,-0.017876917335670442,522,3016000,2.3808729898929597,0.6170537501573563,35.0,377,1183.47
61.54,1.0074648231267929,88.10000000000001,0.03401950182393193,0.6393067983329951,-0.009675868600606919,522,3024000,2.0994703364372254,0.6829741144180298,35.7,378,1184.64
60.18,0.986036885380745,85.30000000000003,0.038175523211248216,0.7497217921254414,-0.007892762088449672,523,3032000,2.2339634680747986,0.6731363838911056,35.7,379,1175.3
63.48,0.9813276734948159,88.0,0.09230610017664731,2.308055813339385,-0.021262937714345752,523,3040000,2.9902244240045546,0.7758601486682892,35.7,380,1186.75
63.69,1.0208538174629211,88.0,0.04847676226403564,0.966704912757201,-0.019136620925273747,523,3048000,2.5042649155855177,0.6217908751964569,35.7,381,1196.88
63.6,1.0321481037139892,87.10000000000001,0.037151798671111465,0.6775766270415312,-0.015720483674085697,523,3056000,2.185681030154228,0.6678421276807786,36.0,382,1192.25
64.1,1.0424284291267396,87.10000000000001,0.032930405721999706,0.6106341941827806,-0.015504693975090049,523,3064000,2.0511883306503296,0.6877150845527649,37.900000000000006,383,1196.25
65.06,1.0322649312019347,87.10000000000001,0.0358342762151733,0.6296925533068669,-0.00906213867070619,523,3072000,2.1518242305517195,0.6578195679187775,40.9,384,1215.82
64.68,1.0088795059919358,87.10000000000001,0.1065884847077541,2.248198672389284,-0.014363981977803633,523,3080000,2.752679889202118,0.7275970721244812,40.9,385,1208.67
67.11,0.9962158507108688,87.10000000000001,0.04255747928516939,0.6952332775434327,-0.014335512851830571,523,3088000,2.367741306424141,0.6689164918661118,41.9,386,1220.7
68.69,1.027513225674629,89.40000000000003,0.03579996804241091,0.7235112195908958,-0.016798359779058955,523,3096000,2.103048470616341,0.7043840050697326,42.0,387,1236.3
68.27,1.0374270725250243,89.40000000000003,0.03712277668528259,0.7667552367135755,-0.018390564589062706,523,3104000,2.234045435786247,0.6644245547056198,41.9,388,1222.73
67.55,1.0522180593013764,88.10000000000001,0.03194028915604576,0.5950523080706172,-0.0027328150463290513,523,3112000,2.035660750865936,0.7182448410987854,40.6,389,1230.36
67.85,1.0506861931085587,88.10000000000001,0.04021438485942781,0.6827912694409995,-0.02157580168917775,523,3120000,2.2282164138555527,0.6907701468467713,40.6,390,1229.89
67.9,1.0493928360939027,88.0,0.03680785763543099,0.7119772914660284,-0.01624021801748313,523,3128000,2.1943345314264295,0.6565344333648682,37.0,391,1225.04
68.41,1.0482648348808288,88.0,0.0461618461413309,0.7253759510764118,-0.013765854394878261,523,3136000,2.4486091113090516,0.6397977793216705,41.0,392,1242.07
68.6,1.0340236914157868,88.0,0.03166441851761192,0.6107274311818051,-0.00894103747443296,523,3144000,2.0235813564062117,0.6881938308477402,41.0,393,1248.94
70.03,1.041924188733101,88.10000000000001,0.059467192278243604,0.9505794541047398,-0.012415062588988803,523,3152000,2.6054701900482176,0.604682896733284,42.900000000000006,394,1260.31
68.7,1.0199719423055649,89.40000000000003,0.04684144827071577,0.8403251046227699,-0.021572237911168485,523,3160000,2.445984823703766,0.6772093313932419,42.900000000000006,395,1263.75
68.56,1.0517254495620727,93.30000000000003,0.03723635597620159,0.7006201744920766,-0.012228105844988022,524,3168000,2.2185654717683794,0.6912676388025284,42.0,396,1262.04
68.29,1.0375215435028076,93.30000000000003,0.0412187405442819,0.7134917263138931,-0.007644769128528423,524,3176000,2.2977386891841887,0.6548408538103103,41.9,397,1261.19
68.42,1.0172326397895812,93.30000000000003,0.036304623098112644,0.8012686568729553,-0.018142247343203053,524,3184000,2.162547113895416,0.6803983706235885,41.9,398,1264.17
68.76,1.0112840563058854,97.10000000000001,0.04470408520195633,0.7923698539684524,-0.019653333237511107,524,3192000,2.3396160411834717,0.6383841943740844,41.0,399,1257.82
69.97,1.038447459936142,103.20000000000002,0.039009499261155725,0.7710068941686119,-0.008823950254736701,524,3200000,2.1773041647672655,0.635409305691719,40.6,400,1257.96
69.53,1.0558215993642808,105.20000000000002,0.05914124445524067,0.9160477768671779,-0.02400512299966067,524,3208000,2.695288803577423,0.6370759665966034,37.0,401,1258.55
68.77,1.0539217513799668,107.10000000000001,0.04082775267306715,0.6938981707808662,-0.015887928760857904,524,3216000,2.245034090280533,0.6338465720415115,36.9,402,1239.06
69.2,1.0673285382986069,107.10000000000001,0.03821193621959537,0.8017542844092372,-0.015143194641041191,524,3224000,2.197649278044701,0.6536512154340745,40.6,403,1244.34
70.01,1.0587290972471237,107.10000000000001,0.04321151594631374,0.7898269361928766,-0.01838193884526845,524,3232000,2.3402143996953964,0.6645455473661422,41.0,404,1248.91
70.93,1.020361590385437,107.10000000000001,0.04763560078572482,0.7811714766980329,-0.01998410853848327,524,3240000,2.4917708802223206,0.5977367067337036,41.9,405,1253.51
71.65,1.0562816619873048,108.10000000000001,0.0324308552686125,0.6269700622358148,-0.009400570302095729,524,3248000,2.0373959344625474,0.6940181183815003,42.0,406,1258.97
70.37,1.0455900418758393,107.10000000000001,0.04572201660368592,0.9294979356999972,-0.01955995492229704,524,3256000,2.46418386220932,0.658600777387619,40.9,407,1236.01
69.7,1.0506170976161957,107.10000000000001,0.0346379814343527,0.6976672998336452,-0.012192841687356121,524,3264000,2.1347855633497237,0.6924458539485931,40.9,408,1222.19
68.7,1.0271886467933655,105.20000000000002,0.039591151596978305,0.6538534685304864,-0.013447458669834305,524,3272000,2.210936079621315,0.6470516794919967,39.9,409,1219.08
72.89,0.9736662679910659,107.10000000000001,0.06939664347097278,1.4267852107162562,-0.018650762794713956,524,3280000,2.985324317216873,0.7151217681169509,39.9,410,1230.16
72.93,1.0161275333166122,108.10000000000001,0.03945990666281432,0.7507770818496577,-0.014462621466373093,524,3288000,2.2880336266756056,0.6462120372056961,39.9,411,1232.23
75.53,1.0431415420770644,109.20000000000002,0.04743101825937629,0.7832095445069542,-0.005055679918732494,524,3296000,2.4144349986314775,0.6939963984489441,39.0,412,1234.85
75.7,1.0483312153816222,109.20000000000002,0.03674895633477718,0.696716283724476,-0.014764468753710389,524,3304000,2.1786647659540175,0.6857903307676315,38.900000000000006,413,1232.62
75.52,1.000597818493843,108.10000000000001,0.033328659893013535,0.6760427206094514,-0.008131813056970714,525,3312000,2.0636263382434845,0.691351170539856,39.0,414,1234.61
75.9,1.0242622935771941,107.10000000000001,0.05559486132580787,0.8092314194968772,-0.007204120071255602,525,3320000,2.574236703515053,0.6244722110033035,39.9,415,1232.34
77.61,1.0407667589187621,111.20000000000002,0.040699750930070874,0.7234456849072667,-0.010463415867707226,525,3328000,2.3059877729415894,0.6374810439348221,41.8,416,1251.1
77.6,1.0079476755857468,109.20000000000002,0.04781165418680757,0.8258657807854385,-0.011662355322623625,525,3336000,2.435672563314438,0.65430530667305,44.7,417,1253.36
77.75,1.0577241718769073,107.40000000000003,0.0439340077387169,0.7827181028436201,-0.015314767768722959,525,3344000,2.3601312267780306,0.6519237673282623,40.0,418,1262.13
77.66,1.0754415410757066,107.40000000000003,0.03237842711620033,0.5819052641344509,-0.01237750730739208,525,3352000,2.031777176260948,0.6837940353155136,39.0,419,1263.23
77.94,1.0173055642843247,107.40000000000003,0.03559669684618712,0.6250016516011397,-0.012982570761814714,525,3360000,2.1080280297994616,0.680264464020729,38.900000000000006,420,1262.13
52.58,0.4751924335956573,102.10000000000001,0.05231160312425345,1.1519163114400355,-0.01672581446939148,525,3368000,2.6014933049678803,-0.06853212058544159,0.0,421,947.26
50.77,1.0546460819244385,102.0,0.03779671186581254,0.6449641493811751,-0.0032026660561678,525,3376000,2.1462802863121033,0.6582653617858887,0.0,422,925.08
46.64,1.051619114279747,100.0,0.03446286939783022,0.6474543748778082,-0.021210571327828803,525,3384000,2.1102725714445114,0.7099355787038804,0.0,423,900.4
45.69,1.0541693097352982,97.30000000000003,0.042507693096995355,0.754508894638312,-0.014856299157836475,525,3392000,2.3371812123060227,0.6306751078367233,0.0,424,889.74
44.21,1.0588259726762772,97.30000000000003,0.04042033613659442,0.6589152014529037,-0.010398793679196388,525,3400000,2.2440558463335036,0.6619081634283066,0.0,425,886.16
42.61,1.0368505585193635,81.10000000000001,0.04348181286593899,0.8537304907463061,-0.01892235570237972,525,3408000,2.392085822224617,0.6636430871486664,0.0,426,869.66
41.41,1.0473413509130478,81.10000000000001,0.030079486733302473,0.6396301658680114,-0.017482100506313145,525,3416000,1.9917093676328659,0.7198157411813736,0.0,427,854.83
40.68,1.0358591210842132,81.0,0.036573187857866285,0.6484256280643684,-0.014369021527963923,525,3424000,2.14363507270813,0.6806515496969223,0.0,428,854.86
41.41,1.0568701988458633,81.0,0.04035209413152188,0.7026145366449067,-0.014702233767602593,525,3432000,2.215920559167862,0.6647501736879349,0.0,429,854.53
41.82,1.0311817669868468,81.0,0.05345754985697568,0.9789591588099336,-0.014226555846835253,525,3440000,2.5974246084690096,0.5870127165317536,0.0,430,850.1
44.0,1.0077432525157928,82.20000000000002,0.038861430222168564,0.8016853694268289,-0.014994300702819601,525,3448000,2.258082460165024,0.7610243684053422,0.0,431,851.07
46.7,1.0206961625814437,84.10000000000001,0.044106713733635845,0.8174617488380078,-0.006575408753706142,525,3456000,2.372636439204216,0.6146366631984711,0.0,432,875.0
49.54,1.001939718723297,84.10000000000001,0.04740476244129241,0.7909975726435076,-0.014954196851467714,525,3464000,2.4093427228927613,0.6388200336694717,0.0,433,920.04
55.97,1.0139609932899476,89.50000000000004,0.050469540166668596,0.7669873192226827,-0.02120800494813011,526,3472000,2.5325033402442934,0.633948649764061,2.9000000000000004,434,1006.79
59.93,1.0738504672050475,94.10000000000001,0.0317999607976526,0.5160511030525526,-0.0027948735048994424,526,3480000,2.0088389003276825,0.6720721411705017,10.700000000000001,435,1070.43
63.99,1.0734791380167008,95.10000000000001,0.03575072998879478,0.6373977405417818,-0.013004325006331783,526,3488000,2.125171086192131,0.671889272928238,32.9,436,1130.27
71.38,1.038567962050438,97.10000000000001,0.06885432783514261,1.0810465216354184,-0.00532871836097911,526,3496000,2.8554600918293,0.7099067878723144,38.0,437,1184.92
75.22,1.059479798078537,104.20000000000002,0.04204252765979618,0.6766498386072175,-0.025165378574747592,526,3504000,2.2518837493658066,0.6757893109321594,43.0,438,1225.93
76.46,1.04859416782856,110.20000000000002,0.04063659909181297,0.764397681592022,-0.010312913006637246,526,3512000,2.3029963439702987,0.6167915850877762,43.0,439,1233.44
77.08,0.9989379224181175,110.20000000000002,0.05022537749260664,0.9679634535835691,-0.0280360958626261,526,3520000,2.496450236439705,0.5858578604459762,45.0,440,1240.69
77.98,1.0369502985477448,110.20000000000002,0.0371515776310116,0.6700081868271611,-0.018141615440472377,526,3528000,2.122820101380348,0.6651368302106857,46.800000000000004,441,1248.61
78.95,1.0262273758649827,110.20000000000002,0.05634712832979858,0.8107642703587014,-0.02421478686388582,526,3536000,2.6639959740638735,0.6534599179029464,46.800000000000004,442,1260.88
78.54,1.032762529850006,110.20000000000002,0.024105324354022743,0.4921113506472785,-0.008372839553194353,526,3544000,1.711103189587593,0.7151185125112534,46.800000000000004,443,1255.2
78.66,1.0134976270794869,110.20000000000002,0.04118226214777678,0.7692905015373185,-0.02232540322060231,526,3552000,2.261015402674675,0.6251202201843262,46.800000000000004,444,1255.17
80.04,1.0120498567819596,110.20000000000002,0.03822648957371712,0.7045665311731983,-0.01632520526123699,526,3560000,2.1798913353681564,0.6186944997310638,46.800000000000004,445,1275.96
80.31,1.0529842478036882,110.20000000000002,0.03730705648427829,0.6591483522473561,-0.01258564425224904,526,3568000,2.1673630583286285,0.6540588116645814,47.9,446,1290.22
77.31,0.9964507717639208,107.10000000000001,0.051902557536959645,0.8776102143793613,-0.015244612246042379,526,3576000,2.378228806257248,0.538319850564003,45.900000000000006,447,1273.68
75.52,1.0625324934720992,106.10000000000001,0.03324103461811319,0.5573942268620146,-0.008853424421540695,526,3584000,2.0029949259757998,0.6804826772212982,44.8,448,1260.07
75.3,1.0685480189323426,106.10000000000001,0.04228979319799692,0.6386416266431226,-0.02113652012179955,526,3592000,2.2094827377796173,0.7041104340553284,42.900000000000006,449,1260.05
75.13,1.0514577746391296,106.10000000000001,0.03562056615017355,0.6340409164923689,-0.008852226790040732,526,3600000,2.1088354420661926,0.7033075517416001,42.900000000000006,450,1264.61
75.56,1.032179950773716,107.10000000000001,0.053348553518299015,0.7916805990739306,-0.014663723196645152,526,3608000,2.4201398068666458,0.5334753555059433,41.8,451,1267.2
74.9,1.1113484466075898,107.10000000000001,0.04101705134380609,0.7040637565199632,-0.011900313275400549,526,3616000,2.1873265475034716,0.6724875658750534,39.9,452,1268.77
70.35,1.0405788069963455,106.10000000000001,0.038988403661642225,0.7493195715892642,-0.01082515862683067,527,3624000,2.1695541936159133,0.6386400526762008,39.9,453,1262.8
68.85,1.0657794505357743,105.0,0.03857184438733384,0.6727530435212795,-0.010562065329995676,527,3632000,2.215650808811188,0.6799091523885727,38.5,454,1253.55
69.15,1.0706662994623184,105.0,0.09528209334705025,1.0443360174011678,-0.021440404284512625,527,3640000,2.7413174784183503,0.5006021243333817,36.7,455,1259.04
66.97,1.0056958853453397,105.0,0.034359261880163104,0.6231348557988914,-0.011477424925615196,527,3648000,2.0892316979169845,0.5948459178209304,31.9,456,1240.4
66.1,1.0406865626573563,101.40000000000003,0.03057671931805089,0.5238612481516178,-0.00783487704145955,527,3656000,1.9022442495822907,0.6866847443580627,30.900000000000002,457,1232.2
66.73,1.049571877717972,105.0,0.046218789871782066,0.9662504395531335,-0.016380171250348213,527,3664000,2.456603755950928,0.6634326380491257,31.9,458,1247.73
67.52,1.0660986906290055,105.20000000000002,0.07407374845352024,0.8894048071179972,-0.018521740052092353,527,3672000,2.550315102338791,0.7144445806741715,31.9,459,1245.17
66.71,1.039124799966812,107.0,0.05631249632220715,0.8283820203344995,-0.018788099910816525,527,3680000,2.532072322368622,0.6912511730194092,30.900000000000002,460,1217.28
66.9,1.0626877105236054,106.10000000000001,0.046722805951721964,0.694773626124431,-0.02328226718411315,527,3688000,2.353381857275963,0.6986629694700242,30.900000000000002,461,1214.1
68.21,1.0601297575235367,106.10000000000001,0.038047146778553725,0.6145727505361477,-0.01471626872298657,527,3696000,2.1184191381931305,0.670107204914093,32.0,462,1226.19
69.61,1.0532441163063049,106.10000000000001,0.047414470794610676,0.8683447330199943,-0.016800913244951518,527,3704000,2.4772562301158905,0.5888059496879577,32.0,463,1236.72
73.65,1.0442450296878816,108.50000000000004,0.06104616701602936,0.818586427825636,-0.01988201836429653,527,3712000,2.670334529876709,0.59473846077919,34.7,464,1253.32
75.93,1.0339121770858766,108.50000000000004,0.05950235263444483,0.9097797212550353,-0.017338534588343463,527,3720000,2.5655988574028017,0.648577492237091,34.7,465,1256.56
76.82,1.0292911022901534,110.30000000000003,0.12058795161312447,1.0396567184373362,-0.00734624983771937,527,3728000,2.8150628525018693,0.5571043038368225,34.7,466,1256.36
78.23,1.0130883622169495,109.10000000000001,0.05086885630618781,0.808622853490504,-0.016076594088517596,527,3736000,2.4623135852813722,0.6299358493089676,36.9,467,1269.24
80.68,1.004684065580368,115.10000000000001,0.053726593139581384,0.8270008244239716,-0.026949680119287223,527,3744000,2.6109090626239775,0.6131724005937577,36.9,468,1273.34
82.12,0.9768026167154312,115.10000000000001,0.054419191083870826,1.000976611498873,-0.017584472098387777,527,3752000,2.586717204451561,0.6303853237628937,36.9,469,1276.64
82.7,1.0093516445159911,115.10000000000001,0.050145357754081486,0.8647955397528624,-0.026187062031822278,527,3760000,2.5062435919046404,0.7210110586881637,35.9,470,1252.38
82.17,1.0224102526903152,112.40000000000003,0.04532486225711182,0.7346879458398125,-0.0150355591297739,527,3768000,2.3241610503196717,0.6634797841310501,34.900000000000006,471,1242.43
88.95,0.9810753512382507,153.1,0.12841652733739464,1.361380483557586,-0.02167557356529869,527,3776000,3.537105977535248,0.5997585475444793,37.800000000000004,472,1272.09
90.37,0.9916768628358841,155.5000000000001,0.055857206583023074,0.8006569897144408,-0.010405146610391967,528,3784000,2.51418929874897,0.6149618303775788,38.0,473,1261.4
91.16,0.9742802345752716,155.5000000000001,0.05298194440081715,0.806275253147366,-0.027247726023892936,528,3792000,2.4572701871395113,0.6636677879095078,38.0,474,1259.32
91.49,0.9927595657110214,155.5000000000001,0.05940600657369941,1.021753930332553,-0.007450279465265339,528,3800000,2.7435401636362076,0.6172694551944733,43.400000000000006,475,1266.36
96.49,0.9718034756183624,169.90000000000006,0.08201644551474602,1.1971252810758488,-0.017159009729512037,528,3808000,3.1363319742679594,0.5497623699903488,44.9,476,1276.74
97.72,0.9963733160495758,179.10000000000008,0.07133382598403841,0.9061809008485849,-0.014448542662430555,528,3816000,2.6802759152650832,0.6358173656463623,45.900000000000006,477,1268.4
97.8,1.00984927713871,179.10000000000008,0.04511545980349183,0.7317987750365538,-0.01099037865147693,528,3824000,2.3229681640863418,0.6537232524156571,44.9,478,1266.23
96.85,1.0291268670558928,179.10000000000008,0.043652066020295026,0.6778050793566613,-0.015375496723136166,528,3832000,2.279019240140915,0.6647522413730621,44.9,479,1264.1
95.69,0.9987489986419678,169.90000000000006,0.05168242811458185,0.8740913285827808,-0.02768142157641705,528,3840000,2.5304256331920625,0.5992725169658661,45.800000000000004,480,1262.27
94.66,0.9935056400299073,148.60000000000005,0.05421294770203531,0.8221997811047417,-0.017144859092368278,528,3848000,2.4875759088993075,0.6357286757230759,45.800000000000004,481,1259.03
94.5,0.9996396911144256,148.60000000000005,0.045326478763017805,0.7187271312251873,-0.015750894116645212,528,3856000,2.392884030342102,0.6632621538639069,43.400000000000006,482,1253.81
93.26,1.0508582466840743,148.60000000000005,0.06355522154364734,0.8442057198768658,-0.019341466195182875,528,3864000,2.6903277015686036,0.6212434244155883,37.800000000000004,483,1236.2
92.96,1.0532747411727905,148.60000000000005,0.047772718407213685,0.7278948119675016,-0.01760642293782439,528,3872000,2.423774701356888,0.6444535207748413,37.800000000000004,484,1231.2
90.82,0.9323132476210594,148.60000000000005,0.22276733367703855,2.095874078059904,-0.030138258667429908,528,3880000,3.4679573088884355,0.3077198910713196,35.0,485,1234.5
89.63,1.0078392580151558,148.60000000000005,0.038037151007447395,0.7348862520445842,-0.01525035496801138,528,3888000,2.0797839856147764,0.6769671547412872,30.0,486,1223.09
85.41,1.051979224085808,134.10000000000008,0.03415918932761997,0.5859015581346066,-0.009492269785696408,528,3896000,1.9802625894546508,0.7057043713331222,30.0,487,1212.07
84.17,1.0389776974916458,132.10000000000002,0.0468964292248711,0.7372839279031063,-0.022739742940757424,528,3904000,2.3785243278741834,0.6426338684558869,30.0,488,1221.13
83.49,1.0412220644950867,131.10000000000002,0.06255935597233474,0.8492099809592869,-0.011956749489036156,528,3912000,2.4375006234645844,0.6407519698143005,30.0,489,1227.6
87.83,1.0242229223251342,136.10000000000008,0.06379548463271931,0.9563810351097878,-0.013975763944908976,528,3920000,2.785749752521515,0.6750458014011383,30.0,490,1238.15
86.64,1.0341683185100556,136.10000000000008,0.08665183613076806,1.209257849712393,-0.02264344490627991,528,3928000,3.111214587688446,0.6922387397289276,35.400000000000006,491,1241.51
89.01,1.039177142381668,146.20000000000002,0.07261896051932126,1.2347211332719548,-0.018459189411951227,528,3936000,2.9254699462652205,0.62855339884758,35.400000000000006,492,1244.16
87.06,1.0304102796316146,136.10000000000008,0.04570209755329415,0.6872076428945343,-0.01816068977059331,528,3944000,2.3409560984373092,0.661189296245575,37.800000000000004,493,1248.64
87.43,1.0269634610414504,136.10000000000008,0.05467500949278474,0.8028307830494619,-0.009096748621668666,528,3952000,2.469969580173492,0.6883954113721847,37.800000000000004,494,1247.98
91.17,1.0017724931240082,152.6000000000004,0.10418506978545337,1.409750792369408,-0.027103208315675146,528,3960000,3.467136397957802,0.6430362415313721,37.800000000000004,495,1244.04
93.2,1.00504527926445,201.1000000000002,0.12207558571826667,1.4073423823986742,-0.0078308128711069,528,3968000,3.3910815739631652,0.7295560556650161,30.0,496,1221.09
95.96,1.0488873666524887,221.90000000000015,0.05926185482181609,0.8866600358733915,-0.01599998209581827,529,3976000,2.6725375139713288,0.6916799712181091,35.400000000000006,497,1228.56
94.19,1.0618093669414521,221.90000000000015,0.04147581077180803,0.6159500407279989,-0.011209836586785968,529,3984000,2.166148703098297,0.6720846003293991,35.400000000000006,498,1225.39
98.4,1.040377814769745,221.90000000000015,0.04143966441974044,0.6729523846506759,-0.01716744935070892,529,3992000,2.2198234689235687,0.6505059897899628,38.0,499,1257.07
98.74,1.0473467814922333,221.90000000000015,0.0508945829840377,0.7925748861281704,-0.01954367392405402,529,4000000,2.4391436845064165,0.660543617606163,38.0,500,1269.92
100.25,1.0397321271896363,201.1000000000002,0.04706639832817018,0.6539019128657987,-0.009290240738664579,529,4008000,2.3622402238845823,0.617475380897522,41.9,501,1296.29
103.21,1.0599670380353927,206.5000000000001,0.05737288411706686,0.8308133554303158,-0.01859087222546805,529,4016000,2.5502451592683792,0.5906434386968613,42.900000000000006,502,1316.13
105.9,1.0717554217576981,206.5000000000001,0.0479912159894593,0.6827960588244284,-0.014713054824969731,529,4024000,2.342112263441086,0.689248279929161,50.7,503,1336.61
106.31,1.0512370187044144,206.5000000000001,0.040897610341198744,0.6502348614045428,-0.01530231315511628,529,4032000,2.130213371515274,0.6742812407016754,49.8,504,1333.09
105.79,1.0276466470956802,206.5000000000001,0.05020780251827091,0.7858359966191222,-0.01172994985958212,529,4040000,2.4049897545576098,0.7065219235420227,48.0,505,1333.9
105.89,1.0110200786590575,199.60000000000008,0.08836879069451242,1.1321783415351332,-0.030721371159888804,529,4048000,3.1645340383052827,0.633516536951065,49.9,506,1337.01
105.02,0.9838933736085892,199.60000000000008,0.10759345231112093,1.261506558165297,-0.007432732994202524,529,4056000,3.0530510902404786,0.5793886405229568,49.9,507,1340.36
105.02,1.0165696883201598,199.60000000000008,0.05240774248726666,0.7857728725577873,-0.01869105731078889,529,4064000,2.48684590280056,0.6188670915365219,49.9,508,1340.36
107.25,0.9838306605815887,205.70000000000005,0.1301293365424499,1.3500682501576668,-0.02638551133539295,529,4072000,3.605983107686043,0.5483858573436737,49.9,509,1349.99
111.85,0.9942181223630905,212.80000000000007,0.05747560859192163,0.8167120686774071,-0.017457374038640408,529,4080000,2.498211163878441,0.6782991445064545,52.7,510,1365.27
110.21,0.9973649489879608,212.80000000000007,0.06495607652235776,0.9668323295856844,-0.015260980962775648,529,4088000,2.6861247354745865,0.5992461228370667,49.9,511,1365.21
111.03,1.0048373198509217,205.70000000000005,0.06322599455714226,1.0287832995576818,-0.020093700523721055,529,4096000,2.6833026790618897,0.6406389248371124,49.9,512,1377.35
111.74,0.9958845031261444,205.70000000000005,0.08228229437954723,1.0347948117550831,-0.016716628254944226,529,4104000,2.9846988415718076,0.6573659437894821,50.900000000000006,513,1385.81
113.3,1.0095199477672576,212.80000000000007,0.1289048398891464,1.2540060771828856,-0.016877737689064816,529,4112000,3.349717071056366,0.6492776447534561,52.8,514,1386.37
115.68,1.0252335804700852,212.80000000000007,0.060180232394486666,0.7774572776175179,-0.006105806573759765,529,4120000,2.5831942957639695,0.6038185685873032,52.8,515,1402.96
117.42,1.0008353638648986,212.80000000000007,0.08755436635576189,1.0829156092729046,-0.028466340254235546,529,4128000,2.9691674160957335,0.6242739021778106,55.9,516,1404.91
119.79,0.9988052278757096,220.10000000000002,0.05170901656616479,0.7820699864994145,-0.01845187543774955,529,4136000,2.4414507013559343,0.6359837311506271,55.9,517,1399.89
122.15,1.0102061796188355,221.1,0.08064107457641512,1.1820690542414567,-0.016302710293675773,529,4144000,3.0753360277414323,0.5861887121200562,54.6,518,1388.27
124.26,1.0395030158758163,221.1,0.0722255685646087,0.9922255186463567,-0.017850203186681027,529,4152000,2.720478332042694,0.6256870996952056,55.5,519,1389.99
126.35,1.015023518204689,224.00000000000017,0.06385456049349159,0.8799884743370257,-0.018745463112572906,529,4160000,2.575834453701973,0.6875839239358902,56.9,520,1395.73
128.65,1.0205707800388337,224.00000000000017,0.09996202500537038,1.1623612370170808,-0.01242953883105656,529,4168000,3.112762433886528,0.6484563583135605,56.9,521,1399.13
131.45,1.0224805372953414,234.80000000000007,0.05171598866116255,0.8164737736473776,-0.016070396427458035,529,4176000,2.516109828352928,0.6054015803337097,62.6,522,1409.55
128.94,0.8346832466870546,221.1,0.0965513938292861,1.352281079150153,-0.04352361273416136,529,4184000,3.448249989748001,0.39411082804203035,50.900000000000006,523,1388.49
117.19,0.9262975608184933,220.10000000000002,0.023694343105889856,0.597207757168194,0.0005027044063899666,529,4192000,1.7329350697994232,0.5238591235876083,36.4,524,1306.92
111.92,1.0397135549783707,204.70000000000016,0.0404498482728377,0.6703896269331774,-0.007998684753838461,529,4200000,2.1843508130311964,0.6574075573682785,30.400000000000006,525,1273.49
