P01:episode_rewards,value_loss,grad_norm,advantage_norm,policy_loss,PMM:episode_rewards,explained_variance,fps,P09:episode_rewards,policy_entropy,frames,episode_length,epoch_idx
0.0,0.002836861188261537,0.15961006614608902,0.5905500607192516,-0.0007955825049430132,1.82,0.9676002037525177,416,5.0,1.3616539454460144,280000,202.6,35
0.0,0.004152416017604992,0.1899310605958995,0.6977102561295032,-0.0007162342774427088,1.61,0.955694517493248,421,5.0,1.3542328155040741,288000,194.32,36
0.0,0.004834866400342435,0.2212964152161231,0.7528935681283474,-0.0031605065168696456,1.56,0.9600279140472412,425,5.0,1.3355487012863159,296000,188.4,37
0.0,0.0064141104312147946,0.2287309835483849,0.8883340285718441,-0.00016880612296517938,1.89,0.9380115085840225,429,5.0,1.3602110362052917,304000,201.71,38
0.0,0.005419325359689538,0.20563359716216945,0.8040726897120476,-0.0003738885894199484,2.0,0.9161684417724609,433,5.0,1.3526759672164916,312000,204.67,39
0.0,0.0030425443439162335,0.162454236385215,0.6040962591767312,-0.0004552505858009681,2.31,0.9613435417413712,437,6.1000000000000085,1.354210351705551,320000,213.79,40
0.0,0.005223967226338572,0.2107727770071902,0.8289333984255791,-0.0004361947501456598,2.61,0.9444525122642518,440,8.0,1.3613586246967315,328000,224.13,41
0.0,0.005131963105523028,0.20982929039300072,0.8057574218511582,-0.001246085877501173,2.46,0.9547627061605454,442,7.1000000000000085,1.3559932029247284,336000,215.29,42
0.0,0.003510672431293642,0.17354431983447788,0.6411692617833614,-0.0006447245182062034,2.45,0.9655776154994965,446,6.1000000000000085,1.3409220695495605,344000,215.3,43
0.0,0.003954564824234694,0.18864873613061334,0.6743176184594631,-0.00024153379839845002,1.83,0.9567300325632095,450,5.1000000000000085,1.3524627482891083,352000,197.13,44
0.0,0.0028959396650316193,0.1484677990936596,0.5899658291041852,-0.0010989563416296732,1.77,0.9651230782270431,453,5.0,1.3499026346206664,360000,194.81,45
0.0,0.005640399181575048,0.22483819946719422,0.8419410558044911,0.0002768377494066954,2.04,0.9401365500688553,457,6.0,1.3534152901172638,368000,203.16,46
0.0,0.005092247246066109,0.2026144650162339,0.8036241614818573,-0.0004258309374563396,1.97,0.9434766346216201,460,5.1000000000000085,1.3596341228485107,376000,202.05,47
0.0,0.0029318433642038146,0.15690627926614656,0.5809423057734966,-0.0008305610954994336,2.34,0.9724649649858474,463,7.1000000000000085,1.3501677012443543,384000,214.87,48
0.0,0.006820763928990345,0.22803762039003164,0.921527379155159,-0.0002881436065945309,2.75,0.9231897515058517,467,9.0,1.3626972126960755,392000,229.59,49
0.0,0.012901723577524535,0.35754588056686937,1.3244372043013573,-0.0017166404394083656,2.56,0.7883636462688446,470,6.0,1.3704827117919922,400000,222.36,50
0.0,0.007431616391404532,0.26813439048757737,0.9944459828734398,-0.0022441586141940207,2.33,0.9124931687116623,473,6.0,1.3656969833374024,408000,213.75,51
0.0,0.00955516038928181,0.2908786368270748,1.129819112420082,0.00031216699455399066,1.83,0.8370376211404801,476,5.0,1.3649888968467712,416000,200.93,52
0.0,0.006941797086037696,0.24845337203697504,0.9558476573228836,-0.0016773378333891742,1.87,0.9291574424505233,478,5.0,1.3599105763435364,424000,199.66,53
0.0,0.005851508644409478,0.2413792778081785,0.8651397448778152,-0.0009237848751945421,2.2,0.9383219492435455,481,5.0,1.3561843240261078,432000,211.32,54
0.0,0.005800054577121045,0.22849205730792105,0.8515506261587142,-0.0012313077976796195,2.07,0.9417890274524688,484,5.0,1.3565245807170867,440000,207.27,55
0.0,0.006461612698622048,0.23287061686104266,0.9104828545451165,-0.0015420290313704753,2.45,0.9395197147130966,487,6.0,1.3244963479042053,448000,220.78,56
0.0,0.004912148787407204,0.21461308860050657,0.7952886688709259,-0.00047237879916792733,2.52,0.9557457691431046,489,5.1000000000000085,1.325042108297348,456000,220.32,57
0.0,0.0028921153082046656,0.16010606053790932,0.6071178595721721,-0.0013979842276239652,3.02,0.9737197905778885,492,9.0,1.3458034133911132,464000,240.24,58
0.0,0.009517376512521878,0.2912860548019385,1.0771231165528297,-0.0036296731643960813,2.73,0.885286602973938,495,6.200000000000017,1.36018212556839,472000,230.95,59
0.0,0.007292361349100247,0.26162371755910646,0.9894211122393608,-5.771610856754705e-05,2.87,0.9107772022485733,497,8.0,1.3457694947719574,480000,233.76,60
0.0,0.007225551350275055,0.25937105738656957,0.9929275530576706,-0.0005763728462625295,2.7,0.9196474701166153,499,6.0,1.3549059987068177,488000,227.97,61
0.0,0.006713677971274592,0.2553088797182953,0.9164452463388443,-0.004182200990908313,2.93,0.9302774715423584,502,8.100000000000009,1.3381093204021455,496000,234.0,62
0.0,0.006018049761187285,0.2271534328619851,0.8716495123505592,-0.0012224921869346873,2.75,0.9288502180576325,504,9.0,1.351151431798935,504000,228.41,63
0.0,0.007836488924222068,0.2844685136319849,1.0473162013292312,-0.00038582753360969944,2.79,0.9281576299667358,506,9.0,1.343101590871811,512000,229.4,64
0.0,0.009058244973421097,0.2957969152272567,1.1127174189686775,-0.002699246142292395,2.95,0.909402985572815,508,7.1000000000000085,1.3347126650810242,520000,238.74,65
0.0,0.0077677802124526355,0.2866765141107801,1.034046520590782,-0.0021078226134704893,3.32,0.9145349329710006,510,8.100000000000009,1.3550444483757018,528000,250.63,66
0.0,0.007723055761307478,0.26611028229373357,1.036578575670719,-0.0012353647426925818,2.76,0.9065053296089173,512,7.0,1.354793177843094,536000,229.3,67
0.0,0.007538599269464612,0.2821455438620177,1.026490048468113,-0.00041945771314203737,2.57,0.9218196511268616,514,6.0,1.3539844596385955,544000,221.69,68
0.0,0.006322532286285423,0.23708557214713824,0.9436480745673179,0.00017162371717859058,2.68,0.9243567097187042,515,6.200000000000017,1.3614835941791534,552000,224.19,69
0.0,0.008043371682870202,0.26986636712806056,1.0628452986478805,-0.0038572240425855855,2.74,0.9126861476898194,518,6.0,1.3463160157203675,560000,229.4,70
0.0,0.007680352424504235,0.2665668959764643,1.034675571024418,-0.001054892404936254,2.75,0.9174704152345657,520,6.0,1.3464741945266723,568000,231.69,71
0.0,0.008141834585694596,0.2724256051986533,1.0482140424847604,-0.0008569513865586487,3.06,0.9144979286193847,522,6.1000000000000085,1.3344026136398315,576000,244.89,72
0.0,0.010583782340399922,0.3233582000929838,1.2261020451784135,-0.0027342801155737107,2.97,0.8979956167936325,523,6.1000000000000085,1.3385080361366273,584000,239.6,73
0.0,0.008039380387635901,0.2702234489329705,1.0421929529309273,-0.0019120278162881733,3.0,0.9149176371097565,525,7.1000000000000085,1.3408381342887878,592000,237.54,74
0.0,0.009107959095854313,0.28143074760117126,1.159884614944458,-0.0012390343192964792,2.93,0.9045245927572251,527,6.1000000000000085,1.3318084228038787,600000,234.85,75
0.0,0.005613723023561761,0.23782765796568062,0.8937182107567787,-0.0005828719568671659,2.71,0.9459827947616577,529,6.0,1.3276557397842408,608000,229.65,76
0.0,0.005676359222270548,0.23738749412308532,0.9058748281002045,-0.0021355353537364863,2.8,0.9425292181968689,530,7.1000000000000085,1.3382791316509246,616000,232.49,77
0.0,0.010530338337412104,0.33723398353284023,1.2262919223308564,-0.003030877307173796,2.89,0.8778344762325286,532,8.0,1.3423635721206666,624000,232.65,78
0.0,0.008107240240788087,0.27118532927673444,1.0792883822321893,-0.00018092236183292698,2.75,0.9144143283367157,534,7.1000000000000085,1.3406623554229737,632000,226.5,79
0.0,0.008267016806639731,0.28890829268544305,1.0840982222557067,-0.0022298778311233038,2.89,0.9131910943984985,535,7.1000000000000085,1.3400310754776001,640000,232.58,80
0.0,0.008572248092386872,0.2967389339466314,1.106953035891056,-0.0023513885797001423,2.64,0.8958223390579224,536,6.0,1.3321376156806946,648000,226.99,81
0.0,0.011435333830304444,0.3507833091094051,1.2925258785486222,-0.006001736107573379,2.52,0.8716741281747818,538,5.1000000000000085,1.2961820244789124,656000,220.97,82
0.0,0.010641053162980824,0.3169823779639561,1.2599470394849777,-0.0032661096472293137,3.05,0.8739410406351089,539,6.0,1.3122825729846954,664000,239.82,83
0.0,0.007205251330742612,0.2927056904459783,1.018781980574131,-0.0016603230094187893,2.86,0.9233354246616363,541,6.0,1.2950013518333434,672000,231.75,84
0.0,0.009316984717734157,0.29379818143289615,1.1579823398590088,-0.0022446407593088224,3.0,0.908469825387001,543,7.0,1.3064973783493041,680000,235.73,85
0.0,0.012277272234205156,0.37099133167807385,1.3513878399133683,-0.0038083977479254827,3.41,0.8777941650152207,544,7.0,1.299923974275589,688000,246.84,86
0.0,0.010000161970965564,0.3270144197002674,1.210119723379612,-0.002298968269606121,3.78,0.9005007910728454,545,8.100000000000009,1.27579039812088,696000,259.34,87
0.0,0.007779776903335005,0.30684020853555627,1.070053240954876,-0.0021654976841819005,3.63,0.9251779329776764,547,7.0,1.2993522846698762,704000,256.51,88
0.0,0.010358079236466438,0.3510353902943399,1.246834738254547,-0.005235237518209032,3.35,0.9043021100759506,548,7.0,1.2772298181056976,712000,248.6,89
0.0,0.010160938752815128,0.32448154917707783,1.2254812961816788,-0.0024406761553836987,3.68,0.8854542797803879,549,7.0,1.2865094780921935,720000,258.01,90
0.0,0.010863813310861588,0.3516884856145783,1.2721828979253769,-0.003772650507889921,4.03,0.8744511264562607,551,8.100000000000009,1.2879256761074067,728000,265.57,91
1.0,0.008349942972417921,0.27853739985251996,1.1179900804162026,0.0005613622162491083,3.94,0.9122690045833588,552,8.0,1.282920686006546,736000,255.51,92
1.0,0.011568014684598893,0.3886644950832723,1.3198789989948272,-0.004740475500002503,3.99,0.8915499967336654,554,9.100000000000009,1.3010493731498718,744000,258.75,93
1.0,0.009450788123067468,0.30292353340520245,1.1877509766817094,-0.002791120161418803,3.82,0.8922796350717545,555,9.0,1.2719329035282134,752000,255.11,94
1.0,0.01147827588720247,0.37619620230858275,1.3062073427438736,-0.001946308467304334,4.27,0.877458764910698,556,9.0,1.2821833562850953,760000,275.58,95
1.0,0.00999851432396099,0.33260484574501853,1.2235145753622054,-0.0038835182116599754,4.62,0.8932885891199112,557,10.0,1.2832737851142884,768000,288.42,96
1.0,0.012800582738127559,0.4030302185517895,1.3760685282945633,-0.005151492811564822,4.93,0.8630317324399948,558,10.0,1.248600300550461,776000,293.73,97
1.0,0.013673393027856947,0.3987832858515416,1.3895888423919678,-0.004241855859290809,5.22,0.8609655982255936,559,11.0,1.222733612060547,784000,296.7,98
1.0,0.012299164093565195,0.39986906959332574,1.3539745873212814,-0.00294226632831851,5.58,0.861663064956665,560,11.0,1.2519601833820344,792000,305.16,99
1.0,0.015272780603263527,0.4263465532741975,1.5163072246313094,-0.0016389025942771696,5.76,0.832018940448761,561,11.0,1.2660912358760834,800000,308.11,100
2.0,0.015929731824435293,0.4239115405684555,1.5535430276393891,-0.003979146871133707,6.02,0.8186390924453736,562,11.100000000000009,1.2833978724479675,808000,316.02,101
2.0,0.01561067316448316,0.4498595733941801,1.5394355541467666,-0.0032873561047017576,6.23,0.8208954179286957,563,11.100000000000009,1.260801373720169,816000,326.1,102
2.0,0.017820784891955554,0.4829261934742229,1.5048193264007568,-0.01218349818524075,6.11,0.7862759393453598,564,11.100000000000009,1.2624673879146575,824000,326.79,103
2.0,0.0154541759705171,0.4330074891998354,1.5125540119409562,-0.0036952049913816154,5.5,0.8362973964214325,565,10.100000000000009,1.23636687874794,832000,311.91,104
1.9000000000000004,0.056408731655683365,1.0898926401579034,1.6832892727851867,-0.002535159366962034,5.64,0.8131881326436996,567,11.0,1.2069085951149463,840000,315.48,105
1.9000000000000004,0.014017976503819227,0.42585088062361476,1.4542871367931367,-0.00483555778308073,5.75,0.8372708982229233,568,11.0,1.2440263044834137,848000,319.94,106
1.9000000000000004,0.017859833301045,0.4686129906308296,1.6273882269859314,-0.003676989679224789,6.32,0.8025795561075211,569,12.100000000000009,1.23169677734375,856000,330.46,107
2.0,0.015701681985519828,0.45698891352578663,1.5359576010704041,-0.005195834468122484,7.11,0.8090193027257919,570,13.0,1.1998648738861084,864000,349.97,108
2.0,0.016426965640857816,0.4682572343429419,1.5860614097118377,-0.005125253603328019,6.94,0.8425751066207886,571,12.0,1.203856773376465,872000,349.15,109
2.9000000000000004,0.016180417495779694,0.4708194430282604,1.5702095127105713,-0.006183208241709508,7.1,0.8247219681739807,572,12.0,1.239769368171692,880000,362.07,110
3.0,0.015876236916519702,0.44687465062734255,1.5448685348033906,-0.004520154506608378,7.15,0.8445526528358459,572,12.0,1.1970350921154023,888000,354.39,111
3.0,0.014760096361860632,0.42211678512747464,1.4967012923955918,-0.004462283355605905,7.17,0.8412429696321487,572,12.0,1.2341670572757721,896000,359.7,112
3.0,0.015500991703011096,0.4669180280883426,1.5413036555051804,-0.007376189703354612,7.52,0.8525502443313598,573,12.100000000000009,1.1894942283630372,904000,373.36,113
3.0,0.013813043499831111,0.4302583892099463,1.443257462978363,-0.003895838104072027,7.71,0.8609445214271545,573,13.100000000000009,1.2147103595733642,912000,368.81,114
3.0,0.01739391522016376,0.4947879157362619,1.6201218146085739,-0.005988172279612627,8.09,0.797020400762558,573,14.0,1.2377353262901307,920000,382.46,115
3.0,0.017874457049183546,0.5100863713545353,1.6452783972024918,-0.005592841092147864,8.51,0.7953565806150437,573,14.100000000000009,1.2286715400218964,928000,393.7,116
4.0,0.01854888363275677,0.5323770308012026,1.666849730014801,-0.0012434815836604685,8.31,0.8020133632421493,574,12.0,1.2077443325519561,936000,393.67,117
4.9,0.020109761930070816,0.49787119675098557,1.7305699199438096,-0.006477830545627512,8.65,0.784619397521019,574,13.200000000000017,1.19748389005661,944000,396.34,118
4.9,0.018623372907750308,0.525044770163802,1.6832817327976226,-0.006459417525329627,8.53,0.814978643655777,575,13.0,1.185843415260315,952000,403.24,119
5.0,0.01694251347798854,0.4701161057624422,1.5928148055076599,-0.0027390845702029766,8.97,0.8044399672746658,576,15.0,1.2421100807189942,960000,413.97,120
5.0,0.016992051717825234,0.49069046119252874,1.5960996806621552,-0.006024534392054193,8.72,0.8197495985031128,576,14.0,1.2333199071884156,968000,416.4,121
5.0,0.018474371237680316,0.48942134120953235,1.674506838321686,-0.005582707697758451,9.11,0.8043588876724244,577,14.0,1.2077205801010131,976000,425.9,122
5.0,0.020069498987868428,0.5388941572448421,1.745103462934494,-0.004563737640855834,8.9,0.7878651660680771,577,14.0,1.2021221888065339,984000,423.57,123
5.0,0.018990819305181504,0.50547521737662,1.6950684398412705,-0.004412623681128025,9.1,0.805753366947174,578,14.0,1.1569958138465881,992000,426.9,124
5.0,0.01935333655681461,0.5389846547374789,1.7255410885810851,-0.0036525040726701264,8.85,0.7949387979507446,579,13.0,1.1315171420574188,1000000,415.83,125
5.0,0.01721378168556839,0.5476055702645883,1.6148928427696227,-0.006107368287630379,9.28,0.8185104650259017,579,14.0,1.151310352087021,1008000,420.07,126
5.9,0.019605431866366416,0.559451736659462,1.712618402838707,-0.005259721180191263,9.87,0.7896503472328186,580,14.0,1.2030515706539153,1016000,431.61,127
6.0,0.019490183093585075,0.5177656544222925,1.71065088391304,-0.004658131753676571,10.39,0.7912717294692994,580,15.0,1.1763351154327393,1024000,449.17,128
6.0,0.01955925882793963,0.5431394803176519,1.7258524978160859,-0.008718937356388779,10.41,0.7993535703420639,581,15.0,1.1542176079750062,1032000,448.59,129
6.0,0.01557237094733864,0.43144826506530143,1.532629942893982,-0.0012022245419211685,10.8,0.8325350958108902,581,16.0,1.2116048002243043,1040000,457.03,130
6.0,0.018571368283592165,0.48676576498511415,1.6742046582698822,-0.002727410903898999,10.79,0.7963975238800048,581,16.0,1.2072107136249541,1048000,451.25,131
6.0,0.020468826927244662,0.5775409930144294,1.7611124479770661,-0.008751409541582688,11.15,0.7693513351678848,582,17.0,1.2035542726516724,1056000,456.04,132
5.9,0.018002147707156836,0.49524870322778375,1.6533385109901428,-0.0057948625833523695,11.04,0.8086575680971145,582,17.0,1.196501967906952,1064000,453.88,133
6.0,0.019588135164231062,0.4836399815953979,1.7180901831388473,-0.006107201309641823,11.28,0.7727005589008331,582,17.10000000000001,1.2201068949699403,1072000,471.61,134
5.9,0.020232436638325454,0.5668839675351875,1.7603524816036225,-0.0045442607915902045,11.37,0.7823133242130279,583,17.10000000000001,1.202672280073166,1080000,472.92,135
6.9,0.022370178517885506,0.5816480649246938,1.8451382911205292,-0.010681181744148489,11.87,0.7699668645858765,583,18.0,1.1666642677783967,1088000,484.03,136
7.0,0.021975504658184944,0.6018990526214024,1.8288056206703187,-0.006728954000982413,12.34,0.7685743999481202,583,18.10000000000001,1.132745731472969,1096000,503.02,137
7.0,0.019941994077526032,0.5293656232174265,1.7447676330804824,-0.005965856173424981,12.05,0.7985040646791458,583,17.10000000000001,1.167339664697647,1104000,504.43,138
7.0,0.02170332075096667,0.566841361928239,1.8212790083885193,-0.00559076669625938,12.36,0.7677609968185425,584,17.10000000000001,1.1537746733427048,1112000,510.7,139
7.0,0.027468415084294973,0.8145179511343933,2.037764722108841,-0.0024913482046395076,12.54,0.7288793045282363,584,18.10000000000001,1.1799424958229066,1120000,506.55,140
7.0,0.020496853841468692,0.7193412047282153,1.758372306227684,-0.011208067876286804,12.49,0.76738640666008,584,19.0,1.1966830098628998,1128000,501.61,141
6.9,0.021027377503924072,0.6247317573459881,1.7952352797985076,-0.0111182506615296,12.2,0.7653096979856491,584,18.10000000000001,1.1542096209526063,1136000,503.05,142
6.0,0.02213969067670405,0.6595652369862891,1.8381033140420913,-0.006322292785043828,11.86,0.7789606130123139,585,17.0,1.159491821527481,1144000,496.48,143
6.0,0.0216965086851269,0.6404477313456732,1.8190793490409851,-0.010258503624936566,12.32,0.7598038232326507,585,20.0,1.1446001243591308,1152000,511.66,144
7.0,0.02080478488933295,0.5851585131070159,1.7748226505517959,-0.0026031377376057206,12.66,0.7922687870264054,585,20.0,1.1228502625226975,1160000,512.42,145
6.9,0.022087507820688187,0.6440988409183138,1.8346478033065796,-0.007640115233371035,12.49,0.7598244243860245,586,19.10000000000001,1.1226953983306884,1168000,510.64,146
7.0,0.027821772219613194,0.7500107592826427,2.0507906806468963,-0.00911374305782374,12.83,0.7097783017158509,586,19.10000000000001,1.1132191616296767,1176000,523.73,147
7.9,0.020677768476307392,0.5583312382675166,1.7790379071235656,-0.00849128325469792,13.53,0.7866717356443406,586,20.0,1.1362446445226668,1184000,534.89,148
8.0,0.022664120574481784,0.5536079309786358,1.848658539056778,-0.006895149993652012,14.01,0.7715507990121842,586,20.0,1.149806033372879,1192000,547.92,149
8.0,0.02156041664071381,0.5568580816725787,1.810575088262558,-0.006494306189415511,14.38,0.7934744065999985,587,21.0,1.1268995159864426,1200000,553.78,150
8.0,0.024890937837772072,0.6155610917404596,1.9321861052513123,-0.005390983688994311,14.23,0.7231575930118561,587,20.10000000000001,1.1283239567279815,1208000,552.05,151
9.0,0.025852120742201806,0.6863814295995466,1.9948917210102082,-0.008046010208781809,14.67,0.7490248531103134,587,22.10000000000001,1.1282286083698272,1216000,570.5,152
9.0,0.023076796350069345,0.6527361945300624,1.8705131709575653,-0.009632492540549719,14.92,0.7452476704120636,587,22.10000000000001,1.142229636311531,1224000,582.15,153
9.0,0.025438416018150747,0.675283774880421,1.9518771934509278,-0.0040747057464614045,15.1,0.7480242794752121,587,23.0,1.1495947802066804,1232000,574.4,154
9.0,0.025678682262077927,0.8289729530267284,1.9799320483207703,-0.00905311620561406,14.93,0.7355131059885025,588,22.10000000000001,1.1100908547639847,1240000,577.69,155
9.0,0.02485719868913293,0.6622974188932679,1.9234594023227691,-0.010236970729310997,15.27,0.7655484348535537,588,22.10000000000001,1.1238415777683257,1248000,582.55,156
9.0,0.026823019701987506,0.680821315850793,2.01275030374527,-0.005289199103426654,15.74,0.7195182406902313,588,23.10000000000001,1.1110580402612686,1256000,589.07,157
9.9,0.028098633335903286,0.7140825645490676,2.075452595949173,-0.005454033174610231,15.93,0.7296124064922332,588,23.10000000000001,1.1244877606630326,1264000,591.71,158
9.0,0.026906566838733853,0.6145312721574497,2.023760310411453,-0.007006343892790028,15.65,0.7399176651239395,588,21.0,1.1516792857646942,1272000,584.98,159
9.0,0.02825351506471634,0.7618685230884101,2.0583597230911255,-0.011306602233671583,15.65,0.7223301202058792,588,22.200000000000017,1.1261453461647033,1280000,587.46,160
9.0,0.030336911268532277,0.7438702450140172,2.0308906853199007,-0.009320314744691131,15.85,0.6788011991977692,589,23.10000000000001,1.0800149405002595,1288000,597.78,161
9.0,0.022840181081555784,0.5898798202291599,1.8557863861322403,-0.005011257147416472,15.93,0.7567530363798142,589,22.0,1.1001541930437089,1296000,598.43,162
9.0,0.026301201013848186,0.6307022428304768,2.0012632775306702,-0.007818314655451105,16.32,0.7498599028587342,589,24.0,1.0875692808628081,1304000,605.11,163
9.0,0.027324799220077692,0.6651987783008899,2.0137890100479128,-0.014526171106845141,16.32,0.7363338959217072,589,24.0,1.0685490304231644,1312000,603.86,164
9.0,0.030769345392473044,0.6715412564419586,1.9956292694807052,-0.012358254900027532,15.39,0.7385304057598114,589,23.0,1.0457024931907655,1320000,592.46,165
9.0,0.031612196015194056,0.9072556187455337,2.14993837594986,-0.007149315201677382,15.07,0.6476851254701614,589,22.0,1.0144757482409477,1328000,587.86,166
9.0,0.028265418922528623,0.7643382257458886,2.064061416387558,-0.005898794111562893,15.99,0.7376549971103669,590,23.0,1.0290218877792359,1336000,599.04,167
9.0,0.030266111646778882,0.7902473663677104,2.124907419681549,-0.014908100138854933,16.09,0.7252071470022201,590,24.0,1.0567532873153687,1344000,598.22,168
9.0,0.030406184075400234,0.6620027966779111,2.137417900562286,-0.010669442627113312,16.54,0.6801027625799179,590,24.10000000000001,0.9906800228357315,1352000,605.78,169
9.0,0.03092839749529958,0.7193112762639668,2.1498343086242677,-0.0074129236207227224,17.2,0.7033141869306564,590,25.10000000000001,1.052896128296852,1360000,613.45,170
9.9,0.027329153418540954,0.6978470654596297,2.019184414148331,-0.009085485726827755,17.76,0.7442496192455291,590,28.10000000000001,1.1055592906475067,1368000,629.94,171
10.9,0.029465526761487126,0.7394030819066824,2.1035318005084993,-0.010988226347835734,18.2,0.7028789347410203,590,29.10000000000001,1.052411236166954,1376000,638.55,172
