#{"t_start": 1546137681.2090864, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,85.425815
3.0,252,94.603076
1.0,153,97.718111
2.0,199,155.210172
0.0,125,159.851302
1.0,157,165.47083
0.0,127,170.206104
3.0,252,181.725734
0.0,127,187.16135
3.0,254,197.883686
0.0,127,202.543006
0.0,129,208.077842
0.0,129,212.696052
1.0,152,218.664929
3.0,246,229.49093
2.0,198,237.334987
10.0,454,256.278809
0.0,129,261.366727
1.0,157,267.768654
2.0,202,276.029639
0.0,125,280.868065
1.0,155,286.593416
0.0,123,291.327532
2.0,200,299.486397
0.0,125,304.340815
5.0,352,319.061977
0.0,129,323.976901
0.0,129,328.844736
0.0,129,334.103552
3.0,252,344.012476
2.0,202,351.868229
0.0,127,356.42336
4.0,301,368.133099
0.0,129,372.871314
0.0,129,377.644188
4.0,301,390.155329
9.0,404,406.658767
5.0,344,420.445629
10.0,455,439.37533
0.0,129,444.433951
0.0,129,449.179398
0.0,127,454.451337
2.0,202,462.621725
0.0,127,467.337255
2.0,205,475.666145
0.0,129,480.892974
0.0,129,485.522244
0.0,129,490.407128
0.0,129,495.167782
3.0,271,505.999839
0.0,127,510.831677
0.0,127,515.538756
9.0,404,530.068938
0.0,129,533.721341
2.0,202,539.939638
6.0,397,551.421197
5.0,327,561.010798
0.0,123,564.028018
5.0,350,573.124648
0.0,127,575.91566
5.0,350,584.840388
6.0,398,593.886974
1.0,173,598.261565
2.0,202,602.970329
0.0,129,606.004343
2.0,202,611.362283
0.0,129,614.294554
4.0,299,622.550736
9.0,404,631.852726
0.0,129,635.081188
4.0,297,641.429299
0.0,129,643.921371
0.0,127,647.039522
3.0,228,652.321561
0.0,127,654.598744
0.0,129,657.377044
0.0,129,659.961098
4.0,297,665.467985
0.0,129,668.134329
0.0,129,670.577384
5.0,352,684.710758
5.0,350,697.399262
0.0,129,701.78594
10.0,432,713.045851
4.0,297,719.764786
0.0,129,721.886978
0.0,127,724.57636
5.0,349,732.372409
2.0,220,737.516993
2.0,202,741.97004
2.0,202,746.385754
0.0,127,749.149491
0.0,129,751.835972
0.0,129,754.350576
