fps,epoch_idx,grad_norm,advantage_norm,frames,policy_loss,value_loss,explained_variance,P01:episode_rewards,P09:episode_rewards,policy_entropy,PMM:episode_rewards,episode_length
473,25,0.15471023354935703,0.5367379139363766,200000,-0.00113138808941585,0.0023462299403036015,0.9801617443561554,0.0,8.100000000000009,1.346554718017578,2.41,215.12
475,26,0.14852301006273316,0.5491298997402191,208000,-0.00058992540842155,0.0024113427972770295,0.9712756735086441,0.0,6.200000000000017,1.3589279675483703,2.18,206.83
477,27,0.15313808935208678,0.5990336473286152,216000,-6.54059102453175e-05,0.003324553484853823,0.9650329560041427,0.0,5.0,1.3556930553913116,1.65,189.38
484,28,0.21314331348121157,0.8078438305854797,224000,0.000496910250512883,0.005274043246754445,0.9464690780639649,0.0,6.0,1.3648691856861115,1.97,201.55
490,29,0.17901215037729618,0.7003668968379497,232000,-0.00047441045695450156,0.004111241469800007,0.9459076339006424,0.0,4.0,1.3644055438041687,1.76,193.37
495,30,0.2003407788265007,0.6220821122825145,240000,-0.0032066395504079994,0.0035954194419900885,0.9555704325437546,0.0,4.0,1.3544962859153749,1.72,192.22
499,31,0.1592982687762312,0.5769922010600567,248000,-0.0018145956823718734,0.0032590726132912095,0.9546101838350296,0.0,4.1000000000000085,1.3388168382644654,1.66,189.24
502,32,0.14379382150936146,0.5787002058327197,256000,-0.00010416438468382694,0.002839908586756792,0.9712340325117111,0.0,4.0,1.3546191930770874,1.45,181.91
503,33,0.18604723042695034,0.6962997490167617,264000,-0.0004905587286339142,0.00417746994207846,0.9595473968982696,0.0,5.1000000000000085,1.354625540971756,1.93,196.62
506,34,0.17195402347958974,0.6483576861023903,272000,-0.0008291500003542751,0.003831485128321219,0.9656735897064209,0.0,9.0,1.3505537617206573,2.38,211.43
508,35,0.22914002334687594,0.8435984286665916,280000,-0.0022962624512729234,0.005794713938375935,0.9296966725587845,0.0,9.0,1.3542449462413788,2.41,210.39
509,36,0.1478180899572933,0.5638076023757458,288000,-0.0007575757983431686,0.0026515621902944986,0.9759890854358673,0.0,9.0,1.3451840913295745,2.47,214.05
510,37,0.13217378859468965,0.5091649301350116,296000,-0.0004233204579213634,0.0023294727943721227,0.9807857716083527,0.0,9.0,1.3408272182941436,2.46,213.92
510,38,0.1328445187334491,0.49656629174947736,304000,-0.0010734902272815817,0.0023197738810267765,0.978971683382988,0.0,6.300000000000026,1.345635598897934,2.22,207.79
504,39,0.18998958736423366,0.7250509729981423,312000,-0.000925555587564304,0.004075528710964136,0.9619515591859817,0.0,6.0,1.362228970527649,2.19,208.53
501,40,0.20988402783888396,0.8191754335165023,320000,-7.247843663208187e-05,0.005484221946680919,0.9362036865949631,0.0,5.0,1.360389770269394,1.88,199.49
500,41,0.18801170898946434,0.7275300750136375,328000,-0.0012736854056129231,0.004430802837305237,0.9559886294603348,0.0,5.0,1.3550254392623902,1.97,201.57
496,42,0.19094691616435536,0.7830289342999458,336000,-0.00011975869432717445,0.005104754758940544,0.9535458165407181,0.0,9.0,1.3412844669818877,2.49,218.85
492,43,0.1564550260685592,0.6287972058355809,344000,-0.0015888081428420263,0.003642762782110367,0.953401911854744,0.0,9.0,1.3576397228240966,2.33,210.76
480,44,0.11738927553604235,0.45571939706802367,352000,-0.0003541962581221014,0.001736666274809977,0.9845301455259323,0.0,6.1000000000000085,1.353220055103302,2.24,211.85
468,45,0.23585397531548644,0.8909337030351162,360000,-0.0018920145223819418,0.006839114358881488,0.9245018255710602,0.0,6.0,1.3608553624153137,2.19,211.88
461,46,0.22227426084797056,0.8746197086572647,368000,-3.256126365158707e-07,0.006202214668155648,0.9245369505882263,0.0,6.0,1.3639000356197357,2.33,217.54
456,47,0.27684437957415947,1.0547501131892205,376000,0.00044178656316944397,0.008646339492406696,0.9080407053232193,0.0,6.0,1.3688652324676513,2.25,211.24
450,48,0.2908774765583777,1.1342981427907943,384000,-0.003425760577665642,0.009555400071549229,0.8700299739837647,0.0,6.0,1.368566038608551,2.39,216.9
444,49,0.1855405071718292,0.7529692839086056,392000,0.0003531475089403102,0.004507249611779116,0.9568390899896622,0.0,5.0,1.3533750784397125,2.1,207.71
439,50,0.15693967944026363,0.6476432031393051,400000,-0.0007399211204028688,0.003282570012670476,0.9712321376800537,0.0,5.1000000000000085,1.3501164352893829,2.24,211.23
435,51,0.15377833786223902,0.616787993311882,408000,-0.0005319136284379056,0.002990806406014599,0.977061562538147,0.0,9.0,1.3495393240451812,2.66,223.83
430,52,0.221078220481712,0.905388315320015,416000,0.0001691031405061949,0.006551613293995615,0.9321067476272583,0.0,9.0,1.3606728851795196,2.61,221.79
426,53,0.18863159459264117,0.766826836913824,424000,-0.00044424147199606523,0.0047325910886866045,0.9530457186698914,0.0,9.0,1.348624404668808,2.78,227.95
422,54,0.26271120125639025,1.011590327322483,432000,-0.000159561233012937,0.007514928337186575,0.9235488945245742,0.0,8.100000000000009,1.3674727821350097,2.61,221.83
419,55,0.36144822977247537,1.4669938004016876,440000,-0.0015525449067354201,0.015102162463590503,0.735665932893753,0.0,5.1000000000000085,1.3318717682361603,2.34,213.55
416,56,0.29152558462630657,1.0787625682353974,448000,-0.0024384739543893376,0.00888479863468092,0.89347596347332,0.0,5.0,1.353793785572052,2.08,206.91
412,57,0.2663719156388943,1.0233553329110145,456000,0.0025481939283781684,0.007964444425306283,0.9207594740390778,0.0,5.1000000000000085,1.3641617500782013,2.18,206.78
409,58,0.2712078998309181,1.0311865520477295,464000,-0.0013914394291350619,0.00753813823510427,0.9277661567926407,0.0,6.200000000000017,1.36774573802948,2.61,222.2
405,59,0.24028711975850625,0.9565476512908936,472000,-0.0018451032240409404,0.0066200640081660826,0.9251131594181061,0.0,9.0,1.365005736351013,2.78,226.15
402,60,0.1884522062544455,0.7505084446072579,480000,-0.0009243854982196354,0.004373476816981565,0.9543308717012405,0.0,6.0,1.3560457563400268,2.48,221.41
399,61,0.19334596541259993,0.8117147660255433,488000,0.000726425804750761,0.0051700913545209915,0.9391309326887131,0.0,7.0,1.3564840292930602,2.32,218.84
396,62,0.20952340313817536,0.856912958920002,496000,-0.001345952361007221,0.005657064511324279,0.9431785970926285,0.0,7.1000000000000085,1.3671044981479645,2.31,213.42
393,63,0.2813808398944378,1.117938831448555,504000,-0.0019945008907234297,0.00917254130123183,0.8884453254938126,0.0,6.1000000000000085,1.3597001361846923,2.38,214.25
391,64,0.25340779305315575,1.0039788138866426,512000,-0.0015856456026085652,0.007348516259808094,0.9040881162881851,0.0,5.0,1.343462120294571,2.1,206.94
388,65,0.2730044785647462,1.1007406133413316,520000,-0.001755667947254551,0.008656622181879356,0.9157851016521454,0.0,4.0,1.3463124346733093,2.06,206.51
386,66,0.26360592105990394,1.0917457765340806,528000,-0.001107990143354982,0.008812553244642913,0.9087017476558685,0.0,6.0,1.343355836868286,2.58,224.63
384,67,0.2610635270640635,0.962703857421875,536000,-0.0019212089826032752,0.007094408227130771,0.923290199637413,0.0,6.1000000000000085,1.3326077365875244,2.58,225.2
382,68,0.3105412911955055,1.1541167640686034,544000,-0.00444967664021533,0.009307526936754584,0.8908671534061432,0.0,7.1000000000000085,1.3301576125621795,3.05,238.15
379,69,0.34730901236896417,1.3302763971686362,552000,-0.0021427691541612147,0.012573139840969815,0.7844153738021851,0.0,7.0,1.242506023645401,2.61,214.65
377,70,0.3142316835941519,1.1277002745866775,560000,-0.0030769522579794286,0.00906864707940258,0.8938626742362976,0.0,7.0,1.302919260263443,2.43,199.96
376,71,0.21697539522461973,0.8137577018141746,568000,0.001059131494257599,0.005221607176354155,0.9488369035720825,0.0,8.0,1.337898564338684,2.71,211.97
374,72,0.25620198885619433,1.0268851858377457,576000,-0.0021830822178162635,0.007525637103826739,0.9213913375139237,0.0,6.0,1.343575805425644,2.47,220.31
373,73,0.23079535171460008,0.8477942383289337,584000,0.0007841001957422122,0.005551868712645955,0.9367970097064972,0.0,6.0,1.3395795035362243,2.64,225.58
372,74,0.3250155074427212,1.237027559876442,592000,0.00019858759653288872,0.010937375075882301,0.887709709405899,0.0,9.0,1.3329271471500397,2.99,233.99
372,75,0.26689337868572666,1.0009391596913337,600000,-0.003283817932824604,0.0071120037522632625,0.9272889506816864,0.0,9.0,1.3273420572280883,3.14,239.87
370,76,0.3504615929843954,1.1968481922149659,608000,-0.005435293664922938,0.010290066617308184,0.9054255574941635,0.0,7.0,1.3177554976940156,3.25,244.24
369,77,0.21619189672548045,0.8344714230298996,616000,-0.0005568771660909988,0.005218813497340307,0.949534564614296,0.0,7.0,1.3341045653820038,3.27,247.69
368,78,0.23619738900186937,0.9212145656347275,624000,-0.0006508125248365104,0.005817030895268544,0.949252182841301,0.0,7.0,1.3324107360839843,3.15,244.45
367,79,0.2575406956636345,1.0606881979107856,632000,-0.0012722925981506704,0.007834781983401626,0.9201490640640259,0.0,7.1000000000000085,1.3420038044452667,3.34,253.98
366,80,0.27447749987376324,1.1298376813530921,640000,-0.00162261409801431,0.008685313091846183,0.9195333516597748,0.0,6.0,1.3417881977558137,2.94,236.71
365,81,0.23167692894172748,0.8993599233031273,648000,-0.002117387059843168,0.0055085678840987385,0.9481747359037399,0.0,6.0,1.3296947276592255,3.08,241.38
364,82,0.3135755602224922,1.1278403469920157,656000,-0.0023350748236407527,0.009872662295820192,0.9151817679405212,0.0,8.0,1.3283639013767243,3.27,246.64
363,83,0.27402689132323504,1.072177273631096,664000,-0.001830421213671798,0.007767874491401016,0.9120954257249833,0.0,9.0,1.3184075999259948,3.58,258.65
362,84,0.2686926668500325,1.1063045239448548,672000,-0.0027998554430814695,0.008626114348880947,0.8962645316123963,0.0,9.0,1.3324873876571655,3.5,253.22
362,85,0.3236000693660808,1.2070629298686981,680000,-0.0018637610034784302,0.010127430064603687,0.8943302994966507,0.0,7.200000000000017,1.3053909826278687,3.42,249.49
361,86,0.28697707298799335,1.116667453944683,688000,-0.0009271138728217921,0.008701260187663137,0.9033997058868408,0.0,9.0,1.3204570734500884,3.25,241.26
360,87,0.27139914189881625,1.0621683582663537,696000,-0.0009498087880638195,0.007753305465448648,0.9139731311798096,0.0,9.0,1.3358695328235626,3.59,254.62
360,88,0.30555802480572225,1.1977337843179703,704000,-0.003839780675189104,0.009852295245509594,0.8787801885604858,0.0,9.100000000000009,1.314284965991974,3.33,241.76
359,89,0.2882347700089203,1.0487787353992462,712000,-0.0015571571466352907,0.007588562195887789,0.9206364870071411,0.0,7.0,1.307224155664444,2.95,230.7
359,90,0.28070156794846285,1.0995447355508805,720000,-0.001762565196841024,0.008275850728387013,0.9243320870399475,0.0,7.0,1.3135676240921021,2.98,228.44
358,91,0.286964590060117,1.1157648542523384,728000,-0.0027705382657586598,0.00852950760629028,0.9012510949373245,0.0,6.1000000000000085,1.3192708659172059,3.2,245.21
357,92,0.3863305729825056,1.4391062331199647,736000,-0.0033628784064785575,0.014051641202531755,0.8431519812345505,0.0,8.100000000000009,1.2723433578014374,3.96,267.82
357,93,0.30756605487962907,1.218008873462677,744000,-0.002422397117188666,0.010104117507580668,0.8903023612499237,0.0,9.0,1.3157953071594237,4.16,277.6
356,94,0.3596426210758248,1.3484701472520828,752000,-0.0020360903113760286,0.012406167858280241,0.8466104042530059,0.9000000000000004,9.0,1.306093293428421,4.44,281.8
355,95,0.35467771483213417,1.2867800790071486,760000,-0.003167106521432288,0.011024403912015259,0.8844270312786102,0.9000000000000004,9.100000000000009,1.2907460463047027,4.43,279.0
355,96,0.340814314165063,1.2328730326890947,768000,-0.0039939065952785315,0.010358465020544827,0.8856501948833465,1.0,9.100000000000009,1.2990520358085633,4.32,275.02
355,97,0.354556729991055,1.2932331445813179,776000,0.00010189239983446897,0.011400819533737377,0.8724435418844223,1.0,9.100000000000009,1.2992927324771881,4.32,275.55
354,98,0.34251609258442733,1.2762783813476561,784000,-0.0033633543141186094,0.010980508395005018,0.8789670485258102,1.0,10.0,1.306796772480011,4.41,280.01
353,99,0.42427378114896463,1.461022511124611,792000,-0.005178271044860594,0.014055236619897186,0.8371513640880585,1.0,10.0,1.2768963074684143,4.66,289.3
353,100,0.4042930816205571,1.3715457153320312,800000,-0.004539839685894549,0.012544114079792052,0.878788715004921,1.0,11.0,1.2822132110595703,5.03,296.35
352,101,0.41099422867854146,1.4887288212776184,808000,-0.004017180039081723,0.014520277185365558,0.8494800305366517,1.0,11.0,1.282381635904312,5.12,291.6
352,102,0.3859279213689272,1.462990717291832,816000,-0.0013520731922471896,0.014326088204979897,0.8446716618537903,1.0,11.0,1.2879385995864867,5.33,298.03
352,103,0.3800316528035889,1.382640717625618,824000,-0.005022871771943755,0.012648035264573991,0.8602322167158127,1.0,10.100000000000009,1.286747817993164,5.2,293.49
351,104,0.44125213484179143,1.5864380568265914,832000,-0.003271129351342097,0.016533928075805306,0.8099267029762268,1.9000000000000004,11.0,1.2406119096279145,5.57,309.25
351,105,0.43841947929160013,1.5974651432037354,840000,0.0007643976240069606,0.016714335842989383,0.8145920169353486,2.0,11.0,1.2320062232017517,5.81,320.97
350,106,0.43980184461294597,1.5598674976825715,848000,-0.006601397702615941,0.01607536737807095,0.8274667179584503,2.0,11.0,1.2252528858184815,6.29,335.42
350,107,0.40909205692012174,1.5001048505306245,856000,-0.0010874693009100156,0.014798775031231344,0.817974197268486,2.9000000000000004,12.100000000000009,1.2722943198680878,6.62,350.9
350,108,0.4366927593296326,1.5549446207284927,864000,-0.006812243765210724,0.015880557508207858,0.8354564541578293,3.0,12.100000000000009,1.2651853513717652,6.72,354.16
350,109,0.4757937933437274,1.5961971229314804,872000,-0.004226088993309531,0.01687346269842237,0.8295565122365951,3.0,12.100000000000009,1.263427048921585,6.75,354.61
349,110,0.43082318080263216,1.5128826314210893,880000,-0.004717385127150919,0.014991762666031718,0.8325348597764969,3.0,12.100000000000009,1.2539525961875915,6.75,350.58
349,111,0.41708097068597233,1.506898916363716,888000,-0.002879294632002711,0.014920962208416313,0.8507996600866318,3.0,12.100000000000009,1.242062281370163,6.97,355.82
348,112,0.4264587291987268,1.4341972768306732,896000,-0.00387302974879276,0.01358005742309615,0.8543789219856263,4.0,12.100000000000009,1.227117714881897,7.47,365.65
348,113,0.4984376961684445,1.6393090742826462,904000,-0.00656414421449881,0.017877807156182826,0.809019672870636,4.0,12.100000000000009,1.223996765613556,7.56,366.98
348,114,0.48667912901758725,1.6178028577566146,912000,-0.0006909380026627332,0.01712140632327646,0.8320738035440445,3.0,12.100000000000009,1.2310138463973999,7.55,370.31
347,115,0.47039796597263156,1.5744750374555587,920000,-0.004152346711125574,0.01645108907017857,0.8107413977384568,3.0,13.0,1.2431431365013124,7.8,375.02
347,116,0.5326241796122668,1.7217149120569228,928000,-0.011948557046016503,0.019458452179096638,0.7888978606462479,3.0,13.0,1.2234928488731385,8.33,388.53
347,117,0.4542788972369898,1.5601536786556245,936000,-0.0014015847721020691,0.01604784983675927,0.8171295255422593,3.0,14.0,1.2004266035556794,8.46,393.34
346,118,0.5209619262158582,1.6471554070711136,944000,-0.010144672585302033,0.017903811684809624,0.8040439653396606,3.9000000000000004,15.0,1.1971366560459138,8.98,401.86
346,119,0.5290006283274326,1.659346613883972,952000,-0.005149326504324563,0.018588135354220867,0.7790462493896484,4.0,15.0,1.1795895612239837,9.36,410.95
346,120,0.5634748965158427,1.8421990489959716,960000,-0.006817650239681825,0.022125528524629772,0.7553420430421829,4.0,16.0,1.151915864944458,10.16,434.75
346,121,0.7266285829016056,1.8740019822120666,968000,-0.005134758481290191,0.02603076983243227,0.6978751999139786,4.0,15.100000000000009,1.1208431977033615,9.86,427.69
345,122,0.5102922726562764,1.723105353116989,976000,-0.005415568308235379,0.01947790600825101,0.7952241134643555,4.9,15.100000000000009,1.198794229030609,10.07,439.4
345,123,0.5348784736967254,1.6994045495986938,984000,-0.005492071408079937,0.018914678702130913,0.7897893351316452,4.0,16.0,1.190649254322052,9.73,439.09
345,124,0.5761821457482926,1.7529445832967758,992000,-0.00745618347893469,0.019955130657181144,0.7980273348093033,5.0,17.0,1.1528725558519364,10.02,449.21
345,125,0.49103343825516726,1.688582272529602,1000000,-0.0038224574466585184,0.018611367768608035,0.7931479704380036,5.0,16.10000000000001,1.1579003936052323,10.03,448.13
344,126,0.5859915679957555,1.8677361023426056,1008000,-0.004719321611337364,0.02269998284988105,0.7418342137336731,5.0,16.0,1.1255954253673552,9.87,450.83
344,127,0.6686526008235973,1.872139059305191,1016000,-0.011625355488467904,0.023020576513372363,0.7548185551166534,5.0,17.0,1.0331194537878037,10.2,461.93
344,128,0.5459538881612337,1.793358052968979,1024000,-0.00827782132459106,0.021120279869064687,0.7806894564628601,5.0,17.0,1.041470908522606,10.34,469.08
344,129,0.5365104072849637,1.7416582369804383,1032000,-0.004946328725200146,0.019697561413049697,0.795217038989067,5.0,17.0,1.0294148057699204,10.9,482.49
344,130,0.5956870973989014,1.8602159881591798,1040000,-0.0027202423173002897,0.022729326328262685,0.7595564919710159,5.0,17.0,1.0523040133714676,11.0,486.42
343,131,0.6289751571980728,1.8722220504283904,1048000,-0.006356988567204098,0.02294694235548377,0.7639001262187958,6.0,17.0,1.1092214751243592,11.16,496.84
343,132,0.5429103215127795,1.8337338435649873,1056000,-0.005038469475111924,0.02183792693540454,0.7442806053161621,7.0,17.0,1.150051076412201,11.6,504.14
343,133,0.5598804649802335,1.763984341621399,1064000,-0.004018967806769069,0.020416341149248184,0.7711465257406235,7.9,17.0,1.1493011367321015,11.87,503.38
343,134,0.6354079690904532,1.9874713373184205,1072000,-0.0068254964309744535,0.026575606195256115,0.717254793047905,7.9,18.0,1.1357909256219865,12.09,506.05
343,135,0.5674213738279953,1.8757859647274018,1080000,-0.008150608895812183,0.023022485589608552,0.7413887774944306,8.0,19.10000000000001,1.1439912152290344,12.75,519.51
342,136,0.5414260036598415,1.745849051475525,1088000,-0.006511832318501547,0.020063766785897316,0.7981940120458603,7.9,20.0,1.1540045046806335,13.06,524.45
342,137,0.5490406930077285,1.8488903057575226,1096000,-0.006448082677088678,0.022362169502303006,0.7899354064464569,8.0,20.0,1.1603932404518127,13.48,532.41
342,138,0.5653409717053292,1.9531299257278443,1104000,-0.008370329355238936,0.024860182097181677,0.7411984348297119,7.0,21.10000000000001,1.153013184070587,13.62,532.35
342,139,0.5910078887735136,1.8938173985481261,1112000,-0.0053435819593141785,0.023698277212679385,0.7627332323789596,8.0,21.10000000000001,1.1263292467594146,13.88,539.13
342,140,0.5938229459038237,1.9163339751958848,1120000,-0.0073357826034771275,0.02404609652236104,0.7466636312007904,7.9,21.10000000000001,1.1491691267490387,14.0,545.91
341,141,0.5974865644553702,1.9389506232738496,1128000,-0.008266978188767099,0.02457017289008945,0.6975303310155868,8.0,22.10000000000001,1.1663410007953643,14.18,547.63
341,142,0.6595653976219381,2.0149172431230546,1136000,-0.005735994446658879,0.027204498248174787,0.7466631537675857,7.9,21.10000000000001,1.129784916639328,13.82,541.79
341,143,0.6268156810458705,1.9451656591892243,1144000,-0.006263349766668398,0.024725247379392384,0.7329736912250518,8.0,20.200000000000017,1.1360088449716568,14.12,554.17
341,144,0.6431721518424162,1.9993733423948288,1152000,-0.00905930228787838,0.026644682525657118,0.7679585957527161,8.0,20.0,1.1081443428993225,14.05,550.43
341,145,0.7099124214450703,1.976362050175667,1160000,-0.009931385576492176,0.026316418251954018,0.7431574082374572,9.0,19.0,1.1322519814968108,14.31,561.2
341,146,0.6093596426118854,1.9573661661148072,1168000,-0.011468832570244558,0.024793931022286414,0.7538672053813934,8.9,19.0,1.074892936348915,13.85,549.93
341,147,0.694658377515884,2.0598231077194216,1176000,-0.00904749475303106,0.027933918004855514,0.7038433754444122,9.0,19.0,0.9319537431001663,14.16,562.7
341,148,0.7522278948789033,2.1719279408454897,1184000,-0.005879756290232763,0.03105147791095078,0.6847836697101592,9.9,20.0,0.9548821985721588,14.4,567.18
341,149,0.6535434220888017,1.9903900468349456,1192000,-0.01079213471733965,0.026256123706698418,0.7340356111526489,9.9,22.0,0.976581112742424,14.88,575.13
340,150,0.7683721991592165,2.092213295698166,1200000,-0.002131571734789759,0.029335537189617754,0.6887287282943726,9.9,22.10000000000001,1.009192156791687,14.96,581.6
340,151,0.7011359745688257,2.0462541604042053,1208000,-0.010631879536667839,0.027925395257771015,0.7367744594812393,10.0,23.0,1.0965220856666564,15.69,598.92
340,152,0.6782679285991842,2.035492156744003,1216000,-0.004535334504907951,0.02762688244692981,0.7419116866588592,10.0,23.10000000000001,1.0782218396663665,16.01,609.71
340,153,0.6483191609624436,2.0265591859817507,1224000,-0.011826224869582801,0.026753313271328807,0.7511163258552551,10.0,23.10000000000001,1.117693811058998,16.37,621.52
340,154,0.6734654379442169,1.990107343196869,1232000,-0.007954272109345765,0.026156690344214438,0.7623367875814437,10.0,23.10000000000001,1.069835965037346,16.53,623.8
340,155,0.6351731203090906,2.0516498029232024,1240000,-0.008757158514345064,0.027792293573729695,0.7303638762235641,10.0,24.0,1.1086183708906174,16.81,626.48
340,156,0.6446278625377525,2.0072988402843475,1248000,-0.009291577347992188,0.02673532364424318,0.7500601369142532,10.0,23.10000000000001,1.062694994211197,16.68,631.33
339,157,0.6526720261143168,1.9711838603019713,1256000,-0.010212524847593158,0.02551196371205151,0.7447740471363068,9.9,23.10000000000001,1.0622214072942733,16.73,626.36
339,158,0.6850119055065936,2.1334555625915526,1264000,-0.008392298566177488,0.030048527559265494,0.712937416434288,9.9,23.0,1.0683186322450637,16.8,625.18
339,159,0.6288369146045052,1.9330524277687073,1272000,-0.0009384972840780392,0.02468858947046101,0.7368264883756638,9.0,22.10000000000001,1.1076118451356889,16.56,618.05
339,160,0.7131326345455875,2.1601641428470613,1280000,-0.014395747073576786,0.03120597643777728,0.7032885390520096,9.9,22.10000000000001,1.050631854534149,16.7,621.46
339,161,0.6681296606256691,2.048905599117279,1288000,-0.01066816066741012,0.02789649034384638,0.6878379726409912,10.0,23.0,0.9859069615602494,17.06,624.82
339,162,0.6433132483833646,2.0031372714042663,1296000,0.00042520943126874046,0.02607372813858092,0.696019217967987,11.0,27.0,1.098423352241516,18.19,651.89
339,163,0.7075411992123307,1.9845310354232788,1304000,-0.0033316950406879187,0.026271736579947174,0.7266243648529053,11.0,25.200000000000017,1.1196954780817032,17.91,643.02
339,164,0.7283223667944158,2.103784509897232,1312000,-0.00822821017660317,0.029401103844866158,0.6951622557640076,12.0,27.0,1.1237335449457169,18.56,656.04
338,165,0.7009740843325374,2.115630683898926,1320000,-0.010768362646922469,0.029521995335817338,0.7042289912700653,12.0,27.0,1.0685544592142104,18.59,660.2
338,166,0.7269118483604609,2.169366760253906,1328000,-0.007714617477031425,0.03175699655897915,0.7033310437202454,12.0,27.10000000000001,1.097100937962532,18.81,663.29
338,167,0.8504166728442607,2.076744111776352,1336000,-0.006833742403541692,0.028812117078341543,0.7039396989345551,12.0,29.0,1.0737461596727371,19.16,665.9
338,168,0.910437321542374,2.1976741194725036,1344000,-0.006865632973131142,0.03207060505636036,0.6648878920078277,12.0,29.0,1.086514151096344,19.18,660.71
338,169,0.9033086184810166,2.3710901618003843,1352000,-0.011916357736336067,0.038651752918958664,0.6465968650579452,12.0,31.10000000000001,1.041066130399704,19.73,676.38
338,170,0.7660974944778287,2.0151033449172973,1360000,-0.0088333547860384,0.027171170683577658,0.7460738557577133,11.9,30.0,1.035091773867607,19.13,667.96
338,171,0.7093184231769658,2.136940431594849,1368000,-0.012712592569769185,0.03034344669431448,0.7073409527540206,10.9,30.0,1.0626850152015686,19.17,667.33
337,172,0.716208860306656,2.032103332877159,1376000,-0.01085601925617084,0.027893887413665653,0.6549015027284623,10.9,30.10000000000001,1.0538631904125213,19.44,665.9
337,173,0.777536264519401,2.214726188182831,1384000,-0.014642941353959032,0.03385415144264698,0.6792817574739456,11.0,31.200000000000017,1.0554405158758164,19.83,673.87
