fps,explained_variance,policy_entropy,PMM:episode_rewards,advantage_norm,grad_norm,frames,value_loss,P09:episode_rewards,epoch_idx,P01:episode_rewards,episode_length,policy_loss
404,0.9241390210390091,1.349081947207451,1.82,1.057531113922596,0.6170078150792088,264000,0.027976038352935575,4.1000000000000085,33,0.0,197.21,-0.006818398853793042
407,0.9650244033336639,1.3546064853668214,1.71,0.5577318853139878,0.15400148152436158,272000,0.002556892223365139,5.0,34,0.0,192.94,-0.0006328198823393904
412,0.9690538787841797,1.3572980332374573,1.67,0.6470982657372951,0.17752694937383381,280000,0.003684200927382335,5.0,35,0.0,192.26,0.0005331229016883299
416,0.8989136862754822,1.3735337448120117,1.9,0.9449813884496688,0.2409705897750021,288000,0.006871211878606118,5.0,36,0.0,200.4,-0.000923009592370363
421,0.9389534175395966,1.3661959481239319,2.1,0.9104511672258377,0.2574958076751943,296000,0.006723554994678125,5.1000000000000085,37,0.0,206.24,-0.0006867548252921552
423,0.9594339728355408,1.3673883700370788,1.9,0.7210706393420696,0.19943457479744556,304000,0.004190359505300876,5.1000000000000085,38,0.0,198.81,-0.0006011326075531543
427,0.9643003010749817,1.3467029654979705,2.27,0.6291669517755508,0.16945850136016877,312000,0.0034695350713445806,9.0,39,0.0,210.83,-0.0015342991627403536
431,0.9326054269075393,1.3679155492782593,2.24,0.8632109764218331,0.2435896050552692,320000,0.006024039760231972,6.200000000000017,40,0.0,211.13,-0.0016010469933098648
433,0.9652800869941711,1.3580422055721284,2.2,0.6778239391744136,0.18088324517773824,328000,0.0038627500672009773,7.1000000000000085,41,0.0,209.55,-0.0013459694704397408
437,0.952021741271019,1.3641583681106568,2.15,0.8025743769109249,0.20967633046390838,336000,0.005113634954905137,6.1000000000000085,42,0.0,207.87,-0.0009358634211821482
440,0.9441738605499268,1.370211375951767,2.2,0.7349886286258698,0.2037800573613403,344000,0.004657001258456148,6.1000000000000085,43,0.0,209.36,-0.0009277746989391745
444,0.9670807760953903,1.3606138789653779,1.86,0.6496265657246113,0.17001148357107415,352000,0.003396516825596336,5.0,44,0.0,197.58,-0.0007504900262392766
447,0.9532956027984619,1.343655468225479,2.04,0.7721126207709312,0.19283395371071235,360000,0.004524987444747239,5.0,45,0.0,202.04,-0.0001911977848794777
451,0.9495701599121094,1.3435172522068024,2.38,0.7867848956584931,0.20450931519327567,368000,0.005133497400092893,7.0,46,0.0,217.05,-0.0002534752938663587
454,0.9406586557626724,1.3595943200588225,2.82,0.9332043555378914,0.2594456824782636,376000,0.006786810765042901,7.0,47,0.0,237.57,-0.0022133983066305518
457,0.9507180231809617,1.3563315463066101,2.53,0.7970969462394715,0.21184375642167758,384000,0.005399405567441135,7.0,48,0.0,225.76,-0.0009684079225553432
461,0.9523332506418228,1.3621008622646331,2.37,0.797269485592842,0.21171387713416256,392000,0.005348682223411743,6.1000000000000085,49,0.0,216.36,-0.0007392588283983059
464,0.8988344407081604,1.364623907804489,2.77,1.098697670698166,0.3096390978268859,400000,0.008989678830257617,9.100000000000009,50,0.0,229.43,-0.00020057644636835902
467,0.9517940300703048,1.3603768181800842,2.47,0.7319510582089425,0.1818700125871352,408000,0.004696408670279198,6.1000000000000085,51,0.0,220.54,0.0008321093780978117
470,0.9713603079319,1.361050944328308,2.54,0.6183972200751304,0.17255921510636543,416000,0.003175511470180936,9.0,52,0.0,220.11,-0.0009404973027994857
473,0.9280878287553788,1.362244894504547,2.18,0.9703808805346489,0.24810388503808453,424000,0.007026657664682716,8.100000000000009,53,0.0,207.42,-0.0012947425982201821
475,0.9303832650184631,1.358360686302185,2.68,1.0497652438282967,0.28473489852717754,432000,0.007920607387786731,9.0,54,0.0,222.84,-0.0012857988840551116
478,0.8892238146066666,1.366317390203476,2.57,1.081149666905403,0.2908455599781117,440000,0.008598050274304114,6.1000000000000085,55,0.0,223.51,-0.0015831112589512486
480,0.9072445124387741,1.3543058562278747,2.46,1.0303664284944534,0.2736969911056351,448000,0.007693595435703173,6.0,56,0.0,221.84,0.0005062248514150269
483,0.9479930555820465,1.3561471796035767,2.44,0.8876703771948814,0.24182175581713922,456000,0.0060476459405617786,6.0,57,0.0,220.93,0.00027466671366710216
486,0.9414827692508697,1.3624165832996369,2.97,0.8455159476399422,0.21744614442060872,464000,0.00571922053815797,9.0,58,0.0,237.62,-0.0010535277691087685
488,0.9373212152719498,1.3603804695606232,2.8,0.9052156448364258,0.23124360684841425,472000,0.006246677883318626,9.0,59,0.0,229.05,0.0011727637160220184
490,0.9357375186681748,1.3585020697116852,2.3,0.9548669871687889,0.2777309930115163,480000,0.007096389825455844,5.1000000000000085,60,0.0,213.88,-0.003296332219033502
493,0.9195810425281524,1.3458057677745818,2.3,1.0182844948768617,0.2820320082840462,488000,0.007538833406288177,5.0,61,0.0,215.43,-0.0009247705365123693
495,0.9275559604167938,1.3446352910995483,2.09,1.0233145117759705,0.25930862655967457,496000,0.007656483084429055,5.0,62,0.0,210.57,-0.0017866066520218738
497,0.8754954886436462,1.347243320941925,2.48,1.207872354388237,0.33869441375291176,504000,0.010747947895433754,5.1000000000000085,63,0.0,226.48,-0.002819614103518688
499,0.8631136691570283,1.3428388929367066,2.47,1.3291434115171432,0.3518470527710037,512000,0.012619892485672609,5.1000000000000085,64,0.0,223.38,-0.0004287466290406883
501,0.8904185283184052,1.3428480970859527,2.69,1.230860363841057,0.31587764706439136,520000,0.011280733261373825,6.0,65,0.0,228.78,-0.00035141690474119967
503,0.8775846481323242,1.3217040133476257,2.76,1.1789698332548142,0.31381098749606884,528000,0.010067959120497107,5.1000000000000085,66,0.0,228.83,-0.002773944895365048
505,0.882625515460968,1.3314232158660888,2.58,1.2453902140259743,0.35155393808203966,536000,0.011372470213100314,6.0,67,0.0,224.17,-0.00021074287338706198
507,0.9194344675540924,1.3372511541843415,2.78,1.0362946093082428,0.2879936319114329,544000,0.007909659976139665,6.1000000000000085,68,0.0,231.36,-0.0008528070710599422
509,0.8986459475755691,1.3130639481544495,2.78,1.181221990287304,0.3296481715629405,552000,0.010084191331407056,7.1000000000000085,69,0.0,229.19,-0.0035975684886216186
511,0.8895002067089081,1.3026490223407745,3.14,1.1290189918875695,0.29694791782081764,560000,0.008945391486631706,8.100000000000009,70,0.0,241.37,-0.001256018539352226
513,0.8636091232299805,1.289448800086975,3.18,1.342018399834633,0.3621995376546844,568000,0.012833226774819195,9.0,71,0.0,239.45,-0.002661809982964769
515,0.908122272491455,1.322340075969696,3.69,1.252853769659996,0.34966626771785414,576000,0.011076458110474051,10.0,72,0.0,255.01,-0.002604683775571175
516,0.9352758407592774,1.3188329136371613,3.78,0.9618631327152252,0.2734751086635786,584000,0.0070346802787389605,9.100000000000009,73,0.0,260.81,0.0007945982696401188
518,0.9101905441284179,1.3294650280475617,3.91,1.1707906728982926,0.32371359410787,592000,0.010062796827405691,10.0,74,0.0,269.7,-0.0003803326507477323
520,0.8790255272388459,1.3233049046993255,4.05,1.2782094794511796,0.361940047971691,600000,0.011480874199187384,10.0,75,0.0,275.34,-0.005581752868602052
522,0.8698054796457291,1.2900503504276275,3.63,1.3084450060129165,0.3767214537469555,608000,0.01186619428684935,10.0,76,0.0,256.89,-0.005012810183688998
524,0.9179180502891541,1.2726996290683745,3.58,1.0910141602158547,0.3127969308758049,616000,0.008187534569296986,10.0,77,0.0,248.74,-0.0020609111193334684
526,0.9258133238554,1.3266668486595155,3.49,1.106835748553276,0.314533108669469,624000,0.008629416429903359,9.0,78,0.0,247.09,-0.0033866610606310132
527,0.9007605165243149,1.297799561023712,3.6,1.2065050446987151,0.3499083378713288,632000,0.010332459132187069,9.100000000000009,79,0.0,250.48,-0.002543940061586909
529,0.9039764720201492,1.3200983965396882,3.89,1.1772261425852775,0.3098495302163642,640000,0.009737530041020364,10.0,80,0.0,262.88,-0.0014615817816229536
531,0.901657457947731,1.325006558895111,3.79,1.155592569708824,0.32297279107944843,648000,0.009247409731615334,9.100000000000009,81,0.0,259.25,-0.0006871579245489556
532,0.9106351941823959,1.3282138562202455,3.96,1.1533671087026596,0.31116753037694084,656000,0.009185390181373805,10.0,82,0.0,268.38,4.3811768991872666e-05
534,0.8810584998130798,1.3205413699150086,3.98,1.307343905866146,0.38894329007711265,664000,0.01182401861413382,10.0,83,0.0,271.0,-0.005193052006652579
536,0.9090505939722061,1.3077204966545104,4.4,1.1992037987709045,0.3132506276416875,672000,0.009898837266955524,10.0,84,0.0,281.7,0.00010636061342665926
537,0.8846886289119721,1.3233600652217865,4.15,1.2405791944265365,0.3428702891538682,680000,0.0103572563175112,10.0,85,0.0,268.63,-0.0015600383900891757
538,0.899190639257431,1.3198456275463104,3.35,1.1884866404533385,0.3318776994765114,688000,0.009833194687962532,9.100000000000009,86,0.0,240.41,-0.002565708947367966
540,0.9197174513339996,1.30843252658844,3.12,1.127195611000061,0.3367033985641807,696000,0.008580567531753331,8.0,87,0.0,233.55,-0.003995184406230692
541,0.9160858798027038,1.3130305290222168,3.55,1.1671732342243195,0.33712841602977134,704000,0.009289342651609332,9.0,88,0.0,249.72,-0.002297347518542665
542,0.8805348378419876,1.3133444714546203,3.96,1.3801277107000351,0.3991126612712616,712000,0.013112260475754738,10.0,89,1.0,265.87,-0.0029817351116798816
544,0.8788332486152649,1.3013111138343811,4.33,1.3216174572706223,0.3727690643859777,720000,0.012062513546552509,10.100000000000009,90,1.0,281.17,-0.0018599483506113756
545,0.9249914169311524,1.2750177156925202,3.94,1.062440065741539,0.29238757207073623,728000,0.007851664144545793,10.0,91,1.0,269.88,-0.0009121412127569784
547,0.8604544550180435,1.2872580516338348,4.25,1.4538990473747253,0.4067160460965685,736000,0.015452174337115139,9.100000000000009,92,1.0,281.01,-0.004958765746268909
548,0.8956422007083893,1.297503650188446,3.79,1.2842272025346757,0.3813659549810804,744000,0.011258075761143118,8.0,93,1.0,264.43,-0.0039720383251551535
549,0.8865950012207031,1.287526663541794,3.9,1.324281611442566,0.3903268436282991,752000,0.011999469336587935,8.0,94,0.9000000000000004,267.88,-0.004107575048928993
551,0.9123651361465455,1.299053168296814,4.25,1.1986400938034059,0.3250138653636639,760000,0.009607345007825643,8.100000000000009,95,1.0,276.58,-0.0026573183620348575
552,0.8663719373941422,1.272086398601532,4.48,1.4035529363155366,0.4124157348387466,768000,0.013184815922286361,11.0,96,1.0,285.3,-0.0023248685942962766
553,0.9000696021318436,1.2938232660293578,4.8,1.2648697662353516,0.35315843422256554,776000,0.010722546260803939,11.0,97,1.0,293.29,-0.002407061018166132
554,0.913020008802414,1.3081928539276122,4.62,1.1576100951433181,0.32757771149576537,784000,0.008913744350429624,10.0,98,1.0,291.64,-0.0004360841208836064
555,0.8654341316223144,1.286265000104904,4.56,1.4124179303646087,0.4068529990033538,792000,0.013260910157114267,10.0,99,1.0,288.31,-0.004544710142945405
556,0.8259679555892945,1.2748155963420869,4.61,1.5275760984420776,0.43913023628374487,800000,0.01562242906074971,10.0,100,1.0,290.21,-0.0022023205008736115
557,0.8872121757268906,1.2847310054302215,4.69,1.2868590778112412,0.40023202538499786,808000,0.01118201099568978,10.0,101,1.9000000000000004,294.65,-0.0037880982432398013
559,0.8431390655040741,1.2892903554439545,4.85,1.4292226523160934,0.4218812163957603,816000,0.013551979518961161,10.0,102,2.0,301.17,-0.00424566424859222
560,0.8130238246917725,1.2776533782482147,5.15,1.5340002542734146,0.4379014952117232,824000,0.015552291818894446,10.0,103,2.0,312.57,-0.00413892535296327
561,0.8441679400205612,1.2590061986446381,4.96,1.5264596080780028,0.4648899561798824,832000,0.015420162351801991,9.100000000000009,104,2.0,311.64,-0.0042881618373212405
562,0.8023269701004029,1.2188514184951782,5.36,1.675564727783203,0.541580498325414,840000,0.018426379300653935,9.0,105,2.9000000000000004,326.32,-0.0015565583042916843
563,0.8070320737361908,1.252438999414444,5.62,1.5499138629436493,0.47881447021189705,848000,0.015862282388843595,10.0,106,2.9000000000000004,332.6,-0.003502667685097549
564,0.8088518506288529,1.264035450220108,6.03,1.7064215695858003,0.5311361275030537,856000,0.019041180154308678,10.100000000000009,107,2.9000000000000004,344.89,-0.00821497654847917
565,0.8149487453699112,1.2327862250804902,6.78,1.5387576657533646,0.48793725079581635,864000,0.015642858259379864,12.0,108,3.0,361.62,-0.0030732587806414813
566,0.8275879722833633,1.2527537977695464,7.18,1.5732725769281388,0.519205916163115,872000,0.016512873363681138,13.0,109,3.0,372.54,-0.007170799208688549
566,0.8340887475013733,1.2245398044586182,7.62,1.5766463822126389,0.48624971264517947,880000,0.016250913357362153,13.0,110,3.0,380.94,-0.0036422732859500684
566,0.8677307164669037,1.2561357140541076,7.76,1.455865172147751,0.4442547519374029,888000,0.013922476712614297,12.0,111,4.0,383.48,-0.005093156072907732
567,0.7746900528669357,1.2236694514751434,7.62,1.6843997097015382,0.5364875243547078,896000,0.019189601629041136,12.0,112,4.0,378.92,-0.006621992481232155
567,0.7791059815883636,1.2125875020027161,8.08,1.7435914719104766,0.5260028736224605,904000,0.020096173421479763,12.100000000000009,113,4.0,394.43,-0.004316885682928841
567,0.8450342428684234,1.2235945236682892,8.19,1.506991621851921,0.45352048269779816,912000,0.015034611537121236,12.0,114,4.0,395.08,-0.0061018801422324034
568,0.8427553772926331,1.2354311501979829,8.24,1.5213101702928542,0.47000926151865174,920000,0.015255852690897883,12.0,115,4.0,395.13,-0.004330105214030482
569,0.820265172123909,1.2237083792686463,8.23,1.5859247970581054,0.49538615956533993,928000,0.01650741000659764,12.0,116,4.0,397.71,-0.006464661510253791
569,0.8196242839097977,1.2130214774608612,8.64,1.6626021885871887,0.5203112905369252,936000,0.01825319598428905,13.100000000000009,117,5.0,408.79,-0.0029123842701665125
570,0.7824871748685837,1.1880987191200256,8.72,1.7749546623229981,0.5870681859153727,944000,0.02053652178030461,13.100000000000009,118,5.0,408.83,-0.00881778911629226
571,0.7965044754743577,1.207432073354721,8.57,1.7053829538822174,0.561258726913016,952000,0.019117573746480047,14.0,119,4.9,405.63,-0.003616794119589031
571,0.7912328058481216,1.2006127560138702,8.79,1.6081181865930558,0.5145303111168079,960000,0.017153576132841408,14.100000000000009,120,5.0,414.61,-0.003730116123042535
572,0.7791583675146103,1.2258223593235016,9.35,1.6940961396694183,0.565004579064021,968000,0.019104276201687753,16.0,121,5.0,432.0,-0.006857114165759412
573,0.810267469882965,1.201276009082794,9.0,1.6944434857368469,0.6226224438672553,976000,0.01894989216234535,15.100000000000009,122,5.0,429.51,-0.007973765826318414
573,0.7863380897045136,1.1797059166431427,9.48,1.7752187764644622,0.6742876319370769,984000,0.02059703254606575,17.0,123,5.0,429.48,-0.006421043174923397
574,0.791451232433319,1.2053531742095946,9.97,1.7427301287651062,0.6065636101792649,992000,0.01972035721875727,17.0,124,5.0,443.89,-0.008574688432272524
575,0.7321021467447281,1.166377853155136,10.36,1.8492185521125792,0.6653433472602579,1000000,0.022162103042937815,17.0,125,5.0,458.79,-0.005533254475449212
575,0.8171141707897186,1.189067748785019,10.4,1.6444809007644654,0.5415267838731391,1008000,0.017901221942156553,17.0,126,5.0,459.15,-0.0068626217381097376
576,0.8103791695833206,1.2034829211235047,10.18,1.65596353828907,0.5611907083279486,1016000,0.017811336941085755,16.10000000000001,127,4.9,452.22,-0.004804342840798199
576,0.7847049647569656,1.1426756590604783,10.3,1.7402167075872421,0.6236716059363604,1024000,0.019888350148685275,16.0,128,4.9,463.32,-0.009866196583025157
577,0.7350430244207382,1.1040218192338944,10.25,1.7883963173627853,0.6481316134965635,1032000,0.021019836887717247,15.0,129,5.0,471.45,-0.004651883469196036
577,0.7481106984615326,1.1726376867294313,10.73,1.8284151422977448,0.585497583139219,1040000,0.022345870146527887,16.0,130,6.0,484.89,-0.006937423700001091
578,0.7871941387653351,1.1956975865364075,11.0,1.691783150434494,0.6078323742752272,1048000,0.019110382818616926,17.0,131,6.0,486.41,-0.004512396325008012
578,0.7800402045249939,1.1878289091587066,11.14,1.705227225422859,0.5440411650503013,1056000,0.019659791486337782,17.0,132,6.0,489.62,-0.00391124372392369
578,0.7492740273475647,1.1898574006557465,11.6,1.7655759680271148,0.6203623108460751,1064000,0.02035112417303026,17.0,133,6.0,499.94,-0.00996906092739664
579,0.7622178161144256,1.188981102705002,12.11,1.828937394618988,0.5603403123712846,1072000,0.02180075667798519,18.0,134,7.0,512.82,-0.005958113928791135
579,0.7939411216974258,1.2140463137626647,12.07,1.6030636656284332,0.48819479502345053,1080000,0.01704818267375231,18.10000000000001,135,6.9,513.57,-0.004176991139247548
579,0.7662756538391113,1.2077161610126494,11.73,1.8320972055196763,0.6017942022582264,1088000,0.022026596018113197,18.0,136,7.0,509.41,-0.0027557898533996194
580,0.7683955222368241,1.2020243740081786,11.73,1.8230799806118012,0.6672460322863987,1096000,0.0216140016913414,18.0,137,6.0,511.56,-0.009351242454868043
580,0.7608061796426773,1.2112803649902344,11.91,1.7882271581888198,0.5944241093236314,1104000,0.0212734908843413,19.10000000000001,138,6.0,520.82,-0.00802281939482782
580,0.7874281823635101,1.1995433688163757,12.09,1.778558075428009,0.6122480999938549,1112000,0.020751601676456632,19.10000000000001,139,6.0,519.89,-0.004631615227553993
581,0.7979465585947036,1.1755696427822113,11.64,1.7701121735572816,0.6663221758400972,1120000,0.020644177375361325,19.0,140,6.0,512.74,-0.0037303741857249405
581,0.7799922424554825,1.1733445501327515,11.59,1.8211664748191834,0.5900627596126564,1128000,0.02176676828879863,18.10000000000001,141,6.0,510.78,-0.005068543576926459
581,0.7573033809661865,1.1722179710865022,12.38,1.93228933095932,0.6269841161156607,1136000,0.024711353536695242,19.0,142,6.0,523.64,-0.010473773256817366
582,0.7629355001449585,1.1749131512641906,12.79,1.866390483379364,0.6528896671466105,1144000,0.022732317391783,19.0,143,7.0,531.76,-0.0076674103894038125
582,0.7675175344944001,1.1617054343223572,12.95,1.8126128423213959,0.5917195838401654,1152000,0.021659363871440292,18.10000000000001,144,7.0,532.37,-0.005807433263980783
583,0.7558064538240433,1.1735837769508362,13.29,1.8523794686794282,0.5976719038364322,1160000,0.02249777645803988,18.0,145,7.0,540.61,-0.006405082378478255
583,0.7454824090003968,1.1515813708305358,13.66,1.948737325668335,0.7224867210844674,1168000,0.024881830355152488,19.0,146,8.0,552.2,-0.007969955560110976
583,0.7324353444576264,1.1457504665851592,14.52,1.8941526448726653,0.6500042520376843,1176000,0.023262792583554983,21.0,147,9.0,576.14,-0.0059009815912577325
583,0.7696309000253677,1.1565948224067688,14.96,1.8818608152866363,0.6002830398860273,1184000,0.022956431973725558,21.0,148,9.0,586.73,-0.0025838304674834943
584,0.7399879032373429,1.1345938348770142,14.96,1.9234696090221406,0.7760277683936845,1192000,0.024432949228212236,21.10000000000001,149,9.0,591.08,-0.007252507065713871
584,0.7355829054117202,1.1162095713615416,15.43,1.9054144835472107,0.7012459710564489,1200000,0.02391921998001635,22.0,150,9.0,598.99,-0.0019577304759877735
584,0.744696763753891,1.1440209764242173,15.07,2.0080979120731355,0.7858485013611615,1208000,0.026799305165186523,22.0,151,9.0,589.2,-0.011699218815192581
584,0.7602422451972961,1.1358505475521088,15.12,2.001789690256119,0.7600203776450506,1216000,0.02689464569091797,22.0,152,9.0,590.77,-0.009966588461757055
584,0.762076011300087,1.1369771003723144,15.41,2.0062786197662352,0.7523410516894544,1224000,0.026568826334550977,22.0,153,9.0,590.26,-0.003093402867089026
585,0.6981452226638794,1.1507682287693024,16.19,2.029230915307999,0.7602225810631463,1232000,0.027320900820195674,23.300000000000026,154,9.0,601.68,-0.00596937507893017
585,0.7528264021873474,1.154812467098236,16.38,1.9895631921291352,0.6810269740902076,1240000,0.026371200680732728,25.10000000000001,155,9.0,610.14,-0.006576877467159648
585,0.7518535262346268,1.1576751708984374,16.47,1.955487779378891,0.6498073258697613,1248000,0.02557166034821421,25.10000000000001,156,9.0,610.45,-0.0045786532445345075
585,0.705601024031639,1.1463479900360107,17.15,1.9063670575618743,0.674265719655792,1256000,0.024539617556147277,27.0,157,10.8,619.42,-0.0027339348348323256
585,0.7194204711914063,1.1553588908910752,17.1,2.0631837570667266,0.7225056625187779,1264000,0.02799662516452372,27.0,158,11.0,624.51,-0.012184998836019076
586,0.7042185711860657,1.0991985887289046,17.44,1.9873403465747834,0.7272908109454863,1272000,0.02590357996057719,27.0,159,11.0,634.26,-0.0013206072140019387
586,0.7176833724975586,1.1259981089830398,17.87,2.0773045587539674,0.7098486272839984,1280000,0.028912544441409407,27.10000000000001,160,11.0,641.8,-0.009313558524299879
586,0.7506268513202667,1.1413369131088258,17.76,1.9037506330013274,0.64540402892137,1288000,0.02372323999647051,28.0,161,10.9,647.06,-0.004092650757520459
586,0.7300776654481888,1.1473603522777558,17.45,2.0544924008846284,0.8880808014945749,1296000,0.02891152148600668,27.0,162,10.9,639.37,-0.01696607726480579
587,0.7128457069396973,1.1337170016765594,17.52,2.0978663969039917,0.7569350649650849,1304000,0.029335396764799952,27.0,163,10.9,631.92,-0.007837042469764128
587,0.7432968974113464,1.112843335866928,17.45,1.8671876060962678,0.6338585964159168,1312000,0.023196779265999792,27.0,164,10.0,632.08,-0.006012191115878522
587,0.7396705365180969,1.0932591265439988,17.21,1.9042663741111756,0.7420444086934495,1320000,0.02477448989637196,25.10000000000001,165,10.0,624.12,-0.014415024257032201
587,0.7387062966823578,1.0895920991897583,17.22,2.0334063065052033,0.7855253392916282,1328000,0.027456921585835518,25.10000000000001,166,10.0,626.52,-0.010103690287578501
588,0.7103734976053238,1.168233153820038,17.4,2.133717371225357,0.7547996350002211,1336000,0.030798395364545286,27.0,167,10.0,633.74,-0.010385577997803921
588,0.7549685835838318,1.1419388222694398,17.4,2.05005411863327,0.6760220266218172,1344000,0.02753576060757041,26.10000000000001,168,10.0,638.35,-0.011721761485532625
588,0.7173547095060349,1.1030998867750168,17.4,2.127051980495453,0.7009084411041464,1352000,0.030138314636424184,25.10000000000001,169,10.0,638.66,-0.009728416971920523
588,0.7053567862510681,1.0952854251861572,17.61,2.075671843290329,0.6674731459011259,1360000,0.029086174005642534,26.10000000000001,170,10.0,645.39,-0.006474239648377988
588,0.7051862686872482,1.0979864120483398,18.12,2.08401597738266,0.7103151029471627,1368000,0.029036764129996298,27.10000000000001,171,10.0,660.47,-0.01193375999107957
589,0.719223466515541,1.1096721190214156,18.34,2.0269957333803177,0.6741427409902281,1376000,0.02779711166396737,29.10000000000001,172,10.0,661.63,0.0014640122529817744
