fps,explained_variance,policy_entropy,PMM:episode_rewards,advantage_norm,grad_norm,frames,value_loss,P09:episode_rewards,epoch_idx,P01:episode_rewards,episode_length,policy_loss
614,0.6798159092664718,1.0803662419319153,50.92,2.0937921237945556,0.6783460181063612,2816000,0.034273067079484465,79.10000000000001,352,9.400000000000002,1040.55,-0.010482910442515276
614,0.654649265408516,1.093291534781456,54.89,2.2192259019613267,0.7767357700085828,2824000,0.03801991299726069,79.10000000000001,353,24.9,1107.96,-0.015005873448681087
615,0.6598409467935562,1.0822223901748658,57.19,2.1340335416793823,0.7402692169445446,2832000,0.0337064595753327,80.20000000000002,354,28.9,1139.57,-0.010216783016221597
615,0.7303935372829438,1.0655898797512053,61.21,3.0226370203495025,1.8519569264841076,2840000,0.08708343112841249,82.0,355,34.900000000000006,1161.1,-0.026426854531891877
615,0.6635681545734405,1.0561745643615723,62.29,2.150598919391632,0.7236813623916194,2848000,0.03544257494620979,83.20000000000002,356,34.0,1168.11,-0.01451980452402495
615,0.7037127417325973,1.055887938141823,63.02,3.328270134329796,3.3306906151586677,2856000,0.1132974373921752,89.10000000000001,357,33.9,1175.39,-0.0267882105888566
615,0.6283526015281677,1.0561329048871995,65.69,2.2905374735593798,0.8863890111875066,2864000,0.040809032251127066,92.0,358,33.9,1173.99,-0.023980610854450787
615,0.6646179622411728,1.0456612348556518,66.36,2.2768517726659776,0.8058690922897093,2872000,0.040108267893083395,92.40000000000003,359,33.9,1182.85,-0.0177749904000666
615,0.6597613179683686,1.0487742018699646,66.26,2.5204166090488433,0.9459761549933232,2880000,0.052599473032169046,90.20000000000002,360,37.0,1189.17,-0.023401336479000747
615,0.7265427047014237,1.043801253437996,66.27,2.673855075240135,1.4536877807674962,2888000,0.06639155445154757,90.20000000000002,361,37.0,1181.27,-0.015194334546104074
615,0.6261324912309647,1.0620229154825211,68.57,2.4891438382863997,0.8847434617548767,2896000,0.05053396807517856,92.30000000000003,362,36.8,1173.48,-0.013446192449191586
616,0.626204309463501,1.0678051704168319,68.71,2.2032033121585846,0.741481905615457,2904000,0.03941575999604538,95.10000000000001,363,34.900000000000006,1170.26,-0.021923280897317453
616,0.67357224047184,1.0553379887342453,70.38,2.9618668752908706,1.9512682680991054,2912000,0.0907595337741077,96.50000000000004,364,36.8,1187.14,-0.029975816748192302
616,0.6959377145767212,1.0630659413337709,72.35,2.1402963411808016,0.7186225516519867,2920000,0.035892787110060456,101.20000000000002,365,37.0,1192.2,-0.012959099148283713
616,0.674770109653473,1.0464746761322021,71.41,2.1586543476581572,0.7193412154916962,2928000,0.03792441982543096,101.20000000000002,366,32.9,1185.24,-0.015794631586759353
616,0.6724111473560334,1.0461031329631805,71.51,2.097146974205971,0.6860585052584359,2936000,0.03406709780683741,99.20000000000002,367,32.9,1184.9,-0.013431603109929711
616,0.6894368809461594,1.0531484472751618,71.94,2.096082556247711,0.7035495879800909,2944000,0.03523188557941467,99.20000000000002,368,37.0,1191.69,-0.018847552883889875
616,0.7026994895935058,1.0277246206998825,71.46,2.69262247979641,1.2720064070079842,2952000,0.059364262796007095,99.20000000000002,369,36.8,1185.68,-0.02361022410026635
616,0.6917125535011291,0.9991702502965927,71.26,2.0151156902313234,0.6714458234658502,2960000,0.031482475050725045,99.20000000000002,370,37.0,1188.27,-0.010868798030423931
617,0.6502134525775909,1.024147909283638,70.59,2.2286098313331606,0.7637515514597217,2968000,0.04183291859459132,96.30000000000003,371,36.8,1178.25,-0.024212691721040756
617,0.04103107511997223,1.3284171319007874,43.87,1.5148716340214015,0.3223570783104496,2976000,0.02200905056712145,84.30000000000003,372,0.0,850.05,-0.011486518080928362
616,0.0016235363483428954,1.3743893110752106,13.18,1.4707113202661275,0.2671011495435602,2984000,0.018458792314158926,61.10000000000001,373,0.0,406.8,-0.0009058230486698449
616,3.465890884399414e-05,1.3724992489814758,1.49,1.3233880725130438,0.2428546883310082,2992000,0.01621944237879234,4.0,374,0.0,187.39,0.003989529154496268
616,0.00022596418857574464,1.3761677134037018,1.48,1.2566204120591282,0.22459228226509473,3000000,0.013695006053276303,4.0,375,0.0,186.07,-0.00358386037114542
616,-0.0006789278984069824,1.3605245268344879,1.5,1.1150995896197855,0.20605354834686565,3008000,0.011912303684694052,4.0,376,0.0,187.12,-0.00018234306597150862
616,-0.003944347500801086,1.3688240361213684,1.25,1.0608574967831372,0.19244544362197633,3016000,0.011143543048183347,3.0,377,0.0,177.37,0.0014551093522459269
616,-9.397268295288086e-06,1.375907232761383,1.19,1.1338365253061056,0.19472290711774756,3024000,0.011894243605147493,3.0,378,0.0,174.72,0.0016302431968506425
616,-1.2493133544921876e-06,1.3678096556663513,1.2,1.3096418603509665,0.22317242262993978,3032000,0.014528498458421382,3.0,379,0.0,174.74,-0.0008308583903271938
616,-3.545284271240234e-06,1.3769795548915864,1.18,1.123492132872343,0.20829251300001125,3040000,0.01249138173031497,3.0,380,0.0,172.17,0.0016361436434090138
616,-3.8911700248718264e-05,1.378404097557068,1.13,1.15778139103204,0.2078917895155628,3048000,0.012546714733543922,3.0,381,0.0,168.65,0.00301409719948424
616,3.5762786865234374e-09,1.3836463940143586,1.14,0.9425440878048539,0.17965432147643154,3056000,0.00984269401151323,3.0,382,0.0,170.87,0.0008936022271518596
616,2.181529998779297e-07,1.3710725903511047,1.15,1.3473884706757964,0.24714278808652668,3064000,0.016223460088708633,3.0,383,0.0,173.56,0.002928436771471752
616,-4.962027072906494e-05,1.3775953710079194,1.29,1.102190722860396,0.20631937209671758,3072000,0.012091442446007931,4.0,384,0.0,181.34,0.0016808711388148368
616,-5.636215209960938e-06,1.3759226500988007,1.38,1.2681834891997277,0.23490360651854889,3080000,0.014780705552357176,4.0,385,0.0,182.49,0.0024602216586936264
616,-1.0061860084533692e-05,1.3812815248966217,1.4,1.1715828820690513,0.2318399727536546,3088000,0.012914525284659249,4.0,386,0.0,180.12,0.00029250651772599667
616,-1.694023609161377e-05,1.3704599380493163,1.71,1.3708959169685841,0.23657436449374758,3096000,0.016032794061775348,4.0,387,0.0,191.76,0.0012261329096509143
616,-5.720257759094238e-06,1.3523454320430757,1.82,1.407913669720292,0.24443893544910225,3104000,0.016471524324497295,3.0,388,0.0,196.85,-0.0012278250802773983
616,-0.000282437801361084,1.3495601665973664,1.57,1.1788547180220486,0.21207430689741258,3112000,0.013246466941600374,4.0,389,0.0,189.03,0.002834272647742182
616,-3.7866830825805665e-06,1.3552837204933166,1.49,1.3262467503547668,0.2410728861914436,3120000,0.015394394162867683,4.0,390,0.0,186.52,0.002730796984396875
616,-1.2810230255126952e-05,1.3487294149398803,1.5,1.2045242128521203,0.2219309029074368,3128000,0.013527841269460623,4.0,391,0.0,186.82,0.0013323393522296102
616,-4.400730133056641e-05,1.3744375133514404,1.32,1.0738891039602458,0.21689998030543386,3136000,0.012153915758699441,3.0,392,0.0,178.3,0.002270483374595642
616,-0.00011723041534423828,1.3749652302265167,1.19,1.1444605437060817,0.2253224662323997,3144000,0.012911016435426461,3.0,393,0.0,172.81,0.0018574385723331944
616,-1.4817118644714356e-05,1.374419023990631,1.18,1.2108051366358996,0.2434564458325716,3152000,0.01358884039473196,3.0,394,0.0,173.11,0.0011567966628354043
616,-4.053115844726563e-08,1.3675758945941925,1.39,1.346172356531024,0.2448126114105911,3160000,0.016175829728199462,3.0,395,0.0,182.25,0.003078925560694188
616,-0.0001038515567779541,1.3727926957607268,1.49,1.2050366352312267,0.21232047594137649,3168000,0.013917783662362808,3.0,396,0.0,185.69,0.0013366105110617355
616,-0.00034504473209381105,1.3736593961715697,1.27,1.181173734292388,0.23350330108244846,3176000,0.013581742037063122,3.0,397,0.0,177.26,0.0036302577471360566
616,-3.1358003616333007e-06,1.3796285796165466,1.4,1.3328143805265427,0.2536763784823737,3184000,0.015732011566869916,3.1000000000000085,398,0.0,183.87,0.001018650474725291
616,-8.261740207672119e-05,1.3795985889434814,1.35,1.228243494927883,0.2222335373089666,3192000,0.013912581420026982,3.0,399,0.0,180.05,0.0023569489811779932
616,-0.0009822332859039306,1.376137694120407,1.34,1.2998093601316214,0.238254848245186,3200000,0.01530096748185315,3.0,400,0.0,180.0,0.0019954019435681402
616,-0.0004455399513244629,1.3815271186828613,1.26,1.2090695919841528,0.2274411298272155,3208000,0.014043826423894644,3.0,401,0.0,177.01,0.0005662793549709022
616,-1.3116002082824708e-05,1.3769396340847015,1.23,1.1006576096266507,0.21250567003880338,3216000,0.011922662019414929,3.0,402,0.0,175.83,0.0022648265864700077
616,-0.05968390166759491,1.3545625174045564,1.22,1.278489912301302,0.2433782019224051,3224000,0.015364505167272,3.0,403,0.0,175.73,0.004475762274560111
616,-0.0006209826469421387,1.3789375281333924,1.33,1.2332892471551895,0.22394378812951135,3232000,0.013665100669741151,4.0,404,0.0,181.53,-0.0033699158645413264
615,-0.00010394632816314698,1.3786518251895905,1.5,1.2980682583153247,0.22609689547792894,3240000,0.01431416566047119,4.0,405,0.0,188.47,0.002733530261320993
616,-0.0001654142141342163,1.370057761669159,1.71,1.3173892195895314,0.22943497079520803,3248000,0.01501206716223578,5.0,406,0.0,194.89,-0.0010624947671021802
615,-0.0009206986427307129,1.3836313140392305,1.64,0.995355900619179,0.19434686342735122,3256000,0.010678264802739932,5.0,407,0.0,190.1,0.002442590410937555
615,-0.0001263737678527832,1.37710502743721,1.26,1.0216722927801312,0.182903764067378,3264000,0.010778494207502263,3.0,408,0.0,175.98,0.0035228707315400243
615,1.0728836059570312e-08,1.38035213470459,1.26,1.1760574006661773,0.21651695655934033,3272000,0.012800677754821663,3.0,409,0.0,178.6,0.0015873565410583978
615,-1.0728836059570312e-08,1.3755031263828277,1.3,1.2379229458235204,0.23396335002739957,3280000,0.014218717334183567,3.0,410,0.0,179.07,0.0006455197313334792
615,3.218650817871094e-08,1.3744641149044037,1.4,1.3007366193830967,0.23406740371971146,3288000,0.014629816045144253,4.0,411,0.0,182.63,0.0011817783227888866
615,4.231929779052734e-08,1.3584380221366883,1.63,1.3987139396369457,0.252477282452844,3296000,0.01698341894029909,4.0,412,0.0,192.83,0.001736817437922582
615,4.112720489501953e-08,1.3463874673843383,2.16,1.6302847764641046,0.2945616077524385,3304000,0.021734841767283797,5.0,413,0.0,212.91,0.007912409389973618
615,2.741813659667969e-08,1.3586119663715364,2.39,1.300162913016975,0.24207265121370405,3312000,0.014707638835061517,6.0,414,0.0,221.23,-0.0004728954005986452
615,4.172325134277344e-09,1.3578538632392883,2.03,1.326518342345953,0.24776957203017616,3320000,0.015108764425385744,5.0,415,0.0,210.81,-0.0006542712904047221
615,-1.4901161193847656e-08,1.3260325717926025,1.4,1.2085551648959518,0.2042498792857485,3328000,0.013847965190134346,4.0,416,0.0,182.3,0.0020579872839152813
615,5.960464477539063e-09,1.3403127098083496,1.22,1.211318628191948,0.2186484741138396,3336000,0.013198281671975565,3.0,417,0.0,166.93,0.0005363648722413927
615,2.3245811462402345e-08,1.3608844602108001,1.19,1.1678973749279975,0.2172065631721357,3344000,0.013026552515148069,3.0,418,0.0,169.19,0.0004993030580226332
615,-0.0029777425527572634,1.3754453444480896,1.28,1.3319568368792534,0.2421590774558081,3352000,0.015689239553048538,3.0,419,0.0,176.66,2.922411666077096e-05
615,-2.741813659667969e-08,1.3526289069652557,1.81,1.3793927026167512,0.24252397651886057,3360000,0.01696812046980085,4.1000000000000085,420,0.0,194.18,0.0033822351665003226
615,-1.4901161193847656e-08,1.372089332342148,2.11,1.301733739860356,0.24970317233280764,3368000,0.014899333320026926,6.1000000000000085,421,0.0,207.22,0.001141303472686559
615,1.0728836059570312e-08,1.3849389958381653,1.55,1.0423190031293779,0.20110210698767386,3376000,0.011602982593101956,5.0,422,0.0,189.9,0.0004052982106804848
615,-1.0132789611816407e-08,1.3798941731452943,1.22,1.209763443879783,0.21752981475548452,3384000,0.01396628266429616,3.1000000000000085,423,0.0,177.05,0.003070228344295174
615,1.1920928955078125e-09,1.3831147718429566,1.18,1.0880191577225924,0.20742726890521554,3392000,0.011998183762129884,3.0,424,0.0,173.16,0.0018452011165209115
615,-2.6226043701171875e-08,1.383118313550949,1.16,1.091701867543161,0.2043199634217327,3400000,0.012479198281871504,3.0,425,0.0,172.64,0.00036209044395945966
615,3.635883331298828e-08,1.3826277887821197,1.16,1.198653388954699,0.21552232290769394,3408000,0.013644156307917684,3.0,426,0.0,174.95,-0.00022906114580109716
615,-2.86102294921875e-08,1.3774115061759948,1.08,1.0945925508160144,0.21944947440090604,3416000,0.012125198077222876,2.1000000000000085,427,0.0,171.43,0.0028306216002965813
615,-2.3245811462402345e-08,1.3755425202846527,1.4,1.354703486468643,0.26326834948676975,3424000,0.016493617902588086,3.0,428,0.0,181.82,0.0056280322594102474
615,-4.1723251342773435e-08,1.3689102029800415,1.48,1.257815266661346,0.242149327487038,3432000,0.015272490056077004,4.0,429,0.0,186.33,0.004481121743447147
615,3.7550926208496094e-08,1.376913433074951,1.73,1.3085517065227033,0.2300739370608153,3440000,0.014850699172393433,4.0,430,0.0,194.41,0.0003248981951037422
615,-4.112720489501953e-08,1.3759081280231475,1.99,1.3137267814204097,0.2293360801169331,3448000,0.014734936807853956,5.0,431,0.0,202.38,0.002460019457648741
615,3.695487976074219e-08,1.3814779245853424,1.58,1.1610881485790014,0.2223895500058864,3456000,0.012760047072915767,4.0,432,0.0,187.87,0.0018443318706704303
615,-5.424022674560547e-08,1.3791362011432649,1.26,1.2994310971722007,0.21446470108316174,3464000,0.014633589591066993,3.0,433,0.0,176.16,0.002785715748614166
615,5.364418029785156e-09,1.3738903176784516,1.36,1.2043693201243877,0.21777784195471836,3472000,0.012974124313550418,3.0,434,0.0,180.67,0.0007106743426993489
615,-2.9206275939941406e-08,1.382983354330063,1.03,0.9154722577519715,0.17578174944897806,3480000,0.009217891871369375,2.1000000000000085,435,0.0,165.83,-6.864985916763545e-05
615,1.1920928955078125e-09,1.3736001908779145,1.02,1.1644412698689848,0.21219011845974067,3488000,0.013046952284497593,2.1000000000000085,436,0.0,166.28,0.003997501139529049
615,-7.748603820800782e-09,1.3740542709827424,1.13,1.0591323649138211,0.20580849205385565,3496000,0.011294760867167497,3.0,437,0.0,170.22,-0.00026016203220933674
615,-1.9669532775878907e-08,1.3738998436927796,1.01,1.0699916706932708,0.20912330356407302,3504000,0.011865000298834331,2.1000000000000085,438,0.0,164.83,0.002119794537429698
615,4.053115844726563e-08,1.3727003800868989,1.16,1.1668050865456463,0.2047414896456996,3512000,0.012959995634282677,3.0,439,0.0,171.06,0.00249810284236446
615,-3.3974647521972653e-08,1.373101283311844,1.14,1.1608734418079256,0.23968775473779044,3520000,0.01352051728079914,3.0,440,0.0,171.21,0.000520282934885472
615,-2.86102294921875e-08,1.3673829174041747,1.28,1.2153330423682929,0.23102791254504473,3528000,0.014537260018632878,3.0,441,0.0,178.39,0.00039993708254769443
614,-2.86102294921875e-08,1.3766330528259276,1.38,1.1127713360451161,0.20738616939500715,3536000,0.012419354081989695,3.0,442,0.0,182.56,0.004051896454766393
614,4.76837158203125e-09,1.3812659144401551,1.34,1.2722900654375553,0.23840905275587676,3544000,0.014976683357017464,3.0,443,0.0,180.14,0.0027254646446090193
614,1.9073486328125e-08,1.3771903002262116,1.5,1.1912663483247161,0.23810541561884221,3552000,0.014019176062092811,4.0,444,0.0,187.25,-7.920298317912965e-05
614,8.344650268554688e-09,1.3430505228042602,1.4,1.3689387115463614,0.25009893927482596,3560000,0.015992810629304587,4.0,445,0.0,182.68,0.0019248644239269197
615,-6.556510925292969e-09,1.3569014000892639,1.72,1.4067513911426068,0.26249479454493696,3568000,0.016518264362239278,5.0,446,0.0,191.47,0.001538043199107051
614,-4.291534423828125e-08,1.3829264450073242,1.84,1.1111999586597086,0.19917510791739104,3576000,0.012028950051244465,5.0,447,0.0,200.01,0.0019109368044883013
614,9.5367431640625e-09,1.3775008976459504,1.32,1.0541664732340723,0.19068062819146953,3584000,0.011027140651456192,4.0,448,0.0,181.33,0.0006605856052192394
614,3.457069396972656e-08,1.380556699037552,1.17,1.0720945252478122,0.1911143375986283,3592000,0.011608132841865881,3.0,449,0.0,171.66,0.002361764756496996
614,4.1723251342773435e-08,1.3674066758155823,1.11,1.09807023037225,0.21390594654399755,3600000,0.012045946177847782,3.0,450,0.0,169.31,-0.00028366683691274377
614,-1.7881393432617187e-09,1.374373766183853,1.1,1.081506134197116,0.1965373176687353,3608000,0.011321598690965402,3.0,451,0.0,168.53,0.000955111519433558
614,5.125999450683594e-08,1.3789576721191406,0.97,1.1568162608705461,0.21224740078618512,3616000,0.013039206067655868,3.0,452,0.0,164.59,0.0019226333417464048
615,2.384185791015625e-08,1.373358711004257,1.48,1.3997061786428093,0.24613414443032006,3624000,0.016854324068776804,4.0,453,0.0,184.66,0.0027724085812224075
614,5.960464477539063e-09,1.3819433152675629,1.78,1.0565731492452324,0.18689642175947216,3632000,0.010636495067378746,4.0,454,0.0,199.26,0.00012612937134690583
614,-3.814697265625e-08,1.3786415648460388,1.4,1.2494203151762486,0.2528365568787731,3640000,0.015851062751567044,3.0,455,0.0,185.9,0.005398031717049889
614,-4.76837158203125e-08,1.3762253749370574,1.6,1.2430442746728658,0.2132077513217469,3648000,0.014116035565421044,3.1000000000000085,456,0.0,191.81,0.0014286412954970728
614,-6.556510925292969e-09,1.3839232158660888,1.51,1.2399738713540136,0.24412013341505762,3656000,0.014773556618461043,4.0,457,0.0,187.57,0.004379040175117552
614,-5.364418029785156e-09,1.383154150247574,1.31,1.196333647291176,0.24731291237080616,3664000,0.014574127490904516,3.1000000000000085,458,0.0,181.22,0.006508024913491681
615,-1.3709068298339844e-08,1.3816385650634766,1.43,1.0889975935406984,0.18164006529148796,3672000,0.011357138912985646,4.0,459,0.0,187.68,0.00019089348003035412
614,-5.7816505432128905e-08,1.382092592716217,1.34,1.2215257113799454,0.21827194226171712,3680000,0.013805381203269462,4.0,460,0.0,182.04,0.0035193338315002622
614,-3.7550926208496094e-08,1.3808413934707642,1.43,1.2894536256790161,0.2279974354930492,3688000,0.01476089612130636,3.1000000000000085,461,0.0,182.04,0.0002987771746120416
614,-1.4901161193847656e-08,1.3820214700698852,1.51,1.2219705833494663,0.21681937075633992,3696000,0.014057217300687626,4.0,462,0.0,184.58,0.003034901153296232
614,1.251697540283203e-08,1.383639830350876,1.49,1.23940235581249,0.21579553037287627,3704000,0.013713608604430192,4.0,463,0.0,185.43,0.0007558391345082782
614,-5.960464477539063e-10,1.379312400817871,1.43,1.1550236244127154,0.20844015733334992,3712000,0.012428791532265678,4.0,464,0.0,182.77,-0.001644730892876396
614,-4.76837158203125e-09,1.3779261815547943,1.15,1.1726894750446082,0.2293115788880577,3720000,0.013426928619701357,3.0,465,0.0,171.1,0.0014588236762210728
614,-2.9802322387695312e-08,1.3678444409370423,1.22,1.1334632335603236,0.21370625292850903,3728000,0.01285939862737905,3.0,466,0.0,174.32,0.0019453908340074121
614,3.993511199951172e-08,1.3733588755130768,1.29,1.178235392048955,0.21433007861925094,3736000,0.012759099354007049,3.0,467,0.0,177.66,0.0013023498834809288
614,1.609325408935547e-08,1.3754128658771514,1.36,1.2543029937148094,0.22894535217905893,3744000,0.014254123114860705,3.0,468,0.0,181.73,0.0011561797559261323
614,-8.940696716308593e-09,1.3637523674964904,1.32,1.1796692211180926,0.20666510047817366,3752000,0.012460785141365704,3.0,469,0.0,178.19,0.001983995349146426
614,8.344650268554688e-09,1.3707045328617096,1.26,1.0480902436189354,0.19459506591854947,3760000,0.010764199397174252,3.0,470,0.0,174.84,0.0004466395452618599
614,-2.8014183044433592e-08,1.377912472486496,1.33,1.251065154634416,0.22742709752341356,3768000,0.014193131800057017,3.0,471,0.0,178.4,0.0013279876227898057
614,-2.6226043701171875e-08,1.3820703864097594,1.33,1.2362583553418518,0.22827193684513797,3776000,0.014064017086229796,3.0,472,0.0,178.46,0.0030322002386674284
614,1.8477439880371094e-08,1.3706249618530273,1.17,1.0676535890996457,0.19413076092594167,3784000,0.011568981845710482,3.0,473,0.0,172.09,-1.4648355427198111e-05
614,-1.7881393432617187e-08,1.373339616060257,1.11,1.1338880316540598,0.19704025327859143,3792000,0.012108046288021796,2.1000000000000085,474,0.0,167.98,0.0004382157704094425
614,5.6028366088867184e-08,1.3743166959285735,1.27,1.1536555453762412,0.2050343211289089,3800000,0.013476758145584427,3.0,475,0.0,173.48,0.0032354132871842013
614,-1.0371208190917969e-07,1.3503106319904328,1.21,1.0012971707433462,0.17589793506529144,3808000,0.010122536780662017,3.0,476,0.0,170.59,-0.0016106587118702009
614,7.152557373046875e-09,1.3832923114299773,1.14,1.3195214580744505,0.25144513770892735,3816000,0.01566560866594955,3.0,477,0.0,169.07,0.0025411802402231843
614,2.0265579223632814e-08,1.3776140809059143,1.7,1.4451992393285036,0.2679997791182849,3824000,0.018042860560271948,4.0,478,0.0,192.72,0.0019682244578143582
614,2.9802322387695312e-08,1.3760034584999083,2.28,1.3345724434405566,0.22847248538416273,3832000,0.01562661095153089,5.0,479,0.0,214.92,-0.0007991261423012474
614,2.1457672119140624e-08,1.3751922786235808,2.15,1.2534667882323265,0.229953340500325,3840000,0.014504635023222363,5.0,480,0.0,210.07,0.004267481591086835
614,-2.562999725341797e-08,1.3771752786636353,1.76,1.3743345103040339,0.2433617878127695,3848000,0.01673779418988488,5.0,481,0.0,197.36,0.0031673396890982987
614,5.125999450683594e-08,1.3826850509643556,1.57,1.0707121892832219,0.19596043288843978,3856000,0.011174705373969118,4.1000000000000085,482,0.0,187.92,-0.0012471330724656581
614,1.251697540283203e-08,1.3759457612037658,1.34,1.0994494286365808,0.20253451657609042,3864000,0.012340582895454873,3.1000000000000085,483,0.0,179.04,0.0016628865792881697
614,-2.9802322387695314e-09,1.3576997852325439,1.17,1.1024264748767019,0.1998303509962258,3872000,0.012548086720081529,3.0,484,0.0,173.91,-0.0008340809484070632
614,-2.2649765014648438e-08,1.3247806525230408,1.17,1.1234823871776463,0.20022242817416383,3880000,0.012538423961166245,3.0,485,0.0,169.16,0.003667834711668547
614,-1.0132789611816407e-08,1.3577262473106384,1.32,1.174917667824775,0.22129758499521274,3888000,0.013004915637757221,3.0,486,0.0,167.36,0.001241292634513229
614,-1.430511474609375e-08,1.364580841064453,1.41,1.2483821435831488,0.2243287866494507,3896000,0.014393503637631967,3.0,487,0.0,175.37,0.001276652763626771
614,-3.695487976074219e-08,1.3651818788051606,1.65,1.4240645055472851,0.24160264220578803,3904000,0.016133001227276508,4.0,488,0.0,193.13,0.0023507346567930654
614,-5.960464477539063e-10,1.3607415819168092,2.2,1.5655090407654644,0.2748305848830868,3912000,0.0202099727118366,5.0,489,0.0,215.11,0.00438649179704953
614,-5.304813385009766e-08,1.364954378604889,2.03,1.1070948676764965,0.20131824852373423,3920000,0.012133655285124405,5.0,490,0.0,206.33,-0.0016422346001490951
614,5.960464477539063e-08,1.3729062211513519,1.65,1.2377663826942444,0.23333541205744496,3928000,0.014606473412823107,4.0,491,0.0,188.59,0.0033267625281587243
614,-4.112720489501953e-08,1.3757805299758912,1.44,1.2881007142271848,0.21834862091631177,3936000,0.014896366567431868,4.0,492,0.0,182.27,0.002705810402985662
614,-4.112720489501953e-08,1.3733291614055634,1.72,1.34478224106133,0.24540220950160777,3944000,0.015868242685100994,5.0,493,0.0,194.91,-0.0005962655230541714
614,-1.6689300537109377e-08,1.3663322937488556,1.96,1.4721695899032057,0.2757961901060552,3952000,0.01888990581212511,6.0,494,0.0,204.23,0.005522886844701134
614,-1.1205673217773437e-07,1.3680152356624604,1.77,1.2297992862388492,0.20823780104302123,3960000,0.013811035803901178,5.0,495,0.0,197.79,-0.0006489797646645457
614,-2.9802322387695312e-08,1.3717956995964051,1.57,1.3972334777191282,0.24281465673234096,3968000,0.01607231445002981,4.0,496,0.0,192.73,0.003979555780533701
614,2.741813659667969e-08,1.3754933559894562,1.47,1.1701475881412626,0.2084083742945654,3976000,0.012838683813570242,4.0,497,0.0,185.0,0.0004132092537111021
614,-4.76837158203125e-09,1.3804809319972993,1.33,1.0407852150313557,0.18544861291538883,3984000,0.011428293926671813,3.0,498,0.0,178.41,0.0032733930402901023
614,3.3974647521972653e-08,1.3827656054496764,1.22,1.070188516676426,0.19741953740961513,3992000,0.0112306772347074,3.1000000000000085,499,0.0,176.5,-2.327654277905822e-05
614,-4.827976226806641e-08,1.3797701156139375,1.18,1.1895293717831372,0.21811919958960616,4000000,0.013565504701714417,3.1000000000000085,500,0.0,175.56,0.003146706212282879
614,1.5497207641601563e-08,1.3738147628307342,1.09,1.0208591550402344,0.1831179418385256,4008000,0.010728945247183218,3.0,501,0.0,171.99,-6.39384234091267e-05
614,-1.7881393432617187e-08,1.3718777072429658,1.22,1.1980601073987782,0.2213497498988594,4016000,0.013998086769572638,3.1000000000000085,502,0.0,177.23,0.0018862900917883962
614,-5.245208740234375e-08,1.3786616599559784,1.5,1.2868975031375884,0.2222706791704571,4024000,0.014313523062587591,4.1000000000000085,503,0.0,187.39,-0.00026917188602965325
614,2.4437904357910155e-08,1.3652325296401977,1.6,1.2624402339570224,0.2253645863402498,4032000,0.014899738262852225,5.0,504,0.0,192.39,0.004225596918258816
614,-1.0132789611816407e-08,1.3728560566902162,1.41,1.2117117795161902,0.22914100077159152,4040000,0.014566656096499174,4.0,505,0.0,185.08,0.0050789820402860645
614,1.0132789611816407e-08,1.375277863740921,1.28,1.1075920439511537,0.19800582658711696,4048000,0.01203539613603425,3.0,506,0.0,178.36,0.002039990017656237
614,1.5497207641601563e-08,1.376802580356598,1.25,1.117516449280083,0.1881718090180061,4056000,0.011975752730741078,3.0,507,0.0,176.78,0.0007895098711014725
614,-2.9802322387695314e-09,1.3779840672016144,1.25,1.2683409394323826,0.21662926270118915,4064000,0.014168958582522463,3.0,508,0.0,177.9,-0.0005905619205441325
614,-3.337860107421875e-08,1.3666639184951783,1.52,1.2979725485667586,0.23846399907429888,4072000,0.014669805161793193,4.0,509,0.0,188.09,0.0010466090856061782
614,7.748603820800782e-09,1.3759953367710114,1.67,1.2250358710438014,0.20432617009354226,4080000,0.013251830549970691,5.0,510,0.0,191.82,0.0015287962986622007
614,-3.0994415283203126e-08,1.3673585450649262,1.41,1.1348153279349207,0.20462667987389904,4088000,0.012310564546514796,3.0,511,0.0,182.33,0.000971544801723212
614,-5.364418029785156e-09,1.350001573562622,1.25,1.2491059814393521,0.22916506705419618,4096000,0.014461858993745408,3.0,512,0.0,174.37,0.0016050136554986239
614,3.218650817871094e-08,1.375140836238861,1.29,1.161516835540533,0.23478459127156462,4104000,0.014319114656882449,3.0,513,0.0,175.4,0.0069236694545543286
614,-1.3709068298339844e-08,1.3706467247009277,1.49,1.208757507801056,0.22801963269138814,4112000,0.014311050162759784,3.0,514,0.0,184.63,0.0029024256323464215
613,0.0,1.3747671329975129,1.65,1.3983055775612592,0.2658298431375901,4120000,0.01728753251260059,3.0,515,0.0,192.44,0.002528639305382967
613,-1.8477439880371094e-08,1.3718735241889954,1.83,1.2680467147380114,0.23100641239490577,4128000,0.014449678042765299,4.0,516,0.0,200.49,0.00134884363214951
613,-1.9669532775878907e-08,1.3569283950328828,1.78,1.470698804706335,0.25113927602700087,4136000,0.017946444315257395,5.0,517,0.0,199.22,0.002034992245025933
613,3.039836883544922e-08,1.3780951809883117,1.63,1.209871662762016,0.2300487321332291,4144000,0.013752447461806696,5.0,518,0.0,193.29,0.0014539663982577622
613,-1.1324882507324219e-08,1.3629705226421356,1.52,1.3519430550932885,0.23933972198876155,4152000,0.015972294217572198,5.0,519,0.0,189.77,0.0021409122762270274
613,7.748603820800782e-09,1.3716324055194855,1.56,1.261990457288921,0.23508154246501609,4160000,0.015047654795680501,4.0,520,0.0,192.21,0.0008964617364108562
