policy_loss,value_loss,fps,epoch_idx,episode_length,PMM:episode_rewards,P09:episode_rewards,explained_variance,P01:episode_rewards,policy_entropy,frames,grad_norm,advantage_norm
-0.19828979657751916,1.091894340329709,516,1,159.82926829268294,0.8048780487804879,2.0,-2.5067565089464185,0.0,1.304988214923069,8000,31.37450010348971,4.870107391737402
-0.00015957274874381255,0.0053037064033242135,308,2,175.42696629213484,1.202247191011236,3.0,-6.7603480929136275,0.0,1.367322325706482,16000,0.1227386483829497,0.6863127066940069
0.00034508758089941695,0.006039601633213465,350,3,187.66,1.47,4.1000000000000085,-19.894284814596176,0.0,1.3735944044589996,24000,0.12973024985308707,0.7249770662654191
-0.00031230902663082817,0.0057629524180072165,373,4,184.44,1.43,4.0,-8.700654900074005,0.0,1.38280660033226,32000,0.11865579488696694,0.7286901919171214
0.0006089609235641547,0.006115577934995144,389,5,178.43,1.35,4.0,-4.070091128349304,0.0,1.3837817299365998,40000,0.10498927060983596,0.7301845050696284
0.00021972744056256488,0.00732295447951401,398,6,190.11,1.56,4.0,-1.8001638352870941,0.0,1.3838586795330048,48000,0.11522084117691447,0.8810884693823755
0.00024436035484541206,0.006291267275655627,404,7,197.32,1.72,4.0,-1.344449102282524,0.0,1.3827199196815492,56000,0.10553175775454628,0.7602585450187326
0.001691663799501839,0.00584170278525562,410,8,194.64,1.73,4.0,-2.0783336049318315,0.0,1.381400110721588,64000,0.09203303408657183,0.7417402959428727
0.000366516519425204,0.006264842979778678,414,9,186.17,1.52,3.0,-2.0211453825235366,0.0,1.3832924628257752,72000,0.07615555055651227,0.8063966328836978
-0.00022667914327030304,0.0051807327455208,417,10,183.97,1.42,3.0,-2.8297121322154997,0.0,1.3822426009178161,80000,0.08333985365810091,0.6923715876974166
0.0005477628791595634,0.005291705032464051,418,11,182.74,1.39,3.1000000000000085,-2.9291603606939316,0.0,1.379992448091507,88000,0.1001888963902282,0.6795802836865187
0.0004448500271246303,0.005927041595782612,421,12,178.0,1.27,3.1000000000000085,-2.6966719979047777,0.0,1.378616236448288,96000,0.09912499617980468,0.7427915730141104
-0.001127016896916757,0.006197542035852166,423,13,183.18,1.45,4.0,-1.6371798622608185,0.0,1.3810662007331849,104000,0.09145311220838549,0.7559820342063904
-0.00028782559704268354,0.005975360772326894,425,14,181.74,1.44,3.1000000000000085,-1.3443926137685775,0.0,1.384857609272003,112000,0.09132821493385583,0.7653785467520356
-2.14417272945866e-05,0.0055155592197479565,426,15,180.68,1.33,3.0,-2.3728037875890733,0.0,1.3848508298397064,120000,0.09152282577110961,0.7175344608351588
-0.000122068521741312,0.0051571958253862245,427,16,190.35,1.5,4.0,-1.774057469367981,0.0,1.3845833492279054,128000,0.09341030192813228,0.6871576367691159
0.00027519211405888197,0.004373114269769758,429,17,171.94,1.05,3.0,-2.681494752168655,0.0,1.3838560712337493,136000,0.0788905080493094,0.6061527898535133
0.001395566370265442,0.00616829041334313,430,18,176.59,1.22,3.0,-1.9529088246822357,0.0,1.3797012841701508,144000,0.1362102608369547,0.7966638499498367
-1.521900176157942e-05,0.004201056090196289,431,19,182.46,1.38,3.0,-2.8336243349313737,0.0,1.3787102055549623,152000,0.09240292358233795,0.5918462852016091
0.0001442635981948115,0.004425159811198683,432,20,167.03,1.0,2.1000000000000085,-2.644660704135895,0.0,1.3776660323143006,160000,0.0993584565097419,0.6351010665297508
-0.0006630310182663379,0.0034221769340911125,433,21,165.36,0.97,3.0,-2.5692237532138824,0.0,1.380938857793808,168000,0.08885193880021328,0.5295320542901755
-0.00013942867692094297,0.0038824553519953044,433,22,170.61,1.06,3.0,-2.2931909447908403,0.0,1.3809407126903535,176000,0.11427859988152506,0.6263646481186151
0.0008034585369750858,0.004928859965511947,433,23,179.55,1.28,3.0,-1.798162945508957,0.0,1.383284592628479,184000,0.1214563939507487,0.6967093335092067
-9.434049672563561e-05,0.003995989902814472,434,24,184.76,1.42,4.0,-2.2767664259672165,0.0,1.384991329908371,192000,0.10191962901631874,0.6156732825189829
0.0008530906076339306,0.00419819445878602,434,25,186.49,1.48,4.0,-2.3231759732961654,0.0,1.3840372002124786,200000,0.10194326669303282,0.6476653803884983
0.00011951994929404464,0.004013720989605645,435,26,181.7,1.39,3.0,-3.147948991060257,0.0,1.3775465178489685,208000,0.10023634040775362,0.6371216181665659
-0.0010203769657528027,0.004643886581325205,435,27,181.03,1.38,3.0,-1.5576100885868072,0.0,1.3785495805740355,216000,0.13377124271567736,0.6886262102425098
-0.024240236050973182,0.17151431945014337,435,28,179.71,1.35,3.0,-1.551843502521515,0.0,1.3675878155231476,224000,3.6975421743935413,1.2907695663720369
0.00016060614929301663,0.0036529597383923827,435,29,179.24,1.32,3.0,-3.609563475251198,0.0,1.38108048081398,232000,0.09998287229110728,0.6273161866515875
-0.0006023567213196656,0.0034639435039571253,436,30,173.6,1.17,3.0,-3.424978007674217,0.0,1.3845957279205323,240000,0.10764151227251921,0.6059643465280533
-2.468106031301431e-06,0.003006057578786567,436,31,172.95,1.15,3.0,-2.5091116499900816,0.0,1.3847983622550963,248000,0.10402388428956469,0.527409700602293
-0.019507786972599205,0.01797832295000262,436,32,177.65,1.25,3.0,-2.3952338027954103,0.0,1.3828162348270416,256000,0.6983891445605527,0.7522803244739771
0.0005454561875740182,0.002608168800979911,438,33,175.66,1.21,3.1000000000000085,-3.559944147467613,0.0,1.383595288991928,264000,0.08945236940580918,0.505567060932517
-0.0004295626608654857,0.0028983312509808456,439,34,175.52,1.25,4.0,-7.108514592051506,0.0,1.3820562493801116,272000,0.10391051971866253,0.5648353227227926
0.0005322095691008144,0.002774576850424637,440,35,180.79,1.31,3.1000000000000085,-1.9679902440309525,0.0,1.3833620572090148,280000,0.09752538782830593,0.5546099833399057
0.0002700282496516593,0.002949657805947936,442,36,183.46,1.33,3.1000000000000085,-1.3706358963251113,0.0,1.3837070345878602,288000,0.09775585087199203,0.5701145095378161
-0.0009298900162184509,0.002871473804771085,443,37,188.47,1.5,4.1000000000000085,-6.725049879550934,0.0,1.382259041070938,296000,0.09546435684792838,0.5471360292285681
0.0005737494357890683,0.0028355499525059714,444,38,192.19,1.56,4.0,-2.1857419884204865,0.0,1.383374936580658,304000,0.0945248071574058,0.5699922452867031
-0.000727895117161097,0.0023753566428786144,445,39,187.9,1.48,3.1000000000000085,-4.161341561675072,0.0,1.3817631196975708,312000,0.0916824808012901,0.4895463303476572
0.0005317821544304025,0.00233761508432508,446,40,180.88,1.35,3.0,-3.9813590735197066,0.0,1.3852345383167266,320000,0.10113716996415915,0.4823115486651659
-0.00012241990756592714,0.0025061243516574907,448,41,188.44,1.47,3.1000000000000085,-2.858775157928467,0.0,1.3839325213432312,328000,0.07794179070282228,0.506045702882111
0.0004354860946023109,0.0022999427894410474,448,42,188.39,1.48,4.0,-6.971602730751037,0.0,1.3837357676029205,336000,0.07435149381305427,0.44974099796265365
-0.001163928161295189,0.0016771830180823599,449,43,174.22,1.17,3.0,-1.2692168509960176,0.0,1.3842539048194886,344000,0.07213213400385797,0.39027368772774934
-9.519531857222319e-05,0.00224772370816936,450,44,175.84,1.24,3.0,-2.354336807131767,0.0,1.3834513139724731,352000,0.07512639112154962,0.48154751464724543
9.109585207170312e-05,0.0022637429172027625,451,45,182.32,1.45,3.0,-1.2318788576126098,0.0,1.3793507885932923,360000,0.08346528267833986,0.45629079911857845
0.0002490997177665122,0.0018727668457904655,451,46,177.15,1.33,3.0,-2.1942405503988267,0.0,1.3822200512886047,368000,0.06856847572926823,0.4204425958916545
0.0002522584103644476,0.0017691577528512427,452,47,169.96,1.12,3.0,-7.269732485413551,0.0,1.38342151761055,376000,0.06058955271121262,0.3783486011251807
-8.589622324507217e-05,0.002316773679158359,453,48,182.54,1.45,4.0,-1.894780794978142,0.0,1.3800150108337403,384000,0.07363047974615898,0.4535630264878273
0.00022811086309957319,0.0022689022252961877,453,49,184.68,1.46,3.1000000000000085,-2.710391289591789,0.0,1.3846863412857056,392000,0.07868053162517313,0.47009502779692414
6.332073408884753e-05,0.0014125313927524986,454,50,175.32,1.24,3.0,-3.6729934269189837,0.0,1.3853822457790375,400000,0.05312080843717637,0.3450885831937194
9.748621785547584e-05,0.0015263359603522985,454,51,174.58,1.21,3.0,-3.5872828286886214,0.0,1.385385104417801,408000,0.064240943473372,0.38201810777187345
-0.00030317547789309173,0.0019140894469364866,454,52,175.12,1.19,3.0,-2.575792691707611,0.0,1.3844660604000092,416000,0.07912207145765639,0.4116782822459936
-0.00013731480517890305,0.0012539602240303792,455,53,171.87,1.14,3.0,-2.5580876052379606,0.0,1.3852763855457306,424000,0.051402529176528065,0.32776173662394287
0.00010999108068062924,0.001867786170087129,456,54,174.78,1.17,3.0,-3.1145388156175615,0.0,1.3848877596855163,432000,0.06755133798932454,0.4118505693599582
