PMM:episode_rewards,avg_q_selected,advantage_norm,model_prob_std,explained_variance,frames,policy_gradient_loss,P09:episode_rewards,epoch_idx,policy_gradient_bias_correction,fps,q_loss,policy_loss,avg_q_retraced,grad_norm,policy_entropy,episode_length,P01:episode_rewards,rollout_prob_std
0.0,-2.8177050534187845e-05,0.005031062427153022,0.00616148356686435,-7.5730493835355865,259200,9.147731937655401e-07,0.0,36,2.144792197608908e-07,384,3.849451187091723e-07,1.1292523921807308e-06,-2.3245403306726643e-05,0.0002520092769311019,2.195333668863962,3324.652777777778,0.0,0.015055760761800534
0.0,3.1073424368526104e-05,0.005304780099331525,0.005237934151935397,-6.547810848535053,266400,-1.8629750298060647e-06,0.0,37,-1.2334392432967164e-07,384,4.0513866631112655e-07,-1.9863189769875804e-06,3.8940994030210456e-05,0.0002262167757610505,2.1959671056712113,3324.652777777778,0.0,0.014574056529358682
0.0,8.974534816879608e-06,0.004374567539073593,0.005094877542486222,-7.176550270252758,273600,-2.0011078185393986e-06,0.0,38,1.9468756985094095e-07,383,2.870689672906934e-07,-1.8064202550087813e-06,3.848141287254258e-06,0.0001893446584398484,2.196023776417687,3324.652777777778,0.0,0.014886395410719582
0.0,-2.1448063634799892e-05,0.005277287163282005,0.005227311930419611,-7.863719812527535,280800,-6.505059945486176e-07,0.0,39,4.7388799530884234e-07,382,4.533117268849873e-07,-1.7661803846229828e-07,-2.123592480885121e-05,0.00022982814328103066,2.195951592070715,3324.5476190476193,0.0,0.01302911453459981
0.0,-2.04043480897824e-05,0.003976559054523629,0.005078753684028348,-6.482019588890529,288000,5.314700817698232e-07,0.0,40,-1.3549597241232483e-07,381,2.447696458676046e-07,3.959740999775587e-07,-1.8613416403654687e-05,0.00018169319628554259,2.196024682351521,3324.5476190476193,0.0,0.01308309666477033
0.0,0.0001592505280279665,0.005208397949824021,0.007579186614790669,-5.399747240628514,295200,-3.0367084043842536e-06,0.0,41,-3.8508932859546227e-07,380,3.2696350778905526e-07,-3.4217977244250303e-06,0.00015908080414661938,0.0002769231057560917,2.1943708654150127,3324.5476190476193,0.0,0.01656345087702869
0.0,1.5692670569915352e-05,0.004073677755568593,0.0052216186341256755,-7.205050887329867,302400,2.734078254274728e-07,0.0,42,8.974398690618115e-10,380,2.5213502379240327e-07,2.743052716602153e-07,1.723887782582e-05,0.00018715607674295298,2.1959546507508665,3324.5476190476193,0.0,0.011932841022483508
0.0,7.46380676319148e-05,0.004354214951038427,0.004767979693604588,-6.469462870151276,309600,-2.4475335063794518e-06,0.0,43,5.188470870713559e-08,379,2.740148738654215e-07,-2.395648795448416e-06,7.988766085572609e-05,0.00018936232665057995,2.196166983133271,3324.5476190476193,0.0,0.01242082860798479
0.0,0.00012715277538325335,0.004262069659570919,0.00487105403253476,-6.24355985772515,316800,-2.633772670901545e-06,0.0,44,-7.058062087261964e-08,378,2.614917344720722e-07,-2.704353281492177e-06,0.00012706293860298776,0.00017872977363563025,2.196129859818353,3324.5476190476193,0.0,0.010832743266854242
0.0,0.00012669961250309376,0.004154720697949256,0.004633000395611845,-6.623993766279448,324000,-3.45212454615545e-06,0.0,45,-1.2217088375226443e-07,378,2.685211219009633e-07,-3.5742954400832775e-06,0.0001247577201701504,0.0001708829424105384,2.1962336336620267,3324.6666666666665,0.0,0.012959452463047845
0.0,0.000158103949288438,0.004213555503957511,0.006049279709979177,-5.160600940329688,331200,-2.561792835669716e-06,0.0,46,-4.7791660723116e-07,377,2.291414051614279e-07,-3.039709456863182e-06,0.00015602751835218137,0.0002181020712006332,2.1953735193342125,3324.6666666666665,0.0,0.012672658985059971
0.0,0.00019687577580469452,0.004322122444319243,0.005857120269894716,-4.874886939516143,338400,-4.49372375773429e-06,0.0,47,-3.461252781525711e-07,377,2.539885431607743e-07,-4.839849085836959e-06,0.0001960832499164445,0.00020569882645158112,2.1955325649844273,3324.6666666666665,0.0,0.015355072298811544
0.0,0.0001653884039384528,0.004043870992464551,0.00471784072788925,-5.700604070743556,345600,-3.0791414945400354e-06,0.0,48,-2.0138581194918706e-07,376,2.3840352182959006e-07,-3.280527300062288e-06,0.0001618276099087245,0.00016285497581326738,2.196202166761671,3324.6666666666665,0.0,0.010543708921183472
0.0,8.140750881122606e-05,0.003419944700292526,0.00453560534207749,-6.076871564019294,352800,-2.8238384045940915e-06,0.0,49,-1.294793106443976e-07,376,1.846054950177974e-07,-2.953317717400397e-06,7.564603181382806e-05,0.00014798554722440977,2.1962555728734485,3324.6666666666665,0.0,0.012437715598840327
0.0,2.3637019051552525e-05,0.00425166981753021,0.004788106043780564,-5.992258627764763,360000,-1.1156955996922802e-06,0.0,50,-4.761967516880937e-07,375,2.6513048837583505e-07,-1.5918923391006464e-06,2.103371536080315e-05,0.00017418521578054644,2.196193214636001,3324.67,0.0,0.013553944468629429
0.0,-3.9103261500068e-06,0.003407690659318223,0.004656942528257027,-5.215593716475241,367200,4.6655999657129297e-07,0.0,51,-4.265581422092572e-07,374,1.788381940862163e-07,4.0001843363961735e-08,-7.049437251525747e-06,0.000151734784496695,2.196236788261504,3324.67,0.0,0.011820147670569152
0.0,0.00015558196626733287,0.004885789999625531,0.006913744171225119,-4.152835161705726,374400,-3.0697329433626074e-06,0.0,52,-2.4423119350484333e-07,374,2.7517777855568225e-07,-3.3139641482616264e-06,0.00015636608609138975,0.0002544208433947491,2.194900167339292,3324.67,0.0,0.014555622692212186
0.0,1.0553259266842401e-05,0.003403625708603406,0.004568579070397563,-4.844838645187006,381600,1.1192988412000473e-06,0.0,53,-3.6053567280341186e-07,373,1.6919473336114585e-07,7.587631905768004e-07,1.545279926237043e-05,0.00013942357385457913,2.1962808728438836,3324.67,0.0,0.011951837229090323
0.0,4.715765938751955e-05,0.003645621563989186,0.0046109025687608805,-5.199693924718432,388800,-7.080564457381707e-07,0.0,54,2.1422737451965083e-08,372,1.766397798338467e-07,-6.866337190834947e-07,4.5901124897480053e-05,0.00015316048873867226,2.19625439968374,3324.67,0.0,0.011555868522199387
0.0,3.216920154294012e-05,0.0033892455099661166,0.004486104463831961,-5.063607558699512,396000,-1.3822679158903443e-06,0.0,55,-2.673227718809485e-08,371,1.5529584705649584e-07,-1.409000229036037e-06,3.365279935837764e-05,0.00014968852160898496,2.196313163376359,3324.67,0.0,0.01193326360349255
0.0,1.5602795508160607e-05,0.003570223004553651,0.0043586571813097824,-5.311837263872068,403200,-6.691135875070052e-08,0.0,56,-2.0952529722666685e-07,370,1.9078173417117062e-07,-2.7643667036369583e-07,1.9001061688981888e-05,0.00014757682982652448,2.1963698616166596,3324.64,0.0,0.010091396634104766
0.0,6.632870053733442e-05,0.0033141938269291705,0.005047156970000027,-4.3735969305700735,410400,-9.74463728738554e-07,0.0,57,-6.66395668523655e-08,370,1.40048312231375e-07,-1.0411032771607944e-06,6.678193085431557e-05,0.0001515942204949455,2.1959798649663016,3324.64,0.0,0.014573996684048325
0.0,0.00010755307487454658,0.0036575851464080646,0.005343619870750332,-4.334668945896334,417600,-2.6424324846780253e-06,0.0,58,-2.664942154672863e-07,370,1.9598336095997454e-07,-2.908926692779711e-06,9.933685162024265e-05,0.0001719002428134446,2.1957943450441264,3324.64,0.0,0.01111251369463401
0.0,-3.1398252536642983e-06,0.0032155395861516124,0.004238180873617431,-4.952151419622873,424800,1.977909913897235e-07,0.0,59,-2.3826692839282874e-07,369,1.420751315960423e-07,-4.047593408386468e-08,-1.8709931203852765e-06,0.00013005065040498068,2.1964180474054245,3324.64,0.0,0.009019830675873284
0.0,-8.759033068597416e-06,0.0028871657282776796,0.0042512215904382715,-5.655032983176292,432000,4.6257664520578047e-07,0.0,60,-3.574450118237818e-08,369,1.2024072538572401e-07,4.268321677230572e-07,-5.353558118270992e-06,0.0001262173665840693,2.1963971732753924,3324.64,0.0,0.009206815888426421
0.0,-3.0698286604219414e-06,0.003583944375013896,0.004420634986344005,-5.36553786788582,439200,3.1688205800338354e-07,0.0,61,-2.9579574960263766e-07,368,1.8362503469122473e-07,2.1086331789183886e-08,-4.621971229993321e-06,0.00014252187808327907,2.1963486872174065,3324.66,0.0,0.009958422437558618
0.0,-1.814531781635182e-05,0.002686900986358446,0.004395007520800742,-4.737358588248335,446400,8.420921711515976e-07,0.0,62,1.442029816750009e-07,368,1.1741032377370775e-07,9.862951113203527e-07,-1.7209740615273086e-05,0.0001185083937732822,2.196343798810843,3324.66,0.0,0.01207292807492349
0.0,0.00012987101098057202,0.004156680888186444,0.0070473115968643614,-4.0592922735059425,453600,-3.2759685851750596e-06,0.0,63,-9.601743598466682e-08,367,2.0008619514352206e-07,-3.371986008111209e-06,0.0001297072495741356,0.000217724782572847,2.19477390193406,3324.66,0.0,0.011068909879732528
0.0,2.5704623579203132e-05,0.003245284516996767,0.005055919814668227,-4.282126565017396,460800,-1.4378772630423206e-06,0.0,64,-1.4300249069477285e-07,367,1.491566147021705e-07,-1.5808797673678829e-06,2.6744114600223696e-05,0.0001460638386969097,2.196038129206688,3324.66,0.0,0.01127471590604049
0.0,2.3200450700885865e-05,0.003282917266548057,0.004871020197502471,-4.830277094216574,468000,7.642970541783481e-07,0.0,65,-2.630705819674955e-07,367,1.376605510731877e-07,5.012264634942537e-07,2.391181273156105e-05,0.00014418911554101157,2.1961394378968646,3324.66,0.0,0.009117593427044561
0.0,2.244341417692167e-05,0.002933870788313918,0.004846287476377459,-4.516514614837825,475200,-8.602242857914908e-07,0.0,66,-6.858172298636502e-08,366,1.2002487791955643e-07,-9.28806029854494e-07,2.2129496581264804e-05,0.00012964321158082792,2.196159544054162,3324.66,0.0,0.013364644516308708
0.0,1.643852985067473e-05,0.0032936955020002054,0.00478943025215696,-5.026597463291716,482400,9.28355297195801e-08,0.0,67,-3.0034248407899907e-07,365,1.5651003016844224e-07,-2.075069355025342e-07,1.397127175581319e-05,0.00013577162506840196,2.196189970820233,3324.8,0.0,0.009374396359673486
