avg_q_retraced,q_loss,advantage_norm,grad_norm,epoch_idx,episode_length,model_prob_std,policy_entropy,policy_gradient_loss,frames,P09:episode_rewards,fps,rollout_prob_std,policy_loss,avg_q_selected,policy_gradient_bias_correction,explained_variance,PMM:episode_rewards,P01:episode_rewards
0.011730376525277583,0.004413492817063039,0.09768846550335487,0.14803910382969432,1,0,0.04647542703896761,2.0347421010335287,-0.00028825460506899013,7200,0.0,433,0.046475425859292346,-0.00028825460506899013,0.010752035253487217,5.301471530290887e-12,-36.342128944396975,0.0,0.0
-0.0007031093773548491,8.749902772251517e-05,0.02133570093040665,0.012586718462751887,2,0,0.01924211283524831,2.18160506884257,-6.313541609112386e-05,14400,0.0,204,0.019242112493763366,-6.313541609112386e-05,-0.0005486272178435078,0.0,-65.25813811620077,0.0,0.0
0.0023120623198337855,1.4061173669688287e-05,0.01408793448160092,0.002457103456089268,3,0,0.007950282841920852,2.19397714138031,-2.9220911892480216e-05,21600,0.0,251,0.007950282919531067,-2.9220911892480216e-05,0.002331756358034909,0.0,-33.346099058787026,0.0,0.0
0.002122668502852321,4.871672706485697e-05,0.04676761620988448,0.005262200884215711,4,0,0.010695984105889995,2.192369755109151,-3.840846613153796e-05,28800,0.0,285,0.010695984121412039,-3.840846613153796e-05,0.002233446395257488,0.0,-16.571025705337526,0.0,0.0
0.0016400135646108538,1.572840241882053e-05,0.020715957119440038,0.002042883659563462,5,0,0.007811290087799231,2.1946038166681925,-3.522534880933866e-05,36000,0.0,300,0.0078112900101890165,-3.522534880933866e-05,0.0017159320814243983,0.0,-9.399967590967814,0.0,0.0
0.0010473342937909061,2.8546703049414646e-05,0.03502985091569523,0.0034607567976619766,6,3324.5,0.009654747632642588,2.193166486422221,-4.1996601188050896e-05,43200,0.0,311,0.00965474775681893,-4.1996601188050896e-05,0.001090352376922965,0.0,-11.313193209966023,0.0,0.0
0.0008248222176916898,6.879702328888015e-06,0.008565066056326032,0.001416120673060819,7,3324.5,0.008989101555198432,2.193314305941264,-4.562814983728458e-05,50400,0.0,321,0.008989101446544131,-4.562814983728458e-05,0.000859105548200508,0.0,-19.144075711568195,0.0,0.0
-0.001984344158942501,3.6457171252853487e-06,0.011148210149258375,0.0014882951023919488,8,3324.5,0.014015253338341912,2.188547889391581,6.681247989490658e-05,57600,0.0,332,0.014015253602216641,6.681247989490658e-05,-0.0020007666782476006,0.0,-15.774620819091798,0.0,0.0
0.0012199114687973633,2.1162940894707085e-05,0.027734030690044164,0.002570902094585615,9,3324.5,0.008796062134206296,2.193873421351115,-3.2568366441410036e-05,64800,0.0,341,0.008796062134206296,-3.2568366441410036e-05,0.0011508493267077331,0.0,-8.731048933664958,0.0,0.0
0.001061140262754634,1.4231076475349861e-05,0.021239172449956337,0.002051878420686277,10,3324.5,0.010069057034949461,2.193094746271769,-2.733614722387756e-05,72000,0.0,348,0.010069057097037632,-2.733614722387756e-05,0.0009467175414708133,0.0,-10.206887372334798,0.0,0.0
0.0012866388822052007,2.831797461908536e-05,0.03921410891537865,0.003626184569655485,11,3324.5,0.012609212814519802,2.1906574090321858,-4.1011381138863116e-05,79200,0.0,355,0.012609213093916575,-4.1011381138863116e-05,0.0011579830272239633,0.0,-7.851499891281128,0.0,0.0
