PMM:episode_rewards,episode_length,fps,policy_entropy,epoch_idx,frames,value_loss,grad_norm,P09:episode_rewards,explained_variance,policy_loss,advantage_norm,approx_kl_divergence,P01:episode_rewards,clip_fraction
159.75,333.55,555,1.7849515154957771,16,163840,0.006796683412170523,0.050522639500568636,325.0,2.9802322387695314e-09,-0.0015155424902332016,15.968716114759445,0.0035738230752485832,25.0,0.241943359375
160.25,331.31,555,1.7848019301891327,17,174080,0.00826652170944726,0.05263526329276569,375.0,2.2351741790771484e-08,-0.0011002893435943407,15.968717223405838,0.0029964600320624866,25.0,0.219921875
140.0,325.06,553,1.7812445029616355,18,184320,0.008025100811209995,0.05174848045133891,300.0,1.3746321201324462e-07,-0.0017281977219681722,15.968717294931412,0.0035341288005611205,25.0,0.2225341796875
146.0,322.77,553,1.7806383520364761,19,194560,0.0073495673677371086,0.055677044562723585,352.5000000000002,1.9997358322143553e-06,-0.0016005860081349966,15.968716812133788,0.0030832649381977717,25.0,0.2216552734375
138.25,322.26,552,1.7752696432173252,20,204800,0.008447628941792119,0.054482205574313866,300.0,2.5711953639984133e-06,-0.001946219064120669,15.968717378377914,0.003263480388881135,25.0,0.258642578125
162.75,330.76,551,1.7641718179018426,21,215040,5.39427355197804,56.80860669933624,350.0,-0.01414085328578949,0.00356866085458023,15.96871754527092,166.7749305109527,25.0,0.2634033203125
181.5,337.01,551,1.769091795384884,22,225280,0.01207526578073157,0.05457227161340435,350.0,-2.4959444999694825e-08,-0.002164338071816019,15.968717765808105,0.0030237427927318093,25.0,0.2283935546875
191.0,339.19,550,1.7724975854158402,23,235520,0.009530910712783225,0.05462834975976042,350.0,9.313225746154785e-09,-0.0010955927733448333,15.968717783689499,0.0026019630411383333,47.50000000000001,0.1908447265625
197.5,340.63,550,1.7708184495568275,24,245760,0.00939397034326248,0.05455564657310667,405.00000000000045,7.450580596923829e-10,-0.0020822176815272543,15.968717831373215,0.003273431407666294,50.0,0.2659423828125
182.75,339.56,548,1.7745412349700929,25,256000,0.008661754957665834,0.05516958658864057,350.0,-6.332993507385254e-09,-0.0015805630740942434,15.968717753887177,0.003015837139219002,50.0,0.23193359375
164.75,335.49,547,1.777379035949707,26,266240,0.006544197312200595,0.051152854702145624,402.5000000000002,-1.3783574104309083e-08,-0.0021900935935263988,15.968716531991959,0.0037451934118735153,25.0,0.28896484375
142.75,329.75,546,1.7755808062851428,27,276480,0.006696375185765646,0.05112869420406711,325.0,-6.332993507385254e-09,-0.0011771763984143035,15.968717062473297,0.0028027119154785396,25.0,0.210595703125
121.5,323.83,546,1.7627861961722373,28,286720,0.006808383538201212,0.05003340049252947,225.0,9.685754776000977e-09,-0.0015606529916112777,15.968708950281144,0.003425838756791677,0.0,0.2432861328125
115.0,321.79,546,1.7680926404893398,29,296960,0.007082669253668428,0.05058235353692146,225.0,-2.644956111907959e-08,-0.0021028725554060657,15.968717408180236,0.0033015043677437463,0.0,0.2677490234375
128.5,325.32,545,1.7708346724510193,30,307200,0.009791285525716375,0.053412351008804926,250.0,-1.825392246246338e-08,-0.0009355366535601206,15.968718075752259,0.002924967115313848,0.0,0.20634765625
148.0,330.3,545,1.7772831723093987,31,317440,0.008000694066822689,0.05253785997706948,300.0,2.3469328880310058e-08,-0.0012841755080444273,15.968717408180236,0.002886332635046074,22.500000000000007,0.2078857421875
169.0,331.5,546,1.7815350785851478,32,327680,0.008766833067784318,0.05365843436169833,332.5000000000006,1.0430812835693359e-08,-0.0015268076494976413,15.968717753887177,0.002764785037788897,25.0,0.235400390625
171.0,330.6,546,1.778132913261652,33,337920,0.007163467760074127,0.05177372988664465,450.0,7.450580596923828e-09,-0.0014418401442526374,15.968717563152314,0.003020648927270031,25.0,0.212744140625
158.5,324.75,547,1.763460747152567,34,348160,0.008185039219097235,0.05270074094268853,425.0,-1.1175870895385742e-08,-0.0018639078087289817,15.9687175989151,0.0030776091402458404,25.0,0.2285888671875
155.25,328.68,547,1.764435737580061,35,358400,0.008239170171054865,0.05187814469782169,330.0000000000004,-1.4901161193847656e-08,-0.0015122711163712665,15.968717867136002,0.003123659039880522,25.0,0.253369140625
154.5,327.56,546,1.7635580532252788,36,368640,0.00948498724228557,0.05505468314925832,300.0,1.4901161193847657e-09,-0.0021383790950494585,15.968717885017394,0.003530441751206581,25.0,0.2722412109375
143.25,325.25,546,1.7778579413890838,37,378880,0.006493018520473015,0.05154335231689121,300.0,2.9802322387695314e-09,-0.0015068102642544546,15.968716436624527,0.003468282671144607,25.0,0.2717041015625
156.25,325.36,545,1.7780172005295753,38,389120,0.009741737079639278,0.05772694750778762,325.0,1.3411045074462891e-08,-0.0013999146452988499,15.968717437982558,0.0027127681221486453,25.0,0.222021484375
152.5,325.9,545,1.7740636132657528,39,399360,0.008561836356670937,0.05423635223088071,350.0,-1.4528632164001465e-08,-0.0016320058279234218,15.968717068433762,0.0032969120702091457,25.0,0.239306640625
173.25,334.95,545,1.7733785524964332,40,409600,0.008341881514206761,0.057446949078083766,402.5000000000002,-1.5273690223693846e-08,-0.0017135837111709406,15.968717640638351,0.003398769198190621,25.0,0.23642578125
165.25,333.61,545,1.7744386516511441,41,419840,0.006954338892225564,0.053459468271443544,450.0,1.0430812835693359e-08,-0.0016231343823164934,15.96870814561844,0.0030857923314215443,22.500000000000007,0.264599609375
155.5,337.49,545,1.7711012959480286,42,430080,0.006981842944605887,0.0536089987373712,427.5000000000002,2.421438694000244e-08,-0.0012659137817536247,15.968717443943024,0.0028961401361073057,25.0,0.2359130859375
152.5,329.21,546,1.7748925127089024,43,440320,0.008718434988713853,0.05219980595717324,455.0000000000004,-7.450580596923829e-10,-0.0018825503702828428,15.968717551231384,0.003845275851739416,25.0,0.2681396484375
158.25,331.11,545,1.7700489230453968,44,450560,0.008020753933669767,0.053236610017425454,427.5000000000002,2.2724270820617674e-08,-0.0018082696329656755,15.96871787905693,0.003736356473905289,25.0,0.272265625
154.5,326.08,545,1.769544680416584,45,460800,0.00677989365403846,0.05079073817705364,380.00000000000045,-1.0430812835693359e-08,-0.001671964405250037,15.968717288970947,0.0028324440184974266,25.0,0.224169921875
144.0,328.1,546,1.7705155283212661,46,471040,0.008288572560240936,0.052804875138641884,330.0000000000004,-2.6077032089233397e-09,-0.0016499553952598945,15.968717396259308,0.0029493277862627566,0.0,0.229150390625
140.25,325.81,546,1.7699004866182804,47,481280,0.006646660708838681,0.052976303440265805,375.0,4.8428773880004884e-09,-0.0010174082632147473,15.96871440410614,0.002654516610232349,0.0,0.20185546875
140.75,327.87,545,1.7836092457175254,48,491520,0.008474180722896563,0.0555130985249143,325.0,1.862645149230957e-09,-0.0017426245267415652,15.968717473745347,0.0027660068461500486,0.0,0.218994140625
137.75,327.85,545,1.7796872027218342,49,501760,0.008481612631840107,0.05675794558766197,300.0,-1.0058283805847169e-08,-0.002120139619364636,15.968717533349992,0.003278282149528877,25.0,0.2697998046875
140.0,329.48,545,1.7730555154383183,50,512000,0.00861879647927708,0.053206371768184865,300.0,1.4901161193847656e-08,-0.0014847191101580392,15.96871783733368,0.002491704913018111,25.0,0.2017578125
179.25,342.72,545,1.7494013443589211,51,522240,0.010694399555723067,0.05192886476517615,380.00000000000045,-3.427267074584961e-08,-0.0010075289374071872,15.968717855215072,0.0018388223840076988,47.50000000000001,0.146533203125
195.0,342.48,545,1.7647520907223224,52,532480,0.010222555512700637,0.05618953712433798,455.0000000000004,-2.9802322387695314e-09,-0.001525347781716846,15.968717652559281,0.00327303179858518,50.0,0.26484375
207.75,344.56,546,1.7849795386195182,53,542720,0.00787342511607676,0.05615428420836639,527.5000000000002,1.862645149230957e-09,-0.0013183766164729604,15.96871325969696,0.0025896708919731283,50.0,0.1710693359375
189.5,346.07,545,1.7820665806531906,54,552960,0.010704991444799816,0.05444583524751192,427.5000000000002,-8.568167686462402e-09,-0.001812987876473926,15.968717682361603,0.002859580542826734,50.0,0.245556640625
169.5,339.2,546,1.781268048286438,55,563200,0.007727526335702351,0.05048446323218614,357.5000000000007,1.0058283805847169e-08,-0.0017193224535731132,15.968717163801193,0.003211906451770119,50.0,0.247705078125
170.25,337.45,546,1.7778218023478984,56,573440,0.008934537917593844,0.05336212462540189,352.5000000000002,-2.0489096641540527e-08,-0.0018771955139527563,15.968717765808105,0.0027802800191182087,25.0,0.2124267578125
167.25,332.89,546,1.774445815384388,57,583680,0.008838232614883168,0.05496628676192149,380.00000000000045,-1.564621925354004e-08,-0.0014603116698708618,15.968714141845703,0.0031845581574316386,25.0,0.2418701171875
178.5,332.32,546,1.765266440808773,58,593920,0.007214624412955573,0.05404699042311819,452.50000000000017,-1.862645149230957e-08,-0.0017155285360786366,15.968717026710511,0.0032462217214515475,25.0,0.2536376953125
181.0,331.39,546,1.744710060954094,59,604160,0.009674723431015764,0.05332629936799392,452.50000000000017,-1.4901161193847657e-09,-0.0014707908005220816,15.968716818094254,0.0026853096755246495,25.0,0.1958984375
199.75,336.41,546,1.7700565420091152,60,614400,0.010995873109459353,0.055290234641438916,477.5000000000002,-7.078051567077636e-09,-0.0016299530932883499,15.968717652559281,0.0031553751646413277,50.0,0.265283203125
182.25,336.05,546,1.772844535112381,61,624640,0.0086840296509763,0.05447269173513273,357.5000000000007,1.862645149230957e-09,-0.0011560637522052275,15.968717741966248,0.003056471273839634,50.0,0.2189697265625
189.5,335.73,545,1.779178261756897,62,634880,0.009913136440172821,0.05456758764026785,500.0,1.5273690223693846e-08,-0.001874613433392369,15.968717873096466,0.0034776188776959316,50.0,0.283740234375
194.5,335.88,539,1.7701120421290397,63,645120,0.012596513504104224,0.05842077292744983,477.5000000000002,-2.6077032089233397e-09,-0.0012128303977078758,15.968717807531357,0.0026337690193486197,50.0,0.2150634765625
214.0,338.7,539,1.7820866599678993,64,655360,0.008742432999224548,0.052168147151866184,500.0,7.450580596923828e-09,-0.0017800150937546278,15.9687175989151,0.002383439801951681,50.0,0.2156005859375
204.25,339.58,536,1.7783359445631504,65,665600,0.009152713034541193,0.05478892678442103,475.0,-1.1548399925231934e-08,-0.0012986031637410634,15.968717509508133,0.002841829563669762,47.50000000000001,0.22705078125
183.5,336.14,530,1.7808003090322018,66,675840,0.007612557969628142,0.0523872209922839,475.0,1.080334186553955e-08,-0.001290253510887851,15.968717205524445,0.002501304946804339,25.0,0.213671875
155.25,330.08,527,1.7753121376037597,67,686080,0.008863021663455584,0.05442191158849302,330.0000000000004,-9.685754776000977e-09,-0.000925273253233172,15.96871742606163,0.002581010766732561,25.0,0.2144287109375
166.5,333.51,525,1.7583835557103158,68,696320,0.011088701731932816,0.05490703849127744,352.5000000000002,-7.450580596923829e-10,-0.0017782452854589793,15.96871782541275,0.0025277542264007026,25.0,0.218310546875
175.75,341.4,524,1.7593651182949543,69,706560,0.008517753376770543,0.052877706866521046,375.0,1.4528632164001465e-08,-0.0010598202599794604,15.968715405464172,0.0025004631194065043,25.0,0.2164794921875
171.25,337.98,522,1.7580032519996167,70,716800,0.007878708352160401,0.05336248611459018,352.5000000000002,1.0058283805847169e-08,-0.0015358816730440595,15.96871675848961,0.003624727297278696,25.0,0.2944091796875
143.25,329.59,520,1.773982498049736,71,727040,0.006888267655176606,0.05471032200024993,277.5000000000002,-7.078051567077636e-09,-0.0013152758619980887,15.968717497587203,0.002910279490879475,25.0,0.2655517578125
129.0,322.39,519,1.7779726393520832,72,737280,0.0068398606374755035,0.05343792637177609,252.50000000000023,1.1548399925231934e-08,-0.0012750582396620302,15.968712729215621,0.003072743121640542,25.0,0.2684326171875
125.75,321.47,517,1.785379733145237,73,747520,0.007618868136796663,0.05081277678112676,252.50000000000023,1.080334186553955e-08,-0.00208528332223068,15.968717432022094,0.003859403768660741,0.0,0.30947265625
132.0,325.4,516,1.7748723834753037,74,757760,0.007660146621492459,0.05256734642039127,300.0,1.2665987014770507e-08,-0.0028204550326336175,15.968717634677887,0.0039024419037787085,0.0,0.33466796875
134.25,328.63,515,1.7679290175437927,75,768000,0.007161920270664268,0.05298705437030969,300.0,-1.7881393432617187e-08,-0.001831893886992475,15.968717569112778,0.003177024399747097,0.0,0.2726806640625
146.75,330.89,513,1.7715256832540036,76,778240,0.00938485868546195,0.05648970643352909,327.5000000000002,3.7252902984619143e-10,-0.0012498980038799345,15.96871771812439,0.0029532680898000764,0.0,0.212109375
193.75,346.13,512,1.756417916715145,77,788480,0.012026123669784283,0.056169752980956236,455.0000000000004,-3.4645199775695803e-08,-0.001263004510110477,15.968717765808105,0.002444597508187485,25.0,0.1975830078125
202.25,348.51,511,1.7553977057337762,78,798720,0.009400469931824773,0.05441394343847885,427.5000000000002,-6.7055225372314455e-09,-0.0013435181539534825,15.968717753887177,0.0028200111239584658,47.50000000000001,0.23193359375
205.75,349.04,510,1.7815360471606254,79,808960,0.007625710097590855,0.052314203738459096,455.0000000000004,-4.470348358154297e-09,-0.0016923331928410334,15.968717521429062,0.003297701636824968,50.0,0.2817626953125
153.5,330.28,509,1.7530523881316185,80,819200,0.005789673505097426,0.051417996386166974,375.0,-1.0430812835693359e-08,-0.0017562834378622937,15.968709355592727,0.002651035058272555,47.50000000000001,0.241162109375
126.25,314.79,509,1.7690718621015549,81,829440,0.007431801632742463,0.052133061389865384,275.0,1.1175870895385742e-08,-0.0015887040703091771,15.968715691566468,0.00324954019499728,25.0,0.2710693359375
142.0,325.79,508,1.7782778106629848,82,839680,0.009431671253150854,0.052929976672172405,285.00000000000085,8.195638656616212e-09,-0.0017159796141640981,15.968717753887177,0.0025726617930331487,25.0,0.2161865234375
134.5,326.97,506,1.7772622913122178,83,849920,0.007720358840106201,0.05309456498178128,275.0,-2.0489096641540527e-08,-0.0011848702244606102,15.96871742606163,0.0023513851266670827,25.0,0.200732421875
159.0,335.26,505,1.7755041494965553,84,860160,0.008531245241374562,0.055163196487106325,305.00000000000045,-5.960464477539063e-09,-0.0017347906392387812,15.968717575073242,0.0026627101936014695,25.0,0.2427734375
140.75,324.43,505,1.7780647613108158,85,870400,0.00792891292389868,0.0553608645223004,277.5000000000002,-1.6391277313232423e-08,-0.002139302998693893,15.968717616796493,0.003952558725239896,25.0,0.3321044921875
142.5,320.18,504,1.7744904279708862,86,880640,0.007615991288230361,0.05354759981901762,277.5000000000002,2.9802322387695314e-09,-0.0013543024189857534,15.968717527389526,0.002341711692383797,25.0,0.2010009765625
148.5,320.14,503,1.784900514036417,87,890880,0.009955768833060574,0.05110166409111359,275.0,-1.6391277313232423e-08,-0.0012746382981276838,15.968717730045318,0.0024228030703397963,25.0,0.179443359375
156.0,323.7,502,1.759606833010912,88,901120,0.006290373797520487,0.05230271663263264,425.0,4.470348358154297e-09,-0.0018361712121986785,15.96871538758278,0.003119607809321678,25.0,0.2885498046875
162.25,327.11,501,1.7773493394255637,89,911360,0.007518347691711824,0.05138522570633144,402.5000000000002,-1.7881393432617187e-08,-0.0017277342976740329,15.968717807531357,0.0032627170961632146,25.0,0.2652587890625
131.5,327.13,500,1.7559116624295712,90,921600,0.006959713492415176,0.05218517694899609,252.50000000000023,8.940696716308593e-09,-0.0008700484497239814,15.968714714050293,0.0023701091289694888,25.0,0.21611328125
131.0,325.88,500,1.7737593971192838,91,931840,0.007865307450816771,0.05187185167902988,252.50000000000023,4.8428773880004884e-09,-0.001659680205557379,15.968715345859527,0.002670550191258769,25.0,0.2320068359375
148.75,326.53,499,1.7762324884533882,92,942080,0.008726677578957264,0.053615769175111225,325.0,-3.725290298461914e-09,-0.0014155321612633997,15.96871662735939,0.002312975145252949,25.0,0.195849609375
150.25,320.84,498,1.773463784903288,93,952320,0.00796775976700701,0.053393458264961155,332.5000000000006,2.9802322387695314e-09,-0.0020523884995782282,15.9687175989151,0.004096685441811587,25.0,0.30849609375
168.75,327.58,498,1.7818979300558566,94,962560,0.009162441460466653,0.05529511759984446,425.0,7.82310962677002e-09,-0.0015040357080579269,15.968717694282532,0.002337648964390837,25.0,0.2148193359375
177.75,334.09,497,1.7861297145485877,95,972800,0.009404123229614925,0.05440998707618018,425.0,-3.7252902984619143e-10,-0.001626116438274039,15.968717682361603,0.002779999985568793,25.0,0.2400146484375
189.25,336.93,496,1.7755995012819767,96,983040,0.008736099458837998,0.054510644841868364,425.0,-5.215406417846679e-09,-0.0014895332999003586,15.96871738433838,0.003124452069977224,25.0,0.257470703125
176.5,332.25,496,1.782491221278906,97,993280,0.008559803085245222,0.05565066208929246,400.0,3.725290298461914e-09,-0.0016198355027881917,15.968717831373215,0.0032033979294908478,25.0,0.2855712890625
157.25,326.72,495,1.7805051743984222,98,1003520,0.010200783044183481,0.055591519956330424,302.5000000000002,-1.2293457984924316e-08,-0.001094788459886331,15.968717831373215,0.0021269843236325415,25.0,0.183837890625
176.75,334.97,495,1.7653590984642507,99,1013760,0.009021856611980184,0.052513408365223634,377.5000000000002,-9.313225746154785e-09,-0.001720506248966558,15.968717646598815,0.002680712054961987,25.0,0.229150390625
159.25,332.32,494,1.7604028292000293,100,1024000,0.006373808604212172,0.05036894349275154,307.5000000000006,3.7252902984619143e-10,-0.001981207183780498,15.968717437982558,0.0030611875369231712,25.0,0.2705810546875
150.0,329.22,493,1.7776324041187763,101,1034240,0.0068306732131418356,0.05316233360325948,307.5000000000006,1.080334186553955e-08,-0.0015409761606861138,15.968709766864777,0.0031767686629052606,22.500000000000007,0.2807373046875
131.0,323.8,493,1.7833453074097634,102,1044480,0.008216551583245746,0.0544712922134432,250.0,-3.241002559661865e-08,-0.0015064237613842124,15.968717753887177,0.002388992317349903,0.0,0.2215576171875
140.75,323.86,492,1.782259149849415,103,1054720,0.00866335352088754,0.054161067485043145,277.5000000000002,5.960464477539063e-09,-0.0009908171057759318,15.968717634677887,0.0023758993493515844,25.0,0.2080078125
161.0,328.76,492,1.7764349438250064,104,1064960,0.007030926417519368,0.050278140060669704,452.50000000000017,-3.725290298461914e-09,-0.0018063657225866336,15.968717432022094,0.002688482097380529,25.0,0.2366455078125
139.25,322.65,492,1.765114064514637,105,1075200,0.004931329389324901,0.04860258402854519,450.0,-1.2293457984924316e-08,-0.001426329307287233,15.968713194131851,0.002806360556519394,22.500000000000007,0.231787109375
144.5,321.43,491,1.77883285805583,106,1085440,0.008074568129589465,0.052380610619750204,450.0,-1.4528632164001465e-08,-0.001854423218901502,15.96871612071991,0.003011394836323689,22.500000000000007,0.244580078125
128.25,318.28,491,1.7779846049845218,107,1095680,0.0062528258514248595,0.052171884850950624,450.0,-1.0430812835693359e-08,-0.0014475880656391383,15.968709641695023,0.002761546669231052,0.0,0.2606689453125
138.25,318.55,490,1.7797109432518483,108,1105920,0.006671468442937112,0.05235863953589002,450.0,-1.080334186553955e-08,-0.000861775575322099,15.968716609477998,0.002259543224852223,0.0,0.2068359375
130.0,317.12,490,1.7765231259167193,109,1116160,0.007719613039353135,0.05294149421229129,305.00000000000045,-8.940696716308593e-09,-0.0009487948165769922,15.968717366456985,0.0022998058296821,0.0,0.1927490234375
125.25,314.17,489,1.7787487402558326,110,1126400,0.007681102495553205,0.05296220083999814,252.50000000000023,-2.644956111907959e-08,-0.0012632062767806928,15.968717551231384,0.0028854681645043454,22.500000000000007,0.2482177734375
148.25,322.63,489,1.783221858739853,111,1136640,0.009024904878606322,0.05526757619957854,277.5000000000002,-1.825392246246338e-08,-0.0013827934319124325,15.96871754527092,0.002601536565123297,25.0,0.2477783203125
145.5,324.24,489,1.7826109267771244,112,1146880,0.007854734613215442,0.053447181485699935,277.5000000000002,-1.1920928955078126e-08,-0.0017098471413191873,15.968717432022094,0.002788545331674186,25.0,0.2341064453125
155.0,329.65,488,1.7848353780806065,113,1157120,0.007504605029646427,0.05169789479749276,300.0,1.4156103134155273e-08,-0.0019024288736545713,15.968715101480484,0.0031958610061451507,25.0,0.277001953125
136.0,321.26,488,1.7742507226765156,114,1167360,0.008043434350202005,0.05320882446317079,275.0,-9.313225746154785e-09,-0.0018209123278211336,15.968717581033706,0.0026252169366046017,25.0,0.254443359375
136.0,325.03,487,1.7575104415416718,115,1177600,0.006767275701400876,0.051047485289455276,277.5000000000002,-8.568167686462402e-09,-0.0009214051338858553,15.968717110157012,0.0018309715718686447,25.0,0.155810546875
131.5,323.65,487,1.7511894181370735,116,1187840,0.00726822634042037,0.05349603538506651,252.50000000000023,1.9744038581848144e-08,-0.001645817236203584,15.968716526031494,0.0034303110161090443,0.0,0.31923828125
135.5,328.13,487,1.7800168722867966,117,1198080,0.008116277217231982,0.053224427555137975,300.0,-5.587935447692871e-09,-0.0013246334161522099,15.968717563152314,0.0026170811583483555,0.0,0.2585693359375
147.0,329.66,486,1.773475693911314,118,1208320,0.007951876946981429,0.051806368392117795,300.0,6.7055225372314455e-09,-0.0015112221961317118,15.968717658519745,0.0027089192617268053,0.0,0.247216796875
160.75,332.42,486,1.775766048580408,119,1218560,0.009028677089099801,0.05426707011329181,305.00000000000045,1.9371509552001954e-08,-0.001498586252273526,15.968717193603515,0.00251521221805433,25.0,0.224169921875
177.0,336.98,486,1.7687738172709941,120,1228800,0.010942654411701369,0.05361569788040173,427.5000000000002,-5.215406417846679e-09,-0.002044497483802843,15.96871777176857,0.002768699806068753,25.0,0.2522216796875
196.0,338.48,485,1.7796728804707527,121,1239040,0.008862882338871714,0.054177891309218594,475.0,-1.7881393432617187e-08,-0.0018070130823616636,15.968715751171112,0.0025890666226786154,50.0,0.239306640625
181.0,335.31,485,1.7798372261226176,122,1249280,0.007668508640654182,0.05146087420317229,430.0000000000004,-1.080334186553955e-08,-0.001472232070955215,15.968717616796493,0.002704087682127465,47.50000000000001,0.242138671875
155.75,325.4,484,1.7772582441568374,123,1259520,0.008591201344643196,0.052117705972578574,357.5000000000007,2.16066837310791e-08,-0.0013414534259936772,15.968716901540756,0.0024472334112260797,25.0,0.1943603515625
166.75,330.14,484,1.7611193858087062,124,1269760,0.010014734553988092,0.05217842923792888,357.5000000000007,7.078051567077636e-09,-0.0012741970265778945,15.968717753887177,0.002191407275591928,25.0,0.198486328125
178.75,332.1,484,1.7763130739331245,125,1280000,0.008584363807312912,0.05163508763105532,452.50000000000017,-8.940696716308593e-09,-0.0013467706201481632,15.968717688322068,0.002270383422876421,47.50000000000001,0.2194091796875
185.75,341.19,483,1.781295831501484,126,1290240,0.00915776237678756,0.05686976311834774,402.5000000000002,-1.7136335372924803e-08,-0.0011722868417564313,15.968716943264008,0.0023447019161949357,50.0,0.22275390625
173.25,337.04,483,1.7823847763240337,127,1300480,0.008701538103014172,0.05198033821875588,350.0,-6.7055225372314455e-09,-0.0014443210118770366,15.968717861175538,0.0021194523148324153,50.0,0.2048095703125
178.0,337.79,482,1.780151230096817,128,1310720,0.009898859754321166,0.05430157289903047,305.00000000000045,-3.3527612686157227e-09,-0.0015392983968922636,15.968717867136002,0.0027871690364349886,50.0,0.2370849609375
175.25,336.68,482,1.772762218862772,129,1320960,0.008619120849380124,0.05412279872257183,300.0,1.1175870895385742e-08,-0.0012011632541543804,15.968717432022094,0.002199772312138748,50.0,0.2208251953125
161.25,332.65,482,1.775294505059719,130,1331200,0.007608893421502216,0.0529803025587674,277.5000000000002,0.0,-0.0022372506842657457,15.968717646598815,0.0030863114830140146,25.0,0.3064453125
158.0,334.43,482,1.7781006790697576,131,1341440,0.009865535338258269,0.053509220864913984,252.50000000000023,-2.1979212760925294e-08,-0.001749035141983768,15.968717592954636,0.0026384904077531245,25.0,0.2629638671875
168.25,332.44,481,1.7742026202380656,132,1351680,0.008741132648719941,0.05331002601062029,355.00000000000045,2.9802322387695314e-09,-0.002164739114596159,15.96871771812439,0.0032047557258579216,25.0,0.2821533203125
172.25,331.76,481,1.7625092692673205,133,1361920,0.011093488796905148,0.05540107408461131,305.00000000000045,-1.1920928955078126e-08,-0.001981575269746827,15.968717700242996,0.0024175426661543044,47.50000000000001,0.2345458984375
177.0,329.26,480,1.7756746634840965,134,1372160,0.008841934489009873,0.05343423606846479,377.5000000000002,-1.1175870895385742e-09,-0.0016748625192121835,15.968717712163926,0.002411213723178207,47.50000000000001,0.2443115234375
174.0,331.94,480,1.778813985735178,135,1382400,0.008224978778343939,0.05411130774615832,302.5000000000002,2.9802322387695314e-09,-0.0016727769219869516,15.968717670440673,0.0029737808529830545,50.0,0.2837158203125
156.5,327.77,480,1.7756986923515796,136,1392640,0.008426957618576125,0.05467414142241315,277.5000000000002,-7.82310962677002e-09,-0.001576180300253327,15.968717592954636,0.0024735752222127872,25.0,0.2412841796875
155.5,334.04,480,1.7735498532652856,137,1402880,0.009160564165540563,0.05322663579807106,330.0000000000004,6.332993507385254e-09,-0.001423436116601806,15.968717640638351,0.002416900847197212,25.0,0.2378662109375
