PMM:episode_rewards,episode_length,frames,explained_variance,clip_fraction,grad_norm,fps,P09:episode_rewards,policy_entropy,P01:episode_rewards,advantage_norm,epoch_idx,value_loss,approx_kl_divergence,policy_loss
178.25,338.66,266240,1.4156103134155273e-08,0.2118896484375,0.05420439731940838,499,427.5000000000002,1.785005196928978,25.0,15.968717551231384,26,0.008279107034968546,0.00268311081590582,-0.0013213425227149855
173.5,336.17,276480,-1.1175870895385742e-08,0.2460693359375,0.05412327811174583,500,430.0000000000004,1.7817770086228848,25.0,15.968717455863953,27,0.008102651003810024,0.0031827182116330732,-0.0015177943638263968
157.5,326.89,286720,-2.16066837310791e-08,0.27919921875,0.05543845594285039,500,410.00000000000085,1.7798019431531429,25.0,15.968717628717423,28,0.007846507569865935,0.0034519866952678058,-0.0018289337265741778
153.25,329.09,296960,-1.7881393432617187e-08,0.2128173828125,0.051204891106723306,501,375.0,1.7773995406925678,25.0,15.968714743852615,29,0.007628301335029164,0.0029173387613468547,-0.0013944421079941094
127.25,321.12,307200,-1.1175870895385742e-09,0.3134765625,0.0491105788326935,502,250.0,1.7812003068625928,25.0,15.968712323904038,30,0.0058958400327810525,0.0044518727506044796,-0.0021547765732975676
119.25,320.16,317440,-4.097819328308106e-09,0.240673828125,0.053018537493965366,503,250.0,1.7789033561944962,22.500000000000007,15.968717050552367,31,0.008460106840601611,0.0032705124066751525,-0.001665959205274703
143.0,326.15,327680,-1.6391277313232423e-08,0.2280029296875,0.05324959335673023,503,275.0,1.7789696164429187,25.0,15.968717873096466,32,0.010051253573328723,0.0029062608550248113,-0.0018443558416038285
169.25,332.08,337920,-4.097819328308106e-09,0.2125,0.05778198847482917,504,302.5000000000002,1.7689510568976403,25.0,15.968717098236084,33,0.010520044753775437,0.0027223157960634126,-0.0015495759467739844
188.25,340.05,348160,2.6077032089233397e-09,0.2365966796875,0.053584269382334446,504,375.0,1.7771071285009383,47.50000000000001,15.968717116117478,34,0.009362401334124115,0.0027333129456565074,-0.0016814487531519261
198.5,340.8,358400,-5.960464477539063e-09,0.2221435546875,0.055530204324548735,505,402.5000000000002,1.7782307028770448,50.0,15.96871766448021,35,0.010454817402205663,0.0028080021957293867,-0.0013574245254858396
190.25,342.64,368640,-2.9802322387695312e-08,0.21162109375,0.05410138371131692,506,357.5000000000007,1.781959095597267,50.0,15.968717569112778,36,0.008550760827756677,0.002554671696685773,-0.00177035132292076
176.25,337.88,378880,6.7055225372314455e-09,0.24931640625,0.049362934703912745,506,380.00000000000045,1.7777431555092336,50.0,15.968716311454774,37,0.00805719129382112,0.0031139506395049922,-0.0019140714706736618
170.0,336.49,389120,7.82310962677002e-09,0.2114501953125,0.052783313020623904,507,375.0,1.7710599571466445,25.0,15.968717628717423,38,0.009369084166155516,0.002680819677024715,-0.0014344138086016755
154.5,329.63,399360,-1.3783574104309083e-08,0.2701171875,0.052123741269368015,508,327.5000000000002,1.7709889128804206,25.0,15.968717443943024,39,0.008200679319725169,0.0034915232074695267,-0.0015856118643569062
136.75,322.41,409600,-1.1548399925231934e-08,0.319384765625,0.05116077441150809,508,325.0,1.7730772130191326,25.0,15.968717700242996,40,0.00689116473095055,0.0040487531627377395,-0.001859548332868144
146.75,327.33,419840,7.450580596923828e-09,0.2376953125,0.05353598432938578,509,325.0,1.767788901180029,0.0,15.968717694282532,41,0.008339313909527846,0.003363800570147646,-0.002032257295650197
146.75,330.96,430080,3.7252902984619143e-10,0.2197265625,0.0501740269557997,509,335.00000000000085,1.7655801363289356,22.500000000000007,15.968708944320678,42,0.007837828217612853,0.003047622144288198,-0.0014424369375774404
162.25,334.68,440320,5.960464477539063e-09,0.2359619140625,0.05197434584166603,509,402.5000000000002,1.7747369773685933,25.0,15.968717342615127,43,0.008194578669463225,0.0029237595307279205,-0.0014270108913478907
151.75,332.73,450560,-3.7252902984619143e-10,0.2385986328125,0.05146401198381136,509,325.0,1.7768307082355022,25.0,15.968710917234421,44,0.0074645979346485095,0.00303531682681637,-0.0019106274146906798
147.25,329.76,460800,8.940696716308593e-09,0.23876953125,0.05343678214447136,509,327.5000000000002,1.7756871163845063,25.0,15.968717730045318,45,0.007938271013154008,0.0029873482382129168,-0.001685539428217453
160.25,332.7,471040,-1.825392246246338e-08,0.191357421875,0.05516833586857458,509,352.5000000000002,1.7802397258579732,0.0,15.968717616796493,46,0.01049398977393139,0.0024770046917637956,-0.0015709227580373408
158.25,330.27,481280,1.0430812835693359e-08,0.1702880859375,0.05275648069766462,510,377.5000000000002,1.7788178212940693,0.0,15.968710625171662,47,0.006523147967843102,0.0022031865500252933,-0.001236882872399292
176.0,338.44,491520,-3.3527612686157227e-09,0.229150390625,0.055022468355012275,510,377.5000000000002,1.7766894228756427,25.0,15.968717765808105,48,0.0099538269657387,0.0030613901820856883,-0.0023026464506983755
163.25,331.94,501760,2.5331974029541015e-08,0.241357421875,0.05698009251865882,511,330.0000000000004,1.7777059465646743,25.0,15.968716984987259,49,0.010135937664347238,0.0031209583066583945,-0.0012066361694451188
173.25,337.76,512000,2.9802322387695314e-09,0.2193359375,0.05313010370573368,512,325.0,1.753226037323475,25.0,15.96871742606163,50,0.008519654243673357,0.00281312721907625,-0.0015699775638495339
183.75,337.78,522240,-1.1920928955078126e-08,0.2168212890625,0.05315425694632868,512,327.5000000000002,1.765106425434351,25.0,15.968717634677887,51,0.010816009968766593,0.002499082713836742,-0.0019203384243155596
171.75,336.49,532480,-2.2351741790771484e-09,0.194580078125,0.052539812458983357,513,325.0,1.7713303841650485,25.0,15.968717104196548,52,0.007751021658509672,0.0026351122238054358,-0.001011508978990605
169.25,329.07,542720,3.725290298461914e-09,0.206396484375,0.0560335530985606,513,325.0,1.7732011139392854,25.0,15.96871750354767,53,0.00932730763524887,0.002485907344419047,-0.0014821916811342817
159.75,326.58,552960,-1.7881393432617187e-08,0.2543212890625,0.05520514019190777,514,325.0,1.7694297641515733,25.0,15.968717676401138,54,0.009991415533750114,0.002762861391079241,-0.0016453410033136606
171.25,335.16,563200,-1.6391277313232423e-08,0.22578125,0.05363072971297511,515,325.0,1.7653094761073589,25.0,15.96871754527092,55,0.009212634659979813,0.0027718870155240436,-0.0018023720254859653
170.0,335.04,573440,2.0116567611694337e-08,0.26474609375,0.05291338342246081,515,327.5000000000002,1.771391971409321,25.0,15.96871750354767,56,0.007006703280558213,0.0032646826745690305,-0.0014746963053767104
148.5,331.56,583680,-5.215406417846679e-09,0.26171875,0.05051525327727474,515,277.5000000000002,1.7618470571935176,25.0,15.968717402219772,57,0.008003424364187595,0.0031378634204088486,-0.0017659527045907452
160.25,333.45,593920,-7.450580596923829e-10,0.206982421875,0.052027231269269156,516,330.0000000000004,1.7593932338058949,25.0,15.968717473745347,58,0.009627927868905317,0.002554848655910291,-0.001420894883267465
160.25,334.95,604160,-1.564621925354004e-08,0.2212158203125,0.05198935049544454,512,302.5000000000002,1.7772283226251602,25.0,15.968717730045318,59,0.008905703152777278,0.002564579827048874,-0.0010330798078939552
176.75,337.11,614400,-3.7252902984619143e-10,0.26044921875,0.051197695821138825,511,325.0,1.7732775069773197,25.0,15.968717539310456,60,0.008275562099424861,0.0032227836128640775,-0.0017683327532722615
146.0,329.09,624640,4.470348358154297e-09,0.2547119140625,0.05474171497960724,510,277.5000000000002,1.778826079517603,25.0,15.968717819452285,61,0.008946998154533503,0.00348726536990398,-0.0022302071316516957
149.0,330.83,634880,-1.862645149230957e-09,0.2386962890625,0.05347603791158102,505,302.5000000000002,1.7741119131445884,25.0,15.968717098236084,62,0.007987438927784751,0.0026770073452553333,-0.0015908612545899813
163.25,338.09,645120,1.4901161193847657e-09,0.2196533203125,0.05637674775084443,502,300.0,1.7742335468530654,25.0,15.968717849254608,63,0.011944651806970796,0.002502745260909478,-0.0019409345077292528
178.75,344.46,655360,4.470348358154297e-09,0.27880859375,0.05436166932291302,501,350.0,1.7743808276951314,25.0,15.96871663928032,64,0.007759535748135704,0.0032075979733519945,-0.002096041676850291
172.5,342.5,665600,-1.5273690223693846e-08,0.2928466796875,0.05197158522539021,500,380.00000000000045,1.7718730039894581,25.0,15.968715399503708,65,0.0073176697151893675,0.0032417879416925645,-0.0018422581346385415
157.5,335.81,675840,7.078051567077636e-09,0.2167236328125,0.05516716889702812,498,350.0,1.7734391868114472,25.0,15.968715715408326,66,0.008711311538149857,0.0026385963986399474,-0.0015608323607011697
163.25,338.32,686080,4.470348358154297e-09,0.2658447265625,0.05187610875516072,497,402.5000000000002,1.7758101113140583,25.0,15.968717169761657,67,0.00911287629323283,0.0031311505112739725,-0.0018733746226644143
150.0,331.22,696320,-8.195638656616212e-09,0.24990234375,0.05109816786460537,496,352.5000000000002,1.7800321109592914,25.0,15.968717050552367,68,0.006327911056970947,0.0029156316027865612,-0.0015669058419007342
141.5,328.5,706560,0.0,0.2395751953125,0.054271872306538974,495,302.5000000000002,1.772298237681389,25.0,15.96871030330658,69,0.008121100819555504,0.002802672371187498,-0.0017022561634803424
133.5,325.78,716800,1.080334186553955e-08,0.271826171875,0.05542532761806089,494,252.50000000000023,1.7747538544237613,25.0,15.968717730045318,70,0.008971912151719153,0.0030677003117943968,-0.0020593993889633567
153.5,334.37,727040,-1.4528632164001465e-08,0.2296875,0.055549571024959075,492,277.5000000000002,1.777302398532629,25.0,15.968717777729035,71,0.010176370889894315,0.0027198269341454306,-0.0016346800850442378
167.75,332.18,737280,-1.899898052215576e-08,0.2302001953125,0.05178004205896214,491,277.5000000000002,1.7605480790138244,25.0,15.968717700242996,72,0.009360128656499,0.0027534872746969087,-0.001202132475009421
170.75,332.66,747520,-1.825392246246338e-08,0.24482421875,0.054002926849550346,490,327.5000000000002,1.769179603457451,25.0,15.96871737241745,73,0.009132665994184209,0.0034607818062454498,-0.0019482801830235986
164.25,331.47,757760,-7.82310962677002e-09,0.20556640625,0.05196122298702478,488,327.5000000000002,1.7811490215361119,25.0,15.968717461824417,74,0.007492752646521694,0.0026152111939154567,-0.0011285601289273473
148.5,330.76,768000,-2.9802322387695314e-09,0.2079345703125,0.05139992134554363,488,277.5000000000002,1.778904577344656,50.0,15.968717169761657,75,0.0070979214090840514,0.002402414828640076,-0.001404264031589264
167.25,338.18,778240,-3.7252902984619143e-10,0.17353515625,0.05468815851856941,487,402.5000000000002,1.7788113877177238,50.0,15.96871770620346,76,0.010175227045692736,0.0020454309698266114,-0.000914444725276553
164.75,335.51,788480,-1.7136335372924803e-08,0.27333984375,0.05308868651445751,486,355.00000000000045,1.7789188951253891,50.0,15.96871713399887,77,0.00834810769865726,0.0028970047538336985,-0.0018649202844244427
178.0,336.29,798720,1.1175870895385742e-09,0.2892333984375,0.05282093574105996,485,425.0,1.7718793265521526,50.0,15.968717950582505,78,0.008547078422270715,0.003540460724593686,-0.002435138400323922
168.0,332.73,808960,8.195638656616212e-09,0.18896484375,0.05372139484750795,484,275.0,1.773724614083767,50.0,15.968717807531357,79,0.01038765579869505,0.0022239104525738186,-0.0016308993610437029
159.5,326.33,819200,-2.384185791015625e-08,0.17333984375,0.05031671098310484,483,275.0,1.7448128804564476,50.0,15.968717640638351,80,0.006411793386405407,0.002022125780985107,-0.001189645346312318
149.5,322.62,829440,-3.3527612686157227e-09,0.2929443359375,0.053286436036192944,483,275.0,1.7650728926062584,25.0,15.968717575073242,81,0.00817560510158728,0.0036543609324382943,-0.0018765165350487223
147.75,319.19,839680,-4.097819328308106e-09,0.2234619140625,0.055026633359081575,482,262.5000000000011,1.7542860999703407,25.0,15.968717741966248,82,0.008339578992308815,0.002894169908938693,-0.001408752468341845
159.5,327.39,849920,-9.313225746154785e-09,0.209521484375,0.05353834149154504,481,377.5000000000002,1.7773578070104121,25.0,15.96871749162674,83,0.009385042546000477,0.0024735392541003877,-0.0009831818802922498
165.25,331.05,860160,6.7055225372314455e-09,0.2296875,0.052442389745568155,480,382.5000000000007,1.785748165100813,25.0,15.968716323375702,84,0.007279344443131208,0.0028965694528721997,-0.001347951883508358
163.0,336.63,870400,-3.7252902984619143e-10,0.20595703125,0.0519387110633724,480,380.00000000000045,1.7845724761486053,25.0,15.968717753887177,85,0.007924544105071618,0.0024026716934827165,-0.0015547395632893313
140.75,329.04,880640,-1.862645149230957e-09,0.2248291015625,0.05468890304640275,479,277.5000000000002,1.7771512478590012,25.0,15.96871754527092,86,0.007268057954661344,0.0028234751190268524,-0.001183452676559682
132.0,326.99,890880,-7.078051567077636e-09,0.21240234375,0.05237730220960204,479,252.50000000000023,1.7655132852494717,25.0,15.968717581033706,87,0.007519718430103239,0.0025281290866303154,-0.0016373854141420452
118.0,319.01,901120,5.215406417846679e-09,0.2405517578125,0.05323675055589451,478,225.0,1.7755782686173915,25.0,15.968717354536057,88,0.006464399201377091,0.0028532348208159418,-0.0012869040539953858
131.25,324.67,911360,-3.725290298461914e-09,0.2180419921875,0.050315602596017917,478,300.0,1.7754832044243813,0.0,15.968716621398926,89,0.006232628650423067,0.0023894683276012075,-0.0013252848759293557
131.75,326.31,921600,-1.7136335372924803e-08,0.2558349609375,0.05433773041598953,477,275.0,1.7724058680236339,0.0,15.968717783689499,90,0.00835892153045279,0.003283738963750693,-0.001980262791767018
139.5,329.88,931840,5.587935447692871e-09,0.22314453125,0.05100670135626752,476,275.0,1.781054748594761,25.0,15.968717646598815,91,0.008921329334134498,0.0024521810860335335,-0.0017227938995347358
160.5,334.86,942080,1.2293457984924316e-08,0.2364013671875,0.05307017503704834,475,277.5000000000002,1.7762893185019493,25.0,15.96871775984764,92,0.008982437729719095,0.002787666290817015,-0.0014826442275079899
173.75,340.12,952320,4.8428773880004884e-09,0.1912841796875,0.05368898307647296,475,375.0,1.7808249838650227,25.0,15.968717563152314,93,0.0094881869315941,0.0023562084018749372,-0.0012966123016667553
177.75,339.73,962560,-2.2351741790771484e-08,0.22880859375,0.054231137440220914,475,307.5000000000006,1.7839592531323434,47.50000000000001,15.968713527917862,94,0.00856326877998299,0.0024215780074996474,-0.001557205477001844
160.5,333.19,972800,-1.1175870895385742e-08,0.1936279296875,0.05200092845943447,474,277.5000000000002,1.7818916156888007,47.50000000000001,15.968712270259857,95,0.008975101103936822,0.002565723217503546,-0.0017117759281973122
155.75,330.31,983040,-1.4901161193847656e-08,0.202294921875,0.05390019015093439,474,277.5000000000002,1.7649337530136109,47.50000000000001,15.96871746778488,96,0.010418416429956778,0.0023124903184054803,-0.0012052698104525917
171.0,332.94,993280,-2.2351741790771484e-09,0.25126953125,0.05538365318293816,474,325.0,1.7789986476302146,50.0,15.968717795610427,97,0.009575215597033093,0.0025826989790743936,-0.0014269299845182104
173.5,333.56,1003520,-9.685754776000977e-09,0.2321044921875,0.0555517651047201,474,325.0,1.7761279188096524,47.50000000000001,15.968717658519745,98,0.009340334990702104,0.0028583891782119506,-0.0012140322498453316
178.75,336.57,1013760,-1.0058283805847169e-08,0.276025390625,0.054602030284960745,473,325.0,1.7742530137300492,25.0,15.968717646598815,99,0.008889622844799305,0.003016577436244461,-0.0022038030161638743
157.0,326.55,1024000,-4.097819328308106e-09,0.25078125,0.05354070887039984,473,302.5000000000002,1.7799843028187752,25.0,15.968717819452285,100,0.009305453281558584,0.0027351022911886957,-0.00151481024986424
162.75,327.81,1034240,-2.0116567611694337e-08,0.215283203125,0.05063442387744943,473,327.5000000000002,1.7835518956184386,25.0,15.968717867136002,101,0.008292241090566676,0.0023631006467780937,-0.0013879564558010316
150.25,328.5,1044480,1.1175870895385742e-08,0.2330322265625,0.05247812874733217,472,325.0,1.7811424821615218,25.0,15.968717581033706,102,0.007166197426204235,0.0029253011126996855,-0.0014850243809632958
148.5,328.73,1054720,-1.601874828338623e-08,0.212109375,0.0505194338752196,472,277.5000000000002,1.7824013240635395,25.0,15.968717592954636,103,0.007438220905169146,0.0024934882133379687,-0.0012986691701371456
139.25,331.2,1064960,-1.30385160446167e-08,0.2311279296875,0.052308745672913035,471,275.0,1.7818946100771427,25.0,15.968714368343353,104,0.008734071657551112,0.0024752145519016723,-0.001384233427233994
132.25,325.02,1075200,-1.2665987014770507e-08,0.1869384765625,0.05301994782884693,471,250.0,1.7846869327127934,25.0,15.968717104196548,105,0.006646780989214562,0.001964601234476504,-0.0009259930175176123
134.5,327.12,1085440,-2.9802322387695314e-09,0.239794921875,0.055241525576075964,470,227.5000000000002,1.774622917920351,25.0,15.968717736005782,106,0.008574211211816873,0.0025866808114358266,-0.0013994691911648261
116.0,319.7,1095680,-1.601874828338623e-08,0.257470703125,0.05420733156045769,470,200.0,1.7642475642263888,25.0,15.968714171648026,107,0.006720111620279567,0.0030006721327424657,-0.001857096198364161
132.0,324.62,1105920,7.078051567077636e-09,0.2418701171875,0.05402606626867172,469,202.50000000000023,1.7754216596484185,25.0,15.968715119361878,108,0.008226493819756797,0.002568888434262817,-0.0011445140436990187
129.75,325.79,1116160,-7.82310962677002e-09,0.25810546875,0.0519981438361435,469,232.50000000000063,1.7733195461332798,25.0,15.968715018033981,109,0.006999802810582612,0.002803382715734415,-0.0015905503525573295
150.0,329.68,1126400,-1.7508864402770997e-08,0.2371826171875,0.05557334990128564,469,325.0,1.7842501454055308,25.0,15.968717753887177,110,0.008633603032467362,0.002713262926340576,-0.0014195592506439426
142.5,325.95,1136640,7.450580596923829e-10,0.2059326171875,0.051477065745015205,468,325.0,1.773003739118576,25.0,15.968717193603515,111,0.007202418885390216,0.0023529132304361154,-0.000925283097603824
147.25,325.63,1146880,-3.166496753692627e-08,0.239404296875,0.05309551125022179,468,325.0,1.7766049727797508,25.0,15.968717509508133,112,0.007955245432458468,0.0027365098175408777,-0.0013798065745504573
159.0,329.2,1157120,-5.960464477539063e-09,0.211572265625,0.053427943702617976,468,405.00000000000045,1.7862180426716805,25.0,15.968717050552367,113,0.008911506602953524,0.0023680568977738404,-0.0012895750569441589
158.25,328.36,1167360,1.1548399925231934e-08,0.252880859375,0.051758580337552526,467,452.50000000000017,1.7753237023949624,0.0,15.968714171648026,114,0.0056966701115158,0.002856732141393081,-0.0011996121796983062
156.0,329.55,1177600,7.078051567077636e-09,0.253125,0.04926136625540764,467,452.50000000000017,1.7787519566714765,0.0,15.968714815378188,115,0.007781220625429341,0.0029829256004347826,-0.001947590766940266
123.75,322.05,1187840,-7.450580596923829e-10,0.2974609375,0.05686800125721403,466,252.50000000000023,1.783994722366333,0.0,15.968717533349992,116,0.008128835232946585,0.002894648873339634,-0.0014894550113240257
129.0,325.36,1198080,7.450580596923829e-10,0.2834228515625,0.05278638196868742,466,250.0,1.7804950848221779,25.0,15.968717473745347,117,0.008663516317528774,0.002890897947645499,-0.0018928659370430977
139.5,325.42,1208320,-2.6077032089233397e-09,0.201953125,0.05021493751030973,466,250.0,1.7661561332643032,25.0,15.968715715408326,118,0.007615515546967799,0.002473204701652776,-0.0012116170481021981
150.75,327.06,1218560,-1.0058283805847169e-08,0.29423828125,0.054072057506509306,465,327.5000000000002,1.781285574287176,25.0,15.968717461824417,119,0.008485732974486382,0.0033516467623655897,-0.0019431316075497306
155.5,330.36,1228800,3.3527612686157227e-09,0.239453125,0.05161632392403563,465,385.00000000000085,1.7854820668697358,25.0,15.968717676401138,120,0.008570599748759377,0.002584753803540707,-0.0016506748135725502
178.5,340.89,1239040,1.7508864402770997e-08,0.1922119140625,0.054102874711499646,465,477.5000000000002,1.7800037547945977,25.0,15.968717634677887,121,0.01031511506280367,0.0020238386243903506,-0.000924067233063397
199.75,346.98,1249280,9.313225746154785e-09,0.2470703125,0.056966230074419935,464,502.5000000000002,1.7691182918846606,25.0,15.968717634677887,122,0.010385705227963626,0.0025692091266591886,-0.0016074038554506841
211.5,350.0,1259520,-5.960464477539063e-09,0.2392578125,0.05302853496957806,464,505.00000000000045,1.7656473889946938,50.0,15.968717896938324,123,0.010769598874321672,0.002522819693962219,-0.0022029276253306305
202.5,341.73,1269760,-1.6763806343078613e-08,0.2603515625,0.05441571156060483,463,452.50000000000017,1.7829660505056382,50.0,15.968717569112778,124,0.007842997765419569,0.002471155926764368,-0.001535515292925993
189.25,338.05,1280000,7.82310962677002e-09,0.2191650390625,0.05415916642313071,463,405.00000000000045,1.7802874192595481,50.0,15.968717551231384,125,0.009851056498291655,0.0025971334569192097,-0.0015292243786461767
204.25,342.42,1290240,8.940696716308593e-09,0.228564453125,0.05632474198290288,463,482.5000000000007,1.7680638276040554,72.50000000000001,15.968717753887177,126,0.011988098831352545,0.0022411601290173166,-0.0017875221019494347
213.5,344.76,1300480,3.3527612686157227e-09,0.2392822265625,0.0553863669455925,463,505.00000000000045,1.7736194536089898,50.0,15.968717432022094,127,0.009493733034742036,0.0022802843884960565,-0.0016087636235170067
199.75,340.56,1310720,5.587935447692871e-09,0.2054931640625,0.05029739867151907,463,500.0,1.7817108243703843,50.0,15.96871726512909,128,0.008107267245031835,0.002196895493455031,-0.0013299986901984084
153.75,331.12,1320960,1.564621925354004e-08,0.2198974609375,0.05069581371053219,462,277.5000000000002,1.7713591031730176,25.0,15.968717902898788,129,0.007542070474573848,0.0023907221819513325,-0.0013709339436900336
136.25,333.3,1331200,-1.3411045074462891e-08,0.246044921875,0.051712666022018475,462,250.0,1.7791661776602268,25.0,15.968717569112778,130,0.008261147144366987,0.002649636934552291,-0.0017512335729406915
132.5,333.29,1341440,3.725290298461914e-09,0.2506591796875,0.051501548643638595,462,275.0,1.771934026479721,25.0,15.968717449903489,131,0.007117445729818428,0.002624400300248908,-0.0016505323827004758
143.5,331.93,1351680,-4.8428773880004884e-09,0.2150634765625,0.05331989344343609,461,275.0,1.7790448941290378,25.0,15.968716341257096,132,0.00817872323268034,0.0023576351155270457,-0.001442457306984579
141.25,323.16,1361920,-3.3527612686157227e-09,0.2477294921875,0.05334076135948061,461,302.5000000000002,1.781110543012619,25.0,15.96871771812439,133,0.008292671754861657,0.0027356751335673836,-0.001655360357108293
146.5,322.05,1372160,1.1548399925231934e-08,0.270361328125,0.05180997514645095,461,425.0,1.7750785611569881,25.0,15.968716180324554,134,0.006651101947967674,0.002649166378910195,-0.001436664620632655
144.25,323.35,1382400,2.2351741790771484e-09,0.21494140625,0.05233394413733159,460,425.0,1.7817070998251439,22.500000000000007,15.968717390298844,135,0.007065704907427061,0.00222057312553261,-0.0010717279139498715
140.25,328.84,1392640,-1.1175870895385742e-09,0.2564208984375,0.05061095111812074,460,330.0000000000004,1.7653748519718646,22.500000000000007,15.968714505434036,136,0.008237223011141737,0.0026129214625143504,-0.0016799462744529591
