grad_norm,episode_length,policy_entropy,epoch_idx,explained_variance,policy_loss,advantage_norm,fps,value_loss,PMM:episode_rewards,P01:episode_rewards,frames,P09:episode_rewards
3.5071528600644064,168.74358974358975,1.334485531449318,1,-0.8926086211204529,0.02023927828122396,2.1233088377118112,327,0.09975867260662198,1.0769230769230769,0.0,8000,3.0
0.2995110885973688,192.6144578313253,1.3749708020687104,2,0.07141773462295532,0.0026633545869844968,1.3176571651548148,187,0.015440979854502076,1.6506024096385543,0.0,16000,4.0
0.21043274397460468,190.2,1.3822486412525177,3,0.11623902380466461,0.0019631978537654506,1.0875014842301607,207,0.011349861126618635,1.57,0.0,24000,4.0
0.23472462780406317,177.9,1.3708516311645509,4,0.05131319224834442,0.0004074085902175284,1.1522263649851083,223,0.012392020410043187,1.23,0.0,32000,3.0
0.2547965304678242,170.25,1.3741451275348664,5,-0.01318652331829071,0.001353564060118515,1.1194363527745008,232,0.012206345258782676,1.08,0.0,40000,2.1000000000000085
0.25516695971268805,163.51,1.3773980808258057,6,-0.10794046282768249,0.0040815692162141206,1.0600572072714567,240,0.011332809921586886,0.95,0.0,48000,2.1000000000000085
0.3473596760157417,177.25,1.3749731254577637,7,0.22444201231002808,-0.0028952861489960923,1.375772533416748,248,0.015733767041674583,1.26,0.0,56000,3.0
0.3559708201112731,177.28,1.3773095393180848,8,0.2959173667430878,-0.0019920752878533677,1.2850017009675503,253,0.013205608423450031,1.27,0.0,64000,3.0
0.4571283355170209,185.77,1.3703361189365386,9,0.5795008987188339,-0.006376354991225526,1.5224046248197556,255,0.017292795356479474,1.52,0.0,72000,3.1000000000000085
0.4652437116213852,193.31,1.3656158828735352,10,0.6699608898162842,-0.0056515779299661515,1.3844043773412704,258,0.014057627955917269,1.64,0.0,80000,5.0
0.3884694669789815,191.39,1.3698039829730988,11,0.737108513712883,-0.001302276033675298,1.2802320858836174,260,0.011855041100643575,1.6,0.0,88000,5.0
0.6074943487498186,198.68,1.3458889085054397,12,0.7437863171100616,-0.009615084265824407,1.530554586648941,262,0.02397815463133156,1.81,0.0,96000,5.1000000000000085
0.4679238764495037,195.23,1.3479299080371856,13,0.776715852022171,-0.0009662972606020048,1.316483702659607,263,0.013036474140826614,1.79,0.0,104000,5.0
0.47766668322433764,190.65,1.3489277470111847,14,0.8135747170448303,-0.0014088840987824369,1.305313904285431,265,0.013341230438090861,1.65,0.0,112000,4.1000000000000085
0.3832006931010764,204.81,1.3648977851867676,15,0.8749667751789093,-0.002024017950925554,1.2233756220340728,266,0.010418841412756593,2.05,0.0,120000,6.0
0.3071238659141472,205.72,1.3619395804405212,16,0.8757024264335632,-0.0016960957221454009,1.0317460575699806,267,0.007716724718920887,2.05,0.0,128000,6.0
0.3475960845964565,198.91,1.3508877182006835,17,0.9058285391330719,-0.0015036903132568114,1.1004276117682457,268,0.009189247173490003,1.89,0.0,136000,5.0
0.23491739002344236,195.89,1.344187660217285,18,0.9325499147176742,-0.000202029948545146,0.818539567887783,268,0.005001752318348735,1.85,0.0,144000,5.0
