#{"t_start": 1542660579.8330724, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,4.03536
2.0,199,6.194078
1.0,174,8.015254
0.0,129,9.536503
0.0,129,10.870338
1.0,155,12.599324
1.0,173,14.653606
0.0,125,16.146494
0.0,129,17.400111
0.0,127,18.613325
10.0,434,23.751467
3.0,270,27.451223
0.0,125,28.862289
0.0,129,30.436693
2.0,222,33.259695
1.0,175,35.614603
0.0,127,37.140899
1.0,155,39.165934
0.0,127,40.571326
2.0,225,43.495332
1.0,155,45.2529
1.0,155,47.070671
1.0,172,49.254822
