grad_norm,frames,explained_variance,epoch_idx,PMM:episode_rewards,value_loss,P01:episode_rewards,advantage_norm,policy_entropy,fps,P09:episode_rewards,episode_length,policy_loss
30.82291404471721,8000,-4.081887882947922,1,1.25,1.146955784347822,0.0,4.702350593898445,1.338748499751091,505,3.0,173.5,0.10950708555613517
0.09859618273986212,16000,-4.170285398960114,2,1.2,0.0050025558101788195,0.0,0.628385193310678,1.3853044366836549,330,3.0,172.15555555555557,-0.0004151372576598078
0.11533000524500134,24000,-2.443547380566597,3,1.4,0.0063766240918278075,0.0,0.8168805785663426,1.3850369203090667,392,4.0,183.42,0.0014233113052614498
0.08344815043751369,32000,-2.1721040880680085,4,1.35,0.005411100996773257,0.0,0.6691230905987322,1.3837824249267578,421,3.1000000000000085,183.1,0.0006606218520028051
0.11327505164336733,40000,-2.4999968892335893,5,1.42,0.006510029029905127,0.0,0.803127207569778,1.3833328485488892,444,3.1000000000000085,184.04,-0.0016012740653241053
0.07508508435728112,48000,-2.1552372020483017,6,1.54,0.0049213704608791885,0.0,0.6638575315661729,1.3809129798412323,446,4.0,187.97,-0.00019300665357150138
0.09782765467262136,56000,-1.9008994382619857,7,1.4,0.006247377622567001,0.0,0.7781322077848017,1.3826748502254487,444,3.0,183.8,0.0005799622561607976
0.07202611861148926,64000,-2.1810954505205156,8,1.29,0.004667987987795641,0.0,0.6543734426051379,1.3811792421340943,440,3.0,180.57,-0.00045844544540159406
0.08545847644062268,72000,-1.7799350398778915,9,1.24,0.005974353036654065,0.0,0.7760009490326047,1.3809241843223572,438,3.1000000000000085,177.84,0.00034464761760318654
0.13342113639324377,80000,-1.863946100473404,10,1.46,0.0061194803072612556,0.0,0.7483661226555705,1.3805064702033996,441,4.0,187.47,-0.0005353777818163508
0.0899174681860229,88000,-2.713167933821678,11,1.33,0.005181455178080796,0.0,0.6996204021200537,1.380539606809616,438,4.0,182.2,0.0007818157538713421
0.10983717718753368,96000,-2.1517725133895875,12,1.31,0.005446742794811143,0.0,0.7099225990474224,1.379090975522995,438,4.0,179.88,-0.00044079741594032384
0.12840563192592155,104000,-1.1367163670063019,13,1.5,0.005214242190704681,0.0,0.7677385287731886,1.3809306704998017,438,4.0,186.88,0.0003425370241166092
1.3378111551489797,112000,-1.706065866947174,14,1.53,0.04390765161100717,0.0,1.0606997311860322,1.3756526005268097,437,4.0,188.83,0.01817874827873311
0.1230222879396336,120000,-1.9709203910827637,15,1.43,0.004359724541754986,0.0,0.6601555006206036,1.3823210799694061,437,4.0,184.17,0.0005061421638674801
