policy_loss,advantage_norm,explained_variance,grad_norm,P09:episode_rewards,epoch_idx,frames,episode_length,policy_entropy,fps,PMM:episode_rewards,value_loss,P01:episode_rewards
0.1287165815779008,5.585695098973811,-7.276958696842193,43.8783971136287,2.0,1,8000,162.6590909090909,1.3479366382956506,530,0.8863636363636364,2.2382357733410574,0.0
0.0001378310662403237,0.719817288806662,-10.19278678059578,0.11616076378378637,3.0,2,16000,171.47252747252747,1.3826289188861847,318,1.1318681318681318,0.006068849731682349,0.0
0.0004697887874135631,0.670104321865365,-49.356614998579026,0.10055887586949758,3.0,3,24000,176.57,1.3830764508247375,359,1.28,0.004881913797040624,0.0
-0.00017327966314041986,0.6159497001767158,-10.5900909614563,0.08988024763032752,3.0,4,32000,170.88,1.3841252768039702,382,1.11,0.0047338341569428625,0.0
0.0002492833793803584,0.7197613666020334,-4.662899152040482,0.09277694355270928,3.0,5,40000,174.49,1.385323861837387,400,1.18,0.00557641079500172,0.0
-8.551767605240457e-05,0.7910619769059122,-3.851842714548111,0.10838940991405302,4.0,6,48000,184.59,1.3852387595176696,411,1.5,0.006429529224678845,0.0
0.0005168947357287834,0.6172178458981216,-4.231422923207283,0.080414122458075,4.0,7,56000,181.89,1.3825546300411224,419,1.42,0.004826871089874203,0.0
-0.0006010361003427533,0.648512222878635,-3.284031767845154,0.08910408342562041,3.0,8,64000,173.41,1.383989884853363,424,1.14,0.005014709058591507,0.0
0.0006543995272659231,0.7942368567921221,-1.2754660910367965,0.10746519964021475,3.0,9,72000,181.85,1.3842662048339844,430,1.34,0.006580682843391515,0.0
-0.00026744287722976876,0.6817099195346237,-4.161623616814613,0.08883678490313134,3.0,10,80000,185.85,1.3822588050365447,434,1.42,0.005223362243575593,0.0
0.005027208573374083,0.741839437186718,-3.14474165558815,0.14893751820442944,3.0,11,88000,179.24,1.3827901351451874,435,1.31,0.0060813737228454555,0.0
-0.00042868001997703687,0.67296933747828,-3.0626611495018006,0.08510132620664834,3.0,12,96000,174.48,1.3842929124832153,437,1.22,0.005274482448539857,0.0
0.0010016228877952925,0.7508331647142767,-1.7320708173513413,0.09241426446344685,3.0,13,104000,177.29,1.3839292633533478,438,1.27,0.005819978180934413,0.0
0.00021316109981853515,0.7254729708656669,-1.68289721429348,0.09580110592045246,3.0,14,112000,180.55,1.3838773918151857,440,1.34,0.005639221807559807,0.0
-0.0006407791216406622,0.6841801134496928,-2.145724974274635,0.09221942784925559,3.0,15,120000,180.89,1.3835034883022308,440,1.38,0.00528985857187763,0.0
0.0002576585768838413,0.674868003576994,-2.766502267718315,0.08692613921430689,3.0,16,128000,173.53,1.3833551907539368,442,1.23,0.005208602100983626,0.0
0.0001897627458674833,0.7498856941238046,-1.5909203499555589,0.10862965272141074,3.0,17,136000,180.62,1.3848912191390992,443,1.34,0.005677383810389074,0.0
0.000343535213614814,0.803525358401239,-1.3607579010725022,0.11422198214678042,4.0,18,144000,189.46,1.3843055009841918,444,1.53,0.006055844090424216,0.0
0.0005196429857755902,0.7496949785202741,-2.986136577129364,0.09944346902988267,4.0,19,152000,195.37,1.3845300960540772,445,1.74,0.005635888888937188,0.0
-0.00017927889595739543,0.7535111565887928,-1.3085277754068374,0.11461198071995922,4.0,20,160000,192.78,1.3844762992858888,446,1.64,0.005387559271894133,0.0
0.0010219520179816754,0.790620895549655,-1.4686392211914063,0.12594487143345817,4.0,21,168000,188.41,1.38303804397583,447,1.53,0.005838743083440932,0.0
0.002020542994723655,0.6400726966559886,-3.9617259174585344,0.2597227744766109,4.0,22,176000,190.25,1.380901234149933,448,1.53,0.004951965987511357,0.0
0.00024809487047605216,0.6708666837960482,-1.6679367268085479,0.13380538077269238,4.0,23,184000,185.49,1.381816827058792,448,1.39,0.004072952685528435,0.0
0.0004768070005229674,0.5640009865909815,-2.7644877648353576,0.11332630839169706,4.0,24,192000,176.07,1.384981449842453,448,1.21,0.003625657290176605,0.0
-0.0005417926192421874,0.6945188849419356,-2.004299343824387,0.1312812050612412,3.0,25,200000,180.79,1.3817086148262023,448,1.36,0.004236488015012582,0.0
-0.0003587509433418745,0.6328623574227095,-2.0718761962652206,0.11699852955715169,4.0,26,208000,192.23,1.376027364730835,448,1.66,0.003536225012576324,0.0
-9.610796114429832e-06,0.6270806865394115,-1.7062569350004195,0.149766690173295,4.0,27,216000,183.89,1.3808755159378052,448,1.37,0.0035696903480857147,0.0
-0.00015202903512545162,0.561139302328229,-2.312508274912834,0.11796978023231841,3.0,28,224000,173.7,1.3762595665454864,449,1.13,0.002880985944393615,0.0
0.0009043169216602109,0.574267537817359,-1.8458064264059066,0.2856723106118436,3.0,29,232000,173.53,1.379872932434082,448,1.16,0.0038146132414840395,0.0
0.0006100733260973357,0.6627393466979266,-1.1713626509904862,0.1257037933150687,4.0,30,240000,186.62,1.3822219777107239,449,1.48,0.0039491281411756065,0.0
0.0012614129957546538,0.49958843871951103,-3.357427178621292,0.13129158713188976,4.0,31,248000,190.61,1.3842360198497772,449,1.54,0.0024873608511916247,0.0
0.00017793225182686001,0.48888477742671965,-2.4066043955087664,0.10333813459607924,3.0,32,256000,177.42,1.384885756969452,449,1.24,0.002312061456796073,0.0
0.0005202368897153065,0.5095618177950382,-2.508899893760681,0.11018550286855035,2.1000000000000085,33,264000,170.74,1.384813187122345,450,1.12,0.002473632093260676,0.0
0.00019495431399263908,0.5389646661281585,-3.8988633340597154,0.10873239806294129,4.0,34,272000,180.41,1.3846651196479798,451,1.33,0.0028119025858541137,0.0
-0.0050964570534415546,0.558468223363161,-2.734825628995895,0.16636120608633495,4.0,35,280000,186.11,1.3850370728969574,452,1.42,0.0031802561036965928,0.0
0.00024776584468781947,0.42407174058258534,-1.4094709998369217,0.08321035800596574,3.0,36,288000,176.0,1.3840256893634797,453,1.23,0.0017121849141767597,0.0
0.00022992238587903556,0.5690600921958685,-3.5115147751569746,0.12103515942177294,3.0,37,296000,171.67,1.3846096622943878,454,1.16,0.0028664491196832387,0.0
-0.014052542237332091,0.5471130050718784,-1.1999423682689667,0.4235599831430704,3.0,38,304000,183.36,1.3799982154369355,456,1.37,0.009786753305997991,0.0
