frames,policy_loss,epoch_idx,P09:episode_rewards,value_loss,advantage_norm,P01:episode_rewards,fps,episode_length,explained_variance,policy_entropy,PMM:episode_rewards,grad_norm
176000,-0.0007236889746855013,22,5.1000000000000085,0.003708764605107717,0.6908688685297966,0.0,285,212.78,0.965227741599083,1.3374011254310607,2.23,0.18676341550491912
184000,-0.0009689571126364171,23,6.0,0.00472842554358067,0.7367001214623451,0.0,285,222.42,0.954924493432045,1.3509507381916046,2.49,0.22273829452680044
192000,-0.00036028196904226207,24,5.1000000000000085,0.004258150098321494,0.7313037887215614,0.0,285,208.28,0.9581347274780273,1.3643833911418914,2.11,0.21051467280628045
200000,-0.0004401411631260999,25,5.0,0.003911260921740905,0.718199218660593,0.0,285,193.28,0.9508910471200943,1.3522802436351775,1.67,0.2055787414172749
208000,0.00011562749510630965,26,5.0,0.004717356010805815,0.7847269091010094,0.0,285,192.83,0.9509948861598968,1.3639553666114808,1.68,0.22741851270377678
216000,-0.002570005667512305,27,5.0,0.009333460382185877,1.0537018674612044,0.0,286,203.25,0.8768330001831055,1.3679831111431122,1.94,0.339524149077647
224000,-0.0008874710094823968,28,5.1000000000000085,0.005421031274017878,0.8059797495603561,0.0,286,208.09,0.9441992765665055,1.3561835992336273,2.06,0.23824850385088234
232000,-0.0004239794781597084,29,5.0,0.0022257946399622595,0.5220502637326717,0.0,287,204.12,0.9751462632417679,1.3525285816192627,2.0,0.14243005962576072
240000,-4.2175644775852564e-05,30,5.0,0.005491676174278837,0.8192264354228973,0.0,287,193.52,0.9289736181497574,1.364589866399765,1.69,0.23529982979309533
248000,-0.0020713675452861935,31,5.0,0.0048325639794347805,0.7622643302381039,0.0,287,187.35,0.9590095967054367,1.3311429369449614,1.59,0.22921549192045038
256000,-0.0004609179389080964,32,5.0,0.004211802374338731,0.7098605480790138,0.0,288,191.8,0.9557648605108261,1.3489178502559662,1.72,0.19637398913019713
264000,-0.0009692054530023597,33,8.100000000000009,0.003937754742510151,0.6903013935685158,0.0,289,211.78,0.962343937754631,1.3541447031497955,2.27,0.18346360830668781
272000,-0.0013971928367391229,34,7.1000000000000085,0.004112865247880109,0.7367884510755539,0.0,290,208.97,0.9603319048881531,1.3576216077804566,2.19,0.1988409732948275
280000,-0.0007706900473931455,35,5.0,0.003076070770039223,0.6347415986657142,0.0,291,193.67,0.9720558321475983,1.3363227593898772,1.75,0.17191139259413737
288000,0.00044310359517112373,36,5.0,0.004780004604835995,0.7689148887991906,0.0,291,202.96,0.9572505271434784,1.3587950670719147,1.99,0.21624470326422776
296000,-0.0007198394446459133,37,6.200000000000017,0.006079793741810136,0.8744746991991996,0.0,292,210.46,0.9445201033353805,1.3635871076583863,2.23,0.24176748161143943
304000,-0.0004023530468111858,38,6.200000000000017,0.00417552724480629,0.7291150453686714,0.0,292,211.42,0.959953806400299,1.360104262828827,2.23,0.19747877656481527
312000,-5.66763017559424e-05,39,7.1000000000000085,0.00443140502233291,0.722651641368866,0.0,293,213.71,0.9578889095783234,1.3626800680160522,2.29,0.20548756320338726
320000,-0.0008075315033784136,40,8.100000000000009,0.00784734552493319,0.9208410301804543,0.0,293,221.25,0.9187854731082916,1.3709619319438935,2.48,0.2795163998633695
328000,-0.0013379627218819223,41,5.1000000000000085,0.006131476994487457,0.8509789562225342,0.0,294,210.45,0.939824606180191,1.3665507006645203,2.19,0.23472497488940697
336000,0.00042662703828682424,42,5.0,0.0035202540550380943,0.679402057826519,0.0,294,206.72,0.9603224843740463,1.368030288219452,2.03,0.19526070908348683
344000,-0.0004239767539547756,43,5.0,0.0036299518597661517,0.672562612593174,0.0,295,196.54,0.9605053865909576,1.3539683210849762,1.78,0.1879471440201331
352000,-0.00154283928044606,44,5.1000000000000085,0.0036986346676712856,0.668583514392376,0.0,295,214.12,0.9719665998220444,1.3596791803836823,2.26,0.19774071645093616
360000,-0.0007510906277457252,45,5.0,0.004185505138593726,0.742528555393219,0.0,296,210.14,0.9553197032213211,1.3603666412830353,2.15,0.19795360090515346
368000,-0.0014123936850228347,46,9.0,0.004900676351389847,0.8013238948583603,0.0,297,216.03,0.9544553405046463,1.3546354293823242,2.4,0.22613226276768383
376000,-0.0003273357376747299,47,9.0,0.004682848989614285,0.7837621113657951,0.0,297,223.89,0.9558430290222169,1.3455270099639893,2.65,0.21459062190785244
384000,-0.0003814291736489395,48,9.0,0.004727063290192746,0.7723449021577835,0.0,298,225.65,0.9578512114286423,1.360112190246582,2.73,0.208592174856735
392000,-0.00032501229317858813,49,9.0,0.007719053141772747,1.0109876117110252,0.0,298,225.49,0.9156836009025574,1.3583135962486268,2.69,0.285113074686996
400000,-0.0008707387867616489,50,6.0,0.004152155877673067,0.7327599677443505,0.0,299,217.79,0.960538586974144,1.3647373187541962,2.44,0.19820837547253656
408000,-0.0009447866003029048,51,6.0,0.00781931432080455,1.0473975118994714,0.0,299,220.3,0.9243690627813339,1.3593948566913605,2.42,0.29742076643111554
416000,-0.00048268872007611207,52,5.1000000000000085,0.0037653613602742554,0.6955478933453559,0.0,300,207.33,0.961291590332985,1.3569096338748932,2.07,0.18070684614097945
424000,-0.0015257277080672792,53,6.200000000000017,0.004526268943445757,0.7784206372499466,0.0,300,214.29,0.9602234041690827,1.3563227033615113,2.34,0.20253118989282615
432000,-0.0008790417740237899,54,6.1000000000000085,0.009568295488134027,1.14957854449749,0.0,301,221.0,0.9094459927082061,1.3565473759174347,2.5,0.3497809390291725
440000,-0.002488524233631324,55,6.1000000000000085,0.0063983930012909696,0.9267778414487838,0.0,301,227.3,0.9260984891653061,1.362956770658493,2.61,0.2522472544293177
448000,-0.00010399707243777812,56,6.0,0.007508536849054508,1.0113002631068229,0.0,302,225.8,0.9216345977783204,1.3631808304786681,2.51,0.2695815623911851
456000,-0.0021665932089672425,57,6.0,0.007792539222864434,1.0389907902479172,0.0,302,206.3,0.8857178151607513,1.3401926672458648,2.04,0.2922912054568143
464000,-0.003764105720911175,58,6.0,0.007932826377218588,1.02731931746006,0.0,303,208.51,0.9201652926206588,1.3457130348682405,2.14,0.29508724597646463
472000,-0.00584177749871742,59,6.1000000000000085,0.01271222993498668,1.3346424421668053,0.0,303,234.85,0.8569131940603256,1.35012761592865,2.8,0.39230023316697293
480000,-0.0019380092632491142,60,8.0,0.008456625969847665,1.0581594410538673,0.0,303,242.39,0.9230837106704712,1.336095312833786,3.05,0.30348671733044
488000,-0.0001596599561162293,61,6.1000000000000085,0.01171991201583296,1.3006156939268112,0.0,303,239.13,0.8710249149799347,1.3515656697750091,2.91,0.3605636351399138
496000,-0.0027324658911675216,62,7.0,0.013500764828640967,1.3990517735481263,0.0,304,225.61,0.8117902964353562,1.329863077402115,2.67,0.3892815783486704
504000,-0.0035516987036680802,63,7.0,0.012707003406248987,1.3593527042865754,0.0,304,228.6,0.8317281812429428,1.329156104326248,2.73,0.37315563257352496
512000,-0.001673197874042671,64,6.0,0.007927603209391237,1.052126247882843,0.0,305,216.68,0.8716424643993378,1.3119866049289703,2.42,0.30945285734881334
520000,-0.002888826420530677,65,7.1000000000000085,0.008563957975711673,1.0975994157791138,0.0,305,223.19,0.9035240733623504,1.3303961038589478,2.64,0.2963487101032873
528000,0.0008710513499681837,66,6.200000000000017,0.010536479864967987,1.2332612666487694,0.0,305,232.98,0.8649420857429504,1.3306983256340026,2.91,0.32775089771916577
536000,-0.0002716919992963085,67,6.0,0.006698275269009173,0.9664534321427345,0.0,306,229.76,0.9111459964513778,1.3359270095825195,2.75,0.26932812037401477
544000,0.0004546925168324378,68,6.0,0.009531450106296689,1.1700592958927154,0.0,306,226.25,0.8968037980794906,1.336070680618286,2.64,0.3207323103900439
552000,-0.002799162373994477,69,6.0,0.00974217932089232,1.1843760180473328,0.0,306,234.63,0.8777310514450073,1.3347660112380981,2.79,0.3416031598309256
560000,-0.0030713618992012927,70,6.0,0.012053844757610932,1.3146557027101518,0.0,307,231.23,0.8442977291345596,1.3318672275543213,2.79,0.38486594791487666
568000,-0.0027016619774803984,71,5.0,0.01062504830537364,1.222813032269478,0.0,307,215.05,0.901132453083992,1.3198781633377075,2.42,0.34846670392952234
576000,-0.004492901418707333,72,7.0,0.012159373748581857,1.324509158730507,0.0,307,220.28,0.8617066687345505,1.3190698873996736,2.66,0.3579837819827715
584000,-0.001532527759554796,73,7.0,0.008863428451586514,1.123007527887821,0.0,307,230.74,0.8937428826093674,1.3180681765079498,2.95,0.3107905007138085
592000,-0.002519484634976834,74,6.0,0.008474698287900538,1.1266302579641343,0.0,307,222.07,0.9076704090833664,1.2815845930576324,2.62,0.3160877702251918
600000,-0.002652491591870785,75,6.0,0.01127365269465372,1.2784124273061752,0.0,308,227.08,0.8846187937259674,1.277526503801346,2.81,0.3456902729586834
608000,-0.002857912820763886,76,7.200000000000017,0.014325465455185623,1.4681546425819396,0.0,308,245.02,0.8383693552017212,1.2625435900688171,3.44,0.4022699760111888
616000,-0.002277743093727622,77,10.0,0.010747111793607473,1.2515999317169189,0.0,309,266.48,0.882011513710022,1.2984677791595458,4.14,0.38321150016735134
624000,-0.002049969121159165,78,10.0,0.009305651525501162,1.1742646741867064,0.0,309,258.95,0.9204937064647675,1.3063488399982452,3.91,0.3381473895393336
632000,-0.0013490974152227863,79,11.0,0.010270429861266165,1.2221593636274337,0.0,309,270.12,0.8864461892843246,1.3084861660003662,4.12,0.34584204681698194
640000,-0.0029654415275217616,80,9.0,0.010062129425350577,1.2273205280303956,0.0,309,260.26,0.9074643737077713,1.305184553861618,3.71,0.3545994632471397
648000,-0.001566937415045686,81,10.100000000000009,0.009380560596473514,1.1697091764211656,0.0,310,275.99,0.9009574842453003,1.3133077347278594,4.22,0.3016170724280115
656000,-0.003364136291638715,82,10.0,0.012126920162700117,1.34936085999012,0.0,310,264.59,0.8879397600889206,1.2739826655387878,3.97,0.4127497183960541
664000,-0.001156061752117239,83,10.0,0.011666666597593576,1.3245075789093972,0.0,310,269.24,0.8763048630952835,1.318159021139145,4.13,0.3917727752840357
672000,-0.002092321044765413,84,10.0,0.010995464180596173,1.2796461594104767,0.0,310,254.16,0.87776362657547,1.3071727764606476,3.75,0.34212513723024046
680000,-0.0013127192331012338,85,9.100000000000009,0.013347642128355802,1.3972858214378356,0.0,310,252.12,0.865598606467247,1.2814894807338715,3.68,0.4091251591756107
688000,-0.004021962565602734,86,9.100000000000009,0.012376775036100298,1.3666177320480346,0.9000000000000004,310,260.33,0.8793356961011887,1.2860320615768432,3.81,0.3847152833230452
696000,-0.0048059398494660855,87,10.0,0.015272334362380206,1.5226389002799987,1.0,310,274.49,0.8378419142961502,1.2830339133739472,4.18,0.4395184425598436
704000,-0.001946461866609752,88,10.100000000000009,0.015498325154185295,1.508070724606514,1.0,310,293.93,0.8423575156927109,1.2953764963150025,4.75,0.4480880404781773
712000,-0.005167675003922341,89,11.0,0.019650908345356585,1.7134028977155686,1.0,310,305.16,0.7766171973943711,1.3031357264518737,5.05,0.4935008896138169
720000,-0.005978573655593209,90,11.0,0.01701997937168926,1.5614144510030747,1.0,310,294.44,0.8427627754211425,1.264805054664612,4.8,0.5098615607565026
728000,-0.0060761350500979465,91,11.0,0.0163642401737161,1.5525395679473877,0.0,310,294.26,0.8515217977762223,1.280434193611145,4.95,0.45927715264485436
736000,-0.0051530766412906815,92,11.0,0.018712199395522475,1.6800040912628174,1.0,310,287.95,0.801506273150444,1.2867428421974183,4.86,0.48593947226293643
744000,-0.0048488486839778485,93,11.0,0.016923939804546536,1.5912787020206451,1.0,311,303.4,0.8091584289073944,1.282862160205841,5.24,0.4440812592410307
752000,-0.002995114188415755,94,11.0,0.013281493850518017,1.4219224160909654,1.0,311,305.36,0.8746840739250183,1.2819007909297944,5.02,0.40416718223518294
760000,-0.0030290912385680714,95,10.100000000000009,0.012982126148417593,1.3993735551834106,1.0,311,313.35,0.8416273456811905,1.2655481600761413,5.19,0.42031267715488085
768000,-0.004576532197534107,96,10.100000000000009,0.01880457507446408,1.6880995017290115,1.0,311,313.65,0.8062254095077515,1.2712762141227723,5.22,0.487353952874168
776000,-0.0074022170715034,97,11.0,0.018338923286646606,1.6623176044225694,1.9000000000000004,311,310.44,0.8093220233917237,1.2487281346321106,5.22,0.5134769502032208
784000,-0.004775432821334107,98,11.0,0.018993408209644257,1.7063690084218979,2.0,311,319.13,0.7907939147949219,1.221029589176178,5.71,0.5088171373740591
792000,-0.0037365787863382137,99,11.0,0.013257087576203048,1.4205740189552307,2.0,311,325.27,0.8490094947814941,1.2683968758583068,5.91,0.39876111256861924
800000,-0.0025975149317491743,100,11.0,0.014179336144588888,1.4369582635164262,2.0,311,332.38,0.8564058709144592,1.263974038362503,6.28,0.41205531719289423
808000,-0.001154239625466289,101,11.0,0.014717275016009808,1.5038125789165497,2.0,311,331.54,0.830435836315155,1.2615475022792817,6.35,0.41816588734715165
816000,-0.002989436855677923,102,11.100000000000009,0.016637216205708683,1.5885648500919343,2.0,312,338.05,0.8143154841661453,1.2600062477588654,6.37,0.4568139726301345
824000,-0.005732901428127661,103,11.0,0.016981422037351878,1.6037417656183244,2.0,312,337.9,0.7946009868383408,1.2600292789936065,6.4,0.4541345523122602
832000,-0.00612586353730876,104,11.0,0.016642857948318122,1.5977226489782332,3.0,312,355.49,0.8004579365253448,1.2639228510856628,6.77,0.46455192449677596
840000,0.0002789692650549114,105,11.0,0.01749446621630341,1.6329047816991806,3.0,312,349.65,0.802429831624031,1.2622633719444274,6.4,0.4727738380727276
848000,-0.006923389473231509,106,11.0,0.018760529183782636,1.694280594587326,3.0,312,355.88,0.7768492859601974,1.2546640276908874,6.55,0.5224870957431744
856000,-0.005602610200294293,107,11.100000000000009,0.01761702986434102,1.638651615381241,3.0,313,372.5,0.8064569079875946,1.2420844292640687,7.12,0.482649243939583
864000,-0.005676909956528107,108,13.0,0.01665341454092413,1.584830306172371,3.0,313,374.49,0.815590033531189,1.1992620420455933,7.66,0.46857331856136286
872000,-0.0017260340153006837,109,13.0,0.01632153125014156,1.5807436853647232,3.0,313,377.64,0.8221261614561081,1.243210734128952,7.9,0.46621744490320166
880000,-0.00499829130654689,110,13.0,0.018793845642358066,1.6777270382642746,3.0,313,372.51,0.802956634759903,1.2450184750556945,7.77,0.5032072171118586
888000,-0.0098210029467009,111,14.100000000000009,0.020796788544394075,1.765640882253647,3.0,313,382.19,0.7556810319423676,1.2128184306621552,8.18,0.5113794201464337
896000,-0.001638199839508161,112,15.0,0.01835861678235233,1.677889609336853,3.0,313,384.3,0.8095142382383347,1.23544224858284,8.17,0.48852779608246616
904000,-0.005926808502699714,113,15.0,0.019672199659980835,1.7319594144821167,3.0,313,391.95,0.7780172163248062,1.203251233100891,8.11,0.4986045399097855
912000,-0.005018878245755332,114,15.0,0.019335461710579694,1.7135888814926148,3.0,314,403.04,0.7801721960306167,1.1684292912483216,8.55,0.5271166816327778
920000,-0.007395687947864644,115,15.100000000000009,0.021324865208007394,1.8007953214645385,4.0,314,418.2,0.7564054024219513,1.1506452131271363,9.26,0.5239116899803581
928000,-0.007620779333519749,116,15.0,0.020769914817065,1.7775732254981995,4.0,314,408.29,0.7749379622936249,1.1839305281639099,9.19,0.56672070272129
936000,-0.007621372197172604,117,14.100000000000009,0.018327144265640527,1.6620076185464858,4.0,314,410.46,0.8072629249095917,1.1584414982795714,9.3,0.5137127183506752
944000,-0.007229880162049085,118,15.0,0.021556399357505144,1.8067594969272613,4.9,314,412.54,0.727683202624321,1.1605347740650176,9.44,0.598782516821836
952000,-0.004834314236650244,119,15.100000000000009,0.01863234028685838,1.6844113034009933,5.0,314,426.98,0.7789304763078689,1.1939520478248595,9.68,0.47118100999226037
960000,-0.00838467584195314,120,16.0,0.022074601482599973,1.8275388514995574,5.0,314,435.09,0.7844959867000579,1.1372933298349381,10.05,0.49542512979241154
968000,-0.011243430897884536,121,14.0,0.02258582063484937,1.8519583278894425,5.0,315,430.98,0.7734625202417373,1.1517817556858063,9.38,0.5519838641786408
976000,-0.005096797961377888,122,16.0,0.01832517155446112,1.680167987346649,5.0,315,444.78,0.8157506829500198,1.1375100606679915,9.72,0.48771798388551785
984000,-0.002854524307185784,123,16.0,0.021070622247643767,1.7829489541053771,6.0,315,451.63,0.7865863740444183,1.1238589072227478,10.11,0.531934557343758
992000,-0.0056870132416952405,124,16.0,0.02285705240443349,1.8758502805233002,5.0,315,450.69,0.7626597529649735,1.1534157645702363,10.18,0.5422908239343276
1000000,2.5739248158060946e-05,125,16.0,0.020913275759667158,1.7839325791597367,5.0,315,447.81,0.7634791696071624,1.1481134486198425,10.26,0.49094448301194
1008000,-0.011268292925087735,126,16.0,0.023707465017214418,1.906488027572632,6.0,315,460.93,0.7199024528264999,1.1161748093366624,10.66,0.5797822962203396
1016000,-0.006227121065603569,127,18.0,0.023027740423567592,1.8802509903907776,6.0,315,477.44,0.7432030534744263,1.1168300652503966,11.45,0.5917521850622627
1024000,-0.003526104713091627,128,18.10000000000001,0.021779817049391567,1.8208076065778733,5.9,315,475.88,0.70899200797081,1.1536813282966614,11.41,0.5138650900591895
1032000,-0.006534054356161505,129,20.0,0.019363483320921658,1.7196236300468444,6.0,316,496.74,0.7514617657661438,1.1617568218708039,11.73,0.5038239964314251
1040000,-0.0073418208037037405,130,20.10000000000001,0.023576578167267145,1.8796321976184844,6.0,316,503.25,0.7673308229446412,1.113422830104828,11.78,0.5808539704231046
1048000,-0.006893619563488756,131,20.10000000000001,0.024196245111525058,1.9153549754619599,6.9,316,504.69,0.7228698009252548,1.1183719539642334,12.02,0.5576699585918987
1056000,-0.004788947512133745,132,20.10000000000001,0.022226833566091956,1.8404675614833832,6.0,316,507.18,0.7743043953180313,1.1822334849834442,12.19,0.5399568372958736
1064000,-0.010834059586632066,133,19.0,0.0245352382119745,1.9295483577251433,6.0,316,509.4,0.725988028049469,1.1836189806461335,12.13,0.6473817202985136
1072000,-0.01197650667570997,134,19.0,0.02846487614326179,2.0436375057697296,6.9,316,514.27,0.6951388132572174,1.0902099806070327,12.21,0.6700991792986875
1080000,-0.008658028646023013,135,20.0,0.02391178797930479,1.8911782026290893,6.9,316,510.92,0.7577900540828705,1.090622609257698,12.45,0.6199815021699544
1088000,-0.011398852693673689,136,20.0,0.02742984223179519,2.0397058165073396,7.0,316,510.84,0.7279202938079834,1.0892871886491775,12.43,0.6508792541893814
1096000,-0.00804347133031115,137,21.10000000000001,0.024160481030121445,1.9197450309991837,7.0,316,520.09,0.7242038178443909,1.074797973036766,12.94,0.6194621891180941
1104000,-0.007644842762383633,138,20.0,0.02416872990783304,1.9195978307724,6.9,316,522.41,0.7322332710027695,1.1226360034942626,12.8,0.5894982192363617
1112000,-0.013567442833445966,139,20.0,0.024766571931540967,1.9437762415409088,7.0,317,532.44,0.7537004852294922,1.1070747631788254,12.98,0.6015651731022774
1120000,-0.002984028969076462,140,20.0,0.023757780375890433,1.8999728643894196,7.0,317,535.4,0.7373167908191681,1.1155467343330383,13.1,0.565399896469979
1128000,-0.00960424116870854,141,20.0,0.025229330831207333,1.955568505525589,7.0,317,544.11,0.7426849317550659,1.0819048643112184,13.45,0.595685086714755
1136000,-0.007547453021106776,142,20.0,0.026699531907215714,2.0117432689666748,8.0,317,550.91,0.7025695776939392,1.1079878902435303,13.67,0.6500286282160975
1144000,-0.007113415437488584,143,20.10000000000001,0.025058253202587366,1.9477794170379639,8.0,317,561.91,0.7193770045042038,1.1388700050115586,14.33,0.653297025518304
1152000,-0.008769899336621166,144,20.0,0.02532928842585534,1.9655667626857758,8.9,317,573.05,0.7183351081609726,1.122801176905632,14.53,0.7308473785640532
1160000,-0.004991494345013052,145,20.0,0.026058986699208617,1.9904449462890625,9.0,317,571.52,0.7443291997909546,1.1310217517614365,14.62,0.618315315376922
1168000,0.0003685743824462406,146,20.10000000000001,0.025681637451052664,1.9752036046981811,9.0,317,571.68,0.7449646538496018,1.1121727657318115,14.65,0.6330607121335086
1176000,-0.009715273717301898,147,21.0,0.02726725462824106,2.026040735244751,10.0,317,587.01,0.726885894536972,1.043191627264023,15.26,0.6601318882320354
1184000,-0.009534037077974062,148,21.10000000000001,0.024463796224445104,1.9380259096622467,9.9,317,589.24,0.7659963071346283,1.0928920906782151,15.01,0.6339707687702161
1192000,-0.008119573366420808,149,22.0,0.02986794645898044,2.1032493042945863,10.0,317,598.16,0.703285995721817,1.090208225250244,15.49,0.6485581809407983
1200000,-0.011661586736299795,150,22.200000000000017,0.03037481838837266,2.145341612100601,10.0,317,602.23,0.7061183178424835,1.008724091053009,15.91,0.7620370358179709
1208000,-0.0072152498410287084,151,24.0,0.030289383260533213,2.15281427025795,10.0,318,610.91,0.6833487963676452,1.048553461432457,16.04,0.7847782551670653
1216000,-0.0068390136286325285,152,24.0,0.027170678740367292,2.0233665782213213,10.0,318,620.26,0.7140384709835053,1.0737705785036087,16.42,0.6714927986746703
1224000,-0.006710025282227434,153,25.10000000000001,0.028390773637220264,2.0603431928157807,10.0,318,631.96,0.7238170260190964,1.1155294102430344,16.99,0.6670670299516999
1232000,-0.017141780481033493,154,25.0,0.02738541355356574,2.033222733736038,10.0,318,637.11,0.7127071076631546,1.1004777145385742,17.19,0.6354325969338572
1240000,-0.007833562635350972,155,25.10000000000001,0.027041718680411577,2.01805886387825,9.0,318,634.35,0.7485839587450027,1.0733116519451142,17.53,0.6890978535375409
1248000,-0.012710672060202342,156,26.10000000000001,0.026617948599159717,2.0070278072357177,8.9,318,629.77,0.7305512601137161,1.0609892904758453,17.42,0.6736467466230713
1256000,-0.004914333499036729,157,25.10000000000001,0.024141348898410797,1.9308164989948273,8.9,318,629.49,0.7263989228010178,1.1135989820957184,17.25,0.5963139945911979
1264000,-0.004819363586429972,158,26.10000000000001,0.025633966187015175,1.9721667385101318,8.9,318,641.15,0.7070841711759567,1.1386151206493378,17.54,0.625478700259406
1272000,-0.00598757878462493,159,27.10000000000001,0.024350877348333598,1.9230378234386445,8.9,318,627.33,0.7370586884021759,1.1260123097896575,17.29,0.5931996796226392
1280000,-0.008930599560262636,160,28.0,0.02853319441899657,2.0625727021694185,9.0,318,633.86,0.6798418372869491,1.1305794697999954,17.57,0.6551938033547471
1288000,-0.012425172875809949,161,27.0,0.02964385809376836,2.1035516154766083,9.0,318,639.53,0.6756856739521027,1.078436135649681,17.63,0.7215097368311905
1296000,-0.009014515269664116,162,27.0,0.029755009869113565,2.0988691020011903,9.0,318,645.7,0.6871228688955306,1.0695208942890166,18.08,0.6837050102211816
1304000,-0.010220502365846186,163,27.10000000000001,0.027227403558790685,2.032684016227722,9.9,319,660.88,0.700744366645813,1.1174176913499831,18.6,0.6253550770628005
1312000,-0.01110248283133842,164,27.0,0.031665698662400245,2.1720114171504976,11.9,319,671.59,0.700474175810814,1.095402286052704,19.19,0.7132021666057241
1320000,-0.00932492510182783,165,27.10000000000001,0.030920194219797848,2.1467503917217257,12.0,319,683.21,0.6841856962442399,1.0913079500198364,19.66,0.6977937912145247
1328000,-0.005562907049024944,166,28.0,0.028131688702851532,2.054224406480789,12.0,319,691.06,0.7084499096870422,1.0745371299982072,20.12,0.6526587346808412
1336000,-0.008039236592594534,167,29.10000000000001,0.0298171741142869,2.114758086204529,12.0,319,702.51,0.7055035996437072,1.0688007056713105,20.56,0.6613845308923808
1344000,-0.008236301804427058,168,28.200000000000017,0.03158628851175308,2.194082373380661,12.9,319,701.85,0.6844152057170868,1.0646423310041429,20.68,0.7629792202136136
1352000,-0.01452373533647915,169,28.0,0.02854337712749839,2.0802427387237548,12.9,319,687.73,0.7033366078138351,1.0442549198865891,20.55,0.691531118550677
1360000,-0.006202343794866465,170,28.0,0.0271618770994246,2.0220812869071962,12.9,319,695.02,0.6786930346488953,1.0484302467107773,20.74,0.6936801728671387
1368000,-0.011738194202771411,171,30.0,0.0282979640038684,2.051391668319702,12.9,319,696.16,0.7120085859298706,1.016387500166893,20.73,0.6948206780596266
1376000,-0.01783545296289958,172,30.10000000000001,0.030920375450514258,2.149624516963959,12.0,319,696.14,0.6925649690628052,1.0153286510705948,20.54,0.7334394397257625
1384000,-0.008633047339972109,173,30.0,0.029590107062831522,2.1071587371826173,12.0,319,698.78,0.6875447106361389,1.0383564496040345,20.57,0.7261921309032084
