fps,value_loss,grad_norm,explained_variance,epoch_idx,P09:episode_rewards,episode_length,frames,policy_loss,PMM:episode_rewards,advantage_norm,policy_entropy,P01:episode_rewards
776,0.0005661539688207995,0.033721426717733684,-0.7864723205566406,287,3.0,177.31,2296000,0.00015901941138508847,1.27,0.2049165803566575,1.3854832541942597,0.0
776,0.0003398136758551118,0.021526691687265988,-3.2404157310724258,288,3.0,181.58,2304000,9.67410404155089e-05,1.35,0.15125364938750863,1.3857036972045897,0.0
777,0.0002952466277258736,0.026146685887376897,-0.932740471959114,289,3.0,173.67,2312000,6.501393512735376e-05,1.15,0.14607228280045093,1.3857808017730713,0.0
777,0.0003876539027959325,0.02637397509743296,-447.5815766084194,290,3.0,179.95,2320000,-0.0002374179609978455,1.29,0.16218068677000702,1.385722918510437,0.0
777,0.0003414053321444044,0.02730212119549462,-2.2048850154876707,291,3.0,184.75,2328000,0.00013393740111496298,1.4,0.165641575679183,1.3858075654506683,0.0
777,0.00016848191048097761,0.02120249256953517,-1.1957114166021348,292,3.0,183.32,2336000,7.256092630996136e-05,1.4,0.12786437938921152,1.3857770776748657,0.0
777,0.00022511660979489533,0.023791973684412028,-1.3761794620752335,293,3.1000000000000085,183.4,2344000,7.141485148167703e-06,1.38,0.13466412438079714,1.3858357632160188,0.0
777,0.0008941121121199558,0.0370958673994863,-251.89480175316334,294,4.0,184.56,2352000,6.283133086981251e-05,1.45,0.23354665549471976,1.3849485516548157,0.0
777,0.000765566542538636,0.03502622801116629,-2.243425890803337,295,3.0,180.17,2360000,-6.542950046423357e-05,1.35,0.21888613250106573,1.3858496308326722,0.0
777,0.0008778110167054364,0.04232259233431959,-4.055216980576515,296,4.0,184.86,2368000,-8.058612467721105e-05,1.44,0.2476016558893025,1.3852121090888978,0.0
777,0.00033328347499264057,0.019955359858645806,-1.945612727999687,297,3.0,177.85,2376000,-5.450699314678786e-05,1.28,0.1334413402993232,1.3853581428527832,0.0
777,0.0003602888839247953,0.023177728624374536,-7.439861588478088,298,3.0,178.32,2384000,7.254934396769386e-05,1.27,0.1646166126988828,1.3858086633682252,0.0
777,0.00033229568186811777,0.0262904279070074,-0.9381006860733032,299,3.0,183.59,2392000,1.7557253177074017e-05,1.41,0.15925486953929066,1.3851805627346039,0.0
777,0.0002721809428362576,0.026596476573445497,-1.6169494998455047,300,3.0,180.04,2400000,-4.1114450550594486e-05,1.33,0.14850180134177207,1.3858109652996062,0.0
777,0.0005342385328344789,0.03253388345920824,-3.1313657331466676,301,3.0,181.41,2408000,0.0001679324962424289,1.35,0.18505602048709988,1.3857196950912476,0.0
777,0.00027059099041480293,0.021768472615549202,-0.7976453113555908,302,3.1000000000000085,185.72,2416000,-9.300545640144265e-05,1.42,0.13657865514978768,1.3859308028221131,0.0
777,0.00031622303879544236,0.02488208067074228,-0.3831284755468369,303,3.0,181.98,2424000,-0.0001064116300403839,1.36,0.1487280646711588,1.385923273563385,0.0
777,0.0006116636312117407,0.03748076951802563,-1.653010972738266,304,3.1000000000000085,186.23,2432000,0.00011493809601233807,1.49,0.21251489805057644,1.3850900948047637,0.0
777,0.0003967774188686235,0.03089878825304889,-7.652989520430565,305,3.0,184.68,2440000,-0.00010176334151765332,1.42,0.17521793345920741,1.3859486627578734,0.0
777,0.00047452040925122674,0.02767196637191598,-0.746210812330246,306,3.0,182.62,2448000,7.734117825748399e-05,1.36,0.16190594620071352,1.3859649443626403,0.0
777,0.00046566210910327756,0.023473175718799196,-5.184931787848472,307,3.1000000000000085,179.07,2456000,7.771724305484895e-05,1.37,0.1768319768551737,1.385441781282425,0.0
777,0.00041224634305990547,0.028356802803563775,-0.9138909637928009,308,3.0,174.09,2464000,-1.812950984458439e-05,1.26,0.17217212429270148,1.3857770049571991,0.0
777,0.0003108996475566528,0.025239386857739333,-0.3327953910827637,309,3.0,179.08,2472000,-0.00014529825159115717,1.29,0.15795603561215102,1.3854075002670287,0.0
777,0.00021179310054890267,0.022476502111139975,-0.5426903837919235,310,3.0,180.56,2480000,0.00011434405194449938,1.31,0.14419730835594236,1.3859807825088502,0.0
777,0.0005050189956057238,0.03151604786543987,-1.316689323782921,311,3.0,184.44,2488000,-4.237338627717691e-05,1.42,0.17510635185055434,1.3858463776111603,0.0
777,0.0003739722066677587,0.027400273315391833,-7.342576435804367,312,4.0,187.49,2496000,4.673061442360904e-05,1.53,0.15906742030754686,1.3852727162837981,0.0
777,0.0005082331952098684,0.031153223938129183,-1.6145400536060333,313,4.0,179.22,2504000,-1.6542044322704895e-05,1.35,0.20246279202401637,1.3858368444442748,0.0
777,0.0002976946398803193,0.02087207260898787,-1.9555346822738648,314,3.1000000000000085,175.92,2512000,-6.165607848743093e-05,1.22,0.12810153611935676,1.3861496794223784,0.0
778,0.0006209381431131078,0.028678028204781218,-3.8814057123661043,315,3.0,181.51,2520000,-5.6419209795421923e-05,1.41,0.19109427332878112,1.3853316938877105,0.0
778,0.00033163137804194777,0.023324804499421696,-1.1625793892145158,316,3.0,185.13,2528000,0.00011544535005668877,1.54,0.15140448688529431,1.3860619139671326,0.0
778,0.0007445371250400967,0.03057731857124519,-14.175607583522797,317,3.0,180.7,2536000,2.5486268532404212e-05,1.38,0.19912743596360089,1.3848307144641876,0.0
778,0.0003757238532239171,0.02223949138406268,-0.7038424026966095,318,3.0,176.13,2544000,1.1461284520919434e-05,1.26,0.15486115541309117,1.3852591025829315,0.0
778,0.0005992307778615214,0.03075198260148058,-0.9987406140565872,319,3.0,176.69,2552000,-9.054508849658305e-05,1.25,0.1978305804170668,1.3856914138793945,0.0
778,0.00040295527245120865,0.023785068218224476,-0.8300009876489639,320,4.0,193.16,2560000,-0.00010738655242676032,1.64,0.16177589485421776,1.3856488978862762,0.0
778,0.00026042688587665455,0.021579402843373962,-1.382726104259491,321,4.0,191.02,2568000,0.00014735247412318132,1.55,0.13089970869012177,1.3849107754230499,0.0
778,0.00011601848855548269,0.018382791923457816,-0.44044322848320006,322,3.0,172.6,2576000,7.59547663255944e-05,1.11,0.1011505327373743,1.3856411600112915,0.0
778,0.0003805838317566668,0.030056965510575243,-0.47887594044208526,323,2.1000000000000085,166.17,2584000,-0.0002764464440951997,0.97,0.16132630018517374,1.3857250368595124,0.0
778,0.00030543706175080844,0.02419818190045794,-1.9353504931926728,324,2.1000000000000085,170.42,2592000,4.7366488797706555e-05,1.08,0.13716521300375462,1.3860208678245545,0.0
778,0.0002814109746140048,0.02149995061887827,-0.4310711121559143,325,3.0,178.39,2600000,1.0700573911890387e-05,1.3,0.13668906134553255,1.3851673197746277,0.0
778,0.0006441018619966598,0.03575194814339428,-0.9836284279823303,326,3.0,183.94,2608000,0.00022994704595475924,1.46,0.21615622302517296,1.385718653202057,0.0
778,0.00021026165058174229,0.02015100426657462,-4.687458724975586,327,3.0,179.18,2616000,-0.00016077544899417262,1.33,0.12211460147053003,1.3857886183261872,0.0
778,0.00014895299772774707,0.01907728330954809,-1.1947729700803758,328,3.1000000000000085,174.11,2624000,-0.0001140051860420499,1.16,0.11335812056437135,1.3856841230392456,0.0
778,0.0008083524394157848,0.03753764935086835,-0.8516390383243561,329,4.0,184.64,2632000,-4.16224140462873e-05,1.46,0.2269826789200306,1.3854695570468902,0.0
778,0.0002762891348163521,0.024650558927372695,-1.0185685229301453,330,4.0,192.92,2640000,2.789590900647454e-05,1.69,0.1483455363661051,1.3860710191726684,0.0
778,0.00011990133328595221,0.017438444525563934,-1.6573806488513947,331,3.0,178.78,2648000,5.2459130456554705e-05,1.3,0.10737441465258599,1.3860751962661744,0.0
778,0.00018693412226241434,0.019656561359750357,-2.4521207815408705,332,3.0,176.77,2656000,-3.952254370233277e-05,1.21,0.11656578788533807,1.3858251821994783,0.0
778,0.000307972780262844,0.02968404606732193,-0.6376924252510071,333,3.0,179.59,2664000,-0.00023269326655281475,1.28,0.15508251074701548,1.3849059641361237,0.0
778,0.0002936804456800246,0.027292248297311018,0.07755334198474884,334,3.0,179.37,2672000,0.0002588671025296207,1.26,0.1446120340563357,1.385277749300003,0.0
778,0.00024221489712772382,0.022365117492607132,-2.0898757898807525,335,4.0,185.26,2680000,-1.574340378283523e-05,1.4,0.14292579755187035,1.3853817486763,0.0
778,0.0004515950438997152,0.027833849486332937,-0.6909198886156083,336,4.0,186.33,2688000,-0.0002062618685522466,1.42,0.16476564552634954,1.3851182901859282,0.0
778,0.0003353285302603126,0.026113423066530483,-0.07173987567424774,337,4.0,179.76,2696000,-6.11232731534983e-05,1.27,0.15675840520299972,1.385207213163376,0.0
778,0.00042024161760082277,0.025270286308540092,-0.8826130604743958,338,4.0,183.19,2704000,0.0001273683506769885,1.41,0.16957784296944736,1.385443549156189,0.0
779,0.0006229887594781758,0.03243194709155618,-0.851452711224556,339,4.0,186.65,2712000,-0.00011596057178394404,1.51,0.19723389744758607,1.385778079032898,0.0
779,0.0002181191880390543,0.01797168970414569,-1.6899462586641312,340,3.1000000000000085,183.04,2720000,9.89728473359719e-05,1.4,0.11902777573093772,1.386027419567108,0.0
779,0.00038565463268696475,0.027754324054285448,0.40052972853183744,341,4.0,184.93,2728000,-5.310558080964256e-06,1.45,0.17353991154581308,1.3859671831130982,0.0
779,0.0005154893837561758,0.027884147616016604,-1.9956365132331848,342,4.0,184.35,2736000,0.00010480957583240524,1.46,0.17987424125894905,1.385623346567154,0.0
779,0.00034338307465986873,0.028460688436759765,-1.1631275075674057,343,3.0,179.43,2744000,-8.814280003207387e-05,1.32,0.1564127019792795,1.3854510653018952,0.0
779,0.00035169796943023356,0.02706513042663701,-0.8812324595451355,344,3.0,178.74,2752000,2.128399853972951e-05,1.31,0.16092577599920332,1.3844012498855591,0.0
779,0.0002555858926280052,0.02375699636719362,-2.9019411212205886,345,4.0,175.43,2760000,4.8573312669759615e-05,1.23,0.13992606660351156,1.3853449523448944,0.0
779,0.00023676509065126083,0.028445668240630325,-0.8402952992916107,346,3.1000000000000085,175.5,2768000,-0.0001819144058117672,1.22,0.14908538278192282,1.385899978876114,0.0
779,0.00021014511188013785,0.01911279743629136,-1.2258660805225372,347,3.1000000000000085,179.81,2776000,9.691452260085498e-05,1.34,0.1162363380473107,1.3859608972072601,0.0
779,0.0002367557940772258,0.020769270166180877,0.005996202826499939,348,3.0,175.84,2784000,4.814256535610184e-06,1.24,0.12388629419729114,1.3859638261795044,0.0
779,0.0005641582659296773,0.03501852115745382,-2.1097014999389647,349,3.0,176.38,2792000,-0.000247647640244395,1.22,0.20426292183808983,1.385069235563278,0.0
779,0.000493724304492389,0.03121203423734098,-1.1689468675851822,350,4.0,187.17,2800000,0.00011585572268813848,1.46,0.19212432008236646,1.3856532537937165,0.0
779,0.00046941460246955556,0.02474747178830846,-4.5229188579320905,351,3.1000000000000085,187.43,2808000,7.828888405128965e-05,1.48,0.15138614101335407,1.385764454603195,0.0
779,0.0006327346570174086,0.029955285556589984,-0.2939057016372681,352,3.1000000000000085,181.96,2816000,-4.549952423985815e-05,1.37,0.1982557779364288,1.3856073451042175,0.0
779,0.00034062072340134363,0.02554123093818951,-0.9950706815719604,353,4.0,183.96,2824000,2.295543746186013e-05,1.39,0.16154326942749322,1.3858192443847657,0.0
779,0.0003884383331569552,0.024930897205924042,-0.6382828974723815,354,4.0,190.19,2832000,6.369388269376941e-05,1.52,0.15614550633355975,1.3850198304653167,0.0
779,0.00020333466130523448,0.016216813529107862,-1.3827870666980744,355,3.0,183.7,2840000,-7.330506257858361e-05,1.37,0.10953755410388112,1.3856557393074036,0.0
779,0.00018592407800554155,0.02178106829396412,-0.7391875290870666,356,3.0,178.16,2848000,-0.00029117744782524823,1.23,0.11557812558487057,1.3861423075199126,0.0
779,0.0005498758347766852,0.03251037352639027,0.19645418882369994,357,3.1000000000000085,187.7,2856000,0.0003254870348973782,1.51,0.1915594132989645,1.3859444057941437,0.0
779,0.00025023526916925223,0.018931658171184442,0.03409885287284851,358,3.1000000000000085,185.27,2864000,-5.575088349019097e-05,1.48,0.12983477554284037,1.3859859097003937,0.0
779,0.00044966017419937997,0.026490005120713825,-0.8543258494138718,359,3.0,178.37,2872000,-6.492269398222561e-05,1.3,0.16381237231194973,1.3858592581748963,0.0
779,0.0003590541404753367,0.024705504381256068,-0.7296007317304611,360,3.0,186.88,2880000,9.471429479162907e-05,1.47,0.16017480758018793,1.3853951704502105,0.0
779,0.00011468378855283845,0.018074653370126415,-1.2677941399812698,361,3.0,184.34,2888000,0.00014937132225895767,1.39,0.10142276691272854,1.3858468770980834,0.0
779,0.00024468709983239024,0.025245887692056584,-1.9332052570581437,362,3.0,171.48,2896000,-0.00012915635234094224,1.09,0.1365331918746233,1.3855794763565064,0.0
779,0.00026256557278088623,0.02122505529179394,-1.1715449088811873,363,3.0,177.35,2904000,0.00010403337044408545,1.22,0.12484771375544369,1.3856047344207765,0.0
779,0.00010792963078245066,0.01699825346889117,-0.5531615495681763,364,3.0,174.62,2912000,0.0001168023194622947,1.13,0.09261426398530602,1.3857884562015534,0.0
779,0.0006773438182642622,0.044129137510485486,-0.8331873571872711,365,3.0,176.87,2920000,-0.00047017579607199877,1.23,0.21764156932011247,1.3848954117298127,0.0
779,0.0001406669491871071,0.012508677295061894,-0.6646910399198532,366,4.0,185.57,2928000,1.7674719892966095e-05,1.49,0.09756875282153488,1.385113352537155,0.0
779,0.0007211890289568146,0.02967830377108735,-2.686689041852951,367,4.0,183.15,2936000,0.0003199460031464696,1.41,0.1958426071051508,1.385194752216339,0.0
779,0.000331239130300105,0.02658227074333522,-0.7621832901239395,368,3.0,174.5,2944000,-0.00032903053041081874,1.23,0.1527970220707357,1.3852914023399352,0.0
779,0.0007992400072862438,0.03513845946046268,-219.81063330054283,369,4.0,183.07,2952000,-9.531290124868974e-06,1.45,0.23291469037532805,1.385877766609192,0.0
779,0.0002433651555600136,0.022134195062549784,-0.0353466808795929,370,5.0,191.96,2960000,-0.0001358577968858299,1.68,0.1345649423170835,1.3853968536853791,0.0
779,0.0001400100084561018,0.019857960343701554,-1.1311621487140655,371,4.0,181.33,2968000,-4.254097129887668e-06,1.33,0.11324055165052414,1.385694980621338,0.0
779,0.00030386271999532254,0.03036831806234646,-1.9352536344528197,372,4.0,190.42,2976000,4.012157827673946e-05,1.53,0.1615877603366971,1.3851824223995208,0.0
779,0.0002149363257740333,0.02290232928064815,0.3472669690847397,373,4.0,188.33,2984000,-0.00020510506388745852,1.5,0.1298378463089466,1.3859079957008362,0.0
779,0.0003251171009640075,0.023805470026546312,-1.1104190176725388,374,4.0,185.7,2992000,7.525873748818412e-05,1.41,0.1464250291325152,1.3855125033855438,0.0
779,0.0004208417526933772,0.025646276775286712,0.05829702377319336,375,4.0,188.39,3000000,-5.6523943931097166e-05,1.52,0.16749877151101827,1.3857869029045105,0.0
779,0.0002776825039211417,0.020436992561024433,0.025788409709930418,376,4.0,186.89,3008000,0.00024425803476333383,1.52,0.11757395384833216,1.3859093153476716,0.0
779,0.0003586761403721539,0.02285881236331446,0.14446893990039825,377,4.0,185.21,3016000,9.978720874642021e-05,1.48,0.1446104803867638,1.3855701005458831,0.0
780,0.00024122089756474453,0.02098638557230764,-3.151509491801262,378,4.0,185.77,3024000,-0.00017795977677451447,1.52,0.12764216748066246,1.3852318274974822,0.0
780,0.0006542268270300156,0.03569855147094119,-1.1839382600784303,379,3.0,180.24,3032000,5.057716007286217e-05,1.43,0.19344611167907716,1.3852191364765167,0.0
779,0.0006737736603616895,0.03375125023830363,-1.7261767208576202,380,4.0,180.75,3040000,-0.00024843285806127826,1.44,0.21092375998385252,1.3852503299713135,0.0
779,0.0004068574447296669,0.024876631954144267,-0.22021067321300505,381,4.0,187.44,3048000,6.48267226642929e-05,1.52,0.16995451669208705,1.3850238919258118,0.0
780,0.0002743489706466562,0.01919687536965514,-2.094773026108742,382,3.0,181.83,3056000,3.444866645622824e-05,1.32,0.12490099501796066,1.3855013644695282,0.0
780,0.0004043045845997995,0.026005829533972524,-0.8297824621200561,383,3.0,183.74,3064000,4.9836501129902896e-05,1.4,0.1662550006248057,1.3860100460052491,0.0
780,0.00044669290378692496,0.02828426838822139,-0.32383807718753815,384,3.0,186.78,3072000,-0.00015886748951743357,1.46,0.16463663468137382,1.3854219603538513,0.0
780,0.00023035119818814564,0.018051628853271315,-1.6762601679563522,385,3.0,180.53,3080000,-3.393596802197862e-05,1.32,0.12439808825030924,1.3856089115142822,0.0
780,0.0001999925535130842,0.02208462470470516,-0.7832893532514572,386,3.0,179.24,3088000,0.00014038766985322582,1.29,0.12074114260263741,1.385711510181427,0.0
780,0.000342887953349873,0.022456869718743073,-1.4167628538608552,387,3.0,170.65,3096000,6.396782551746582e-05,1.13,0.14032180655747653,1.385807477235794,0.0
779,0.0002003156543582918,0.02426209622640277,-0.37430896639823913,388,3.0,171.83,3104000,-9.721091970277485e-05,1.15,0.1348631430324167,1.3854701173305513,0.0
779,0.000666613646640144,0.03369157538970067,-0.06861023902893067,389,4.0,186.48,3112000,8.836265338686644e-05,1.47,0.20819449873641133,1.3854447877407075,0.0
780,0.0003517299602174262,0.02340161567514563,-1.072174522280693,390,4.0,189.58,3120000,7.562811311800033e-05,1.57,0.14455016873776913,1.3858823919296264,0.0
780,0.0002701402887146287,0.022613253410763617,-0.5020334541797637,391,3.0,179.68,3128000,-9.205581176502164e-05,1.33,0.13370201124809683,1.3859928405284883,0.0
780,0.0003602044573074181,0.02547062699577263,-1.591667384505272,392,3.0,173.12,3136000,0.00015234247581247473,1.16,0.1561629034206271,1.3857272922992707,0.0
780,0.0005373014436020185,0.025693049489863836,-0.5142915201187134,393,3.0,185.06,3144000,-0.00016285847945255228,1.4,0.16977248387411237,1.3857927584648133,0.0
780,0.00016153059801922608,0.020885251398553715,-0.16004466474056245,394,4.0,188.1,3152000,-2.845427137799561e-05,1.49,0.12324454140849411,1.3856941998004912,0.0
780,0.0005059574176925708,0.027094456999233577,-3.2891123169660568,395,4.0,187.67,3160000,-0.00011497954772494268,1.53,0.1700604919344187,1.385532513856888,0.0
780,0.00020782898298989493,0.01875990802742885,-1.2755608505010605,396,4.0,183.19,3168000,0.00010898692027694779,1.4,0.11961172595620155,1.3854635894298553,0.0
780,0.0003792590569241838,0.029857489404391327,-1.8668234437704085,397,3.1000000000000085,182.34,3176000,0.00020307928176407586,1.34,0.16678138457238675,1.3857200944423675,0.0
780,0.00017363798054702783,0.018499513925796754,-0.14753698110580443,398,3.1000000000000085,184.13,3184000,-0.0002139009063830599,1.39,0.11209824752993881,1.385889332294464,0.0
780,0.0002464579173988568,0.027893967234099714,0.4115381151437759,399,3.0,182.4,3192000,-5.65074518090114e-05,1.39,0.1411531001701951,1.3859831297397613,0.0
780,0.00031274055426820267,0.023452308920741884,0.1369202083349228,400,3.0,188.42,3200000,-2.1907830523559822e-05,1.52,0.1458475618623197,1.3853969705104827,0.0
780,0.00046093839944205683,0.03104923536235675,-0.3029321277141571,401,5.0,203.98,3208000,0.00012260675202924176,1.92,0.1819884495716542,1.3856941747665406,0.0
780,0.00032856939677003536,0.023398282269413432,-0.7219280314445495,402,4.0,193.47,3216000,-1.3469302211888134e-06,1.67,0.15475788088515402,1.3857102406024933,0.0
780,0.00021161297960588853,0.01993891442378615,0.22990561366081239,403,3.0,185.06,3224000,0.00018751494615571574,1.46,0.13027002159506082,1.3858979475498199,0.0
780,0.0005029675917080567,0.027554082721386142,-0.5655666327476502,404,4.0,193.32,3232000,-0.0002503818120385404,1.7,0.17276366133242846,1.3855813837051392,0.0
780,9.66821101911819e-05,0.015648110616165268,0.030133692622184752,405,4.0,185.88,3240000,0.0002487836667569354,1.53,0.08953893097117543,1.3859447193145753,0.0
780,0.00026848466294950414,0.023272423786146624,-0.9550752532482147,406,3.0,176.06,3248000,-0.00010535560835705837,1.23,0.13457512225955726,1.3856559574604035,0.0
780,0.00049584692307576,0.027707342370279088,-0.48648140728473666,407,3.0,181.66,3256000,-0.00046508035942679273,1.38,0.1612761782389134,1.3849133503437043,0.0
780,0.00010177954554706048,0.015934175872774944,-0.007426068186759949,408,4.0,184.57,3264000,4.909317707642913e-05,1.44,0.0961222126428038,1.385932173728943,0.0
780,0.00033127191234598284,0.025994416437923443,-0.2860249572992325,409,3.0,186.2,3272000,7.381051364063751e-05,1.48,0.15868290749378502,1.3860305309295655,0.0
780,0.0001888000302437831,0.01785578633154053,-1.9038065880537034,410,3.0,181.56,3280000,-5.551251328142826e-05,1.38,0.11728712610900402,1.3861721992492675,0.0
780,0.00020057804453017526,0.0251316599134358,-0.4111646157503128,411,3.0,179.3,3288000,3.0442188945016823e-05,1.32,0.12676299534738064,1.3859240305423737,0.0
780,0.0004422530273780012,0.025609280693765727,0.2845176643133163,412,3.1000000000000085,186.89,3296000,8.261283630417893e-05,1.47,0.16934624469839035,1.3858664619922638,0.0
780,0.00039112874871875645,0.0238845289228834,-0.7743824237585067,413,3.1000000000000085,184.36,3304000,-6.964203559618909e-05,1.45,0.16143768900074065,1.3855667090415955,0.0
780,0.000610847374948662,0.029892758641076243,-3.5328388947248457,414,4.0,182.67,3312000,0.0001475865754764527,1.47,0.18901224872097372,1.3859285163879393,0.0
780,0.000611935955929539,0.028050113755855994,-5.518677488565445,415,3.1000000000000085,178.48,3320000,7.209925755887526e-05,1.4,0.18978160886093975,1.385586392879486,0.0
780,0.0003754866326494266,0.020272256844872473,-2.671279038190842,416,4.0,176.22,3328000,3.0292320916487368e-05,1.25,0.14221697175875306,1.385520212650299,0.0
780,0.00017061539476344477,0.02003396324812314,-3.1219157963991164,417,3.1000000000000085,174.04,3336000,-5.666610180924181e-05,1.14,0.11889277186244726,1.3856855976581572,0.0
780,0.0005061942965483013,0.03174172151040523,-0.47548249900341033,418,4.0,182.39,3344000,-8.599171298556029e-05,1.39,0.18430459214374423,1.3859779059886932,0.0
780,0.0001413070481802947,0.014175824647662776,-0.3604391378164291,419,4.0,193.94,3352000,1.6384026794185046e-05,1.65,0.09854130768217147,1.3859787440299989,0.0
780,0.00011052546939367858,0.017773826251813816,0.22414590418338776,420,4.0,189.41,3360000,-2.8350994998618262e-05,1.52,0.10500735137611628,1.3860696470737457,0.0
780,0.00019492654639634565,0.023268046898806266,-0.4256353414058685,421,4.0,185.39,3368000,2.55052259308286e-05,1.42,0.13211532488465308,1.3859534120559693,0.0
780,0.00038902109522496173,0.02264100817981853,-1.9234551036357879,422,3.1000000000000085,178.08,3376000,-5.6691205645620355e-05,1.28,0.14938185891136527,1.385304832458496,0.0
780,0.0005305826153596627,0.02899864663586643,-0.17531945943832397,423,4.0,189.14,3384000,9.254168355255388e-05,1.57,0.18635698791593314,1.384732005596161,0.0
780,0.0004188046255666222,0.01920504746534086,-8.65230065047741,424,4.0,193.14,3392000,2.9737787699559703e-05,1.64,0.13576668877154588,1.3857033777236938,0.0
780,0.0002472327644164807,0.017258341325397216,-2.4933445119857787,425,4.0,179.44,3400000,1.3810988966724836e-05,1.28,0.1147165939770639,1.3859823071956634,0.0
780,0.00023972312503815375,0.0204605683125583,-0.044939275979995724,426,3.0,182.47,3408000,-6.467476297984831e-05,1.34,0.11894354387186468,1.3844944322109223,0.0
780,0.0005996665686723191,0.027310020634360433,-7.681048166751862,427,4.0,194.53,3416000,-3.182304909614686e-05,1.67,0.1736160839907825,1.3854961061477662,0.0
780,0.0003350207022685936,0.02361107961243527,-1.3462198138237,428,4.0,197.34,3424000,9.815218040785112e-05,1.79,0.14339247381314635,1.385267697572708,0.0
780,0.00026073064609988706,0.021197609889437228,-0.8034830796718597,429,4.0,190.04,3432000,-6.547785371367354e-05,1.59,0.12903814928606153,1.3856305301189422,0.0
780,0.0005223939690779389,0.027610156571138845,-0.037441352009773256,430,4.0,191.79,3440000,0.00019967872787674424,1.61,0.18745551661588253,1.3855486714839935,0.0
781,0.0005208156097137362,0.023292067944169947,-0.46383638322353365,431,4.0,194.87,3448000,-0.0002306046126432193,1.66,0.1640216701850295,1.3851870024204254,0.0
781,0.0004422987797602218,0.02426135864441946,-1.5858062225580216,432,3.0,184.23,3456000,-0.00013851014839019626,1.41,0.1630787856131792,1.3856127810478212,0.0
781,0.0003836778129806362,0.021908464863640887,-2.1382951456308366,433,4.0,186.12,3464000,-4.616549568709161e-05,1.5,0.14951212541665881,1.385916850566864,0.0
781,0.0001642554697073706,0.02142439772049436,-0.5434071558713913,434,4.0,186.56,3472000,0.00011525234611326596,1.48,0.120392896393314,1.3858925461769105,0.0
781,0.0004309423787856304,0.023381989522545332,-1.5237104195356368,435,3.1000000000000085,179.86,3480000,0.00010407549809315241,1.3,0.15563302343711258,1.3858575665950774,0.0
781,9.623165068433082e-05,0.014086383928319408,-0.3144224399328232,436,4.0,185.79,3488000,5.042902921559289e-05,1.44,0.09331673936918378,1.3859497368335725,0.0
781,0.0002327763969310581,0.022524532401424855,0.21247969567775726,437,3.1000000000000085,183.41,3496000,3.693614708026871e-06,1.36,0.12761109249666333,1.3860029482841492,0.0
781,0.0002685592854675178,0.024046632036078364,-0.9646488147974014,438,3.0,172.72,3504000,-0.00024299657830852085,1.1,0.13378748567774892,1.3856932890415192,0.0
781,0.00031937123344761176,0.022192698611867213,-2.7367293500900267,439,3.1000000000000085,178.52,3512000,0.00015945002192893298,1.26,0.13524367879144847,1.3856498539447784,0.0
781,0.00037813688898609145,0.024862017609856603,-6.168483877778053,440,4.0,181.21,3520000,0.00013989188708364963,1.29,0.15298427802510559,1.385802218914032,0.0
781,0.00041432251548997103,0.023209029516953868,-2.9019952917099,441,3.0,178.47,3528000,0.00013146642551873812,1.29,0.15790806381031872,1.3852999579906464,0.0
781,0.00031352662404628975,0.023468482728041126,-2.095376257300377,442,3.0,177.22,3536000,-3.7224438710836696e-05,1.28,0.14464358399622143,1.3849589371681212,0.0
781,0.00045801784183140625,0.023817555631336217,-0.7731082481145859,443,3.0,178.72,3544000,0.00019591929754824377,1.33,0.16012804724276067,1.3852974450588227,0.0
781,6.828524602383368e-05,0.012822014993398861,0.005200435519218445,444,3.0,178.19,3552000,-0.00015249249649059492,1.3,0.08483857532031834,1.3855132830142975,0.0
781,0.0002995319839124022,0.0231579149457661,0.03515432953834534,445,3.0,177.0,3560000,-5.6030362247838636e-05,1.25,0.14106339091435074,1.386029715538025,0.0
781,0.0003185555862648926,0.021502172186489598,0.010500249266624451,446,4.0,183.93,3568000,-0.00018171473129768856,1.45,0.14299479337409138,1.385876395702362,0.0
781,0.00047808778166086085,0.03199814671443393,-2.0436668038368224,447,4.0,195.87,3576000,-1.3417086920526344e-05,1.69,0.19483717599883676,1.3858098912239074,0.0
781,0.00031846383655988577,0.017631419519814985,-161.55606641948222,448,4.0,197.58,3584000,0.00021457488175656182,1.71,0.12568199323490262,1.3861226046085358,0.0
781,0.0001296343278875156,0.017475272926453147,-0.9105885356664658,449,4.0,188.75,3592000,0.00014411902617212036,1.54,0.10916756522841752,1.386003271341324,0.0
781,0.0002978202282292841,0.02540226200221525,-1.8931166863441466,450,3.1000000000000085,186.42,3600000,-0.00030369301835889926,1.46,0.14854947813786568,1.385874968767166,0.0
781,0.00022080063937636397,0.015056577095142687,-2.0683569222688676,451,3.0,178.78,3608000,0.00015403483263071394,1.32,0.10971713330596686,1.3858508610725402,0.0
781,9.834557811586819e-05,0.015415544378376611,-0.0787372088432312,452,3.0,172.42,3616000,-5.80978889047401e-05,1.17,0.09928411573171615,1.386062947511673,0.0
781,8.753383106636647e-05,0.01708888602262569,0.09327847421169282,453,3.0,174.4,3624000,5.170176607862231e-05,1.16,0.08983515833504498,1.3861040949821473,0.0
781,0.0003402873791992533,0.023170939338804767,-1.911908404827118,454,3.0,177.8,3632000,-9.932164146448486e-05,1.25,0.14442227844148875,1.3856885838508606,0.0
