fps,value_loss,grad_norm,explained_variance,epoch_idx,P09:episode_rewards,episode_length,frames,policy_loss,PMM:episode_rewards,advantage_norm,policy_entropy,P01:episode_rewards
699,0.004554779120940111,0.049526195109758406,-1.7827777808904648,23,3.0,178.38,184000,0.00034554532723632294,1.28,0.6078321310132742,1.385761674642563,0.0
703,0.004959120938778483,0.0592949874045565,-2.531833855509758,24,2.1000000000000085,169.46,192000,-0.00010756044881418347,1.02,0.600751960137859,1.3856902587413789,0.0
705,0.0046556712364235866,0.0535621537333304,-1.214887911081314,25,3.0,173.47,200000,-0.0003868115186924115,1.15,0.6252457900717855,1.386034904718399,0.0
708,0.006282466131451656,0.06830996387254522,-0.9582159185409546,26,3.0,177.09,208000,0.0014400015235878528,1.33,0.7635462136939168,1.386113612651825,0.0
711,0.005612261363262405,0.056767188835746406,-1.0476485449075699,27,4.0,187.79,216000,-0.001977973374305293,1.63,0.7455538795143366,1.3851381134986878,0.0
714,0.005985893045617558,0.0629061945434717,-0.7412635189294815,28,4.0,189.45,224000,0.00019256998435594142,1.61,0.7549288703873753,1.3852180421352387,0.0
716,0.006540284201873874,0.058865208950982455,-0.6869241690635681,29,4.0,198.91,232000,-0.0009927492857241304,1.79,0.8248586547002197,1.38442413687706,0.0
719,0.006711490199122636,0.05823208069873084,-0.5950174295902252,30,4.0,200.97,240000,0.00031819554686080665,1.81,0.82557412981987,1.3834777438640595,0.0
721,0.005951408470718888,0.05096851396818842,-0.6943199443817138,31,4.1000000000000085,196.76,248000,0.0006758776464266703,1.82,0.7700408490374684,1.3830828058719635,0.0
722,0.005490845175675076,0.09014538289655821,-1.3871281659603119,32,4.0,191.41,256000,-0.00011573095805943012,1.7,0.7129629039019346,1.382125746011734,0.0
724,0.006478658177275065,0.05959364923889588,-1.0678395932912828,33,4.0,190.96,264000,0.0013614465488353744,1.59,0.7915645840764046,1.3806909501552582,0.0
727,0.004934329387663183,0.05104703870776645,-1.425556498169899,34,5.0,190.34,272000,0.000756545333424583,1.59,0.650174398496747,1.3830383265018462,0.0
729,0.005985808171972167,0.06206384421331035,-0.7226908558607101,35,3.0,177.73,280000,0.00047844587214058266,1.28,0.7469237020984292,1.3844975352287292,0.0
731,0.00676935441493697,0.06583423758540659,-0.5441754341125489,36,3.0,184.23,288000,0.0007805929845198989,1.42,0.8355798839405179,1.3851159453392028,0.0
733,0.0056263818077059114,0.057330678327357124,-0.7129725098609925,37,4.0,187.87,296000,0.000671305429423228,1.47,0.7303526152297855,1.3844097816944123,0.0
735,0.00576879112770257,0.05777619674818704,-0.7057588595151901,38,4.0,181.82,304000,0.00021886893155169672,1.33,0.7395086853578686,1.3845772874355315,0.0
736,0.005263066124207398,0.05132049921293624,-1.0169507819414139,39,4.0,179.95,312000,5.803637952340068e-05,1.31,0.6546205404773354,1.3830522990226746,0.0
738,0.005091358935587777,0.0524146665824539,-1.0968218874931335,40,4.0,179.87,320000,-5.4543483420275154e-05,1.31,0.6691457873210311,1.3840109670162202,0.0
739,0.005568215115708881,0.05584602520497488,-0.6922069334983826,41,3.0,177.72,328000,0.000445782930473797,1.25,0.7163920036703348,1.383942288160324,0.0
739,0.005503954108035032,0.05992752408112514,-0.8151895695924759,42,3.0,178.83,336000,-0.00047785427363123746,1.28,0.7427926221489907,1.385675072669983,0.0
741,0.006547990312324146,0.061522466074813674,-1.3742742073535918,43,3.0,185.19,344000,4.520996211795136e-05,1.39,0.7920950098335743,1.385879887342453,0.0
742,0.004320580718003839,0.04578561238405307,-1.1229873776435852,44,3.0,182.86,352000,0.0007055831386242062,1.39,0.5968879937008024,1.3853542125225067,0.0
743,0.005940667531588133,0.058514976751414316,-1.0128858786821366,45,3.0,176.83,360000,0.000758721730671823,1.28,0.7256127346120774,1.384342235326767,0.0
744,0.005766836244438309,0.060674336586107394,-0.6778291642665863,46,3.0,174.52,368000,-0.00013929322478361427,1.21,0.7260253569483757,1.3838612782955169,0.0
745,0.004915872997121369,0.05178077162890811,-2.010273666381836,47,3.0,176.95,376000,5.94337924849242e-05,1.31,0.6285905106179416,1.3849612081050873,0.0
746,0.006328437537777063,0.06521303276432767,-1.0221098309755325,48,3.0,180.81,384000,-0.000598151987651363,1.37,0.7609818175807596,1.3856170535087586,0.0
748,0.0049703350956406215,0.05201780953866164,-0.9113600718975067,49,3.1000000000000085,184.83,392000,-7.067460101097822e-06,1.47,0.6754087217524648,1.3852555203437804,0.0
749,0.005292283538237825,0.05839974231700817,-1.069492593407631,50,3.0,176.77,400000,0.0006694136426085607,1.31,0.6814822282828391,1.3850760662555694,0.0
750,0.006381396784690878,0.06389308319542673,-0.49675795137882234,51,3.1000000000000085,182.41,408000,-0.0004912631594925187,1.51,0.7990023559331894,1.3841499876976013,0.0
751,0.005825363846752225,0.08513773613059965,-1.2450619262456895,52,4.0,192.68,416000,0.00024858357617631556,1.68,0.7185932839661837,1.3836053478717805,0.0
753,0.005685376409819583,0.06459414994295737,-1.0617270612716674,53,3.0,186.63,424000,-0.0016442602273309603,1.46,0.711753783300519,1.383074288368225,0.0
754,0.005827657188292506,0.0559746875058243,-0.7742218524217606,54,3.0,181.09,432000,0.0005894983466714621,1.36,0.765579665414989,1.3825821602344512,0.0
755,0.007167009651529952,0.06796008044762127,-0.6576920175552368,55,4.0,189.18,440000,0.0003723268848261796,1.52,0.8629149109497667,1.3833470916748047,0.0
755,0.005498914202703418,0.056623334356582296,-0.7712416082620621,56,5.0,196.11,448000,-0.000694473166950047,1.78,0.7240977382659912,1.3837316703796387,0.0
755,0.00553563796646813,0.05719874852129205,-0.9191062921285629,57,5.0,187.26,456000,0.0002677439316175878,1.62,0.6998915701732039,1.3840973508358,0.0
755,0.005843032143884557,0.06049516789899097,-1.1765197718143463,58,3.1000000000000085,188.71,464000,-0.0001603147636342328,1.56,0.7037607108801603,1.3839796459674836,0.0
755,0.006212000707328116,0.06095471482805549,-0.8201846271753311,59,3.0,181.26,472000,0.0009210766293108463,1.43,0.7728728911280632,1.3838327860832214,0.0
755,0.006597393013471446,0.09941521450450107,-0.8031942188739777,60,3.0,181.12,480000,0.0013131069508381188,1.45,0.8027679229900241,1.3815125489234925,0.0
756,0.0052183259580215234,0.06261504482188532,-0.9004780453443527,61,3.0,183.37,488000,0.000377370931673795,1.43,0.6945541507005691,1.3830513548851013,0.0
756,0.005349696517159827,0.05981911763739653,-1.3125056087970735,62,3.0,177.29,496000,0.00024110357277095317,1.27,0.7104775275290013,1.3824500775337218,0.0
756,0.005175413047891197,0.0561587705836254,-1.197455118894577,63,3.0,180.04,504000,0.0002685961688985117,1.29,0.69948656398803,1.3831952595710755,0.0
756,0.005548848639555217,0.06621897856231915,-1.3404183435440062,64,3.0,179.6,512000,-0.00035397964049479927,1.26,0.6997973851859569,1.3838643109798432,0.0
756,0.005907548714576478,0.06542584365216841,-1.0031514132022858,65,3.0,180.79,520000,0.0002550684637390077,1.31,0.7754691802710295,1.3844616985321045,0.0
757,0.005416402001305869,0.06603866305401382,-1.9037932163476945,66,3.0,183.15,528000,-0.0006276087709557032,1.34,0.6870206663385033,1.3855419623851777,0.0
757,0.005183553920869599,0.05841500640457233,-2.6998492765426634,67,3.0,183.21,536000,0.001254071041184943,1.34,0.663542944341898,1.3857446825504303,0.0
757,0.004954445686789768,0.06729135805083857,-1.6024828249216079,68,3.0,177.68,544000,0.00018257215589983388,1.24,0.6643510331958532,1.383036344051361,0.0
757,0.0052261613257996945,0.07907302234951909,-1.4147493398189546,69,3.0,171.98,552000,-0.000993065201328136,1.12,0.651310367770493,1.384329208135605,0.0
757,0.00468918449551893,0.06444132291540214,-1.9030268865823745,70,3.0,171.63,560000,0.00045647342572920026,1.09,0.623989536613226,1.3854079055786133,0.0
758,0.0052249287794893465,0.0703655638033496,-1.622753821015358,71,3.0,170.75,568000,-0.000796990347080282,1.12,0.690117543078959,1.3858943593502044,0.0
758,0.005986174497020329,0.08815981899453068,-1.5511080193519593,72,4.0,185.06,576000,0.00013452689483528957,1.45,0.7470706586539745,1.385402693748474,0.0
758,0.005986436689108814,0.08699762817761687,-1.3746983850002288,73,4.0,187.78,584000,-0.00034590867697261276,1.53,0.7819385864958167,1.3829809474945067,0.0
759,0.004861791043085759,0.07112029130744701,-2.0321555912494658,74,4.0,185.71,592000,0.0003394717587798368,1.49,0.6711539451405406,1.381565685272217,0.0
759,0.0067302172226118276,0.2131936926835391,-1.588303845524788,75,4.0,182.01,600000,0.006919699567370117,1.39,0.7559822694957257,1.3832413613796235,0.0
759,0.004702502285508672,0.08398588228831119,-2.1086202162504195,76,3.0,177.82,608000,-0.00014069757075048982,1.28,0.6907062176615,1.384897142648697,0.0
759,0.041619929149637754,1.6119798011993638,-1.7906635314226151,77,3.0,173.17,616000,0.007934088871697895,1.13,0.9230797450244427,1.3802474266290665,0.0
760,0.008408782074175178,0.263728637739217,-2.276706954240799,78,3.0,180.08,624000,-0.007620796952978708,1.29,0.8326805479824543,1.384505605697632,0.0
760,0.005582543491836987,0.11097037318051019,-2.2979770737886427,79,4.0,192.27,632000,0.0004386418157082517,1.63,0.7775244820863009,1.381934983730316,0.0
760,0.005561914767295093,0.19345170258769936,-3.1695325022935865,80,4.0,190.77,640000,0.004303264510235749,1.62,0.6979773877188563,1.3817028522491455,0.0
761,0.004573621246054245,0.12383560346907788,-13.470193549394608,81,3.1000000000000085,182.74,648000,-0.0002894283799105324,1.44,0.7053995274752378,1.3812426352500915,0.0
761,0.00360593399616846,0.10333416960933527,-3.311929926276207,82,3.1000000000000085,179.89,656000,-6.582006171811372e-05,1.39,0.6070567486062646,1.3814404618740082,0.0
761,0.003490629255647946,0.13175420291134238,-3.273261814713478,83,3.0,176.74,664000,0.0006095983414616058,1.3,0.6101808097958564,1.3839832663536071,0.0
762,0.0032795320058903597,0.11332150684358122,-32.84266385257244,84,3.0,180.47,672000,-0.0014900508138816803,1.37,0.5997746650129556,1.3851394629478455,0.0
762,0.0032074221267066605,0.11208148847554317,-1.8451977390050889,85,3.1000000000000085,185.56,680000,0.0008086847671074793,1.45,0.5835548096895218,1.3850119006633759,0.0
762,0.002667139371842495,0.08594359202399662,-3.4196045988798143,86,3.0,178.99,688000,9.55061761487741e-05,1.27,0.5263759823888541,1.3848855233192443,0.0
762,0.0022382930957974166,0.07503702639183504,-5.513946931958198,87,3.0,170.79,696000,0.0006117166010062647,1.12,0.4566485197097063,1.385526144504547,0.0
762,0.002996215312887216,0.10457062463653491,-2.5033051002025606,88,2.0,168.95,704000,-0.0004665884667156206,1.1,0.5585073409602046,1.3844619739055632,0.0
762,0.0026942382282504696,0.1010200594190001,-3.215552366375923,89,3.0,173.58,712000,-0.0012075673957588151,1.18,0.5521475961059332,1.3834004771709443,0.0
762,0.0019105275888978213,0.07332665402853376,-3.935747447013855,90,3.0,172.22,720000,0.0001668630189669784,1.11,0.4316816919669509,1.384779850244522,0.0
763,0.002280915182582248,0.0758840115392195,-3.8699351888895035,91,3.0,175.01,728000,-0.00041196892998414115,1.19,0.47022550463676455,1.3849422919750214,0.0
763,0.0025140808788273717,0.0929146591421526,-6.922984805107117,92,3.0,185.06,736000,0.002073020355164772,1.4,0.47962643625214696,1.3851003742218018,0.0
763,0.0018486698572769454,0.06960128060963053,-4.435576276779175,93,3.0,173.97,744000,0.00012008261997834779,1.14,0.4006977029517293,1.3850941777229309,0.0
763,0.003069116545666475,0.08970480087121034,-6.592655703425407,94,3.0,172.94,752000,-0.00011793077886977699,1.17,0.5437084085866809,1.385488394498825,0.0
763,0.0019714154320445232,0.07507626960600508,-3.3605184972286226,95,3.0,182.39,760000,0.00011316484513372416,1.38,0.4494732440635562,1.3857421362400055,0.0
763,0.0018668339523537725,0.07765870116150535,-3.76454827606678,96,3.1000000000000085,178.02,768000,4.605744252330624e-05,1.24,0.43315100882202384,1.3845875823497773,0.0
763,0.0019293865958616152,0.06451003596107592,-6.003945239186287,97,4.0,177.32,776000,0.0005563379838713445,1.22,0.4155275738798082,1.3844358050823211,0.0
763,0.0017430482184317953,0.06752089397040517,-3.162353212237358,98,4.0,177.99,784000,-0.0003559536598913837,1.24,0.38754753801971675,1.3831896770000458,0.0
763,0.0023612970583189964,0.08480134531667272,-3.148421524763107,99,4.0,177.85,792000,3.859591404761886e-05,1.28,0.4845221979543567,1.3831139159202577,0.0
763,0.0021990179521799292,0.07823988693310414,-1.3571534210443497,100,3.1000000000000085,180.49,800000,-7.56235557491891e-05,1.38,0.46915781661868095,1.385002533197403,0.0
764,0.0021588287744498304,0.06819188379889872,-2.1357539647817614,101,4.0,178.85,808000,-0.00010641830478562042,1.32,0.4379829181358218,1.3836454617977143,0.0
764,0.002443184782850949,0.07614552058342947,-5.067333183288574,102,4.0,184.28,816000,0.00017919048070325517,1.39,0.4949761724472046,1.382025409936905,0.0
764,0.04335629485926802,1.552555217034553,-3.3048685884475706,103,5.0,205.02,824000,-0.0043931702166446485,1.86,0.9310561541095376,1.3792116284370421,0.0
764,0.0024313145467385767,0.07640883712533986,-119.40219628691673,104,5.0,205.25,832000,0.0005691407777339919,1.98,0.48545684065669775,1.3842548966407775,0.0
765,0.0020562927898390626,0.07936898297090306,-2.3396936005353925,105,5.0,187.5,840000,-2.0653182436944915e-05,1.58,0.4387164921686053,1.3850726568698883,0.0
765,0.00166144855944367,0.06780598964582217,-4.771203094124794,106,4.1000000000000085,184.18,848000,0.00014443348499298736,1.5,0.3954631470516324,1.3844245600700378,0.0
765,0.001668099792900648,0.0729513858977768,-2.376738346815109,107,4.0,182.77,856000,-0.00010193512418481986,1.42,0.38118956616148353,1.3856324112415315,0.0
765,0.0022073335793902516,0.07350910770074769,-5.347989350557327,108,4.0,184.15,864000,0.0001745120449049864,1.41,0.4508666742220521,1.3832309532165528,0.0
765,0.0012739676026012603,0.06435442943154585,-2.9207814961671827,109,3.0,178.94,872000,-0.0016074440286320169,1.3,0.31308477852493527,1.384001944065094,0.0
765,0.00174348658800227,0.09421289468716917,-1.057183132171631,110,3.0,177.93,880000,-0.0006624089472461492,1.3,0.4309785460308194,1.3826585471630097,0.0
765,0.001758618071944511,0.061965618997657596,-7.732529212832451,111,3.0,177.93,888000,2.5009145902004092e-05,1.37,0.3905264510959387,1.3849499571323394,0.0
765,0.0014410285353460494,0.054803134105100064,-3.0420599526166914,112,3.0,177.57,896000,-6.984565439779544e-05,1.33,0.33380362544208764,1.3851456141471863,0.0
765,0.001413888537854291,0.05921808380132985,-2.8446149295568466,113,3.0,180.01,904000,7.05782375189301e-05,1.29,0.34586269441992046,1.3856729924678803,0.0
765,0.001013499125688213,0.0515352187321165,-3.3520890897512436,114,3.0,174.17,912000,0.00011834272561827674,1.14,0.2966762781329453,1.3849969458580018,0.0
765,0.0011044966495001062,0.05450233678018296,-7.634275857806205,115,3.0,167.07,920000,0.00016662408534102725,1.01,0.2901659072935581,1.3845239055156708,0.0
766,0.0010849931473694595,0.05037236059850289,-4.196737713813782,116,4.0,174.57,928000,-0.0004054214599773331,1.19,0.3113955495506525,1.3854797112941741,0.0
766,0.0008787580974330922,0.051112338056983626,-2.9564088201522827,117,3.0,175.27,936000,0.0003775139579011011,1.17,0.2766020201146603,1.3853558433055877,0.0
766,0.0016627603308188555,0.06561435796765212,-1.1594290751218796,118,3.0,177.29,944000,-0.00011393016684451141,1.27,0.3838025710359216,1.384474139213562,0.0
766,0.0013780256231984821,0.0656188108548056,-6.243514851927757,119,4.0,182.56,952000,0.00028977687155929744,1.38,0.3575066868960857,1.3842541515827178,0.0
766,0.0008534775053772137,0.04511992377060506,-4.410710628628731,120,4.0,176.67,960000,-0.0005686086884816177,1.18,0.26437144983559846,1.3851234066486358,0.0
766,0.001829618629972174,0.07298122844246811,-1.6530354857444762,121,3.1000000000000085,179.86,968000,0.00027546419456484726,1.27,0.4092554674297571,1.3854703760147096,0.0
767,0.000965942466928027,0.048745168025440544,-9.384050489664078,122,4.0,187.78,976000,0.00020370755330077373,1.49,0.2797139202803373,1.3848094892501832,0.0
767,0.0010528416859324353,0.04713721842722298,-1.4796982884407044,123,4.0,187.48,984000,4.749200597871095e-06,1.46,0.2837633659131825,1.3846407294273377,0.0
767,0.006023743812938846,0.17821690855565753,-1.57306603372097,124,4.0,189.25,992000,0.009650792822721996,1.5,0.4551278242096305,1.3849229228496551,0.0
767,0.0013804793367398816,0.059370617015881366,-22.296982790231706,125,4.0,185.21,1000000,8.334918816444769e-05,1.45,0.3557193240523338,1.385818793773651,0.0
767,0.001034860019331063,0.049926865608516516,-3.0941419506073,126,3.0,176.65,1008000,3.362959047080949e-05,1.28,0.30517437275499104,1.3854977679252625,0.0
767,0.0014442785496294164,0.07171321968552022,-2.824143313765526,127,3.0,175.91,1016000,8.107411646051333e-05,1.22,0.36673576284199955,1.384253044128418,0.0
767,0.001273824691656955,0.057853854016456756,-2.1780411267280577,128,4.0,182.58,1024000,-5.399235924414824e-06,1.38,0.3365432080440223,1.382055593729019,0.0
767,0.00106412265829249,0.051358877148434845,-5.61925548017025,129,3.0,174.73,1032000,-0.00012299621157580988,1.22,0.2982862985134125,1.3846199309825897,0.0
767,0.001006617859297876,0.05507838271440575,-7.138282518982887,130,3.0,171.02,1040000,-0.00012064862312399782,1.09,0.2928271961212158,1.3856934893131256,0.0
767,0.0012053610635848599,0.057687165950048816,-1.3362886905670166,131,3.0,179.66,1048000,0.0002715807549247984,1.27,0.3254222097992897,1.3853878462314606,0.0
768,0.0012633788798257228,0.07054351805611372,-3.9213224631547927,132,3.0,183.43,1056000,-0.001437706095748581,1.33,0.3157014416158199,1.3843232464790345,0.0
768,0.0012903432715893359,0.05386507060092296,-1.4649322187900544,133,3.0,188.44,1064000,-0.00017992499677347952,1.52,0.32774191884323955,1.382612556219101,0.0
768,0.001653998179199334,0.06705944724887919,-1.8527811986207963,134,5.0,199.67,1072000,3.508531313855201e-05,1.92,0.38904050942510365,1.3823916459083556,0.0
768,0.001106404716497309,0.05225736838480513,-1.8117747282981873,135,5.0,197.24,1080000,0.00034570871648611503,1.82,0.29164293836802246,1.3845245838165283,0.0
768,0.0013397402870077714,0.06022641584474079,-1.3600945371389388,136,4.1000000000000085,190.36,1088000,0.00014639787772466662,1.6,0.33790782567113636,1.3850001645088197,0.0
769,0.0008851796254111832,0.04887325107909362,-2.657261069417,137,3.1000000000000085,186.36,1096000,-9.519337851088494e-05,1.5,0.2808769541606307,1.3854874873161316,0.0
768,0.0009580978356098057,0.05375790329916672,-2.572104224562645,138,3.0,177.32,1104000,0.00021223713225481332,1.25,0.2898220878653228,1.383724000453949,0.0
769,0.000735856614091972,0.046737770183890255,-1.6578556191921234,139,3.0,174.09,1112000,-0.00014567222766345367,1.17,0.2596646839007735,1.3851447081565857,0.0
769,0.001115906458214795,0.05446561867867241,-4.076443303227425,140,3.0,182.83,1120000,-6.655993012827822e-05,1.37,0.3160737038217485,1.3851551592350007,0.0
769,0.001189804197661033,0.05045697145391968,-2.409754124879837,141,3.0,184.32,1128000,3.0595005919167304e-05,1.44,0.31301016779616475,1.3852976560592651,0.0
769,0.0013621983345910849,0.06448892443571276,-0.5587796664237976,142,4.0,185.54,1136000,0.0005365660961979302,1.51,0.3722815239802003,1.3846011865139007,0.0
769,0.0006633271653208794,0.039455596773597515,-3.667069538235664,143,4.0,189.5,1144000,-7.328644333028932e-05,1.6,0.22913719441741706,1.385537109375,0.0
770,0.000988943988140818,0.062093528734025176,-2.0512681251764295,144,3.1000000000000085,186.67,1152000,0.00017580398954805787,1.47,0.30159055039286614,1.3841777265071868,0.0
770,0.0011520370248945255,0.06000614040973597,-155.68248867213725,145,4.0,188.09,1160000,-0.00037828397296834737,1.47,0.3143844961374998,1.3843651592731476,0.0
770,0.0006552120850051323,0.04191046374452744,-2.272804533839226,146,4.0,187.5,1168000,0.00016518328866368392,1.46,0.2306830338202417,1.385804592370987,0.0
770,0.0014110575521181091,0.0658291967539865,-1.5852215772867202,147,3.1000000000000085,185.29,1176000,-0.0001845512345607858,1.48,0.35357451368123294,1.383337619304657,0.0
770,0.0011298630697069711,0.055939155398455974,-2.4043378180265425,148,3.0,183.41,1184000,-0.0003777106346387882,1.45,0.2925496323592961,1.384275952577591,0.0
770,0.0009039241620121174,0.04059572644076277,-3.2407737427949908,149,3.0,183.91,1192000,0.0003149732903114,1.42,0.26518461575731633,1.3843582689762115,0.0
770,0.0011940469424598632,0.05897879419679589,-0.7108323723077774,150,3.0,183.57,1200000,-3.1829645740799606e-06,1.43,0.3302313706278801,1.38440300822258,0.0
770,0.00053189384449297,0.0417100934667885,-0.6396666669845581,151,3.1000000000000085,190.05,1208000,-0.00018866662139771506,1.51,0.2297807762771845,1.3851484489440917,0.0
770,0.0010127740964639997,0.04834518512141352,-0.6487141460180282,152,4.0,184.89,1216000,0.00015091193810803816,1.36,0.28804724760353567,1.384755802154541,0.0
770,0.000793453965743538,0.04526628545098613,-4.553496317267418,153,4.0,178.9,1224000,6.693548104522051e-05,1.3,0.25580309020355346,1.3852412211894989,0.0
770,0.0004415080251351355,0.03570025800547182,-1.4437655425071716,154,3.1000000000000085,181.6,1232000,0.00011591288492581952,1.38,0.20019956402480601,1.3853216934204102,0.0
770,0.0011197397353407722,0.0572791366528256,-1.4352071869373322,155,3.0,182.8,1240000,0.0002346478885738179,1.39,0.31242270695045593,1.384511983394623,0.0
770,0.0008435605087925069,0.04426609311280964,-2.5138998186588286,156,3.0,182.04,1248000,-3.5497550925356336e-05,1.42,0.2706282104365528,1.3847503817081452,0.0
770,0.0009645379597714055,0.04881759677091468,-2.731701657772064,157,3.0,184.07,1256000,-0.00033043267045286485,1.42,0.27921743523329495,1.3857131063938142,0.0
770,0.0007307316834294398,0.04381973980245696,-3.190601086616516,158,3.0,177.81,1264000,3.026196689461358e-05,1.27,0.24962128398939967,1.3856061935424804,0.0
770,0.0005539899082941702,0.0390346798298605,-1.25962258040905,159,3.0,173.06,1272000,9.745847914018669e-05,1.17,0.20827944558113815,1.3856002604961395,0.0
771,0.0006561095383040083,0.04588269426984449,-1.4523713505268097,160,4.0,181.59,1280000,-0.0003308134156395681,1.34,0.22936930533498526,1.3847153067588807,0.0
771,0.0011325914078088317,0.052688074151245524,-2.0604531836509703,161,4.0,186.29,1288000,0.000334667648503455,1.46,0.29702579967677595,1.38404816865921,0.0
771,0.0006826031400214561,0.04680216879743661,-17.430620682835578,162,3.0,179.02,1296000,-0.00029518749710405245,1.32,0.2429554557055235,1.3836210644245148,0.0
771,0.0008394727768063603,0.04924771031491015,-0.23564975321292878,163,3.0,175.54,1304000,1.0558255180512788e-05,1.2,0.26924154691398144,1.3843200302124024,0.0
771,0.0008350910260924139,0.04227855714876891,-2.1099315303564072,164,3.1000000000000085,186.72,1312000,7.724692921328824e-05,1.42,0.2575042839720845,1.3855814671516418,0.0
771,0.0006822246252750119,0.0408537354352314,-1.0909125709533691,165,4.0,182.41,1320000,6.310876800853293e-05,1.35,0.22567223267629744,1.385728189945221,0.0
771,0.00042510292757697244,0.030854805241433914,-2.7257733750343323,166,3.0,174.21,1328000,-0.0004258450760971755,1.18,0.18131806686520577,1.3860393834114075,0.0
771,0.0007624815067447344,0.0480390120028505,-1.1262824207544326,167,3.0,187.16,1336000,0.0008170253473508638,1.53,0.26339610408991576,1.3857605719566346,0.0
771,0.0003138501085140888,0.027675567001061312,-0.6753800070285797,168,3.0,185.09,1344000,-0.0002440282300085528,1.49,0.16240214424207808,1.386011233329773,0.0
771,0.0006491761518714156,0.04967521596452301,-1.1718449485301972,169,3.0,179.59,1352000,0.00017598312588233965,1.32,0.23122449701651931,1.3857086265087128,0.0
771,0.0002480116762558282,0.021096037318281434,-3.4502121233940124,170,3.0,176.71,1360000,0.0001941139649534307,1.24,0.14327104855328798,1.385331655740738,0.0
771,0.000996162955998443,0.05230592306282016,-4.243491212129593,171,3.0,173.94,1368000,-2.8280698898015545e-05,1.19,0.2926240625604987,1.3844053852558136,0.0
771,0.0005672502145785075,0.03964394878939028,-1.3816836333274842,172,3.0,173.39,1376000,-3.230452944990247e-05,1.15,0.21535980954766273,1.3847260403633117,0.0
