approx_kl_divergence,clip_fraction,grad_norm,policy_entropy,policy_loss,PMM:episode_rewards,value_loss,P09:episode_rewards,explained_variance,advantage_norm,frames,episode_length,epoch_idx,fps,P01:episode_rewards
54.565348632086895,0.5786376953125,3415318.3889419073,1.3377165318683182,0.03560996590240393,157.29166666666666,1364538.512721432,217.49999999999997,-2.746506192907691,15.968717807531357,10240,368.3333333333333,1,468,107.5
0.004081271639103079,0.2723388671875,0.08942792459040197,1.76010213047266,-0.0014205423651219462,167.10526315789474,0.00865632944751269,285.0,-1.5273690223693846e-08,15.968717396259308,20480,350.3333333333333,2,355,75.0
0.002594314068210224,0.171826171875,0.05270344427290054,1.7635830014944076,-0.0011362213488609995,174.13793103448276,0.008823449231113046,310.0000000000001,4.097819328308106e-09,15.96871746778488,30720,343.67816091954023,3,393,25.0
0.003335108208142401,0.2598876953125,0.0524536105431123,1.7806739583611488,-0.0015357919270172714,175.25,0.007828099888365614,450.0,-1.2293457984924316e-08,15.96871775984764,40960,335.5,4,415,25.0
0.0033704550401694178,0.2512451171875,0.052858029901557725,1.7666374072432518,-0.0014655594139185268,149.75,0.007155109064660792,360.0000000000009,-9.685754776000977e-09,15.968717592954636,51200,325.56,5,433,25.0
0.003463109842209633,0.27109375,0.0532900031242024,1.7591799475252627,-0.002365376644593198,154.5,0.00892757735109626,350.0,0.0,15.968717259168624,61440,332.0,6,446,25.0
0.0035341991989866982,0.244140625,0.05458717695985016,1.7745756477117538,-0.001840858653667965,165.25,0.010390946888082907,425.0,-8.195638656616212e-09,15.968717569112778,71680,334.32,7,457,25.0
0.003022872345897554,0.2275390625,0.051349456125611335,1.7751616716384888,-0.0020332124215201473,178.0,0.010075643595246219,425.0,-2.6077032089233397e-09,15.96871775984764,81920,336.26,8,464,25.0
0.003181982009203921,0.2196044921875,0.04994781315308121,1.760157934576273,-0.0016774068943050224,177.5,0.006040164296064176,425.0,-1.564621925354004e-08,15.968717485666275,92160,335.06,9,470,25.0
0.0032588222409088985,0.2517578125,0.051475622370074456,1.7711431346833706,-0.0017791034752008272,151.0,0.008036694425027236,355.00000000000045,-2.9802322387695314e-09,15.968717497587203,102400,322.43,10,474,25.0
0.003296637655409995,0.23115234375,0.052538646802029375,1.7791425086557866,-0.0014802313760810648,133.0,0.007153275030941586,300.0,2.6077032089233397e-09,15.968717592954636,112640,319.71,11,477,25.0
0.003827865918714224,0.286328125,0.04855002056277176,1.7733143702149392,-0.0020969235276425023,120.5,0.004676715038863221,252.50000000000023,-2.2351741790771484e-09,15.968710887432099,122880,315.04,12,480,0.0
