grad_norm,PMM:episode_rewards,epoch_idx,policy_entropy,P09:episode_rewards,episode_length,frames,policy_loss,advantage_norm,fps,P01:episode_rewards,explained_variance,value_loss
2.7378935795377597,0.8043478260869565,1,1.3401754948496818,2.0,158.5,8000,0.024132135552790715,1.7410028881952166,581,0.0,-0.4748030012845993,0.16307838313031425
0.21109666290223605,1.2247191011235956,2,1.3774645709991455,3.0,174.24719101123594,16000,0.0015329745918279513,1.1923573339357971,367,0.0,-0.03351409733295441,0.013747381279363253
0.18106528255418192,1.38,3,1.3760700500011445,4.0,179.98,24000,0.001610052278265357,1.0994137413054705,443,0.0,-0.035359116792678835,0.01164501427065261
0.22943885854535645,1.18,4,1.3566064190864564,3.0,175.22,32000,0.0001894812227692455,1.2143040376901626,495,0.0,-0.042212069034576416,0.013260608364162181
0.2243233123565441,1.29,5,1.3605429172515868,3.0,180.23,40000,0.002075499102065805,1.146401101835072,533,0.0,-0.042946407794952395,0.01270334841499789
0.24513962551529903,1.17,6,1.3759433269500732,3.0,170.76,48000,0.004509257354657166,1.1378708003461362,562,0.0,-0.13148807346820832,0.012699127303712886
0.3171244376871004,1.36,7,1.374155102968216,3.1000000000000085,179.66,56000,0.00035058985199611927,1.2485918682813644,586,0.0,-0.0034937089681625366,0.0142042315746221
0.36274361684346185,1.6,8,1.3771821022033692,4.1000000000000085,191.72,64000,-0.0016735345291090198,1.332494993507862,605,0.0,0.03620560705661774,0.015960712910455185
0.4023806907594381,1.45,9,1.3710578274726868,3.1000000000000085,184.8,72000,-0.0032342373568098994,1.4098130643367768,621,0.0,0.27051989018917083,0.01596118503017351
0.2744659972671946,1.3,10,1.3801898121833802,3.0,178.08,80000,0.0010159025019675027,1.1037893655896187,633,0.0,0.2657110631465912,0.010166488450195174
0.4448230279881304,1.26,11,1.3751315701007842,3.1000000000000085,177.07,88000,-0.004082730625523254,1.3803347489237785,645,0.0,0.5421778881549835,0.016147054036846385
0.32375348898473155,1.2,12,1.3749321448802947,3.0,175.6,96000,7.746568764559924e-05,1.1773892302811146,653,0.0,0.4184123957157135,0.011033336338005028
0.3537711402610808,1.17,13,1.365136789083481,3.0,174.74,104000,-0.003244980993476929,1.272297129034996,664,0.0,0.6206922417879105,0.012843280219240114
0.35613577735467045,1.31,14,1.3478108739852905,3.1000000000000085,179.56,112000,-0.0034879899480438326,1.1697672298550605,670,0.0,0.7742373651266098,0.01018246285209898
0.4099221862218797,1.49,15,1.345021711587906,4.0,186.12,120000,-0.0055994393123546616,1.2608614212274551,678,0.0,0.8601905852556229,0.011472365139052271
0.34769963194669856,1.77,16,1.3380538737773895,5.0,199.31,128000,-0.004068760418595048,1.1387487649917603,683,0.0,0.8663327926397324,0.009339090031571686
0.23767125795547944,1.6,17,1.320550149679184,4.1000000000000085,192.38,136000,-0.0014293626879225486,0.8226570996642113,688,0.0,0.9419223159551621,0.0048472593468613925
0.2368171538221219,1.27,18,1.335096961259842,4.0,177.64,144000,-0.0008661624789237976,0.8273041027784348,692,0.0,0.9148779153823853,0.005210058814263903
0.27955224418985125,1.24,19,1.3458804607391357,5.0,173.47,152000,-0.0006864537391811609,1.0168563425540924,695,0.0,0.926830952167511,0.007614980490761809
0.28436792108157244,1.96,20,1.3292327558994292,5.0,203.3,160000,-0.0004851671087089926,0.96202860891819,699,0.0,0.9397789520025254,0.0067436262813862415
0.19349322324198315,2.04,21,1.3327147996425628,5.0,206.41,168000,-0.002592518202145584,0.7521191400289535,702,0.0,0.9381040763854981,0.004331823479151353
0.19382605485300072,2.17,22,1.3141101670265198,5.0,210.81,176000,-0.0018243093245837371,0.7400337633490562,705,0.0,0.9548032391071319,0.004221282656071707
0.1945916619926974,2.13,23,1.3121184766292573,6.300000000000026,206.48,184000,-0.0005385919054242549,0.7618185576796531,708,0.0,0.9527674043178558,0.005133574992069043
0.18052584944985967,2.13,24,1.3401508128643036,9.0,204.94,192000,-0.000414988329866901,0.6667345499992371,711,0.0,0.9653581613302231,0.00352112457039766
0.18660775677498997,1.85,25,1.3363391411304475,5.1000000000000085,199.01,200000,-0.0010836995656427462,0.7208447945117951,713,0.0,0.9532203155755997,0.0041438857771572656
0.1865464430404281,1.9,26,1.334131726026535,5.0,201.41,208000,-0.00021826379452249967,0.7197734646499157,714,0.0,0.956750630736351,0.0043971232611511365
0.20618913268141764,1.81,27,1.340788106918335,5.0,196.63,216000,-0.0019368997322317227,0.770891181230545,716,0.0,0.9515304923057556,0.0050334538368042555
0.1606613489872176,1.8,28,1.35182030916214,5.0,194.94,224000,-7.738534710370004e-05,0.625281483232975,719,0.0,0.9657747739553452,0.0034509314285242
0.1621155608118829,1.56,29,1.3337787938117982,5.0,187.69,232000,-0.0016602551203686745,0.6653517274558545,721,0.0,0.9661233997344971,0.004202788105467334
0.13128334360144303,1.61,30,1.3226566481590272,5.0,192.6,240000,-0.000322672390320804,0.5581864632666111,722,0.0,0.9737044090032577,0.002652070869662566
0.16211065113180909,2.1,31,1.3501521933078766,5.0,210.26,248000,-0.0002461501692596357,0.6675782331824303,723,0.0,0.965507720708847,0.003835918784025125
0.18470558559843436,2.13,32,1.350898526906967,5.0,209.22,256000,-0.0008619816199643538,0.7600111694633961,724,0.0,0.9468476814031601,0.004726493171037873
0.17062151561486377,2.18,33,1.341313292980194,5.0,210.76,264000,1.7210307269124315e-05,0.6872660057246684,726,0.0,0.9587154281139374,0.0038727854430908337
0.21235738704296775,2.13,34,1.3568897426128388,5.0,207.62,272000,-0.000997992561897263,0.874158076941967,729,0.0,0.9308523559570312,0.005919393022486475
0.19864216427878945,2.45,35,1.3537649178504945,6.1000000000000085,222.05,280000,-0.001086499570083106,0.8207830813527107,730,0.0,0.9439940267801284,0.005374611673760228
0.1698469116492095,2.5,36,1.3486504399776458,6.0,224.55,288000,-0.001550148923706729,0.6562193404138088,731,0.0,0.9651421916484832,0.00367935490765376
0.17922923747213493,1.97,37,1.3496633672714233,6.0,203.75,296000,-0.0012811082918778992,0.7008503283560276,733,0.0,0.9391138279438018,0.0042535994891659355
0.1754023658410284,1.74,38,1.3583620369434357,5.0,192.85,304000,-0.001326016818638891,0.6674773477017879,734,0.0,0.9625349414348602,0.003809287630865583
0.17619497181621774,1.88,39,1.3529960751533507,5.1000000000000085,199.02,312000,9.061212418600917e-05,0.7050391104817391,735,0.0,0.9547857189178467,0.00436202090815641
