approx_kl_divergence,clip_fraction,episode_length,advantage_norm,policy_loss,value_loss,epoch_idx,grad_norm,policy_entropy,explained_variance,PMM:episode_rewards,P09:episode_rewards,P01:episode_rewards,frames,fps
25190.72000922623,0.38037109375,339.55555555555554,15.968714213371277,0.030597056805709143,5704763.330759177,1,11974654.450905776,1.639691633914327,-1.3937401294708252,234.25925925925927,535.0,75.0,10240,474
0.0030347583781747288,0.21767578125,324.0163934426229,15.968716770410538,-0.0011570499766094145,0.006435471348595456,2,0.05417172765135274,1.7758122257888318,5.587935447692871e-09,163.52459016393442,425.0,25.0,20480,369
0.0029334962462769453,0.2197021484375,322.11578947368423,15.968717420101166,-0.0015109873427718412,0.007288212770345126,3,0.05250892365536466,1.7724001586437226,7.450580596923828e-09,145.0,315.0000000000002,25.0,30720,408
0.0031718352863777,0.2114013671875,319.23,15.968717622756959,-0.0016569979456107831,0.009755346820747945,4,0.05463672848757164,1.7615301012992859,6.7055225372314455e-09,125.25,252.50000000000023,25.0,40960,434
0.004245176387121319,0.289599609375,326.16,15.96871771812439,-0.002488306408849894,0.008446769895817852,5,0.05189941448709623,1.7697735920548439,-1.2665987014770507e-08,141.5,280.00000000000045,25.0,51200,452
0.0032508779290083114,0.23408203125,335.84,15.968717527389526,-0.0013986690726596862,0.008432187575954231,6,0.05244573281873634,1.7736775770783424,-4.097819328308106e-09,166.25,377.5000000000002,25.0,61440,467
0.00401161165547137,0.270947265625,331.06,15.96871737241745,-0.0024904893565690146,0.007481838661351503,7,0.049405419082466796,1.775307972729206,5.215406417846679e-09,163.0,432.5000000000006,25.0,71680,475
0.003116028412102878,0.2404052734375,328.65,15.968717682361603,-0.0014053881630388787,0.007397524735370098,8,0.05355143751119247,1.7788725055754184,-1.080334186553955e-08,158.25,400.0,25.0,81920,476
0.0034990844197167804,0.2602783203125,319.33,15.968717783689499,-0.0015450614286237397,0.007766525393526536,9,0.054504799232473346,1.770382821559906,-5.215406417846679e-09,132.5,252.50000000000023,25.0,92160,482
0.00282030972184657,0.2140869140625,327.04,15.968717479705811,-0.001169561479400727,0.010428673917340347,10,0.056114713220984526,1.773345085978508,6.332993507385254e-09,155.25,300.0,25.0,102400,486
0.0038190684075289027,0.26884765625,326.84,15.968692147731781,-0.0014118392649834278,0.005748595854365135,11,0.049916430389292554,1.7717786230146886,-4.470348358154297e-09,152.5,300.0,25.0,112640,490
0.003192882022676713,0.243017578125,331.0,15.968717622756959,-0.0019055038137594238,0.00903124092183134,12,0.05273654379772139,1.7830904595553876,2.6077032089233397e-09,165.75,402.5000000000002,22.500000000000007,122880,495
0.0028641240592435224,0.224755859375,327.45,15.968717354536057,-0.0017420711286831648,0.007998515983399557,13,0.055264998521746656,1.7814547188580037,7.450580596923829e-10,142.0,332.5000000000006,0.0,133120,500
0.0028018940034257867,0.225830078125,330.68,15.968717652559281,-0.0015254032252414618,0.008232255390066712,14,0.05372183965811411,1.7810096107423306,-1.7136335372924803e-08,153.5,400.0,22.500000000000007,143360,502
0.0028511249458347265,0.211181640625,332.4,15.968717741966248,-0.001104729390499415,0.009054483296858961,15,0.055145055980438173,1.7836332149803638,-7.450580596923829e-10,146.5,300.0,25.0,153600,504
0.003791357739311252,0.254296875,334.28,15.96871750354767,-0.0016614238207694142,0.008308120119636442,16,0.05415204289583422,1.7760292999446392,-2.123415470123291e-08,157.75,327.5000000000002,25.0,163840,503
0.0030857572653388843,0.2517578125,337.08,15.96871538758278,-0.0016121050030051265,0.007761847712384906,17,0.05596648414028166,1.7815021127462387,7.82310962677002e-09,153.5,325.0,25.0,174080,505
0.0035426430741438255,0.2549072265625,334.32,15.968717658519745,-0.0020560582270263694,0.008795859542033213,18,0.05127194283442308,1.7730651684105396,-4.470348358154297e-09,161.75,352.5000000000002,25.0,184320,507
0.0031659731946859894,0.214599609375,330.28,15.968717896938324,-0.0019268481053586583,0.011246211332127132,19,0.055002228625160424,1.7784875907003879,-5.587935447692871e-09,156.5,275.0,50.0,194560,510
0.002916491146640965,0.2291015625,326.8,15.968717527389526,-0.0013856620294973253,0.007818987484643002,20,0.052183072588603344,1.7734745532274245,-1.2665987014770507e-08,161.25,275.0,50.0,204800,508
0.0028765406886805066,0.2052001953125,328.69,15.968717604875565,-0.0013913746017351514,0.008789467104361393,21,0.05254571146891048,1.757991024106741,-8.195638656616212e-09,160.5,252.50000000000023,47.50000000000001,215040,509
0.004038149495403332,0.278271484375,329.3,15.968716979026794,-0.0018852123754186322,0.0086125591216188,22,0.05386932152055239,1.76259860470891,4.8428773880004884e-09,157.75,252.50000000000023,25.0,225280,511
0.0032803875033209804,0.2338623046875,333.41,15.968717002868653,-0.0016472850264108274,0.008609340182783854,23,0.05367713744326104,1.7712726429104806,-1.2293457984924316e-08,166.5,275.0,25.0,235520,512
0.0028835773997542445,0.222216796875,329.86,15.968717855215072,-0.0011333633083268069,0.008084977018006612,24,0.053388795165478786,1.7603637002408505,5.215406417846679e-09,145.5,252.50000000000023,25.0,245760,513
0.003553702978808815,0.2377685546875,325.94,15.968715757131577,-0.0015913411767542129,0.00683062556531695,25,0.052695476500578334,1.770284254848957,-1.899898052215576e-08,146.25,275.0,25.0,256000,515
0.003370875706633569,0.251220703125,325.57,15.968717896938324,-0.0019123100515571422,0.008829135739415506,26,0.05402266507784531,1.778543970733881,-1.0430812835693359e-08,143.5,250.0,25.0,266240,515
0.0034032474410423674,0.244482421875,325.71,15.96871766448021,-0.0015493866834731308,0.00796623507235381,27,0.053209300218404955,1.7721899062395097,1.4528632164001465e-08,146.5,250.0,25.0,276480,516
0.003395156663941634,0.235595703125,328.07,15.96871750354767,-0.0018878691796999191,0.009196499356494314,28,0.05288132627439951,1.7796982437372209,-2.0861625671386717e-08,148.0,250.0,25.0,286720,516
0.002885944834633847,0.24091796875,330.48,15.968716371059418,-0.0015494302497245371,0.007878979393706232,29,0.05240009802816503,1.778926170617342,-8.940696716308593e-09,143.25,250.0,25.0,296960,518
0.0034023711887471108,0.2746826171875,327.83,15.968717640638351,-0.0019835644783597673,0.007517330097562081,30,0.05325667230069618,1.7759725116193295,-9.685754776000977e-09,143.5,252.50000000000023,25.0,307200,519
0.003507784886483023,0.2733642578125,325.5,15.968717700242996,-0.001839464904696797,0.0073355106713279385,31,0.053117745306732966,1.7776470877230168,-9.313225746154785e-09,139.0,275.0,25.0,317440,519
0.003778748746418614,0.284765625,326.2,15.96871758699417,-0.0018844931208150228,0.00854230008808372,32,0.055309380740584245,1.7812468476593495,1.3411045074462891e-08,138.75,275.0,25.0,327680,519
0.0032881684627568573,0.26318359375,327.94,15.968717807531357,-0.002154269507445861,0.00809967214236167,33,0.052917299690188324,1.769887848943472,-1.7881393432617187e-08,146.75,275.0,25.0,337920,520
0.0027379653358593713,0.216943359375,330.63,15.968717241287232,-0.0012609992001671344,0.007498900861901347,34,0.05147577579216487,1.7566515877842903,-2.0489096641540527e-08,145.0,252.50000000000023,25.0,348160,520
0.004239256011794623,0.3126953125,334.12,15.968717938661575,-0.002111033760593273,0.009834387138153034,35,0.056898314538648284,1.7760699070990085,1.7508864402770997e-08,159.25,277.5000000000002,25.0,358400,520
0.002608960978045616,0.224853515625,343.79,15.968717485666275,-0.0014953160640288842,0.009700640440132701,36,0.052906934488726756,1.7822476275265218,-9.313225746154785e-09,176.25,330.0000000000004,25.0,368640,520
0.002996874687016771,0.2510986328125,349.22,15.96871782541275,-0.0015457349931239151,0.009130784748413135,37,0.056092947805719995,1.7693636193871498,-7.450580596923828e-09,192.5,425.0,50.0,378880,521
