P01:episode_rewards,clip_fraction,advantage_norm,epoch_idx,fps,grad_norm,approx_kl_divergence,frames,explained_variance,policy_entropy,value_loss,P09:episode_rewards,policy_loss,episode_length,PMM:episode_rewards
0.0,0.36796875,15.968719363212585,1,895,29.636414992205335,0.011358370506424078,10240,-0.04786734022200108,1.6481990046799182,1.016789582837373,475.0,0.008525466200080701,313.82758620689657,143.10344827586206
0.0,0.181982421875,15.96871930360794,2,948,4.591054991036585,0.002740709528507454,20480,0.2014948084950447,1.712574763596058,0.17207603235729038,385.00000000000017,-0.003393687857897021,326.48333333333335,160.41666666666666
25.0,0.14765625,15.968719321489335,3,976,3.935814617755212,0.002282769944850216,30720,0.42688759230077267,1.7216980412602425,0.14021144814323633,400.0,-0.0032765460549853743,336.1868131868132,181.3186813186813
50.0,0.099169921875,15.968719148635865,4,985,3.3614490143253697,0.0018633383290538,40960,0.49790560714900495,1.745239431411028,0.13432166865095496,480.00000000000045,-0.0036541850422509015,346.82,227.0
75.0,0.1397705078125,15.968719100952148,5,972,3.1740869694755043,0.0021646076854838943,51200,0.44121922701597216,1.736132476478815,0.1279547748155892,502.5000000000002,-0.004121001178282313,353.69,240.25
97.5,0.117529296875,15.968719220161438,6,961,3.442665493399234,0.0019279831903989784,61440,0.4784710768610239,1.7196666397154332,0.13355555515736342,477.5000000000002,-0.004280250531155616,359.06,252.25
100.0,0.1253173828125,15.96871919631958,7,956,2.8360634684711794,0.0020230828734841837,71680,0.5601656481623649,1.7193736776709556,0.11853949292562901,427.5000000000002,-0.005410243920050561,359.98,250.75
100.0,0.1396240234375,15.968719291687012,8,952,2.677155648052831,0.002378580012282709,81920,0.7343658808618784,1.7019306004047394,0.10522778504528105,477.5000000000002,-0.006010279059410095,361.12,260.0
125.0,0.1305419921875,15.968719309568405,9,950,2.6955449160905003,0.002129289259346851,92160,0.7813890092074871,1.685094314068556,0.11615555407479405,552.5000000000002,-0.005455566766613629,372.87,296.5
150.0,0.164599609375,15.968719226121902,10,946,2.827376313170496,0.0025636384580369617,102400,0.7941997855901718,1.6970213934779168,0.1323574443347752,577.5000000000002,-0.0061740592194837515,377.3,327.0
172.5,0.1360107421875,15.968719166517257,11,945,2.726265905520825,0.002234089168951301,112640,0.7700403541326523,1.7205526009202003,0.15384099669754506,627.5000000000002,-0.005532433377811685,385.67,346.5
175.0,0.1413818359375,15.968719232082368,12,943,3.0173511120326824,0.0023118896088365768,122880,0.7536986127495766,1.7390309005975724,0.1285915176384151,627.5000000000002,-0.006307947554159909,387.43,350.5
175.0,0.135302734375,15.968719244003296,13,942,2.67514741144516,0.002203374016903912,133120,0.7872670389711857,1.7384529776871205,0.12324224947951734,600.0,-0.006275702902348712,383.37,336.0
147.5,0.137158203125,15.968719244003296,14,941,2.1152283848454814,0.002323621292726193,143360,0.7546479262411594,1.7299159109592437,0.11537769227288663,600.0,-0.007678317348472774,376.68,323.5
147.5,0.14970703125,15.968719226121902,15,940,1.9968741298667272,0.0024914618896676745,153600,0.7974665895104408,1.722220042347908,0.10358811864862219,600.0,-0.006751626715413295,384.07,323.75
125.0,0.144189453125,15.968719232082368,16,929,2.5548910080556504,0.0022825204819585517,163840,0.7572490397840739,1.7329220317304135,0.13708260001149028,600.0,-0.006780432464438491,389.07,327.25
147.5,0.151220703125,15.968719172477723,17,908,2.3236884101854405,0.0023320124780414793,174080,0.7682289455085993,1.7304655477404594,0.13433056711219252,602.5000000000002,-0.007857759468606673,397.0,348.25
197.5,0.16611328125,15.96871924996376,18,902,1.9959027080893967,0.0025880000866894456,184320,0.8044333443045616,1.7207978181540966,0.12587760076858104,625.0,-0.008571952939382755,401.57,368.75
197.5,0.1532958984375,15.968719285726547,19,909,2.4059223260458835,0.0025382879603515476,194560,0.7564786557108164,1.717941053956747,0.13883812474086882,650.0,-0.006576127969310619,405.29,382.75
200.0,0.15234375,15.968719387054444,20,914,2.184035483705258,0.002392210061543967,204800,0.8035636115819216,1.7229634270071983,0.12897835613694042,650.0,-0.007639273660606705,408.15,397.25
175.0,0.1260009765625,15.968719238042832,21,920,1.9963146487773042,0.002073082244351424,215040,0.7819937102496624,1.7074515327811242,0.12898990318644793,675.0,-0.007552522726473399,406.34,388.0
175.0,0.153515625,15.968719351291657,22,922,2.1211624068147654,0.002425483820139005,225280,0.8632233578711748,1.6971446812152862,0.10124560589902103,652.5000000000002,-0.008643151412252336,409.24,387.75
197.5,0.1572021484375,15.968719333410263,23,914,2.285544049353492,0.002430068360445499,235520,0.8688632335513831,1.717584554851055,0.11148765990510583,675.0,-0.008038973907241597,417.14,395.75
200.0,0.1568603515625,15.968719285726547,24,904,2.379026659695061,0.0025370129551905924,245760,0.8676248777657747,1.6836371652781963,0.11797523079439998,652.5000000000002,-0.007340528961503878,416.32,407.25
225.0,0.1505615234375,15.96871926188469,25,894,1.928065935499579,0.0024602388948099956,256000,0.8634260408580303,1.71243888810277,0.10384789400268346,650.0,-0.00998697099275887,415.39,419.0
225.0,0.17392578125,15.968719214200974,26,885,2.1959357312990404,0.002746377781614122,266240,0.7914272475987673,1.7143522769212722,0.12584096202626824,627.5000000000002,-0.009212216865853407,414.15,418.0
200.0,0.1671142578125,15.968719267845154,27,877,2.029147063719349,0.0024883880311793766,276480,0.838649083301425,1.7102865502238274,0.12539607966318728,650.0,-0.009649235440883785,419.19,418.5
200.0,0.1732177734375,15.968719327449799,28,869,1.9598233534403218,0.002626692863498512,286720,0.8558904096484184,1.7189777359366416,0.11992265521548688,650.0,-0.009517629517358728,424.71,420.0
225.0,0.1342529296875,15.968719267845154,29,860,2.094579155924788,0.00214677021633662,296960,0.8107320494949818,1.7209841281175613,0.13115377149078994,650.0,-0.008334643370471895,432.38,430.5
225.0,0.159130859375,15.968719333410263,30,851,2.084304155161407,0.0023878588821165487,307200,0.8111294403672218,1.7159708589315414,0.12592300032265485,650.0,-0.008600589144043625,437.15,432.0
225.0,0.1392333984375,15.968719238042832,31,847,2.182173395762569,0.0022582315752746234,317440,0.7870637450367213,1.7097839683294296,0.14506387044675648,650.0,-0.008965897510643117,431.16,430.5
225.0,0.146044921875,15.96871930360794,32,842,1.9018993455907922,0.0022469962203789154,327680,0.8084492731839419,1.704631195217371,0.135671078087762,650.0,-0.010451450195978396,430.53,419.75
225.0,0.133984375,15.968719273805618,33,837,2.377989234142704,0.0021384350234942215,337920,0.8977911219000816,1.7031397923827172,0.12686357249040156,677.5000000000002,-0.009532382476027123,428.49,434.25
225.0,0.1479736328125,15.968719273805618,34,833,2.043821563590541,0.002373551990149626,348160,0.8340023178607225,1.681620153784752,0.15555289664771407,677.5000000000002,-0.008638384102960117,426.37,426.5
225.0,0.1520263671875,15.968719315528869,35,827,1.9454094591171718,0.002352265849117742,358400,0.8837651129812002,1.6819000467658043,0.1278025773121044,675.0,-0.009960202890215441,422.95,411.5
225.0,0.1350830078125,15.968719148635865,36,824,2.034341151158804,0.002199966563830759,368640,0.8807910162955522,1.7012943729758263,0.1283917700406164,700.0,-0.00999622646777425,418.31,432.75
225.0,0.1349365234375,15.968719291687012,37,821,2.6156822669518687,0.002081259315082494,378880,0.7975672535598278,1.69954918846488,0.18171050059609115,650.0,-0.008760902303038165,404.05,398.5
222.5,0.1129150390625,15.968719136714935,38,819,1.8511064930538002,0.0020500552326441846,389120,0.7754400137811899,1.7115689992904664,0.16461095004342496,677.5000000000002,-0.009674779657507316,406.65,415.25
197.5,0.131103515625,15.968719136714935,39,816,1.842155926450846,0.00211872625047845,399360,0.8274132318794727,1.7231134355068207,0.13280801600776612,650.0,-0.009253904898650944,406.73,408.5
197.5,0.1205810546875,15.968719244003296,40,813,2.0961617992143227,0.001969771274525836,409600,0.7919424213469028,1.7137149333953858,0.1621696813032031,650.0,-0.008928397457930259,403.39,389.75
200.0,0.122998046875,15.968719279766082,41,809,1.7707080792476522,0.0019364777542139517,419840,0.8285799227654934,1.7103685393929482,0.13520708130672573,650.0,-0.010036538209533319,414.84,403.0
