P01:episode_rewards,clip_fraction,advantage_norm,epoch_idx,fps,grad_norm,approx_kl_divergence,frames,explained_variance,policy_entropy,value_loss,P09:episode_rewards,policy_loss,episode_length,PMM:episode_rewards
200.0,0.122998046875,15.968719357252121,42,808,1.9124409996138874,0.0020300047337744355,430080,0.8490790769457817,1.700107640028,0.1303406173363328,650.0,-0.009390413961955345,420.03,412.5
222.5,0.1513916015625,15.968719387054444,43,806,1.9316056388655771,0.0025370406277150873,440320,0.8852743610739708,1.6899497084319592,0.10138989815022796,675.0,-0.011325895664049313,422.76,436.75
225.0,0.1685791015625,15.968719220161438,44,804,1.8035576996377802,0.002631676600686079,450560,0.9091373372823,1.6891083002090455,0.10563055656384676,700.0,-0.011659232931560837,437.8,475.25
247.5,0.1467041015625,15.968719202280045,45,803,2.034033923212614,0.002333376073147849,460800,0.8874307759106159,1.685171440243721,0.12618450350128113,725.0,-0.010073567344807088,447.61,505.5
225.0,0.1383544921875,15.968719279766082,46,802,1.8423438243665864,0.0022034893168327856,471040,0.8424311202019453,1.6879849836230278,0.13998493344988674,750.0,-0.010437032947083934,456.53,511.25
300.0,0.1556640625,15.968719255924224,47,800,1.6847935061719845,0.002566604411981961,481280,0.8996164597570896,1.6957552872598172,0.10359404154587537,750.0,-0.012824183967313729,469.59,538.75
270.0,0.13359375,15.968719190359115,48,798,1.8476436378611658,0.0021876315795796982,491520,0.8490490842610597,1.6934494130313396,0.15562977106310427,750.0,-0.011083987474557943,472.16,536.75
222.5,0.167626953125,15.968719410896302,49,797,1.8639012157747434,0.0025493732288853926,501760,0.8588996592909097,1.6954577080905437,0.13259517322294415,750.0,-0.011541022392339072,472.89,516.25
300.0,0.134130859375,15.968719112873078,50,796,1.7942127194440753,0.0021864956084303474,512000,0.8802005611360073,1.69082103818655,0.1253178921993822,727.5000000000002,-0.011896937695564703,468.12,530.0
300.0,0.1770263671875,15.968719315528869,51,795,1.77602266743801,0.002684693195135781,522240,0.9040155295282603,1.6667422749102117,0.1079949509119615,750.0,-0.01272186786227394,465.19,531.0
300.0,0.18447265625,15.968719285726547,52,794,1.778437097978554,0.0028988468775427074,532480,0.9147366024553776,1.6685125045478344,0.10566156290005893,727.5000000000002,-0.012600088003091514,457.84,531.75
322.5,0.1455078125,15.968719244003296,53,793,1.83423515544755,0.0022549362882731227,542720,0.8708281252533198,1.6855178356170655,0.16174332075752318,725.0,-0.01088579700444825,452.76,541.25
272.5,0.1409423828125,15.968719226121902,54,792,1.887869155548395,0.0023195856465466416,552960,0.862049401178956,1.6869328387081624,0.16618482652120292,725.0,-0.011909180966904387,453.84,510.75
250.0,0.1602294921875,15.968719345331191,55,791,1.6372530245960029,0.0024534915954521628,563200,0.9252708781510591,1.6861300140619278,0.100552201224491,727.5000000000002,-0.01233937357319519,454.18,542.25
275.0,0.156982421875,15.968719279766082,56,791,1.6184480419892524,0.0026033916226655047,573440,0.8605780325829983,1.6757185816764832,0.11512779134791344,752.5000000000002,-0.01300187541928608,462.54,566.5
297.5,0.1600830078125,15.968719244003296,57,790,1.6966326187223673,0.0024686108254175676,583680,0.9178804893046617,1.6882742121815681,0.10000981150660664,775.0,-0.012176460862974636,465.29,570.0
300.0,0.15244140625,15.968719148635865,58,788,1.7694052617668903,0.0023923857898128916,593920,0.9056626427918673,1.68588584959507,0.13048392976634204,775.0,-0.011442207614891231,467.54,576.25
300.0,0.1539794921875,15.968719172477723,59,787,1.8854662263692699,0.002455511451535452,604160,0.8625355813652277,1.6796157598495483,0.15036758796777577,775.0,-0.011631860434135888,461.85,558.5
300.0,0.156884765625,15.968719279766082,60,786,1.7357718211918463,0.0024230027160232143,614400,0.9076263774186373,1.6715951807796956,0.10466595948673785,777.5000000000002,-0.012200013012625277,469.9,574.25
300.0,0.1822021484375,15.968719232082368,61,784,1.5931744324227872,0.002794528495906311,624640,0.9444424171000719,1.6640120714902877,0.07548776520416141,775.0,-0.013240285057690926,465.67,602.75
300.0,0.1419189453125,15.968719279766082,62,783,1.8107027559775801,0.002316702581652251,634880,0.9088962875306607,1.676139771938324,0.1360960724297911,775.0,-0.011224345705704764,463.48,606.0
300.0,0.1442626953125,15.968719148635865,63,781,1.8742414553295355,0.0023353438834650014,645120,0.9044476050883532,1.6798794850707055,0.11565775864291936,777.5000000000002,-0.012040297873318196,463.06,619.25
375.0,0.1510986328125,15.96871938109398,64,780,1.7382680845523826,0.002466566637258777,655360,0.907847487181425,1.6765649959445,0.09220612461213022,800.0,-0.01248940562363714,471.89,633.5
375.0,0.151220703125,15.968719309568405,65,779,1.968004849219252,0.0023571582312345934,665600,0.905648723244667,1.6684551268815995,0.13591681071557105,775.0,-0.010604831148521043,459.53,613.0
300.0,0.17080078125,15.968719404935836,66,778,1.7431762294489512,0.00279459274027008,675840,0.8753838684409857,1.6718785457313061,0.13843815037980675,775.0,-0.011939653604349587,454.08,590.75
275.0,0.134228515625,15.968719154596329,67,778,1.8228833913678524,0.0024593999114816754,686080,0.8789923645555973,1.6639575943350793,0.13844873409252614,775.0,-0.01150611472548917,446.79,566.75
275.0,0.145166015625,15.968719172477723,68,777,1.680400758969368,0.00271095521841321,696320,0.8799778435379266,1.6667500086128713,0.13784240605309606,750.0,-0.01250043976760935,442.85,577.5
225.0,0.130908203125,15.96871924996376,69,776,1.8639844130965806,0.0022289362662607616,706560,0.8553067285567522,1.6809923700988292,0.1753373621031642,750.0,-0.010973440413363279,442.24,555.25
297.5,0.152978515625,15.968719351291657,70,775,1.581181507684723,0.0026708466615448932,716800,0.8832302715629339,1.6709333896636962,0.13449277547188104,777.5000000000002,-0.012559591108583845,453.85,588.5
300.0,0.1748046875,15.968719279766082,71,774,1.5836527754366645,0.0027785336827949847,727040,0.9134903740137815,1.6701077476143837,0.10049957352457568,800.0,-0.014200220626662485,462.61,621.75
250.0,0.1436279296875,15.9687191426754,72,774,1.9825239916873987,0.0023187682943901955,737280,0.9086992647498846,1.673989088088274,0.16016247532097622,800.0,-0.011274734721519053,460.68,620.25
297.5,0.1535400390625,15.96871938109398,73,773,1.8508080886633735,0.0024503063471459723,747520,0.9058479331433773,1.6748066782951354,0.16481703326571734,775.0,-0.012938411429058761,458.97,632.0
300.0,0.1537353515625,15.968719184398651,74,772,1.8491193699983157,0.0023464361089966792,757760,0.8876126293092966,1.6793737612664699,0.1726711823605001,775.0,-0.011239375374861993,455.99,602.0
275.0,0.15048828125,15.968719214200974,75,771,1.5971463903472427,0.0022847818226753775,768000,0.9214922774583101,1.6932693123817444,0.10179661924485117,752.5000000000002,-0.01336786109895911,453.61,581.75
275.0,0.154296875,15.968719071149826,76,770,1.8469524302518383,0.002436907766901037,778240,0.886499771475792,1.6888389363884926,0.15280097108334303,752.5000000000002,-0.01176130309177097,448.39,555.75
275.0,0.1551513671875,15.968719404935836,77,770,1.753085757630036,0.00234342318897263,788480,0.8475072741508484,1.6742254093289375,0.28324885058682414,750.0,-0.012337585308705457,449.67,555.25
297.5,0.1515625,15.96871930360794,78,770,1.5706530556168294,0.0028481424667919334,798720,0.9202412769198418,1.667550701647997,0.10498517169617116,775.0,-0.012838785885833204,461.04,592.0
347.5,0.169189453125,15.96871926188469,79,770,1.646635457268636,0.0025394900305858396,808960,0.9115680962800979,1.6590070478618144,0.12607373828068374,775.0,-0.012580681261897552,460.91,619.5
375.0,0.17060546875,15.968719398975372,80,768,1.6122421777463813,0.0027683530032166907,819200,0.913777893409133,1.6687224693596363,0.11175267263315618,777.5000000000002,-0.013929149394971318,466.11,640.75
400.0,0.1537841796875,15.968719363212585,81,768,1.6641441044746528,0.0024574647053671904,829440,0.9055062215775251,1.6739919893443584,0.11568884443258867,775.0,-0.012501993856858462,470.94,655.75
400.0,0.160009765625,15.968719232082368,82,767,1.7648089091086703,0.0025789383969939588,839680,0.9060668971389532,1.6719957523047924,0.129500287421979,775.0,-0.013995912563404999,473.63,610.25
375.0,0.1449951171875,15.96871930360794,83,767,1.6796810733095846,0.002353673519178633,849920,0.9179751150310039,1.6774285353720189,0.11099774693138897,775.0,-0.012574280961416662,480.19,589.0
375.0,0.130615234375,15.96871924996376,84,767,1.759650065318913,0.002112474811179106,860160,0.9254818916320801,1.6741739630699157,0.12417297544889153,775.0,-0.011918533479911276,478.45,577.5
372.5,0.1527099609375,15.968719226121902,85,766,1.59993868472582,0.0025524508745095992,870400,0.9128535270690918,1.683890675008297,0.11779714246513322,775.0,-0.012794974751886911,477.32,577.75
350.0,0.15068359375,15.968719124794006,86,766,1.734741766273443,0.002276988268875229,880640,0.9145955808460713,1.6621096052229405,0.1247975678415969,777.5000000000002,-0.012602407170925289,476.36,567.5
347.5,0.1428466796875,15.968719291687012,87,766,1.6352686945624757,0.0023647724966397903,890880,0.9159254178404808,1.6565612889826298,0.10798119199462235,777.5000000000002,-0.012421973698656075,475.57,588.25
325.0,0.170703125,15.968719148635865,88,766,1.7103359853883557,0.0025235588500439393,901120,0.924509447067976,1.6596294298768044,0.1161167677724734,775.0,-0.012853186842403375,461.61,580.0
350.0,0.1480224609375,15.968719255924224,89,765,1.6772890599512664,0.0023180177537827505,911360,0.931395399197936,1.6794558577239513,0.1009359244024381,800.0,-0.013684386052773334,476.83,617.25
350.0,0.1478271484375,15.968719446659088,90,765,1.6651746189854115,0.002398647864811536,921600,0.9033817052841187,1.6754000626504422,0.11256275114137679,800.0,-0.012404204340418801,486.56,601.5
350.0,0.1544189453125,15.96871924996376,91,764,1.490984359353329,0.0026693159602248924,931840,0.9505948379635811,1.6700088538229465,0.07938994022551923,800.0,-0.013722388827591202,495.49,603.5
375.0,0.1607666015625,15.968719357252121,92,764,1.6922869537929857,0.002428070168162201,942080,0.9236763890832662,1.6614728413522244,0.10516089990269392,800.0,-0.012789556573261507,499.94,615.75
375.0,0.1616943359375,15.968719238042832,93,764,1.7707516147495348,0.0027315316815023694,952320,0.9122595857828856,1.651770794391632,0.12319649399723857,800.0,-0.013643700146349146,503.09,618.5
375.0,0.162744140625,15.968719220161438,94,764,1.714011299191387,0.002813350827796392,962560,0.888319805264473,1.671109551936388,0.2823913358384743,800.0,-0.012927305605262517,497.35,642.0
400.0,0.1800537109375,15.968719178438187,95,763,1.7508981715609355,0.002903737013048492,972800,0.9359093531966209,1.650588146597147,0.130683606560342,800.0,-0.01289405036077369,494.47,661.25
400.0,0.1672607421875,15.968719446659088,96,763,1.7236318745563033,0.002694077590649928,983040,0.9350184522569179,1.6678635053336621,0.10998374777846039,800.0,-0.011616398420301266,485.83,664.75
400.0,0.140283203125,15.968719387054444,97,762,1.8987942395390214,0.0021034422164351667,993280,0.9236996077001095,1.6760608829557895,0.09822001508437098,800.0,-0.01205991639290005,484.21,671.75
425.0,0.17197265625,15.968719321489335,98,762,1.7681857111277348,0.0026264489286408036,1003520,0.9170434888452291,1.659765037894249,0.11711952716577798,825.0,-0.013307428840198554,493.68,699.75
400.0,0.1682861328125,15.968719238042832,99,762,2.2057970013033334,0.002725916990675932,1013760,0.9177945651113987,1.6480752758681774,0.1804026311961934,802.5000000000002,-0.011939318350050599,476.93,651.0
400.0,0.1346923828125,15.968719279766082,100,761,1.8930486285337118,0.0021785575970287587,1024000,0.9375397354364395,1.6744638696312903,0.1322516335407272,825.0,-0.011406660289503634,484.81,679.25
400.0,0.162353515625,15.968719273805618,101,761,1.8583182418888657,0.0025899599427933566,1034240,0.937630032747984,1.6669061474502087,0.11521194917149842,825.0,-0.012857069421443157,489.72,670.75
350.0,0.1639892578125,15.9687191426754,102,760,1.8719288161330891,0.0025899030744771,1044480,0.9264263354241848,1.661663643270731,0.15320539423264562,800.0,-0.012376005784608424,474.57,650.75
372.5,0.16083984375,15.96871919631958,103,760,1.7255404148073095,0.0025204339325686103,1054720,0.9174441806972027,1.6628324575722218,0.15435959845781327,800.0,-0.013145067158620804,483.62,661.75
350.0,0.1423583984375,15.96871926188469,104,760,2.0224221445534427,0.0021797614349455528,1064960,0.8652960155159235,1.6653503224253654,0.3222815690329298,800.0,-0.012059188386774621,479.28,668.5
347.5,0.1693603515625,15.968719267845154,105,759,1.7723172472865307,0.0028953288970345633,1075200,0.945245123654604,1.6461286865174771,0.11050610940437763,802.5000000000002,-0.013509020168567077,477.6,678.5
372.5,0.1687255859375,15.968719136714935,106,759,1.646072630784588,0.0027484239642038668,1085440,0.966531279310584,1.6621948026120663,0.0773380795144476,802.5000000000002,-0.013752503570867703,483.78,696.25
372.5,0.159912109375,15.968719226121902,107,758,2.22174829519482,0.002610335936583738,1095680,0.9049354705959558,1.6783898279070855,0.1851407967042178,825.0,-0.012001400286681018,495.16,706.25
372.5,0.159619140625,15.968719166517257,108,758,1.81231213586857,0.0024419040641308503,1105920,0.9228941861540079,1.6752361081540585,0.14943329838570207,825.0,-0.012067186456988566,494.47,700.25
375.0,0.1368408203125,15.96871924996376,109,757,1.994847337926289,0.00221965636533273,1116160,0.8821317445486784,1.6704768151044846,0.238054687413387,825.0,-0.01009284852189012,500.1,677.75
375.0,0.1539306640625,15.968719232082368,110,757,1.6818707996123627,0.002487423983234596,1126400,0.9429231751710176,1.667411420494318,0.11202389053069055,825.0,-0.012746407990925945,502.35,680.75
370.0,0.1492431640625,15.968719190359115,111,756,1.8299491119484461,0.0024495960991319935,1136640,0.891014325991273,1.6631291642785073,0.24121717531234027,825.0,-0.012663631563191302,496.21,693.75
375.0,0.1634033203125,15.968719124794006,112,756,1.8792532078337252,0.002394362980692546,1146880,0.9048070661723614,1.6748362094163896,0.1606808138312772,827.5000000000002,-0.011889778551994823,502.92,710.25
375.0,0.1762939453125,15.968719309568405,113,755,1.8913273017730041,0.002788242801898735,1157120,0.9421388596296311,1.6361188240349294,0.1133922942681238,827.5000000000002,-0.013169357116566971,498.15,722.5
447.5,0.1655029296875,15.968719291687012,114,755,1.9611501795097102,0.0025383756743398303,1167360,0.8929154790937901,1.654212722927332,0.23807250293903054,827.5000000000002,-0.011380970702157355,503.88,775.75
450.0,0.138916015625,15.96871930360794,115,755,1.928670209080962,0.002225190473632516,1177600,0.907199303433299,1.6522908732295036,0.4065227203886025,882.5000000000027,-0.012104196290601976,514.74,855.25
497.5,0.1537353515625,15.9687191426754,116,755,2.1981395710654903,0.0023564491970663676,1187840,0.9361481189727783,1.6518403328955173,0.1890834609279409,1185.000000000001,-0.011442121278378181,521.17,840.75
500.0,0.1932373046875,15.96871920824051,117,754,1.905901226501582,0.0030660235154759278,1198080,0.9623223543167114,1.6212055690586566,0.11930957832373679,1300.0,-0.013977378787240013,513.18,859.25
522.5,0.18046875,15.968719172477723,118,754,1.8575771026589378,0.0027351700407510877,1208320,0.9057096239179373,1.6445921525359153,0.28180353676434605,1300.0,-0.012575604519224726,527.56,871.75
525.0,0.155517578125,15.968719244003296,119,753,2.013122193729417,0.002254257540915113,1218560,0.9152388665825129,1.6432182684540748,0.16140382079174742,1277.5000000000002,-0.011080970035982319,531.33,871.5
520.0,0.144921875,15.968719387054444,120,753,1.9553177958581478,0.0022231741143062833,1228800,0.8936427857726812,1.6456425033509732,0.32760871993377805,1275.0,-0.011319615604588763,524.06,819.5
475.0,0.146240234375,15.96871926188469,121,753,1.9888403819159755,0.0025986620984216396,1239040,0.8788050264120102,1.646288199722767,0.38397875083610417,1275.0,-0.012120993132703007,527.8,870.75
522.5,0.1462158203125,15.968719285726547,122,753,2.0414429758987658,0.002287053064037888,1249280,0.9333218984305859,1.657016097009182,0.18787713646888732,1300.0,-0.011903751413046847,544.64,888.0
475.0,0.1531982421875,15.968719321489335,123,753,2.0228927702650887,0.0024961642493057335,1259520,0.8701366785913706,1.6421817183494567,0.3795351022621617,1300.0,-0.01176662890939042,537.88,914.5
470.0,0.1544921875,15.968719404935836,124,753,1.7096762072394032,0.002284132479644892,1269760,0.9526879202574492,1.6465847790241241,0.11871695041190833,1277.5000000000002,-0.012694995186757296,541.16,889.0
500.0,0.16630859375,15.968719214200974,125,753,1.947530589986778,0.002388688447559053,1280000,0.8808424577116967,1.659060613811016,0.4052859505172819,1300.0,-0.010766142890497576,549.07,934.25
422.5,0.1525146484375,15.968719172477723,126,752,1.8739111887589093,0.002491760937698813,1290240,0.9292651750147343,1.665448608249426,0.17841569548472763,1277.5000000000002,-0.013101806351915001,543.04,864.25
422.5,0.1586669921875,15.96871919631958,127,752,1.6286175478037486,0.0023655743244947705,1300480,0.9797583080828189,1.6509925983846188,0.05650576095795259,977.5000000000002,-0.01359687203366775,541.71,851.75
500.0,0.1431396484375,15.968719202280045,128,752,1.7868024311937674,0.0024055777710376347,1310720,0.959575305506587,1.6611546471714973,0.11509391771396622,955.0000000000005,-0.013708041305653751,542.25,834.25
615.0,0.1484375,15.968719172477723,129,751,1.6672720469127522,0.0022010883129045047,1320960,0.9715557567775249,1.6417911112308503,0.07316282808315008,1227.5000000000002,-0.01297570381721016,552.6,853.75
500.0,0.154931640625,15.96871936917305,130,751,1.9850521634195821,0.0026665391897271033,1331200,0.8791168384253979,1.6269620805978775,0.5341968982480466,1255.0000000000005,-0.011165790626546369,543.72,918.25
500.0,0.1330322265625,15.968719345331191,131,751,2.1252812394105383,0.0020610114048284865,1341440,0.8670669246464968,1.6375649444758893,0.6027913175523281,1302.5000000000002,-0.010955334838945419,561.72,971.0
570.0,0.120556640625,15.968719345331191,132,751,2.306938272795788,0.0019230676506143754,1351680,0.853250665590167,1.6435363441705704,0.7280698800226674,1325.0,-0.008956159406807274,570.81,1108.25
497.5,0.1218994140625,15.968719136714935,133,751,2.306444001975162,0.0022266905315408195,1361920,0.7955842219293118,1.666336188465357,0.4905345338862389,1587.5000000000223,-0.010279344482114539,569.09,1116.25
425.0,0.136962890625,15.968719279766082,134,751,1.7739787852884235,0.0020622590936912578,1372160,0.9461370211094617,1.663951890170574,0.16834977546241134,1587.5000000000223,-0.010799064717139118,570.1,1094.5
425.0,0.127783203125,15.968719315528869,135,751,1.8821920279465378,0.0020262329414894127,1382400,0.9027673579752445,1.6607975400984287,0.3338433101540431,3950.0,-0.011446822743164376,574.03,1129.75
425.0,0.1322998046875,15.968719148635865,136,751,1.8726209197024584,0.002060359041593387,1392640,0.8977876748889685,1.661425968259573,0.34341547172516584,1325.0,-0.011242492747260257,578.32,1034.5
400.0,0.1468505859375,15.968719315528869,137,751,1.8477289516795987,0.002314475567391454,1402880,0.9180013164877892,1.6490649215877056,0.3056983362417668,1280.0000000000005,-0.012655611461377702,563.95,942.25
422.5,0.14599609375,15.9687191426754,138,751,1.9767586407045603,0.0023175099305266416,1413120,0.8725300949066878,1.6422217190265656,0.5360079976497218,1302.5000000000002,-0.012306585814803839,555.34,920.0
425.0,0.1572998046875,15.968719267845154,139,751,2.0008749522329663,0.002416695024806251,1423360,0.833253451436758,1.6312326788902283,0.6151437561260537,1325.0,-0.010385961894644424,567.87,981.5
472.5,0.1456787109375,15.968719339370727,140,750,2.430919550042975,0.002139074613569684,1433600,0.8342122130095959,1.6323245927691459,0.6965337628964334,1325.0,-0.011901909246807918,568.36,1066.5
472.5,0.1638427734375,15.968719220161438,141,750,1.8416013203025856,0.002444764255438137,1443840,0.9251442804932595,1.6244170248508454,0.3018987778574228,1587.5000000000223,-0.013543538106023333,570.32,1104.5
497.5,0.1885986328125,15.968719202280045,142,750,2.2104781876797217,0.0025916508051981053,1454080,0.8474211398512125,1.640167535096407,0.7345826221164315,3950.0,-0.009644037434190978,575.34,1138.25
522.5,0.1466064453125,15.968719065189362,143,750,2.7120777036764325,0.0020656154523752265,1464320,0.8458778038620949,1.6472792647778989,0.8828287582611665,4000.0,-0.009422597574302926,586.2,1263.0
500.0,0.1231201171875,15.968719190359115,144,750,2.7383646767738528,0.00193557249048159,1474560,0.8405389405786992,1.660805805772543,0.8057183646131307,4075.0,-0.01014619687339291,586.45,1369.0
