PMM:episode_rewards,frames,grad_norm,P01:episode_rewards,P09:episode_rewards,epoch_idx,explained_variance,fps,policy_loss,policy_entropy,value_loss,advantage_norm,episode_length
2.04,120000,0.32597653393820525,0.0,5.0,15,0.83180066883564,466,-0.0003152567776851356,1.3644151890277862,0.010354816454346293,1.2116365921497345,204.33
2.06,128000,0.27958507425358403,0.0,5.0,16,0.8787727397680283,470,-0.0013400786962029087,1.3390019834041595,0.008187628424493595,1.0501746371388436,208.33
1.46,136000,0.22409266784798493,0.0,5.0,17,0.9031598490476608,473,0.0004614708852750482,1.353533992767334,0.006512797877658159,0.9316363358497619,187.55
1.5,144000,0.32644330086268036,0.0,4.0,18,0.8841152065992355,475,-0.0021592411416349933,1.336897999048233,0.009816191278514453,1.0935310515761376,186.68
1.99,152000,0.24640242158579997,0.0,5.0,19,0.9337713587284088,477,-0.0005967847403371706,1.3438393306732177,0.006479287716792896,0.9363985091447831,204.8
2.38,160000,0.24159631555698521,0.0,5.1000000000000085,20,0.9305977636575699,479,-0.0022074599613551983,1.325627144575119,0.006877790883299895,0.9497818374633789,220.49
2.54,168000,0.2310933557764241,0.0,6.0,21,0.9373307830095291,481,-6.948946509510278e-05,1.3317927134037018,0.00664695110055618,0.9351885679364205,227.83
2.85,176000,0.20425801881121092,0.0,8.100000000000009,22,0.9498503798246384,482,-0.0005428214836865664,1.3357914459705353,0.005779497172916308,0.8384503780305386,233.17
2.53,184000,0.1773926862696539,0.0,8.0,23,0.9587685704231262,482,-0.0012739614973543212,1.3492677748203277,0.004543001085112337,0.7555186286568641,219.8
2.4,192000,0.1671122059677618,0.0,9.0,24,0.9646075463294983,482,-0.0014524078750400805,1.3389819502830504,0.0038705730595393105,0.7013167893886566,214.81
1.89,200000,0.1749131362811043,0.0,5.0,25,0.9352216666936874,483,-0.00021830694488016888,1.3465095818042756,0.004178718308685348,0.6950831654667854,200.74
2.04,208000,0.16756529214110494,0.0,6.0,26,0.9706494081020355,484,-0.0004065126840578159,1.3486507058143615,0.0035430023557273672,0.6505377002060413,204.59
2.14,216000,0.207016681348729,0.0,5.1000000000000085,27,0.9559351098537445,486,-0.0010091843592817894,1.3596494424343109,0.0048305010944022795,0.7805932140350342,210.08
2.05,224000,0.16796742126699385,0.0,5.0,28,0.953591336607933,488,0.00047947912637027914,1.369174588918686,0.004596479206375079,0.7223141838610172,205.78
1.96,232000,0.22692447530710208,0.0,5.0,29,0.9291935038566589,490,-0.001179966113413684,1.3659667468070984,0.006917054434888996,0.9588965132832528,202.32
1.74,240000,0.17164746379840465,0.0,5.0,30,0.92983174264431,492,-0.0004865821357816458,1.3621993136405945,0.005010564300173428,0.7450108686089516,191.28
2.0,248000,0.1896107752687968,0.0,6.0,31,0.9387104046344757,493,-0.0004603578060050495,1.3512682604789734,0.005870677935017738,0.8521481539309025,202.17
2.04,256000,0.19258535283971015,0.0,5.1000000000000085,32,0.9361159640550614,495,-0.001165206059231423,1.3699695980548858,0.005382868677261285,0.8335343849658966,206.31
2.29,264000,0.21583712005042652,0.0,6.0,33,0.9045344269275666,496,-0.0005341558088548481,1.3683731043338776,0.007930957793723792,1.0046765238046647,216.02
2.29,272000,0.1727312760197755,0.0,5.0,34,0.9495449453592301,497,-0.0005285243396610895,1.3599429023265839,0.004806486827146727,0.7689673408865929,214.92
2.23,280000,0.1819566371195578,0.0,6.1000000000000085,35,0.9492227756977081,497,-0.0018505039805313572,1.3502371978759766,0.005048128858034033,0.7715731629729271,214.1
2.21,288000,0.2028044179846497,0.0,6.1000000000000085,36,0.9216160023212433,497,0.0008429376763524487,1.3690862619876862,0.006723417286411859,0.9105837833881378,211.1
2.16,296000,0.24081927575417128,0.0,6.0,37,0.9017265516519547,498,-0.0011174576013581827,1.370138522386551,0.008236637737136334,1.0458444574475287,207.99
2.42,304000,0.22299949480253686,0.0,6.0,38,0.9018336319923401,498,-0.00044818171503720807,1.3642898797988892,0.007543624620302581,0.9860018330812454,221.02
2.26,312000,0.2640126588601812,0.0,5.0,39,0.784131423830986,499,0.0018220120368641801,1.3690337014198304,0.01104716037050821,1.2149509152770042,215.67
2.5,320000,0.2498441664911713,0.0,6.0,40,0.9131153088808059,498,-0.001900206002756022,1.3661197698116303,0.009133373133954592,1.0851691684126854,222.67
2.56,328000,0.1999241084850478,0.0,6.1000000000000085,41,0.936337366104126,499,-0.001075286276463885,1.3659811341762542,0.006130580189055763,0.883923271894455,225.56
2.68,336000,0.25210351000610787,0.0,6.200000000000017,42,0.8736385118961334,499,-0.000286886238027364,1.3646542298793793,0.009870195582625457,1.1268476149439812,228.86
2.36,344000,0.19753796955337383,0.0,5.0,43,0.9452072483301163,498,-0.0008348557166755199,1.35302011013031,0.005220344626286533,0.8336991633474827,217.07
2.35,352000,0.19580842151936217,0.0,5.0,44,0.951950095295906,497,-0.001725015905685723,1.3619887721538544,0.005499481048318557,0.8604873642325401,217.49
2.33,360000,0.2721011972369219,0.0,6.0,45,0.8583007055521011,497,-0.00031500041412073186,1.353447470664978,0.009349280545138753,1.1197718846797944,217.21
2.39,368000,0.25427172452481583,0.0,6.0,46,0.8865845912694931,497,-0.0021774285423452966,1.3494573533535004,0.008682029703631997,1.1024671325087547,218.44
2.26,376000,0.2325046199136942,0.0,5.0,47,0.9363872826099395,497,-0.0013335635140538215,1.3487753641605378,0.006827672125655227,0.9519533017277717,214.36
2.56,384000,0.21989005400725695,0.0,6.0,48,0.9235187482833862,496,-0.0007059196100453846,1.3522300136089325,0.00735564359696582,0.9721074378490449,222.95
2.72,392000,0.18505594548772514,0.0,6.0,49,0.9368192034959794,496,1.2322705297265202e-05,1.3489367020130159,0.0052614822442410515,0.8274662268161773,230.94
2.92,400000,0.25049349988313724,0.0,9.0,50,0.9161292058229447,495,-0.0006290813894884195,1.3564642751216889,0.008650808969978243,1.0908941638469696,235.79
2.55,408000,0.22407874733562955,0.0,5.0,51,0.9194498568773269,495,-0.001917266723467037,1.3530650651454925,0.007704727182281204,1.008197275698185,223.09
2.58,416000,0.2711188814500439,0.0,7.200000000000017,52,0.8561055624485016,494,-0.00029635218845214695,1.3564020335674285,0.010386236830381677,1.1648336532711983,220.42
2.49,424000,0.2676171190017856,0.0,5.200000000000017,53,0.8960090291500091,493,-0.00046669047442264854,1.3478096985816956,0.00940477250260301,1.0985546946525573,216.88
2.63,432000,0.2997640775093584,0.0,7.0,54,0.8903691571950912,493,-0.002387559753842652,1.3269628393650055,0.010678150500170886,1.2135940334200859,221.37
2.63,440000,0.2582269094078772,0.0,6.0,55,0.8895579850673676,492,-0.004367276190896519,1.3328248715400697,0.009505474382895045,1.12519920617342,221.09
2.72,448000,0.23587985162351888,0.0,6.0,56,0.9371143287420273,491,-0.0007265206689044134,1.3190729928016662,0.007286122997757047,0.9963354179263115,230.48
2.61,456000,0.2642827863425073,0.0,6.0,57,0.898698381781578,490,-0.0008983418095158413,1.3184783208370208,0.009718667044071481,1.1546532455086709,225.92
3.04,464000,0.35147663422853737,0.0,6.0,58,0.8326433926820755,490,-0.0038843064045067876,1.3324890553951263,0.014082847315585241,1.3414340826869011,242.67
2.91,472000,0.2632944037056759,0.0,6.0,59,0.9010311269760132,489,-0.00040656865516211835,1.3354511415958406,0.008939994191750884,1.1223844802379608,235.6
3.22,480000,0.24904190421514108,0.0,7.0,60,0.92057088971138,489,0.0003064680415263865,1.3349730908870696,0.008076340195257216,1.047023896574974,248.4
3.13,488000,0.23343290296618072,0.0,7.0,61,0.920139337182045,488,-0.0030284787877462803,1.3456762444972992,0.007718841612804681,1.0250866389274598,247.62
3.24,496000,0.18824034400902634,0.0,9.0,62,0.9491303837299347,487,-0.0004902633104939013,1.33120152592659,0.005230182207305915,0.8442733216285706,247.75
3.41,504000,0.2921983510475521,0.0,9.0,63,0.911125967502594,486,-0.0015935591963352636,1.3425058484077455,0.009654909313539975,1.1748863390088082,253.02
3.71,512000,0.28417482551860523,0.0,9.0,64,0.8797027510404587,487,-0.002256307792267762,1.350718789100647,0.011035386092262343,1.2302346396446229,261.38
3.61,520000,0.20675806917718834,0.9000000000000004,9.0,65,0.9303125077486039,487,-0.0007353845937177538,1.3489408445358277,0.006376948626129888,0.944091047346592,261.47
3.64,528000,0.25051498765521335,0.0,9.0,66,0.9113871800899506,488,-0.0010356569891155232,1.3406563258171083,0.008695563988294453,1.1102794417738915,262.46
3.36,536000,0.29186771484485907,0.0,7.1000000000000085,67,0.9112850350141525,488,-0.0031760918092913924,1.3298860156536103,0.009851583928102627,1.1525428226590158,254.58
3.36,544000,0.26854643424177965,0.0,9.0,68,0.8964095264673233,489,-0.0020068138354690747,1.3128361070156098,0.009448516874108463,1.1539843490719794,248.9
3.21,552000,0.25387771109994284,0.0,9.0,69,0.9107067966461182,489,-0.0030634671333245934,1.2983697044849396,0.008216356777120381,1.0696359431743623,239.7
3.41,560000,0.2566792320750675,0.0,9.0,70,0.919765538573265,490,0.0016100791929056868,1.3193256485462188,0.007877648213179782,1.037639467716217,244.96
3.22,568000,0.28580769474531065,0.0,9.0,71,0.8795481759309769,490,-0.0049994817403785415,1.329253638982773,0.01031946019968018,1.2141467946767808,241.01
3.19,576000,0.2927911549450037,0.0,9.0,72,0.8841142928600312,490,-0.002504164327692706,1.325905373096466,0.01020188617403619,1.1966842845082284,240.36
3.34,584000,0.26561822847126815,0.0,9.0,73,0.899891991019249,491,-0.003128001867880812,1.3100231993198395,0.009187576626427472,1.14001287907362,246.61
3.71,592000,0.29759981870047647,0.0,9.0,74,0.8986741203069687,491,-0.002083026030813926,1.3107572042942046,0.010370543199824169,1.2243519228696824,260.7
3.66,600000,0.32033700164598,0.0,8.100000000000009,75,0.8662681120634079,491,-0.0008266686885326635,1.3237603640556335,0.01193310723407194,1.331878347992897,263.56
3.2,608000,0.28351403428199295,0.9000000000000004,6.0,76,0.8945467221736908,492,-0.002788380533311283,1.3069194054603577,0.009508131791371853,1.179094199538231,246.03
3.22,616000,0.28446787147581787,1.0,6.1000000000000085,77,0.8838121819496155,492,-0.0030361046249163335,1.3028972601890565,0.010413334901677444,1.2071211975812912,247.88
3.45,624000,0.3593289659272954,1.0,7.0,78,0.8451631599664688,492,-0.0021879908654955215,1.2939075338840484,0.013310272670350969,1.3296273005008699,252.3
3.55,632000,0.28021933513503106,1.0,8.0,79,0.906454508304596,492,-0.004292354795979918,1.3157431662082673,0.009334516645176337,1.1664736407995224,256.51
3.7,640000,0.24689390588377239,1.0,8.0,80,0.9204388773441314,493,-0.002495720946462825,1.307690485715866,0.007334544887999073,1.033563700914383,258.4
3.98,648000,0.29954354005736833,1.0,9.0,81,0.8823953533172607,493,0.000180339579237625,1.3089915120601654,0.010723627106053756,1.2417904877662658,268.73
4.15,656000,0.33643354578516754,1.0,9.0,82,0.8628120028972626,493,-0.004569277757545933,1.282877849340439,0.012028548177331686,1.3395643818378449,271.88
5.12,664000,0.3722026484328274,1.0,11.0,83,0.8353234642744064,494,-0.002480177864781581,1.2446255326271056,0.01431107775075361,1.4655503505468368,297.26
5.49,672000,0.405727326048167,1.0,11.0,84,0.8416621458530426,494,-0.005730887633690145,1.2296951854228972,0.014080001474358141,1.4285477089881897,302.07
5.63,680000,0.45487244041861474,1.0,11.0,85,0.7723101007938385,495,-0.008462707181461155,1.2304919016361238,0.019189683729782702,1.687952570915222,307.28
5.89,688000,0.42467994959492933,1.0,11.100000000000009,86,0.8384493839740753,495,-0.003400972083909437,1.2454018521308898,0.015132539884652942,1.5062683296203614,313.6
5.6,696000,0.4419746690942251,1.0,12.0,87,0.811738806962967,495,-0.004961283558950527,1.235932388007641,0.017150270692072807,1.550341763496399,311.04
5.89,704000,0.39780312497021514,2.0,12.0,88,0.7878206884860992,496,-0.002770864245599114,1.2361561453342438,0.01789571706671268,1.635710011124611,327.3
5.5,712000,0.4214189480419624,2.0,11.0,89,0.8338405621051789,496,-0.0017711609753314405,1.2592874407768249,0.01673849699087441,1.578678821325302,313.49
5.87,720000,0.3853230333601301,2.0,12.0,90,0.847971106171608,496,-0.0021331897040363403,1.2614950489997865,0.015064896543044597,1.483432549238205,322.16
6.6,728000,0.3199465833137571,2.0,12.0,91,0.8768102133274078,496,-0.0024669702615210554,1.279792649745941,0.011819889026228339,1.3189384439587593,339.61
6.78,736000,0.4068647267041305,2.0,12.0,92,0.7865471589565277,497,-0.0038337070285342635,1.2555167627334596,0.01727506732335314,1.5977169805765152,343.03
7.37,744000,0.41007016658502415,3.0,12.100000000000009,93,0.8039073860645294,497,-0.003423240726115182,1.2467130291461945,0.01689588223118335,1.595198249220848,359.16
7.02,752000,0.3913554963803606,2.0,13.0,94,0.7164400434494018,497,-0.0023313936399063095,1.2620259839296342,0.015528448831755668,1.5048468190431594,347.73
6.35,760000,0.4023147717084943,2.0,11.100000000000009,95,0.8242662417888641,497,-0.0028669090807670727,1.2376821732521057,0.016029165256768466,1.5271565198898316,333.97
6.05,768000,0.38142390499509543,2.0,12.0,96,0.7158497112989426,497,-0.0017513883661013096,1.2672283709049226,0.01562265946995467,1.5402634608745576,321.55
6.06,776000,0.394021869033948,2.0,12.0,97,0.8296655315160751,498,-0.004559872496865864,1.2661230504512786,0.01685386273544282,1.5953230160474776,326.12
6.14,784000,0.43944220867246175,2.0,12.0,98,0.7740524107217789,498,-0.0036435294966213404,1.221582133769989,0.019686102294363083,1.6909128046035766,330.37
6.84,792000,0.38239599929286655,2.0,13.0,99,0.8426223683357239,498,-0.008581086197227705,1.1975249075889587,0.015180835179053246,1.5094358658790588,341.9
7.47,800000,0.460006144122258,3.0,13.100000000000009,100,0.808486157655716,498,-0.006215082046983298,1.2334729552268981,0.01892171482089907,1.6829780012369155,362.16
7.68,808000,0.41543112474842236,3.0,13.100000000000009,101,0.8223655515909195,498,-0.003982605671044439,1.2160512053966521,0.01695432248758152,1.6009251606464385,369.83
8.03,816000,0.38617886030611465,4.0,14.0,102,0.8492596632242203,498,-0.002505863420665264,1.2466948866844176,0.015526133128441871,1.5317244732379913,377.0
8.82,824000,0.3811557603421542,4.0,14.0,103,0.8232046574354172,499,-0.002399615589183668,1.2514336514472961,0.016288023092783988,1.5579536885023118,393.84
8.56,832000,0.33905725451238566,4.0,14.0,104,0.8676233571767807,499,-0.0028810546960448846,1.2637065291404723,0.012270130016840994,1.3633455425500869,396.53
8.27,840000,0.37813356528188263,4.0,14.0,105,0.8173605173826217,499,-0.0025747459340345813,1.2419720113277435,0.01564031296642497,1.5282992136478424,385.21
8.02,848000,0.39293322531152236,3.9000000000000004,13.0,106,0.8268424659967423,499,-0.008022321176249535,1.2338042736053467,0.01715203484520316,1.6050019592046738,382.0
8.21,856000,0.4355119086893932,4.0,13.0,107,0.7793598574399948,500,-0.004933627533609979,1.204954423904419,0.019394030109979213,1.7184751772880553,389.42
8.12,864000,0.42403343304512264,4.0,13.0,108,0.7843088328838348,500,-0.005422890552436002,1.2135706460475921,0.018706676764413715,1.6879912889003754,388.11
8.62,872000,0.40723880075425306,4.9,14.0,109,0.7924923241138458,500,-0.001457670739328023,1.2156963086128234,0.017705157482996583,1.642153936624527,402.25
8.95,880000,0.3985225749591127,5.0,15.0,110,0.8156678855419159,500,-0.005408471773844212,1.2421718978881835,0.01801132135093212,1.6310155725479125,416.55
8.66,888000,0.4510717700408931,5.0,14.0,111,0.8053523689508438,500,-0.007447920571139548,1.2110822153091432,0.01857457115314901,1.6658890187740325,412.24
8.38,896000,0.49458069568705293,5.0,13.100000000000009,112,0.7956718790531159,500,-0.0014632845154847018,1.1753484725952148,0.020822195382788778,1.7655835795402526,403.48
8.47,904000,0.46126975512937257,4.0,14.0,113,0.7145830374956131,500,-0.005619089530227939,1.20384323656559,0.020495572052896024,1.7104285633563996,403.88
8.29,912000,0.4719813899273624,4.0,13.100000000000009,114,0.8042413181066513,501,-0.005017506056465209,1.198896561861038,0.019382902635261417,1.7051986664533616,397.14
8.36,920000,0.44079034162086406,4.0,13.100000000000009,115,0.7944196909666061,501,-0.0037096312479116024,1.1970630812644958,0.019503010245971383,1.7129401576519012,401.26
8.89,928000,0.47364286568823927,4.0,14.0,116,0.7514179623126984,501,-0.0043657057503878605,1.205733869075775,0.02120667736977339,1.7854996567964554,415.88
9.43,936000,0.4377592757116101,5.0,14.0,117,0.7907048726081848,501,-0.004876229997316841,1.1983766090869903,0.018417933601886035,1.6694391709566117,422.23
9.57,944000,0.47870626793030746,5.0,14.0,118,0.7854447394609452,502,-0.004963812380447052,1.172714592218399,0.019494767929427326,1.7105504506826401,428.48
9.85,952000,0.4525300124617967,6.0,14.0,119,0.8051490747928619,502,-0.003250920121645322,1.1929663074016572,0.018403939390555023,1.6757379126548768,445.26
10.07,960000,0.47661619180846754,5.9,14.0,120,0.7495802140235901,502,-0.007399901018361561,1.1431986927986144,0.020556755024008454,1.7587128365039826,448.33
10.32,968000,0.4329263578025779,6.0,15.0,121,0.7613084048032761,502,-0.0035706107064288517,1.184734538793564,0.01885500955861062,1.6950232928991318,451.0
9.83,976000,0.4572367703918262,5.0,14.100000000000009,122,0.7942420679330826,502,-0.005789548038737848,1.1956549501419067,0.019494059467688202,1.7220790958404542,440.86
9.88,984000,0.456922837421831,5.0,14.100000000000009,123,0.7442694860696792,502,-0.0037794614548329265,1.1877401316165923,0.020914163859561085,1.7805005449056626,445.53
10.13,992000,0.4183472028604233,5.9,15.0,124,0.7903514444828034,503,-0.0035253088898025454,1.1982980453968048,0.018506840649060906,1.6698720175027848,447.62
10.54,1000000,0.43983866083112766,6.0,15.0,125,0.8024986177682877,503,-0.006157362671219743,1.2106690394878388,0.018187080770730973,1.6610943400859832,455.46
10.5,1008000,0.521890656093179,6.0,15.100000000000009,126,0.791189906001091,503,-0.010545466996263712,1.1512388134002685,0.02144948801025748,1.801890419125557,453.15
10.89,1016000,0.4954101541546023,6.0,16.10000000000001,127,0.7347742354869843,503,-0.005899096552166156,1.174128429889679,0.0228366887755692,1.8595997273921967,463.4
11.5,1024000,0.49216133473003304,6.9,17.0,128,0.7510653185844421,503,-0.0014532689821771783,1.1869348204135894,0.024522892264649272,1.936470671892166,482.36
12.19,1032000,0.5042798638156908,7.0,17.0,129,0.754949249625206,504,-0.008085841922293184,1.162928810119629,0.024554193429648877,1.9177692306041718,495.54
12.37,1040000,0.5793827685398907,7.0,17.10000000000001,130,0.7088175201416016,504,-0.0037510406125784356,1.1354419434070586,0.02581345580983907,1.9437832093238832,499.53
12.14,1048000,0.4758796413930975,6.0,17.0,131,0.7700788748264312,504,-0.002315277109737508,1.1672123229503633,0.022995218699797988,1.8698864483833313,500.85
12.27,1056000,0.490708903951787,6.0,17.10000000000001,132,0.7618505299091339,504,-0.004332125823711976,1.171584450006485,0.02279567876830697,1.8528753793239594,505.73
12.11,1064000,0.4485120864307296,6.0,17.10000000000001,133,0.7719534033536911,504,-0.004266749686212279,1.1715444469451903,0.01898411938920617,1.6991587203741074,500.11
11.7,1072000,0.46458458908081224,6.0,18.0,134,0.7836274635791779,504,-0.00430577039020136,1.1479919725656509,0.02065022921189666,1.7786206161975862,492.21
11.81,1080000,0.5301057808854072,6.0,18.0,135,0.7343142747879028,505,-0.004992949377628975,1.1453859639167785,0.024466259609907864,1.9337942814826965,499.63
11.76,1088000,0.48354255194687745,6.0,18.0,136,0.7558488261699676,505,-0.004708782109664753,1.1693535256385803,0.022679946571588516,1.8521238005161285,500.27
12.17,1096000,0.45441350828279786,6.0,19.10000000000001,137,0.7999024224281311,505,-0.007657817726721987,1.1935087716579438,0.01979350544512272,1.7393734860420227,505.83
12.06,1104000,0.5277264404119321,6.0,20.0,138,0.696092010140419,505,-0.002108692730253097,1.1591028666496277,0.024366181110963225,1.9104950845241546,498.26
12.5,1112000,0.4927894994592064,6.0,21.0,139,0.7666251069307327,505,-0.010609599519520998,1.1705412447452546,0.022419927902519704,1.8515137362480163,510.3
12.79,1120000,0.5058642979764894,6.0,21.10000000000001,140,0.7531964415311814,505,-0.00898842770641295,1.170589154958725,0.021628003907389937,1.8183090102672577,516.25
13.38,1128000,0.4561508243636589,6.0,22.0,141,0.7236829352378845,505,-0.005144951633410528,1.1612258911132813,0.021920752469450234,1.8340556418895722,532.82
13.42,1136000,0.460646311017954,6.0,22.0,142,0.7450770455598831,506,0.004068920818681363,1.1835447239875794,0.02314681155141443,1.8662620532512664,537.73
15.31,1144000,0.914099248341473,6.0,21.10000000000001,143,0.7858069401979446,506,-0.016836565184639767,1.1756788909435272,0.033230732777155936,2.010231468081474,531.43
15.48,1152000,0.48151458805154823,7.9,21.0,144,0.7641735941171646,506,-0.0037461619937676004,1.1626265716552735,0.02180829264689237,1.822335734963417,530.65
15.0,1160000,0.4956256149298992,8.0,18.0,145,0.7506448364257813,506,-0.00658726744906744,1.1592681777477265,0.024143188488669694,1.9089763528108596,519.46
14.99,1168000,0.5202206341764998,8.0,18.0,146,0.7401483601331711,506,-0.007950095630367287,1.117612510919571,0.023377948170527817,1.8877353119850158,518.28
14.53,1176000,0.46278795053915983,8.0,18.0,147,0.7631840199232102,506,-0.007403737255081069,1.1895807033777237,0.01971225927118212,1.7334987437725067,502.64
14.07,1184000,0.4449584762476427,7.9,17.0,148,0.7704079669713974,506,-0.003353568563470617,1.1675566232204437,0.019896078510209917,1.7400975197553634,484.48
11.91,1192000,0.4890643222658024,8.0,17.0,149,0.7577849066257477,507,-0.006916145151426463,1.1638017523288726,0.021593146361410617,1.7952011305093765,487.86
12.23,1200000,0.5075725975381424,8.0,18.0,150,0.7402788245677948,507,-0.0019525391078786924,1.1596465814113617,0.023503610105253755,1.8843834674358368,498.56
12.93,1208000,0.5250353864357326,7.9,19.0,151,0.7416343361139297,507,-0.006704282376740593,1.1590290725231172,0.025126920551992952,1.9489370507001877,509.33
13.3,1216000,0.504367534940207,8.0,19.10000000000001,152,0.7357731097936631,507,-0.003386290230409941,1.1628840005397796,0.025020342799834908,1.9467852461338042,520.84
13.58,1224000,0.4984460275042252,8.0,20.0,153,0.7629851418733596,507,-0.005056723160669208,1.178984783887863,0.022668676949106157,1.8373368769884109,528.93
14.07,1232000,0.509353211799014,9.0,20.10000000000001,154,0.7627178353071212,507,-0.007326221793191507,1.1377265328168868,0.02338910333812237,1.879804515838623,540.34
14.51,1240000,0.45427367109120176,9.0,21.0,155,0.7778104317188262,507,0.00027128183224704115,1.1466555374860763,0.020961993262171744,1.7833498919010162,554.71
14.89,1248000,0.44181898916296036,9.0,22.0,156,0.7838053500652313,508,-0.0028796611668076367,1.136441514492035,0.0204820198751986,1.7774373835325241,561.33
14.95,1256000,0.49850249271466135,9.9,21.0,157,0.7768893003463745,508,-0.004759795994614251,1.1404602336883545,0.02189324448350817,1.8337731349468231,567.3
14.62,1264000,0.5353432141145302,9.0,21.0,158,0.7448604339361191,508,-0.005092389139426814,1.132296792268753,0.022704063435085117,1.8596715915203095,568.36
14.9,1272000,0.8252176368918667,9.0,21.10000000000001,159,0.6781376498937607,508,-0.015847381122002843,1.088496766090393,0.03389473063871264,2.2644220280647276,579.02
15.3,1280000,0.5395112662087899,9.0,22.10000000000001,160,0.7466062712669372,508,-0.0037032376881688833,1.1342702960968019,0.024416052512824537,1.915901516675949,580.89
15.51,1288000,0.5226843664246438,9.0,22.0,161,0.7352292984724045,508,-0.006406534670677502,1.1571602201461793,0.02428577429614961,1.9196010375022887,581.37
16.02,1296000,0.49061837344774945,10.0,23.0,162,0.7221761816740035,508,-0.0063455643702764065,1.1481338447332383,0.024340383978560566,1.9343770563602447,595.7
16.02,1304000,0.5738548040335629,10.0,22.10000000000001,163,0.7049155193567276,508,-0.008246654036047402,1.1448490309715271,0.02929364936891943,2.0914495891332625,589.56
16.08,1312000,0.6073966492671458,10.0,23.200000000000017,164,0.7357074427604675,509,-0.006814344040903962,1.1182678020000458,0.023935855012387038,1.9021564042568206,596.83
16.45,1320000,0.5799150540711563,10.0,24.10000000000001,165,0.7324216639995575,509,-0.007669852658291347,1.1297274589538575,0.026811748389154674,2.005616374015808,600.48
16.4,1328000,0.5087084461360449,10.0,23.10000000000001,166,0.7559720182418823,509,-0.00430360143782309,1.1369887959957123,0.023066012803465128,1.8709324461221695,594.59
16.43,1336000,0.5782659401428822,10.0,23.10000000000001,167,0.687908935546875,509,-0.008520759893290233,1.1186393189430237,0.027123969793319703,2.0076054191589354,592.76
16.49,1344000,0.5062826763681054,10.0,24.10000000000001,168,0.718742738366127,509,-0.008978228574851527,1.12730898976326,0.025712546464055776,1.953366024494171,605.46
16.85,1352000,0.5748444539152405,10.0,24.10000000000001,169,0.7472599107027054,509,-0.009325491792988033,1.115594373345375,0.025495622106827796,1.9782545638084412,612.63
17.26,1360000,0.5315296122112553,10.0,25.0,170,0.7337035018205643,510,-0.004351223130070139,1.123708416223526,0.024931420153006912,1.9461832773685455,622.38
17.46,1368000,0.5396582452521267,11.0,24.0,171,0.7049940401315689,510,-0.004843820665482781,1.1269862407445908,0.0255778540764004,1.9824420356750487,631.7
17.63,1376000,0.5207280211059141,11.9,24.0,172,0.7002143311500549,510,-0.0046952624671394005,1.1267897522449493,0.02445418730378151,1.9238986039161683,635.5
17.99,1384000,0.5351419452714995,11.0,27.0,173,0.6763908910751343,510,-0.0037151143912342375,1.1266404354572297,0.02737268290948123,2.032766889333725,635.8
18.44,1392000,0.5718845937742443,11.0,28.0,174,0.6875223344564438,510,-0.005191307899076491,1.1294166350364685,0.029427790250629186,2.102957127094269,641.41
