epoch_idx,fps,P09:episode_rewards,advantage_norm,value_loss,episode_length,frames,P01:episode_rewards,explained_variance,policy_entropy,policy_loss,PMM:episode_rewards,grad_norm
27,435,3.0,0.7624025570973754,0.014896064849453978,170.78,216000,0.0,-3.9727710086107253,1.3788555550575257,-0.0171513283229433,1.09,0.5850210937786264
28,435,2.0,0.5064039780944586,0.0030680916063647603,168.26,224000,0.0,-3.871536911725998,1.3807620453834533,-6.327616072667297e-05,1.01,0.10422269871949774
29,435,3.0,0.9623703519254923,0.043400136866002866,169.64,232000,0.0,-2.5036325669288635,1.3831923449039458,0.026891436415317004,1.05,1.1292435439846238
30,435,4.0,0.651014088280499,0.003936149205128458,183.48,240000,0.0,-9.424309453964234,1.384026792049408,0.0002598079465678893,1.39,0.10185268198991158
31,435,4.0,0.5708672297000885,0.0030485749279796437,186.18,248000,0.0,-5.383613766431808,1.3841404330730438,2.2372039675246926e-05,1.44,0.08676319399396347
32,436,4.1000000000000085,0.6585764097422362,0.004256244885818887,192.58,256000,0.0,-6.2526435685157775,1.3844252967834472,6.406846741469962e-05,1.65,0.09716687187831116
33,438,3.1000000000000085,0.6717571074515581,0.01229332560840703,185.73,264000,0.0,-3.8037881153821944,1.3837264633178712,0.005463922643539263,1.49,0.3936350693026293
34,439,3.0,0.46545600533485415,0.002178199044283247,173.41,272000,0.0,-2.946152620315552,1.3856078135967254,0.0005548124094639207,1.12,0.07937893776806969
35,440,3.0,0.4956650483980775,0.002551007944293815,179.52,280000,0.0,-13.514255542755127,1.3856642818450928,0.00032352057969546876,1.26,0.08116109492414887
36,441,3.0,0.47198780592530964,0.0023090578426490536,176.18,288000,0.0,-3.3586944264173506,1.3849896597862243,-0.00034079973891493865,1.21,0.08005911622338502
37,442,3.0,0.5308290988951921,0.0029257667458296053,181.93,296000,0.0,-16.81399608194828,1.3827372217178344,-0.000340629095408076,1.36,0.09048593219340989
38,444,4.0,0.45885739095509054,0.0022919130865375337,186.46,304000,0.0,-3.0505685317516327,1.3840177977085113,0.000292649068069295,1.46,0.0654997365119432
39,445,3.0,0.3649424938112497,0.001618955828007529,174.42,312000,0.0,-4.839094943404198,1.3846965837478638,0.00019348514819284902,1.18,0.05951243502896433
40,446,3.0,0.4756951389461756,0.0022574558571068336,171.95,320000,0.0,-4.842963134050369,1.385089406967163,-5.283202743157744e-05,1.11,0.07360907247424764
41,447,3.1000000000000085,0.47349479783326387,0.0023130179049076103,179.45,328000,0.0,-3.1104350394010543,1.385559229850769,0.00045287819171790033,1.27,0.07128299862165152
42,447,3.0,0.3972727449052036,0.0018124181816983765,170.93,336000,0.0,-5.787544149756432,1.3853527295589447,0.0005865906772669405,1.12,0.06677562732523529
43,448,3.0,0.4186579768359661,0.0019086602798688546,179.23,344000,0.0,-2.3257376593351364,1.3856701838970185,-9.396441280841828e-05,1.31,0.060258512128224924
44,449,3.0,0.37820217803120615,0.0015535571566579166,178.64,352000,0.0,-2.3019299733638765,1.3853299522399902,5.058031179942191e-05,1.26,0.06354321241975038
45,450,2.0,0.375263135060668,0.0017344715129911491,167.46,360000,0.0,-6.135792840719223,1.3849661898612977,8.31995946009556e-05,0.97,0.06342370353542712
46,451,2.1000000000000085,0.37340884916484357,0.0014635454326980834,167.8,368000,0.0,-5.1339985871315,1.3849846017360687,0.00023921845993072567,0.97,0.054369545677198025
47,451,3.0,0.4096436782181263,0.001910863015054929,172.58,376000,0.0,-12.912639968395233,1.3850389349460601,0.00012724836420602515,1.11,0.06474567882434927
48,452,3.0,0.46143762838095426,0.002309952549940135,179.24,384000,0.0,-7.477256705760956,1.3852561831474304,-9.474540129303931e-06,1.26,0.06777234091634009
49,452,3.1000000000000085,0.34052290879189967,0.0013680269725500694,175.8,392000,0.0,-1.9246011120080948,1.3847382700443267,0.00015020733004348586,1.2,0.05835402740397494
50,453,3.0,0.3566397862136364,0.00141864912244273,172.76,400000,0.0,-1.7763695675134659,1.3852512753009796,2.2652072038908956e-06,1.14,0.04989517411711742
51,453,3.0,0.4357210711017251,0.002062449023924273,178.77,408000,0.0,-3.940060648918152,1.3849609649181367,5.867370186024345e-05,1.28,0.06429281021015154
52,454,4.0,0.47937810357660054,0.0022864773099354353,188.64,416000,0.0,-4.239534840583802,1.384108635187149,-0.00019539385073585435,1.48,0.07707399398676981
53,454,5.0,0.4629973982274532,0.00227468954588403,200.74,424000,0.0,-2.381927845478058,1.3819460999965667,0.0006526754093647469,1.8,0.06787860624011101
54,455,5.0,0.5130330757051706,0.0026031685072848633,200.63,432000,0.0,-1.8450176477432252,1.380115716457367,-0.00044469243090134114,1.91,0.07389363492839311
55,455,7.0,0.563938784301281,0.0031001615494460565,223.69,440000,0.0,-0.25127811372280123,1.3773683285713196,-0.0013424606976332144,2.53,0.09219593376841818
56,456,6.1000000000000085,0.47102789644151927,0.002231410602253163,219.11,448000,0.0,-4.422234306931496,1.3830219185352326,-0.00021956575015792624,2.34,0.06864094414319806
57,456,5.1000000000000085,0.38339928202331064,0.00147520038904986,205.08,456000,0.0,-4.749295814037323,1.383825773000717,0.00045389604407318983,1.94,0.059871842965853406
58,457,3.0,0.3359530060365796,0.0013110059623249982,182.18,464000,0.0,-4.143960176706314,1.382230260372162,-0.0004303756284934934,1.39,0.05205083716919254
59,457,3.0,0.3929661787673831,0.001603008474685339,181.62,472000,0.0,-3.6663371396064757,1.3833989763259888,0.00026324426632299945,1.35,0.05992970222160797
60,458,4.0,0.3228636021539569,0.001144509794721671,182.26,480000,0.0,-1.346233121752739,1.3851500117778779,-6.255728934775107e-05,1.37,0.05375824274200289
61,458,3.0,0.2370473678968847,0.0007805465624414864,171.18,488000,0.0,-4.322157642245292,1.3857031226158143,0.00011406718471334898,1.13,0.03675470652917865
62,459,3.0,0.34891563300043343,0.0014047083282639505,173.69,496000,0.0,-3.376832674741745,1.3846763479709625,3.2266268390230836e-05,1.17,0.061355353348335744
63,459,3.0,0.3486616234853864,0.0015651035324890472,178.45,504000,0.0,-4.115563389658928,1.3853502976894378,-0.0008177458733189269,1.28,0.06679630181366707
64,460,3.0,0.3104554402828217,0.0011263265678189782,180.28,512000,0.0,-5.119369484186173,1.3846887314319611,8.98642027459573e-05,1.33,0.045517020475500825
65,460,3.1000000000000085,0.3751975287869573,0.0015496081430501363,185.9,520000,0.0,-3.8236286187171937,1.3853674221038819,-1.8640763773873914e-05,1.55,0.055533869651828244
66,460,3.0,0.2631700208038092,0.0008311211007458042,174.56,528000,0.0,-4.098724594712257,1.385180503129959,0.00016224359453190118,1.27,0.038009816571767795
67,461,4.0,0.4080522589758038,0.0017723896564393726,182.14,536000,0.0,-1.3238328224420548,1.3839325881004334,-6.55758840002818e-05,1.4,0.06332617187524478
68,461,4.0,0.3447069027647376,0.0012522297226132651,194.51,544000,0.0,-0.3612361985445023,1.381502525806427,-0.0001068954257061705,1.73,0.04954176607858266
69,461,4.0,0.3326420030742884,0.0013237697248132463,192.8,552000,0.0,-1.0947629290819167,1.3846039581298828,0.00021676950116670925,1.64,0.05040854609579486
70,462,3.1000000000000085,0.2715382567048073,0.000828323951254788,187.9,560000,0.0,-1.308947216272354,1.3847477698326112,-5.7207944482797754e-05,1.5,0.03898455700986323
71,462,3.1000000000000085,0.3857388937473297,0.001669194112637342,193.11,568000,0.0,-1.3299489384889602,1.384831109046936,-0.00010824239965586458,1.68,0.0598995777172035
72,462,4.0,0.31193910613656045,0.0011404970933199365,196.62,576000,0.0,-0.9568155896663666,1.3854217183589936,-5.9645367029474984e-05,1.78,0.045451341177487885
73,462,4.0,0.3381837383285165,0.0012004568443353492,193.84,584000,0.0,-0.5911218392848968,1.3848998856544494,-4.183761149761267e-05,1.75,0.052137270070508945
74,463,3.1000000000000085,0.21850045582279562,0.0006393644731588211,178.98,592000,0.0,-3.038748182654381,1.3853181147575377,0.0001795511116142734,1.34,0.03438929766839699
75,463,3.1000000000000085,0.31627747498452663,0.0012959130336184898,179.59,600000,0.0,-2.016204943060875,1.3848801755905151,-6.4362471312051635e-06,1.35,0.04836306126058014
76,463,4.0,0.2513813966885209,0.0008591130160675675,181.51,608000,0.0,-2.5274757355451585,1.384572389125824,-0.00019024312719011504,1.39,0.042834174726016847
77,464,4.0,0.2785916750878096,0.0009568830794887618,177.76,616000,0.0,-1.3185071885585784,1.3853939604759216,5.483484419528395e-06,1.25,0.046048884289090736
78,464,4.0,0.2827141174301505,0.0009648863417260145,180.59,624000,0.0,-1.6587153035402298,1.3857486248016357,4.5927937183023456e-05,1.29,0.04439867417993005
79,464,3.1000000000000085,0.26777023877948525,0.0008678616133920514,185.45,632000,0.0,-1.3422691327333451,1.3856538867950439,-0.00012593878513143862,1.41,0.041078559183387375
80,465,3.0,0.25982220357283947,0.0008918599628850643,181.64,640000,0.0,-1.34358720600605,1.3860049617290497,0.00015214813756756485,1.35,0.040708007515214764
81,465,3.0,0.2877001557126641,0.0009838301864647293,176.92,648000,0.0,-1.0492299747467042,1.385954211950302,0.00014659355256299022,1.24,0.050433248983915026
82,465,3.0,0.29928698811680077,0.0010009305125095124,182.14,656000,0.0,-0.8524200922250748,1.3858902049064636,-6.998839064181083e-05,1.35,0.04694540818071476
83,465,4.0,0.2322123833373189,0.0005595362407711946,190.02,664000,0.0,-1.9231549572944642,1.3851295578479768,0.00020524163657682947,1.58,0.03688246256867285
84,466,4.0,0.2735752261802554,0.0008374607539190038,190.35,672000,0.0,-1.0704743361473084,1.3853601026535034,9.385045339513454e-05,1.58,0.046557676940211554
85,466,4.1000000000000085,0.36345208855345845,0.0015323241983060142,200.59,680000,0.0,-0.1182647168636322,1.3847199416160583,2.6881622588916798e-05,1.88,0.05880757380538488
86,466,5.0,0.2773914444074035,0.0010308902221095196,200.31,688000,0.0,-0.9621020662784576,1.384334509372711,-5.900134242210697e-05,1.95,0.04193058191218957
87,466,4.1000000000000085,0.2677687770873308,0.0009230429906824611,189.32,696000,0.0,-4.7475074195861815,1.3852590811252594,-2.526545271393843e-05,1.69,0.041407859932467754
88,466,3.0,0.27478464659303425,0.0009765076182611665,182.77,704000,0.0,-1.1936462122201918,1.3858857583999633,-8.395989549171645e-05,1.52,0.041125117499876296
89,466,3.0,0.23395607436075808,0.0007457562130366569,182.02,712000,0.0,-3.170198541879654,1.3859025037288666,-6.829833022493403e-05,1.46,0.03626740793271676
90,466,3.0,0.34643001697957515,0.0024884874559074886,178.24,720000,0.0,-4.195575851202011,1.3846813726425171,0.003579852635593852,1.34,0.14107094501693207
91,467,4.0,0.24810516014695166,0.0007322422016022756,176.29,728000,0.0,-1.9570116537809372,1.3837134993076325,0.0005815140009144671,1.26,0.04183803289750239
92,467,3.0,0.23130961349233986,0.0006917187915041722,175.38,736000,0.0,-2.1288929390907287,1.3838807260990142,-0.00011529790495842462,1.19,0.0389755237969938
93,467,3.0,0.22215545969083905,0.000670200347278751,175.56,744000,0.0,-3.010277654528618,1.3835997593402862,-6.654381102634943e-05,1.14,0.034834376186292634
94,467,3.0,0.24420230731368064,0.0008569287253021684,174.37,752000,0.0,-2.533401998281479,1.3839921605587007,-2.7914832971873694e-05,1.15,0.04057731675919895
95,467,3.0,0.23679124964401127,0.0007618070550051925,175.58,760000,0.0,-0.2883119982481003,1.3842204737663268,-9.757586747582536e-05,1.25,0.0367354474132872
96,468,3.0,0.21610809987410903,0.0005988794541053721,184.38,768000,0.0,-3.6172876942157743,1.385336436033249,-0.0001656887337230728,1.43,0.035328607460015635
97,468,3.0,0.25299931174144147,0.0009659394986806547,179.28,776000,0.0,-3.1939245104789733,1.3857386374473573,0.00026314451306461704,1.31,0.03686624276953689
98,468,3.0,0.3195926855877042,0.0011332884720832226,181.25,784000,0.0,-0.9673670089244842,1.3857973730564117,-7.666509700356983e-06,1.41,0.0467878971831802
99,468,4.0,0.2819209461659193,0.000930230344465599,188.72,792000,0.0,-13.555061753988266,1.3858609461784364,-0.00011333050686516799,1.56,0.0426827824092108
100,468,4.0,0.27432150837033986,0.0008465171283387463,192.14,800000,0.0,-0.7828605568408966,1.3845109450817108,-4.726102692075074e-05,1.66,0.04170264915863354
101,469,4.0,0.23535915531218052,0.0006738565868909063,193.32,808000,0.0,-0.6176779401302338,1.384332867860794,0.0001286893107680953,1.66,0.033451674822962026
102,469,4.0,0.2658672998845577,0.000802929721030523,193.44,816000,0.0,-0.2657195591926575,1.3845008063316344,0.0001145409636774275,1.59,0.047285929391225265
103,469,4.0,0.1967086973041296,0.0004862384877742443,187.73,824000,0.0,-5.3046892619133,1.3859781110286713,4.810344258658006e-05,1.47,0.030286653689928417
104,469,3.1000000000000085,0.25279238598421216,0.0007332922825889909,186.45,832000,0.0,-0.5961760330200195,1.3859838080406188,8.748069885768927e-05,1.43,0.04102621678836713
105,469,4.0,0.30393797397613526,0.0010441402030483004,191.03,840000,0.0,-0.5986183547973633,1.385985530614853,0.00011279417562036542,1.57,0.04858189761679608
106,469,4.0,0.2426647401973605,0.0006553006342619482,195.21,848000,0.0,-0.5340971171855926,1.3854629385471344,1.6255468653980643e-05,1.69,0.039643074610425516
107,469,4.1000000000000085,0.27930866565555335,0.0009940102217115055,194.15,856000,0.0,-1.3878137481212616,1.3854515433311463,-7.546252934844233e-05,1.63,0.04242585473337972
108,469,5.0,0.23640890669077635,0.0006582942285513127,198.42,864000,0.0,-0.5531715750694275,1.3848523426055908,3.085629276029067e-05,1.79,0.03841919312146393
109,469,4.0,0.1926734686270356,0.00048632985573931364,185.15,872000,0.0,-1.7514796090126037,1.3847062909603118,-8.998367022286402e-05,1.47,0.03163080909138146
110,469,4.0,0.19586811890825628,0.00048591968301934683,183.18,880000,0.0,-0.5754017603397369,1.3853860914707183,0.00013717367471144826,1.36,0.03382269889203157
111,470,4.0,0.20185626827180386,0.00055010236103044,189.21,888000,0.0,-0.29702538669109346,1.3848824143409728,-5.9072619060316355e-05,1.49,0.029552978986783652
112,470,3.1000000000000085,0.20075737785547973,0.00044812016200012294,185.47,896000,0.0,-0.9556526505947113,1.3858557116985322,-9.014294424559921e-05,1.45,0.037020619156239415
113,470,4.0,0.2465318002924323,0.0008594898888668467,181.11,904000,0.0,-1.1239483505487442,1.3855212831497192,-1.57228094394668e-05,1.38,0.041714490817203076
114,470,4.0,0.17626135701313614,0.00037869160843001737,178.76,912000,0.0,-3.201669212579727,1.3856594061851502,-0.0001393308125261683,1.31,0.024615791023741243
115,470,4.0,0.21548567958176135,0.0005510360671087256,187.39,920000,0.0,-3.517778767943382,1.3859297382831572,0.00012372073382721282,1.45,0.03443181093436394
116,470,3.0,0.2212288002297282,0.0005896033405451817,185.75,928000,0.0,-5.9016309118270875,1.386045595407486,-5.6902525684563444e-05,1.41,0.03796900796600773
117,470,3.0,0.18099443554878236,0.0004502011535123529,178.15,936000,0.0,-0.6297120463848114,1.3856778466701507,0.00017732977371451853,1.28,0.026330158504581886
118,470,3.0,0.23270469274371863,0.0006489643811232781,179.78,944000,0.0,-0.5954092705249786,1.3859897983074188,-2.11191906419117e-05,1.39,0.03575891226477592
119,471,3.1000000000000085,0.2169058096781373,0.0006638603201508886,182.77,952000,0.0,-1.2430600321292877,1.385979710817337,-9.721791095216758e-05,1.47,0.03678202400848628
120,471,3.1000000000000085,0.17255557233467697,0.0003322104340259102,180.99,960000,0.0,-1.89992928981781,1.3858325338363648,1.5319038357120008e-05,1.38,0.025480120188841666
121,471,3.0,0.17783004695549606,0.00035345023773516006,171.52,968000,0.0,-10.370520749688149,1.3857575631141663,-5.253671384707559e-05,1.13,0.02811828782143522
122,471,3.1000000000000085,0.28979570128023624,0.0009822739464016195,180.72,976000,0.0,-0.9941782319545746,1.385464334487915,-0.0003078856540741981,1.34,0.04535505734192356
123,471,4.0,0.2738143665157258,0.000902332887292232,190.59,984000,0.0,-0.9503655594587326,1.3856392443180083,0.00018829902222933015,1.58,0.044190452292778744
124,471,3.0,0.17009657511487603,0.00042286638636596763,182.03,992000,0.0,-0.842348039150238,1.3860181295871734,3.469326285994612e-05,1.35,0.029056321135982905
125,471,3.0,0.1425875684246421,0.0002931598736381602,167.51,1000000,0.0,-1.1732220327854157,1.385918642282486,-7.805101522535551e-05,0.99,0.023295823752839513
126,471,2.1000000000000085,0.15026491675525905,0.0003895486278270255,166.31,1008000,0.0,-0.6654053145647049,1.3857157909870148,6.839322311833485e-06,0.95,0.02158055893489441
127,472,3.0,0.22562438590452075,0.0007384998703537349,174.14,1016000,0.0,-0.8929871153831482,1.3857747840881347,-6.295584980762215e-05,1.15,0.035268097176216394
128,472,4.0,0.199774330817163,0.0005408169935799379,182.03,1024000,0.0,-2.762224138379097,1.3849412381649018,0.00017440239593270236,1.38,0.03207073067551557
129,472,3.1000000000000085,0.1816284723393619,0.00045509880631925624,178.43,1032000,0.0,-2.5571524727344515,1.3850116658210754,-0.000125509025529027,1.31,0.03001499647779644
130,472,3.0,0.235029340274632,0.0009297277922678404,171.89,1040000,0.0,-1.2189529460668564,1.3851273274421692,-0.0022412010785774327,1.13,0.07041732336478139
131,472,3.0,0.21569177020341157,0.000641724974502722,173.97,1048000,0.0,-18.601115881800652,1.385448523759842,-0.00011345461083692499,1.2,0.03301529668516734
132,472,3.0,0.23557388626039028,0.0008324250558507628,177.99,1056000,0.0,-2.123047290444374,1.3859274518489837,-0.000263475464489602,1.28,0.033313648964911076
133,472,3.0,0.15521448431536555,0.0002819097828933081,176.03,1064000,0.0,-1.566220474243164,1.3861476695537567,7.701031681790482e-05,1.23,0.021556795546303246
134,472,3.0,0.13788729587569834,0.00022651445968222106,169.13,1072000,0.0,-0.7384814524650574,1.3857542705535888,0.0001883662798172736,1.08,0.021386985629398125
135,472,3.0,0.23503116151317954,0.0008084847864938638,173.07,1080000,0.0,-1.0847324508428573,1.3843589198589326,-0.00024053111284956684,1.23,0.03858729227854008
136,472,3.0,0.21419400483369827,0.0005962562859258469,173.42,1088000,0.0,-11.05883766233921,1.3836037862300872,-0.00011882308328495128,1.21,0.03371960815621107
137,472,3.0,0.28502022951841355,0.0010017245194103453,181.25,1096000,0.0,-34.28358362734318,1.384494971036911,-8.855170963215641e-06,1.37,0.043535194587783155
138,472,4.0,0.19875875271856785,0.0005805843586858827,184.45,1104000,0.0,-1.3078822261095047,1.3858920657634735,-3.567620922694914e-05,1.49,0.028296313840937736
139,472,3.0,0.2410860852524638,0.0006626272779158171,179.99,1112000,0.0,-0.7242384737730027,1.3855114936828614,5.45913353562355e-07,1.36,0.039012479079100194
140,472,3.0,0.18623926438391208,0.000507202639901152,179.88,1120000,0.0,-2.1957300812005998,1.3860138738155365,-0.00015274588455213234,1.32,0.02788972272185215
141,472,3.0,0.1276675497740507,0.00015259456679359574,175.33,1128000,0.0,-1.5981478971242904,1.385996208190918,0.00018190491049608682,1.22,0.018608390845573933
142,472,3.0,0.2192690172791481,0.0005641837381244841,178.46,1136000,0.0,-0.3530822378396988,1.3858854472637177,5.9788021371787184e-05,1.31,0.036330470116481134
143,472,3.0,0.19393828684464098,0.000492492484208924,178.23,1144000,0.0,-0.8200801235437393,1.385811265707016,0.00011963791465689155,1.32,0.028227978021680936
144,472,3.0,0.12783627364784478,0.00016670461856620024,177.87,1152000,0.0,-0.3429088872671127,1.3859312975406646,8.744318998651579e-05,1.3,0.020103295412189515
145,473,3.0,0.23463187694549562,0.0007572944371941049,179.16,1160000,0.0,-1.0895163422822953,1.3858003556728362,-0.00011040847399272024,1.29,0.03661455633389325
146,473,3.0,0.22877987552434206,0.0005625609654271103,181.07,1168000,0.0,-1.3322608304023742,1.3855414187908173,-7.153778977226467e-05,1.34,0.0363610064109345
147,473,3.1000000000000085,0.190609524063766,0.0005177491922177069,191.45,1176000,0.0,-0.6913190472126007,1.3848754048347474,0.0002101181956822984,1.61,0.03152726814505024
148,473,3.1000000000000085,0.1448747561313212,0.00023282375571852753,193.39,1184000,0.0,-0.837081088423729,1.3850691568851472,-4.9929841698030944e-05,1.61,0.023380566938830793
149,473,3.1000000000000085,0.16615575222298504,0.00035320472674811755,180.24,1192000,0.0,-4.319408996701241,1.3855138194561005,3.512171799229691e-05,1.27,0.026925858343542462
150,473,4.0,0.2117356459237635,0.0006180114739890996,180.87,1200000,0.0,-0.3627501565217972,1.3854834175109862,6.02015113690868e-05,1.33,0.033730858301587875
151,473,4.0,0.18112538162618874,0.0004132577279324323,186.22,1208000,0.0,-1.7998378509283066,1.385368446111679,-6.79404687252827e-05,1.43,0.029516064304926773
152,473,3.1000000000000085,0.1425495561771095,0.00031971391741763,181.52,1216000,0.0,-0.49909687757492066,1.3858572900295258,2.331271614821162e-05,1.31,0.021748936612652963
153,473,3.1000000000000085,0.22532234584912658,0.0006164400616853527,177.94,1224000,0.0,-0.6750777399539948,1.3859849715232848,0.00012260896299267187,1.25,0.03613020771794498
154,473,3.0,0.21346177976578473,0.0005315329046061379,187.01,1232000,0.0,-0.15216232657432557,1.386002242565155,2.7153645223734202e-05,1.48,0.032647490614726896
155,474,4.0,0.23918915005400776,0.0006995860927850117,195.61,1240000,0.0,-0.576654599905014,1.3851953268051147,-0.0001932403290629736,1.74,0.03394659297430333
156,474,4.0,0.2303669113665819,0.0008563922980874849,192.85,1248000,0.0,-1.1241512179374695,1.3849708640575409,-0.0008536101370191318,1.69,0.03960400783152212
157,474,3.1000000000000085,0.17957966415211557,0.0005647335477215166,186.16,1256000,0.0,-5.318471655845642,1.3851239550113679,0.00021379748895924421,1.5,0.02547896716522535
158,474,4.0,0.24203724471852184,0.0008117240440560636,189.11,1264000,0.0,-14.174862085580825,1.3837694370746612,-8.367978218302596e-05,1.58,0.03801584383583061
159,474,5.0,0.13484683654271065,0.00024875392669969186,193.89,1272000,0.0,-3.075623925924301,1.3849474096298218,0.00021247751647024415,1.64,0.020205012273658465
160,474,4.0,0.18296965504065155,0.0004912191703715507,183.61,1280000,0.0,-0.32004146099090575,1.3858878004550934,1.5603563588229008e-06,1.36,0.029272507746101892
161,474,3.1000000000000085,0.23355896309018134,0.0008180230913058039,177.21,1288000,0.0,0.13815799236297607,1.3858690094947814,-2.8503517587523674e-05,1.28,0.03442827408548901
162,474,3.0,0.10663133550435305,0.00016249481717750313,169.34,1296000,0.0,-3.8964905089139936,1.3859018802642822,-6.794815925559305e-05,1.07,0.017454411445590096
163,474,2.0,0.22420819925144314,0.0006436006979856757,167.65,1304000,0.0,-7.97103359401226,1.3854539644718171,-4.2498106049606575e-05,0.98,0.033109219075887576
164,474,3.0,0.22489840374328196,0.0007007253186623075,176.89,1312000,0.0,-4.248143231272698,1.3853212332725524,-3.105960291577503e-05,1.21,0.0338482968474054
165,474,3.0,0.15483109779655935,0.00027739669501670506,179.88,1320000,0.0,-1.441925357580185,1.3860113751888274,-7.551164781034459e-06,1.29,0.024299921666214544
166,474,3.0,0.16930219920352102,0.0003034388645619401,178.08,1328000,0.0,-0.4284769022464752,1.3858961701393127,-4.703382735897321e-05,1.26,0.026672157608923136
167,475,3.0,0.24721973188221455,0.0009509153435601547,176.54,1336000,0.0,-103.5414269554615,1.3858289301395417,-1.656845722891376e-05,1.27,0.04057444239498399
168,475,4.0,0.20811435382813215,0.0006633245023976997,189.7,1344000,0.0,-0.6808360630273819,1.3856981778144837,0.00014914425591996405,1.62,0.03177804158498752
169,475,4.0,0.17415397757664322,0.00039803017039503175,196.96,1352000,0.0,-1.656372971534729,1.3859441566467285,-0.00011707266246048676,1.71,0.025039718748323444
