policy_entropy,P01:episode_rewards,epoch_idx,grad_norm,policy_loss,value_loss,fps,advantage_norm,PMM:episode_rewards,episode_length,explained_variance,P09:episode_rewards,frames
1.317332706078887,0.0,1,5.933461911160325,0.029041495718120133,0.28318281388870675,314,2.707346052750945,1.175,172.575,-1.6566963744163514,2.200000000000003,8000
1.3815678322315217,0.0,2,0.26783699463347993,0.0034517786628566684,0.01525602312231058,217,1.2916742929816245,1.3571428571428572,181.47619047619048,-0.0034104400873184205,3.700000000000003,16000
1.3603208863735199,0.0,3,0.27219685315671105,-0.0011798574363274382,0.012237099841076998,233,1.1688477187603712,1.49,188.84,0.042280391454696656,4.0,24000
1.3797254717350007,0.0,4,0.2647741551780701,0.002357507980814262,0.015833359542521065,242,1.3239987450838089,1.41,184.1,0.04416198968887329,4.0,32000
1.3713828146457672,0.0,5,0.272085968499614,0.00023188950261101126,0.014663828629272757,250,1.2937949420511723,1.31,178.0,0.14065269887447357,3.0,40000
1.3642521393299103,0.0,6,0.2458512165873572,0.002729458203248214,0.010415115795985912,256,0.9997247759252786,1.26,175.8,0.2702773290872574,3.0,48000
1.3567883419990538,0.0,7,0.46258943429492605,0.00356626087683253,0.018530591362796257,261,1.4055183663964272,1.17,173.5,0.185989590883255,3.0,56000
1.347467459142208,0.0,8,0.5954366245902232,-0.0014618882199283689,0.028664695021579974,263,1.5183694037795066,1.54,183.34,0.35798148274421693,3.0,64000
1.380381863117218,0.0,9,0.35669344970624034,0.001453359791485127,0.01222912643919699,266,1.2518284785747529,1.79,194.26,0.4249462723731995,4.0,72000
1.3734688127040864,0.0,10,0.4534500680564662,-0.0018653675843961536,0.014315423497464508,270,1.3254274970293045,1.33,179.86,0.26502662360668183,3.0,80000
1.3708772695064544,0.0,11,0.4248776958614102,0.000532661848992575,0.013951537455432117,272,1.285000392794609,1.23,172.61,0.5219791769981384,3.0,88000
1.3723693186044692,0.0,12,0.4962010739467494,-0.003244177069282159,0.013405702437739819,274,1.3151698938012124,1.22,172.55,0.6391136413812637,3.0,96000
1.3601358032226563,0.0,13,0.43370927559475364,-0.0050148318419815045,0.011460770764388143,275,1.2348621812462808,1.18,174.18,0.8086665165424347,4.0,104000
1.3648951399326323,0.0,14,0.46637945399699293,0.0005170269228983671,0.015075973791535944,276,1.4372291404008866,1.45,184.8,0.756098405122757,5.0,112000
1.3625665724277496,0.0,15,0.4107891340959176,-0.002492406610690523,0.012217909877654165,277,1.326789484024048,1.95,204.74,0.809058831334114,5.0,120000
1.3629697251319886,0.0,16,0.3359736962723222,-0.0008153144802781753,0.007395777829224244,279,1.0255918285250665,2.11,209.73,0.9038636976480484,5.0,128000
1.3423340356349944,0.0,17,0.5254433978815295,-0.009760255864348437,0.011588053603190929,280,1.2574171936511993,1.92,202.53,0.8680156552791596,5.0,136000
1.334787402153015,0.0,18,0.26786271611001966,-0.0007938176169409416,0.00553332983632572,281,0.8739244785904884,1.79,194.46,0.9470511513948441,5.0,144000
1.3445420908927916,0.0,19,0.2913267988942754,-0.0006240587701904588,0.006350933932699263,282,0.9424677938222885,1.73,191.51,0.929104540348053,5.0,152000
1.3331316244602203,0.0,20,0.25153915914588454,-0.001087475731228551,0.0055020371905993674,282,0.8607821109890937,1.81,196.87,0.9503758478164673,5.0,160000
1.3437630236148834,0.0,21,0.3356394843445619,-0.002721888880478218,0.00853839282062836,283,1.0980131867527962,2.14,209.87,0.9031009262800217,5.0,168000
1.3465884602069855,0.0,22,0.25639321486911093,0.0006059142900630832,0.00613948256126605,283,0.9022681167721749,2.29,214.7,0.9235940772294998,5.0,176000
1.353252750635147,0.0,23,0.28945581039772733,-0.0007702151156263426,0.00825013424444478,284,1.0539424362778664,2.37,215.56,0.9189770328998565,6.0,184000
1.3442739570140838,0.0,24,0.23201014029641168,-0.0006396207601937931,0.005227262372791301,284,0.7858868114650249,2.34,212.89,0.9185508227348328,6.200000000000017,192000
1.3482412600517273,0.0,25,0.21826653194464665,-0.0006187149418110493,0.004063146565458737,284,0.7281132858991622,2.25,210.3,0.9583497828245163,6.0,200000
1.3559268248081207,0.0,26,0.21056616740042192,0.00030200786536440207,0.004323277607909404,285,0.7312367367744446,1.73,194.99,0.9549167460203171,5.0,208000
1.3622009718418122,0.0,27,0.24276102939636102,-0.0011014579447510186,0.005677541135810316,286,0.8606263822317124,1.73,193.76,0.9475418919324875,5.0,216000
