advantage_norm,P01:episode_rewards,clip_fraction,explained_variance,PMM:episode_rewards,policy_loss,fps,epoch_idx,policy_entropy,episode_length,grad_norm,P09:episode_rewards,value_loss,frames,approx_kl_divergence
15.968719053268433,0.0,0.3086669921875,0.14083755537867546,60.483870967741936,0.011748363514197991,731,1,1.5380383931100368,302.6774193548387,29.528692105026,100.0,0.8622645573224872,10240,0.012083838710897101
15.968719011545181,0.0,0.167236328125,0.24414811357855798,85.9375,-0.0021052516618510707,785,2,1.6696730703115463,309.375,2.5286305640792115,175.0,0.0755464858841151,20480,0.0026490122458202358
15.968719363212585,0.0,0.109326171875,0.23377317897975444,118.88297872340425,-0.003508063803019468,815,3,1.7326951138675213,321.6489361702128,2.2243125464204554,310.0000000000001,0.11834067502059042,30720,0.0018389770355045625
15.968719166517257,25.0,0.1073974609375,0.5545031480491162,163.75,-0.004649402617360465,811,4,1.7420851081609725,339.62,2.337367158007754,402.5000000000002,0.1004105054307729,40960,0.0017996309819866992
15.968719345331191,50.0,0.127197265625,0.5523699499666691,234.0,-0.005181451627868228,827,5,1.7433990672230721,365.67,2.43205114780125,477.5000000000002,0.11732919502537698,51200,0.0020143957189250787
15.968719267845154,75.0,0.131689453125,0.5870844770222903,262.5,-0.006158950817189179,837,6,1.7334998719394208,373.44,2.692724900495768,575.0,0.12957059498876333,61440,0.0021110903262072807
15.968719244003296,75.0,0.116064453125,0.6673978697508574,285.5,-0.005108485426171682,845,7,1.7139903359115123,374.58,3.3979820691779494,575.0,0.13737986483611167,71680,0.0019385296437806974
15.96871930360794,125.0,0.1801025390625,0.7860989313572645,299.5,-0.005627339048078284,846,8,1.6936614029109478,377.4,2.6478311007899427,552.5000000000002,0.13880007131956518,81920,0.0027205487277573138
15.968719184398651,150.0,0.15224609375,0.736250714212656,303.0,-0.005177336058113724,848,9,1.7102300919592381,373.65,2.9815025203602863,552.5000000000002,0.17022130601108074,92160,0.002305564616222334
15.968719220161438,150.0,0.1546142578125,0.7955213271081447,322.5,-0.006611160709871911,853,10,1.7141163535416126,378.24,2.406972660527763,575.0,0.13208982185460627,102400,0.0023829256748289134
15.96871926188469,175.0,0.113916015625,0.8141488999128341,339.25,-0.005607140139909461,852,11,1.7278936557471751,383.32,2.5834212851455067,575.0,0.13374250205233693,112640,0.0018171099705571985
