frames,policy_loss,P09:episode_rewards,PMM:episode_rewards,fps,advantage_norm,epoch_idx,explained_variance,value_loss,episode_length,grad_norm,P01:episode_rewards,policy_entropy
96000,-0.005322726782760583,3.0,1.17,311,1.4871557831764222,12,0.4215454602241516,0.01749257699935697,172.56,0.4110362344717196,0.0,1.3746769082546235
104000,-0.008187345298938453,4.0,1.32,314,1.4928304243087769,13,0.586367963552475,0.018097972086980007,179.91,0.4707301908601588,0.0,1.3423114502429963
112000,-0.008201717237825505,5.0,1.72,316,1.5901413649320602,14,0.7339971190690995,0.022255820458522067,195.18,0.5961257870639157,0.0,1.315931680202484
120000,-0.0025463516329182314,5.0,2.13,319,1.2288552293181418,15,0.8478879463672638,0.010915281873894855,206.52,0.32032548693231533,0.0,1.3263716995716095
128000,-0.004431987870921148,5.0,2.14,320,1.1791313087940216,16,0.8973184984922409,0.009866717302938923,207.66,0.34513159993379994,0.0,1.3017790532112121
136000,2.680404286365956e-05,5.0,2.15,322,1.0184939786791802,17,0.9303280079364776,0.00726719505735673,210.96,0.27129251159136314,0.0,1.3435200452804565
144000,-0.0008980270568281412,5.1000000000000085,2.67,323,0.9855938443541526,18,0.9188945186138153,0.00705705039203167,229.55,0.2656851731447625,0.0,1.3516059470176698
152000,-0.0011275968803101933,5.0,2.52,328,0.8920571410655975,19,0.9234953260421753,0.0059567365847760815,221.72,0.23091718934708472,0.0,1.3463083803653717
160000,-0.0015391900052782149,5.0,2.22,335,0.8289427894353867,20,0.9473169267177581,0.005171306496195029,208.94,0.21199716840571836,0.0,1.3282015943527221
168000,-0.00046112796058878303,5.1000000000000085,2.1,342,0.9336709004640579,21,0.9207356995344163,0.00675488495035097,209.29,0.25123778434846694,0.0,1.319975632429123
176000,-0.0016292284875817132,6.0,2.19,349,0.7701114663481712,22,0.9501603835821152,0.0045586983644170685,212.18,0.1954061103720831,0.0,1.3266835033893585
184000,-0.0006022198952268809,5.0,1.94,354,0.6924359306693078,23,0.9603426617383957,0.0038455916524981148,200.88,0.18439793031608948,0.0,1.3321782064437866
192000,-0.001332382221444277,5.0,1.86,360,0.7040841448307037,24,0.9640282928943634,0.0039331678027519955,197.2,0.18868385482009944,0.0,1.331026872396469
200000,-0.0007546235090558184,6.0,2.31,366,0.7553940062224865,25,0.9509619683027267,0.004530218381260056,215.47,0.19223847135422717,0.0,1.347498517036438
208000,2.0702248948509806e-05,5.1000000000000085,2.16,371,0.7808932526409627,26,0.9484691470861435,0.004953603701724205,212.08,0.18724077745787546,0.0,1.3486804747581482
216000,-0.0015787813923088833,5.0,1.9,376,0.8243641990423203,27,0.9533091014623643,0.00524033110239543,202.6,0.2048425375830334,0.0,1.346644481420517
224000,-0.0007459256619040389,5.0,1.95,380,0.6530938303470611,28,0.9571867662668229,0.0036459381046006455,203.24,0.1664772946870541,0.0,1.3442588806152345
232000,-0.0007786397519521415,5.0,2.03,380,0.5238821902871131,29,0.9817389464378357,0.002160247718857136,205.61,0.13092341062775315,0.0,1.3344421792030334
240000,-0.0002840491240567644,5.0,1.78,380,0.5493893797695637,30,0.9754518675804138,0.0024104069553141016,198.71,0.13316708154675697,0.0,1.3433555018901826
248000,-0.000452571906207595,5.0,1.67,382,0.5240200734138489,31,0.9757745790481568,0.002283041168702766,192.61,0.12339104010820959,0.0,1.3469631135463715
256000,-0.0015140674416579713,5.0,1.91,383,0.8028584137558937,32,0.9451849287748337,0.005870093915145844,199.21,0.20446791269096323,0.0,1.352179354429245
264000,-0.0009249047010962386,5.0,1.92,382,0.6598105101287365,33,0.9564864605665206,0.0037923234075424262,199.12,0.16284486820847363,0.0,1.3585190498828887
272000,-0.0003324482240714133,5.1000000000000085,2.29,381,0.7702786561846733,34,0.9458968502283096,0.005055524463532492,216.26,0.18290739340564277,0.0,1.3584925186634065
280000,-6.29876022139797e-05,5.1000000000000085,2.17,371,0.8579599186778069,35,0.8449166458845139,0.006273334815341513,213.34,0.21082453637978496,0.0,1.3623381233215333
288000,-0.0015538649036170682,5.1000000000000085,1.89,367,1.0043606558442115,36,0.8656380432844162,0.008326568923366721,199.56,0.23559889159199743,0.0,1.3666335129737854
296000,-0.0007167629609830329,6.0,1.97,364,0.5547988528013229,37,0.9747853356599808,0.003076374370866688,201.35,0.13545746152570995,0.0,1.3563971173763276
304000,-0.0010240655108646024,5.1000000000000085,1.81,361,0.6423138996958733,38,0.9574001783132553,0.0036142485472373666,197.22,0.1520090881198128,0.0,1.3548569309711456
312000,-0.0001262226339895278,5.1000000000000085,1.73,358,0.6065838357806206,39,0.9656425797939301,0.0032925019509275444,197.09,0.1438458445408223,0.0,1.3547081792354583
320000,-0.0010504033034067107,6.0,2.13,356,0.7482060612738133,40,0.9564654457569123,0.005102134024054976,209.68,0.18420246148132002,0.0,1.357024405002594
328000,-1.3793621328659355e-05,9.0,2.75,353,0.8576897820830345,41,0.9304341799020768,0.006249090799246915,231.44,0.1843541145089216,0.0,1.363524227142334
336000,-0.000540931842988357,5.0,2.28,351,0.6841348439455033,42,0.9500833213329315,0.00439161247224547,215.95,0.16734581247610505,0.0,1.3567922818660736
344000,-0.001485438474046532,5.0,1.6,349,0.5412423706054688,43,0.976697119474411,0.002677173506672261,191.14,0.13877858662648893,0.0,1.353267751932144
352000,-0.0009484803835948697,5.0,1.55,346,0.6540233612060546,44,0.9525399446487427,0.0035156430720235223,187.58,0.15652364816310954,0.0,1.360383801460266
360000,0.00029212189023382964,5.1000000000000085,1.68,345,0.8167611548304557,45,0.9204331338405609,0.005869430216553156,191.41,0.18826729901745248,0.0,1.3616672992706298
368000,-0.0008343616589991143,5.0,1.71,343,0.8017355819046498,46,0.9383843755722046,0.005749963707930874,195.05,0.19603059123741706,0.0,1.35725670337677
376000,-0.00012658784331506467,5.0,1.86,342,0.6317015016078948,47,0.9707545822858811,0.0031982988450909035,199.32,0.14567788731069928,0.0,1.3448494458198548
384000,-0.0017754099309695449,7.200000000000017,2.27,340,0.94555096834898,48,0.9211466640233994,0.0071856200409820305,210.58,0.21391547448113374,0.0,1.355012344121933
392000,-0.0014262352013611234,6.1000000000000085,2.3,339,0.8342836290597916,49,0.9446195477247238,0.0059455735119991,211.03,0.20956045073300814,0.0,1.3501449811458588
400000,0.00047350248984002975,6.1000000000000085,2.03,338,0.9355934859812259,50,0.9166130644083023,0.007041228329471778,201.77,0.2180617106077012,0.0,1.3531420028209686
408000,0.00023192374617792667,7.0,2.3,337,0.837132748067379,51,0.9459457206726074,0.005414481543120928,213.77,0.2005869238289873,0.0,1.364523093700409
416000,0.0003273996221832931,5.0,2.01,335,0.9134394434094429,52,0.9161551636457443,0.006816240418411326,206.99,0.21759805370876034,0.0,1.3652110254764558
424000,-0.0011410550550499466,5.0,2.03,334,1.0922337239980697,53,0.8683477854728698,0.0095491578115616,208.04,0.2641801070355505,0.0,1.357853980064392
432000,-0.0004046857294451911,5.0,1.72,333,0.931983457505703,54,0.90441002368927,0.0072295441190362904,194.7,0.22338489969078498,0.0,1.367188971042633
440000,-0.00037876251939451323,5.0,1.96,332,0.8960548812150955,55,0.9394728505611419,0.006294488703715615,205.16,0.19427239408180821,0.0,1.3564587914943695
448000,-0.0012931950492202303,5.0,2.1,331,0.7659508281946182,56,0.9538670808076859,0.004532633600756526,211.14,0.1815160432183717,0.0,1.3483571517467499
456000,-0.00016645641313516534,5.1000000000000085,2.23,330,0.8458265918493271,57,0.9268415141105651,0.00600528598530218,218.72,0.1939595483349862,0.0,1.357194526195526
464000,-0.0012333716271677986,6.0,2.6,329,0.9702689239382744,58,0.9135082560777664,0.0072759608668275175,228.66,0.21781145731896287,0.0,1.355569565296173
472000,-0.0005688164292223519,6.0,2.65,329,0.7570904049277306,59,0.9541707068681717,0.004629162682103925,229.53,0.16504963896030223,0.0,1.3474837195873262
480000,-0.002078634576755576,9.0,2.53,328,0.9150825075805187,60,0.9397061836719512,0.006868361638626083,220.51,0.224686302747385,0.0,1.3582967185974122
488000,-0.0006304643407929689,9.0,2.85,327,0.8315887452661991,61,0.9449608552455903,0.005683674472675193,235.46,0.19274369659634807,0.0,1.3499043691158295
496000,-0.0008502340433187783,5.0,2.64,327,1.2123335275053977,62,0.8583904451131821,0.010880436637671664,230.0,0.2767952223218893,0.0,1.3479520404338836
504000,-0.000764514947659336,5.1000000000000085,2.71,326,1.2947835460305215,63,0.8402892613410949,0.012378640852402896,227.9,0.3045144870837822,0.0,1.3460801684856414
512000,0.0003937374155793805,5.0,2.56,326,0.8377185475826263,64,0.939509442448616,0.005551340767706279,221.71,0.1875891775880129,0.0,1.3486580216884614
520000,-0.001856648089560622,5.0,2.45,326,1.2524606856703757,65,0.8312676244974136,0.01148827270953916,219.01,0.2975493890168945,0.0,1.3439929211139678
528000,-0.0005634969001403078,6.0,2.4,326,0.9259623935818673,66,0.9230082541704178,0.007081339637225028,212.14,0.2099211801489855,0.0,1.3376650297641755
536000,-0.0027112231764476746,6.1000000000000085,2.53,326,1.042763665318489,67,0.9243183594942093,0.008058777099940927,217.75,0.24759627198621234,0.0,1.342590125799179
544000,-0.0009157395665170043,6.0,2.51,325,0.8211902134120465,68,0.9318724030256271,0.005229435449873563,220.11,0.2005029931299518,0.0,1.348846377134323
552000,-0.0026960247213719413,5.1000000000000085,2.62,324,1.0834393683075905,69,0.9035433626174927,0.009251306449295954,226.78,0.2713266602185579,0.0,1.3280840027332306
560000,-0.0017014631920028477,5.0,2.54,324,1.0836553019285202,70,0.9021890866756439,0.008413573359139264,222.14,0.2620753188365599,0.0,1.3147046089172363
568000,-0.0032969087624223903,9.0,3.0,324,1.148981856405735,71,0.8970702433586121,0.009738594105001538,234.1,0.27515301791754504,0.0,1.3239304959774016
576000,-0.0021924066698557,6.1000000000000085,2.61,324,1.069286217391491,72,0.9198875993490219,0.008181479785125702,218.32,0.24359891183923374,0.0,1.3248850858211518
584000,0.0003061135922189351,7.0,2.57,323,1.1559630209207534,73,0.8789522105455398,0.009387724467087537,215.03,0.24683561517714736,0.0,1.3119965398311615
592000,-0.0037907364696729926,6.1000000000000085,2.55,323,1.258672930598259,74,0.8724171459674835,0.01148973561474122,215.46,0.2982780629179102,0.0,1.3227076244354248
600000,-0.001483827283955179,7.0,2.89,323,1.2802458563447,75,0.8658520287275314,0.011515837484039367,226.93,0.28436804822707845,0.0,1.3001220846176147
608000,-0.0033058947682729923,6.1000000000000085,2.82,323,1.101775046288967,76,0.8889821141958236,0.009734860707540064,226.71,0.27794780298830174,0.0,1.2990354537963866
616000,-0.0022324810276040806,6.0,2.62,323,1.271594833433628,77,0.843307438492775,0.015843679318786597,218.68,0.3835090296807483,0.0,1.2875264850258827
624000,-0.00207902766414918,7.0,2.97,323,1.2597888654470444,78,0.8714542585611343,0.011145666622323915,229.28,0.2736137522060387,0.0,1.3014313209056854
632000,-0.0015741041840374238,7.0,3.22,322,1.0600999069213868,79,0.8968551790714264,0.0077072977658826855,232.33,0.24839920315889327,0.0,1.297838227748871
640000,-0.0028487878001760693,7.1000000000000085,3.14,322,1.2613844925165176,80,0.8773552441596985,0.011217814786359668,227.13,0.3147499491981444,0.0,1.283565946817398
648000,-0.0033127020293613895,9.0,3.32,322,1.0639817330241204,81,0.9148830431699753,0.008074384758947417,236.13,0.2716765748261922,0.0,1.2672421658039092
656000,0.0009018856636248529,9.0,3.75,322,1.2070416712760925,82,0.8955994135141373,0.0102114815893583,248.27,0.32255519797794624,0.0,1.3065001952648163
664000,-0.0029999001999385655,9.0,3.7,322,1.2287669748067855,83,0.899413732290268,0.01071420351159759,245.87,0.30923007148551385,0.0,1.2796970224380493
672000,-0.00453627023845911,10.0,3.77,322,1.1194903457164764,84,0.9124857002496719,0.008780111867235974,241.23,0.27170506610783973,0.0,1.2569602537155151
680000,-0.0023673431053975948,10.0,4.03,322,1.1106510213017464,85,0.9078490173816681,0.008711781107122079,245.23,0.25082061104373526,0.0,1.2743121802806854
688000,-0.0015584020847745706,10.0,4.3,321,1.0571736651659012,86,0.9241778564453125,0.007795338171999902,250.26,0.263261728062006,0.0,1.2634434628486633
696000,-0.002849280466325581,8.100000000000009,4.08,321,1.1942374429106712,87,0.9055448114871979,0.009896680269157514,248.79,0.2905944259499171,0.0,1.289227215051651
704000,-0.0019372943709458923,9.0,3.64,321,0.8683252340555191,88,0.9435054528713226,0.005452201985754072,243.96,0.2174346590437871,0.0,1.3013184309005736
712000,0.0001595616593840532,9.0,3.4,321,1.036640438437462,89,0.9246196448802948,0.00753178269835189,235.59,0.26465214902144096,0.0,1.3171682369709015
720000,-0.00026418531968374736,9.0,3.46,321,1.0950269296765327,90,0.9074475646018982,0.008753700696979649,239.96,0.25011949288719726,0.0,1.311297823190689
728000,-0.002102378785930341,9.0,3.6,321,1.1190196287631988,91,0.9075674170255661,0.008943979570176452,243.77,0.2649688270916122,0.0,1.296074182987213
736000,0.0022695631021633746,9.0,3.88,321,1.0922688782215118,92,0.9135870110988616,0.00880376813816838,258.67,0.2678963173206799,0.0,1.3249021792411804
744000,-0.0018278370698681101,9.100000000000009,4.11,320,1.0912182167172433,93,0.9231773668527603,0.008315219616051764,265.09,0.2701572629717327,0.0,1.3133160495758056
752000,-0.0022570933818497,10.0,4.58,320,1.1328229013085365,94,0.9120930582284927,0.008922727400204167,272.05,0.27716037176462643,0.0,1.2988050401210784
760000,0.00028360648480884264,10.100000000000009,4.39,320,1.0624613451957703,95,0.917425479888916,0.008116834281245246,257.08,0.2581912110983201,0.0,1.299485023021698
768000,-0.002651689610647736,9.0,4.48,320,1.106136983036995,96,0.9119183653593064,0.008551794833038003,259.8,0.2672254997147242,0.9000000000000004,1.301320608854294
776000,-0.0015371282817795873,9.0,3.97,320,1.0767817652225495,97,0.912189330458641,0.008119575780583546,248.07,0.26533106439131093,0.0,1.3134326899051667
784000,-0.0032823801081394775,9.0,3.53,320,0.9426941603422165,98,0.9100397878885269,0.006663229847908951,241.33,0.24129445577580036,0.0,1.3069592392444611
792000,-0.0023274120206042428,8.100000000000009,3.18,320,1.0452370589971542,99,0.9205010932683945,0.008014147039502859,228.72,0.2643936082549994,0.0,1.2838187730312347
800000,-0.0003627891428914154,9.0,3.65,320,1.0799411964416503,100,0.9186784571409226,0.00812338853138499,243.73,0.2688108893210372,0.0,1.297170205116272
808000,-0.002261320273973979,9.0,3.98,320,1.1470665991306306,101,0.9040305399894715,0.00916710146004334,256.57,0.29542313330493375,0.9000000000000004,1.3014167332649231
816000,-0.0019699753797613084,9.0,4.2,320,1.2044736331701278,102,0.8914679825305939,0.01030960115720518,263.73,0.30944152216971293,1.0,1.3117511546611786
824000,-0.0016335901569254929,8.100000000000009,3.96,320,1.2629007276892663,103,0.870934037566185,0.01101252472260967,252.72,0.3079584349918396,1.0,1.3150509190559387
832000,-0.0018597757408861072,9.0,4.31,320,1.136666671037674,104,0.915303670167923,0.009017557861516251,262.44,0.2860651304934094,1.0,1.3039094603061676
840000,-0.0023852175596402957,9.0,4.53,320,1.1721976953744888,105,0.9037601345777512,0.00946456500561908,270.22,0.2842792491379237,1.0,1.299219160079956
848000,0.000248279179650126,9.0,4.29,320,1.06617293715477,106,0.9152369958162307,0.007986915013752878,262.91,0.2665753981442121,1.0,1.3041800594329833
856000,-0.0033382444639573805,9.0,4.18,320,1.2073055785894393,107,0.8843365150690079,0.009899977172026411,261.28,0.3170088143324199,1.0,1.2773262071609497
864000,-0.00320882771819015,10.0,4.3,320,1.2005411845445633,108,0.9036512279510498,0.009609244326129555,264.59,0.3148477966754164,1.0,1.2725336372852325
872000,-0.0021851690986659377,10.0,4.43,319,1.175689367055893,109,0.9010279351472854,0.009344543751794845,275.66,0.2887898727864068,1.0,1.2808362746238708
880000,-0.002912175508536166,10.0,4.74,319,1.3792738777399063,110,0.8517176198959351,0.012885745340026915,282.0,0.3597766538913977,1.0,1.2865415275096894
888000,-0.0022375518449189256,10.100000000000009,4.85,320,1.3772900646924973,111,0.8376003235578537,0.012799237733706831,287.28,0.35873170905493496,1.0,1.288567188978195
896000,-0.00430939025914995,10.100000000000009,5.3,320,1.484389179944992,112,0.8436139953136444,0.014903631121851503,307.24,0.38771961384276216,2.0,1.2470037341117859
904000,-0.004512657680197663,11.0,5.89,320,1.4450032567977906,113,0.8281817328929901,0.013905736287124455,321.06,0.3647997913351684,2.0,1.2465112221240997
912000,-0.002163703664264176,11.0,6.18,319,1.4039657497406006,114,0.8417265331745147,0.013341120018158108,332.29,0.35127131426467045,2.0,1.254941211938858
920000,-0.004218503800220787,11.0,6.18,319,1.3185424494743347,115,0.8514115333557128,0.01202533375704661,332.78,0.356810025416483,2.0,1.2620965147018433
928000,-0.002321870639898407,10.100000000000009,6.08,319,1.3666904544830323,116,0.8403021955490112,0.0126195672666654,319.83,0.3415922091607623,2.0,1.2697935569286347
936000,-0.0029994111333508044,11.0,6.09,319,1.325481072664261,117,0.83478176176548,0.011926093723159283,314.93,0.33934819206215033,2.0,1.2579936027526855
944000,-0.00036806988238822667,11.0,5.89,319,1.3622460287809373,118,0.8674626404047012,0.012746827634982765,308.92,0.34181535933890667,2.0,1.2906774270534516
952000,-0.0016440555955341551,11.0,6.08,319,1.3997707259655,119,0.8506951129436493,0.013081521973945201,316.06,0.35414337174420846,2.0,1.2860712325572967
960000,-0.0064427678752690554,11.100000000000009,6.04,319,1.392806344628334,120,0.8485365790128708,0.013114498890936375,319.82,0.34878417890622465,2.0,1.2886843407154083
968000,-0.0025142699931166137,11.0,5.97,319,1.334649554491043,121,0.8624398064613342,0.012198175988160073,323.51,0.34643422051693856,2.9000000000000004,1.2782970643043519
976000,-0.006723306813510135,11.0,6.51,319,1.4120921164751052,122,0.848995526432991,0.013417193258646876,342.15,0.3959051594430577,3.0,1.253573658466339
984000,-0.0014287111337762325,11.0,6.44,319,1.4770933735370635,123,0.8130202561616897,0.014863044542726129,336.27,0.3994873244975259,3.0,1.2739689922332764
992000,-0.004829119415080641,11.0,6.69,319,1.3506176364421845,124,0.8515750193595886,0.012166768435854465,346.35,0.3491157683745619,3.0,1.2670921576023102
1000000,-0.0024440904421499,11.0,6.68,319,1.4423519843816757,125,0.8257070767879486,0.013922173511236906,348.26,0.37346061321702806,3.0,1.2677828192710876
1008000,-0.0037625590547395405,11.0,6.67,319,1.5104873639345169,126,0.8380100399255752,0.01486974576022476,341.6,0.3761545995423057,3.0,1.2739096462726593
1016000,-0.005308302063058363,11.0,6.87,319,1.517386479973793,127,0.8151996976137161,0.01543699586763978,352.29,0.4124432641040138,3.0,1.2428838694095612
1024000,-0.0011640988395083696,11.0,6.86,319,1.298043520450592,128,0.8629575157165528,0.011405557154212147,349.25,0.33491367382037396,3.0,1.256304568052292
1032000,-0.005587787217227742,11.0,6.87,319,1.445166854262352,129,0.8553557246923447,0.014084986844100058,351.01,0.3880001703493201,3.0,1.2524000751972197
1040000,0.0007619894480012591,11.100000000000009,7.09,319,1.5643217521905899,130,0.8019925236701966,0.01650964592816308,354.77,0.4000966680912508,3.0,1.2641710925102234
1048000,-0.003922320739366114,11.100000000000009,7.19,319,1.5380529695749283,131,0.7969014620780945,0.015711333630606533,362.72,0.4021420847570189,3.0,1.252365734577179
1056000,-0.0019838466722285376,12.0,7.67,320,1.5457495611906051,132,0.8091847038269043,0.016063485639169813,379.14,0.4073568147478896,4.0,1.235781797170639
1064000,-0.0031958213992766106,12.0,7.44,319,1.5024609935283662,133,0.8164279574155807,0.014833889096044004,380.38,0.3982757128669646,4.0,1.251125646829605
1072000,-0.006291234640520997,12.0,7.57,320,1.4972257137298584,134,0.8105387282371521,0.015096570397727192,385.41,0.3951494781760909,4.0,1.223948746919632
1080000,-0.003047179590794258,11.100000000000009,6.96,320,1.6550768113136292,135,0.8028592276573181,0.018330749408341944,370.81,0.45295424183072525,3.9000000000000004,1.2185040366649629
1088000,-0.005539591698325239,12.0,7.26,320,1.6918324893712997,136,0.7950966739654541,0.019147123922593892,378.28,0.44524204109503607,4.0,1.243812631368637
1096000,-0.0034977663715835662,11.100000000000009,7.52,319,1.5773565196990966,137,0.7911896747350693,0.016336667956784366,379.42,0.40928322030932907,4.0,1.2530632710456848
1104000,-0.002614462395722512,13.0,7.82,320,1.5285533326864242,138,0.826640362739563,0.01550014660693705,383.82,0.3768741918937328,4.0,1.2618999421596526
1112000,-0.0030162998870946465,13.0,8.52,320,1.5366669064760208,139,0.8251701056957245,0.016055433705914765,399.26,0.39123673846391654,4.9,1.2753906869888305
1120000,-0.0033270577969960868,13.0,8.86,320,1.6266507464647293,140,0.8143396615982056,0.017444618134759365,406.73,0.42282892238538666,5.0,1.2529625022411346
1128000,-0.00428339704638347,13.0,8.81,320,1.6468501001596452,141,0.7776834279298782,0.017911111144348978,405.55,0.4405725049506114,5.0,1.2701516437530518
1136000,-0.00394443348312052,13.0,8.98,320,1.5781509631872177,142,0.8090100491046905,0.01630364281125367,414.17,0.41801492757618697,5.0,1.2576791715621949
1144000,-0.0049361336711444895,14.0,8.93,320,1.6960743063688277,143,0.7793112218379974,0.01881338957697153,418.4,0.4793605543560272,5.0,1.216494551897049
1152000,-0.006932663901825436,14.100000000000009,9.28,320,1.778532664179802,144,0.7627263635396957,0.020650344691239296,425.96,0.4813696934279015,5.0,1.2056348788738251
1160000,-0.00408011837513186,15.0,9.42,320,1.659476049542427,145,0.7767188578844071,0.01806581408251077,436.52,0.42814562257890015,4.9,1.220198037624359
1168000,-0.007942105873835316,15.0,9.72,320,1.7292747765779495,146,0.7610669302940368,0.019877772075124086,440.35,0.4854874703554754,5.0,1.2029092490673066
1176000,-0.0016924151478451676,15.100000000000009,9.74,320,1.793774893283844,147,0.7636244851350784,0.021078720474615693,437.41,0.5139796581453583,5.0,1.2170462572574616
1184000,-0.008515694157867983,16.0,10.25,320,1.8150047963857652,148,0.7857387030124664,0.021829930394887925,447.71,0.4882144102239972,5.0,1.2139492237567902
1192000,-0.005136415025917813,16.0,10.2,320,1.6785603100061417,149,0.8047142601013184,0.018698341329582036,455.08,0.44555454133687,5.0,1.2081864809989928
1200000,-0.0047551617689896375,16.0,10.08,320,1.7621371591091155,150,0.776467217206955,0.02070363121572882,449.19,0.5062759933680887,5.0,1.2191850900650025
1208000,-0.00841322054657212,16.10000000000001,10.41,320,1.6761957114934922,151,0.7888578999042511,0.018818811932578682,456.95,0.46770909711809516,5.9,1.2022096395492554
1216000,-0.0069049052137415854,15.100000000000009,10.17,320,1.8897384959459305,152,0.7422852736711502,0.023856101376004517,447.61,0.5142198202612984,5.0,1.1804308700561523
1224000,-0.008733784784099044,15.100000000000009,12.61,320,2.2118990206718445,153,0.7920389610528946,0.035520192249678076,453.65,0.8034691909263632,6.0,1.169750669002533
1232000,-0.004067492546746507,16.0,12.72,320,1.5961822658777236,154,0.7967703270912171,0.016828754199668765,448.5,0.45326388003639634,6.0,1.1959008157253266
1240000,-0.004865462109446526,16.0,12.85,320,1.6722342848777771,155,0.7752041304111481,0.018346073157154023,451.46,0.4761847974514326,6.0,1.1802771091461182
1248000,-0.005049017282726709,16.0,12.85,320,1.7257099270820617,156,0.7566644847393036,0.019380251364782452,453.47,0.49575602176074385,6.0,1.1528327202796935
1256000,-0.006529466221691109,16.0,13.11,320,1.683227183818817,157,0.7982293277978897,0.018687996580265463,465.09,0.5131746545697742,6.0,1.1872269678115845
1264000,-0.005457880931571708,16.0,13.26,320,1.80652059674263,158,0.7910675764083862,0.021739156735129654,468.38,0.5292870556944821,6.0,1.1965441179275513
1272000,-0.007118790647364221,16.0,11.07,320,1.648386948108673,159,0.8068561446666718,0.01790500186383724,471.74,0.4958903385340865,6.9,1.1808266270160674
1280000,-0.0027568325748143253,16.0,10.97,320,1.75360764503479,160,0.793404888510704,0.020300645339302717,478.45,0.5763749160866881,6.9,1.181005107164383
1288000,-0.002404659499588888,16.0,11.66,320,1.7074196410179139,161,0.772441390156746,0.019379531634040176,492.91,0.5369411462156228,7.0,1.1708408355712892
1296000,-0.007207034792518243,16.0,12.06,320,1.9254139232635499,162,0.7694944489002228,0.024686951329931615,504.62,0.5424136673140736,8.0,1.1162812936306
1304000,-0.004911707906285301,17.200000000000017,12.19,320,1.8291853386163712,163,0.7749674409627915,0.02186922010034323,499.84,0.5600660444341906,8.0,1.1366973233222961
1312000,-0.00971945751371095,19.10000000000001,12.71,320,1.8881587082147597,164,0.7364179688692093,0.023936377740465104,516.24,0.5634123384319044,7.9,1.142590891122818
1320000,-0.0009524224506458267,19.0,12.85,320,1.765023422241211,165,0.7010502660274506,0.021175220482982694,518.79,0.5229059735717783,8.0,1.1855776572227479
1328000,-0.0010217056787223556,20.0,13.47,320,1.8648363089561462,166,0.7209009259939194,0.02301993771456182,530.76,0.5412314860513341,8.0,1.1848665618896483
1336000,-0.007576279655913822,20.0,13.67,320,1.8272383564710617,167,0.7617648261785507,0.02178319972008467,536.57,0.4879008259498082,9.0,1.1862251353263855
1344000,-0.0031296280882088467,20.0,13.55,320,1.783248747587204,168,0.7875886994600296,0.02081617249175906,532.79,0.4723881469041937,9.0,1.1953989684581756
1352000,-0.005625335203512804,21.0,13.53,320,1.8324953246116638,169,0.7490947067737579,0.022100584111176432,532.01,0.4837547258417281,8.9,1.2115412843227387
1360000,-0.01707493409747258,21.0,16.59,320,2.571035158634186,170,0.8109234952926636,0.07486688020639122,520.36,1.351519953234692,8.0,1.1591134810447692
1368000,-0.007206429106736323,21.0,16.35,320,1.7942201560735702,171,0.7529751491546631,0.020904144286178053,519.17,0.5178939186397051,7.0,1.1807065415382385
1376000,-0.008102445902768523,21.10000000000001,16.17,320,1.883522756099701,172,0.7531688582897186,0.023356253476813436,513.59,0.5471618955684273,7.0,1.126174276471138
1384000,-0.01012967411254067,22.10000000000001,16.03,320,1.874148156642914,173,0.7435481721162795,0.023178035710006952,510.52,0.529681865530826,7.0,1.1427338087558747
