clip_fraction,approx_kl_divergence,policy_loss,P01:episode_rewards,frames,fps,P09:episode_rewards,PMM:episode_rewards,explained_variance,policy_entropy,advantage_norm,value_loss,grad_norm,epoch_idx,episode_length
0.439111328125,557.7785687336349,0.04634573701987392,90.0,10240,522,295.0000000000001,204.62962962962962,-2.0804274421185256,1.6102843507902382,15.96871782541275,1658806.1544752663,4342846.94292454,1,343.22222222222223
0.191796875,0.0027362890167921703,-0.0013596593478723662,50.0,20480,645,325.0,181.35593220338984,-7.450580596923829e-10,1.7640853963792325,15.968717902898788,0.009348440659414337,0.05423450084898442,2,338.23728813559325
0.2876220703125,0.003809479456185727,-0.0024968660716695014,50.0,30720,679,332.4999999999999,184.375,2.2351741790771484e-09,1.7767478235065937,15.968717682361603,0.009993233029672411,0.055608841304033006,3,343.8636363636364
0.2539306640625,0.0032474596306428793,-0.0020918519170663786,50.0,40960,637,450.0,201.25,2.6077032089233397e-09,1.77637437582016,15.968717801570893,0.010906088184310648,0.05673005256827255,4,346.75
0.21533203125,0.003058955392475582,-0.0016932249258388766,50.0,51200,609,455.0000000000004,199.75,1.1920928955078126e-08,1.774731781333685,15.968717676401138,0.008850425929631455,0.052097901999410764,5,345.54
0.224658203125,0.0031371235703431923,-0.0018150513144064462,47.50000000000001,61440,593,477.5000000000002,211.5,-1.4901161193847657e-09,1.7773161567747593,15.96871770620346,0.009665549649798776,0.05366585535749733,6,345.98
0.20498046875,0.002726156578046357,-0.0017185080039780587,25.0,71680,584,382.5000000000007,173.0,6.332993507385254e-09,1.7836039751768111,15.968717193603515,0.007431414999018671,0.050874021767155185,7,337.32
0.234033203125,0.0033185804346658188,-0.001538464215627755,25.0,81920,581,302.5000000000002,155.25,-1.6391277313232423e-08,1.7755195461213589,15.968717420101166,0.0072791695665273435,0.051439631660238426,8,331.36
0.2436279296875,0.003402192688457717,-0.0018374660085100913,0.0,92160,572,252.50000000000023,130.0,7.450580596923828e-09,1.7678819119930267,15.968717139959335,0.007233505638072302,0.05169704490228174,9,319.59
0.252734375,0.0033114549376023206,-0.0015426358280819842,22.500000000000007,102400,567,250.0,132.5,-2.60770320892334e-08,1.7802120856940746,15.968717604875565,0.008095684133513715,0.0526334705188649,10,320.07
0.2656494140625,0.003323599296197699,-0.001597970111106406,25.0,112640,559,257.5000000000006,142.25,1.1175870895385742e-08,1.780445908755064,15.968717622756959,0.009185757934028515,0.054478568989697516,11,325.69
0.26279296875,0.0034517472980837736,-0.002255708603843232,25.0,122880,558,325.0,150.25,-2.421438694000244e-08,1.7773152336478233,15.96871770620346,0.009148769406783686,0.05373908771020767,12,334.23
0.2183349609375,0.0027929037647652422,-0.001255857058276888,25.0,133120,554,325.0,164.0,-8.195638656616212e-09,1.7809565655887127,15.968715161085129,0.008470913107078103,0.05415975687952777,13,335.15
0.2400390625,0.002962592109554407,-0.0013654355956532528,25.0,143360,549,300.0,155.25,3.7252902984619143e-10,1.7815459363162518,15.9687180519104,0.00802486906759441,0.054421164699190505,14,331.27
0.263427734375,0.0034615314470329396,-0.0017325974702544044,25.0,153600,545,362.5000000000011,171.75,-3.7252902984619143e-10,1.7830426320433617,15.968717712163926,0.009554246893094387,0.056137784130451396,15,333.52
0.272412109375,0.0038772261478698055,-0.0019271389435743913,25.0,163840,547,277.5000000000002,151.25,-1.080334186553955e-08,1.77319603189826,15.968717712163926,0.008194799290868105,0.052759765179382766,16,326.55
0.22646484375,0.00299964844527949,-0.0021215853485045955,25.0,174080,547,305.00000000000045,169.25,-1.2293457984924316e-08,1.7736464336514473,15.968717473745347,0.010229170929051179,0.05347664273593983,17,330.63
0.210595703125,0.00301119878248528,-0.001574989794244175,25.0,184320,546,317.5000000000015,178.0,-2.2351741790771484e-09,1.7712990686297416,15.968717777729035,0.010249714157544077,0.05387389932074371,18,333.24
0.23125,0.002792952667539339,-0.0014899110210535582,25.0,194560,545,452.50000000000017,189.5,-1.1175870895385742e-08,1.765735176205635,15.968715035915375,0.007932948454435974,0.051730063604495745,19,340.24
0.251171875,0.0035746766955753627,-0.0015799823882844065,25.0,204800,544,427.5000000000002,181.5,-7.82310962677002e-09,1.7818859726190568,15.968709528446198,0.008382275770036696,0.052214113744555,20,340.26
0.2756591796875,0.0037695161502256267,-0.002248370226516272,25.0,215040,543,450.0,176.0,-1.825392246246338e-08,1.7767866760492326,15.968717187643051,0.009476785376045882,0.053206333507930845,21,339.45
0.20390625,0.0025827924727423123,-0.0014775039635424037,25.0,225280,540,477.5000000000002,188.25,-2.0861625671386717e-08,1.7489879429340363,15.968717753887177,0.011209694283024874,0.05610306788251375,22,335.12
0.2591064453125,0.0034206981013994663,-0.0014573294694855577,25.0,235520,540,477.5000000000002,206.25,1.080334186553955e-08,1.74925072863698,15.968717736005782,0.012073956870881374,0.05635624161230799,23,340.61
0.2188232421875,0.0028038281151793855,-0.0016317752968461718,50.0,245760,540,477.5000000000002,214.5,7.450580596923829e-10,1.7704217985272408,15.968717980384827,0.00960038569610333,0.054682567606116415,24,343.48
0.1995849609375,0.002562024343910707,-0.0017571555665199412,50.0,256000,541,352.5000000000002,202.5,5.960464477539063e-09,1.7715031176805496,15.968717813491821,0.010003881144803018,0.05461447273427837,25,345.67
