episode_length,fps,value_loss,P01:episode_rewards,PMM:episode_rewards,clip_fraction,explained_variance,advantage_norm,frames,policy_entropy,epoch_idx,grad_norm,policy_loss,P09:episode_rewards,approx_kl_divergence
351.3333333333333,469,6470607.449904561,65.0,237.96296296296296,0.3992919921875,-1.55655346699059,15.968717992305756,10240,1.5600445682163993,1,13698240.87175865,0.025073945136682596,575.0,614.6851395457401
333.20338983050846,360,0.008090154552792227,50.0,186.01694915254237,0.2168701171875,6.7055225372314455e-09,15.968716442584991,20480,1.7628703154623508,2,0.05493447047023683,-0.0015055929667141753,435.00000000000017,0.0029919339469188346
331.1868131868132,404,0.008984538345794135,50.0,172.8021978021978,0.2555419921875,-1.6763806343078613e-08,15.968717497587203,30720,1.7756385914981365,3,0.054788066606577465,-0.0018906424313172466,300.0,0.0032022815930531578
327.08,430,0.009180277156383454,25.0,162.5,0.2087646484375,-7.450580596923828e-09,15.968717616796493,40960,1.7682118766009807,4,0.05350809163944783,-0.0011577593635593076,277.5000000000002,0.003058409780214788
327.24,447,0.006577416544655534,25.0,164.75,0.2149169921875,-1.4901161193847657e-09,15.968716770410538,51200,1.77318227738142,5,0.052143657295612544,-0.0013708007612876828,452.50000000000017,0.0031179386092674123
322.85,462,0.006767390722201583,0.0,150.75,0.2480224609375,-1.6763806343078613e-08,15.968669909238816,61440,1.7781384117901324,6,0.05396651373099347,-0.0014296096262114589,427.5000000000002,0.0034793459532124872
319.36,474,0.006687217500211773,0.0,130.75,0.2583984375,-2.2351741790771484e-09,15.96871754527092,71680,1.7764992184937,7,0.05153403011079272,-0.0017494055147835752,275.0,0.003413735595415801
321.65,480,0.007690027012677092,0.0,118.5,0.278662109375,-2.9802322387695314e-09,15.968717682361603,81920,1.776537610590458,8,0.05236213529763782,-0.0026784501194924816,250.0,0.0036908098047206293
324.01,487,0.008139080635737627,25.0,133.25,0.2846435546875,1.0058283805847169e-08,15.968717801570893,92160,1.7616134487092494,9,0.05356951942426981,-0.0017574032426637132,250.0,0.0035103725103340366
326.89,491,0.007981918936275178,25.0,136.25,0.2364501953125,-8.568167686462402e-09,15.96871730685234,102400,1.7788402810692787,10,0.05536295336894881,-0.0015296386951376916,252.50000000000023,0.0031907395055213784
325.03,494,0.006723324807046538,25.0,132.75,0.188671875,-2.7567148208618165e-08,15.968717205524445,112640,1.768441853672266,11,0.05172633985041493,-0.0015810590517503441,252.50000000000023,0.0024738816614558344
325.76,496,0.00842193978829755,25.0,131.25,0.233837890625,-2.9802322387695314e-09,15.968716788291932,122880,1.7716185130178927,12,0.054195466445137355,-0.0013706023128179368,275.0,0.003265478815001188
324.08,500,0.007021791221723106,25.0,134.0,0.19814453125,-1.4901161193847656e-08,15.968717139959335,133120,1.7742402963340282,13,0.053467057305886356,-0.0010645124784787185,227.5000000000002,0.002868876930966735
336.31,500,0.010799448487523478,25.0,161.75,0.1971923828125,-7.450580596923829e-10,15.96871775984764,143360,1.7718814432621002,14,0.05446037569671769,-0.0012546338301035575,325.0,0.0028713232184827573
343.89,501,0.00907760233794761,47.50000000000001,179.5,0.2046875,-1.2293457984924316e-08,15.968717396259308,153600,1.7793648667633533,15,0.05453770558030776,-0.0010135939646715997,352.5000000000002,0.002815237510640145
348.6,504,0.008067741995137111,25.0,194.0,0.268798828125,1.3783574104309083e-08,15.968717604875565,163840,1.7801543027162552,16,0.053800908302834925,-0.0021802695282531204,432.5000000000006,0.0032651336686171815
338.98,506,0.009895940717615303,25.0,171.0,0.2139892578125,-3.3527612686157227e-09,15.968717724084854,174080,1.7779376022517681,17,0.055413294203088825,-0.0018095255531079602,352.5000000000002,0.002912796295044018
339.4,508,0.012085455590568017,50.0,179.75,0.2220458984375,-1.0430812835693359e-08,15.968717777729035,184320,1.7544218949973582,18,0.05574978125955804,-0.0020118842599913477,325.0,0.0029603374020553018
338.75,509,0.007860622711831411,25.0,177.0,0.2424560546875,2.6077032089233397e-09,15.968711519241333,194560,1.7733585759997368,19,0.051931504448624856,-0.0021393818104115782,325.0,0.003382247990612086
339.89,510,0.009112452475801548,25.0,175.5,0.1626708984375,3.3527612686157227e-09,15.968717658519745,204800,1.7833935931324958,20,0.055103896009133305,-0.000874695293532568,325.0,0.002221529191740501
334.84,513,0.009860543420654722,25.0,164.75,0.2411376953125,-2.2351741790771484e-09,15.968717324733735,215040,1.7762451872229577,21,0.05458488509631474,-0.0019642880775791126,280.00000000000045,0.0030364878045816114
339.38,514,0.009185990112564468,25.0,174.75,0.3164794921875,3.725290298461914e-09,15.968717712163926,225280,1.7633568234741688,22,0.05549373835496522,-0.002369672847999027,452.50000000000017,0.004147507523452987
336.23,514,0.00934971265742206,25.0,184.5,0.2677734375,-1.862645149230957e-09,15.968717515468597,235520,1.7794652067124843,23,0.05534966264739277,-0.0017031764080456923,480.00000000000045,0.0034494095368700073
340.79,515,0.010223523519744048,25.0,205.75,0.2716796875,-1.1175870895385742e-09,15.968717551231384,245760,1.775089653581381,24,0.05312581061507575,-0.0022669996753393205,525.0,0.003516292361678097
341.83,517,0.00845950556667958,25.0,204.0,0.2637939453125,5.960464477539063e-09,15.968717789649963,256000,1.7744048461318016,25,0.05366403303408564,-0.0017703769764921163,525.0,0.003536476229322716
339.63,518,0.006631609783880776,25.0,172.5,0.2132080078125,5.215406417846679e-09,15.968717592954636,266240,1.7704910084605217,26,0.05063747011054646,-0.0014415899520827224,452.50000000000017,0.0027474709050068213
337.05,520,0.008465292577506034,0.0,151.5,0.27265625,-2.3096799850463868e-08,15.968717128038406,276480,1.7783218786120414,27,0.0527374359297792,-0.0020749335588334363,327.5000000000002,0.0034693299578975713
327.94,521,0.007516527070083612,0.0,133.0,0.1914306640625,-1.9744038581848144e-08,15.9687169611454,286720,1.7754641689360142,28,0.05303705704526912,-0.001105105292663211,277.5000000000002,0.00259882379893952
326.42,521,0.006797399238894286,22.500000000000007,137.5,0.2177978515625,1.0058283805847169e-08,15.968717527389526,296960,1.7808856420218944,29,0.05387460535184126,-0.0015821815828530815,302.5000000000002,0.0027446789253986028
320.52,520,0.008295757494852295,22.500000000000007,128.25,0.22255859375,-1.4528632164001465e-08,15.968717753887177,307200,1.7708341583609581,30,0.053509563813295594,-0.0016805331462819595,250.0,0.002921495998862156
326.09,520,0.008832632793928496,25.0,142.0,0.24013671875,-6.7055225372314455e-09,15.968717819452285,317440,1.7814314350485803,31,0.05378431826023657,-0.0016226736370299477,252.50000000000023,0.0028823717532759476
320.66,521,0.006672655528106475,25.0,133.5,0.2454833984375,-4.8428773880004884e-09,15.968714654445648,327680,1.77789301648736,32,0.05075862680648059,-0.0019355477572389646,250.0,0.0035642453724904046
323.15,522,0.009362927488882632,25.0,154.25,0.2273681640625,7.450580596923828e-09,15.968717634677887,337920,1.7787653662264347,33,0.054844524042826526,-0.001752496144399629,380.00000000000045,0.002813490625146642
334.08,522,0.0102074997010277,25.0,176.75,0.2669189453125,-2.9802322387695314e-09,15.968717741966248,348160,1.7726453877985477,34,0.05723375101297229,-0.002398492691281717,450.0,0.003258429338802671
344.63,523,0.010841111624904443,47.50000000000001,213.5,0.2172607421875,2.9802322387695314e-09,15.968717682361603,358400,1.766335453093052,35,0.056450056053070206,-0.0014120031701168045,525.0,0.0025844917573408567
347.66,523,0.010026513956745475,25.0,212.5,0.18896484375,-7.450580596923828e-09,15.968717658519745,368640,1.7813824474811555,36,0.05477154055006005,-0.0015167701254540588,552.5000000000002,0.0025223673621098896
338.78,524,0.008539820572605095,25.0,193.25,0.2616455078125,5.587935447692871e-09,15.968717628717423,378880,1.7792290948331355,37,0.054697696840109354,-0.002274341582233319,505.00000000000045,0.003231020171824639
327.63,525,0.008993234787840265,25.0,165.75,0.225244140625,3.7252902984619143e-10,15.968717473745347,389120,1.779551587253809,38,0.05310541728833661,-0.0017837649531429634,402.5000000000002,0.0029271634212022944
331.46,524,0.008824744345974977,25.0,162.0,0.244677734375,-7.82310962677002e-09,15.968717223405838,399360,1.7482458904385567,39,0.05386007936289472,-0.0018951423346152297,305.00000000000045,0.003099378896934013
334.28,522,0.009301165173201297,25.0,172.75,0.1873291015625,-2.3469328880310058e-08,15.968717753887177,409600,1.770010705292225,40,0.053829102818591455,-0.00129026250433526,352.5000000000002,0.0027860254068258427
337.19,522,0.009672787138742932,25.0,183.25,0.3041015625,9.685754776000977e-09,15.968717741966248,419840,1.767351286113262,41,0.055685677532509845,-0.002287409707059851,427.5000000000002,0.004081211116641725
336.92,523,0.008265631516405848,25.0,184.25,0.234619140625,7.82310962677002e-09,15.96871775984764,430080,1.7808035224676133,42,0.053506519735434833,-0.001761594916752074,382.5000000000007,0.002732580718168265
331.47,522,0.007254557943815599,25.0,153.75,0.23837890625,-5.587935447692871e-09,15.968717479705811,440320,1.7822730213403701,43,0.05471163041652134,-0.001861141719200532,300.0,0.0035521728629191785
329.02,523,0.0074450172231536275,25.0,140.25,0.270263671875,-1.1548399925231934e-08,15.968717455863953,450560,1.7783659264445304,44,0.050310828695703524,-0.0019646148444735444,277.5000000000002,0.0032829729946342923
326.33,523,0.007344236154571604,0.0,139.0,0.2614990234375,3.7252902984619143e-10,15.968716901540756,460800,1.7743231266736985,45,0.052243294299057906,-0.001964371455687797,300.0,0.003104483154531579
325.09,523,0.008489170217671926,22.500000000000007,156.0,0.2026611328125,1.4901161193847657e-09,15.968717765808105,471040,1.7815682739019394,46,0.05449704637824121,-0.0013982741736981552,450.0,0.0024726393329046912
326.3,524,0.008371429109365636,22.500000000000007,175.0,0.2314208984375,-1.601874828338623e-08,15.968717646598815,481280,1.76989334076643,47,0.05399814494861145,-0.0016476810480526183,477.5000000000002,0.0028119676741823695
329.4,524,0.009506042722932762,25.0,185.0,0.24072265625,1.564621925354004e-08,15.968717163801193,491520,1.7736864529550076,48,0.05506018632944296,-0.0015194508832792053,452.50000000000017,0.0029743994809706465
327.87,525,0.008219194846606114,25.0,176.25,0.188916015625,-1.9371509552001954e-08,15.968717855215072,501760,1.780257223546505,49,0.05363600263373051,-0.0009693073883681791,450.0,0.002546765239463866
336.98,525,0.010293818444370117,47.50000000000001,177.75,0.2058349609375,6.332993507385254e-09,15.968717557191848,512000,1.7732608333230018,50,0.055189577504182276,-0.0017390691049513408,400.0,0.0027567473296358004
340.9,525,0.008245995531797234,25.0,183.0,0.2849609375,-8.195638656616212e-09,15.968717736005782,522240,1.7837876565754414,51,0.05293537095865238,-0.0021056361012597334,477.5000000000002,0.0036608777710171124
347.59,525,0.010229956997500267,25.0,203.25,0.3003173828125,7.450580596923829e-10,15.968717741966248,532480,1.7785128362476825,52,0.05585224663906931,-0.0021252688646200115,525.0,0.0037610468656282593
339.54,525,0.008184267472068995,25.0,192.0,0.3001953125,-5.960464477539063e-09,15.96871633529663,542720,1.7787234336137772,53,0.05336959090786576,-0.0017476236098445952,527.5000000000002,0.003424598801370848
334.69,524,0.008337741428977096,25.0,191.25,0.2337646484375,1.1548399925231934e-08,15.968714183568954,552960,1.7833103820681573,54,0.05254397111420922,-0.0018783776980853873,527.5000000000002,0.003227077754831953
333.48,524,0.0076652841801660545,25.0,171.0,0.2032470703125,1.862645149230957e-09,15.96871777176857,563200,1.7727740816771984,55,0.05160038915625065,-0.0015611823539074976,477.5000000000002,0.002499064201663259
323.92,524,0.006822446428657258,25.0,150.75,0.2809814453125,-8.195638656616212e-09,15.968716728687287,573440,1.7711414977908135,56,0.05107450574448894,-0.0020603933488018812,475.0,0.0034900357239337153
318.76,524,0.0065559111158581375,0.0,130.75,0.2067626953125,-1.1175870895385742e-09,15.968701899051666,583680,1.7699375227093697,57,0.05203445072233659,-0.0008578643082728377,285.00000000000085,0.002630674708029801
324.16,523,0.00924310348345898,0.0,135.5,0.2579833984375,-2.16066837310791e-08,15.96871730685234,593920,1.781969079375267,58,0.05395762820693387,-0.0021734231522714254,325.0,0.0032765998641025363
330.01,523,0.008478601686101683,25.0,145.25,0.2554931640625,-9.685754776000977e-09,15.968717610836029,604160,1.7849774807691574,59,0.05251758498476439,-0.0021114268554811135,325.0,0.0032002545221757827
335.4,518,0.008146772430882266,25.0,150.0,0.2592529296875,-1.4901161193847656e-08,15.96871754527092,614400,1.776581124961376,60,0.053738034925571464,-0.0017807797437853878,302.5000000000002,0.0029020562191362843
335.29,517,0.00902515011612195,50.0,153.0,0.1844482421875,-6.332993507385254e-09,15.968717479705811,624640,1.778825405240059,61,0.052951276488133824,-0.0008669917002407601,275.0,0.0023484296525111857
336.94,516,0.009481057939410675,50.0,160.75,0.24208984375,-9.685754776000977e-09,15.968717646598815,634880,1.7863484926521778,62,0.05290692404178675,-0.0018295890375156886,277.5000000000002,0.002805061694232336
343.22,511,0.009615671599931375,50.0,186.0,0.2493896484375,4.8428773880004884e-09,15.968717354536057,645120,1.7748847283422946,63,0.055560631262795736,-0.0018424635021801806,400.0,0.003170790651279276
339.21,509,0.01070778157870791,25.0,196.75,0.21845703125,-8.568167686462402e-09,15.968717294931412,655360,1.7727365225553513,64,0.05559554925161377,-0.00205345468930318,425.0,0.0026958946233548884
339.56,507,0.009201182231265648,25.0,207.25,0.2575927734375,9.685754776000977e-09,15.968716514110564,665600,1.7722748048603534,65,0.05359682923781822,-0.0015185523818217917,455.0000000000004,0.003452619972136972
331.53,505,0.007724153777098763,25.0,179.0,0.3104248046875,-1.7508864402770997e-08,15.968716377019883,675840,1.7727496691048146,66,0.05478195797272091,-0.0023332222815952266,450.0,0.0034585327175932433
331.38,503,0.006594346253149119,0.0,167.75,0.221044921875,-1.1920928955078126e-08,15.968681794404983,686080,1.779376495629549,67,0.05225917864812184,-0.0012200186036352533,450.0,0.002549845884664137
324.41,501,0.007639429562141231,0.0,136.0,0.238720703125,7.450580596923828e-09,15.968717485666275,696320,1.7721868731081485,68,0.05411843187467065,-0.0011031544461729936,302.5000000000002,0.003161522679988593
318.62,500,0.00633761408393525,0.0,123.0,0.296142578125,2.6077032089233397e-09,15.968714410066605,706560,1.7801654122769832,69,0.04822883346617814,-0.002024499696562998,277.5000000000002,0.003702130748803256
315.39,499,0.0077319016573710545,0.0,122.5,0.2590087890625,-7.078051567077636e-09,15.9687175989151,716800,1.7785518862307073,70,0.05351583496236021,-0.0020129279684624633,250.0,0.0034875650404615046
320.29,498,0.00747305346947087,0.0,130.0,0.2924560546875,-8.940696716308593e-09,15.968717390298844,727040,1.7767801396548748,71,0.05241490250435603,-0.00148694761301158,277.5000000000002,0.0036378745533568236
323.34,497,0.008006203561171788,22.500000000000007,140.75,0.1935791015625,-1.1175870895385742e-09,15.968717461824417,737280,1.7747340828180314,72,0.052948342373793714,-0.0013725730856094741,277.5000000000002,0.0023972492095936104
329.03,495,0.009167360170431493,25.0,156.25,0.2072021484375,-8.195638656616212e-09,15.968717813491821,747520,1.758260402083397,73,0.05054456742160447,-0.0011080399566708366,302.5000000000002,0.00252202062216611
332.44,495,0.00859203892377991,50.0,171.75,0.2251953125,-2.0116567611694337e-08,15.968717378377914,757760,1.772212029248476,74,0.05403395365321327,-0.0013432124251266941,405.00000000000045,0.002740691552372709
336.69,493,0.007306057854430037,50.0,174.75,0.273291015625,1.6763806343078613e-08,15.968717348575591,768000,1.7695441402494907,75,0.0535874649221307,-0.0013371824945352273,377.5000000000002,0.0033204632817501077
332.51,493,0.007695307985795807,25.0,148.75,0.23916015625,1.4901161193847656e-08,15.968717259168624,778240,1.781845410913229,76,0.053111600103430655,-0.0012715704877336975,300.0,0.003001257122707557
327.4,492,0.008440915360461076,25.0,136.75,0.30869140625,2.9802322387695314e-09,15.96871746778488,788480,1.7667873866856099,77,0.051576352795685385,-0.0023488478913350264,300.0,0.0038538806173960436
326.88,491,0.009094105857093382,25.0,129.5,0.1951416015625,1.9744038581848144e-08,15.968717640638351,798720,1.7601457595825196,78,0.054108084025075144,-0.0009988522459025261,252.50000000000023,0.002276393765441753
326.79,491,0.009683134498936851,25.0,151.0,0.211962890625,-6.7055225372314455e-09,15.968717443943024,808960,1.7701849780976773,79,0.05433042605386555,-0.0013878456287784503,275.0,0.0022359772437198443
