P09:episode_rewards,advantage_norm,epoch_idx,explained_variance,P01:episode_rewards,PMM:episode_rewards,frames,policy_entropy,policy_loss,value_loss,grad_norm,episode_length,fps
5.0,1.3133212599158286,18,0.8354092824459076,0.0,2.19,144000,1.3479298269748687,-0.0041961564228404314,0.012096482368651778,0.437743982597247,213.5,485
5.0,1.0792968693375586,19,0.9079276216030121,0.0,2.3,152000,1.3480442082881927,-3.4317244426347316e-05,0.00832711921306327,0.3203150172718518,215.49,487
6.0,1.1183629103004933,20,0.8872136813402176,0.0,2.41,160000,1.359488662481308,0.00051680828910321,0.009321705756592564,0.3187847811857084,220.15,489
5.0,1.046090347468853,21,0.9048830252885819,0.0,1.98,168000,1.354999655485153,-0.0005594337568618357,0.0077841339155565945,0.3111268766251951,203.14,490
5.0,0.9323371005058289,22,0.9424668741226196,0.0,1.81,176000,1.3359177958965303,-0.0023720954183954744,0.006181128026801161,0.25607636029496683,197.03,492
5.0,0.8720663744211197,23,0.9467678505182267,0.0,2.09,184000,1.3326953613758088,-0.0008729114390416726,0.0057127374011906795,0.23846003539118765,207.36,494
9.0,0.9683359415829181,24,0.9304843771457673,0.0,2.7,192000,1.3524458622932434,0.00015653953480068594,0.0070366924541303884,0.25691337621579646,225.22,495
8.100000000000009,0.7694117529690265,25,0.9407596880197525,0.0,2.47,200000,1.3526115643978118,-0.00012389904964948072,0.004767626157263294,0.20526998378390762,217.9,496
5.0,0.7632560549676418,26,0.9319118046760559,0.0,1.73,208000,1.3635872685909272,-0.0013941664499543549,0.004671998925623484,0.20291737826445785,192.3,496
5.0,0.8242670327425003,27,0.9533942508697509,0.0,1.61,216000,1.3486601316928863,-0.0016443255123158452,0.005275936268735677,0.2410041915098486,188.06,498
5.0,0.746263413131237,28,0.9614025002717972,0.0,1.79,224000,1.3508626568317412,-0.0012254308228875743,0.004464477501751389,0.207806003863976,196.13,499
5.0,0.8055797496438026,29,0.9477749317884445,0.0,2.17,232000,1.3593734741210937,-0.0007745819589035819,0.004994871263916139,0.2131207311026165,208.62,503
5.0,0.8008187508583069,30,0.9610996586084366,0.0,1.99,240000,1.3348234379291535,-0.0015644053014693782,0.004922472962643951,0.2072275492141356,202.44,505
5.0,0.8728319510817528,31,0.9408554488420486,0.0,2.02,248000,1.3326756644248963,-0.0018598407472018152,0.005999672241450753,0.2398693860877211,207.39,508
5.1000000000000085,0.7380707946419716,32,0.9499074059724808,0.0,2.43,256000,1.3392641317844391,-0.00010357703948102426,0.004501995776372496,0.200367445339236,222.38,512
6.0,0.6581731006503105,33,0.9603359061479568,0.0,2.36,264000,1.3520437002182006,-0.0003924495656974614,0.003818882770574419,0.16297003486284903,217.2,515
5.1000000000000085,0.7803774933516979,34,0.9556075614690781,0.0,1.86,272000,1.3545307052135467,-0.001235485452634748,0.004986478695936967,0.19924745668422378,197.85,519
7.1000000000000085,0.7729287084937095,35,0.9612837964296341,0.0,2.13,280000,1.341699675321579,-0.0013104080766424887,0.004781407573318575,0.20980272352818694,203.39,523
8.0,0.6325292877852917,36,0.9718911504745483,0.0,2.58,288000,1.3534414839744568,0.00015947787906043232,0.003305510193749797,0.1594159561702836,222.37,528
6.0,0.8711443510651589,37,0.9388190329074859,0.0,2.52,296000,1.3585425174236299,-0.00011254134042246733,0.005905920393706765,0.21179024339618838,224.78,532
5.0,0.4625649991631508,38,0.9786656475067139,0.0,2.03,304000,1.3569317543506623,-3.074478212511167e-05,0.001910691814555321,0.11842953737741978,211.6,536
5.0,0.745494798719883,39,0.9501187640428543,0.0,1.84,312000,1.3573689007759093,-0.0005406245989433955,0.005133878111373633,0.18933432260603777,198.72,541
5.1000000000000085,0.7141502648591995,40,0.9594487363100052,0.0,2.09,320000,1.361167094707489,-0.0004958961790543981,0.00421212209505029,0.16916361994766585,206.05,545
5.1000000000000085,0.6382803483307362,41,0.9624263215065002,0.0,1.94,328000,1.3534679055213927,-0.00022187652316461027,0.003460945240367437,0.15700228003560798,200.96,550
5.0,0.7262527704238891,42,0.9601711225509644,0.0,2.01,336000,1.349881535768509,-0.0005139841471100226,0.004287769076181575,0.1889311664581417,206.37,553
5.1000000000000085,0.6703043666481971,43,0.9662119895219803,0.0,2.09,344000,1.3559316623210906,-0.0021997886734607163,0.003593218050082214,0.15386445624444473,206.25,556
8.100000000000009,0.6674927289783955,44,0.967197653055191,0.0,2.53,352000,1.3423766684532166,-0.00015048078733343573,0.003589126489823684,0.15709574727076134,219.38,559
9.0,0.5014251413941383,45,0.9799986308813096,0.0,2.21,360000,1.349534168243408,-0.0013104885255597765,0.002109406601812225,0.12429024642721137,206.41,563
9.0,0.6020152129232883,46,0.969712198972702,0.0,2.31,368000,1.35001944065094,-0.0005044895334276589,0.003282632806512993,0.14215352095524106,212.58,567
7.1000000000000085,0.6143035973608494,47,0.9706061267852784,0.0,2.41,376000,1.3516064655780793,-0.0010319657539366745,0.003292399120691698,0.15641444578826025,219.45,570
6.0,0.5662625882029534,48,0.9729749828577041,0.0,2.43,384000,1.3473081469535828,-0.00048136204190086574,0.0026148317994375246,0.14143447930309747,221.2,574
5.0,0.8140896475315094,49,0.9441807675361633,0.0,2.02,392000,1.3609719240665437,-0.0005568449218117166,0.005542031747754663,0.2371159862429204,207.46,577
6.1000000000000085,1.0216809637844562,50,0.9202363151311874,0.0,2.32,400000,1.3677873814105987,-0.0021650725922881973,0.007771104543353431,0.24179626029083376,213.91,581
5.1000000000000085,0.9268298459053039,51,0.9300010752677917,0.0,2.43,408000,1.363699382543564,-0.0024196844443213194,0.008062706839991734,0.26333526011014746,216.31,585
4.1000000000000085,1.0301548609137534,52,0.8585878849029541,0.0,2.01,416000,1.3696792900562287,-0.0012137422982777934,0.007880092974519358,0.2627577383366028,200.48,589
6.0,0.9923482811450959,53,0.921027370095253,0.0,2.11,424000,1.3547760927677155,-0.0019076937748468482,0.007498274543904699,0.2539010758010296,207.12,591
6.1000000000000085,0.7995527198910714,54,0.9449484473466874,0.0,2.26,432000,1.3589519762992859,-0.0006805316120153293,0.004959330734563992,0.19521930757072675,214.54,595
6.0,0.8201876512169838,55,0.9501720547676087,0.0,2.29,440000,1.3573860728740692,0.00017564206616953017,0.0054029886436183,0.20622638120329367,218.46,597
6.1000000000000085,0.6985567581653594,56,0.9644864481687546,0.0,2.51,448000,1.3574470722675323,-0.0004397456110746134,0.003813370244461112,0.16398775671343852,224.41,600
6.0,1.036609506905079,57,0.9297293531894684,0.0,2.76,456000,1.3546683394908905,-0.0008423302562732716,0.007705440861172974,0.24875460869438967,235.55,603
7.200000000000017,1.0757307720184326,58,0.9169672733545303,0.0,3.0,464000,1.3608172702789307,0.001067904737938079,0.008717379734152928,0.2499685509750468,241.54,606
6.0,0.895873235464096,59,0.9358490437269211,0.0,2.84,472000,1.3648765099048614,-0.001879573622281896,0.006082141068181954,0.2222393076120228,237.08,609
5.1000000000000085,0.8416545715928078,60,0.9499609279632568,0.0,2.65,480000,1.3554632985591888,-0.000499354490020778,0.005239892203244381,0.20468853854143976,231.57,612
5.0,0.9796720865368843,61,0.9278687119483948,0.0,2.24,488000,1.348385306596756,-0.0023375407766434366,0.0072496228601085025,0.25336205676470047,213.52,615
5.0,0.9176662573218346,62,0.917446454167366,0.0,2.71,496000,1.3534122002124787,0.00015580559265799822,0.00652300150017254,0.2194012369079328,231.82,619
5.1000000000000085,0.8855684372782707,63,0.9372912877798081,0.0,2.74,504000,1.3524450647830963,-0.0008301696355920285,0.005812181711080484,0.22339800190012693,231.1,621
6.0,1.307708438038826,64,0.8518564063310623,0.0,2.72,512000,1.3444837594032288,0.0003922257205704227,0.020212667492451146,0.39361522766217966,229.82,624
5.0,0.996285428404808,65,0.9244963246583938,0.0,2.4,520000,1.3523693978786469,-0.00304652257647831,0.007269402067176998,0.2626966855941158,218.02,627
5.0,0.9387302684783936,66,0.9268802005052567,0.0,2.19,528000,1.3512663793563844,-0.001328137829550542,0.006560253627831116,0.22603149798508895,212.38,629
5.0,1.1016405454277993,67,0.8915711450576782,0.0,2.18,536000,1.3495935022830963,-0.0011176706895821553,0.00893629417871125,0.267567142044312,207.45,632
5.1000000000000085,1.3204554983973502,68,0.8551916712522507,0.0,2.47,544000,1.3111977350711823,-0.0025919977953890337,0.0125215135817416,0.34600569335001197,216.34,635
5.1000000000000085,1.2260358557105064,69,0.8844044756889343,0.0,2.74,552000,1.3355423057079314,-0.004955487307524891,0.013270668109180405,0.34758470208856074,225.95,638
6.0,0.967122668325901,70,0.9339248889684677,0.0,2.87,560000,1.3342661881446838,-0.0023316787706062314,0.00660359138099011,0.2477915592657946,238.6,640
6.0,1.0937228554487228,71,0.8942453193664551,0.0,2.99,568000,1.3342534458637239,0.001665279275039211,0.008599167040083558,0.26677162077057,241.3,644
7.1000000000000085,1.16950049161911,72,0.8836649858951569,0.0,3.08,576000,1.3226845002174377,-0.0028843131905887274,0.0096285793883726,0.2967744186708301,241.86,647
9.0,1.4657397639751435,73,0.8260692662000656,0.0,3.39,584000,1.2754096114635467,-0.004095036339713261,0.015110754889901728,0.3855733799891389,248.24,650
9.0,1.2161469620466232,74,0.8690600520372391,0.0,3.73,592000,1.309616711139679,-0.0018747848452767358,0.011494900818215683,0.3327874275733035,259.97,653
9.0,1.2131266194581984,75,0.888836863040924,0.0,4.01,600000,1.3324967658519744,-0.0015847502672841074,0.010314586110180244,0.3085315721927102,272.08,656
7.1000000000000085,1.2998120760917664,76,0.8818804013729096,0.0,3.65,608000,1.3062619543075562,-0.0022214527521282434,0.011504716842900962,0.3408637824715065,259.67,659
7.0,1.1083896279335022,77,0.9047029441595078,1.0,3.47,616000,1.3053771328926087,-0.002961095090722665,0.008348161522299051,0.29778399769216657,253.92,661
8.0,1.4152765548229218,78,0.8441485095024109,0.9000000000000004,3.39,624000,1.3079339802265166,-0.002838655365515024,0.013511766532901674,0.3939687804629672,250.59,664
8.100000000000009,1.2674545156955719,79,0.8707953578233719,1.0,3.6,632000,1.3083101415634155,-0.00033603409538045524,0.011242823061766103,0.3367314553039018,255.19,667
8.0,1.0916980934143066,80,0.9063135945796966,1.0,3.65,640000,1.3226143646240234,-0.0014228945795912295,0.008196053996216505,0.27770264554694263,257.06,669
8.100000000000009,1.0747797402739525,81,0.9087911754846573,0.0,3.36,648000,1.3285045254230499,-0.002597527629695833,0.008275722628459334,0.2756010804013536,247.86,672
9.0,1.383855807185173,82,0.8019421672821045,0.0,3.23,656000,1.3309376108646394,-0.0035217718640342356,0.01354729471844621,0.35896634503285085,246.14,674
6.1000000000000085,1.4265505641698837,83,0.8407945901155471,0.0,3.16,664000,1.3184106528759003,-0.0011062624969054014,0.013848891470115633,0.3598781165869898,247.32,677
7.200000000000017,1.019627845287323,84,0.9180718827247619,1.0,3.53,672000,1.3207036209106446,-0.0019891126568836624,0.007192293958505616,0.2548935642802785,261.01,680
7.0,1.1755080699920655,85,0.8952775096893311,1.0,3.71,680000,1.3184244048595428,-0.0020472440242156153,0.009543641689233481,0.303606816216521,266.23,682
9.0,1.1485925173759461,86,0.9017497003078461,0.9000000000000004,3.81,688000,1.314785546064377,-0.002188915844017174,0.00906637370120734,0.3271967187285537,265.93,685
7.0,1.3562424743175507,87,0.8581063687801361,1.0,3.69,696000,1.2951568758487702,-0.003901800107851159,0.013053577205864713,0.39077536263165685,262.74,687
7.1000000000000085,1.4456743866205215,88,0.8222524648904801,1.0,3.96,704000,1.2544687652587891,-0.007708851816714741,0.01433793461881578,0.3927119223854047,276.08,690
7.0,1.5704689407348633,89,0.8022317570447922,1.0,4.11,712000,1.258228200674057,-0.003572515955893323,0.01629945445805788,0.42994037153016174,276.35,692
8.0,1.582713206410408,90,0.7754915118217468,1.0,4.46,720000,1.2468719041347505,-0.00807988984801341,0.016753367534838616,0.4207852110029301,287.09,695
8.100000000000009,1.7135102134943008,91,0.7791334450244903,2.0,4.67,728000,1.2583154225349427,-0.004129252657003235,0.019215341466479005,0.46696661621676994,294.24,695
9.0,1.5851092529296875,92,0.8062501138448716,2.0,5.21,736000,1.2209236967563628,-0.0032693685256526806,0.016669626524671913,0.4364783960272134,308.47,696
9.100000000000009,1.4629894554615022,93,0.8453069609403611,2.0,5.73,744000,1.2515309989452361,0.0009412538353353739,0.01446640473557636,0.3859547695822983,326.75,697
10.0,1.4694789791107177,94,0.8338685321807862,2.9000000000000004,6.06,752000,1.2247062772512436,-0.0027743318054126577,0.014890585013199597,0.42542076018580793,333.34,698
10.0,1.392652956843376,95,0.8555858540534973,2.0,6.18,760000,1.2523291993141175,-0.006063515455462038,0.013431560436729342,0.38947664879887783,336.17,699
11.0,1.5565180379152297,96,0.8161531895399093,2.9000000000000004,6.43,768000,1.234022580385208,-0.0007191535010497318,0.01625375954899937,0.41118452168831837,336.57,700
11.0,1.4393145000934602,97,0.8344049561023712,3.0,6.26,776000,1.195374640226364,-0.0028928386606276034,0.013858394937124104,0.3711470154669805,329.47,700
11.0,1.561690189242363,98,0.8148159700632095,3.0,6.44,784000,1.2298398292064667,-0.00778130286547821,0.017055393368937074,0.4448063438254887,327.64,701
11.0,1.4335894179344177,99,0.8593782913684845,2.9000000000000004,6.37,792000,1.2131698083877565,-0.0011982384807197378,0.013838376123458148,0.384382712529332,320.48,702
11.0,1.65827024102211,100,0.7666802978515626,2.0,6.07,800000,1.2133548277616502,-0.007262169636669568,0.018645175211131574,0.4420757194703274,317.91,703
11.0,1.5471459919214248,101,0.8164850431680679,2.0,6.45,808000,1.2023656833171845,-0.0051810874050715935,0.015698219910264016,0.4203499731798923,332.14,703
11.0,1.7626018750667571,102,0.7506706494092942,3.0,6.83,816000,1.1671796393394471,-0.0036033212987240403,0.02086367384530604,0.4735351298735513,343.92,704
11.0,1.649464726448059,103,0.6575464153289795,2.0,6.44,824000,1.1589675864577293,-0.006151792133459821,0.019578118284698576,0.5172890534348613,337.17,704
12.100000000000009,1.5766493254899978,104,0.8038049733638764,3.0,6.93,832000,1.2299909615516662,-0.0037610662879296796,0.01657263105036691,0.41411185520735444,348.91,705
13.0,1.430597727894783,105,0.8510548007488251,3.0,6.95,840000,1.2564109110832213,-0.003367046779894736,0.013785669864155352,0.37055327350213546,348.67,705
13.0,1.7743481081724166,106,0.7792757880687714,3.0,6.64,848000,1.2137025824189187,-0.0046672266983659935,0.0276649450045079,0.5868924327514726,348.58,706
12.100000000000009,1.4392320919036865,107,0.8504975259304046,3.0,6.94,856000,1.2467318522930144,-0.00404205567831923,0.014071211046539247,0.38134859530198406,353.74,706
12.0,1.4195390635728835,108,0.8541536647081375,4.0,7.25,864000,1.2328058969974518,-0.0021422038155287735,0.01342879154253751,0.3765808460648358,363.84,707
11.0,1.531907040476799,109,0.8091363221406936,4.0,7.24,872000,1.2127601039409637,-0.0055613175727194175,0.015654430219437927,0.42506051722316796,361.79,708
11.0,1.4889983838796617,110,0.8218321424722671,4.0,7.42,880000,1.2041387128829957,-0.002174875415294082,0.014725434414576738,0.420883000014146,371.51,708
11.0,1.5068400865793228,111,0.839346342086792,4.0,7.51,888000,1.1935971176624298,-0.004579581995785702,0.01500384640879929,0.38498429054310246,379.13,709
10.100000000000009,1.5622086012363434,112,0.700192642211914,3.0,6.7,896000,1.1940660387277604,-0.0016470488806953653,0.017204504106193782,0.49304751111113704,364.39,710
11.0,1.6362742203474046,113,0.8024915283918381,3.0,6.74,904000,1.1993861591815949,-0.004424940915487241,0.01894001614768058,0.47882802187653867,369.87,710
11.0,1.5129792928695678,114,0.8371225339174271,3.0,6.61,912000,1.2062194991111754,-0.004208512299956055,0.01510460370918736,0.41058356278209357,360.15,711
12.0,1.6076970773935317,115,0.8072389751672745,3.0,6.77,920000,1.2179254841804505,-0.0034568838758787025,0.017123199608176945,0.42554849222259394,352.83,711
12.0,1.7001985383033753,116,0.7774191856384277,3.0,7.43,928000,1.1814946615695954,-0.001076845564530231,0.01888369378168136,0.49202244093682507,368.16,712
12.0,1.5984074419736862,117,0.7669867551326752,4.0,8.06,936000,1.1834216821193695,-0.0085038569898461,0.017276791930198668,0.44256716297010484,384.05,712
12.0,1.428604656457901,118,0.8585272961854935,5.0,8.22,944000,1.2442054176330566,-0.004425612891703849,0.013531370554119349,0.3867242149460857,388.14,713
13.0,1.6236828881502152,119,0.8136607426404953,4.0,8.33,952000,1.2465774357318877,0.001094292983179912,0.01804360850714147,0.42048289009207246,388.79,713
12.100000000000009,1.5935083413124085,120,0.8037092751264572,4.0,8.31,960000,1.2437089741230012,-0.006259920279262587,0.016579846665263177,0.4246484280820369,395.05,714
13.0,1.5796740663051605,121,0.8126865202188491,4.0,8.41,968000,1.2272971892356872,-0.0032500890077790247,0.01650885267648846,0.4235263817771539,395.52,714
13.0,1.5811440736055373,122,0.8020253545045852,4.0,8.1,976000,1.2542785048484801,-0.0026696401779190636,0.016437384826131166,0.43506036299999246,390.79,715
12.100000000000009,1.4839285320043565,123,0.8288744670152665,4.0,8.24,984000,1.2213913571834565,-0.006290854377730284,0.01449786327779293,0.4215404542655049,397.45,715
13.0,1.5699857091903686,124,0.8014186573028564,5.0,8.48,992000,1.190235928297043,-0.004023002069443464,0.01650016029831022,0.4496492161153569,399.52,716
13.0,1.4522032648324967,125,0.8534250336885453,4.0,8.08,1000000,1.2317624628543853,-0.00533896278226166,0.014174178466200829,0.39864771390579734,390.43,716
13.0,1.5706399029493332,126,0.808377400636673,4.0,8.17,1008000,1.2317486107349396,-0.0011863052798435092,0.016322413552552463,0.42879896092830244,401.13,717
13.0,1.6042882299423218,127,0.809772082567215,5.0,8.92,1016000,1.24094499707222,-0.004082628155156271,0.01695220813155174,0.4201570485148546,410.44,718
13.100000000000009,1.6303143644332885,128,0.7980776256322861,5.0,9.04,1024000,1.180039850473404,-0.0054541594098554925,0.02153604995459318,0.5340063251776896,413.46,718
13.0,1.5920142990350723,129,0.8224998635053634,5.0,8.95,1032000,1.1991625285148622,-0.007219683548028115,0.016777488188818097,0.44650912704798196,417.23,719
13.0,1.6553708451986313,130,0.6775899624824524,5.0,9.21,1040000,1.0605372481886297,-0.008058113785082241,0.023914594005327673,0.5534371979625619,416.95,719
13.0,1.7224970883131028,131,0.7960789704322815,5.0,8.85,1048000,1.179571086168289,-0.004055523495044327,0.019590372564271093,0.4994452341548676,403.81,720
12.0,1.5978427362442016,132,0.8244158548116683,5.0,8.48,1056000,1.1875808542966844,-0.005404742427635938,0.01684856144245714,0.4367762765241515,400.38,720
13.0,1.7888993191719056,133,0.7684430867433548,5.0,8.97,1064000,1.2219031155109406,-0.003499219823279418,0.021201540548354388,0.5472093309176497,411.65,721
14.0,1.73784841299057,134,0.7729395073652268,5.0,9.32,1072000,1.1987215220928191,-0.005169333972798995,0.019928234801627694,0.5156533756731574,414.88,721
15.0,1.8899419713020325,135,0.743212205171585,5.0,9.89,1080000,1.2207104325294496,-0.006127007048926316,0.024096730733290314,0.561852265592465,428.08,722
16.0,1.670052602291107,136,0.7802608191967011,6.0,10.55,1088000,1.1989218342304229,-0.006101079390937229,0.018353724563494326,0.44470538085230155,453.57,722
16.0,1.799557027220726,137,0.7291033136844635,6.0,10.71,1096000,1.0952141900733112,0.0004886275112221483,0.02332795593654737,0.5524508759831195,457.76,723
16.0,1.892877858877182,138,0.763558304309845,6.0,11.26,1104000,1.1458365207910537,-0.009192977984203026,0.02344350181519985,0.5667131981496744,479.65,724
16.0,1.70116175532341,139,0.7906982445716858,6.0,11.3,1112000,1.1814682269096375,-0.005217713757965612,0.01913385092280805,0.4994209391600535,483.44,724
16.0,1.8282888078689574,140,0.7591806370019912,7.0,11.61,1120000,1.0939850717782975,-0.003714510041900212,0.022094943104311825,0.5837473688258047,500.73,725
17.0,1.814859949350357,141,0.7416762834787369,7.0,11.83,1128000,1.164508747458458,-0.0070196886186022316,0.02163915087468922,0.5060966602886187,504.49,725
17.10000000000001,1.8338075840473176,142,0.7371374559402466,7.0,12.19,1136000,1.159508181810379,-0.0011464893497759477,0.022019194443710147,0.5434539903500027,510.72,726
18.10000000000001,1.9463358175754548,143,0.747145671248436,8.0,12.73,1144000,1.1814249384403228,-0.0067773501435294745,0.025148855214938523,0.549351390687462,521.69,726
20.0,1.728233181834221,144,0.7896936458349227,8.9,13.13,1152000,1.1821033620834351,-0.003614137062249938,0.01990491815144196,0.4888748344780944,537.59,727
19.10000000000001,1.826876026391983,145,0.7251547110080719,9.0,13.16,1160000,1.1605355477333068,-0.0049378066381905224,0.02204044843558222,0.5325855174591063,533.38,727
20.0,1.807523192167282,146,0.7593549460172653,9.0,13.34,1168000,1.1635526013374329,-0.006682514951535268,0.021523645487613974,0.5530112782353936,543.6,728
20.0,1.9862218618392944,147,0.702827718257904,9.0,13.3,1176000,1.1809616434574126,-0.00966374206065666,0.026518518449738623,0.5998406948469335,542.6,728
19.10000000000001,1.8943726372718812,148,0.6935923773050309,8.0,12.87,1184000,1.1657883059978484,-0.012438866497541312,0.025843372177332638,0.6548562947038173,539.08,729
20.0,1.831509038209915,149,0.7576653563976288,8.0,12.95,1192000,1.163449142575264,-0.0038052383708418345,0.022083965856581927,0.527305265520906,545.32,729
19.10000000000001,1.9406702041625976,150,0.7532465070486069,8.0,12.86,1200000,1.173029931783676,-0.009502336649020435,0.02500632982235402,0.5688397422617997,540.69,729
19.0,1.8917020738124848,151,0.7559542548656464,7.9,12.74,1208000,1.1342392772436143,-0.006397983269998804,0.02377984821330756,0.5706057253546898,537.49,730
20.10000000000001,2.1265309834480286,152,0.7039639097452164,7.9,13.17,1216000,1.1260048347711562,-0.013553602992906234,0.03464790686499328,0.7114172999066105,544.07,730
19.10000000000001,1.8075476586818695,153,0.7525976514816284,6.9,12.53,1224000,1.1227051687240601,-0.007390699731877249,0.02182346717920154,0.523501615695515,530.48,731
20.10000000000001,1.9675348675251008,154,0.730619285106659,7.0,12.53,1232000,1.1368283712863922,-0.00592836973577505,0.026439754129387438,0.5685072725934351,528.01,731
21.0,1.82169224858284,155,0.7474075925350189,7.0,13.24,1240000,1.1172621905803681,-0.00660873671178706,0.022063529617153108,0.49730781787858797,541.85,731
21.0,1.8059322667121886,156,0.7830121868848801,8.0,13.54,1248000,1.1352046573162078,-0.006173324310220778,0.021300250319764017,0.5031716335740775,551.05,732
20.10000000000001,1.9086819678544997,157,0.7630076962709427,8.0,13.88,1256000,1.103119083046913,-0.005167216338741128,0.024518316192552448,0.5271718039275138,559.47,732
21.0,1.75780270755291,158,0.8027360570430756,8.0,14.5,1264000,1.16690337061882,-0.0030383532744599506,0.02045184194110334,0.46805241710172985,571.21,733
21.0,1.9405923867225647,159,0.7248874586820603,8.0,14.16,1272000,1.1580926334857942,-0.0015145230281632394,0.02454812198411673,0.5289955999296955,564.15,733
21.0,1.8371446257829667,160,0.7259559607505799,9.0,14.82,1280000,1.148905746936798,-0.007779124941444024,0.022428619796410202,0.5112200479571025,575.22,734
21.0,1.8899263155460357,161,0.731290653347969,10.0,15.14,1288000,1.1189738428592682,-0.004340302693890408,0.023768309340812265,0.5216591635751766,581.46,734
21.0,1.8237542003393172,162,0.7259855282306671,10.0,15.0,1296000,1.121567912697792,-0.0017927152261836454,0.02194183534476906,0.5026896714107398,582.84,734
21.0,2.002275497913361,163,0.7127380156517029,10.0,15.13,1304000,1.159667783975601,-0.0038255668082274497,0.026425378397107124,0.5205600277739427,587.79,735
21.0,1.9133350872993469,164,0.7238248604536056,9.9,15.11,1312000,1.1432633036375046,-0.0067333716002758595,0.024481794051826,0.504122070510838,586.4,735
21.0,1.8996441602706908,165,0.7596648949384689,9.0,14.6,1320000,1.0984858816862106,-0.007320187103468925,0.02390657350420952,0.540857456701804,580.48,736
21.0,2.039278222322464,166,0.6610813152790069,9.0,14.76,1328000,1.143477377295494,-0.005171215431182645,0.028357884548604488,0.585728424558205,585.32,736
21.0,1.950343717932701,167,0.7418327969312668,9.0,14.5,1336000,1.1386738479137422,-0.013064995941094821,0.025605602813884618,0.5821579266328984,578.0,736
21.0,1.7968455755710602,168,0.7636695796251297,9.0,14.68,1344000,1.153809175491333,-0.0037172200495842844,0.02172884618397802,0.46665406167817297,581.53,737
20.10000000000001,1.8737753063440323,169,0.7450756716728211,9.0,14.68,1352000,1.1604968845844268,-0.0064738920202944425,0.023411106714047492,0.503175763236295,582.18,737
19.10000000000001,1.9467079603672028,170,0.581842006444931,7.0,13.69,1360000,1.0099583625607194,-0.010974749090783007,0.027039908000733703,0.635536104892893,551.13,738
19.10000000000001,2.0838092410564424,171,0.7005678451061249,7.0,13.43,1368000,1.131392597556114,-0.005183923083823174,0.0292146263550967,0.5813086500100229,540.74,738
20.0,2.02930234670639,172,0.704734428524971,7.0,13.89,1376000,1.1257275831699372,-0.007713983142311917,0.027008893452584743,0.5583756139506698,556.79,738
23.10000000000001,1.9448305279016496,173,0.7253952121734619,7.0,14.59,1384000,1.1265686404705049,-0.005959812650762615,0.025284078451804817,0.51470271373296,568.34,739
