P01:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_entropy,policy_loss,epoch_idx,grad_norm,explained_variance,fps,value_loss,P09:episode_rewards,advantage_norm
0.0,161.3181818181818,0.8409090909090909,8000,1.3584362089633941,-0.0010234060510993003,1,1.3517275986737627,-2.120183963775635,549,0.048419916560706044,3.0,1.537159039527178
0.0,183.98850574712642,1.4482758620689655,16000,1.3788837671279908,0.0005232051245275215,2,0.24007686429124536,-0.22969979524612427,325,0.01717058579060904,3.0,1.4012847540527582
0.0,188.31,1.56,24000,1.3798671793937682,0.0004892350640147925,3,0.21051336457576178,-0.005813174843788147,366,0.013739439086180028,4.0,1.2855684109404684
0.0,178.01,1.32,32000,1.376880979537964,0.002596125446725637,4,0.2127288586426275,-0.00796894907951355,391,0.012437020937009038,3.0,1.1216369769722223
0.0,177.69,1.35,40000,1.3792683207988738,0.00483227995573543,5,0.26880737431155943,-0.05846482932567596,406,0.0172533495836484,3.0,1.3267872264795004
0.0,188.17,1.65,48000,1.382006698846817,0.001268999776802957,6,0.24421954605056354,-0.006307060718536377,419,0.016869244199933745,3.0,1.4123269657045603
0.0,192.29,1.72,56000,1.3827631306648254,-0.0019402000785339623,7,0.19706791532375892,-0.026912947297096253,428,0.012467985604942555,4.0,1.1766367824748158
0.0,196.94,1.78,64000,1.3846617090702056,0.002545478115789592,8,0.23769359589443556,-0.01191636323928833,436,0.017063481614177364,4.0,1.4364582594111561
0.0,200.09,1.83,72000,1.3836471498012544,0.0003342358228110243,9,0.2159794875274762,-0.020406562089920043,443,0.017212027875748392,4.0,1.4109462497010827
0.0,187.01,1.59,80000,1.3825187349319459,0.000673726845998317,10,0.18296658881524983,-0.009502383470535279,447,0.013041863951232245,4.0,1.1791914650797843
0.0,181.09,1.4,88000,1.3798305368423462,0.0005488176667131484,11,0.18875834689578536,-0.005246424674987793,451,0.012350055656461335,3.0,1.1355847910791637
0.0,176.43,1.2,96000,1.382925924062729,0.0013901370926760136,12,0.19055101925633902,-0.01848396897315979,455,0.011639879628960443,3.0,1.0452236659638583
0.0,175.6,1.22,104000,1.3823656666278838,0.0029648172995075583,13,0.18920691675288656,-0.02837334394454956,459,0.013493681617744642,3.0,1.1734421905130148
0.0,174.12,1.19,112000,1.3832057595252991,0.00014563625154551119,14,0.1644967290151665,-0.011653876304626465,461,0.011708948373725435,3.0,1.0905138786695898
0.0,175.96,1.24,120000,1.3819002997875214,0.0003085071942768991,15,0.19558940754093523,-0.005869847536087036,463,0.013498260344713344,3.0,1.2089571646973492
0.0,184.13,1.45,128000,1.3801606321334838,0.0025989074120298028,16,0.21275039491512962,-0.004106326699256897,466,0.015547155107851722,3.0,1.3035385232046246
0.0,194.53,1.69,136000,1.383849731683731,0.001190559935348574,17,0.20697840713181825,-0.010661433935165405,468,0.017223524796863784,4.0,1.4281657525897027
0.0,197.01,1.68,144000,1.3714923441410065,-0.004654320816043765,18,0.3394818060334315,-0.13359757721424104,469,0.02062703434328796,4.0,1.5037131357565523
0.0,195.45,1.71,152000,1.354206520318985,0.005851844410935883,19,0.2404579399672312,-0.11389585316181183,471,0.013688647312455941,4.0,1.1902138189412654
0.0,197.08,1.82,160000,1.3785568463802338,0.0008030088414670899,20,0.2489324890136154,-0.03435949563980103,473,0.014606861107877194,5.0,1.2500676161050797
