PMM:episode_rewards,clip_fraction,grad_norm,P09:episode_rewards,P01:episode_rewards,fps,explained_variance,episode_length,policy_loss,value_loss,epoch_idx,frames,advantage_norm,policy_entropy,approx_kl_divergence
77.41935483870968,0.4984619140625,5478528.594310179,150.0,0.0,592,-5.343489634245634,313.64516129032256,0.028042240605282133,2188046.076001965,1,10240,15.968715626001359,1.682765098967866,3840.533273975571
106.85483870967742,0.2782958984375,0.07184966875387573,247.49999999999997,0.0,565,-2.0489096641540527e-08,314.4516129032258,-0.0018665459989279042,0.007018391124074696,2,20480,15.9687171459198,1.7721473895013333,0.004084502219643582
132.29166666666666,0.2206298828125,0.0918687147486172,337.5,0.0,596,-5.409121513366699e-07,318.40625,-0.0007670947765291203,0.012837253577527009,3,30720,15.968717658519745,1.7747529186308384,0.003229879830337268
166.75,0.178369140625,0.05418842605042061,402.5000000000002,25.0,580,2.9802322387695314e-09,329.93,-0.0012463156592275482,0.009447721498816009,4,40960,15.96871588230133,1.7733497478067874,0.0024750680821284733
205.0,0.2308349609375,0.05734461897361055,452.50000000000017,47.50000000000001,568,-4.470348358154297e-09,342.08,-0.0015009652117441874,0.010931579016869364,5,51200,15.968717604875565,1.7823456659913064,0.002969919614270111
192.0,0.2610107421875,0.05033180319704318,450.0,47.50000000000001,562,-1.3411045074462891e-08,342.64,-0.0021464466790348524,0.007276073876664668,6,61440,15.968717360496521,1.768470886349678,0.0033618844254760917
187.5,0.2080078125,0.053675286808145636,452.50000000000017,25.0,559,1.7136335372924803e-08,341.99,-0.0016931164711422753,0.009183321443560998,7,71680,15.968717688322068,1.7792776323854924,0.0026216915721988697
153.75,0.2689697265625,0.05083462933558214,275.0,25.0,551,-1.9744038581848144e-08,328.35,-0.002052164373890264,0.007480964754586239,8,81920,15.968716847896577,1.782748518884182,0.0037246948179927132
158.75,0.218603515625,0.05417094280600685,305.00000000000045,25.0,540,1.7508864402770997e-08,328.79,-0.0017127957529737615,0.010307087983528617,9,92160,15.968717700242996,1.7756635919213295,0.0030034966847097165
169.75,0.2658935546875,0.056000416468292534,350.0,50.0,537,7.450580596923828e-09,333.92,-0.0018567049075500109,0.010928734025219456,10,102400,15.968717730045318,1.7677485391497612,0.0036875931145573305
172.75,0.1896240234375,0.053818701145917934,350.0,50.0,537,-4.470348358154297e-09,340.86,-0.0014316370645246935,0.008821250584787776,11,112640,15.9687175989151,1.7790123522281647,0.002393696474086937
186.25,0.20283203125,0.05354856737610344,327.5000000000002,50.0,537,-3.3527612686157227e-09,341.79,-0.0014451611943513854,0.010500253277405136,12,122880,15.968717557191848,1.7695926144719123,0.0030600397363627963
180.75,0.2621826171875,0.05371261087303862,357.5000000000007,50.0,537,5.587935447692871e-09,334.57,-0.002071949896344449,0.009168668734037055,13,133120,15.968717551231384,1.780326784402132,0.0036891125301394823
167.25,0.2255126953125,0.050911658241797594,327.5000000000002,22.500000000000007,536,1.6391277313232423e-08,326.21,-0.0018951828893477795,0.00732990057799725,14,143360,15.968717348575591,1.771310917288065,0.002954633742422175
160.75,0.2487060546875,0.05255682264501307,357.5000000000007,0.0,535,-1.1175870895385742e-09,323.62,-0.001672334977411083,0.009796248747443314,15,153600,15.968717807531357,1.7672352991998195,0.0031094942709387397
148.25,0.2372802734375,0.05451319465888023,325.0,22.500000000000007,534,-3.2782554626464846e-08,323.82,-0.0015024305295810337,0.007617243867480283,16,163840,15.968717753887177,1.7781162209808827,0.0035315745288016843
166.5,0.2568603515625,0.055752110218425764,360.0000000000009,25.0,532,-1.601874828338623e-08,329.2,-0.001877375905678491,0.008970588221563958,17,174080,15.968717741966248,1.7797092951834201,0.0032729165361843116
