advantage_norm,PMM:episode_rewards,P01:episode_rewards,episode_length,explained_variance,fps,epoch_idx,policy_entropy,policy_loss,grad_norm,value_loss,frames,P09:episode_rewards
1.5566729135811328,0.8333333333333334,0.0,155.64583333333334,-0.44843490958213805,553,1,1.3427575862407684,-0.017459793462767267,1.2807883248282865,0.04157128739625478,8000,2.3000000000000043
1.3372391294315458,1.1397849462365592,0.0,169.06451612903226,-0.04308193385601044,331,2,1.379619176387787,0.0015411616032361053,0.25322608791389684,0.015962841782493343,16000,3.0
1.1636962094902992,1.45,0.0,184.22,-0.009181311130523681,376,3,1.3694904506206513,0.000848497292608954,0.22255354908899286,0.012457893331156811,24000,4.0
0.9198243905231357,1.13,0.0,171.29,-0.024293496012687682,398,4,1.3778689289093018,0.0010550136060919612,0.17010062145570118,0.009157258976777029,32000,3.0
1.1348694283887744,1.06,0.0,167.0,-0.022546178102493285,413,5,1.3812502801418305,-0.00021260285342577845,0.18918641668855699,0.012576426370528679,40000,3.0
1.1384397072717547,1.11,0.0,170.04,-0.0253434818983078,427,6,1.379846022129059,0.004156461221864447,0.18658070784460953,0.012516855527337611,48000,3.0
1.2332770663127304,1.28,0.0,176.44,-0.017636275887489318,434,7,1.3776349997520447,0.0027563131542410703,0.2431333971392003,0.014243880341309705,56000,3.0
1.0596028117649257,1.33,0.0,178.02,-0.04116186022758484,441,8,1.383338531255722,0.001570696548151318,0.18118869284948705,0.011151721145079136,64000,3.0
1.111304456293583,1.22,0.0,174.19,-0.00825657308101654,446,9,1.3756732845306396,0.00020289095351472497,0.1987653077598525,0.011652523184220626,72000,3.0
1.1322543435543775,1.14,0.0,171.74,-0.008994509577751159,450,10,1.3783707666397094,0.0006735496205510571,0.18782930951678406,0.011612682572540507,80000,3.0
1.1287188027054071,1.22,0.0,174.68,-0.0037318581342697145,452,11,1.3751987981796265,0.0008918648975668475,0.19888709203737637,0.012141028080168325,88000,3.0
1.2285260575264692,1.37,0.0,180.91,-0.0029698240756988524,456,12,1.375302574634552,0.0012547033961163834,0.19665508602499124,0.014715737534570507,96000,3.0
1.1105499376915395,1.24,0.0,177.41,-0.02136202096939087,460,13,1.381432591676712,0.0011423631495563313,0.15980675264618432,0.0119343014921742,104000,3.0
1.2395274434238672,1.18,0.0,175.97,-0.03888124883174896,461,14,1.3846690332889557,0.0029220749775413423,0.17702193299703414,0.01374089831384481,112000,4.0
1.2895067539811134,1.46,0.0,187.29,-0.01222492516040802,464,15,1.3810339021682738,-0.0008719260018551722,0.20664109057696764,0.015374636180422386,120000,4.0
0.992844592705369,1.32,0.0,180.45,-0.03793350875377655,466,16,1.378094311952591,0.0010508340777596458,0.17070054375820287,0.010254772024745762,128000,3.0
1.1047938825190067,1.05,0.0,168.26,-0.0014557743072509766,468,17,1.3832110702991485,0.0025993208478030283,0.18872850138028724,0.012375710775540939,136000,3.0
0.9395851884782315,0.97,0.0,164.6,-0.08361266911029816,469,18,1.3763340187072755,-0.0007730339820227527,0.18248298202040186,0.00960240403386706,144000,2.1000000000000085
1.1088057213276625,0.93,0.0,162.38,-0.0563952761888504,471,19,1.3708080542087555,0.000724535100889625,0.23256303258066258,0.012106661144498503,152000,2.0
1.280485105663538,1.11,0.0,169.9,0.0104139906167984,471,20,1.3774395215511321,0.0006325599411138682,0.2878478287067271,0.013875366358479368,160000,2.0
1.3605970349907874,1.26,0.0,177.15,0.05159686267375946,472,21,1.3815534126758575,0.004225673031542101,0.3306202151513491,0.015093724278267473,168000,3.0
1.3495376010239124,1.5,0.0,185.41,-0.2218940645456314,473,22,1.378195642232895,0.000702252752671484,0.3354802026931521,0.014710126496502197,176000,3.0
1.2934346023201941,1.44,0.0,181.78,0.5147693794965744,473,23,1.3735133075714112,-0.0007497740481630899,0.29916866736130926,0.012932956527220086,184000,3.0
1.3899108594655991,1.66,0.0,190.66,0.545517772436142,474,24,1.3716714823246001,-8.460402692435309e-05,0.3851379980037218,0.014383047038281803,192000,4.0
1.4121586218476296,2.0,0.0,204.07,0.6777205431461334,474,25,1.3767882871627808,-0.003033787308377214,0.3602694215586697,0.015295521048246883,200000,5.0
1.4387576159834863,1.81,0.0,198.62,0.6957433754205704,477,26,1.3785409140586853,0.0011962474731262774,0.5004993697616004,0.016958231280441396,208000,4.1000000000000085
1.3923132607340813,2.0,0.0,202.13,0.7304285824298858,479,27,1.3771922659873963,-0.006005058677401393,0.4150709794468754,0.013986221721861512,216000,5.0
1.489613589644432,2.04,0.0,203.28,0.7888538134098053,482,28,1.3515062093734742,-0.008580150089110249,0.4987192900754728,0.016013139996211977,224000,5.0
0.9701307654380799,1.97,0.0,200.9,0.8444412797689438,486,29,1.3531494617462159,-0.0009866246581077575,0.27497455235510787,0.007198106289142743,232000,5.1000000000000085
1.115251824259758,1.78,0.0,197.61,0.8904364562034607,489,30,1.3569645404815673,-0.0040189640077005605,0.3640014303411288,0.009562191374134272,240000,5.0
1.107708259820938,1.8,0.0,197.34,0.8924767726659775,491,31,1.354354511499405,-0.0013509486010298132,0.31979150427885955,0.008991960939601995,248000,4.1000000000000085
1.0377148193120957,2.03,0.0,204.38,0.928114470243454,493,32,1.3422293961048126,-0.0033646365185268224,0.34294586080157685,0.007887773498659954,256000,5.1000000000000085
1.0505247521400451,2.27,0.0,213.11,0.9204525661468506,495,33,1.3443110704421997,-0.0007018747308757156,0.28274403299920187,0.008233665894949808,264000,5.0
0.8771319490671158,2.16,0.0,215.37,0.933715870976448,496,34,1.3437484335899352,-0.0008094845811501728,0.22686190219994187,0.005619689982850105,272000,5.0
0.7644899024069309,1.93,0.0,204.84,0.9597343856096268,497,35,1.3484520077705384,0.000816114860936068,0.22013566625001788,0.004383557694673072,280000,5.0
0.7889260502159595,1.83,0.0,194.96,0.9458138167858123,497,36,1.3409833121299743,-0.001122003090858925,0.20310045013188016,0.00466371243033791,288000,5.0
0.7160664111375808,2.01,0.0,202.65,0.9613341873884201,498,37,1.329013489484787,-0.0011835983041964936,0.18790065607278705,0.004014483459468465,296000,5.0
0.87025385633111,2.11,0.0,207.89,0.922397775053978,498,38,1.3412742972373963,-0.0020783308953969027,0.24241548744960578,0.006193533210607711,304000,5.0
0.7815995585918426,1.8,0.0,195.15,0.9389703130722046,499,39,1.3281796836853028,-0.00036658842233009634,0.21106757836712856,0.004961775842675706,312000,5.0
0.7246223790943622,1.79,0.0,194.2,0.9510186678171157,499,40,1.3232408833503724,-0.0009647905314341187,0.19477330754819594,0.004609836273593828,320000,5.0
0.758415915966034,1.9,0.0,202.42,0.9612787526845932,500,41,1.3399544560909271,-0.00209153961710399,0.19735120265796713,0.0046767062711296605,328000,5.0
0.6038647030293941,1.8,0.0,198.09,0.9704423403739929,500,42,1.3300624668598175,-0.002151151500729611,0.16607026215815776,0.003102300753816962,336000,5.0
0.7685797023773193,1.7,0.0,193.66,0.9470305228233338,499,43,1.3399906659126282,-0.0010447494755499065,0.1860204514003754,0.004824688329536002,344000,5.0
0.7370628218352795,2.16,0.0,206.19,0.9558168888092041,499,44,1.340996779203415,-0.0001064787240466103,0.18674965168530097,0.004835560977371642,352000,8.100000000000009
0.8682050222158432,2.43,0.0,217.34,0.8972022706270217,499,45,1.3469125413894654,-0.002165973471128382,0.25306524412432846,0.007356706965074409,360000,8.100000000000009
0.729007744640112,1.97,0.0,201.75,0.9543550938367844,499,46,1.3503566896915435,0.00021352605486754328,0.21305308778302268,0.004370536703208927,368000,5.0
0.9423686718940735,1.85,0.0,194.35,0.9059874731302261,499,47,1.3545488345623016,-0.0013601640591514297,0.24134744035005495,0.006833934676833451,376000,5.0
0.998345493376255,1.99,0.0,198.05,0.8854493588209152,498,48,1.367233327627182,-0.0015272176288999616,0.2471869288903115,0.007823034640750848,384000,8.0
0.9197470185160637,1.81,0.0,197.34,0.9150849992036819,498,49,1.3716600775718688,-0.001010434547206387,0.2338595563885447,0.00637452186900191,392000,5.1000000000000085
0.946505980193615,2.04,0.0,211.57,0.9381330746412277,498,50,1.3683813321590423,-0.001190177277312614,0.2666097846180227,0.007126892294036224,400000,5.0
0.7809493184089661,2.17,0.0,213.1,0.955758164525032,497,51,1.3468177270889283,-0.0020148352476826404,0.20360849598576006,0.005172869170492049,408000,5.0
1.0508135455846785,2.29,0.0,215.88,0.9142489808797837,496,52,1.3677079570293427,-0.002298012535320595,0.3096795343356402,0.008582947174145374,416000,6.0
0.9117456194758415,2.2,0.0,211.48,0.9388400149345398,495,53,1.3554751288890838,-0.001841880179126747,0.24746736672305059,0.006243883989518508,424000,5.0
0.9155209857225418,2.02,0.0,204.92,0.9354068064689636,495,54,1.3648496055603028,-0.0006263136147754267,0.23794656203083775,0.0066942751948954535,432000,5.0
1.208515703380108,2.29,0.0,215.33,0.8787349104881287,494,55,1.369135240316391,-0.0011878567468374967,0.3199989158722619,0.010892534421291202,440000,5.0
0.8311229217052459,2.21,0.0,215.01,0.9456242787837982,494,56,1.3333102905750274,-0.0022066269220340474,0.23090772240341134,0.005204235970741138,448000,5.0
0.8135468077659607,2.41,0.0,222.72,0.9481841707229615,493,57,1.330830569267273,-0.0009625522023998201,0.22177966278970132,0.0052925957171828485,456000,5.1000000000000085
1.0886056619882583,2.8,0.0,234.7,0.9006904423236847,492,58,1.3552285170555114,-0.002113837821234483,0.28231591476397855,0.008876349272322842,464000,7.1000000000000085
0.8417931258678436,2.99,0.0,240.63,0.9514963692426681,491,59,1.3202614736557008,-0.0010876831771020079,0.22166548518772924,0.005314504054258578,472000,9.0
1.282877396941185,3.18,0.0,241.31,0.8248769825696946,490,60,1.356042433977127,-0.0049439901052392085,0.5445463019730779,0.025412149582989513,480000,9.0
1.0237262764573096,3.04,0.0,238.74,0.9128135198354721,490,61,1.35935866355896,-0.002157018497819081,0.26098578748809076,0.007900148362969048,488000,9.0
0.9742747989296913,2.81,0.0,232.37,0.9277367061376571,489,62,1.3548486566543578,-0.0011261147970230922,0.246811802882045,0.006945883193984628,496000,7.0
1.2499135422706604,2.96,0.0,243.03,0.8638043016195297,489,63,1.3449379646778106,-0.002083111725805793,0.31418620913327144,0.011321436438011005,504000,7.0
1.2631355279684067,2.85,0.0,239.24,0.8308970558643342,489,64,1.3070688927173615,-0.006795540334132965,0.4288199207355521,0.012584705991321244,512000,6.1000000000000085
0.9783301600813865,2.83,0.0,236.5,0.9243906712532044,490,65,1.3392518985271453,-0.0022787577575945762,0.25583017996171054,0.007111495300778188,520000,7.0
1.0651179140806197,2.73,0.0,233.57,0.9024315196275711,490,66,1.35442666888237,0.0009355485266132746,0.26476039009553587,0.00852408003702294,528000,7.0
1.21419665068388,2.56,0.0,223.81,0.8160036373138427,491,67,1.3518812191486358,-0.004081978385220282,0.3150860531309084,0.010569049647310749,536000,7.1000000000000085
1.1177236616611481,2.34,0.0,217.01,0.8874306178092957,492,68,1.3479996836185455,0.0013229008093185257,0.29019451011417574,0.008988677297602408,544000,5.0
1.278989421725273,2.47,0.0,222.01,0.8430595499277115,492,69,1.3511979639530183,-0.0029225877299904825,0.3365275770103423,0.0116096422157716,552000,5.0
1.240904290676117,2.53,0.0,225.95,0.8754856675863266,493,70,1.3432041680812836,-0.0003452010174805764,0.33314602542649424,0.010963909308193251,560000,5.0
1.0761959767341613,2.74,0.0,228.87,0.9074607038497925,493,71,1.3357603776454925,-0.0007824962065205909,0.2856315465809079,0.008510995244141667,568000,6.0
1.2792407009005546,2.79,0.0,229.53,0.8611188024282456,494,72,1.3241326427459716,-0.003829992043902166,0.323838049592565,0.01221759632753674,576000,6.0
1.2490043538808822,2.84,0.0,233.3,0.8878882557153702,494,73,1.308851637840271,-0.0023092467593960465,0.34036277471369236,0.011108263834612444,584000,6.0
1.072380363047123,2.56,0.0,226.13,0.8879509156942368,494,74,1.310517281293869,-0.0012182795640546828,0.29148262378436707,0.00840514556504786,592000,5.1000000000000085
1.0503348532319068,2.89,0.0,236.39,0.9134877079725265,495,75,1.3232469606399535,-0.0019011864007916302,0.2680947790684801,0.007879406330175698,600000,7.1000000000000085
1.3184768995642662,2.81,0.0,232.53,0.8432935702800751,495,76,1.3090199494361878,-0.0027653502466273494,0.3898504789054745,0.012827405908610671,608000,7.1000000000000085
1.391805322766304,2.97,0.0,235.5,0.7806582325696945,496,77,1.304785590171814,-0.004739324011025019,0.3523466989547616,0.014197573682758957,616000,8.0
1.0728161489963532,2.89,0.0,230.47,0.9090031069517136,496,78,1.3113258290290832,-0.0017375661092228255,0.2755086346062232,0.008139327131211758,624000,7.1000000000000085
1.3907985270023346,3.0,0.0,229.51,0.8424437630176544,497,79,1.2840881800651551,-0.005138706536745303,0.37889167798508167,0.013541413423372433,632000,8.0
1.3927881568670273,3.06,0.0,229.68,0.8526440250873566,497,80,1.265668442249298,-0.0053125518024899065,0.3896313465207966,0.013409817260690033,640000,7.1000000000000085
1.3237755566835403,3.54,0.0,245.1,0.7989119052886963,497,81,1.2793800354003906,-0.0003587106947088614,0.3659090571570121,0.012836244787322357,648000,8.0
1.0746011650562286,3.73,0.0,254.01,0.9037902170419693,498,82,1.2932013702392577,0.00021500561852008104,0.28836072695068726,0.00799388841027394,656000,8.100000000000009
0.9777499923110008,3.27,0.0,242.1,0.9303362357616425,498,83,1.3169679367542266,-0.0011807635135482996,0.29105049383710047,0.0066186263819690795,664000,9.0
1.275928519964218,3.26,0.0,244.73,0.8789026719331742,499,84,1.2998244380950927,-0.00223825688008219,0.3563098885122477,0.0113928899273742,672000,9.0
1.0100092133879661,3.21,0.0,242.75,0.9191643816232681,499,85,1.2994298923015595,-0.0006968478247290478,0.2587911227198842,0.007569931356119924,680000,9.0
