approx_kl_divergence,epoch_idx,clip_fraction,P01:episode_rewards,fps,value_loss,advantage_norm,explained_variance,policy_loss,policy_entropy,grad_norm,frames,PMM:episode_rewards,episode_length,P09:episode_rewards
2452.1797921489842,1,0.54677734375,135.0,424,1251369.3602034752,15.968717819452285,-1.103811876103282,0.07412623373384122,0.8239232756444835,3190070.8924105354,10240,202.0,355.52,275.0
0.00411669623057378,2,0.2717041015625,75.0,327,0.01154004700947553,15.968717861175538,4.470348358154297e-09,-0.0012751426813338185,1.7340209037065506,0.09983457331443323,20480,197.76785714285714,348.875,300.0
0.003101474718562258,3,0.2462646484375,75.0,371,0.010849609073193277,15.968717730045318,1.30385160446167e-08,-0.00200614988207235,1.7674494452774525,0.05401182888046996,30720,205.9659090909091,346.71590909090907,300.0
0.0031999672849906346,4,0.23876953125,75.0,401,0.011226161720333038,15.968717801570893,-1.2665987014770507e-08,-0.0018781270151521311,1.772894413024187,0.054629741998234504,40960,216.5,350.48,302.5000000000002
0.003823328351541022,5,0.259716796875,75.0,422,0.00987971480080887,15.96871783733368,-7.450580596923828e-09,-0.002044022549307556,1.7731560349464417,0.05480805599670833,51200,219.0,350.88,452.50000000000017
0.0037555293422883553,6,0.26572265625,50.0,440,0.008307120645258691,15.968717736005782,-7.450580596923828e-09,-0.0017947925898624817,1.7844073377549647,0.05306097408754727,61440,181.75,340.5,277.5000000000002
0.002960829607695814,7,0.2157470703125,50.0,451,0.007830526110172542,15.968716603517532,-2.6077032089233397e-09,-0.0016543314453883796,1.7764513887465,0.05415668787965951,71680,160.25,331.62,275.0
0.003666720180433458,8,0.2645751953125,25.0,460,0.006913117156000226,15.968717551231384,-7.82310962677002e-09,-0.0017309937022218947,1.763541928678751,0.05338931131785073,81920,122.25,322.17,225.0
0.0034879362376955213,9,0.2456787109375,25.0,469,0.007906905994332192,15.968717628717423,-1.9371509552001954e-08,-0.001518136939193937,1.7790723793208598,0.05370622527885273,92160,123.75,318.4,225.0
0.0032957133041009003,10,0.2415771484375,22.500000000000007,475,0.008603564946452025,15.968717259168624,3.725290298461914e-09,-0.0019476271529129008,1.7753809057176113,0.05460058050457388,102400,137.0,323.43,225.0
0.002835758318741455,11,0.2091064453125,22.500000000000007,481,0.011418439808767288,15.968717867136002,-7.078051567077636e-09,-0.00130178592116863,1.775549804419279,0.057555148088439465,112640,159.25,331.37,302.5000000000002
0.0030028044381879226,12,0.2357177734375,25.0,485,0.007944383131780341,15.96871754527092,-3.725290298461914e-09,-0.0017627703648031457,1.7784369856119155,0.05368465970940407,122880,177.5,341.72,325.0
0.003104934266593773,13,0.2026123046875,25.0,488,0.008631528288788104,15.96871771812439,-1.1175870895385742e-08,-0.0016330694757925811,1.7844822809100152,0.05181581133573267,133120,169.25,339.76,300.0
0.00364128710255045,14,0.2625732421875,25.0,491,0.009121209528530017,15.96871766448021,-1.899898052215576e-08,-0.0018392508434772025,1.7765873737633229,0.05359080753003366,143360,164.75,339.49,300.0
0.0034140358711965747,15,0.2517333984375,25.0,492,0.00718534439515679,15.968717461824417,-1.1175870895385742e-09,-0.002072920747741591,1.7778204046189785,0.05257375630247052,153600,148.25,334.8,275.0
0.003075388700460735,16,0.2470458984375,25.0,495,0.009541279898530774,15.9687156021595,-4.8428773880004884e-09,-0.0017340224323561416,1.78274654597044,0.05522827870129708,163840,156.75,336.94,277.5000000000002
0.0036022918517574,17,0.2603759765625,25.0,496,0.007544852661226287,15.968714982271194,-1.9744038581848144e-08,-0.0015642731268599164,1.783017745614052,0.054257656231286866,174080,147.75,331.52,277.5000000000002
0.002544207085634298,18,0.1976318359375,25.0,497,0.00836576982445365,15.968716478347778,1.601874828338623e-08,-0.0014272984339186224,1.7718127764761449,0.05301557329087868,184320,159.25,334.45,352.5000000000002
0.003445116392424552,19,0.23544921875,0.0,497,0.006506230371289235,15.968711668252945,3.725290298461914e-09,-0.0017493147941422648,1.7698681473731994,0.05074182106773093,194560,135.0,326.13,300.0
0.0030517167126276946,20,0.2412109375,0.0,498,0.009171920628023144,15.968717283010482,7.450580596923828e-09,-0.001806146690432797,1.777247216552496,0.05539569023946885,204800,140.75,322.96,300.0
0.002648689126476711,21,0.215185546875,22.500000000000007,500,0.007652934362567976,15.968717008829117,-4.470348358154297e-09,-0.001342056938665337,1.7805072158575057,0.05356099485356079,215040,140.75,318.47,275.0
0.0034090647698803876,22,0.2548583984375,25.0,500,0.008941740879708959,15.96871754527092,-1.9744038581848144e-08,-0.0015635973577445839,1.7772376380860806,0.05402582599161939,225280,147.0,321.75,252.50000000000023
0.0025584142288977317,23,0.1928466796875,50.0,500,0.009436077714872227,15.968717688322068,-1.2293457984924316e-08,-0.0014927335767424665,1.7720963314175606,0.055286083742849615,235520,158.5,331.74,275.0
0.0024924463481738714,24,0.1824462890625,50.0,499,0.012786434692861804,15.968717753887177,4.097819328308106e-09,-0.0013623601269500795,1.7654021061956882,0.05545549147815927,245760,170.75,333.85,300.0
