fps,policy_entropy,P09:episode_rewards,value_loss,epoch_idx,frames,policy_loss,advantage_norm,explained_variance,episode_length,PMM:episode_rewards,P01:episode_rewards,grad_norm
440,1.381246007680893,4.0,0.005818277169992143,15,120000,0.0005258057465835009,0.7733743515610695,-1.1541556960344315,193.1,1.71,0.0,0.09299460481229377
442,1.381788617372513,4.0,0.005209918544042011,16,128000,-4.56928311905358e-05,0.6816714260354638,-2.7990509521961213,185.53,1.5,0.0,0.08869624798263215
442,1.3847705662250518,4.0,0.005170928951993119,17,136000,-0.0006307420966913924,0.7190389383211732,-1.4582739609479904,182.2,1.37,0.0,0.1090633742201238
442,1.3821895396709443,4.0,0.005349776716975611,18,144000,0.0011345886938579498,0.7375942662358284,-1.443798713684082,184.81,1.37,0.0,0.1278003278284114
444,1.381872125864029,3.1000000000000085,0.004187042278390436,19,152000,6.446709448937327e-05,0.6343103758245706,-3.600376571416855,180.46,1.27,0.0,0.1149321726993775
445,1.3779514920711518,5.0,0.005223696562716214,20,160000,0.00010689488863135921,0.7491539040952921,-2.4592566710710524,194.15,1.68,0.0,0.13426846084410918
446,1.3796508061885833,4.0,0.004041733790236321,21,168000,-0.0003713122688350268,0.6532364351674914,-2.468800216317177,194.99,1.69,0.0,0.11871019913827845
446,1.3763073539733888,4.0,0.0038769799837609755,22,176000,-0.0013267113934853113,0.6301326803863049,-1.4364443969726564,187.75,1.49,0.0,0.1424204740888529
446,1.3788404643535614,3.0,0.003693173910796759,23,184000,2.9205062892287968e-05,0.6286131013929844,-2.3691776925325394,184.26,1.52,0.0,0.10550233939422247
447,1.3818247878551484,4.0,0.0177863207189057,24,192000,0.0007473527677575476,0.8082545131072402,-4.454777026772499,180.35,1.46,0.0,0.8706642872560699
447,1.3841615414619446,4.0,0.003286835497201537,25,200000,0.0005660057946806773,0.5897238531336189,-7.363015362024307,175.2,1.26,0.0,0.11572419265850353
448,1.3834756326675415,3.1000000000000085,0.003508685646156664,26,208000,0.00014875214110361413,0.607727560326457,-2.3547446155548095,177.43,1.3,0.0,0.11235735524190021
448,1.382738503217697,3.0,0.002752917711077316,27,216000,1.5549537201877684e-05,0.5360016774386167,-4.0047921979427334,190.46,1.65,0.0,0.08598069822674655
448,1.385335224866867,4.0,0.002855236696796055,28,224000,-0.000710214014397934,0.5486183501407504,-3.532851260304451,186.82,1.53,0.0,0.1080748908109894
449,1.3848366808891297,3.1000000000000085,0.0031742352271476194,29,232000,0.0005398345860885456,0.5714277422241867,-1.8968248462677002,177.77,1.25,0.0,0.1043762510606937
449,1.3857163286209107,4.0,0.0022762039030567393,30,240000,0.0002467596359201707,0.4678012344613671,-7.169675263762474,185.16,1.46,0.0,0.07109689522041744
448,1.3838552391529084,4.0,0.002824729986737111,31,248000,-0.0002431803406216204,0.5260866311751307,-4.945676037073135,188.34,1.49,0.0,0.09069957172584737
449,1.3835861897468567,3.0,0.002369697301628548,32,256000,-0.0006496652276473469,0.45795445268973706,-7.605087406039238,170.58,1.04,0.0,0.08973188685777175
449,1.3838372206687928,3.0,0.0023992071680731895,33,264000,-0.00014532499233609996,0.4760511526092887,-8.133838459849358,169.76,1.04,0.0,0.0877042314462328
451,1.3840465533733368,3.0,0.0029838351881335255,34,272000,-3.457059574429877e-05,0.5531157691776752,-2.3944122982025147,185.36,1.48,0.0,0.09532120741351108
451,1.383322206735611,3.0,0.002354417390083654,35,280000,0.0002355956933752168,0.46641376323997974,-5.202043454647065,184.69,1.51,0.0,0.08201872724741506
453,1.3848627746105193,3.0,0.0017172469660454227,36,288000,0.0004784925762214698,0.3983871064707637,-8.286171555519104,179.87,1.35,0.0,0.05977587434434085
454,1.385139776468277,3.0,0.0021629263855447787,37,296000,-0.0006263155247143004,0.4654005024023354,-3.4133604824543,179.34,1.32,0.0,0.09383138269089558
455,1.384626672267914,4.0,0.0021703065070869344,38,304000,0.00038580486674618444,0.4576192008703947,-6.367324310541153,186.31,1.42,0.0,0.07230195561640186
457,1.3825014638900757,4.0,0.0026711055955820485,39,312000,-0.00017649466753937303,0.49185296341776846,-14.32514136493206,186.05,1.4,0.0,0.09153163231179917
458,1.3811018359661102,4.0,0.0019484081129257902,40,320000,-0.0003945762721559731,0.4440061892941594,-2.8201999640464783,184.25,1.42,0.0,0.0673483233929242
459,1.3822446072101593,4.0,0.0019746596467666677,41,328000,0.0002376557100797072,0.4278326953575015,-3.670209977030754,182.82,1.44,0.0,0.07004479484966274
460,1.3844150495529175,3.1000000000000085,0.001793265244568829,42,336000,0.00026412383216666056,0.4010193559899926,-5.400079163908958,179.96,1.42,0.0,0.062448594190613056
461,1.3839622414112092,4.0,0.0017744403543656518,43,344000,-0.00014367523861437802,0.4007603189349174,-4.349122623205185,185.05,1.52,0.0,0.0670212579137315
462,1.380980829000473,4.0,0.0018726609751047363,44,352000,-0.0007471744016402227,0.4337686355784535,-0.2865061920881271,189.85,1.55,0.0,0.08797772511059289
463,1.3816985011100769,4.0,0.0015685489063162095,45,360000,-1.0173950649914331e-05,0.35737790606915953,-4.090737366676331,186.39,1.5,0.0,0.05879058378839046
463,1.3836634027957917,4.0,0.0015956067501429062,46,368000,9.378639042552095e-06,0.382822195738554,-0.73053930580616,180.72,1.36,0.0,0.06550482908790647
464,1.381640236377716,4.0,0.0017797823421824433,47,376000,-2.1132584624865558e-05,0.4114640386030078,-4.581739307641983,178.84,1.28,0.0,0.07948401237983975
465,1.383384782075882,4.0,0.0021736127278927596,48,384000,-6.822820985689759e-05,0.44056693695485594,-2.5670584535598753,183.01,1.41,0.0,0.07778098238218685
465,1.3814758002758025,4.0,0.0020003057319263463,49,392000,-0.0001306494270102121,0.4353379910439253,-1.884423234462738,191.85,1.64,0.0,0.07806918674417386
466,1.382171119451523,4.0,0.0015668069950106655,50,400000,0.0008951124892337248,0.3510866779461503,-2.1529889637231827,189.16,1.56,0.0,0.12359611853516278
466,1.3828410029411315,4.0,0.001458775342816807,51,408000,0.0001642209602869116,0.36670598763972523,-3.4063516879081726,184.72,1.41,0.0,0.060658987582100324
466,1.3841605007648468,3.1000000000000085,0.0014536857017537841,52,416000,6.941290223039687e-05,0.36673457864671943,-3.156895660161972,185.09,1.39,0.0,0.07239645025707565
467,1.3857818305492402,3.0,0.0011318205800534998,53,424000,4.851412930293009e-05,0.31563297390937806,-1.338521928191185,177.19,1.21,0.0,0.06336823876945517
467,1.3855795359611511,3.0,0.0021095783603459497,54,432000,1.0158617005799897e-05,0.4309014969319105,-14.878540877103806,181.16,1.32,0.0,0.07578765646249737
468,1.3850296354293823,3.0,0.0012692638100543262,55,440000,-0.0002981515096325893,0.333767386302352,-3.9301248425245285,185.12,1.43,0.0,0.06825060785595909
468,1.3850221228599549,3.0,0.0013337592133757425,56,448000,-0.0022316562027845065,0.32380377165973184,-2.3631666362285615,175.46,1.2,0.0,0.08271420991410997
469,1.3855919229984284,3.1000000000000085,0.0013352019440844743,57,456000,-0.0001007475059304852,0.33019531562924387,-4.656448718309402,177.39,1.26,0.0,0.06897713802992968
469,1.3844935595989227,3.1000000000000085,0.001675009506252536,58,464000,-0.0005445571627933532,0.37884608512744306,-17.6061509090662,177.98,1.29,0.0,0.08170497450825896
470,1.3845430564880372,3.0,0.001271055954834992,59,472000,0.00013042988011875424,0.3176679966971278,-1.8314016824960708,179.93,1.34,0.0,0.060278670175215564
470,1.3830494165420533,3.0,0.0012644080723703155,60,480000,-0.0001245500671939226,0.32157433550804854,-2.39430701315403,180.82,1.36,0.0,0.05885034616171187
470,1.3838840293884278,3.0,0.0011966978484315406,61,488000,-0.00046998580561194106,0.3165919668786228,-19.042021278738975,183.72,1.39,0.0,0.054502003742418335
471,1.3811892688274383,3.0,0.0015909703651277596,62,496000,-0.00018270854794536718,0.3708979719132185,-0.8113852566480637,182.78,1.36,0.0,0.07371048985611534
471,1.381203796863556,3.0,0.001071718345260706,63,504000,0.0002073622351326776,0.29058789229020476,-2.9918845683336257,173.63,1.15,0.0,0.055200085091213685
472,1.3846243453025817,3.0,0.0017216459724249944,64,512000,0.0001543599981960142,0.39988986887037753,-1.9518716883659364,177.4,1.35,0.0,0.07657570734576781
472,1.3854848670959472,4.0,0.0012596518775353615,65,520000,9.768278949195519e-05,0.32985718704760075,-5.293594880700112,185.07,1.51,0.0,0.0631915010348894
473,1.3844068932533264,3.0,0.001123851909460427,66,528000,-0.00013521562268579146,0.2959875898808241,-2.8786621099710463,178.38,1.25,0.0,0.05920424507025047
473,1.3841858875751496,4.0,0.0016221538714671624,67,536000,4.874357118751504e-05,0.3661236437782645,-1.3787328296899795,187.51,1.47,0.0,0.06331175918895476
474,1.385061023235321,4.0,0.0013488795580406077,68,544000,5.861797241777822e-05,0.31722786150872706,-7.000443049669266,195.55,1.68,0.0,0.05724766449088536
474,1.3858688426017762,3.0,0.0007341811802325537,69,552000,8.897214553144295e-05,0.2544199367798865,-2.2650718504190444,186.71,1.47,0.0,0.04781546205344866
474,1.385302984714508,3.0,0.0015624347159109676,70,560000,-0.0024983022606465967,0.34172539722174405,-0.6720366829633713,180.41,1.31,0.0,0.08007372638187991
474,1.3857144975662232,3.0,0.0008018226792387395,71,568000,-6.3136919925455e-06,0.24103995323181152,-1.4319474536180496,181.18,1.3,0.0,0.03989403066630889
475,1.3851977145671845,3.0,0.0017994050080005763,72,576000,-0.00010473737354914192,0.37043707290664313,-0.9711973184347152,178.89,1.26,0.0,0.06738246507827879
475,1.385382865667343,3.0,0.0006752094251760354,73,584000,0.00020381650243507467,0.2385648103803396,-1.5585261315107346,176.75,1.26,0.0,0.03717503327036774
475,1.385898507833481,3.0,0.0014057954379859438,74,592000,6.875931074318942e-05,0.3347819204814732,-2.24204718708992,177.0,1.25,0.0,0.05970122912089997
476,1.385658655166626,3.0,0.0009210216452402165,75,600000,-6.428454602428247e-05,0.27480278933420776,-4.78381900548935,176.68,1.22,0.0,0.0514188182769805
476,1.3853022098541259,3.0,0.0012891040058184444,76,608000,-0.00014699091741931624,0.3372728221863508,-26.775394525527954,181.98,1.38,0.0,0.07163530265445989
476,1.3855543673038482,3.0,0.001203232348293568,77,616000,0.00022678937719319947,0.30917550999671223,-1.3340465706586837,192.3,1.61,0.0,0.05018562675665392
477,1.3851378738880158,4.0,0.0008933800646218515,78,624000,-0.00028588188994035593,0.2724229788593948,-1.8248389238119125,190.26,1.54,0.0,0.05238913110303005
477,1.3852824306488036,4.0,0.0010989599692948105,79,632000,-0.00012475208633986768,0.30936848890036345,-3.496485248208046,181.52,1.33,0.0,0.06382711568592345
478,1.3856278860569,3.0,0.0009310546921392415,80,640000,8.055278649862885e-05,0.2537864059768617,-5.910078673958778,174.08,1.14,0.0,0.048366785129090345
478,1.3855818951129912,3.0,0.0009220301537948217,81,648000,-9.478298801695928e-05,0.2750061424262822,-10.423994150161743,174.85,1.15,0.0,0.05379545432659133
478,1.3851430368423463,3.0,0.0008970799301323496,82,656000,0.00020072515195352026,0.271827033739537,-3.5270562320947647,180.47,1.31,0.0,0.05567166036895507
478,1.3856316637992858,3.1000000000000085,0.0007661428116443859,83,664000,0.00015268574410583823,0.24632552143186331,-1.221211657524109,184.06,1.38,0.0,0.04632790408520572
478,1.3855268013477327,3.0,0.0005941383333583871,84,672000,0.00011295335708382482,0.22308578677475452,-2.3828661715984345,174.18,1.18,0.0,0.04058577044554584
478,1.385054827928543,3.0,0.0015442078577689244,85,680000,-0.0002570889274829824,0.341858299728483,-2.9563389444351196,172.14,1.18,0.0,0.0677156343736316
479,1.384742101430893,3.0,0.0011313411627361348,86,688000,-0.0002653936312708538,0.3057642477378249,-3.61678855240345,180.13,1.39,0.0,0.047595309202237444
479,1.383914692401886,3.1000000000000085,0.0009243210927252221,87,696000,-0.0002971535709730233,0.28406039498746394,-0.3550842571258545,184.42,1.47,0.0,0.051430651641654855
479,1.3835270142555236,3.0,0.0006339144364801541,88,704000,0.00013221989200246754,0.20370661349967123,-1.890476878285408,183.28,1.43,0.0,0.037222878455090556
479,1.3854305231571198,3.0,0.0009940670639161909,89,712000,2.1666937245754526e-05,0.288815338332206,-3.5161942660808565,180.17,1.38,0.0,0.05505502930550518
479,1.385253471136093,3.0,0.0010523039589315885,90,720000,5.082865172880702e-05,0.29791077319532633,-2.151747564673424,183.21,1.41,0.0,0.05728856850794107
479,1.385142195224762,3.0,0.0010523646916499275,91,728000,1.1076488444814458e-05,0.3024117847159505,-1.1439708662033081,185.91,1.46,0.0,0.054074249183358354
480,1.3856149435043335,3.0,0.00095841891090231,92,736000,7.441720401402563e-05,0.25236817872151734,-13.477731082439423,180.69,1.38,0.0,0.04623010448431683
480,1.384735850095749,3.0,0.000940750304876019,93,744000,-0.00016168621888937196,0.27204949881881474,-2.882060385942459,176.62,1.3,0.0,0.05122614753085521
480,1.3844335758686066,3.0,0.0007449016085797666,94,752000,-5.360796196328011e-05,0.23892123401165008,-0.9184643357992173,178.83,1.32,0.0,0.04664903717996931
480,1.384478396177292,4.0,0.0011826554352501262,95,760000,-3.522527622408233e-05,0.31732856187969444,-1.050147120952606,196.37,1.77,0.0,0.055399838683854494
480,1.3850696849822999,4.0,0.0011635809329277435,96,768000,3.868922940455377e-05,0.29016056049615147,-5.023736466765404,195.54,1.69,0.0,0.05526913128854674
481,1.3855521082878113,4.0,0.0005304033655011153,97,776000,7.065744552164688e-05,0.204965326115489,-1.214872127175331,187.78,1.48,0.0,0.037178306391106614
481,1.3846371233463288,4.0,0.0008260727030392445,98,784000,-0.00016487323513501905,0.25407719699665904,-1.4031052738428116,183.3,1.37,0.0,0.05133484182228145
481,1.3840158295631408,3.0,0.0007487369281557222,99,792000,4.774472123244777e-05,0.23283848729915918,-1.744653241634369,179.83,1.29,0.0,0.045798156624040125
481,1.3858086526393891,3.0,0.0006086208126680503,100,800000,5.542875616811216e-05,0.22315568679943681,-2.998449846506119,181.08,1.31,0.0,0.040395601741690594
481,1.384645231962204,3.0,0.0012091256301209796,101,808000,0.00018626053017214872,0.32176073908805847,-25.755348708629608,181.29,1.33,0.0,0.06505573232222711
482,1.3850677812099457,3.0,0.0010499886820730354,102,816000,-0.00037505244865315034,0.27969445871189236,-1.515862804055214,187.89,1.48,0.0,0.05548949540937232
482,1.3855800688266755,3.0,0.0007193208250896532,103,824000,-7.693840481806546e-05,0.24041126940399407,-0.5992402899265289,186.19,1.46,0.0,0.03871298726043714
482,1.3854316866397858,3.0,0.0004345066670282449,104,832000,0.00013497615491360194,0.1761753852106631,-0.3624646574258804,182.27,1.37,0.0,0.03196712362443679
482,1.3856144380569457,3.0,0.0008182491077968735,105,840000,-0.00018267255448336072,0.24311542173847556,-0.24240384638309478,177.72,1.27,0.0,0.05104789474925451
483,1.3855614233016968,4.0,0.00047385748614942714,106,848000,2.2902171222085598e-05,0.1916745313629508,-0.5972725433111191,182.36,1.35,0.0,0.034239745304222864
483,1.3844698786735534,3.0,0.0007268147085187593,107,856000,-0.0001259398209367646,0.21068891627714037,-1.7559404182434082,178.06,1.22,0.0,0.04910306247808163
483,1.3846265137195588,3.0,0.000857243626383024,108,864000,-6.925715892066365e-05,0.2546534981019795,-3.819529430270195,178.37,1.2,0.0,0.05096107416620341
483,1.3831437158584594,4.0,0.0006879157338426012,109,872000,5.5135623733804094e-05,0.20035064209252595,-1.7760495674610137,191.25,1.54,0.0,0.03197771527860997
483,1.3846802389621735,4.0,0.0005435999922025303,110,880000,-0.00010025927345850504,0.20766528696753084,-1.1133396977186203,183.48,1.38,0.0,0.042860676942830016
483,1.383865727186203,3.1000000000000085,0.00030529068182318043,111,888000,-0.00013081631222121358,0.15632398683577775,-16.79864871263504,179.52,1.26,0.0,0.03233981541543958
483,1.3818696296215058,3.0,0.0008464961111121738,112,896000,-2.6505307760089634e-05,0.26110102612525227,-2.1200218093395233,181.37,1.32,0.0,0.05801690009046325
483,1.384955049753189,3.0,0.0005894599368048148,113,904000,-2.3133641516324133e-05,0.19657804826274514,-1.1428657674789429,178.01,1.28,0.0,0.03460830634991588
483,1.3848640239238739,3.1000000000000085,0.001338177711913886,114,912000,3.84172354824841e-05,0.33249810509383676,-3.2088450312614443,186.33,1.49,0.0,0.06390092615801342
484,1.3829894840717316,3.0,0.0008918463178224556,115,920000,5.037931754486635e-05,0.2731854890100658,-0.24337978541851044,188.18,1.5,0.0,0.04895461711012219
484,1.383613508939743,5.0,0.0007810092568843175,116,928000,-0.0001661340644750453,0.2297760373726487,-1.4354757249355317,202.75,1.88,0.0,0.038316100593425974
484,1.38490997672081,3.1000000000000085,0.0005109323194346871,117,936000,2.1622109270538202e-05,0.19379996431991459,-3.6782744282484057,184.58,1.44,0.0,0.03520883080002694
484,1.3852690887451171,3.0,0.0007201230060854869,118,944000,-2.2717014744557673e-05,0.25316069934517144,-42.484868502616884,168.86,1.06,0.0,0.049800522488081894
484,1.3853433644771576,3.0,0.0008280270369925802,119,952000,0.00011351550672770827,0.2479486192204058,-8.474534404873848,178.43,1.3,0.0,0.05039049423276689
484,1.3855530714988709,3.0,0.0005080958815528902,120,960000,-6.562784623383778e-05,0.2135426385886967,-3.0733873265981675,181.9,1.37,0.0,0.04057300648148151
485,1.38493812084198,3.1000000000000085,0.0007036467359739617,121,968000,6.0955523204029304e-05,0.2303193132765591,-0.4090438538789749,180.97,1.35,0.0,0.04474861160957004
485,1.3830302739143372,4.0,0.0008079885494248629,122,976000,-0.00027355375306797213,0.24546157017350198,-4.096045615077019,187.18,1.53,0.0,0.04713889592554263
485,1.3830528604984282,4.0,0.0006421103026457331,123,984000,0.00017331461362573463,0.20891163410618901,-3.200869010090828,196.34,1.83,0.0,0.0373107689536366
485,1.3853658401966096,4.0,0.0010477686512649598,124,992000,-9.929703865054761e-05,0.27362912172451614,-0.7638314819335937,188.28,1.56,0.0,0.05531791989550674
485,1.3857582449913024,3.1000000000000085,0.0006066372402938213,125,1000000,0.00016944903149124002,0.21905045365914702,-2.4901476734876633,180.97,1.29,0.0,0.040213664308269746
485,1.3857478189468384,3.0,0.00036197530525441837,126,1008000,-0.00018772212138173927,0.16976198161020875,-0.7343777573108673,180.31,1.28,0.0,0.03471878745471157
485,1.3848064589500426,3.0,0.0007052217130353711,127,1016000,2.306218752892164e-06,0.21778223613277078,-1.5779081344604493,177.42,1.24,0.0,0.045960733550566554
485,1.3851690101623535,3.0,0.00045865265575571355,128,1024000,9.364545316202566e-05,0.17940114377997815,-2.9329091560840608,173.02,1.16,0.0,0.03423086011539501
485,1.3852213573455812,2.1000000000000085,0.0006798660637878129,129,1032000,1.4697852602694183e-05,0.22717557230964303,-0.29064642131328583,166.56,1.0,0.0,0.04480599321254119
486,1.3848961699008941,3.0,0.0008800017037242469,130,1040000,1.6626181095489302e-05,0.2665450032055378,-13.89398124396801,176.12,1.3,0.0,0.04648114473554427
486,1.3851261603832246,3.0,0.0007947203710591566,131,1048000,-8.861352063831873e-05,0.25862319947220386,-2.380066603422165,193.44,1.71,0.0,0.04187157551752514
486,1.3859101855754852,3.0,0.0004698431696317584,132,1056000,0.0001019495587752317,0.16038668122142552,-2.646075450181961,185.61,1.45,0.0,0.027360203100703008
486,1.385770958662033,3.0,0.0006905561694770767,133,1064000,-0.00010937939485302195,0.21155093817040324,-0.3877032673358917,176.39,1.21,0.0,0.04750027773346144
486,1.3859007680416107,3.1000000000000085,0.00046159268329120095,134,1072000,-3.487135189061519e-05,0.202690157815814,-2.3713669669628143,185.53,1.41,0.0,0.03779908849661931
486,1.3857849895954133,3.0,0.0007692761107693969,135,1080000,0.00012414988948876272,0.2372642402537167,-6.905773964524269,176.43,1.24,0.0,0.04679391453236927
486,1.3857732450962066,3.0,0.0005348002555905396,136,1088000,-4.615615629518288e-05,0.19211799496319146,-1.9887697118520737,171.88,1.16,0.0,0.03274774334295747
486,1.3854814040660859,3.0,0.0008764235240801099,137,1096000,0.00023917198943649966,0.2412412430346012,-0.3654788589477539,177.98,1.32,0.0,0.04832037809395713
486,1.3857560789585113,3.0,0.00045760066021330206,138,1104000,-0.00030752074140764305,0.20504682337865232,-1.0027695280313491,180.09,1.34,0.0,0.03804124452624801
487,1.3855411875247956,3.0,0.0006894660811190079,139,1112000,5.5547260999446734e-05,0.23324645217508078,-0.44359573364257815,181.28,1.32,0.0,0.040710771669784984
486,1.3854244780540466,3.1000000000000085,0.0006764489666431927,140,1120000,-0.0002967915832414292,0.20473339213989675,-2.2207423609495165,182.51,1.38,0.0,0.044526918405691604
487,1.3859846878051758,3.0,0.0006624266851690664,141,1128000,-3.954805708417552e-05,0.21853247517719865,-42.356826882958416,180.22,1.36,0.0,0.038365800351249583
487,1.3858547258377074,4.0,0.0008491088449864037,142,1136000,-0.0002981269748261184,0.23595143726095558,-0.5870458453893661,185.07,1.49,0.0,0.044860593322019894
487,1.3854546201229097,4.0,0.0005334145764982167,143,1144000,0.00013910893161664717,0.18994693556800485,-1.7623896270990371,185.12,1.5,0.0,0.03317728710277078
487,1.3855566382408142,4.1000000000000085,0.0011431954506429065,144,1152000,9.327126681455412e-05,0.30785169878974555,-0.4862041354179382,194.64,1.69,0.0,0.06246971616878469
487,1.385106728076935,4.0,0.0008040631972380652,145,1160000,0.00023131805632147005,0.2415684510394931,-0.22897678315639497,192.22,1.62,0.0,0.045028317606760224
487,1.3856349790096283,4.0,0.0007164042613794664,146,1168000,-0.00011599159948673332,0.2221744523383677,0.24092024564743042,189.48,1.56,0.0,0.036821904341416384
487,1.3856421065330506,4.0,0.0006371194424036731,147,1176000,-6.390892318449914e-05,0.20105860034935177,-1.1024934113025666,185.13,1.49,0.0,0.037918159477867704
487,1.3858501589298249,3.0,0.00027571352445420415,148,1184000,-0.00011367966057150625,0.14739683970808984,-1.5037713521718978,179.92,1.4,0.0,0.027328606687026347
487,1.3845361769199371,4.0,0.000906810264075375,149,1192000,0.0001124322677787859,0.25059443620964883,-7.727602819800377,176.89,1.3,0.0,0.04799885648242408
487,1.385531507730484,4.0,0.0009190099605257274,150,1200000,-0.00020279308802855666,0.249157990552485,-1.3348425662517547,187.83,1.6,0.0,0.06271412285159692
487,1.3858576571941377,4.0,0.000501437461034584,151,1208000,0.00016359545275918208,0.19576060377061366,-1.4320551186800003,192.89,1.67,0.0,0.038261712747010956
487,1.3856883203983308,4.0,0.0004111257236672827,152,1216000,-0.00010924566588073503,0.1726772430539131,-0.58149174451828,189.39,1.58,0.0,0.02934784334884951
487,1.3847270655632018,4.0,0.001152502378868121,153,1224000,-7.260430575115607e-05,0.29246544985100625,-26.482357965707777,185.6,1.47,0.0,0.0544219191677953
487,1.3848029029369355,3.1000000000000085,0.0003528511241529486,154,1232000,2.305525616975501e-05,0.1688328443095088,-0.9568379604816437,185.81,1.44,0.0,0.029149272574380408
487,1.384898669719696,3.0,0.0005980356839063461,155,1240000,0.00015390436623420102,0.23278567243367435,-3.0114164954423903,179.38,1.29,0.0,0.05140538035392837
488,1.384765589237213,3.0,0.00042245806456435274,156,1248000,-7.692608123761601e-05,0.16556559417396785,-29.374853134155273,174.2,1.18,0.0,0.030877205030666145
488,1.3840787208080292,3.0,0.0008962203128794499,157,1256000,-0.0001748298243182944,0.25891872668638827,-4.238419300913811,173.26,1.17,0.0,0.051544474821051046
488,1.3817917501926422,3.0,0.00048500132059302813,158,1264000,-9.774935882433056e-05,0.19643656061962247,-3.859359100461006,174.88,1.2,0.0,0.03729088646693453
488,1.3842234599590302,3.0,0.0006695146048832612,159,1272000,-0.00013208456836764527,0.20958862766623498,-0.95785021007061,171.56,1.09,0.0,0.03913744640747239
488,1.3844603097438812,3.0,0.000605302062077726,160,1280000,5.441409975901479e-06,0.20430180731229483,-0.9094162744283676,179.68,1.25,0.0,0.04870234902367964
488,1.3849758148193358,3.0,0.0008202571348726906,161,1288000,-1.1988771075266413e-05,0.21490646105259656,-2.8787517070770265,182.46,1.34,0.0,0.03741106497987589
488,1.3850232863426208,4.0,0.0007118511753287748,162,1296000,0.0002200652667124814,0.24087528174743056,-0.8948632854223252,189.76,1.54,0.0,0.04276242638646267
488,1.3853304743766786,4.0,0.0004207078685362831,163,1304000,-4.803467745659873e-05,0.1746285330876708,-0.7517392718791962,195.54,1.7,0.0,0.03194126486030386
488,1.3859358942508697,4.0,0.0006619581844154255,164,1312000,-1.0771708002721424e-05,0.21066635266877712,-1.9606067484617233,189.6,1.55,0.0,0.04311857422288485
489,1.3857002818584443,3.0,0.0003859529570081577,165,1320000,3.7747044334537346e-05,0.16782623364590107,-8.368983026742935,175.76,1.21,0.0,0.02786907656465579
489,1.3850666308403015,4.0,0.0007482300320970126,166,1328000,-9.388208782183938e-05,0.22959002749994398,-50.3837338167429,180.74,1.34,0.0,0.04680484313670611
489,1.3853080987930297,4.0,0.00035574705993440147,167,1336000,-0.00012472895379687544,0.15084983400069177,-2.533576403260231,182.48,1.36,0.0,0.02992755275453654
489,1.3859441256523133,3.0,0.0005819327124436313,168,1344000,0.0004527321897330694,0.19340926492586732,-1.6011678993701934,184.92,1.48,0.0,0.03616446828158924
489,1.3859958934783936,3.1000000000000085,0.0004193608285163464,169,1352000,-0.00015827066011297574,0.16826743502169847,-0.12748587965965272,180.4,1.42,0.0,0.028112998358085898
489,1.3851985907554627,4.0,0.0004918725059724239,170,1360000,-7.575106123113073e-05,0.19395766695961356,-1.5897435557842254,178.69,1.35,0.0,0.040732810878569684
