fps,policy_entropy,P09:episode_rewards,value_loss,epoch_idx,frames,policy_loss,advantage_norm,explained_variance,episode_length,PMM:episode_rewards,P01:episode_rewards,grad_norm
493,1.3855857050418854,3.0,0.00036396828028955496,327,2616000,6.046085763955489e-05,0.14250536994077265,-0.468837696313858,167.74,1.02,0.0,0.02543625849726021
493,1.3858056056499481,3.1000000000000085,0.0002918153495988918,328,2624000,-5.558449251111597e-05,0.14670890629291533,0.3142417830228805,182.24,1.36,0.0,0.026735904748773996
493,1.3858530795574189,3.0,0.0005209859340578759,329,2632000,9.909532600431703e-06,0.17177737671881915,-0.3897200322151184,185.06,1.44,0.0,0.032716172601125505
493,1.385877093076706,3.0,0.0002213979934924737,330,2640000,4.60131665749941e-05,0.11565460973419249,-0.6881388264894486,187.39,1.43,0.0,0.016959358594149418
493,1.3860043478012085,3.1000000000000085,0.00029654574816845525,331,2648000,-4.675453813433705e-05,0.15263945640064777,-0.02722429931163788,187.8,1.43,0.0,0.027618741919353384
493,1.3861342084407806,3.0,0.0002443801629090103,332,2656000,-7.041779147471061e-05,0.13474133845418693,0.11822356343269348,178.92,1.25,0.0,0.0253372522273791
493,1.385924037694931,3.0,0.0002716249574723406,333,2664000,0.00012992347474209963,0.13840372970327736,-0.22070615231990814,182.5,1.37,0.0,0.02447697481800324
493,1.3857254946231843,3.1000000000000085,0.0002017267648602683,334,2672000,1.6855408175615595e-05,0.13359543368220328,-1.464448066353798,184.5,1.44,0.0,0.02513491078703843
493,1.384739316701889,4.0,0.0005950297256913472,335,2680000,-0.00021337471160222775,0.20027501945383847,-0.5858816665410995,184.98,1.46,0.0,0.03655193750161149
493,1.3856454408168792,4.0,0.00033369428235346276,336,2688000,0.00014076578218009673,0.14266934897750616,-3.8716174709796904,184.34,1.44,0.0,0.024479705011477736
493,1.3851144182682038,4.0,0.0002683378275708037,337,2696000,-1.3786669896944658e-05,0.13381559227593243,-2.3129273492097853,180.26,1.31,0.0,0.02356475921667778
493,1.385340542793274,3.0,0.00019219526742887184,338,2704000,-8.447484975476982e-05,0.10527552105952054,-1.0153524315357207,173.58,1.14,0.0,0.01980578231599268
493,1.3860562717914582,2.1000000000000085,0.00027297936617173943,339,2712000,-0.0001513924674873124,0.13147477672435343,-0.5772524487972259,170.01,1.09,0.0,0.023169433301524784
494,1.3859619188308716,3.0,0.0002575510736085107,340,2720000,-3.9904443237901436e-05,0.14215218206867575,0.1018137776851654,175.58,1.25,0.0,0.027214127223378695
494,1.3857772767543792,4.0,0.0008093877447345222,341,2728000,0.0003558222681567713,0.21774176578968762,-68.96352072954178,186.7,1.53,0.0,0.034498273110472516
494,1.3857441055774689,4.0,0.00018231524813472789,342,2736000,-1.4032746548764407e-07,0.12991273052990437,-1.2158811867237092,193.39,1.64,0.0,0.024342730748949135
494,1.3854751205444336,3.1000000000000085,0.0009404235102851999,343,2744000,1.8512024544179438e-05,0.25095650866627695,-20.98646489441395,186.36,1.51,0.0,0.04650236007331261
494,1.3854589366912842,3.0,0.00016569526717375994,344,2752000,4.154502723395126e-05,0.10435938073322176,-0.8376863092184067,175.54,1.25,0.0,0.014261285562993616
494,1.3852026212215423,3.0,0.0004466238426550717,345,2760000,-0.00014225932940007625,0.15944722073152662,-0.6117056548595429,180.33,1.34,0.0,0.025478896813220034
494,1.385492180585861,4.0,0.0008049486408049233,346,2768000,-5.1474909923854284e-05,0.21072707641869784,0.46723651230335234,193.67,1.74,0.0,0.03667378724156484
494,1.385488886833191,4.0,0.00014990464557342875,347,2776000,8.974883216978924e-06,0.10756222087889909,-1.0090323853492738,191.58,1.74,0.0,0.01500148487244596
494,1.3860929059982299,4.0,0.000293755306971093,348,2784000,0.00010387712169176666,0.13648127971217036,-5.108019363284111,191.64,1.68,0.0,0.025197616958113057
494,1.3858051931858062,4.0,0.00043937620237329613,349,2792000,-0.00012365716022031848,0.16067029116675258,-0.49445251762866976,180.7,1.32,0.0,0.023178597254287604
494,1.3859737884998322,4.0,0.0003005600797416719,350,2800000,-4.212143558106618e-05,0.14470989701338113,-0.6852857339382171,181.97,1.37,0.0,0.02721006201308243
494,1.3860869872570039,3.0,0.00024296165254099832,351,2808000,-0.00012529510240710806,0.1458598744031042,-0.05092145204544067,176.16,1.25,0.0,0.021519250864459608
494,1.3861333203315735,3.0,9.651402839608636e-05,352,2816000,0.00021692094207537594,0.0867857988551259,-0.04887017786502838,176.81,1.25,0.0,0.019289850687548217
494,1.3860316371917725,3.0,0.00020312652548909682,353,2824000,-8.309795914101414e-05,0.11651794979348779,0.25997463226318357,169.18,1.08,0.0,0.021040229820335772
494,1.3855594432353973,3.0,0.00041868508129937253,354,2832000,3.718791645951569e-05,0.17439476164057852,-6.620938887000084,176.94,1.28,0.0,0.02925854642480173
494,1.385171970129013,3.0,0.00022926256415530587,355,2840000,-0.0001121196864914964,0.11988267802633346,-0.4953964626789093,182.02,1.36,0.0,0.019283782868223784
494,1.3855432641506196,3.0,0.00015731903611140296,356,2848000,6.411008711438626e-05,0.09869766920804977,-0.03269857406616211,182.96,1.37,0.0,0.018481618566848653
494,1.3853855848312377,4.0,0.0002466480815439809,357,2856000,-1.4765864762011915e-07,0.13419433299452066,-1.2643938213586807,184.99,1.44,0.0,0.023126871732334145
494,1.3859172868728638,4.0,0.000519666033633257,358,2864000,-2.975874411276891e-05,0.16180173899047076,-114.8973408895731,182.4,1.38,0.0,0.029317131462717586
494,1.3853302383422852,4.0,0.00025042905346481345,359,2872000,4.9503683840157464e-05,0.13543965075165032,-0.1453896391391754,188.66,1.58,0.0,0.01859173913494003
494,1.3854670703411103,3.1000000000000085,0.0003714259499247419,360,2880000,7.375987974228337e-05,0.15086138060316442,0.023943660855293272,192.09,1.67,0.0,0.026054987325951472
494,1.385981674194336,3.0,0.00016188361536563888,361,2888000,5.214233271544799e-05,0.09613923620432616,-2.6335800528526305,180.35,1.36,0.0,0.015502285951099613
494,1.3860469901561736,3.0,0.0003975306289657965,362,2896000,-0.0001389132491658529,0.1414729084353894,-1.9621394163370132,173.94,1.18,0.0,0.02313513380221992
494,1.3861747586727142,3.0,0.00011835654603260082,363,2904000,3.416619067138527e-05,0.09487963886000216,-0.5180774581432342,179.12,1.29,0.0,0.015161720249592014
494,1.3860078680515289,3.0,0.00014694268737116544,364,2912000,-7.1991620134213e-05,0.11363747067749501,-0.5361890530586243,176.76,1.21,0.0,0.022678247681222903
494,1.3858987855911256,4.0,0.0007655457588680293,365,2920000,0.0004342661886039423,0.1903519013337791,-0.709075670838356,184.94,1.43,0.0,0.030828762664872188
494,1.3861011040210724,3.1000000000000085,0.0001585633006527587,366,2928000,-1.1555855890037492e-05,0.09799727996811271,-1.0700562191009522,183.35,1.42,0.0,0.013547707159036353
494,1.3861139476299287,3.0,0.00021164560618331052,367,2936000,-4.633925072994316e-06,0.11718248484656214,-0.08431076049804688,176.12,1.22,0.0,0.01959879204969413
494,1.3860994005203247,4.0,0.0005278227933354174,368,2944000,-3.7684104208892675e-05,0.16961852792650461,-0.9566987001895905,190.96,1.6,0.0,0.028976465174534467
494,1.3857908833026886,4.0,0.00028957451695532654,369,2952000,0.00011387954270958289,0.1587766702659428,0.38500943839550017,191.09,1.66,0.0,0.02359260204781119
494,1.3856300365924836,4.0,0.00044281255957514534,370,2960000,-6.962080380617407e-05,0.16146378344856202,-1.0357728624343872,187.78,1.59,0.0,0.024633053382491343
494,1.3858484780788423,3.0,0.0002695802331288633,371,2968000,8.305606011163035e-05,0.14067509139887988,-0.3627387356758118,180.54,1.41,0.0,0.022377709666681466
494,1.3858924257755278,3.0,0.00050591052927075,372,2976000,-0.0001100837365083862,0.17179196385666728,-0.7224296814203263,176.54,1.31,0.0,0.024894280851944797
494,1.3861148989200591,3.0,0.0002146459627715558,373,2984000,-9.121231765305992e-05,0.12133014228194952,-0.43016122817993163,182.05,1.41,0.0,0.01934921761150155
494,1.3860363626480103,4.0,0.0001427394241818547,374,2992000,4.066716448505758e-05,0.10629226780496538,-1.0157340121269227,181.19,1.35,0.0,0.017674505234596558
494,1.385300109386444,4.0,0.0006327597779704774,375,3000000,6.0226502828299996e-05,0.1950536136701703,-1.0403538078069687,186.7,1.44,0.0,0.03318726282690245
494,1.3858229112625122,4.0,0.00032822025155837764,376,3008000,2.4060296564130112e-05,0.14524112721905114,-0.48127206444740295,188.59,1.51,0.0,0.023360521449185295
494,1.3854774820804596,4.0,0.0004149541694266645,377,3016000,1.826408006309066e-06,0.15349714247509838,-0.8967503720521927,189.96,1.56,0.0,0.0215792731692497
494,1.3856781947612762,3.1000000000000085,0.0001888279763488754,378,3024000,-3.6059482517885044e-05,0.1088498654589057,-0.20734159767627716,187.9,1.51,0.0,0.01664301171113005
494,1.3860090732574464,3.0,0.00022753181672669599,379,3032000,0.00018873993642046116,0.12799732834100724,-0.6173068362474442,181.55,1.38,0.0,0.022433134735364516
494,1.3859064531326295,3.0,0.00019836457077644808,380,3040000,-0.0004361329449966433,0.10861063556745648,-0.29315505862236024,176.19,1.26,0.0,0.019629824760159554
494,1.3854077184200286,3.0,0.00034984222959678847,381,3048000,8.120747585053322e-05,0.1346189757436514,-9.011450801491737,172.27,1.14,0.0,0.021568851831998234
494,1.3854128098487855,3.0,0.000343026995742548,382,3056000,4.099989158930839e-05,0.13870283238589765,-1.1869729948043823,180.14,1.32,0.0,0.022585141560543323
494,1.3858476710319518,3.1000000000000085,9.344703802867116e-05,383,3064000,-2.1353029936790335e-05,0.09034275302663446,-0.31086719751358033,186.76,1.47,0.0,0.013403281056526434
494,1.3859470653533936,3.0,0.0005272512701822052,384,3072000,8.849073168676113e-05,0.1627841484360397,-1.0410212171077728,184.91,1.43,0.0,0.02733780930481882
494,1.3859023082256317,3.0,0.00012874570620681426,385,3080000,9.722384103952208e-05,0.10011446196585894,-0.7015090650320053,179.13,1.29,0.0,0.016920010777540444
494,1.3858604788780213,4.0,0.0006294643140302014,386,3088000,1.9712437242560555e-05,0.19811899312771858,-0.29637476801872253,195.88,1.69,0.0,0.02957385205453494
494,1.3857985293865205,5.0,0.00037697953921224327,387,3096000,0.00013293579344463068,0.16145093217492104,-1.3313375687599183,198.61,1.76,0.0,0.023242316641332986
494,1.3855830311775208,4.0,0.0004519579280145081,388,3104000,-8.871969197571161e-05,0.1556567191518843,-0.34106020629405975,189.72,1.53,0.0,0.02397182980353352
494,1.3850987029075623,4.0,0.0002906223481943471,389,3112000,-2.0344923905213362e-05,0.13689291438087822,-3.1551614892482758,188.97,1.53,0.0,0.022544760735958857
494,1.3857431423664093,3.0,0.0003870118286329216,390,3120000,-1.3947066054242895e-06,0.14644956696778536,-2.6121358650922777,173.49,1.2,0.0,0.023554438746019164
494,1.3858494019508363,3.0,0.00044985914665630845,391,3128000,-0.00016810821143735665,0.17582896741107107,-6.369884955883026,172.64,1.14,0.0,0.029298103813756873
494,1.3858467996120454,4.0,0.0002164510549704346,392,3136000,-4.190416283563536e-05,0.12605730401352047,-0.6599885416030884,182.05,1.33,0.0,0.01958825760128664
494,1.38593266248703,3.0,0.00014387384892984302,393,3144000,5.476396247104276e-05,0.11480444255284965,-1.518746572136879,179.73,1.3,0.0,0.018671423638908714
494,1.386023749113083,3.0,0.0001843089184251312,394,3152000,-4.323209079302615e-05,0.1125944841094315,-1.2660845768451692,179.42,1.27,0.0,0.018718762344904424
494,1.3856124484539032,3.0,0.00040333706173782956,395,3160000,-1.8034199907788206e-05,0.16111098011955619,0.08507752001285553,179.98,1.27,0.0,0.027906718671525797
494,1.3857319128513337,3.0,0.0002370921547390026,396,3168000,-6.208619149219885e-05,0.1175592601299286,0.5249389517307281,181.58,1.31,0.0,0.017459191384948957
494,1.3850046622753143,4.0,0.00024495835220534446,397,3176000,-3.9032928598317084e-05,0.11797582691535353,-1.9927583116292953,182.74,1.37,0.0,0.018471011073329862
494,1.3857761561870574,5.0,0.0004968990881013724,398,3184000,6.795718310058874e-05,0.15529629389755428,-92.87292448520661,189.88,1.62,0.0,0.023464886330968267
494,1.3855702674388886,5.0,0.00040844895112172706,399,3192000,5.893178327823989e-05,0.16229574102908373,-0.35730613470077516,196.35,1.75,0.0,0.026225656919043338
494,1.3860239470005036,3.0,0.0002098067459530739,400,3200000,4.918780649404653e-05,0.11287017246708274,-0.2802169185876846,185.02,1.46,0.0,0.017293504563094655
494,1.3860318291187286,2.0,0.00011906838668892306,401,3208000,1.7274611980155897e-05,0.09786786361597478,-0.6802958810329437,170.1,1.03,0.0,0.018828288324215094
494,1.3856826210021973,3.0,0.0005021584188170891,402,3216000,0.00030726262089956433,0.1733381793834269,-37.1206568223238,172.6,1.07,0.0,0.028807704083843633
494,1.3859815549850465,3.0,0.0002458562656681806,403,3224000,1.135937371145701e-05,0.11503169040195643,-0.8534746813774109,174.5,1.21,0.0,0.017655408229854706
494,1.3859547114372253,3.1000000000000085,0.0003479640967293562,404,3232000,-0.0002680427433915611,0.15110141111537814,-3.807397346496582,180.97,1.43,0.0,0.02532697683899054
494,1.38610449552536,4.0,0.00022144110648014248,405,3240000,-4.0661948751221645e-05,0.13749246254563333,-0.3846819967031479,186.22,1.53,0.0,0.023203763945451098
494,1.3858751630783082,4.0,0.00040220012266104275,406,3248000,0.0001039539299677017,0.149812740534544,-3.7599750751256944,186.84,1.59,0.0,0.02443376209340491
494,1.3851859152317048,3.1000000000000085,0.000389930625246393,407,3256000,4.928073947667144e-05,0.14993531949818134,-7.6882966458797455,180.68,1.41,0.0,0.02423219784403517
494,1.3855352115631103,3.0,0.00027201981362168226,408,3264000,4.901105941826245e-05,0.12534984230063856,-14.63738497197628,174.02,1.24,0.0,0.020705184061483452
494,1.3858516788482667,2.1000000000000085,0.00032984092885556036,409,3272000,-0.00013016704828260116,0.1334682325553149,-0.6310589540004731,164.89,0.99,0.0,0.024069657950044832
494,1.3857952737808228,3.0,0.0006699908665405019,410,3280000,7.755300168355462e-05,0.2148850341886282,0.014222295880317688,180.53,1.37,0.0,0.03675830649230066
494,1.385504239797592,4.0,0.00021457265699950767,411,3288000,2.3922677883092547e-05,0.11425739367492498,-2.268904514312744,188.06,1.57,0.0,0.01618936283822018
494,1.3860013175010681,3.0,0.0004273913157851439,412,3296000,4.432239031302743e-05,0.14799546147696674,-0.2710037213563919,182.63,1.36,0.0,0.025770750927310977
494,1.3859484469890595,3.0,0.00011299211925404507,413,3304000,-5.764821817138e-05,0.10075544255785644,-0.06677651047706604,180.76,1.31,0.0,0.017219539104592497
494,1.3859999549388886,3.0,0.00013054646246416724,414,3312000,-1.5548534429399296e-06,0.09467924953438342,-0.6818730247020721,176.37,1.21,0.0,0.01687300526083919
494,1.3857232427597046,3.0,0.00024075735650171736,415,3320000,-6.670129449048545e-05,0.12906037624925376,-1.225994593501091,178.52,1.28,0.0,0.02382154898848875
494,1.38597398519516,3.0,0.0002637654394879974,416,3328000,6.4812779546628e-05,0.12360418711788952,-1.4935099190473557,174.16,1.15,0.0,0.02032783217377675
495,1.3845602226257325,3.1000000000000085,0.0005172999679587065,417,3336000,-5.940965082118055e-05,0.17986817711032926,-0.7026569801568985,175.72,1.18,0.0,0.02900026789278533
495,1.3850142288208007,3.0,7.65380738073418e-05,418,3344000,-2.7275827360426774e-05,0.0809228053689003,-0.9507086998224259,173.96,1.16,0.0,0.012738555965519989
495,1.38553209066391,3.0,0.0004626968907041373,419,3352000,-2.012636352901609e-05,0.18746533582918345,-0.8084556031227111,178.23,1.25,0.0,0.02887893218303673
495,1.3857174563407897,3.0,0.0007245170259170664,420,3360000,0.00015239438696880824,0.20447837686166168,-1.7703390592336654,182.54,1.41,0.0,0.03329968691060247
495,1.3855587983131408,3.0,0.00029419084764413126,421,3368000,3.823599952738732e-05,0.13624401720240711,-1.5096255201101303,183.7,1.5,0.0,0.019349925486427038
495,1.385396076440811,3.1000000000000085,0.0006596219069695052,422,3376000,-0.0003947948196218931,0.1636302203591913,-0.2786481165885925,182.0,1.42,0.0,0.026516318190486873
495,1.3849600112438203,3.1000000000000085,0.00025526486561261663,423,3384000,0.00010444518291478744,0.1335026268195361,-0.7524360638856887,179.51,1.34,0.0,0.01883393098697652
495,1.3856696140766145,4.0,0.00018397505193519238,424,3392000,5.3492343504331074e-05,0.09914443733170629,-0.727059668302536,182.2,1.42,0.0,0.015381051316918115
495,1.3856476390361785,3.0,0.0001738208199572,425,3400000,0.00026476200502656866,0.10456793216988444,-0.7748134469985962,172.85,1.17,0.0,0.016658525039734765
495,1.3859422600269318,3.0,0.0003363465761867701,426,3408000,-0.0003376093415135983,0.15981445292942226,-0.6954278171062469,165.39,0.96,0.0,0.027186360214827454
495,1.3861250400543212,3.0,0.00030594095924584507,427,3416000,-0.0001069691149496066,0.13544982144609094,-1.018574320077896,169.88,1.07,0.0,0.023571527362726153
495,1.3861573350429535,3.0,0.00013710818293333205,428,3424000,-2.561468500061892e-06,0.10287611062172801,-0.35012715101242065,177.27,1.24,0.0,0.016191504640225726
495,1.38602964758873,3.0,0.0003019052527497479,429,3432000,0.00014999155876921577,0.1388338903337717,-1.1957605904340745,183.12,1.37,0.0,0.021365289525983922
495,1.3859934532642364,4.0,0.00015794302431459072,430,3440000,-0.0001720469893916743,0.11594299636781216,-0.5532985633611679,180.36,1.31,0.0,0.02003697032337821
495,1.3859934711456299,3.0,0.00012244192856428527,431,3448000,8.91757663430326e-05,0.11207648118026554,-0.6080719870328903,175.74,1.19,0.0,0.019957338300570303
495,1.385958843231201,3.0,0.00030891963672900145,432,3456000,-2.0871124652330762e-05,0.11712298914790154,-0.7823975914716721,169.42,1.06,0.0,0.021115389798239806
495,1.3858144450187684,3.1000000000000085,0.00033375050359268243,433,3464000,-5.454881930927524e-05,0.1353401156514883,-5.966167157888412,179.2,1.32,0.0,0.02156314498147148
495,1.3859694004058838,4.0,0.0004657533958902604,434,3472000,0.0002621196181189589,0.1518978767003864,-1.4499625366926194,188.54,1.49,0.0,0.021353574171279574
495,1.385754566192627,4.0,0.00011631522752423962,435,3480000,-0.00012101724620151799,0.10462253191508353,-1.0067646872997285,187.49,1.51,0.0,0.01662704422216317
495,1.385881918668747,3.1000000000000085,0.00044157491871317235,436,3488000,-3.7696364743169397e-05,0.17329217766411603,-0.2792640507221222,187.5,1.56,0.0,0.031062386021933022
495,1.3859864854812622,4.0,0.00036248463722529325,437,3496000,2.0511740985966752e-05,0.1418591943755746,-1.9164436393976212,184.98,1.41,0.0,0.021606330817434804
495,1.3858515238761902,4.0,0.0004962571425085116,438,3504000,-9.195776815658974e-05,0.16205446912907065,-0.9203060537576675,186.47,1.46,0.0,0.026726448228427017
495,1.3860073924064635,4.0,0.00019171130662471114,439,3512000,4.867838319114526e-05,0.11746958393603563,-1.418843669295311,186.82,1.49,0.0,0.017166592061114917
495,1.3861059379577636,4.0,0.0002097143301318738,440,3520000,9.008437540614977e-05,0.1070809328649193,-0.7609741669893265,184.59,1.47,0.0,0.016657954737010264
495,1.3861045491695405,4.0,0.00011700964316673889,441,3528000,7.527232894062763e-05,0.09945979472249747,-1.2492447555065156,180.78,1.33,0.0,0.01601917056264634
495,1.385986704826355,3.0,0.00025652164411212654,442,3536000,-1.876200760307256e-05,0.15152488810941578,-2.719109264612198,182.63,1.31,0.0,0.025367194925039048
495,1.386051605939865,3.0,0.00017647460181251516,443,3544000,-1.1456333959358744e-06,0.11959891848266124,-0.154863401055336,181.44,1.29,0.0,0.02067895239569206
495,1.3859919679164887,3.0,0.00011295612579942827,444,3552000,9.524412798782577e-06,0.09690713074058294,-0.11969511210918427,176.18,1.2,0.0,0.017458613796865963
495,1.3861243164539336,3.0,0.00010678451062631211,445,3560000,-3.879643067193683e-05,0.07847122299484909,-1.0952492940425873,169.92,1.07,0.0,0.01362706663648474
495,1.3861403524875642,3.0,0.0002124605299201221,446,3568000,-6.563090621057199e-05,0.10632522792555392,-0.506409439444542,169.07,1.06,0.0,0.019447247845707828
495,1.3861208462715149,3.0,0.00016991578861905054,447,3576000,-6.147545650492247e-07,0.11255521620623768,-0.6357720738649368,177.44,1.24,0.0,0.020212050650683926
495,1.3861547827720642,3.0,0.00015482116861448959,448,3584000,-2.8152096947451356e-05,0.0931663476396352,-0.4908027172088623,175.45,1.17,0.0,0.014264988611339633
495,1.38613503575325,3.0,0.0001168376335465382,449,3592000,-6.111151378718205e-06,0.09209175636991858,-2.6735910695791243,177.14,1.21,0.0,0.015294726948838579
495,1.3861327159404755,3.0,8.414495356760198e-05,450,3600000,3.0033358416403645e-06,0.08978992809541524,-0.7982138711214065,178.19,1.25,0.0,0.0158571076082071
495,1.3860982584953307,3.0,0.00027287281554208673,451,3608000,3.855360162560828e-05,0.13226130248978735,-0.7219735997915268,176.52,1.22,0.0,0.02401642851535788
495,1.3859497511386871,4.0,0.0011338861722526871,452,3616000,3.820295864898071e-05,0.24176919486373663,-0.6195087397098541,185.66,1.47,0.0,0.04180364527316167
495,1.3861212038993835,4.0,0.00019461463147820267,453,3624000,7.412491606373806e-05,0.11595467858016491,-1.4392245322465897,188.79,1.52,0.0,0.015589999147155751
495,1.3860971629619598,3.0,0.00016757513836637372,454,3632000,-7.877001844917686e-05,0.09064070112071931,-1.7852882105112076,184.47,1.41,0.0,0.012060658816073273
495,1.3861043405532838,3.0,0.000281521824781521,455,3640000,7.114971604096353e-05,0.12541776319034398,-1.6461857748031616,187.34,1.5,0.0,0.019725005225476756
495,1.3858668899536133,3.0,0.00037654658288829526,456,3648000,-8.076346111920429e-05,0.152056820737198,-3.9924747210741045,182.84,1.44,0.0,0.023537658898960565
495,1.3860601449012757,3.0,0.00023881478263319876,457,3656000,-1.792611801647581e-05,0.10693249181844294,-1.3142049252986907,175.97,1.29,0.0,0.015381220994942393
495,1.386026417016983,3.0,0.0005657508233798581,458,3664000,0.00016423915512405073,0.15547952331602574,-2.6333943527936934,178.23,1.34,0.0,0.02524605733755079
495,1.386001590490341,3.1000000000000085,0.00044809290142325156,459,3672000,1.3878072481929848e-05,0.1637269315775484,-0.5517946875095368,184.9,1.47,0.0,0.02273201175417169
495,1.3859804522991181,3.0,7.227128189981613e-05,460,3680000,-0.00011007196357240901,0.07968886912800371,-0.30640516221523284,178.13,1.28,0.0,0.011691588123561487
495,1.3859795892238618,3.0,0.00045581893743701585,461,3688000,9.783074616279918e-05,0.16891118955798448,-305.4138210964203,182.01,1.37,0.0,0.02790626771422418
495,1.3857320356369018,4.0,0.0003274949491992629,462,3696000,5.252488022961188e-05,0.13684361286461352,-0.2215203046798706,183.57,1.4,0.0,0.02082066468242859
496,1.3849757981300355,4.0,0.00028230684167056096,463,3704000,2.9363413696046336e-05,0.13181035255081952,-0.3701102751493454,187.69,1.52,0.0,0.01935167312197192
496,1.38556410074234,4.0,0.00026891345549074686,464,3712000,-4.520038750342792e-05,0.12154164414852858,-4.147518436312676,185.68,1.44,0.0,0.017938730355840732
496,1.3858012878894805,4.0,0.00036262486510963755,465,3720000,1.6075222920335363e-05,0.1263932872749865,-0.14114003360271454,190.36,1.6,0.0,0.02012332415089638
496,1.3858736395835876,3.1000000000000085,0.00011805987183493017,466,3728000,2.0332924323156475e-05,0.09502436118200422,-0.20216927587985992,186.09,1.44,0.0,0.01411638617131132
496,1.3861264419555663,4.0,0.0002631765033169131,467,3736000,9.648913017372251e-05,0.10681020493619144,-1.370231876373291,183.77,1.38,0.0,0.016554373388519384
496,1.3861167311668396,3.0,0.00018006034529378213,468,3744000,2.0140898959652988e-05,0.10645473768934607,-1.9269914358854294,173.68,1.19,0.0,0.02064576419711844
496,1.3862032353878022,3.0,0.0001820119767739925,469,3752000,-3.1693905358451955e-05,0.09839406501501799,-0.758657209277153,177.69,1.29,0.0,0.013556927830271338
496,1.3860605025291444,3.0,0.00012604234227865164,470,3760000,4.531092898105271e-05,0.10081681036390364,-1.6489391380548477,180.19,1.31,0.0,0.019620858038822825
496,1.3860647296905517,3.0,0.00023866456170480886,471,3768000,0.00016985835075502108,0.12710114842280745,-4.830844623446464,174.96,1.18,0.0,0.020775851295335192
496,1.3841235518455506,3.0,0.0003632102191699005,472,3776000,5.704893742404238e-06,0.12952048026956617,-5.656025627851486,177.01,1.25,0.0,0.019702432132999964
496,1.3849379563331603,3.0,0.00013617736832543414,473,3784000,-0.00014868379905237815,0.10763979780487716,-0.006167750954627991,170.41,1.08,0.0,0.018930701857557974
496,1.3858974814414977,3.0,0.00014844679431007534,474,3792000,-3.362406278029084e-06,0.10491323968395591,-3.9849463897943496,169.55,1.07,0.0,0.01664800595894942
496,1.3853201937675477,3.0,0.0003469091335318808,475,3800000,-0.00010447506629134296,0.1464472619071603,-0.5399947720766067,174.73,1.17,0.0,0.024661152361410484
496,1.3858657574653626,3.0,0.00010334151588949681,476,3808000,2.788596930258791e-06,0.08507533219177275,-1.958509613275528,174.12,1.15,0.0,0.013740309078305557
496,1.3860403943061828,3.0,0.0002705045615675772,477,3816000,3.529185699790105e-05,0.12475097376853228,-5.6323207384347915,171.92,1.15,0.0,0.019269724204318613
496,1.3859723734855651,3.0,8.494044637700426e-05,478,3824000,5.78794875764288e-06,0.08584834574721753,-4.306432220935822,173.0,1.16,0.0,0.014408449210998778
496,1.386102705001831,3.0,0.00035363156177027123,479,3832000,-9.40286034165183e-06,0.15562810687348247,-0.7453552824258804,180.04,1.26,0.0,0.02867024454100564
496,1.3857797920703887,3.0,0.0006576489712034572,480,3840000,0.0001683455968668568,0.17946730630472302,-176.20017362892628,181.46,1.32,0.0,0.026035686951531592
496,1.3860469794273376,4.0,0.0002037863194578904,481,3848000,-3.945812699384987e-05,0.11056324161589146,-2.1414818966388705,184.49,1.44,0.0,0.016227366582106353
496,1.3858257710933686,4.0,0.0005054803261407415,482,3856000,0.00020027543265314308,0.1735015526600182,-3.9095738911628723,190.72,1.63,0.0,0.026653383644622945
496,1.3859183287620545,4.0,0.00017162055990183945,483,3864000,-9.613757162696857e-05,0.107407400989905,0.07113861203193665,189.2,1.58,0.0,0.014372087799682276
496,1.3861083436012267,4.0,0.00028211104288175195,484,3872000,-4.397625039928243e-05,0.14331246971152722,-0.19243283331394195,182.91,1.39,0.0,0.02327625145627235
496,1.3858712542057037,3.0,0.00043403793705806495,485,3880000,0.00013199013228586408,0.16402952197939158,-0.04113339900970459,181.48,1.34,0.0,0.025510972809770705
496,1.3855329859256744,4.0,0.0005163068618696798,486,3888000,-1.633809966733679e-05,0.16720081686042249,-0.6137007492780685,186.27,1.51,0.0,0.023139717631640286
496,1.3855445754528046,4.0,0.0003871578251101937,487,3896000,0.00016217904184401277,0.1429283068422228,-343.36244655907154,191.61,1.69,0.0,0.020459256753101573
496,1.3858811044692994,4.0,0.00040451869142316355,488,3904000,1.9519576444508857e-05,0.1410115108359605,-0.37810599446296694,189.01,1.6,0.0,0.02085630859627709
496,1.3860590279102325,3.0,0.0001481618801545892,489,3912000,-6.997799279588435e-05,0.10026874442584813,-0.9407689756155014,183.71,1.43,0.0,0.015505501380970003
496,1.3860084652900695,3.0,0.00021571981265651628,490,3920000,0.000166244402207667,0.12170106805860996,-2.3315515381097796,185.47,1.43,0.0,0.01857727365518553
496,1.3860586714744567,3.0,0.0004334660990571138,491,3928000,-0.00042257206107024106,0.16493959192186594,-1.7355161327123643,184.25,1.42,0.0,0.028387039435496017
496,1.3860481774806976,3.0,0.0001822619789078317,492,3936000,0.00024357577314731315,0.08982714558951557,-0.5358314800262451,184.7,1.42,0.0,0.013569972661781074
496,1.385993378162384,3.0,0.0002492553776511386,493,3944000,4.803717449249234e-05,0.10498357775621116,-0.8433899676799774,177.68,1.23,0.0,0.01719366571955107
496,1.3859741461277009,4.0,0.00044435643644760606,494,3952000,4.863072916123201e-05,0.1552855959534645,0.19496672689914704,182.05,1.34,0.0,0.024645166771093976
