P01:episode_rewards,frames,P09:episode_rewards,explained_variance,advantage_norm,fps,value_loss,policy_loss,episode_length,PMM:episode_rewards,epoch_idx,policy_entropy,grad_norm
0.0,8000,3.8000000000000043,-2.5629392939805986,1.7432702215388418,556,0.04901336762767641,-0.02992737068967472,164.1627906976744,0.9302325581395349,1,1.3252149814367293,1.4581650624678937
0.0,16000,4.0,-0.009982051849365235,1.3356060419976712,331,0.016187260436918222,0.006865383161130012,183.48235294117646,1.423529411764706,2,1.375944902896881,0.2714637857068869
0.0,24000,4.1000000000000085,-0.09202501118183136,1.3456476362794638,374,0.0160151930756183,0.0002797958452720195,197.53,1.76,3,1.3732820570468902,0.2599522146276149
0.0,32000,4.0,-0.04093402743339539,1.1337226413935424,401,0.012292507842685154,0.0006946616049390286,182.98,1.38,4,1.3805032992362976,0.21004363337509427
0.0,40000,3.0,-0.01801711618900299,0.9153640973940491,419,0.008709635000523122,-0.0003528490848839283,168.14,1.04,5,1.3730633413791657,0.16391920657867864
0.0,48000,3.0,-0.0446360057592392,1.4442527704685926,434,0.019453679949974684,0.00467303064186126,176.95,1.29,6,1.3806442368030547,0.29849223819806897
0.0,56000,3.0,-0.03794118344783783,0.9609947681054473,443,0.009408786758685892,-0.0013528388588747475,176.15,1.26,7,1.3792844486236573,0.1808366064626266
0.0,64000,3.0,0.03283473253250122,1.280611998140812,450,0.014942821654694854,0.00021845549839781596,170.89,1.11,8,1.3680367970466614,0.2751969921496362
0.0,72000,2.1000000000000085,0.11878606259822845,1.1461665025353431,455,0.012993358973399155,-0.00038303103181533513,168.71,1.08,9,1.3764438951015472,0.32384628977748436
0.0,80000,3.0,0.30455578088760377,1.308137527257204,459,0.013273356865684037,0.0010211834346409887,174.61,1.19,10,1.3695012283325196,0.3132976889114356
0.0,88000,4.1000000000000085,0.5494269263744355,1.4969675156474114,464,0.02513850879680831,-0.0023909111879765986,191.89,1.61,11,1.3568561863899231,0.5747152081748446
0.0,96000,5.0,0.6767031699419022,1.395141409933567,467,0.013717460999032483,-0.00010503468773094938,198.59,1.78,12,1.3669039392471314,0.3799848377084745
0.0,104000,4.1000000000000085,0.7887086725234985,1.283505245745182,471,0.012454850670765153,-0.004258508203784004,191.63,1.65,13,1.3583507168292999,0.37441286980973665
0.0,112000,5.1000000000000085,0.8188184398412705,1.385846803188324,474,0.013322717820992694,-0.0012523349828552455,194.52,1.77,14,1.3669153296947478,0.3807458452003995
0.0,120000,5.0,0.801193311214447,1.2954745078086853,477,0.012720417277887464,1.1450202873675152e-05,200.32,1.84,15,1.3763552033901214,0.39047031249916325
0.0,128000,4.1000000000000085,0.7514076322317124,1.4183509114384651,479,0.016652385264169425,-0.006403424418749637,200.42,1.82,16,1.351363834142685,0.5279074199211256
0.0,136000,5.0,0.9181872963905334,1.040666792690754,482,0.007597381449304521,-0.0034554552979534493,201.98,1.89,17,1.3497419738769532,0.31184959182701727
0.0,144000,5.0,0.9164047771692276,1.0679157271981239,484,0.008128731645410881,-0.0017756453627953306,198.51,1.81,18,1.3510666370391846,0.33590947275478394
0.0,152000,5.0,0.9212241554260254,0.9927222502231597,486,0.0073858430387917905,0.00014386449140147306,206.43,1.93,19,1.3440062129497528,0.2726446770840871
0.0,160000,5.1000000000000085,0.9252158188819886,0.9209234634041786,488,0.006329308627173304,-0.001701491097919643,220.44,2.33,20,1.3332580184936524,0.26027174616263543
0.0,168000,6.0,0.9531950616836548,0.8337818521261215,490,0.005297945110942237,-0.0007515665458049625,219.27,2.36,21,1.336597102880478,0.24265456865021007
0.0,176000,7.1000000000000085,0.9537042939662933,0.7827493445575238,491,0.004645459032326471,-0.002793399980000686,223.53,2.53,22,1.3266705918312072,0.22679056765290526
0.0,184000,5.1000000000000085,0.9670491224527359,0.6546951004862785,492,0.003753904810291715,-0.0011445272545097397,200.87,1.92,23,1.3327238059043884,0.19004372132917055
0.0,192000,5.1000000000000085,0.9630841797590256,0.6574318079650402,493,0.00355522758414736,-0.0005465323699900182,203.28,2.0,24,1.3466314613819121,0.18150509299307171
0.0,200000,9.0,0.9348209476470948,0.8555676683783531,494,0.006026845935848541,0.0001281762798316777,213.91,2.34,25,1.358689513206482,0.24280732359957533
0.0,208000,7.200000000000017,0.9625740325450898,0.6970956765115262,495,0.0037600967288017274,-0.0006015439427574165,206.77,2.18,26,1.350560314655304,0.1872843225011161
0.0,216000,5.1000000000000085,0.9590094953775405,0.6631802068650723,496,0.0038191941795230376,-0.0005955357263883343,203.72,2.02,27,1.3530160868167878,0.1826984737510725
0.0,224000,5.0,0.973239250779152,0.585566541403532,497,0.0030648799730988684,-0.00047670710904640145,186.49,1.51,28,1.3475326371192933,0.16198820948929238
0.0,232000,4.1000000000000085,0.9384322744607926,0.8520793530344963,501,0.006076020880282158,-0.00021641400337102823,183.85,1.45,29,1.3632413160800934,0.24081129599714968
0.0,240000,6.0,0.9464886182546616,0.7468054358661175,504,0.004693807063740678,-0.0010204826218250674,197.78,1.92,30,1.3617578995227815,0.1793556349444527
0.0,248000,6.1000000000000085,0.9448031997680664,0.8177428993582726,507,0.005443768833356444,-0.0016434017567371485,210.27,2.24,31,1.3500289332866668,0.20992361337918047
0.0,256000,6.0,0.9687170195579529,0.5538759954273701,511,0.0028558252536458897,-0.0005788645698703476,210.04,2.2,32,1.3500584590435027,0.1458067968490705
0.0,264000,5.0,0.9666248685121537,0.6288226471841335,514,0.0034049826028058304,-0.001436180569435237,198.12,1.75,33,1.336841117143631,0.1572626889580175
0.0,272000,5.0,0.9603172171115876,0.6994076892733574,519,0.004336188982415478,-0.002307578662484957,205.11,2.04,34,1.3306618976593017,0.17996756525489446
0.0,280000,5.1000000000000085,0.9732077580690384,0.5784616132080554,522,0.0028145759794279,-0.0008825742479530163,208.93,2.19,35,1.3286065232753754,0.1603580782905911
0.0,288000,5.1000000000000085,0.9821369457244873,0.4849965560436249,527,0.0021060971132828856,-0.000622888047073502,212.23,2.23,36,1.3381883609294891,0.1277800999913379
0.0,296000,5.0,0.9472929406166076,0.6417263394594193,531,0.003385846908495296,-0.0011080441589001566,210.81,2.09,37,1.3395813751220702,0.1708634130547187
0.0,304000,6.0,0.9758437496423721,0.574508206397295,536,0.0028649081819457933,-0.001348209724346816,211.48,2.21,38,1.3459160268306731,0.14682599711886815
0.0,312000,8.0,0.9540441262722016,0.7181772211194039,541,0.004457065696187783,-0.0003918328898726031,216.48,2.38,39,1.3489770317077636,0.185756951364204
0.0,320000,6.0,0.9478676134347915,0.7348245376348496,545,0.0046693920050165615,-4.162657749475329e-05,209.8,2.14,40,1.367719520330429,0.18317823120720755
0.0,328000,6.0,0.9349498283863068,0.9341989088058472,550,0.00640024368360173,-0.0013996884816151578,219.54,2.36,41,1.3623762559890746,0.2389282995832916
0.0,336000,6.0,0.8968294614553451,1.0266600805521011,553,0.00877178183698561,-0.00395313736400567,212.43,2.24,42,1.3630637812614441,0.2708027493479817
0.0,344000,7.1000000000000085,0.949429589509964,0.7862996228039265,556,0.005082048198091798,-0.0008414688094126177,219.31,2.44,43,1.3631408143043517,0.19546705680450446
0.0,352000,7.0,0.8679058927297593,0.893368236720562,560,0.006341242601920385,-0.000405509970150888,209.13,2.2,44,1.3683862388134003,0.23225250747159198
0.0,360000,5.0,0.9478538399934768,0.7109493494033814,564,0.0038582628617587033,-3.6914692173013465e-05,193.73,1.76,45,1.3697505271434784,0.15750132377849202
0.0,368000,5.0,0.9751872020959854,0.5841308425366879,567,0.002792732560483273,-0.001057084340718575,201.5,1.94,46,1.3541997790336608,0.14220580459562981
0.0,376000,5.0,0.9554697209596634,0.8195858870446682,571,0.005411921155173332,-0.0019033197656972334,205.27,2.0,47,1.3553383553028107,0.21825181418637526
0.0,384000,5.0,0.9699736285209656,0.6146769472956657,574,0.0031420886373962277,-0.0008563721792779689,210.53,2.17,48,1.3521235573291779,0.14721030961189466
0.0,392000,8.100000000000009,0.9298365151882172,0.9125891572237015,578,0.007022963520139456,0.0013173597090644761,222.84,2.59,49,1.363298979997635,0.22282563474500083
0.0,400000,6.200000000000017,0.9556852251291275,0.7543221434950829,582,0.004930344777530991,-0.00256802703399444,223.14,2.56,50,1.3640911209583282,0.21747653266963757
0.0,408000,6.0,0.9506627500057221,0.7587579590082169,586,0.005115180591237731,-0.0011886208195937798,218.99,2.37,51,1.3544798719882964,0.198992441381035
0.0,416000,5.0,0.9414263063669205,0.7936818709969521,589,0.004930559000349603,-0.0003468611666903598,204.73,1.99,52,1.355724651813507,0.19660924306975297
0.0,424000,5.0,0.9181344109773636,0.9803895643353462,592,0.0071462864469503985,-0.001871389036095934,200.04,1.96,53,1.3651378130912781,0.25637763796603136
0.0,432000,9.0,0.9391627395153046,0.8957482054829597,596,0.006071565664024092,-0.0009156665547925513,211.79,2.38,54,1.3643650126457214,0.20729635490264786
