epoch_idx,policy_loss,fps,episode_length,advantage_norm,explained_variance,policy_entropy,approx_kl_divergence,frames,P01:episode_rewards,value_loss,clip_fraction,PMM:episode_rewards,grad_norm,P09:episode_rewards
22,-5.622714525088668e-08,681,286.48,10.275515206903219,nan,0.00011588139700506872,1.8189894035458566e-13,225280,0.0,7.854816881223545e-13,0.0,0.0,2.1562098724998257e-05,0.0
23,-1.882872311398387e-08,680,286.55,15.006210792064667,-5.215406417846679e-09,0.00044813763815909624,5.626077381748473e-10,235520,0.0,0.00046279030703916507,0.0,0.0,0.03454574682467772,0.0
24,0.0020787243935046717,680,286.08,15.946753305196761,-1.3386458158493042e-05,0.48103677995386535,0.013275880410745344,245760,0.0,0.0009451105635192518,0.1750244140625,1.25,0.05721349104836852,0.0
25,0.0013444717915263027,681,286.92,15.968182533979416,-1.0430812835693359e-08,1.1804637603461743,0.009847596760300803,256000,0.0,0.0008099074581658483,0.240234375,5.0,0.036708237354071596,25.0
26,0.0005052942331531085,682,290.01,15.968685376644135,7.82310962677002e-09,1.4577927067875862,0.011884455893596168,266240,0.0,0.002172099401376926,0.360498046875,14.0,0.03764901907250805,50.0
27,-0.001253860368160531,684,292.61,15.96869592666626,-1.7881393432617187e-08,1.4974832706153394,0.007218158456453239,276480,0.0,0.002959712936099379,0.3539306640625,24.25,0.04238451385830296,75.0
28,-0.0004918507504044101,686,294.67,15.968704301118851,-8.568167686462402e-09,1.4256133444607257,0.006171256625680144,286720,0.0,0.0031894105400839478,0.27734375,34.75,0.039227178578923785,100.0
29,-0.0006160258635645732,688,297.58,15.968696171045304,-9.313225746154785e-09,1.3820174396038056,0.0038701329851392073,296960,0.0,0.0049668557348031325,0.2272216796875,50.25,0.04348958975296245,100.0
30,-0.0008833084750222043,689,296.47,15.968716526031494,1.601874828338623e-08,1.464358564466238,0.004955608189959548,307200,0.0,0.00400247528533555,0.28359375,57.75,0.04227320622680876,100.0
31,-0.0019936128621338865,690,299.74,15.968716210126876,4.097819328308106e-09,1.4863267205655575,0.004355746216629086,317440,0.0,0.004982045564202053,0.302880859375,68.75,0.046727526987803455,127.50000000000021
32,-0.0011621000245213508,692,297.98,15.968713200092315,1.2665987014770507e-08,1.278767568618059,0.0040097055145565715,327680,0.0,0.0034816945154602765,0.248779296875,64.0,0.03744467404494785,125.0
33,-0.0007794382399879396,693,298.76,15.968698036670684,-2.2351741790771484e-09,1.1697075933218002,0.004179941733737991,337920,0.0,0.0032472224182349407,0.1929443359375,53.5,0.031881666136368,125.0
34,-0.00025591129087843,693,298.4,15.968663704395293,0.0,1.2353961147367953,0.0060250350364981385,348160,0.0,0.0022142153922544592,0.283056640625,46.75,0.03584547617418281,100.0
35,-0.0007627770799444988,692,297.13,15.96871697306633,-1.9744038581848144e-08,1.3195541314780712,0.003494078054518468,358400,0.0,0.00425643252926875,0.19619140625,41.25,0.04129586776862077,100.0
36,-0.0009066728467587382,690,298.17,15.968717163801193,-2.2351741790771484e-09,1.272529074549675,0.003717542389517803,368640,0.0,0.0043776835752169065,0.20029296875,48.5,0.03791731638352761,100.0
37,-0.0006782440090319142,690,299.33,15.968716734647751,-1.4901161193847657e-09,1.4284527696669103,0.003407820008504814,378880,0.0,0.0042813884047518515,0.1884521484375,55.5,0.04460052017324405,125.0
38,-0.001061405215295963,689,300.16,15.968716275691985,2.6077032089233397e-09,1.5412945441901684,0.0050084496345562,389120,0.0,0.006247282158074086,0.2921630859375,64.0,0.047755729089402496,125.0
39,-0.0010424686304759234,688,307.51,15.968716084957123,-2.905726432800293e-08,1.6194770753383636,0.0044003645220527686,399360,0.0,0.005535836567224806,0.278173828125,81.0,0.04963956291752011,200.0
40,-0.001645210711285472,688,308.12,15.96871572136879,1.2293457984924316e-08,1.6071895480155944,0.0053903757396824405,409600,0.0,0.00473325242867304,0.3257080078125,87.25,0.04431950935380012,225.0
41,-0.0007514196302508935,689,306.8,15.96871721148491,-2.9802322387695314e-09,1.395361590385437,0.0029962618859144642,419840,0.0,0.005270984811249946,0.1902099609375,80.5,0.04330043828824972,200.0
42,-0.0007644496508873999,690,303.29,15.968684452772141,-4.470348358154297e-09,1.4168339043855667,0.0036251137839116154,430080,0.0,0.004778336160663343,0.238134765625,71.25,0.04427577622759361,127.50000000000021
43,-0.0010704753920435905,689,306.86,15.968716394901275,-7.82310962677002e-09,1.5869983345270158,0.0037656030429161548,440320,0.0,0.0058744218224546785,0.2666015625,76.0,0.052421350730244384,150.0
44,-0.0006188972241943702,688,315.18,15.968717569112778,-1.6391277313232423e-08,1.5408620864152909,0.003186354463383623,450560,0.0,0.007993054376674991,0.2210205078125,94.5,0.05442048709989291,177.50000000000023
45,-0.001577017270028591,688,319.85,15.968717676401138,-1.4156103134155273e-08,1.482854762673378,0.0028466876713537205,460800,0.0,0.009082816160662333,0.2123291015625,113.75,0.05356403956740459,225.0
46,-0.001049114967463538,689,320.97,15.968717753887177,-9.685754776000977e-09,1.455966905504465,0.0026741495003079763,471040,22.500000000000007,0.00909461315459339,0.2001953125,124.5,0.053409461316820096,225.0
47,-0.0010392333118943498,689,327.86,15.968717956542969,5.215406417846679e-09,1.438495011627674,0.0025540177067568948,481280,25.0,0.01104227269315743,0.176025390625,147.25,0.05424754497416301,300.0
48,-0.0011876130243763327,690,329.34,15.968717789649963,-1.0430812835693359e-08,1.4294697269797325,0.002268944476560364,491520,47.50000000000001,0.012522182639804669,0.166259765625,172.75,0.056597905391337446,327.5000000000002
49,-0.001191581939929165,689,331.35,15.968717610836029,-2.2351741790771484e-08,1.3630399838089944,0.0022246243208940085,501760,50.0,0.00938326654068078,0.161279296875,188.0,0.050076846637328996,352.5000000000002
50,-0.0010125534725375473,688,325.56,15.968717747926712,1.0058283805847169e-08,1.3106466710567475,0.002024736452756315,512000,25.0,0.009687476912222336,0.1508056640625,174.0,0.0515900869223244,275.0
51,-0.0010912401921814308,689,329.4,15.96871793270111,1.4528632164001465e-08,1.2661810971796512,0.00238667097658265,522240,47.50000000000001,0.009364965753047728,0.158349609375,152.0,0.05061449611475434,250.0
52,-0.0013961136806756257,690,327.85,15.968717670440673,7.82310962677002e-09,1.1885401450097561,0.0024517669599617873,532480,25.0,0.009783304557640805,0.18759765625,139.5,0.05190698360026672,227.5000000000002
53,-0.0015586476074531674,691,327.17,15.968716990947723,4.8428773880004884e-09,1.2688982136547566,0.002260242089107578,542720,25.0,0.009878418565358515,0.151904296875,141.25,0.04938530420563031,250.0
54,-0.0013189039716962724,691,320.05,15.968717497587203,7.450580596923829e-10,1.2631337083876133,0.002707731115521028,552960,25.0,0.008381583170648809,0.1673095703125,141.0,0.05246214421715797,250.0
55,-0.0014496916672214865,690,319.39,15.968717610836029,-2.0489096641540527e-08,1.2618468418717383,0.002732966957296412,563200,25.0,0.007523539491057818,0.20283203125,136.0,0.04920624156343453,250.0
56,-0.0008724835293833167,690,314.0,15.968717235326768,-5.587935447692871e-09,1.1219543673098087,0.0024756424613656238,573440,0.0,0.006598205757609321,0.13896484375,117.0,0.04197497101396312,225.0
57,-0.0007339536357903853,689,309.43,15.968714302778244,7.450580596923829e-10,1.0545258313417434,0.0032683116651725185,583680,0.0,0.004337479326835947,0.1874755859375,91.0,0.03679703063831185,200.0
58,-0.00037329010374378415,689,301.94,15.968712657690048,-6.7055225372314455e-09,1.113193144649267,0.002063126042949648,593920,0.0,0.0048789423658718075,0.1474609375,77.0,0.03957927328188573,152.50000000000023
59,-0.00037362906441558154,689,296.97,15.968701738119126,-1.3783574104309083e-08,1.0931249313056468,0.0039083417718813965,604160,0.0,0.003527531860507338,0.210595703125,60.5,0.03872997001173173,125.0
60,-0.0005315192043781281,689,295.18,15.968707835674286,2.7567148208618165e-08,1.0630989287048578,0.0017164628987870855,614400,0.0,0.0035815540588288288,0.127392578125,59.0,0.033669246253039735,125.0
61,-0.00028944107762072233,689,294.54,15.968716186285018,-1.862645149230957e-09,1.0709545224905015,0.0028800724071828656,624640,0.0,0.004164540984243103,0.1465087890625,51.25,0.036839815887137875,100.0
62,-0.0013527912728022785,690,293.69,15.968714028596878,-8.940696716308593e-09,1.3135957211256026,0.0034800461589270526,634880,0.0,0.0026874396174690674,0.2301025390625,53.0,0.04200646764421857,100.0
63,-0.0010835140798008069,689,293.47,15.968688476085664,1.30385160446167e-08,1.2355087675154208,0.00315673929105742,645120,0.0,0.003522327646070167,0.208837890625,45.25,0.0390666362777104,100.0
64,-0.0007181066801422275,689,290.77,15.96860767006874,-2.6077032089233397e-09,1.302727434784174,0.0036364045993309444,655360,0.0,0.002032201188984195,0.2349853515625,38.5,0.042369352390547246,100.0
65,-0.0006825453776400537,688,288.98,15.968596166372299,2.6077032089233397e-09,1.4383217588067054,0.004641921209031352,665600,0.0,0.001995025556469887,0.2853271484375,30.25,0.04429242761680134,75.0
66,-0.0009688176942290738,688,286.07,15.967799615859985,4.097819328308106e-09,1.427098249644041,0.005836726789300428,675840,0.0,0.0014958947548086687,0.2763427734375,19.5,0.04143889323910767,50.0
67,-0.0010352210112614558,688,287.96,15.968670523166656,1.080334186553955e-08,1.543578915297985,0.005708061517594842,686080,0.0,0.00256388095988207,0.3631591796875,23.75,0.04779817112315299,50.0
68,-0.00043046876380685716,688,289.32,15.96866545677185,3.7252902984619143e-10,1.5441658243536949,0.004316646385404965,696320,0.0,0.0028734615532394424,0.3130126953125,28.0,0.04864163253545258,75.0
69,-0.000499555267742835,689,289.29,15.968714892864227,-9.313225746154785e-09,1.5924475148320199,0.004087165338944487,706560,0.0,0.003578343106350701,0.288671875,40.5,0.05243443732566531,75.0
70,-0.0010176020732615143,689,291.19,15.968713021278381,7.82310962677002e-09,1.6632339231669904,0.0035725417137200564,716800,0.0,0.0036071016378627974,0.2708984375,46.75,0.049925978362746246,77.50000000000021
71,-0.0012940605432959274,689,296.39,15.968716073036195,1.4901161193847657e-09,1.6966604501008988,0.003365005471346194,727040,0.0,0.005699455066212522,0.2641845703125,65.5,0.051275431805579766,125.0
72,-0.0009597816475434229,688,296.35,15.968664985895156,-9.313225746154785e-09,1.6456268720328808,0.004058502612656412,737280,0.0,0.0029320932269259413,0.3096923828125,55.25,0.051394464288403975,102.50000000000021
73,-0.001162657651002519,688,296.44,15.96871085166931,-1.30385160446167e-08,1.5997665338218212,0.004702736038825606,747520,0.0,0.002531496629705998,0.3451171875,50.75,0.04685862700983141,100.0
74,-0.0004107398388441652,689,291.16,15.968713706731796,-1.3411045074462891e-08,1.6272830434143544,0.0032613209264127363,757760,0.0,0.004166624449021583,0.240771484375,34.5,0.0500098974814223,75.0
75,-0.00041397791355848315,688,292.59,15.968714612722398,7.450580596923829e-10,1.6432792879641056,0.0028145732884240714,768000,0.0,0.003547191486200063,0.1991455078125,46.0,0.05157215009822173,100.0
76,-0.0013609452929813416,688,296.29,15.968717104196548,-2.6077032089233397e-09,1.6206565737724303,0.003966917683578685,778240,0.0,0.004361576035012149,0.298095703125,56.0,0.05016754991652469,102.50000000000021
77,-0.0015113106201170012,688,306.0,15.968716233968735,-1.862645149230957e-08,1.5810387842357159,0.0031192416163605685,788480,0.0,0.006575727787537744,0.2492431640625,70.0,0.0544615038286352,125.0
78,-0.0017434617126127704,688,317.18,15.968717670440673,7.450580596923829e-10,1.492512845993042,0.0028179831565921633,798720,0.0,0.007271892795688473,0.222412109375,100.0,0.05256454039516371,200.0
79,-0.0011632779875071718,688,333.58,15.96871766448021,-7.82310962677002e-09,1.3846575535833836,0.0023107286783329074,808960,25.0,0.008520653571213187,0.1841796875,137.5,0.049665150520574776,380.00000000000045
80,-0.0014501501893391833,688,349.54,15.968717223405838,5.215406417846679e-09,1.2433509156107903,0.0024783233183114815,819200,50.0,0.009882406896667816,0.1620361328125,168.0,0.046932032793481515,427.5000000000002
81,-0.000826357482583262,688,356.07,15.96871793270111,6.332993507385254e-09,1.2157067835330964,0.001429802657233381,829440,50.0,0.009987490707499092,0.1138671875,177.5,0.047363338564940176,402.5000000000002
82,-0.001321989341522567,689,374.83,15.968717831373215,-8.940696716308593e-09,1.2412716813385487,0.0018564586949082694,839680,122.5,0.010509536675090202,0.1427490234375,203.25,0.04738779296359202,450.0
83,-0.00018033948435913771,688,384.14,15.968717956542969,-6.332993507385254e-09,1.1850604750216007,0.0015172101822656715,849920,125.0,0.009845001894973393,0.0946533203125,198.75,0.047241773912937116,405.00000000000045
84,-0.0012214510468766093,688,385.45,15.968717783689499,2.0489096641540527e-08,1.220233863592148,0.002370172496620171,860160,125.0,0.009957424724052543,0.169775390625,197.75,0.050142143434576056,450.0
85,-0.0013226779628894292,688,386.11,15.96871782541275,-1.3411045074462891e-08,1.200633929669857,0.0020816629065279813,870400,125.0,0.009141839215226355,0.135498046875,208.25,0.044352202035789254,452.50000000000017
86,-0.0006460144970333204,688,378.74,15.968717652559281,-1.5273690223693846e-08,1.1351840130984783,0.001698499924088992,880640,125.0,0.010351197386080457,0.1215087890625,200.25,0.046190583663953115,450.0
87,-0.000746113620698452,689,377.45,15.96871770620346,-1.4156103134155273e-08,1.0933392360806464,0.0017345800438533844,890880,125.0,0.009838207835855428,0.130712890625,193.25,0.04488910896755642,450.0
88,-0.0009382714459206909,688,376.55,15.968717437982558,-1.0058283805847169e-08,1.111588930338621,0.001893760106730724,901120,125.0,0.008876918405439938,0.1359130859375,189.25,0.04805803474221957,427.5000000000002
89,-0.0011951189604587852,689,372.06,15.968717765808105,2.9802322387695314e-09,1.1763593837618829,0.0021276877192121903,911360,125.0,0.009503890669657266,0.147265625,167.5,0.047273451372977,175.0
90,-0.0008781830372754484,688,377.96,15.968717801570893,-9.685754776000977e-09,1.1901864051818847,0.0019200800873591106,921600,125.0,0.008904564044496511,0.1372802734375,169.0,0.047846208006810685,175.0
91,-0.0007858647441025823,688,389.98,15.968717700242996,-1.4528632164001465e-08,1.023035753890872,0.0014735277783699985,931840,125.0,0.009414374942934955,0.094677734375,175.5,0.04274252390515339,205.00000000000043
92,-0.0010755057446658611,689,399.35,15.968717855215072,-5.960464477539063e-09,0.91286038197577,0.0016306271510472925,942080,125.0,0.009466386946223792,0.1241943359375,179.5,0.04231442152822356,252.50000000000023
93,-0.000229169731028378,689,401.6,15.968717831373215,4.8428773880004884e-09,0.8657639980316162,0.0010902495422804748,952320,125.0,0.009791343961842358,0.0739013671875,192.75,0.037148341466636904,427.5000000000002
94,-0.0010413955809781329,690,405.52,15.968717730045318,1.1548399925231934e-08,0.8838399283587932,0.0017806287214824578,962560,147.5,0.00995820513489889,0.124072265625,194.75,0.041304588657385594,312.5000000000011
95,-0.0008966194960521534,690,403.0,15.96871758699417,5.960464477539063e-09,0.8367333192378282,0.001871024131233412,972800,125.0,0.00876207485212035,0.1072998046875,192.0,0.036065159573971904,312.5000000000011
96,-0.0005605453188763931,690,402.94,15.968717634677887,-2.1979212760925294e-08,1.00325915068388,0.002479036745819485,983040,125.0,0.008461357345004217,0.1357421875,196.75,0.039160709719808874,427.5000000000002
97,-0.0006498169299447909,691,395.89,15.968717581033706,1.30385160446167e-08,1.0210350025445223,0.002242751686844713,993280,122.5,0.010886087123435573,0.10390625,182.0,0.04069244917649186,275.0
98,-0.0006183266261359677,691,393.43,15.96871777176857,6.332993507385254e-09,1.1038295835256577,0.0020699899392866428,1003520,122.5,0.012707734559080563,0.1188232421875,199.75,0.047106910243651344,300.0
99,-0.0009526275127427653,691,380.31,15.968717640638351,-1.862645149230957e-08,1.1758779816329479,0.0022168364263080776,1013760,125.0,0.012181925906043034,0.1562255859375,215.5,0.0496818769147085,300.0
100,-0.0010827899852301926,691,386.7,15.968717807531357,-9.313225746154785e-09,1.1995703764259815,0.002432789537044755,1024000,125.0,0.010965510668938805,0.16884765625,228.75,0.05044417188051499,300.0
101,-0.0005444095673738048,691,374.01,15.968717694282532,1.1175870895385742e-09,1.2446160726249218,0.0021534193186340646,1034240,125.0,0.011907042696111602,0.1322998046875,215.75,0.04814444180053192,300.0
102,-0.0014531067135976627,690,374.87,15.968717730045318,-9.313225746154785e-09,1.2368010073900222,0.0021254757442761727,1044480,125.0,0.013375381095102057,0.1703369140625,225.5,0.05230690654644685,302.5000000000002
103,-0.0007042928831651807,690,370.43,15.968717843294144,3.7252902984619143e-10,1.2087299689650535,0.002356049119458703,1054720,125.0,0.011895085137803107,0.147802734375,218.25,0.05140043367936133,300.0
104,-0.0011706094112014398,690,369.81,15.968717867136002,-1.564621925354004e-08,1.2532260701060296,0.002006650987846115,1064960,125.0,0.015360199721180834,0.11162109375,234.5,0.04896591488291363,325.0
105,-0.0010840505128726363,691,374.02,15.968718034029006,8.195638656616212e-09,1.2165303096175193,0.0020596007364758863,1075200,150.0,0.015542208185070194,0.1585205078125,261.0,0.055511032901168864,352.5000000000002
106,-0.0012175502633908764,691,369.61,15.968717950582505,-5.587935447692871e-09,1.2918171249330044,0.001932875171928572,1085440,150.0,0.016897804479231126,0.1447998046875,267.0,0.056894442214183695,352.5000000000002
107,-0.0010861728456802665,691,355.76,15.968718045949936,-7.82310962677002e-09,1.3563693590462207,0.00230536360405722,1095680,175.0,0.01706100780866109,0.1772705078125,268.25,0.05851239298171251,350.0
108,-0.000887064338894561,691,342.58,15.96871801018715,-7.450580596923829e-10,1.4397555366158485,0.0021492644500881396,1105920,150.0,0.015634937818686013,0.1580322265625,253.75,0.06009431120080968,350.0
109,-0.0011791217897552998,691,339.06,15.9687180519104,-1.601874828338623e-08,1.4637969858944415,0.002040117063802427,1116160,175.0,0.018761670449748635,0.1771240234375,262.5,0.06169407697236107,350.0
110,-0.0013667327701114118,691,346.02,15.968717777729035,2.3469328880310058e-08,1.3813949041068554,0.002127369393110712,1126400,175.0,0.015623808538657613,0.1460693359375,266.25,0.05244617282061724,375.0
111,-0.0005896093207411468,691,356.33,15.968717873096466,-2.868473529815674e-08,1.3269580379128456,0.0014490739163818488,1136640,175.0,0.01676840007130522,0.1017578125,285.0,0.050752865226120256,377.5000000000002
112,-0.0007041672855848446,691,365.52,15.968717992305756,-4.8428773880004884e-09,1.3102634124457837,0.0017985718881277535,1146880,150.0,0.014124791152426042,0.1232177734375,278.75,0.05102383027965196,402.5000000000002
113,-0.0013022273109527306,690,367.39,15.968718075752259,-2.0861625671386717e-08,1.237377394735813,0.001760310317124336,1157120,150.0,0.014399258760386146,0.14384765625,269.0,0.05327707895168572,400.0
114,-0.0004608952935086563,690,376.28,15.968717950582505,-5.587935447692871e-09,1.3032206989824773,0.001328194663119575,1167360,150.0,0.014778315405419563,0.0946533203125,275.0,0.04971232966436816,477.5000000000002
115,-0.001655102806398645,690,370.52,15.968717920780183,-2.0489096641540527e-08,1.2985282830893994,0.0023277801135691335,1177600,150.0,0.013777249143458903,0.17509765625,255.0,0.053038382783714276,377.5000000000002
116,-0.0007310313725611195,690,372.11,15.96871777176857,-1.4528632164001465e-08,1.143878997862339,0.0015116010927371804,1187840,125.0,0.012437068823055597,0.0966796875,237.0,0.04566106581735822,350.0
117,-0.0012020223133731634,690,370.23,15.968717736005782,-1.3411045074462891e-08,1.1787153385579585,0.0016912739824078925,1198080,125.0,0.012433773824159288,0.125927734375,220.25,0.045849590986405654,300.0
118,-0.0014888037228956818,691,375.73,15.968717795610427,-1.080334186553955e-08,1.2066201180219651,0.0020500452459884856,1208320,125.0,0.013567877556488384,0.1518798828125,220.75,0.04923450124615723,300.0
119,-0.0011791484605055303,691,370.81,15.96871783733368,-1.4901161193847657e-09,1.2365690737962722,0.002341349174116658,1218560,125.0,0.013204514114477206,0.178466796875,215.75,0.04755607865778891,275.0
120,-0.0009115155844483525,691,373.37,15.968717962503433,-1.7136335372924803e-08,1.157388659566641,0.001711316124442419,1228800,147.5,0.012469716643681749,0.1252685546875,222.25,0.04585578571946837,300.0
121,-0.0006564941548276692,691,381.59,15.96871782541275,-1.1920928955078126e-08,1.085422018915415,0.001152964437035564,1239040,125.0,0.011298457047269039,0.0752685546875,223.0,0.04268947779670905,300.0
122,-0.0007909040286904201,691,381.15,15.968717873096466,-1.862645149230957e-09,1.1345274224877357,0.0017680369943718689,1249280,125.0,0.010859778363374062,0.1342529296875,211.5,0.049622838538729924,275.0
123,-0.0008275141881313175,691,390.02,15.968717968463897,-3.3527612686157227e-09,1.1222477868199348,0.001511819484795751,1259520,125.0,0.011893451779906172,0.0965576171875,201.5,0.04384219982467695,275.0
124,-0.0003740845248103142,691,390.93,15.96871793270111,3.3527612686157227e-09,1.1399160593748092,0.0015614931986249303,1269760,125.0,0.011696497746743261,0.118505859375,193.25,0.05011097179298747,275.0
125,-0.0005613363027805462,691,384.33,15.968717908859253,4.097819328308106e-09,1.229488980770111,0.0019973747548306165,1280000,125.0,0.013450676706270315,0.1391845703125,208.25,0.05296387867264708,275.0
126,-0.0011916333955014125,691,384.72,15.968717885017394,7.450580596923829e-10,1.2336003191769123,0.001894318040035614,1290240,125.0,0.012999094360566232,0.1671142578125,221.5,0.054551622796531904,302.5000000000002
127,-0.0010032067686552182,691,387.59,15.968717867136002,-5.587935447692871e-09,1.270294689387083,0.002135971781308399,1300480,147.5,0.013030474521656288,0.1669677734375,244.75,0.050452529082504624,377.5000000000002
128,-0.0007801344414474443,692,387.68,15.968717843294144,-1.564621925354004e-08,1.2704992517828941,0.001859927922987481,1310720,150.0,0.014369668581639416,0.1452880859375,257.25,0.05106081060154216,455.0000000000004
129,-0.0013593973533716052,692,385.41,15.968717855215072,-2.421438694000244e-08,1.2678248450160026,0.00210961154618019,1320960,150.0,0.01552664373011794,0.1538818359375,262.75,0.053330702058261126,410.00000000000085
130,-0.0007962748233694584,692,385.12,15.96871793270111,-7.078051567077636e-09,1.2138871267437934,0.0017095250867669165,1331200,150.0,0.014825845012092031,0.1260498046875,280.25,0.04623242811385928,525.0
131,-0.0006951383140403778,693,391.18,15.968717849254608,7.450580596923829e-10,1.1729575254023075,0.001253513260667205,1341440,175.0,0.013869537276332267,0.0918212890625,292.25,0.04496350520527937,550.0
132,-0.0005950274033239111,693,399.64,15.968717896938324,-1.1175870895385742e-08,1.2253516815602779,0.0014776670001538151,1351680,175.0,0.01341174753906671,0.1171875,298.5,0.04849501591075407,550.0
133,-0.0008108711394015699,693,405.99,15.968717944622039,-1.862645149230957e-09,1.2895567260682583,0.0016724051801759287,1361920,172.5,0.013936372188618406,0.13212890625,303.0,0.04881725062848172,550.0
134,-0.0009059847623575478,693,404.23,15.968717980384827,-1.0430812835693359e-08,1.3743920400738716,0.0020061522243622677,1372160,150.0,0.014793971218750812,0.1511474609375,296.5,0.05424593660338548,550.0
135,-0.0011744287941837684,693,409.19,15.968717747926712,-1.564621925354004e-08,1.4383564360439778,0.0021323635184216983,1382400,150.0,0.01336987293616403,0.170556640625,301.5,0.05285005096221694,552.5000000000002
136,-0.0013059798307949676,693,402.19,15.968717807531357,-2.1979212760925294e-08,1.4757689826190472,0.002072559548491881,1392640,150.0,0.015008292847778649,0.186181640625,317.25,0.05960879034575741,577.5000000000002
137,-0.0017565593327162788,693,396.55,15.968717902898788,1.6391277313232423e-08,1.4315229684114457,0.0020152408504941375,1402880,150.0,0.014990355999907478,0.1943603515625,309.5,0.05912136862736511,575.0
138,-0.0014146691566566006,693,394.83,15.968717724084854,-1.601874828338623e-08,1.3641503989696502,0.0023923500919067918,1413120,147.5,0.0127855376660591,0.1660400390625,304.0,0.05422590818742716,575.0
