epoch_idx,policy_loss,fps,episode_length,advantage_norm,explained_variance,policy_entropy,approx_kl_divergence,frames,P01:episode_rewards,value_loss,clip_fraction,PMM:episode_rewards,grad_norm,P09:episode_rewards
248,-0.0005338404967915267,697,293.53,15.968717563152314,-3.7252902984619143e-10,1.5437523312866688,0.001943401309199544,2539520,0.0,0.004474709286478173,0.2114013671875,37.75,0.04872755893708584,75.0
249,-0.0008214756118832156,697,298.01,15.968711346387863,-1.3411045074462891e-08,1.5196576870977878,0.001961821190650426,2549760,0.0,0.004584870958751708,0.2334228515625,51.0,0.04663648102532016,125.0
250,-0.0012711000628769398,697,299.13,15.9687160551548,1.5273690223693846e-08,1.4777165599167348,0.0024494058679692897,2560000,0.0,0.004236664758559527,0.2774658203125,53.25,0.04831216714525842,125.0
251,-0.0005073708103736863,697,296.02,15.968623316287994,-1.080334186553955e-08,1.4718122072517872,0.0023422001450683185,2570240,0.0,0.0024624114016090102,0.243896484375,45.25,0.04671925204110323,100.0
252,-0.0011234103731112555,698,294.27,15.968687462806702,-1.601874828338623e-08,1.5151793204247952,0.002209708419667322,2580480,0.0,0.0025895856975033382,0.2564697265625,38.0,0.04665747893532128,75.0
253,-0.0006691319722449407,698,295.53,15.968709582090378,7.82310962677002e-09,1.5374929144978524,0.0017803474441620893,2590720,0.0,0.00480582266495162,0.2177978515625,39.5,0.051728619709155696,75.0
254,-0.0009155581588856876,698,303.74,15.968717026710511,-2.6077032089233397e-09,1.4852717883884907,0.0018076205365105125,2600960,0.0,0.005289809038140447,0.2253173828125,55.5,0.05116791720721372,125.0
255,-0.0008715843636309728,698,310.68,15.96871223449707,-2.0861625671386717e-08,1.4364155054092407,0.001801382902090154,2611200,0.0,0.004692338072891289,0.2031982421875,66.75,0.047723914133174054,125.0
256,-0.0010696003271732479,698,319.38,15.9687175989151,-4.470348358154297e-09,1.3987864412367343,0.001766756041453732,2621440,0.0,0.0061817057925509285,0.209130859375,76.75,0.04916752267722148,125.0
257,-0.0009424102550838143,698,321.05,15.96870145201683,2.2351741790771484e-09,1.2886700183153152,0.0022137609564538254,2631680,0.0,0.0037417285300586746,0.2621826171875,74.75,0.0423641304040861,125.0
258,-0.00023087499721441418,698,314.33,15.96871212720871,-7.450580596923828e-09,1.2190949879586697,0.0019966019927210254,2641920,0.0,0.0030055942478497853,0.194775390625,61.0,0.040341867521467914,102.50000000000021
259,-0.0013797432620776817,698,305.2,15.968716734647751,-1.080334186553955e-08,1.300312054157257,0.002257736122589904,2652160,0.0,0.0046473841551119225,0.24609375,50.5,0.04509059525296934,100.0
260,-0.0009329596970928833,698,307.35,15.968715816736221,4.8428773880004884e-09,1.2973627611994742,0.0018193495074001476,2662400,0.0,0.0041651485932561625,0.229931640625,54.0,0.04587672043329847,100.0
261,-0.0009343831188743934,698,311.93,15.968717104196548,8.195638656616212e-09,1.2660056836903095,0.0017948251231473477,2672640,0.0,0.004208726759361525,0.202099609375,60.25,0.04398166246921955,100.0
262,-0.0006710279150865972,698,310.42,15.968707984685897,-1.2665987014770507e-08,1.2647543653845787,0.002009255830608936,2682880,0.0,0.003299099419193219,0.2509521484375,55.5,0.04566364942435375,100.0
263,-0.0007663759955903515,698,309.38,15.968706041574478,6.7055225372314455e-09,1.193070511519909,0.0016029353443343553,2693120,0.0,0.004178063209654681,0.1644287109375,52.0,0.042292919962351974,100.0
264,-0.0008147324871970341,698,302.77,15.9687165081501,-1.7136335372924803e-08,1.0705374162644148,0.001627359818517604,2703360,0.0,0.0037721757256122144,0.16123046875,46.5,0.04084315271544038,100.0
265,-0.0006093720032367856,697,306.57,15.96871612071991,3.3527612686157227e-09,1.0652863930910825,0.0016477550765863214,2713600,0.0,0.005037348881893422,0.1564453125,57.5,0.04016272345071107,125.0
266,-0.000617622776189819,697,311.04,15.968717497587203,1.30385160446167e-08,1.2176171973347665,0.0016217603938642356,2723840,0.0,0.0066850902392616264,0.1882568359375,68.0,0.04735786687415212,125.0
267,-0.00047448638069909067,697,314.88,15.96871713399887,-1.1920928955078126e-08,1.221739696711302,0.0016568787612015966,2734080,0.0,0.00474042959037888,0.1629150390625,75.75,0.04022873256628952,125.0
268,-0.0005183534813113511,697,314.87,15.968711006641389,-1.862645149230957e-09,1.2491623170673847,0.0016861449572161292,2744320,0.0,0.00451263319835391,0.1790771484375,74.0,0.04269798037546538,150.0
269,-0.0010171319416258484,697,305.07,15.968717604875565,-5.587935447692871e-09,1.3175377927720546,0.0024859396431452297,2754560,0.0,0.0057758614584599854,0.2293701171875,61.25,0.04203450215021806,150.0
270,-0.0011699395341565832,697,306.23,15.968717509508133,3.725290298461914e-09,1.3420357964932919,0.002160742192666021,2764800,0.0,0.005558417110114533,0.2248046875,77.75,0.04097293153208592,150.0
271,-0.0006476165202911943,697,302.31,15.968715679645538,1.4528632164001465e-08,1.2406261190772057,0.0017399072128569059,2775040,0.0,0.005653429131632137,0.1662109375,84.25,0.039787242921300106,177.50000000000023
272,-0.0005339396244380623,697,302.46,15.968717610836029,2.0116567611694337e-08,1.4143247477710248,0.002019598349397711,2785280,0.0,0.006613534798452747,0.2434814453125,85.0,0.05354381465083018,177.50000000000023
273,-0.0009272666444303468,697,304.26,15.968717533349992,-1.0430812835693359e-08,1.4084174655377866,0.0016368933729694391,2795520,0.0,0.007218024527173838,0.1985107421875,94.5,0.05091654253756277,200.0
274,-0.00086441244056914,697,308.68,15.968717747926712,-1.2665987014770507e-08,1.3599755734205246,0.0019351492149098704,2805760,0.0,0.008572298645412956,0.2169189453125,104.5,0.05329059995628997,225.0
275,-0.0010027128853835165,697,311.31,15.968717736005782,-2.8312206268310546e-08,1.3584042452275753,0.0016732837045225323,2816000,0.0,0.008496575585013488,0.220947265625,114.75,0.051249977562054516,225.0
276,-0.0006774986162781715,697,318.84,15.968717855215072,8.940696716308593e-09,1.423052991181612,0.0013166351161629565,2826240,22.500000000000007,0.011071487318258733,0.153759765625,123.25,0.05632019965772853,250.0
277,-0.000826384277024772,697,323.65,15.968717926740647,-6.7055225372314455e-09,1.419418790191412,0.0013610889556503025,2836480,25.0,0.011238411526574055,0.167919921875,145.75,0.0571397698686006,275.0
278,-0.0006933096941793337,697,329.87,15.968717789649963,3.3527612686157227e-09,1.4505414269864558,0.001800229348702942,2846720,25.0,0.010928138821327593,0.1970458984375,160.25,0.05758191875479722,300.0
279,-0.0012258894043043257,697,339.02,15.968717724084854,-1.862645149230957e-09,1.456302198022604,0.0016619979376400807,2856960,25.0,0.009971746350674947,0.2112060546875,187.0,0.054904850893215895,377.5000000000002
280,-0.0004795151384314522,697,340.13,15.968717539310456,7.078051567077636e-09,1.35906081199646,0.00142539794811114,2867200,25.0,0.010481905590131646,0.1482421875,189.5,0.0496270346522153,477.5000000000002
281,-0.001001486013410613,697,348.53,15.9687180519104,1.0058283805847169e-08,1.2747305825352668,0.0018044935024960295,2877440,25.0,0.00987279588225647,0.1726806640625,201.5,0.04760600882687245,502.5000000000002
282,-0.000577175134094432,698,345.27,15.968717747926712,1.1175870895385742e-09,1.1881477549672126,0.0011063097388216646,2887680,25.0,0.011254602783265,0.12353515625,198.0,0.044342093484445275,477.5000000000002
283,-0.0005573011410888284,698,346.83,15.968717741966248,-7.450580596923828e-09,1.2888876602053643,0.0011430594273747375,2897920,25.0,0.010618951592186931,0.1279541015625,191.5,0.04935117210808015,425.0
284,-0.0010285544354701414,698,344.32,15.968717896938324,1.1175870895385742e-09,1.3478220760822297,0.0016804814614431508,2908160,25.0,0.010153331767287454,0.2265625,197.75,0.05688880406571898,450.0
285,-0.000684790377272293,697,339.92,15.968717867136002,-1.4901161193847657e-09,1.2911049574613571,0.00117750908670331,2918400,25.0,0.010737678605073598,0.1392822265625,175.0,0.050411685125942116,325.0
286,-0.00033020068367477505,697,340.9,15.968717807531357,-3.7252902984619143e-10,1.3177487783133983,0.0011778835775942298,2928640,25.0,0.012081017275340855,0.13515625,183.5,0.05423890653051876,332.5000000000006
287,-0.0004429658030858263,698,339.12,15.968717926740647,7.450580596923829e-10,1.3178789645433426,0.0011653099865228,2938880,47.50000000000001,0.01433816853677854,0.12548828125,200.0,0.05264692532513708,332.5000000000006
288,-0.0008739613549550995,698,347.48,15.968717688322068,-1.7508864402770997e-08,1.214439156651497,0.0010403886484823487,2949120,50.0,0.014167191348678897,0.123876953125,232.5,0.05070801148617506,480.00000000000045
289,-0.0008698896475834772,698,354.56,15.968717956542969,-6.7055225372314455e-09,1.1399374052882194,0.0010519905614472691,2959360,75.0,0.014984488976188004,0.112060546875,250.0,0.04776260360161942,407.5000000000006
290,-0.0007402020710287616,698,359.58,15.96871789097786,7.078051567077636e-09,1.1609251499176025,0.0009216819195017933,2969600,125.0,0.014506434579379857,0.11416015625,261.25,0.05115714377865126,475.0
291,-0.0005756656348239631,698,366.93,15.968718063831329,-8.940696716308593e-09,1.2663038842380048,0.0009735500217630033,2979840,150.0,0.01658817975257989,0.104345703125,285.5,0.05312279382395839,482.5000000000007
292,-0.0009512768709100782,698,363.72,15.968717968463897,-2.2351741790771484e-08,1.3119616940617562,0.001422744539257792,2990080,150.0,0.016408402888919225,0.162939453125,292.0,0.05814296444898106,527.5000000000002
293,-0.0006789901555748657,698,361.03,15.968718093633651,5.587935447692871e-09,1.2916626296937466,0.0009843524083137823,3000320,175.0,0.015448222734266891,0.1303466796875,289.25,0.05098983213057208,427.5000000000002
294,-0.0007157595100579783,698,359.16,15.968717950582505,4.097819328308106e-09,1.2699194364249706,0.0012099460108345283,3010560,150.0,0.01645798738463782,0.1322021484375,284.25,0.05080077696679804,457.5000000000006
295,-0.00043190762953599916,698,363.4,15.96871787905693,9.685754776000977e-09,1.3126326248049736,0.001265539113472869,3020800,147.5,0.015082107824855483,0.14453125,282.75,0.05503344656708873,435.00000000000085
296,-0.0005069908802397549,698,358.06,15.96871793270111,6.7055225372314455e-09,1.3424868397414684,0.0009360071380228874,3031040,125.0,0.01600244664296042,0.0968017578125,284.75,0.05238949162086091,527.5000000000002
297,-0.001211080644861795,698,350.49,15.968718105554581,-7.82310962677002e-09,1.3404789604246616,0.0014365281864456847,3041280,125.0,0.017805772414430977,0.18310546875,273.5,0.060219453441283696,377.5000000000002
298,-0.00044579480891115963,699,336.59,15.968717908859253,-3.725290298461914e-09,1.347699908912182,0.0009991291867322617,3051520,147.5,0.01695132776221726,0.1346435546875,262.25,0.05752216237713511,352.5000000000002
299,-0.0009617062518373132,698,340.34,15.968717831373215,-1.9371509552001954e-08,1.3446614257991314,0.0013709516487836026,3061760,175.0,0.018196307768812404,0.17451171875,274.75,0.059789770902129835,375.0
300,-0.000890143500873819,698,343.61,15.968717896938324,-5.587935447692871e-09,1.3511925861239433,0.001075395498190801,3072000,172.5,0.01701921499625314,0.1396484375,286.25,0.05512478947394728,400.0
301,-0.00121637781849131,698,343.89,15.968718022108078,-1.862645149230957e-08,1.3621516488492489,0.0012377631665458466,3082240,172.5,0.017323178602964617,0.1598876953125,281.0,0.06027516795115116,400.0
302,-0.0009287766763009131,698,352.84,15.968717867136002,-1.6763806343078613e-08,1.3523782998323441,0.0011983046414513864,3092480,172.5,0.016703704942483456,0.147412109375,293.0,0.05687022532670437,452.50000000000017
303,-0.0003702725371113047,698,352.46,15.96871811747551,-2.9802322387695314e-09,1.3240767791867256,0.0011162520689822486,3102720,150.0,0.018009176178020427,0.135009765625,290.75,0.057790238563376395,427.5000000000002
304,-0.0008191810688003897,698,359.48,15.968718039989472,-1.30385160446167e-08,1.3333699010312556,0.001055403024355428,3112960,150.0,0.01651936455455143,0.14638671875,303.25,0.057182684974309936,530.0000000000005
305,-0.001305157973547466,698,363.0,15.968717885017394,8.940696716308593e-09,1.3376313023269177,0.0011856231912474868,3123200,150.0,0.016260975401382893,0.15947265625,304.75,0.06056834784259572,575.0
306,-0.0005250599759165197,698,363.29,15.96871801018715,-7.450580596923828e-09,1.3055776253342628,0.0009670026994271552,3133440,150.0,0.018237676577700767,0.1130859375,305.5,0.059032947989301685,575.0
307,-0.0013328230823390185,698,362.2,15.968718189001084,-7.82310962677002e-09,1.2899443201720715,0.0011922010481498547,3143680,150.0,0.017134698498557553,0.148583984375,302.25,0.05645600737626164,575.0
308,-0.0007759511354379356,698,358.58,15.968717831373215,2.0489096641540527e-08,1.3096706002950669,0.0009979100306111376,3153920,175.0,0.018269390167552045,0.1134765625,306.25,0.054583498517679144,432.5000000000006
309,-0.0005960853333817795,698,350.05,15.96871812939644,1.3783574104309083e-08,1.3193037286400795,0.0010150562317861045,3164160,150.0,0.016738875000737608,0.1139404296875,291.5,0.05517833867862561,402.5000000000002
310,-0.0005683858093107119,698,357.0,15.968717861175538,-2.2724270820617674e-08,1.329421204328537,0.0010492668206097734,3174400,150.0,0.017005053733009846,0.131884765625,296.0,0.0585858953932306,455.0000000000004
311,-0.0012649963784497232,698,355.47,15.968717968463897,-1.4901161193847656e-08,1.3274486109614372,0.001118215086194141,3184640,150.0,0.016046873311279342,0.1264892578125,294.75,0.05599995399955895,550.0
312,-0.000808089372003451,698,364.68,15.968717980384827,-7.450580596923828e-09,1.3001402340829373,0.0010776300248735993,3194880,147.5,0.015108576029888354,0.12646484375,300.25,0.05425977235232153,575.0
313,-0.0009404995042132213,698,363.22,15.96871787905693,-5.215406417846679e-09,1.2404307641088963,0.0012618919419907116,3205120,150.0,0.015527707603177987,0.13310546875,289.25,0.05242193203261505,550.0
314,-0.0010131144255865366,698,363.87,15.968717777729035,4.8428773880004884e-09,1.2841300033032894,0.0012039208457451877,3215360,150.0,0.014796406439563725,0.1477783203125,274.25,0.05436745688927526,430.0000000000004
315,-0.0008113917952869088,697,361.39,15.96871787905693,1.1175870895385742e-09,1.2963690735399722,0.0010768641500703779,3225600,150.0,0.014343601968357688,0.1340087890625,254.25,0.05352083154190249,377.5000000000002
316,-0.0009370571380713955,697,369.98,15.968717926740647,-3.725290298461914e-09,1.287706620246172,0.0010990835831620415,3235840,147.5,0.013411878699844237,0.1326416015625,268.75,0.05172217694439783,480.00000000000045
317,-0.000666984572308138,697,361.97,15.968717819452285,-7.450580596923829e-10,1.325224930793047,0.001059912851329159,3246080,122.5,0.014483678348187822,0.1304443359375,261.5,0.054667301585023684,525.0
318,-0.000911732783424668,697,367.02,15.968717956542969,-2.6077032089233397e-09,1.3041868969798087,0.0011892963753325602,3256320,100.0,0.01275123599480139,0.13876953125,266.5,0.05244474839539368,525.0
319,-0.000968778703827411,697,364.44,15.968717783689499,-1.080334186553955e-08,1.2594940982759,0.0011860368613156424,3266560,100.0,0.014597757570300018,0.1558349609375,261.25,0.052002896700257574,525.0
320,-0.000821204439853318,697,367.57,15.968717914819717,-1.0430812835693359e-08,1.2987959109246732,0.0009771773839702292,3276800,100.0,0.01437895504932385,0.1181884765625,269.25,0.05339337438241222,527.5000000000002
321,-0.0004912235410301947,697,363.81,15.968717950582505,-8.195638656616212e-09,1.3626462996006012,0.0012133997879516301,3287040,100.0,0.015590218725265004,0.1210205078125,265.5,0.052403197524844604,525.0
322,-0.0007746360264718532,697,366.75,15.968717926740647,-1.30385160446167e-08,1.4401316732168197,0.0014420251720906664,3297280,100.0,0.01250272287215921,0.1692626953125,273.5,0.056030453224367206,550.0
323,-0.0007376611756626517,697,362.77,15.968717926740647,-4.0978193283081055e-08,1.4559188343584537,0.001298697566409146,3307520,125.0,0.014164346645702607,0.1693603515625,275.5,0.05767075705288845,550.0
324,-0.0010498144722077996,697,359.92,15.968717908859253,-1.3411045074462891e-08,1.4436971813440322,0.001319944440007248,3317760,97.5,0.014021114134811797,0.15947265625,265.75,0.056478981808644614,550.0
325,-0.001071132768993266,697,354.48,15.968717986345291,-1.7508864402770997e-08,1.436120243370533,0.0013124701987408116,3328000,100.0,0.015011145016615046,0.1637939453125,262.75,0.06112725803195705,527.5000000000002
326,-0.0008975976466899738,697,353.64,15.968718004226684,6.7055225372314455e-09,1.4120048023760319,0.0012284698300177865,3338240,100.0,0.014530792187724729,0.157373046875,277.0,0.057393995392862475,575.0
327,-0.0007171029632445425,697,354.98,15.968717974424361,-7.450580596923829e-10,1.436785888671875,0.0012303323775711306,3348480,100.0,0.014443095048773103,0.161669921875,266.25,0.05734084042808134,550.0
328,-0.0009046199382282793,697,363.88,15.968717980384827,1.862645149230957e-09,1.4088750809431076,0.001202336032963558,3358720,125.0,0.014608145825332031,0.1584228515625,296.0,0.05414890662179195,552.5000000000002
329,-0.0012954093515872955,697,369.94,15.968718028068542,-2.123415470123291e-08,1.4106635443866253,0.0014052441211561018,3368960,125.0,0.014308018816518598,0.188134765625,296.25,0.05664075302881222,552.5000000000002
330,-0.0009703081945190206,697,370.06,15.968718028068542,-2.2724270820617674e-08,1.4310108117759228,0.0013689727871224022,3379200,125.0,0.014354181113594678,0.1819580078125,290.75,0.057471228740032784,552.5000000000002
331,-0.0007294673385331407,697,367.44,15.968717950582505,-8.195638656616212e-09,1.4650465942919255,0.001155555487146387,3389440,125.0,0.014182807339238934,0.141748046875,279.5,0.05602277838891504,575.0
332,-0.0009257074008928612,697,358.54,15.968717831373215,-6.332993507385254e-09,1.4817477747797967,0.0012926260813202362,3399680,125.0,0.014398369557602564,0.1691650390625,263.0,0.0562975044162336,527.5000000000002
333,-0.0016055250918725506,697,356.21,15.968717885017394,-1.1920928955078126e-08,1.4926474459469319,0.0015427161155173509,3409920,125.0,0.015349750441964715,0.2182861328125,266.25,0.06102850453946822,525.0
334,-0.001035846135346219,697,341.4,15.968717843294144,-1.4901161193847656e-08,1.5127529993653297,0.0012200185584077873,3420160,125.0,0.01412334921915317,0.17275390625,248.0,0.058642782844363806,477.5000000000002
335,-0.000924604493775405,697,338.18,15.96871782541275,1.4901161193847657e-09,1.514713890850544,0.0012231694722864006,3430400,50.0,0.012875778153829742,0.1677001953125,238.25,0.056231421956738324,425.0
336,-0.0010215973976301028,697,329.98,15.968717896938324,-1.5273690223693846e-08,1.5001529991626739,0.0014136608839237397,3440640,25.0,0.010915294234655449,0.2029052734375,203.75,0.05582641648237493,327.5000000000002
337,-0.0008499842020682991,697,329.61,15.968717712163926,-4.470348358154297e-09,1.4897287502884864,0.001250535505710104,3450880,25.0,0.012440199310367462,0.1523193359375,192.0,0.055533126502558684,302.5000000000002
338,-0.0009674054192146287,697,336.3,15.96871789097786,-7.450580596923828e-09,1.495781273394823,0.0011588290165292392,3461120,25.0,0.012580766837345436,0.1570556640625,200.25,0.05756740607634818,410.00000000000085
339,-0.00101014164974913,697,341.1,15.968717807531357,-1.4156103134155273e-08,1.4812754906713963,0.0011260797662941968,3471360,50.0,0.01427372323887539,0.1457275390625,227.75,0.05528919658343466,500.0
340,-0.0008868623641319573,697,344.15,15.968717980384827,-5.215406417846679e-09,1.5318032927811145,0.001362532074227829,3481600,75.0,0.012537598175913444,0.1766357421875,242.75,0.055411538042786326,500.0
341,-0.0008764838130446151,697,339.4,15.968717896938324,-6.332993507385254e-09,1.492513544857502,0.001343406848985751,3491840,50.0,0.010066240643027413,0.173974609375,225.75,0.05199143919689647,500.0
342,-0.0009029905573697761,697,328.83,15.968717437982558,-1.862645149230957e-09,1.4661057844758034,0.0017937844119785495,3502080,25.0,0.00648511469244113,0.23427734375,170.25,0.049457591761996565,380.00000000000045
343,-0.0012700033723376692,697,312.77,15.968717747926712,-8.940696716308593e-09,1.4903412595391274,0.0017052450109702022,3512320,25.0,0.007176776026972221,0.234326171875,124.5,0.052907838403214225,277.5000000000002
344,-0.0006713816634146497,697,312.74,15.96871775984764,1.4156103134155273e-08,1.4649262353777885,0.0010705236825486963,3522560,0.0,0.009179198107449337,0.15078125,116.5,0.04970456467630041,225.0
345,-0.000933104896103032,697,310.9,15.968717944622039,-6.7055225372314455e-09,1.4718265481293202,0.001551666991436207,3532800,25.0,0.0071517330543429125,0.2107666015625,111.25,0.04908755602802012,225.0
346,-0.001123126404127106,697,316.84,15.968717914819717,8.195638656616212e-09,1.474080716073513,0.0013780359202542058,3543040,25.0,0.008189943341312756,0.219384765625,117.5,0.05358366999528156,227.5000000000002
347,-0.0010699384234612807,697,310.54,15.968717628717423,3.3527612686157227e-09,1.491252639144659,0.0016509743179369707,3553280,25.0,0.006941500659559096,0.2498291015625,109.5,0.052446340264340294,227.5000000000002
348,-0.0009821059968089685,697,312.2,15.968717390298844,-7.450580596923828e-09,1.499892883002758,0.001857397390654114,3563520,25.0,0.006579682548681376,0.2385009765625,111.75,0.04863341446269935,225.0
349,-0.001185529463691637,696,309.05,15.96871758699417,-1.4901161193847656e-08,1.488602477312088,0.0015929113815957407,3573760,25.0,0.008063329930610052,0.236083984375,101.5,0.05389265907814349,225.0
350,-0.0006163894402561709,696,312.1,15.96871737241745,0.0,1.5381918601691722,0.0014927161456398607,3584000,25.0,0.00868865633761402,0.1887939453125,105.0,0.053438785261323216,225.0
351,-0.0010909330158028752,696,319.91,15.9687171459198,-1.0430812835693359e-08,1.502390342950821,0.0015613452748027613,3594240,25.0,0.008521885472964641,0.232763671875,132.75,0.05287986438435971,250.0
352,-0.0010064589077956043,696,329.09,15.968717527389526,-4.097819328308106e-09,1.4998085595667363,0.0013139692267657211,3604480,25.0,0.009179588190545474,0.1908935546875,147.25,0.05245083044597472,250.0
353,-0.0006846480304375291,696,326.89,15.968717736005782,-6.332993507385254e-09,1.5047027334570884,0.0014036252510038593,3614720,25.0,0.008385758104986962,0.2099853515625,143.5,0.05234408491490626,277.5000000000002
354,-0.0009609159838873893,696,323.36,15.96871771812439,-5.960464477539063e-09,1.4997551992535592,0.0013215587777608562,3624960,25.0,0.006904794690126437,0.1873046875,126.5,0.05076727059118148,250.0
355,-0.0008857720560627059,696,311.74,15.968717509508133,6.7055225372314455e-09,1.4897466026246549,0.0014981784301198787,3635200,25.0,0.007067056011510431,0.1855224609375,110.0,0.05150651362747708,252.50000000000023
356,-0.0010788113053422422,697,307.03,15.968714010715484,-5.215406417846679e-09,1.5136638320982456,0.0017556252941346884,3645440,25.0,0.005947752084813374,0.2624267578125,95.75,0.05162835288871178,177.50000000000023
357,-0.0008864052302669734,697,305.18,15.968714708089829,-1.1920928955078126e-08,1.5031432971358298,0.0013331642045272929,3655680,25.0,0.0057693412269969714,0.1980712890625,94.75,0.04818891050219782,175.0
358,-0.0008202072029234841,696,307.09,15.96871754527092,-1.0058283805847169e-08,1.4786310389637947,0.0016562991031946694,3665920,25.0,0.00623481303518929,0.2509033203125,94.25,0.0489274945945329,175.0
359,-0.0007482872897526249,697,307.4,15.968717336654663,6.332993507385254e-09,1.4962376795709134,0.0014701939810379371,3676160,25.0,0.0064878122437221466,0.214794921875,98.5,0.05148075432179916,175.0
360,-0.0008735606592381373,697,307.91,15.968717420101166,-1.1548399925231934e-08,1.449957799911499,0.0012294111079910407,3686400,25.0,0.006673113257033947,0.1850341796875,100.0,0.04962441068996291,175.0
361,-0.0009945682002580724,696,306.98,15.96871492266655,3.725290298461914e-09,1.332360952347517,0.0012959762841745714,3696640,0.0,0.004823596590300383,0.2092041015625,91.75,0.042868491768130054,152.50000000000023
362,-0.0004865874419920146,696,301.25,15.96871588230133,4.097819328308106e-09,1.3138190694153309,0.001313115385304897,3706880,0.0,0.0035778003133827953,0.1705078125,72.25,0.04162254303830325,150.0
363,-0.0010321287903934718,696,294.99,15.968715035915375,-9.313225746154785e-09,1.384596060216427,0.0015595668380740334,3717120,0.0,0.004712273290033408,0.2328857421875,55.0,0.045689985867772835,100.0
364,-0.001195283790002577,696,300.78,15.968717676401138,8.568167686462402e-09,1.4195121116936207,0.0015968547635452524,3727360,25.0,0.0067405377089016835,0.2267333984375,67.5,0.04666656687096958,150.0
365,-0.0009771280834684148,696,306.68,15.968717676401138,-3.3527612686157227e-09,1.4989927388727664,0.0023548440553042838,3737600,25.0,0.0060789903125623825,0.3115478515625,82.5,0.052336748662973706,150.0
366,-0.00050930397992488,696,313.7,15.968717652559281,-8.568167686462402e-09,1.5527754850685596,0.0017945493934917068,3747840,25.0,0.005860475331064663,0.2541259765625,97.0,0.0526389511664737,155.00000000000043
367,-0.0015404368517920376,696,313.78,15.968715864419938,-1.7881393432617187e-08,1.5815896026790142,0.0017420629211812866,3758080,25.0,0.005726798607867067,0.313232421875,98.0,0.05408661779397508,200.0
368,-0.000978564695105888,696,319.01,15.96871758699417,1.3783574104309083e-08,1.5370675444602966,0.001308691192321021,3768320,22.500000000000007,0.006393117683182936,0.2179931640625,107.75,0.05246618724736525,242.50000000000148
369,-0.00029142967832740396,696,336.3,15.968717658519745,-1.4901161193847657e-09,1.5333422720432281,0.0011324821228981818,3778560,25.0,0.007324653332580056,0.1880615234375,135.0,0.05450303831232055,425.0
370,-0.0004641519451979548,696,333.8,15.96871737241745,-1.6763806343078613e-08,1.5446981139481069,0.001676101761853488,3788800,25.0,0.00645943061476828,0.262646484375,126.0,0.055035093107260825,240.00000000000125
371,-0.0003453893528785557,696,331.64,15.968717163801193,-1.7881393432617187e-08,1.5557929374277593,0.001515297617527267,3799040,25.0,0.005557295333596812,0.241357421875,112.75,0.05366089653066629,175.0
372,-0.0008260229980805889,696,331.93,15.968717741966248,-7.078051567077636e-09,1.5542474552989005,0.0012523881852303021,3809280,25.0,0.0073683118735061726,0.2256103515625,120.5,0.05249628094805141,202.50000000000023
373,-0.0011909740569535643,696,341.15,15.9687175989151,-1.4528632164001465e-08,1.5288842402398586,0.0015856552158254543,3819520,25.0,0.007744239800922514,0.27294921875,140.25,0.05697615180318566,352.5000000000002
374,-0.001387870911275968,696,344.33,15.968716150522232,-1.564621925354004e-08,1.5334033340215683,0.001360599271083629,3829760,25.0,0.006349584572318179,0.25234375,146.5,0.0518570149968131,405.00000000000045
375,-0.0010572475352091716,696,347.88,15.968717610836029,9.685754776000977e-09,1.5232431069016457,0.0013892577985345155,3840000,25.0,0.00713917029206641,0.2412841796875,156.25,0.05251690406959457,450.0
376,-0.0009579854435287416,696,346.68,15.96871793270111,1.080334186553955e-08,1.5209331713616847,0.0013011402084543988,3850240,22.500000000000007,0.007095026320166653,0.2048095703125,148.0,0.053027788109906826,425.0
377,-0.000807214634551201,696,344.23,15.968717712163926,-7.450580596923828e-09,1.4973704293370247,0.0012573435116337351,3860480,25.0,0.007742837730074825,0.2075439453125,138.0,0.054624809049711606,425.0
378,-0.0011534258374013007,696,349.65,15.968717873096466,-4.8428773880004884e-09,1.5111419923603535,0.0014729713023371005,3870720,47.50000000000001,0.007973103089898358,0.2452880859375,149.75,0.054314085022368286,425.0
379,-0.00035916822089347987,696,344.94,15.968717604875565,2.570450305938721e-08,1.5601117566227913,0.0009426994834655034,3880960,25.0,0.006690920464461669,0.1686279296875,134.0,0.05199460725198777,255.00000000000043
380,-0.001123803379596211,696,333.78,15.968716990947723,2.2351741790771484e-09,1.5439736254513263,0.0015628726762770384,3891200,25.0,0.007374549904307059,0.2560791015625,121.75,0.05490257238892569,225.0
381,-0.0011030348512576893,696,333.18,15.968717390298844,-3.3527612686157227e-08,1.5134584836661815,0.0016144822782450774,3901440,25.0,0.006809044954661658,0.2581787109375,119.25,0.05386772175509145,175.0
382,-0.0006923799082869664,696,325.51,15.968717116117478,-1.1175870895385742e-09,1.5463014878332615,0.0011070816276301798,3911680,25.0,0.005928821485485969,0.1817138671875,109.0,0.04939793180152271,175.0
383,-0.0011976677691563965,696,319.19,15.968717271089554,-2.2351741790771484e-09,1.5633382864296437,0.001530467856792228,3921920,0.0,0.004475108728502164,0.271533203125,93.75,0.04948582809091917,175.0
384,-0.0004094349918887019,696,310.84,15.968715518712997,-5.215406417846679e-09,1.4971054263412953,0.001603707315518932,3932160,0.0,0.00523245540450148,0.2265380859375,88.5,0.04859346549563899,150.0
