advantage_norm,fps,episode_length,policy_entropy,approx_kl_divergence,epoch_idx,policy_loss,clip_fraction,P01:episode_rewards,grad_norm,value_loss,PMM:episode_rewards,explained_variance,P09:episode_rewards,frames
15.968717777729035,439,361.03846153846155,1.6670789697091095,1701.6561635128164,1,0.03801574683175204,0.415185546875,50.0,2970080.4172688667,1013832.1376479845,268.2692307692308,-1.202159719541669,625.0,10240
15.968717318773269,344,345.48214285714283,1.775391585379839,0.0028251976944318356,2,-0.0013948134070233208,0.2054443359375,37.5,0.06617632422354838,0.00952453548320591,209.375,8.940696716308593e-09,525.0,20480
15.968717575073242,384,342.6333333333333,1.7718579061329365,0.003203587481630166,3,-0.00224601991722011,0.2523193359375,25.0,0.0546966293375301,0.00787388865542198,197.77777777777777,1.30385160446167e-08,477.5000000000002,30720
15.96871662735939,415,332.98,1.7798688672482967,0.00300221569527821,4,-0.001271195422668825,0.210888671875,25.0,0.052012623634857647,0.00818417456748648,158.75,8.195638656616212e-09,327.5000000000002,40960
15.968717873096466,434,329.22,1.782442608475685,0.003780260812538927,5,-0.0021743693745520432,0.270703125,25.0,0.05442893276801467,0.009441309611429461,152.25,-2.0489096641540527e-08,302.5000000000002,51200
15.968717420101166,438,322.91,1.7728279948234558,0.003659667221199925,6,-0.0022135178398457354,0.2755615234375,25.0,0.05091604140078865,0.006572876502741565,132.75,7.450580596923828e-09,250.0,61440
15.968717378377914,447,319.6,1.7780921436846255,0.003889290818551672,7,-0.0017003032087814062,0.2919921875,22.500000000000007,0.052387415796773605,0.006653743831338943,132.5,1.1175870895385742e-09,277.5000000000002,71680
15.968717634677887,452,320.62,1.768771840631962,0.0034037648712683223,8,-0.0024097990626614774,0.2606689453125,25.0,0.05113569595839677,0.007639248496798245,132.5,-1.862645149230957e-09,325.0,81920
15.96871749162674,460,320.0,1.7715118490159512,0.0039126441608345885,9,-0.0020679608947830274,0.285107421875,0.0,0.0511354482244624,0.00674606968691478,134.0,2.6077032089233397e-09,332.5000000000006,92160
15.968717581033706,465,331.5,1.7797962419688702,0.003301164283334401,10,-0.0017630752372497227,0.2266357421875,25.0,0.05421076199687637,0.010543292119200487,166.75,-2.2351741790771484e-09,425.0,102400
15.968717873096466,472,338.42,1.7801969408988954,0.0037933656733230236,11,-0.0020444711695745354,0.2737060546875,25.0,0.05524943612687459,0.010920238171820529,189.0,-5.215406417846679e-09,425.0,112640
15.96871572136879,478,343.45,1.7538260065019131,0.0037813988018456255,12,-0.0021146909486560615,0.29501953125,47.50000000000001,0.052749862153211514,0.008290091962726365,195.5,-1.9744038581848144e-08,425.0,122880
15.968716752529144,482,337.86,1.772875437885523,0.003566247566556058,13,-0.0016303711356158602,0.25361328125,25.0,0.05237555572136203,0.006964959502045076,181.0,1.6391277313232423e-08,402.5000000000002,133120
15.968716722726821,483,323.32,1.7702954322099687,0.0033558303484596762,14,-0.0018814590672263875,0.2425048828125,25.0,0.05213960505696199,0.008263305594531544,133.5,-3.7252902984619143e-10,277.5000000000002,143360
15.96871758699417,484,324.66,1.770009419322014,0.0023268473399298273,15,-0.0010882588641834446,0.1743896484375,25.0,0.053306569115227576,0.0073850907466294306,137.25,-1.7881393432617187e-08,305.00000000000045,153600
15.968717473745347,486,331.42,1.78185418471694,0.0031075761919964863,16,-0.002015558336643153,0.2617919921875,25.0,0.05483715942169459,0.009516687674567948,157.75,1.862645149230957e-09,427.5000000000002,163840
15.968717581033706,489,341.8,1.7768174223601818,0.003635337320997678,17,-0.0026492800323467238,0.3027587890625,25.0,0.05389482600614891,0.00922855986950708,171.0,-1.7508864402770997e-08,425.0,174080
15.968717747926712,490,340.02,1.766751379519701,0.0033719056617428577,18,-0.001828298403052031,0.251171875,50.0,0.054397507547772526,0.009048864553551538,173.25,7.450580596923829e-10,402.5000000000002,184320
