P01:episode_rewards,PMM:episode_rewards,fps,explained_variance,epoch_idx,grad_norm,episode_length,policy_entropy,P09:episode_rewards,advantage_norm,value_loss,policy_loss,frames
0.0,1.25,290,-0.008583233952522277,27,0.14384972473965424,178.32,1.3825301575660705,4.0,1.0150411952659488,0.010099661064791689,0.0004571758472593501,216000
0.0,1.12,290,-0.004418016076087951,28,0.14735807282378904,171.37,1.3834578263759614,3.0,1.1211530696228147,0.012078540707734646,-0.00036409471213119107,224000
0.0,1.17,290,-0.0045602542161941526,29,0.14754279757532845,173.37,1.3846491801738738,3.0,1.1206551057472824,0.011931157176368288,0.0022409337054705245,232000
0.0,1.26,291,-0.002394545078277588,30,0.17784185928937002,179.52,1.3843612670898438,4.0,1.3042771897092462,0.015005659381713485,0.001756884112910484,240000
0.0,1.49,292,-0.005030784010887146,31,0.16467297835042274,188.14,1.3815134942531586,4.0,1.2659315175935626,0.014426298750677233,0.0009680592990480363,248000
0.0,1.6,293,-0.003197900652885437,32,0.17450935133031947,188.81,1.3736727523803711,4.0,1.3038375474885107,0.014259942928692908,-0.0006197230605175718,256000
0.0,1.91,294,-0.0033042752742767335,33,0.1752297614664338,200.0,1.375119698047638,6.0,1.3742294269427657,0.016029776983141345,0.00031317543121986094,264000
0.0,1.82,295,-0.0031144583225250246,34,0.1933041628139321,198.24,1.381017246246338,5.0,1.481023003757,0.01837016664612747,0.003129276931285858,272000
0.0,2.09,295,-0.005465906858444214,35,0.1785981705246008,210.72,1.3820313215255737,6.0,1.2887377573177219,0.014155616893203842,-0.002119266078225337,280000
0.0,1.72,295,-0.019303442239761354,36,0.1313434577783303,196.59,1.383467664718628,4.1000000000000085,1.000615323111415,0.009915408068686703,0.00019785746873822064,288000
0.0,1.28,296,-0.009793112874031068,37,0.15295781287687635,179.37,1.3814785754680634,3.0,1.1411336281709372,0.011914962586388356,2.7778194926213473e-05,296000
0.0,1.26,297,-0.012540276646614074,38,0.14180990379472255,178.08,1.3808792567253112,3.0,1.169077748451382,0.012858177816597163,0.0019864669336243424,304000
0.0,1.27,297,-0.0035640406608581543,39,0.15393500038183414,177.64,1.3822914505004882,3.0,1.2120303857699037,0.013530423963002249,-0.0015055046149063855,312000
0.0,1.41,298,-0.006381585001945495,40,0.16843626124469757,184.03,1.383471862077713,3.0,1.3660448944196104,0.016105495261181203,0.00033318475820124147,320000
0.0,1.42,298,-0.005724154114723205,41,0.1524721857513893,185.75,1.382207808494568,3.1000000000000085,1.185785226561129,0.012986272685984658,0.0014538418648589867,328000
0.0,1.34,299,-0.005100417137145996,42,0.139808782036811,180.58,1.383270448446274,4.0,1.1955089566111565,0.012378764343884541,-0.002167838893365115,336000
0.0,1.41,299,-0.003514925241470337,43,0.1618038527309002,182.68,1.3844448506832123,4.0,1.2599206993728875,0.013953619595731652,0.001331297101569362,344000
0.0,1.59,300,-0.0026063638925552367,44,0.18712373645320618,190.82,1.3852929973602295,4.0,1.4430016124993563,0.017652841871586132,0.0025134568114299326,352000
0.0,1.47,300,-0.012471907734870911,45,0.14694602836567153,187.95,1.3850812566280366,4.0,1.0564779883995652,0.010723591027617657,-0.001473211485426873,360000
0.0,1.31,300,-0.004748824238777161,46,0.15919994735939913,181.35,1.385706387758255,4.0,1.1160498740524054,0.012073840068551363,0.0012577254109783099,368000
0.0,1.07,301,-0.007110201120376587,47,0.1288947457727922,171.58,1.3857923460006714,3.0,0.9008560710772872,0.008988152642718888,3.401435627893079e-05,376000
0.0,1.16,301,-0.00789296805858612,48,0.15587294005338007,175.82,1.3854427337646484,3.0,1.211790222004056,0.013502408487729553,0.001364495567395352,384000
0.0,1.3,301,-0.006100337505340576,49,0.17452366029210636,181.35,1.382606817483902,3.0,1.2546982685104013,0.014197821531256523,-0.000256395828910172,392000
0.0,1.29,302,-0.005165319442749023,50,0.17724376035972894,178.71,1.3811902582645417,3.0,1.2473239135369658,0.014598382014646631,0.0004433705552946776,400000
0.0,1.2,302,-0.02578615427017212,51,0.1507896331662784,175.22,1.382366886138916,3.0,0.9723745702952147,0.010690603708976596,0.0020635381009196864,408000
0.0,1.02,303,-0.012644146680831908,52,0.14863774253798073,166.41,1.3816950619220734,3.0,1.0519319665245712,0.011207226252840883,0.0011485952173825352,416000
0.0,0.95,304,-0.008244231939315796,53,0.13749492097131535,162.98,1.3818693685531616,3.0,0.9695256632566452,0.010090263684087403,-0.0011289410124300048,424000
0.0,0.95,304,-0.008229882121086121,54,0.17656524501547533,164.69,1.3842455005645753,2.1000000000000085,1.1117113897018134,0.01290134301208127,0.004014228896703571,432000
0.0,1.09,305,-0.01361333429813385,55,0.14900381736007307,171.11,1.385497361421585,3.0,1.0578418507426977,0.011186257668775852,0.0007268071081489324,440000
0.0,1.21,305,-0.006973816752433777,56,0.14293884865507853,174.47,1.38605792760849,3.0,1.0467805020324885,0.010924902779165677,-0.0022539179469458757,448000
0.0,1.26,306,-0.0028646236658096316,57,0.16838232184926386,176.67,1.3841735565662383,3.1000000000000085,1.2381181428208947,0.01393941964923215,0.002261780631379224,456000
0.0,1.16,306,-0.013454717993736267,58,0.1498501776561417,173.82,1.3848920285701751,3.0,1.0527590369433164,0.011021185593990594,-0.002308148924348643,464000
0.0,1.16,307,-0.0055275970697402955,59,0.17785775560476957,172.99,1.3840417504310607,3.0,1.3172014255821705,0.015818539950050763,0.006876354231499135,472000
0.0,1.28,307,-0.02149685740470886,60,0.1497514162971481,176.81,1.3852620577812196,3.0,1.1159303767420352,0.011618550972482353,-0.0032583968108519912,480000
0.0,1.34,307,-0.004013478755950928,61,0.16422810410328526,181.17,1.3830991065502167,3.0,1.2421441830694675,0.01375271463422905,0.0006930350593756884,488000
0.0,1.27,308,-0.005372672080993652,62,0.16894237237956206,178.35,1.3825207328796387,3.0,1.2245513909310102,0.013465276570495916,2.2296124370768665e-06,496000
0.0,1.45,308,-0.010786747932434082,63,0.15816252953452617,185.78,1.380338156223297,3.0,1.2076887715235352,0.013722797623677252,0.0029202820011414586,504000
0.0,1.74,309,-0.005739262104034424,64,0.20878230590590477,197.36,1.3786064398288727,4.0,1.4546508076041937,0.01708751484002278,0.001823423288296908,512000
0.0,1.87,309,-0.01217623770236969,65,0.17410208634680469,200.56,1.3736297237873076,5.0,1.171509740203619,0.012955670660203396,-0.0009838793787639588,520000
0.0,1.69,309,-0.0026061344146728516,66,0.20381738401573812,194.83,1.3688347780704497,4.1000000000000085,1.4171020452678205,0.01733443460019771,0.005095265628769993,528000
0.0,1.74,310,-0.011232637763023377,67,0.18876964174467914,195.36,1.3688409340381622,5.0,1.446015286333859,0.017660491814840498,0.0027386697015026585,536000
0.0,2.14,310,-0.004052004814147949,68,0.19502787542657216,209.28,1.3718597495555878,6.0,1.3851479769870638,0.016767676689942165,-0.004920441848225892,544000
0.0,1.87,310,-0.07786221206188201,69,0.15997686895711935,198.72,1.3722561836242675,5.0,1.0757281249016524,0.01149053028369167,0.00015110892592929304,552000
0.0,1.73,311,-0.01293370008468628,70,0.2200407452425906,194.91,1.374797022342682,5.0,1.5852345985174179,0.021463961345157257,0.0011162122536916286,560000
0.0,1.86,311,-0.004172018766403198,71,0.16395002743205123,200.15,1.3806035864353179,5.0,1.3587648906558751,0.015420447446504114,0.002235718776937574,568000
0.0,1.68,311,-0.0013823258876800538,72,0.17579401842097084,194.22,1.3847062945365907,4.0,1.3019844326749443,0.015055677743257547,0.0024384789366740734,576000
0.0,1.53,312,-0.007358481884002685,73,0.16505044217761763,188.84,1.3855347776412963,4.0,1.2216602312773466,0.01333167494333793,-0.002598144393414259,584000
0.0,1.44,312,-0.007095310091972351,74,0.1526000300199604,183.16,1.3857792937755584,4.0,1.1140053955093026,0.011867279511461675,0.0011024229280883447,592000
0.0,1.26,312,-0.005087580680847168,75,0.18537578954285747,175.48,1.3843604290485383,3.0,1.303141227327287,0.01579243243255405,0.0001754724676720798,600000
0.0,1.49,312,-0.004466928243637085,76,0.18778866219538354,182.79,1.383119990825653,3.1000000000000085,1.3843862056732177,0.016682848801292494,0.0023681951238540932,608000
0.0,1.42,313,-0.012687104344367981,77,0.1683760849462325,180.37,1.3848000133037568,3.0,1.150415266007185,0.012880519388340872,0.0015657316078431904,616000
0.0,1.02,313,-0.005832581520080566,78,0.14033401931253214,166.42,1.3850160753726959,3.0,1.0045560287684203,0.010375612028801696,-0.0016096869762986898,624000
0.0,1.04,313,-0.00471642792224884,79,0.15111054955154632,169.12,1.3852248799800873,3.0,1.1142979231476784,0.012050335591338808,-0.00020070510799996555,632000
0.0,1.15,313,-0.01903735637664795,80,0.1523850202858358,174.26,1.384185402393341,3.0,1.1845164150558412,0.012937242656039415,5.770657313405536e-05,640000
0.0,1.17,313,-0.007090574502944947,81,0.16110745740531215,174.29,1.3843707382678985,3.0,1.2151667365059255,0.014073232338287198,0.003664540047175251,648000
0.0,1.21,313,-0.004954307079315185,82,0.16848762343617793,174.89,1.3826979649066926,3.0,1.1494323625788092,0.012812298967619427,-0.0024053831456694753,656000
0.0,1.26,314,-0.010047941207885743,83,0.1367580566528866,176.21,1.3826895999908446,3.0,1.152066388875246,0.01258589956475589,0.0020163263950962575,664000
0.0,1.12,314,-0.006688898205757141,84,0.1340912462686183,170.39,1.3823568618297577,3.0,1.01011629357934,0.010533713113254635,-0.00019041095511056482,672000
0.0,1.2,314,-0.0031433260440826417,85,0.13897826925007922,174.71,1.3797986578941346,3.0,1.197212425544858,0.013071195589309354,0.0002694294834509492,680000
0.0,1.32,314,-0.008285566568374633,86,0.14295661279471683,180.13,1.3769025802612305,3.0,1.1227000828832387,0.011921694967140866,-0.0014235709607601165,688000
0.0,1.38,314,-0.006492812633514405,87,0.1513228215207047,182.48,1.3770132970809936,3.0,1.2367464588582515,0.013748997496777519,0.0013795074180234224,696000
0.0,1.2,314,-0.008040478229522705,88,0.13221048580876468,175.92,1.3804573011398316,3.0,0.996141716055572,0.010022483241950795,-0.00023295655453694052,704000
0.0,1.23,314,-0.020899742245674133,89,0.1572657909789481,177.38,1.382179961204529,3.0,1.195361881479621,0.013495556462266904,0.0013479751415434293,712000
0.0,1.32,315,-0.004622739553451538,90,0.15818679130612778,180.34,1.3846269035339356,3.0,1.2957686998695135,0.014235317945076532,0.003247217613970861,720000
0.0,1.22,315,-0.004642044901847839,91,0.14492487689097433,175.73,1.3843718433380128,3.0,1.19801147736609,0.012484508863290103,-0.0030081763491034506,728000
0.0,1.36,315,-0.0043517273664474485,92,0.15055767246065876,180.57,1.383130921125412,4.0,1.2784863808751106,0.014346110603109991,0.0019049921641271794,736000
0.0,1.51,315,-0.01109822392463684,93,0.15589634296292665,187.36,1.3791454386711122,4.0,1.1250024993345142,0.01297342129579647,-0.0016729495843173937,744000
0.0,1.28,315,-0.00773550808429718,94,0.14854053802222938,177.12,1.3793364775180816,3.0,1.1345782505720854,0.011978053395550888,0.0013906806724844501,752000
0.0,1.35,315,-0.0074230051040649414,95,0.1508636689290775,180.78,1.3826059079170228,3.0,1.2199002816528082,0.013718039492378011,0.0005461293319240213,760000
0.0,1.34,315,-0.012801042795181274,96,0.1544850754229503,180.34,1.3839511466026306,3.0,1.1717012334987522,0.013000815120913103,0.0014207514096051454,768000
0.0,1.17,315,-0.009072759747505188,97,0.13068947960145816,173.2,1.3842547607421876,3.0,1.0997942493110895,0.011383941405797486,-0.0013822466232522857,776000
0.0,1.39,315,-0.006819354295730591,98,0.1647295908066635,182.1,1.383964068889618,3.1000000000000085,1.415507238432765,0.01726496272956865,0.004725064898375422,784000
0.0,1.54,315,-0.0069141584634780885,99,0.13244579485269597,186.02,1.384343079328537,3.0,1.204494579769671,0.012723626484257693,-0.002201438643041911,792000
0.0,1.76,315,-0.004425376653671265,100,0.1816803793403843,197.04,1.3842450881004333,4.0,1.5345255327224732,0.01886450861540652,0.002483136356167961,800000
0.0,1.76,316,-0.005890938639640808,101,0.13453848596439294,198.86,1.3819877445697784,4.0,1.1956824602559208,0.0128381764531332,-0.0019929426116868853,808000
0.0,1.51,316,-0.008533682823181152,102,0.16507930631881107,189.36,1.3784074521064758,4.1000000000000085,1.2487715908885002,0.014459958137840657,0.0016738230315968394,816000
0.0,1.19,316,-0.016075347661972047,103,0.14065493591588318,175.38,1.3800514507293702,2.1000000000000085,0.9841114710085094,0.01006287832410635,-3.959267167374492e-05,824000
0.0,1.05,316,-0.004329031109809875,104,0.12290844199535714,170.42,1.3783601689338685,3.0,0.9861792778968811,0.010046024602324906,0.0030078650440555064,832000
0.0,1.24,316,-0.00341425895690918,105,0.14403164451108746,176.34,1.3773899686336517,3.0,1.2051681593060493,0.012844382856919766,0.0005987350741634145,840000
0.0,1.52,316,-0.0059757792949676515,106,0.160148315223272,188.78,1.3793361186981201,3.0,1.3169356558471919,0.015115948719812877,0.0005372547404840589,848000
0.0,1.74,316,-0.005692774057388305,107,0.15369190104867675,197.14,1.379928274154663,4.1000000000000085,1.170636192895472,0.012595659339613121,-0.00033205606625415386,856000
0.0,1.5,316,-0.00899655520915985,108,0.1745481432115876,188.36,1.3839872777462006,4.0,1.333016932271421,0.016343610079366043,0.004665007072035223,864000
0.0,1.6,317,-0.002949172854423523,109,0.16146791384231793,192.69,1.3831010746955872,4.0,1.4460151588916779,0.016988202042048216,0.001354989365208894,872000
0.0,1.74,317,-0.002719389796257019,110,0.1613708771448566,196.13,1.3812026405334472,4.0,1.4234938918799163,0.016456318003383784,0.0010589604169945232,880000
0.0,1.84,317,-0.010439144372940063,111,0.15233771755444342,201.77,1.3802205157279968,5.0,1.3421561541035771,0.016059291981891873,0.0012960882240440697,888000
0.0,1.88,317,-0.011306816935539246,112,0.1490331565984792,205.88,1.3770361816883088,5.0,1.2700117167457938,0.013774115162304952,-0.0019189736247062683,896000
0.0,1.7,317,-0.010150347352027893,113,0.15983112777720637,195.78,1.3785999965667726,4.0,1.3043286825716496,0.014784921475056763,0.0006670164200477302,904000
0.0,1.51,317,-0.005199464559555053,114,0.1363499811842271,186.58,1.3766261100769044,4.0,1.170138362236321,0.012634470424654865,0.0005927988048642874,912000
0.0,1.61,317,-0.0016688984632492066,115,0.1611465524465394,192.15,1.3778385412693024,5.0,1.4647881975769996,0.017911615180164518,0.0021001741589316224,920000
0.0,1.62,317,-0.004340348839759827,116,0.13673564644341363,194.05,1.3775437295436859,5.0,1.2556832029670477,0.013891337801251211,0.00029262639582157136,928000
0.0,1.85,317,-0.00951741635799408,117,0.14332125772421112,199.5,1.3801950776576997,5.0,1.37031029060483,0.015850855707994924,-0.0031230039882939307,936000
0.0,1.91,317,-0.004582148790359497,118,0.14968532424164335,200.6,1.378290021419525,5.0,1.350812729075551,0.015612471602962615,0.0007274292875081301,944000
0.0,1.35,317,-0.004726864099502563,119,0.1332301432505092,181.6,1.377637677192688,4.0,1.2196482533961535,0.013498184159489028,-0.00022442469582983904,952000
0.0,1.32,318,-0.00419308602809906,120,0.1464000968520866,180.42,1.3789119803905487,4.0,1.3297110778838397,0.015299181747905096,0.0004861816656193696,960000
0.0,1.48,318,-0.009684106707572937,121,0.1440826350618343,186.56,1.3765971648693085,4.1000000000000085,1.2780112147331237,0.014426620752437884,-0.00038918896345421674,968000
0.0,1.4,318,-0.009684730172157287,122,0.1408799070178895,184.01,1.3765843462944032,4.0,1.1512598692625762,0.012420807383505235,-0.0013221715146210045,976000
0.0,1.58,318,-0.003283559083938599,123,0.18498283520608488,188.55,1.3781535375118255,4.0,1.4552680127322675,0.01831316617290213,0.002967820172198117,984000
0.0,1.78,318,-0.005422824025154114,124,0.1647209648474607,196.15,1.382292172908783,4.0,1.3911752983927728,0.01687948212986157,-0.0019029833581589628,992000
0.0,1.38,318,-0.006031262874603272,125,0.12317066712540056,182.56,1.3834109044075011,3.1000000000000085,1.0063263857364655,0.010346309180386015,-0.00037056362722069023,1000000
0.0,1.23,318,-0.006412888765335083,126,0.12422063705383345,176.82,1.3848974919319152,3.0,1.129555317349732,0.01148344247910245,-1.4214465045370161e-05,1008000
0.0,1.25,318,-0.008814964294433594,127,0.13480222074153572,178.69,1.3848859882354736,3.1000000000000085,1.0641186893358827,0.011621277195154107,-0.00038397929398342967,1016000
0.0,1.28,318,-0.007251119017601013,128,0.1500664061688388,179.31,1.3855469834804535,3.0,1.251215160191059,0.01388760620257017,0.0027566278455776684,1024000
0.0,1.38,318,-0.005738053321838379,129,0.1732276713672948,182.75,1.3855638480186463,3.0,1.3354583574458956,0.01580374383115668,0.0014177201071288437,1032000
0.0,1.49,318,-0.0177726411819458,130,0.14872415178830975,186.98,1.3853223955631255,3.0,1.1598699787072837,0.01293759853744632,-0.0012606986607352154,1040000
0.0,1.33,318,-0.010466169714927673,131,0.12997618215541354,181.5,1.3844709992408752,3.0,1.07246647907421,0.01106986646416999,-0.00019136221148073672,1048000
0.0,1.27,318,-0.006602747440338135,132,0.1644654535632407,178.95,1.3814578318595887,3.1000000000000085,1.2347459885105492,0.014540267635684358,0.0029347737808711827,1056000
0.0,1.34,319,-0.004697458148002625,133,0.16432783023078099,181.02,1.3844949173927308,3.0,1.2515679840371012,0.014089550072712882,-0.0008475346741033718,1064000
0.0,1.48,319,-0.008450708389282226,134,0.1591664807206477,185.81,1.3848840034008025,4.0,1.2430969854444265,0.013784912481178253,-8.309852564707398e-06,1072000
0.0,1.24,319,-0.01115518033504486,135,0.11630904704413933,175.39,1.3847936356067658,3.1000000000000085,0.9753068131580949,0.009971642117588999,0.0006065810644940939,1080000
0.0,1.01,319,-0.009099329113960266,136,0.14301170488418433,167.47,1.3830040276050568,3.0,1.1334058215469123,0.012474160385991126,0.0011568138340953737,1088000
0.0,1.34,319,-0.00566454827785492,137,0.16866510375651433,180.9,1.3839189517498016,4.0,1.3080442513525485,0.015077908191397,0.0015629184222780168,1096000
0.0,1.6,319,-0.007802062630653381,138,0.15934915005348688,191.73,1.3823028528690338,4.0,1.2143730690702796,0.012874774969122881,-0.002273857171239797,1104000
0.0,1.28,319,-0.01695621430873871,139,0.13087790129473756,178.82,1.3832312798500062,3.0,1.0824422088451684,0.011492283260663498,0.0006687785376561805,1112000
0.0,1.07,319,-0.004884907603263855,140,0.14058705274901215,170.41,1.3801031720638275,3.0,1.1522699050232768,0.012203679951271624,0.00031447434448637066,1120000
0.0,1.3,319,-0.007174141407012939,141,0.15149018779030393,178.03,1.3801553285121917,3.0,1.2877765000239014,0.015142664478453298,0.0017218328750459478,1128000
0.0,1.58,319,-0.0041929030418396,142,0.16006647723345602,188.38,1.3793177318572998,4.0,1.4216898728907108,0.01687192860847972,0.0025779094579047525,1136000
0.0,1.74,319,-0.004023447632789612,143,0.18375459100055674,196.38,1.3794441401958466,4.0,1.4346849455684423,0.01737983354163589,-0.001977772417012602,1144000
0.0,1.61,319,-0.00722818672657013,144,0.15370481876654365,193.67,1.379855524301529,4.0,1.1871123891696334,0.014000715950533048,0.0013461554376408458,1152000
0.0,1.71,319,-0.005501223802566528,145,0.1661109475281458,195.4,1.381924307346344,4.0,1.400743589811027,0.01668918746188865,0.0017482613562606274,1160000
0.0,1.71,319,-0.005729467272758484,146,0.15556767355049678,192.78,1.3839389133453368,4.0,1.292173953577876,0.014888511998851755,0.000470163335558027,1168000
0.0,1.66,319,-0.004650863409042358,147,0.162527541833948,191.3,1.3843676924705506,4.0,1.3647334140911698,0.01604680632400232,0.00020842202007770539,1176000
0.0,1.61,319,-0.011668652892112732,148,0.15411863244595359,190.27,1.3836127197742463,4.0,1.1362708896957339,0.012389554364717696,0.0009956019686069338,1184000
0.0,1.36,319,-0.009226778149604797,149,0.11376091578342225,182.93,1.3853135740756988,3.0,1.0588153889030218,0.0106740761515357,-0.0013118271043640562,1192000
0.0,1.17,319,-0.012994701862335206,150,0.14726525112002312,174.48,1.3858210778236388,3.0,1.070439920257777,0.011751211497160057,0.0032055306306574493,1200000
0.0,1.31,319,-0.021330102682113647,151,0.15678927188032096,179.22,1.3852463448047638,3.0,1.2737895322591066,0.01407938380512178,-0.001838605315424502,1208000
0.0,1.49,319,-0.005412966609001159,152,0.1420252357649082,186.98,1.3858239078521728,3.1000000000000085,1.1630993562191725,0.012677312012519905,0.0018306030286476015,1216000
0.0,1.3,319,-0.0057319247722625736,153,0.16046632946684658,179.98,1.385287685394287,3.0,1.145454573482275,0.012341842762762099,0.0001535786094609648,1224000
0.0,1.22,319,-0.005192745327949524,154,0.13162104956168008,178.18,1.3858871495723724,3.0,1.1043348575755954,0.011556306458851395,-0.0006515587677131407,1232000
0.0,1.35,319,-0.004200500845909119,155,0.17265062202330075,183.31,1.3841114735603333,3.0,1.3363051465153695,0.015255314556125086,-0.0007559596607461572,1240000
0.0,1.46,319,-0.0065648800134658816,156,0.13994948562401915,186.2,1.382938140630722,4.0,1.159291201531887,0.012186445736133464,-0.0006872589641716331,1248000
0.0,1.36,320,-0.004359012842178345,157,0.16612565405169477,182.03,1.3817805790901183,4.0,1.2316574123874307,0.014118432150521585,0.00020014438123325818,1256000
0.0,1.21,320,-0.006242441534996032,158,0.14229787720777057,176.45,1.3830948853492737,3.0,1.1710554086044431,0.012843087570754506,0.003329123559524305,1264000
0.0,1.21,320,-0.006372634172439575,159,0.16295932936945093,175.79,1.384259773492813,4.0,1.1287225463613868,0.012119753555971328,-0.001452666441909969,1272000
0.0,1.39,320,-0.003953395485877991,160,0.18992622295422712,184.11,1.3851123213768006,4.0,1.3197119896113874,0.015290308242019818,-0.000535252686822787,1280000
0.0,1.61,320,-0.01179120123386383,161,0.1638603734699515,192.65,1.3812968778610228,4.0,1.2525603214651346,0.0149359044978155,0.001231410149121075,1288000
0.0,1.5,320,-0.003963460922241211,162,0.15845622607258741,185.86,1.3781498575210571,4.0,1.1772102709859609,0.012912947622899082,0.0004662337643094361,1296000
0.0,1.69,320,-0.002470605373382568,163,0.19526274514224667,191.78,1.3791189754009248,4.0,1.4816429048031567,0.01852983684228093,0.006204025144688785,1304000
0.0,1.99,320,-0.010723881125450134,164,0.17627884245692704,201.97,1.3787251555919646,4.1000000000000085,1.4033729957789183,0.016875132605127872,-0.0018699039844796061,1312000
0.0,1.76,320,-0.0048615336418151855,165,0.17061635034372608,196.16,1.3768748140335083,4.1000000000000085,1.3589705789089204,0.01581436526379548,0.0020354710693936797,1320000
0.0,1.49,320,-0.008226370811462403,166,0.1583176336343852,186.69,1.379284099340439,4.0,1.3196794841438533,0.01474813878763598,-0.001280360637465492,1328000
0.0,1.41,320,-0.0076002472639083865,167,0.14278685510088807,182.97,1.3836241209506988,4.0,1.0861225060373545,0.0115332226960345,-8.63376674533356e-05,1336000
0.0,1.1,320,-0.017313141226768494,168,0.1426352565063082,171.09,1.3843426930904388,3.0,1.1263051149249077,0.012539642487126912,0.0017060984065756203,1344000
0.0,1.27,320,-0.004785402417182922,169,0.16083927885949179,178.19,1.3836704063415528,3.0,1.289211473837495,0.015316258181501325,-0.0003195073164533824,1352000
0.0,1.25,320,-0.009145184755325317,170,0.14406136637511943,175.95,1.3843134021759034,3.0,1.039244339428842,0.011366516505850086,0.0010104993544518947,1360000
0.0,1.07,320,-0.005962547659873962,171,0.12852884582783292,166.44,1.3853130412101746,3.0,0.9725909708626568,0.010134987715696297,-0.0016609488445101306,1368000
0.0,1.36,320,-0.003989475965499878,172,0.17374838789547925,179.46,1.385200297832489,3.0,1.3085377617925404,0.015069555288919219,0.0009212492406368255,1376000
0.0,1.23,320,-0.01168480396270752,173,0.13604338990004958,176.8,1.3819411790370941,3.0,1.0493953352794052,0.010926396780478171,-0.0007598141394555568,1384000
