epoch_idx,fps,approx_kl_divergence,episode_length,P01:episode_rewards,clip_fraction,policy_entropy,grad_norm,explained_variance,PMM:episode_rewards,policy_loss,value_loss,advantage_norm,frames,P09:episode_rewards
1,446,5157.841689153434,292.0625,0.0,0.2915283203125,0.09978774509102736,12726165.498846589,-0.7966731958091259,35.9375,0.08354640829322761,5427679.694277042,15.968706929683686,10240,150.0
2,346,0.020241928185027548,291.8550724637681,0.0,0.4176025390625,1.287019173176668,0.19588289347231144,3.7252902984619143e-10,39.130434782608695,0.004684701486587528,0.005533069184812689,15.968578892946244,20480,150.0
3,388,0.004442769520665024,298.41,0.0,0.2694580078125,1.7623873509466648,0.06694859168554505,-1.30385160446167e-08,67.75,-0.0013391159664024599,0.007686741013094434,15.96871754527092,30720,175.0
4,414,0.0038821018619955793,316.34,0.0,0.27724609375,1.7713653467595578,0.05334525807710706,-1.2665987014770507e-08,120.75,-0.00184392239934823,0.009090066076691983,15.968717640638351,40960,325.0
5,436,0.0036463057928131093,328.03,25.0,0.255029296875,1.7755099475383758,0.05015965666535295,-6.7055225372314455e-09,155.0,-0.0015386459133878815,0.007008654744004162,15.968717563152314,51200,377.5000000000002
6,452,0.0030623674797197963,335.07,25.0,0.239404296875,1.7833814539015294,0.05405458568553058,-1.2293457984924316e-08,171.0,-0.002160587856269558,0.009561809217396444,15.968717163801193,61440,405.00000000000045
7,466,0.004453170786746341,331.34,47.50000000000001,0.289111328125,1.7824325777590275,0.05286173464083231,7.450580596923828e-09,156.5,-0.0016747818634030409,0.0072513707199505,15.968717235326768,71680,330.0000000000004
8,475,0.002597337459053506,326.54,25.0,0.1861083984375,1.7831048928201199,0.050501308780830464,-3.725290298461914e-09,143.5,-0.0017714522917231079,0.007864525293098269,15.968717461824417,81920,280.00000000000045
9,481,0.0031571079215495955,324.26,25.0,0.2349365234375,1.773393875360489,0.05241726207773813,2.6077032089233397e-09,141.0,-0.0018388680262432899,0.007747011883247978,15.968716949224472,92160,280.00000000000045
10,486,0.0029640202338555356,324.72,0.0,0.242138671875,1.7631884798407556,0.05250348267768497,0.0,135.25,-0.0016081544090411626,0.007209854734901456,15.96871749162674,102400,252.50000000000023
11,490,0.0032687948540683466,330.58,22.500000000000007,0.2435546875,1.7752143755555152,0.053439799124278944,3.725290298461914e-09,150.0,-0.001386047033884097,0.008665092951559927,15.968717819452285,112640,300.0
12,494,0.003163376551536601,335.05,25.0,0.2447021484375,1.7812787540256978,0.05403604970954923,1.1175870895385742e-08,154.0,-0.0020188291193335315,0.009692803008147167,15.968717741966248,122880,300.0
13,497,0.003090980301357149,345.46,50.0,0.198388671875,1.7710515327751637,0.05205573812682762,-2.2351741790771484e-09,189.5,-0.0012563240488816518,0.0093712906120345,15.968717741966248,133120,477.5000000000002
14,499,0.0034251500538516667,331.62,25.0,0.2311279296875,1.7666610404849052,0.05158978531497892,4.097819328308106e-09,153.0,-0.00115918635201524,0.005787602877626341,15.968717348575591,143360,327.5000000000002
15,501,0.0031520278688731197,325.45,25.0,0.2466552734375,1.7788462772965432,0.0526924041845417,-6.332993507385254e-09,149.0,-0.00152666100038914,0.005868090339674126,15.968692356348038,153600,432.5000000000006
16,503,0.0028101288472612397,313.16,25.0,0.2115234375,1.7805678732693195,0.0539604470886488,-2.3096799850463868e-08,114.5,-0.0017255351507628803,0.008251032764292177,15.968717414140702,163840,225.0
17,505,0.0028123872592004774,317.9,25.0,0.2088134765625,1.778058548271656,0.053666960877010485,9.685754776000977e-09,128.5,-0.0015182625382294645,0.008081647776953105,15.968714606761932,174080,225.0
18,506,0.0028371666145176277,327.36,50.0,0.21171875,1.7666252627968788,0.053888193495412476,-1.601874828338623e-08,140.25,-0.0013761673966655509,0.009705127327742957,15.968717801570893,184320,252.50000000000023
19,506,0.0038166929255112336,339.26,50.0,0.2801513671875,1.7757766120135785,0.05414654628875045,-2.6077032089233397e-09,161.5,-0.001977891056230874,0.01038161213600688,15.968717646598815,194560,300.0
20,507,0.002537400017604341,343.1,50.0,0.1844970703125,1.7664591111242771,0.053129602324436885,4.470348358154297e-09,183.75,-0.0014727526788192336,0.010390254893172824,15.968717694282532,204800,305.00000000000045
21,510,0.0026478285468783725,343.85,50.0,0.2093017578125,1.7778405152261256,0.05352635854189346,-7.82310962677002e-09,195.0,-0.0013353823516808916,0.010065112000665977,15.968717497587203,215040,357.5000000000007
22,512,0.003205190409056513,335.64,50.0,0.275537109375,1.781439760327339,0.053029261498191274,-1.080334186553955e-08,186.5,-0.0018186518507718574,0.007450344219319049,15.968715190887451,225280,450.0
23,512,0.0035436133799862544,336.82,50.0,0.2685302734375,1.7746309168636798,0.05528285180466301,-3.725290298461914e-08,185.0,-0.002017615614022361,0.009743540628733172,15.968717652559281,235520,450.0
24,513,0.0030671020799502456,332.76,25.0,0.234326171875,1.7618780188262462,0.05586773164916551,-9.313225746154785e-09,165.0,-0.0019290103427920258,0.009846904843288939,15.968717455863953,245760,352.5000000000002
25,515,0.0023729967882559324,334.31,47.50000000000001,0.1863037109375,1.7411377996206283,0.053435580038088126,-1.6391277313232423e-08,173.0,-0.0005944706015725387,0.010753562617537682,15.968717658519745,256000,327.5000000000002
26,516,0.003058589224656316,330.65,25.0,0.2250244140625,1.765984058380127,0.053329027669446735,-1.3411045074462891e-08,166.25,-0.0015108192714251346,0.008088097116342396,15.968715250492096,266240,330.0000000000004
27,518,0.0030861817788490954,332.77,25.0,0.2230712890625,1.7857986845076084,0.055377278686245146,-1.1920928955078126e-08,165.75,-0.0008980990503914654,0.008714694755265383,15.968711876869202,276480,377.5000000000002
28,518,0.003985342812211456,329.58,25.0,0.2946044921875,1.7769447527825832,0.05440062554955112,7.450580596923828e-09,144.0,-0.0021335970079235265,0.008145986492127121,15.968717700242996,286720,300.0
29,519,0.0030877283878908202,335.83,25.0,0.233642578125,1.773614200204611,0.052969966894613564,-9.313225746154785e-09,160.0,-0.0018799607416440268,0.0093648761338045,15.968717646598815,296960,305.00000000000045
30,519,0.002893195430351625,333.36,25.0,0.244287109375,1.774774821102619,0.05439983003572726,7.450580596923829e-10,159.0,-0.0019763279775361297,0.009230461933611878,15.968717604875565,307200,302.5000000000002
31,520,0.003318556837325559,326.83,50.0,0.2656005859375,1.7743634216487407,0.0505824253950541,-1.0430812835693359e-08,159.75,-0.0016311848443365307,0.006589121683566646,15.968717163801193,317440,327.5000000000002
32,521,0.0034748137590554506,320.2,25.0,0.284326171875,1.7713321521878242,0.05356947512676298,0.0,147.75,-0.0018449457762471865,0.00873853800676443,15.968717563152314,327680,280.00000000000045
33,521,0.002558065014301292,322.82,47.50000000000001,0.2058349609375,1.7853019170463085,0.053824509625053876,2.9802322387695314e-09,155.0,-0.00179642227885779,0.00980180499755079,15.968717741966248,337920,450.0
34,522,0.0030775585029005014,331.36,25.0,0.2513427734375,1.7828196115791797,0.05503156869796039,2.6077032089233397e-09,164.25,-0.002060905370308319,0.009458416556935845,15.968717801570893,348160,360.0000000000009
35,522,0.002805740638274301,336.05,47.50000000000001,0.2223876953125,1.7822388716042041,0.05270069031390735,-2.0861625671386717e-08,178.0,-0.001807357282814337,0.009388368739473662,15.9687175989151,358400,327.5000000000002
