epoch_idx,grad_norm,fps,episode_length,PMM:episode_rewards,policy_entropy,value_loss,advantage_norm,P01:episode_rewards,policy_loss,P09:episode_rewards,frames,explained_variance
1,3.7732624270550645,345,175.05,1.15,1.348023274540901,0.16869408901522548,2.127117811888456,0.0,-0.05577328226776444,3.0,8000,-0.6924352353811264
2,0.2323174365008402,172,173.7906976744186,1.1162790697674418,1.3761538434028626,0.012899567607473728,1.1179150944948197,0.0,0.0016080274112755433,3.0,16000,-0.0801765650510788
3,0.3192676990423356,208,189.31,1.51,1.3728348183631898,0.01571588489876376,1.2530759255588055,0.0,0.002680933048250154,4.0,24000,-0.07643289625644684
4,0.25288630167973497,234,196.27,1.77,1.3795277202129363,0.014036707487593957,1.2039653695374728,0.0,0.0027959424382424914,5.0,32000,-0.05959614276885986
5,0.25795072707358785,252,193.23,1.7,1.3665353059768677,0.015518215996198705,1.3228668598085642,0.0,0.0023378630756633358,5.0,40000,-0.019998270273208617
6,0.26953326798415156,266,185.59,1.42,1.3602501487731933,0.012727003060845163,1.1098112309724093,0.0,0.0032176580314990134,4.0,48000,0.030251744389533996
7,0.3202809003549661,277,197.96,1.79,1.3457558846473694,0.01616329049662454,1.4245726025104524,0.0,0.00035690155636984854,5.0,56000,0.2946424025297165
8,0.46054772636266145,285,200.99,1.93,1.3639562904834748,0.016748278063023463,1.4347331282496452,0.0,-0.0045417852982063776,5.0,64000,0.5618848341703415
9,0.39669138184948183,293,196.46,1.69,1.3601938164234162,0.012696258282521739,1.2597218689322471,0.0,-0.0072785015331464815,5.0,72000,0.6626784151792526
10,0.4388334989755438,300,189.22,1.54,1.351997286081314,0.01425691545708105,1.3875250667333603,0.0,-0.0013651582802413032,4.0,80000,0.7531793963909149
11,0.39275254652358776,305,207.61,2.01,1.3171183311939239,0.012463268457213416,1.333475734293461,0.0,-0.005560035213711671,6.0,88000,0.8250712525844573
12,0.3178140191447668,311,216.77,2.35,1.3272154557704925,0.00800690939591732,1.0629267865419387,0.0,-0.0019687020150013267,7.1000000000000085,96000,0.9034064418077469
13,0.3685950437285039,314,221.4,2.44,1.3478900837898253,0.011241473773843609,1.2317253491282463,0.0,-0.0006030369614018127,6.0,104000,0.8725788712501525
14,0.2951523984271213,318,214.26,2.24,1.354231436252594,0.009450469182920642,1.1038849386572838,0.0,-0.002778446115262341,6.0,112000,0.9029155230522156
15,0.23778414714950327,321,199.31,1.87,1.3433751201629638,0.0058195361954858525,0.8966240680217743,0.0,-5.601633180049248e-05,6.0,120000,0.8999643468856812
16,0.23561153236583615,324,196.93,1.83,1.339333188533783,0.005668819492566399,0.8652917537093162,0.0,-0.0028505095970467664,5.0,128000,0.9311436313390732
17,0.2197594700468041,326,205.71,2.1,1.343352392911911,0.004764190104906447,0.7959718492627144,0.0,0.00012427536043105647,5.1000000000000085,136000,0.9484796625375748
18,0.19433115394591044,328,212.48,2.32,1.3219666254520417,0.004198446036607493,0.7144494658708572,0.0,-0.00017293616227107123,7.200000000000017,144000,0.9536123561859131
19,0.20064894979895723,332,204.49,2.05,1.320939567089081,0.003901294855168089,0.7034403559565544,0.0,-0.0006802930156118237,6.0,152000,0.952490302324295
20,0.19453685390123887,337,198.53,1.89,1.331692019701004,0.003632432468875777,0.6787265056371689,0.0,-0.00035751947842072696,5.1000000000000085,160000,0.9579080736637116
21,0.16464334300469086,344,187.69,1.62,1.3243551337718964,0.0035941941948840397,0.6485225449502469,0.0,-0.00014951929304515943,5.0,168000,0.9619502848386765
22,0.22191066731063852,350,210.05,2.19,1.34781121134758,0.00575255620846292,0.8302555605769157,0.0,-0.002577176765917102,6.1000000000000085,176000,0.9504785680770874
23,0.2764524456349777,357,225.88,2.61,1.3657800114154817,0.00799402224307414,1.0007711926102638,0.0,-0.0006337974028429017,8.0,184000,0.8946312916278839
24,0.19600361925947346,365,222.05,2.52,1.3516416513919831,0.005497338209534064,0.8032064646482467,0.0,-7.488802519219462e-05,6.1000000000000085,192000,0.9442458081245423
25,0.1847990306105811,371,208.6,2.14,1.3415153777599336,0.003667053080862388,0.6843594220280648,0.0,-0.0011207488784566522,5.0,200000,0.9607015568017959
26,0.15710642692886875,376,207.23,2.03,1.3574183893203735,0.0029383665809291416,0.579969487041235,0.0,0.000665173947927542,5.0,208000,0.9658332204818726
