grad_norm,frames,policy_loss,policy_entropy,epoch_idx,advantage_norm,value_loss,fps,explained_variance,episode_length,P01:episode_rewards,PMM:episode_rewards,P09:episode_rewards
2.9695718312093424,8000,0.007574752028813236,1.3329118114709855,1,2.108086673617363,0.06689317197844502,327,-2.255239429473877,177.05555555555554,0.0,1.25,3.0
0.20628166022017255,16000,0.0009803113504312933,1.3818955051898956,2,1.1521954547427595,0.012517521081422274,210,-0.0745449560880661,186.0705882352941,0.0,1.4941176470588236,4.0
0.2524328930148404,24000,-0.0005522472448683402,1.3636980605125428,3,1.3221450615674257,0.015117566648732463,230,-0.05194865167140961,192.4,0.0,1.65,4.1000000000000085
0.25175263969091655,32000,0.003221458953630645,1.345997245311737,4,1.2426788364350796,0.01476819388459262,242,0.12048779308795929,192.64,0.0,1.66,5.0
0.5997719244058568,40000,0.002245646818773821,1.3492933428287506,5,1.4416793433576822,0.019174093844849267,252,0.0909199059009552,207.8,0.0,2.09,5.0
0.23696472266218982,48000,0.0019904506949205824,1.3727860689163207,6,1.0293069484829902,0.010323078171932138,259,0.1684159368276596,192.78,0.0,1.68,5.0
0.3698459780777871,56000,0.00020121152279898525,1.356637190580368,7,1.4487450595200062,0.015942836095928215,265,0.33159175217151643,190.9,0.0,1.5,4.1000000000000085
0.48945256205954235,64000,-0.004436365922447294,1.3656127429008484,8,1.5210601621866227,0.018133716814336367,268,0.428592529296875,198.49,0.0,1.75,5.0
0.4527518551276944,72000,-0.002528307921602391,1.3512972211837768,9,1.4755479300022125,0.015948038127389735,271,0.5669120234251023,206.55,0.0,2.06,5.0
0.3712995152159648,80000,-0.0025424650870263577,1.341430971622467,10,1.299397804439068,0.012006733684102074,274,0.7654214608669281,196.15,0.0,1.8,5.0
0.43856861922313684,88000,-0.0031049244551104496,1.3514463698863983,11,1.3598353207111358,0.013257785902824252,276,0.8054195857048034,206.96,0.0,1.98,5.0
0.5122260153873702,96000,-0.00715992921468569,1.3577298283576966,12,1.566160410642624,0.018798170313239097,277,0.7721890324354171,222.34,0.0,2.48,5.0
0.3569268828043174,104000,-0.0006741137313656509,1.3662638461589813,13,1.1806203925609589,0.009465547867584974,278,0.8901782047748565,220.05,0.0,2.41,5.1000000000000085
0.43906284396359724,112000,-0.0043020288640400394,1.3683885645866394,14,1.3126994386315345,0.012481256549945101,279,0.8441310071945191,214.79,0.0,2.28,6.0
0.3429166279456436,120000,-0.0037473246173465214,1.3541893541812897,15,1.146233769953251,0.009622019766829908,279,0.871030096411705,199.56,0.0,1.84,5.0
