explained_variance,P09:episode_rewards,clip_fraction,fps,grad_norm,epoch_idx,frames,value_loss,PMM:episode_rewards,P01:episode_rewards,episode_length,approx_kl_divergence,policy_entropy,policy_loss,advantage_norm
-1.4901161193847657e-09,325.0,0.2300048828125,509,0.05339852330766146,68,696320,0.007652505420628586,144.0,25.0,326.56,0.0028920689730739467,1.7732852771878242,-0.0012058022104611155,15.968717533349992
-4.470348358154297e-09,405.00000000000045,0.2394287109375,508,0.052260794310774836,69,706560,0.008069396666996909,160.0,22.500000000000007,330.09,0.0029714398484429693,1.7807409584522247,-0.0016533992129552644,15.968716371059418
2.570450305938721e-08,400.0,0.2464599609375,506,0.054223761347109864,70,716800,0.009255413728669736,156.25,0.0,326.94,0.002927885824021814,1.7805515930056572,-0.0016758990110247395,15.968717741966248
9.685754776000977e-09,350.0,0.2330810546875,505,0.0498516148571058,71,727040,0.008492782202301897,160.0,0.0,326.17,0.0028675822688683183,1.7815398924052714,-0.001776932527354802,15.968715089559556
-7.82310962677002e-09,327.5000000000002,0.299560546875,504,0.05406866272839026,72,737280,0.008134097645825022,156.5,25.0,324.58,0.003534416011103758,1.7743532821536063,-0.002365425838070223,15.968717557191848
-9.685754776000977e-09,350.0,0.2770751953125,503,0.05400812882762442,73,747520,0.009457850399485324,163.75,47.50000000000001,323.71,0.0032257033844643956,1.7723658032715321,-0.002062952694541309,15.968717843294144
-8.940696716308593e-09,282.5000000000007,0.2716552734375,502,0.05328316111909805,74,757760,0.0072470809142487266,154.5,25.0,323.35,0.0030807392948759118,1.7776631705462933,-0.0016186218686925712,15.968717294931412
1.1175870895385742e-08,357.5000000000007,0.239794921875,501,0.053102699804209993,75,768000,0.007502537833988754,152.25,25.0,323.62,0.002742040105295018,1.7805429570376874,-0.0017265397640585435,15.968717062473297
-4.097819328308106e-09,290.0000000000013,0.2173828125,500,0.05369913163499922,76,778240,0.007520350652384877,144.5,25.0,324.01,0.0025209819359020003,1.7830392375588417,-0.0014563454751623794,15.968717634677887
2.9802322387695314e-09,250.0,0.225390625,499,0.052358891461689074,77,788480,0.0057300948249348945,128.75,25.0,322.6,0.0028580156005020285,1.7670767806470393,-0.0011279391077550827,15.968716341257096
1.601874828338623e-08,252.50000000000023,0.2001953125,498,0.0530380252738326,78,798720,0.007813677726016977,136.5,25.0,323.77,0.002411776124699827,1.7761327177286148,-0.0012826558126107558,15.968717283010482
-7.450580596923829e-10,285.00000000000085,0.2334228515625,497,0.053507883523817044,79,808960,0.009691174115869217,147.75,25.0,326.33,0.0029445096369272506,1.7757580146193503,-0.0017333205087197712,15.968717968463897
1.564621925354004e-08,380.00000000000045,0.273974609375,496,0.05392755252574137,80,819200,0.00790275268309415,159.0,25.0,326.62,0.003205291233155094,1.784795270115137,-0.0021071915714856006,15.968714666366576
0.0,275.0,0.2558349609375,495,0.052450805027381385,81,829440,0.00836587968206004,153.5,25.0,327.03,0.002957560417098648,1.781410912424326,-0.00214108344844135,15.968717652559281
-2.0116567611694337e-08,277.5000000000002,0.2279541015625,494,0.0528189492783408,82,839680,0.009425526398626972,152.75,25.0,331.03,0.0025860328338808357,1.7851448029279708,-0.0015439712718944066,15.968717646598815
1.1175870895385742e-09,275.0,0.26943359375,494,0.052865950279591435,83,849920,0.006959285706989249,148.5,25.0,332.44,0.0031538942839461014,1.7844675563275814,-0.0016548442792554852,15.968717515468597
-7.82310962677002e-09,252.50000000000023,0.1996826171875,493,0.05179430608667644,84,860160,0.007473325443515933,143.5,25.0,331.2,0.0023742487126583002,1.774357908219099,-0.00121326271291764,15.968717443943024
-1.080334186553955e-08,287.5000000000011,0.2429931640625,492,0.054227974377983434,85,870400,0.008584619621979072,147.0,25.0,328.44,0.0027185098183053922,1.7775543250143528,-0.001879864666625508,15.968717867136002
-1.4901161193847657e-09,477.5000000000002,0.2477783203125,492,0.05217647740753304,86,880640,0.007988319007358769,164.25,25.0,329.45,0.0029360363955220235,1.7675229832530022,-0.0015136029673158192,15.968713188171387
7.450580596923829e-10,502.5000000000002,0.2314453125,491,0.05848007919774375,87,890880,0.011674921328449273,191.25,50.0,334.86,0.0025011413983975217,1.7646154388785362,-0.0018261813511344371,15.968717831373215
-3.3527612686157227e-09,527.5000000000002,0.255126953125,490,0.056107437970566096,88,901120,0.010966607967944509,216.75,50.0,343.04,0.002864260744007652,1.7801381669938565,-0.0017000272182485787,15.968714714050293
-5.215406417846679e-09,500.0,0.226904296875,490,0.05272251005652627,89,911360,0.008345460466807708,200.75,50.0,343.59,0.0026637132485120675,1.7790389746427535,-0.0016567714068514761,15.968717795610427
-8.195638656616212e-09,410.00000000000085,0.2317626953125,489,0.050099757581382146,90,921600,0.006509106550856814,178.5,25.0,336.84,0.002533934506254809,1.7806452073156833,-0.001429437072147266,15.96871621608734
7.450580596923829e-10,300.0,0.25908203125,489,0.05071797205999149,91,931840,0.007843259607579967,154.0,25.0,330.49,0.0027476541808766795,1.7808148615062236,-0.001689230037300149,15.96871766448021
-2.7567148208618165e-08,277.5000000000002,0.245947265625,488,0.054834059221051466,92,942080,0.009021579885484243,144.5,25.0,325.88,0.002688347570233418,1.7753660745918751,-0.0021065540797280844,15.968717646598815
-7.82310962677002e-09,337.500000000001,0.303759765625,487,0.05155943304165609,93,952320,0.007517643348386116,160.25,0.0,331.49,0.003943374201872985,1.763716147840023,-0.0021421697820187546,15.968716007471084
7.450580596923828e-09,327.5000000000002,0.2351806640625,487,0.05264142786900564,94,962560,0.008321593281846163,149.25,0.0,327.54,0.0028354478429719167,1.7772294662892818,-0.001399630412379338,15.968710261583329
7.450580596923828e-09,410.00000000000085,0.2196044921875,486,0.05221590632279215,95,972800,0.009106815497898425,163.75,25.0,327.79,0.002476044312243175,1.7805715456604958,-0.0014931070774764521,15.96871777176857
-1.564621925354004e-08,405.00000000000045,0.2914306640625,486,0.0499335332382398,96,983040,0.0069398793616528565,157.75,25.0,321.94,0.00326101433720396,1.77864236459136,-0.002360251354548382,15.968717741966248
-1.0058283805847169e-08,455.0000000000004,0.26201171875,485,0.053406958315635224,97,993280,0.008925472320788686,167.0,25.0,325.6,0.0031408528585529895,1.7775924414396287,-0.00204965652555984,15.968717765808105
8.195638656616212e-09,500.0,0.2267333984375,485,0.053647172659929146,98,1003520,0.008423856081753911,173.0,25.0,331.02,0.0023160986324768373,1.7828220643103123,-0.0016437774276710116,15.968717670440673
-4.470348358154297e-09,327.5000000000002,0.2508544921875,484,0.052923971589012755,99,1013760,0.00791672663481222,161.5,25.0,332.96,0.0026450372572298874,1.778167048841715,-0.001650950263865525,15.968717527389526
-9.685754776000977e-09,325.0,0.2673095703125,483,0.050316347867046515,100,1024000,0.006521707186583114,146.5,25.0,329.42,0.0027552413564535527,1.7736468859016896,-0.0017904120133607649,15.968710792064666
8.940696716308593e-09,325.0,0.2292724609375,483,0.054747973994705545,101,1034240,0.009862808930665778,147.0,25.0,331.44,0.002614650453574541,1.7838662691414355,-0.0011905093291716185,15.968717700242996
1.1175870895385742e-08,350.0,0.23828125,483,0.052859407917031566,102,1044480,0.008373080279307032,158.25,25.0,335.63,0.0028633977631784546,1.7837472073733807,-0.0019124621499940985,15.968717700242996
5.215406417846679e-09,350.0,0.2623779296875,483,0.05569646970609621,103,1054720,0.008773697571450611,157.5,25.0,334.94,0.002765263744669255,1.767813254892826,-0.0020040146246174118,15.96871754527092
1.825392246246338e-08,377.5000000000002,0.19990234375,482,0.05234363918800056,104,1064960,0.0074421000204893065,170.5,25.0,337.12,0.002259339533344473,1.7692643500864507,-0.0010452016846102196,15.968717020750045
-1.899898052215576e-08,527.5000000000002,0.2345458984375,482,0.053096428411853566,105,1075200,0.008875530195200553,175.5,25.0,336.28,0.0026298714287861457,1.782087179273367,-0.0016169918879313627,15.968717551231384
-1.899898052215576e-08,527.5000000000002,0.22021484375,481,0.05423259747257312,106,1085440,0.008290328796465473,184.75,25.0,339.8,0.002387411474825285,1.7800350703299046,-0.0014496473031613277,15.96871770620346
-6.7055225372314455e-09,480.00000000000045,0.2646240234375,481,0.052934770532571375,107,1095680,0.008203367856481236,173.5,25.0,334.3,0.003092463165978643,1.7788772679865361,-0.0019107654388790252,15.968717235326768
1.1175870895385742e-08,405.00000000000045,0.201416015625,480,0.0548045583865571,108,1105920,0.007394554304710255,161.25,25.0,328.57,0.0022195242230509393,1.755340427905321,-0.0010895473264099565,15.968717348575591
1.0430812835693359e-08,357.5000000000007,0.25439453125,480,0.049804148809427504,109,1116160,0.007112607107160329,146.75,22.500000000000007,320.46,0.002906277103863886,1.755580884218216,-0.0015447193574800622,15.96871584057808
-7.450580596923829e-10,252.50000000000023,0.229345703125,479,0.04992106788193106,110,1126400,0.007360258418520971,132.5,25.0,319.42,0.0026075605964422264,1.7699445925652981,-0.0019743869052035734,15.968717497587203
1.4901161193847657e-09,275.0,0.207177734375,478,0.05208530426465783,111,1136640,0.008220962164227786,128.0,25.0,319.19,0.0023513595719407477,1.7725580953061582,-0.001130790296883788,15.968715482950211
-7.450580596923828e-09,275.0,0.2972900390625,478,0.05320682330116089,112,1146880,0.007507508439994126,131.0,0.0,323.18,0.0032061120812727495,1.7714699015021325,-0.0016606794164545136,15.96871658563614
8.568167686462402e-09,275.0,0.2525390625,478,0.05591613810086522,113,1157120,0.00914897909501633,144.75,25.0,324.5,0.0026772999170589173,1.7833475701510906,-0.0016507265103427927,15.96871789097786
1.3411045074462891e-08,457.5000000000006,0.2656005859375,477,0.055388838568007984,114,1167360,0.008991670419163711,170.25,22.500000000000007,330.7,0.0030025736996606156,1.7833105199038983,-0.0015326137210649904,15.968717396259308
3.3527612686157227e-09,452.50000000000017,0.2040283203125,477,0.055162131799122695,115,1177600,0.010129087347195309,186.5,47.50000000000001,336.0,0.002355737669995506,1.7836036913096904,-0.0009119975919020362,15.968717783689499
-7.82310962677002e-09,427.5000000000002,0.274853515625,477,0.05226768990682192,116,1187840,0.008233819603879056,182.25,25.0,335.5,0.00324258985049255,1.7784436985850334,-0.0021102718346810434,15.968713325262069
5.215406417846679e-09,325.0,0.256201171875,477,0.052177357800775516,117,1198080,0.006492936382460357,160.0,25.0,332.32,0.002856211032110423,1.7638720139861106,-0.0011789035230322042,15.968716084957123
-3.762543201446533e-08,325.0,0.21787109375,476,0.05113844867045194,118,1208320,0.008626129879485234,142.75,22.500000000000007,325.62,0.002331110219108723,1.7751067005097867,-0.0016312246276356745,15.968717956542969
-1.2293457984924316e-08,305.00000000000045,0.2118408203125,476,0.05236211398998882,119,1218560,0.00894640840624561,141.75,25.0,326.87,0.002222590224994292,1.784958191215992,-0.0012479499808250693,15.968717622756959
-1.564621925354004e-08,402.5000000000002,0.2328857421875,476,0.05494439916982723,120,1228800,0.009468102786195231,162.5,25.0,329.58,0.002333590083856052,1.7862323738634587,-0.0013513363141100855,15.968716073036195
9.685754776000977e-09,452.50000000000017,0.23310546875,476,0.05304571469487407,121,1239040,0.009786647333163678,193.0,25.0,334.57,0.0024251158531797047,1.785485078394413,-0.0015304312146326993,15.968716317415238
-1.1175870895385742e-09,500.0,0.192236328125,475,0.05278228133787012,122,1249280,0.008900652939337306,206.5,50.0,335.99,0.0019169884442021613,1.7790776878595351,-0.001321370651567122,15.968717271089554
4.8428773880004884e-09,477.5000000000002,0.2111328125,475,0.053304656502505356,123,1259520,0.009357874730812909,192.0,25.0,329.36,0.0021806893866141764,1.771735742688179,-0.0013831779579049908,15.968717557191848
2.421438694000244e-08,452.50000000000017,0.236376953125,474,0.05577875872033468,124,1269760,0.009206871203923583,187.25,25.0,335.01,0.002523086489350135,1.783002495765686,-0.0012440909467841266,15.968717783689499
-7.82310962677002e-09,382.5000000000007,0.2030029296875,474,0.0513665896126577,125,1280000,0.008193827117383989,166.0,25.0,331.0,0.0024515258793314843,1.7822631686925887,-0.0016503402082889806,15.968717259168624
-2.2351741790771484e-09,325.0,0.2667724609375,474,0.055053360928344855,126,1290240,0.00900576725407518,159.75,50.0,332.1,0.003052626181215601,1.7816193021833897,-0.0017684258531517117,15.968717581033706
-3.3527612686157227e-09,325.0,0.227294921875,474,0.05481091599718133,127,1300480,0.009965574812713384,164.5,25.0,334.38,0.0024743445581862033,1.7758441776037217,-0.0013004376691242215,15.968717324733735
7.078051567077636e-09,325.0,0.2175537109375,473,0.05722243312988488,128,1310720,0.010922755414867424,180.75,50.0,334.68,0.002226416034034173,1.775264535844326,-0.0017498058845376364,15.968717765808105
7.450580596923829e-10,350.0,0.2128173828125,473,0.05180138200763877,129,1320960,0.008972303524024028,190.25,50.0,341.85,0.002343870412147453,1.7756878785789012,-0.0016545810249226633,15.968717449903489
2.2351741790771484e-09,502.5000000000002,0.2962646484375,473,0.05365519998924854,130,1331200,0.009159764619835187,200.0,47.50000000000001,342.31,0.0031578587108185728,1.7766668699681758,-0.0020554751656163715,15.96871771812439
-1.1175870895385742e-08,300.0,0.2341064453125,473,0.05016581009089412,131,1341440,0.006899874233840819,163.75,25.0,329.48,0.0024916382624269318,1.7823660887777806,-0.0016004440283722942,15.968716943264008
-7.82310962677002e-09,275.0,0.160986328125,472,0.0506757631943545,132,1351680,0.008282606425245831,155.0,25.0,328.09,0.0017165749868354395,1.783645787090063,-0.001106550962140318,15.968717312812805
-9.685754776000977e-09,280.00000000000045,0.2400146484375,472,0.054752428248296924,133,1361920,0.009162915100114332,157.0,25.0,331.38,0.002294111648629382,1.7763263970613479,-0.0019850551052513765,15.968717807531357
1.2665987014770507e-08,525.0,0.2658935546875,472,0.05615881639471078,134,1372160,0.011946922626520973,197.75,50.0,344.49,0.0029111260227068668,1.7518657542765141,-0.002160352153441636,15.968717801570893
-1.564621925354004e-08,550.0,0.2255615234375,472,0.054526739542160516,135,1382400,0.0098908646360087,223.25,50.0,349.32,0.002343439714820761,1.7796254754066467,-0.0014350712517625652,15.96871750354767
-1.4901161193847656e-08,550.0,0.2260986328125,471,0.05508574632469911,136,1392640,0.010603533520111341,229.0,50.0,352.79,0.002452040978835157,1.77677463889122,-0.0017053234041668475,15.96871713399887
-9.313225746154785e-09,550.0,0.2298828125,471,0.057710579747821414,137,1402880,0.011210412096568234,221.5,50.0,350.86,0.0024296773334043565,1.7758254878222943,-0.0015085242826899047,15.968717229366302
