policy_entropy,advantage_norm,grad_norm,epoch_idx,P01:episode_rewards,PMM:episode_rewards,frames,episode_length,explained_variance,policy_loss,value_loss,fps,P09:episode_rewards
1.365998044013977,0.9525434741377831,0.2793486232878026,38,0.0,2.3,304000,215.67,0.9228461676836014,-0.002782175476604607,0.007088333825813606,411,6.0
1.3693653297424317,1.0982617869973184,0.2980833821302003,39,0.0,2.04,312000,204.96,0.9036138796806336,-0.0023976019810106664,0.008911749791004696,414,5.0
1.3724965310096742,1.0786946871876717,0.29481885480359066,40,0.0,1.73,320000,193.38,0.8609369611740112,-0.0021498099050950258,0.008867680362891405,417,4.1000000000000085
1.35244948387146,0.917725060582161,0.2652086114142259,41,0.0,1.74,328000,195.24,0.931068263053894,-0.0022336534992791713,0.0063590042089344935,420,5.0
1.3646387434005738,1.1057966941595077,0.2843367542543368,42,0.0,1.92,336000,201.17,0.8981922256946564,-0.0011307072135969065,0.00887859396985732,423,5.0
1.348906478881836,0.9486775875091553,0.24615000140953724,43,0.0,2.06,344000,207.32,0.9276267838478088,-0.0017169730530804373,0.006869157564942725,427,5.0
1.358719013929367,1.1116386675834655,0.2838259106598579,44,0.0,2.07,352000,208.71,0.8913285338878632,-0.00332964830333367,0.009234388552722522,431,5.0
1.3503521955013276,1.1075079864263535,0.2852494759415456,45,0.0,2.25,360000,215.1,0.9064439523220063,-0.0015657559515966568,0.009232899002381601,435,5.1000000000000085
1.3502359747886659,1.1735009521245956,0.31865834461846937,46,0.0,2.37,368000,217.22,0.8854711544513703,-0.001836020613409346,0.009873125308658928,438,5.1000000000000085
1.35572505235672,1.2828211796283722,0.3546265755279942,47,0.0,2.58,376000,224.11,0.8514809030294418,-0.0017126203543739392,0.012007072152919136,441,6.0
1.3489138436317445,1.3688794180750847,0.32225575398828676,48,0.0,2.65,384000,227.9,0.8313869202136993,-0.0019016184410975256,0.01319665596820414,444,6.0
1.3361167919635772,1.0784791973233223,0.2731152234134536,49,0.0,2.49,392000,225.38,0.9099917501211167,-0.0011219330804306082,0.008153320093406365,447,5.1000000000000085
1.3503917586803436,1.213625773191452,0.3184775738942922,50,0.0,3.1,400000,247.63,0.8944987136125565,-0.0008743964455788956,0.010178260518005118,449,6.0
1.3476098382472992,1.131640712618828,0.30763444708525084,51,0.0,3.18,408000,251.14,0.9019178372621536,-0.003646538573084399,0.00958396942995023,452,6.1000000000000085
1.3185539734363556,1.0796220883727075,0.28434167151070744,52,0.0,2.98,416000,241.29,0.9251513904333115,-0.001628866690734867,0.008391755492193625,455,6.1000000000000085
1.338649832010269,1.134722236096859,0.2853747520940463,53,0.0,3.07,424000,240.69,0.8661709487438202,-0.0011041981250309617,0.009307453652145341,458,9.0
1.343804533481598,1.1096929195523262,0.26636897146575644,54,0.0,3.11,432000,239.08,0.910365394949913,0.00045234896882902833,0.00912870693136938,459,9.0
1.3250414943695068,1.0938169538974762,0.26800242920171047,55,0.0,3.45,440000,253.81,0.9214932590723037,-0.0014691958759794942,0.008383224799763412,462,9.0
1.3349908244609834,1.3513283330202102,0.4178333261971434,56,0.0,3.05,448000,244.32,0.811785928606987,-0.0014326581245404668,0.012870834630448372,464,6.0
1.331866399049759,1.2151965683698653,0.3168230139968336,57,0.0,3.17,456000,249.55,0.8917696213722229,-0.00029899280843892484,0.010421922745881601,466,6.0
1.3389504539966584,1.1632082995772361,0.29925930913157767,58,0.0,2.93,464000,237.38,0.9022604751586915,-0.00021712894958909602,0.00973098564776592,469,7.0
1.3388802790641785,1.1968853828310966,0.2847329807112983,59,0.0,2.84,472000,231.78,0.871204161643982,-0.000888161685288651,0.009976512932917103,471,5.200000000000017
1.3184070134162902,1.3347417151927947,0.41006549839602807,60,0.0,2.69,480000,224.9,0.8155481898784638,-0.0040979114522633605,0.013685779145453126,474,6.200000000000017
1.3219712793827056,1.38374605178833,0.4030772147003611,61,0.0,2.87,488000,233.78,0.8163358563184738,-0.004363100922200829,0.01372508285799995,476,7.1000000000000085
1.3235124140977859,1.1384635472297668,0.31508621710064655,62,0.0,2.86,496000,236.87,0.9105435878038406,-0.0005562363417993766,0.008826929870992898,478,6.0
1.323605601787567,1.1016770976781844,0.2725128265680846,63,0.0,2.91,504000,239.77,0.9161266255378723,-0.003422324463608675,0.008296411241171881,480,6.0
1.2995957493782044,1.012644346654415,0.29646667685350114,64,0.0,2.65,512000,228.46,0.9134932762384415,-0.002197997940820642,0.007143608367769048,482,5.1000000000000085
1.3125853288173674,0.8530185011029243,0.21866772328539852,65,0.0,3.18,520000,241.22,0.9563239175081253,0.0008752570624619694,0.005242664209217765,484,7.200000000000017
1.3315235245227814,1.221017290353775,0.3550306017635682,66,0.0,3.68,528000,254.64,0.836252681016922,-0.003731882213614881,0.01075500201433897,486,9.0
1.3211161732673644,1.2051603925228118,0.33470635828727574,67,1.0,3.95,536000,266.43,0.9034446394443512,-0.0017863862931335461,0.010090103482361883,488,9.100000000000009
1.315593330860138,1.2776813250780106,0.3187442915636254,68,0.9000000000000004,3.54,544000,252.44,0.865354928970337,-0.00295280250851647,0.0110726611292921,489,9.100000000000009
1.2830461382865905,1.091501411795616,0.2921618862570046,69,0.0,3.26,552000,243.47,0.9255159842967987,-0.00285926365024352,0.008029168900102378,490,6.0
1.2996806168556214,1.1407359623908997,0.3131880107937555,70,0.0,3.35,560000,242.68,0.9143530970811844,-0.0019177542664692738,0.008809420675970615,492,10.0
1.2990775787830353,1.135338906943798,0.3125258872819329,71,0.0,3.45,568000,250.51,0.914492998123169,-0.001965814648428932,0.009009849121794105,494,9.100000000000009
1.3192095351219177,1.2829541981220245,0.3559256111347973,72,0.0,3.65,576000,259.27,0.8869990539550782,-0.002728465963009512,0.011220116394106298,495,9.100000000000009
1.3176487147808076,1.2526607310771942,0.3278805776544676,73,0.0,3.76,584000,264.9,0.8744084906578063,-0.001804663125658408,0.010785774468677118,497,7.1000000000000085
1.3096102511882781,1.2642966383695602,0.3466861012489193,74,1.0,4.08,592000,275.17,0.8824224704504013,-0.0033252375083975493,0.011031616090331226,499,9.0
1.2991018760204316,1.368264349102974,0.4131651673971812,75,1.0,4.11,600000,276.95,0.8821387296915054,-0.005072405736427754,0.013098927973769605,501,9.0
1.3033562302589417,1.3687610602378846,0.3911353456765179,76,1.0,4.28,608000,284.08,0.8789700263738632,-0.002720440050761681,0.012494496766012162,503,9.100000000000009
1.3054732227325438,1.3574816584587097,0.40208416177659295,77,0.9000000000000004,4.24,616000,284.82,0.8477226561307907,-0.0025662806583568454,0.012439180137589574,505,9.100000000000009
1.2873137187957764,1.3654283225536346,0.3769666442317707,78,1.0,3.91,624000,271.04,0.8369444781541824,-0.0034815835417248307,0.012732600858435035,506,8.100000000000009
1.2768782043457032,1.4766974818706513,0.5071680589491502,79,1.0,3.94,632000,268.79,0.8470743864774704,-0.00898614966601599,0.014903797060251236,508,9.0
1.3079885995388032,1.2587428241968155,0.36390333461794017,80,1.0,4.21,640000,277.44,0.8826076990365982,-0.003513596574193798,0.010715374907013029,509,10.0
1.296797571182251,1.3516058576107026,0.39031994235317014,81,1.0,4.71,648000,292.6,0.8556480598449707,-0.004241609047167003,0.012612455722410232,511,10.0
1.2883054184913636,1.3259297263622285,0.3786736676251523,82,1.9000000000000004,5.22,656000,308.1,0.8691389411687851,-0.004840819927921985,0.01182643729262054,513,11.0
1.2787831938266754,1.585843786597252,0.4325594575119165,83,1.9000000000000004,5.76,664000,328.12,0.8291001862287521,-0.0032959414040669797,0.01694159168517217,514,12.0
1.2732700383663178,1.6176069754362106,0.45142062130140376,84,2.0,6.11,672000,339.41,0.8213518071174621,-0.0006400639216008131,0.017485254604835063,516,12.0
1.276182053089142,1.329165092110634,0.3980419882144058,85,2.0,6.03,680000,341.52,0.8910679298639298,-0.0071657175887958145,0.011607779865153134,517,12.0
1.2449934661388398,1.5854728651046752,0.49792226838051107,86,3.0,6.12,688000,345.81,0.799936956167221,-0.0014665798039641231,0.016464485311880706,519,11.100000000000009
1.2508283400535583,1.6989311110973357,0.49063583534093796,87,3.0,6.16,696000,338.93,0.7832832193374634,-0.005352154173597228,0.019099791108164937,520,11.0
1.2263081574440002,1.6910377997159958,0.5193708370449168,88,3.0,6.33,704000,341.66,0.7893510401248932,-0.005353508859989233,0.01873051972594112,522,12.0
1.2386847507953644,1.6624621629714966,0.5163539482917471,89,3.0,6.54,712000,347.35,0.8024472320079803,-0.004491193311987445,0.01830563021823764,523,12.0
1.2296725988388062,1.7532498395442964,0.496672778073347,90,3.0,6.95,720000,351.76,0.776048823595047,-0.006532977340975776,0.020529314279556274,525,13.0
1.2301446533203124,1.6198278445005416,0.47106331261102563,91,3.0,7.42,728000,366.3,0.810562047958374,-0.0044788253196747976,0.01741350826341659,526,13.0
1.237559459209442,1.7085451143980026,0.5156701734481003,92,3.0,7.27,736000,365.42,0.756369667649269,-0.005001413325080648,0.019184231883846225,527,13.0
1.245002487897873,1.6379854720830918,0.4641835823491687,93,3.0,7.86,744000,378.75,0.815794181227684,-0.003446555134141818,0.01749791417270899,529,13.0
1.2299741172790528,1.6939670771360398,0.49239002065896076,94,4.0,8.28,752000,393.44,0.8096264553070068,-0.0048905183363240215,0.019206640771590174,530,14.0
1.2072095096111297,1.75839373588562,0.5212039477846404,95,4.0,8.74,760000,410.1,0.7892051655054092,-0.004146704354207031,0.02022776100318879,531,16.0
1.1884880900382995,1.757565199136734,0.5195953431207477,96,4.0,8.7,768000,410.83,0.7894920027256012,-0.006814293311035727,0.020066662919707597,532,16.0
1.2010730850696563,1.6487187975645066,0.512978618932085,97,4.0,9.29,776000,426.1,0.8097995358705521,-0.004515129067585804,0.017901040045544506,533,16.0
1.1821318781375885,1.840180457830429,0.5550998427487186,98,4.0,9.56,784000,436.05,0.7640080457925796,-0.005010082063090521,0.022214015759527684,534,16.0
1.2067961609363556,1.6494101917743682,0.49534829158492355,99,5.0,9.72,792000,441.06,0.8234996747970581,-0.006685930731182452,0.01779774666763842,535,16.0
1.2261451125144958,1.6357705998420715,0.4584308971078302,100,5.0,9.53,800000,435.66,0.8241682827472687,-0.002036937750526704,0.01760805568192154,536,15.0
1.2391155540943146,1.5291573596000672,0.4340704954650578,101,5.0,9.71,808000,438.2,0.8198813796043396,-0.007069177056546323,0.015455116771627218,538,15.0
1.2149004423618317,1.727200963497162,0.48753535206168375,102,5.9,10.14,816000,448.98,0.793513143658638,-0.004091194049397018,0.019583571199327708,539,15.0
1.212939521074295,1.7611064314842224,0.5163274840171088,103,6.0,9.96,824000,446.66,0.7955231815576553,-0.0073239210760220885,0.020404929714277386,540,14.0
1.201788147687912,1.6885126382112503,0.4947217525251314,104,5.0,9.79,832000,438.59,0.8130381697416306,-0.0020787900476716458,0.019096585134975613,541,14.0
1.172246001958847,1.8066059017181397,0.53343970869237,105,5.0,9.97,840000,441.75,0.8117476123571395,-0.0060346504847984764,0.021123520359396936,542,14.100000000000009
1.2131555962562561,1.7391952323913573,0.5223792460072834,106,5.0,10.18,848000,447.46,0.8074201339483261,-0.0026865859678946434,0.01980280354153365,542,14.100000000000009
1.2125815784931182,1.8913487005233764,0.5619587285518245,107,6.0,10.57,856000,456.54,0.7635605496168136,-0.00902988195186481,0.023811318473890425,543,15.0
1.1943657982349396,1.8195632135868072,0.5565312973178701,108,5.0,10.65,864000,460.01,0.7882702457904815,-0.0067929017101414505,0.02161209946498275,543,16.0
1.171085045337677,1.7903550672531128,0.5472953799222733,109,5.9,11.06,872000,470.95,0.7665909957885743,-0.008114775322101196,0.02089637579396367,544,16.0
1.1791069936752319,1.9186731827259065,0.6400442653269057,110,6.9,11.44,880000,481.67,0.7018481302261352,-0.00880097562330775,0.02505347555503249,544,16.0
1.1783604085445405,1.8431325936317444,0.5253814503853487,111,7.0,11.42,888000,482.27,0.7753088545799255,-0.002231248395401053,0.022093233126215635,545,16.0
1.1607938969135285,1.867875827550888,0.5705216591983163,112,7.0,11.33,896000,483.56,0.7340038806200028,-0.00855918756009487,0.023060422660782932,546,16.10000000000001
1.1683115410804747,1.8682154726982116,0.5578919197460732,113,6.9,11.59,904000,491.82,0.7305007994174957,-0.010502308839932084,0.023771290564909578,547,17.0
1.1726625514030458,1.8692014729976654,0.572380255792659,114,6.0,11.57,912000,487.21,0.7613445258140564,-0.005767188455502037,0.022636917238123715,548,17.0
1.1748240792751312,1.8025111371278764,0.5410462833147214,115,7.0,11.74,920000,495.49,0.7669056564569473,-0.005144353359282832,0.021370389009825887,548,17.10000000000001
1.1809370732307434,1.8762909710407256,0.5486056910825848,116,6.9,11.96,928000,506.83,0.7313707131147384,-0.00647563710110262,0.022994090435095132,549,18.0
1.1755216717720032,1.9009517002105714,0.5583218828185198,117,6.9,12.16,936000,506.49,0.7445097607374191,-0.005976217865245417,0.02358827281743288,550,18.0
1.1650086307525636,1.9895890903472901,0.6772638572750478,118,6.0,12.41,944000,511.75,0.7601920628547668,-0.010644185571582056,0.025859302217140792,551,18.0
1.1623274970054627,1.9859717965126038,0.6539729797269035,119,6.9,12.67,952000,519.49,0.7233680766820908,-0.007855420270207105,0.02598368556238711,552,19.10000000000001
1.1630445849895477,1.9008250665664672,0.6217874687234801,120,7.0,12.97,960000,526.7,0.7265984719991684,-0.0020725873648189007,0.023722082395106554,552,20.0
1.1400517332553863,1.876179386973381,0.5875934556174693,121,7.0,13.66,968000,537.79,0.7625255888700485,-0.005939862626837567,0.023204894326627253,553,22.0
1.1353086757659911,2.0245414745807646,0.6070458175995238,122,7.0,14.13,976000,544.86,0.7387762767076492,-0.008989413093077018,0.027103853663429617,554,22.0
1.142985438108444,1.9072448408603668,0.5391608563376642,123,7.0,14.18,984000,541.88,0.7353533744812012,-0.006093157397117466,0.02367170841433108,554,22.0
1.1174217909574509,1.900388650894165,0.6168131988783481,124,8.0,14.45,992000,555.92,0.7352400577068329,-0.008016708712093533,0.02360973820090294,555,22.0
1.1372505605220795,1.8595992475748062,0.6367116520976491,125,8.0,14.11,1000000,551.68,0.7607761162519455,-0.003150593294412829,0.022625547712668777,556,22.0
1.1699732863903045,1.9340692949295044,0.640499899805849,126,8.0,14.36,1008000,554.47,0.7364738315343857,-0.00715874570509186,0.024348943177610636,556,23.0
1.1408806002140046,2.025867062807083,0.6789560642786402,127,8.0,14.53,1016000,558.25,0.7324820852279663,-0.008264391927514225,0.026836929018609224,557,23.0
1.1371224999427796,1.970151538848877,0.6776381339342765,128,8.0,14.53,1024000,564.78,0.7302088314294815,-0.005185659372946247,0.025359768699854613,557,23.0
1.1347424668073653,1.918542465567589,0.6568252124944594,129,8.0,14.44,1032000,565.66,0.7431564861536026,-0.007268530253713834,0.02410089937504381,558,22.0
1.1395586848258972,2.0430626499652864,0.6770333672103207,130,9.0,14.84,1040000,576.19,0.7187687861919403,-0.012968724785023368,0.027432435583323242,558,22.0
1.1449840676784515,2.0333209657669067,0.6924145385135919,131,9.0,14.96,1048000,574.5,0.7457144773006439,-0.010735734208719806,0.027376043549738823,559,22.10000000000001
1.151567348241806,1.952408481836319,0.6542490100961033,132,9.0,15.52,1056000,580.81,0.7459940665960312,-0.007163627730624285,0.024833167544566093,559,23.10000000000001
1.1204457414150237,1.9749922770261765,0.6493387099100073,133,9.0,15.27,1064000,576.06,0.6611529505252838,-0.008681194504315499,0.026085168896242975,560,23.0
1.132942444086075,2.0205838775634763,0.6285153876221025,134,9.0,15.45,1072000,585.05,0.7206613510847092,-0.006430682367063127,0.027247769879177212,560,23.10000000000001
1.116307868361473,2.00214741230011,0.6812370426997607,135,9.0,15.55,1080000,587.94,0.7500733149051666,-0.010718184444704093,0.02648278659209609,561,24.0
1.1010687816143037,2.0227336502075195,0.6794110892551801,136,9.0,16.27,1088000,597.87,0.7123443460464478,-0.011963116451152018,0.026847053980454803,561,25.10000000000001
1.0959730011224746,2.132242006659508,0.7309433292906982,137,10.0,16.45,1096000,601.69,0.7209631735086441,-0.010923459180630743,0.030347790508531033,562,26.0
1.0694132673740386,2.103583105802536,0.7048306943270946,138,10.0,16.86,1104000,615.48,0.6884694141149521,-0.01387671317672357,0.02952661934774369,562,26.0
1.1207487481832503,2.087651093006134,0.6227114839597243,139,10.0,17.59,1112000,631.46,0.6803198337554932,-0.004161606547422707,0.028493294771760703,562,26.0
1.1163055711984635,1.9178058695793152,0.5955093828164132,140,10.0,17.78,1120000,641.56,0.7379516696929932,-0.0067897225875640285,0.024215527102351187,563,26.0
1.113384348154068,1.9985680675506592,0.6850862563500528,141,10.0,18.48,1128000,656.81,0.6902808552980423,-0.005505934830289334,0.026957275765016674,563,26.0
1.1102515399456023,2.0209083342552185,0.7260244560541328,142,11.0,19.08,1136000,674.93,0.667858150601387,-0.014358983780693961,0.028197030648589135,564,26.10000000000001
1.0849641078710557,2.0609268343448637,0.6704614687289356,143,10.9,19.69,1144000,685.74,0.7209187752008438,-0.003295175248931628,0.028294917773455382,564,28.10000000000001
1.0896572905778885,2.21299503326416,0.7650286494733188,144,11.0,19.73,1152000,683.08,0.682101441025734,-0.00840522869999404,0.03299128206446767,564,29.0
1.0733511090278625,2.2520970129966735,0.7389734634370358,145,12.0,20.08,1160000,690.56,0.6242082196474076,-0.016102595367701724,0.03455403530970216,564,29.0
1.009667610526085,1.9854228758811951,0.7475078380402826,146,12.0,20.32,1168000,691.5,0.6806204050779343,-0.008584598425295553,0.026373523576185106,565,29.0
1.0095375806093216,2.1069281876087187,0.8319776746496139,147,11.0,20.22,1176000,691.5,0.6728326499462127,-0.011492903501493856,0.029406274389475583,565,30.0
1.0385891324281693,1.9323812735080719,0.7214568717856013,148,12.0,20.13,1184000,687.03,0.7317794984579087,-0.009736585064820247,0.025041647874750196,565,30.10000000000001
1.0978163373470307,2.1563745725154875,0.7728438547825562,149,12.0,20.78,1192000,694.27,0.6879043692350387,-0.009441958286752197,0.031116652032360435,566,31.0
1.1002614325284958,1.994091304540634,0.7120257020014112,150,12.0,20.8,1200000,694.18,0.6744052851200104,-0.006862115807598457,0.02668577363714576,566,31.10000000000001
1.1000830608606338,2.1669740009307863,0.6815182946401763,151,12.0,21.49,1208000,705.7,0.6738083481788635,-0.00833710561535554,0.03140771838836372,566,33.20000000000002
1.0891065329313279,1.9940100812911987,0.613782261403724,152,12.0,21.91,1216000,716.49,0.7179102063179016,-0.008870021090770024,0.02672050880268216,567,34.10000000000001
1.039351134300232,2.196138367652893,0.8373979010135764,153,12.9,22.55,1224000,732.29,0.6611534368991852,-0.009043954569788184,0.032701772516593335,567,35.0
1.065075939297676,2.245708155632019,0.9138828894002131,154,12.0,22.47,1232000,731.78,0.6188230794668198,-0.0065990312083158646,0.03977843501605093,567,35.0
1.0926563042402266,2.2099743342399596,0.7011074048334364,155,12.9,22.81,1240000,740.4,0.6591624808311463,-0.014642033742329658,0.032272195080295205,568,35.10000000000001
1.126134433746338,2.184386851787567,0.70860522071522,156,13.0,23.2,1248000,740.41,0.6773738265037537,-0.0015564773441292346,0.0319397002318874,568,36.0
1.1246152597665786,2.262608073949814,0.7962782551381467,157,13.0,23.48,1256000,739.54,0.6645751202106476,-0.020726124396023806,0.03731181571260095,568,36.0
1.0636448484659196,2.1627331244945527,0.8068863941865336,158,13.9,23.53,1264000,747.05,0.6822911834716797,-0.012696159485785756,0.03172327262349427,569,35.10000000000001
1.1180744498968125,2.1755881679058073,0.7834804709793913,159,14.0,23.75,1272000,754.58,0.7027902972698211,-0.012558822648134082,0.03222698954865336,569,36.0
1.096442088484764,1.9981405663490295,0.6985798654632661,160,13.9,23.1,1280000,746.92,0.728171175122261,-0.008910723869339563,0.027339280461892487,569,35.10000000000001
1.093489083647728,2.3440187084674835,0.8927010539276644,161,10.9,22.33,1288000,731.54,-0.03411034226417541,-0.017649788130365777,0.03965134803205728,569,35.10000000000001
1.1174315232038499,1.9941533827781677,0.667132056819447,162,5.0,19.91,1296000,666.55,0.5967687249183655,-0.005317789269320201,0.02720718101132661,570,33.0
1.0846831625699997,2.1843940162658693,0.7093978068067703,163,5.0,20.25,1304000,672.84,0.6852217704057694,-0.004016588527010753,0.032190507873892785,570,33.20000000000002
1.0489075589179992,2.1168941330909727,0.6966660475665937,164,5.0,20.59,1312000,683.33,0.7148722803592682,-0.012946196743432664,0.03089320646133274,571,35.10000000000001
1.0356573075056077,2.172501437664032,0.7314214718812557,165,5.0,20.79,1320000,691.47,0.6710394495725631,-0.012293472117162309,0.031635603914037344,571,35.10000000000001
1.0387156790494918,2.211690752506256,0.7777121774527302,166,5.0,21.36,1328000,715.34,0.6956345850229263,-0.01704133215302136,0.03396690203808248,571,36.0
1.0574913293123245,2.2901215487718583,0.7742221713909173,167,5.0,21.74,1336000,714.12,0.674676553606987,-0.017623525263625196,0.03683097268920392,571,36.10000000000001
1.0739572256803513,2.0986034655570984,0.6804123512405501,168,5.0,21.72,1344000,719.78,0.6917129069566726,-0.0007129911883384921,0.030026472648605706,572,36.10000000000001
1.07219107568264,2.1197859048843384,0.7566974398556112,169,5.0,22.9,1352000,736.76,0.6899588000774384,-0.011750984556856565,0.03167948645539582,572,40.10000000000001
1.0837018740177156,2.0225095063447953,0.6439705781746361,170,5.0,23.03,1360000,738.64,0.7056077861785889,-0.011627453656401485,0.027437984570860864,572,41.20000000000002
1.090146831870079,2.142198073863983,0.746380354021905,171,6.800000000000001,23.96,1368000,756.92,0.644960321187973,-0.010359483064385132,0.031991249625571073,573,42.10000000000001
1.1076444709300994,2.2762742048501967,0.7750622576431312,172,13.0,26.85,1376000,824.23,0.6497829926013946,-0.0159543294253217,0.03589269049931318,573,43.0
1.110539192557335,2.2808456885814667,0.8126725642838071,173,16.9,27.95,1384000,854.59,0.6720611780881882,-0.008730820408090948,0.03595729282591492,573,43.0
