fps,frames,value_loss,PMM:episode_rewards,epoch_idx,explained_variance,policy_entropy,grad_norm,policy_loss,P09:episode_rewards,episode_length,advantage_norm,P01:episode_rewards
533,320000,0.005096270809881389,2.12,40,0.9431784415245056,1.356812218427658,0.18824826282211682,-0.0016102826991118491,5.0,208.83,0.7955689038336277,0.0
524,328000,0.004009999978297856,2.01,41,0.956784605383873,1.3441284012794494,0.16413536658813005,-0.0004880226202112681,5.0,203.21,0.6820122916996479,0.0
522,336000,0.005344707233307417,1.91,42,0.9209857535362244,1.3640304720401764,0.19733858658581788,-0.0012306864235142711,5.0,202.69,0.7918910129368305,0.0
520,344000,0.004956452437327243,1.75,43,0.9343174505233764,1.351364915370941,0.18207161159997834,-0.0010736678371904417,5.0,198.1,0.8077154091000557,0.0
515,352000,0.011054033450782298,2.06,44,0.8375104141235351,1.3455288314819336,0.2962555352398269,-0.004175069312914274,5.0,205.28,1.1453160935640334,0.0
511,360000,0.006420102288830094,2.17,45,0.9153767484426498,1.3538259732723237,0.2123485772597944,0.0006081440770503832,5.1000000000000085,206.8,0.9100972619652749,0.0
498,368000,0.0028109436121303588,1.88,46,0.9716110783815384,1.3522059082984925,0.14514218473968254,-0.00048429497530378285,5.0,196.21,0.5880475515127181,0.0
486,376000,0.004215804308478255,1.58,47,0.9528299993276597,1.3553803360462189,0.17906136159837327,-0.00011664837729767897,5.0,186.22,0.7127562448382377,0.0
480,384000,0.00894343143387232,1.84,48,0.8473845374584198,1.356589403152466,0.2785647047531128,-0.003498693964429549,5.0,197.03,1.0732153245806695,0.0
473,392000,0.0038481542470981366,2.25,49,0.9622925066947937,1.340538958311081,0.1829332726643848,-0.0002897780472994782,6.1000000000000085,210.08,0.6932727241516113,0.0
467,400000,0.0027180015746853313,2.22,50,0.9718809759616852,1.3421546626091003,0.14054945758196488,-0.0010129913603304885,5.1000000000000085,210.22,0.5714425331354142,0.0
461,408000,0.004532443345815409,2.15,51,0.9549518448114395,1.3500981318950653,0.1758255915292394,-0.001366351080359891,6.0,209.15,0.7251012316346168,0.0
456,416000,0.004493163756269496,2.32,52,0.9532974094152451,1.3497047019004822,0.1716103936332469,0.0006143027201324003,6.0,215.47,0.6996714940667152,0.0
451,424000,0.008384714140556753,2.23,53,0.9164035338163375,1.3544814431667327,0.26669552254763723,-3.0242924112826585e-05,6.0,212.51,1.0339201587438582,0.0
446,432000,0.006467848979518749,2.22,54,0.9210597014427185,1.3589967715740203,0.2241588579575944,-0.0009089889959432184,5.0,212.87,0.9099717736244202,0.0
442,440000,0.005312959135044366,2.05,55,0.9422418278455734,1.3504298782348634,0.20869540837676964,-0.0015932057664031162,5.0,205.97,0.8281991711258888,0.0
438,448000,0.005622950475953985,2.1,56,0.9493844646215439,1.3525150883197785,0.21606962694627263,-0.0016174967947881669,5.0,205.27,0.8373714259266853,0.0
434,456000,0.008887770799337886,2.44,57,0.8913211649656296,1.3462228929996491,0.266255742437422,-0.00190075050923042,5.0,217.42,1.0842829725146295,0.0
430,464000,0.012206008156645111,2.59,58,0.8703382408618927,1.3356991457939147,0.3465091757584269,-0.002537845332408324,5.0,223.28,1.2842888954281806,0.0
426,472000,0.011596836225362495,2.32,59,0.8595292687416076,1.3369238603115081,0.35627755662794897,-0.0038956511829746888,5.0,213.67,1.2786074393987656,0.0
423,480000,0.008087856482015923,2.55,60,0.9168937361240387,1.3327818977832795,0.2546664221351646,-0.0010335807397495954,6.0,220.72,1.0436862424015998,0.0
419,488000,0.0037886187588446773,2.66,61,0.9671600127220153,1.3234153056144715,0.16292415777310995,-0.0005962909385561943,7.1000000000000085,225.49,0.6826491366326809,0.0
417,496000,0.007127244118601083,3.05,62,0.9261731225252151,1.3302816486358642,0.23851126401543926,-0.0009337730528204702,9.0,242.02,0.9681650644540787,0.0
413,504000,0.013641440155915917,2.93,63,0.8627278560400009,1.2856842577457428,0.3694914394472679,-0.007965087464544923,7.1000000000000085,234.97,1.3953760117292404,0.0
410,512000,0.00981702671153471,3.12,64,0.866981742978096,1.3103512978553773,0.32692306155489204,-0.0006678997896960937,6.1000000000000085,239.92,1.0203738835453988,0.0
408,520000,0.0047812656627502295,3.12,65,0.9482300990819931,1.3224876725673675,0.1947962728836667,0.001245366103175911,6.1000000000000085,238.42,0.8103052777051926,0.0
405,528000,0.004848873664741404,3.03,66,0.9546778690814972,1.341095290184021,0.18842357893864214,-0.0013178565798443742,9.0,237.25,0.817434860765934,0.0
403,536000,0.004617634680471383,3.17,67,0.9603247010707855,1.332036429643631,0.19936139561215416,-0.0012640649103195757,9.0,245.45,0.788940489590168,0.0
401,544000,0.006230705271591432,3.11,68,0.9364535319805145,1.3441518294811248,0.23280031418833588,-0.0005271090927999467,9.0,243.24,0.9014077344536782,0.0
399,552000,0.010277432940201834,3.49,69,0.8967242169380188,1.3178945636749269,0.31430210701208866,-0.004791596523136832,9.0,256.08,1.2021110200881957,0.0
397,560000,0.00965250467415899,3.55,70,0.897853707075119,1.320423891544342,0.2945156165271956,9.895339157083072e-05,9.0,256.47,1.1599055629968644,0.0
395,568000,0.006852793719153851,3.59,71,0.9293922239542007,1.3335957503318787,0.2520279641577984,-0.0040688098231476035,9.0,258.41,0.9573264580965042,0.0
393,576000,0.009371417973889039,3.49,72,0.8950294470787048,1.32934614777565,0.28600068225876857,-0.001426311299437657,9.0,254.91,1.1347855621576308,0.0
391,584000,0.008569609398255124,3.0,73,0.8936163538694382,1.3360749351978303,0.27513308246408213,0.0003174054679402616,6.0,240.57,1.0997869059443475,0.0
389,592000,0.0072316896764095875,3.19,74,0.921157763004303,1.3298189377784728,0.24426354646885948,-0.0008105882967356593,6.1000000000000085,246.47,0.9802578565478325,0.0
387,600000,0.005842228586552665,3.18,75,0.9380239504575729,1.3371748948097228,0.22665803227377443,-0.0006050856606452725,7.0,245.43,0.8945419922471046,0.0
387,608000,0.007900274436105975,3.52,76,0.9118133246898651,1.3447760117053986,0.2816668477776348,-0.0016541333234636113,9.0,252.57,1.0431613093614578,0.0
386,616000,0.005365995658794418,3.11,77,0.9508512151241303,1.3333471512794495,0.2079791148938132,-0.0019895745531539433,9.0,241.45,0.85341422945261,0.0
385,624000,0.009030079854419455,3.06,78,0.9045625150203704,1.3144664132595063,0.3068331304630696,-0.002876330328545009,9.0,238.44,1.1431137573719026,0.0
384,632000,0.009411955333780498,2.98,79,0.9194615256786346,1.311921912431717,0.32187314829069813,-0.0016450224343861918,9.0,237.51,1.155388170480728,0.0
383,640000,0.0070275231986306605,3.81,80,0.9324291396141052,1.3248598349094391,0.24712869278507255,-0.0032822573246085087,9.0,262.54,0.9978416860103607,0.0
382,648000,0.006717644885648042,3.9,81,0.9343938714265824,1.3146647024154663,0.2566919162573724,-0.0018210847541922704,9.0,259.74,0.9924136933684349,0.0
381,656000,0.009830410270951688,3.78,82,0.8925294780731201,1.2958941066265106,0.3052604791070374,-0.0016313009767327457,9.0,254.26,1.1924998259544373,0.0
380,664000,0.009296577260829508,3.57,83,0.9082694035768509,1.3131449449062347,0.3030325509709339,-0.0018724888651922812,9.0,246.66,1.137103504538536,0.0
379,672000,0.010955092827789486,3.7,84,0.8666478133201599,1.3087099945545198,0.3317010040124395,-0.0022457432246301323,8.100000000000009,253.2,1.2577241942286492,0.0
378,680000,0.009421700945822523,3.72,85,0.9070964944362641,1.2954235482215881,0.3089244143439445,-0.0016231806890573352,9.0,255.76,1.1521749466657638,0.0
378,688000,0.010514541341690347,3.97,86,0.8885275763273239,1.257399138212204,0.38478744094707823,-0.0034863255417440088,10.0,260.95,1.2441683691740035,0.0
377,696000,0.00931828485801816,3.78,87,0.903629744052887,1.2886081159114837,0.37440030813573805,-0.002683036926900968,9.0,253.17,1.162228252887726,0.0
376,704000,0.010529127863701433,3.82,88,0.9041674333810806,1.2927989721298219,0.3787633938853954,-0.0018537363997893409,8.100000000000009,253.71,1.2312307798862456,0.0
375,712000,0.01228485312545672,3.93,89,0.8689436954259873,1.2634702908992768,0.37982840181354144,-0.0057096983946394175,9.100000000000009,257.32,1.3530923175811767,0.9000000000000004
375,720000,0.011207335395738482,4.34,90,0.8813388031721116,1.2619363069534302,0.34126460658826596,-0.0018030076322611422,10.0,267.27,1.2731400448083878,1.0
374,728000,0.011436754160095007,5.08,91,0.8852638691663742,1.3126047015190125,0.35121291381401853,-0.0008185051412147004,10.0,291.85,1.2844225919246675,1.0
373,736000,0.010791737739928066,4.8,92,0.8825373834371567,1.3184805881977082,0.3306564210625305,-0.0023027041245950387,10.0,288.3,1.2432745867967605,0.0
372,744000,0.013654126136098057,4.8,93,0.872940908074379,1.2865761268138884,0.42702431137719854,-0.006303854808902542,10.0,292.69,1.4256789308786393,0.0
372,752000,0.01331975833280012,4.51,94,0.854853731393814,1.284122540950775,0.45004457549559496,-0.002131282154005021,10.0,284.23,1.4271674257516862,1.0
371,760000,0.009797628938686102,4.33,95,0.8967627298831939,1.2939202439785005,0.3130387836041709,-0.0032254701040801592,9.0,278.98,1.192211815714836,0.9000000000000004
371,768000,0.013332641450688243,4.38,96,0.8428591406345367,1.2897324860095978,0.39895949568518374,-8.112055191304535e-05,9.0,280.65,1.4095434391498565,1.0
370,776000,0.018325289669446646,4.64,97,0.7844747173786163,1.2518366944789887,0.5090716052611841,-0.004899850984220393,9.0,292.93,1.64618566095829,1.0
370,784000,0.02283151709474623,5.29,98,0.7532662689685822,1.1970196151733399,0.553241308022059,-0.010314796899911017,11.0,311.38,1.8498585909605025,1.0
369,792000,0.01623808635631576,5.67,99,0.8244475710391999,1.1998153030872345,0.4420864630096127,-0.0036596263453247957,10.100000000000009,328.76,1.563458720445633,2.0
369,800000,0.017725967052392662,6.09,100,0.7979345911741257,1.254493033885956,0.46364090125189783,-0.008406243640347384,11.0,338.21,1.6303874003887175,2.9000000000000004
368,808000,0.013292621944565326,6.56,101,0.8575442051887512,1.2523861134052277,0.4055100580421415,-0.005460700340772746,12.0,351.1,1.4031891030073167,3.0
368,816000,0.014919817806221545,6.63,102,0.8334218120574951,1.2499741435050964,0.4149483708679687,-0.00534167552832514,12.0,347.29,1.4962014752626418,2.9000000000000004
368,824000,0.017207766519859433,6.97,103,0.8120844548940659,1.2428121876716614,0.46807143098385956,-0.0036126314545981584,12.0,358.19,1.5959122771024703,3.0
367,832000,0.01583582256920636,7.44,104,0.8306733667850494,1.256891779899597,0.4518525012782257,-0.0036098455838509836,12.0,364.41,1.5589938426017762,3.0
367,840000,0.017095013055950403,7.71,105,0.8087614959478379,1.2572360777854918,0.47656911012903685,-0.0029869170096935706,12.100000000000009,363.68,1.613649372458458,2.9000000000000004
366,848000,0.013121092924848199,7.61,106,0.8548825538158417,1.2330407798290253,0.41349731259547035,-0.004926035138196312,13.0,360.81,1.4021223241090774,2.9000000000000004
366,856000,0.016027623317204417,7.93,107,0.8260470622777939,1.229631154537201,0.4485362601884859,-0.004110558839865917,13.0,356.42,1.5595887744426726,3.0
365,864000,0.016710408292710782,8.12,108,0.8053535687923431,1.208989795446396,0.46732926058925117,-0.007489779513925896,13.0,357.3,1.5980685061216355,3.0
365,872000,0.01749924580566585,7.86,109,0.7873378014564514,1.2444473016262054,0.4798666170175733,-0.003981112271430902,13.0,355.34,1.630783361196518,3.0
364,880000,0.015309665841050446,8.53,110,0.8311031538248063,1.2455996942520142,0.4307601815593554,-0.0059338393877260386,13.0,382.97,1.5239239007234573,4.0
364,888000,0.016658278468530626,8.46,111,0.810767987370491,1.2097894763946533,0.498438504088236,-0.00277649782874505,13.100000000000009,387.51,1.5884326547384262,4.0
363,896000,0.015295293466188013,8.42,112,0.7997401052713394,1.2228295159339906,0.48442402774380333,-0.006207273143809288,14.0,398.36,1.5330748069286346,4.0
363,904000,0.018325296961702407,8.73,113,0.7771595120429993,1.2174354028701782,0.48485174156054484,-0.008024322845158168,14.0,411.78,1.6697465372085571,4.0
363,912000,0.018515450176782907,9.03,114,0.7855820143222809,1.1936617922782897,0.4776735306119803,-0.003635532966000028,14.0,418.47,1.6721412014961243,4.9
363,920000,0.020771274622529746,9.04,115,0.7904343318939209,1.186731573343277,0.5589758017017102,-0.005504978571552783,14.0,412.27,1.7720804464817048,4.0
362,928000,0.017437743032351138,9.45,116,0.8156995314359665,1.1802467203140259,0.5099209445214717,-0.006713413957040757,14.0,418.96,1.634959606528282,4.9
362,936000,0.019238894553855062,9.87,117,0.8193597197532654,1.1659067618846892,0.5330687412811242,-0.008498494946688879,14.0,434.66,1.7107419717311858,6.0
362,944000,0.037062745206058026,9.57,118,0.6921715545654297,1.1749356418848038,0.7852064148612592,-0.0009566460020141676,15.0,428.7,1.9524357986450196,5.0
361,952000,0.02111244496423751,10.06,119,0.7745225447416305,1.1817345327138902,0.5587497822506328,-0.002820536313520279,15.0,435.29,1.7963562178611756,6.0
361,960000,0.01831110909115523,10.33,120,0.7975939333438873,1.2309994459152223,0.4712118221760987,-0.005545424510492012,15.0,441.27,1.670755499601364,5.9
360,968000,0.021396625968627632,10.18,121,0.7713610196113586,1.184360113143921,0.5638127558556545,-0.005466167330159806,15.0,442.42,1.7961604738235473,5.0
360,976000,0.0205210378812626,10.16,122,0.7596677494049072,1.14704660654068,0.5506798227470759,-0.009421764079015703,15.0,445.26,1.7704020619392395,5.0
360,984000,0.019379526008851827,10.61,123,0.7865865784883499,1.1489110696315765,0.5430386643616834,-0.006059354549506679,16.0,456.05,1.7240192860364913,5.0
359,992000,0.022185062235221268,11.18,124,0.7405513805150986,1.176024353504181,0.5806972396110804,-0.00284901120205177,17.0,465.49,1.8301186597347259,6.0
359,1000000,0.020204410874284803,11.27,125,0.7725738012790679,1.181832228899002,0.5377529316688059,-0.008387526380829513,17.0,471.05,1.7582972407341004,6.0
359,1008000,0.02337078845128417,11.29,126,0.7558201670646667,1.1395421689748764,0.6134797099005239,-0.007229672264511464,17.0,479.89,1.8875414085388185,6.0
358,1016000,0.024284441387280822,11.44,127,0.7560952466726303,1.1660941755771637,0.6155667951462813,-0.006724018391687423,17.0,487.82,1.9212466251850129,6.0
358,1024000,0.0242121247574687,12.11,128,0.7432302927970886,1.1370787024497986,0.5814517830630983,-0.01156911653932184,18.0,502.28,1.929595309495926,6.0
358,1032000,0.021292879953980447,11.91,129,0.769082389473915,1.1535047817230224,0.5482421358426642,0.00024269464251119643,17.10000000000001,499.7,1.7908726727962494,6.9
358,1040000,0.022287940802052618,11.73,130,0.761633887887001,1.1757611167430877,0.5668184084446355,-0.0034202181384898724,17.10000000000001,495.84,1.8334471344947816,7.0
357,1048000,0.021423022863455116,11.59,131,0.7686654627323151,1.1317940199375152,0.5742087634081559,-0.010187529528484446,18.0,499.33,1.8164920461177827,7.0
357,1056000,0.017720335484482347,11.22,132,0.7846003419160843,1.1806146645545958,0.4640595273551454,-0.0031507647718535736,17.0,488.33,1.6446161073446275,6.9
357,1064000,0.021072979345917703,11.6,133,0.7601041102409363,1.0905143576860428,0.5605168006991508,-0.005442506106337532,17.0,489.12,1.7855170035362244,7.0
356,1072000,0.026779503333382308,11.65,134,0.7293793153762818,1.0692134165763856,0.6369614762812393,-0.006990033027832397,17.10000000000001,484.66,2.0074252796173098,7.0
356,1080000,0.02066356458235532,12.19,135,0.7783876460790634,1.1496750664711,0.5415677012688703,-0.006387844774581026,18.0,498.53,1.7730383968353272,7.0
356,1088000,0.020644772234372794,12.4,136,0.7654876708984375,1.1298531222343444,0.5128104842635932,-0.0038177885278128086,18.0,501.03,1.7801699876785277,7.0
356,1096000,0.021493677305988966,12.54,137,0.7665159499645233,1.1216813254356384,0.5542130819131774,-0.007941830179770477,18.0,495.65,1.8135679852962494,6.9
356,1104000,0.023356381724588572,13.03,138,0.7538024985790253,1.119736071228981,0.6154187158186732,-0.004943491772137349,19.0,506.8,1.894710317850113,7.0
355,1112000,0.029900308577343822,13.65,139,0.7083860087394714,1.1349011623859406,0.7007764200361606,-0.011014164342777804,20.0,524.2,2.1196592795848845,7.9
355,1120000,0.02498003631364554,13.73,140,0.744369329214096,1.1137689810991287,0.5924694305843347,-0.011796006980002858,20.0,525.74,1.9383601206541061,7.0
355,1128000,0.021555109051987528,13.69,141,0.739806496500969,1.1226497828960418,0.5889831119401614,-0.0036327021731995045,20.10000000000001,527.19,1.8086611461639404,6.9
355,1136000,0.02294539600610733,13.84,142,0.7465239560604096,1.141897912621498,0.5848939590925739,-0.009653623573485674,21.0,528.82,1.8679887354373932,6.9
354,1144000,0.02316653779242188,13.47,143,0.750135018825531,1.1026431328058244,0.6439436380857977,-0.005301384527701885,20.0,527.53,1.886155309677124,6.0
354,1152000,0.024099777266383172,14.11,144,0.7190982502698898,1.0983449244499206,0.6374876582700263,-0.00488355343521107,21.0,545.68,1.9207841360569,8.0
354,1160000,0.024188932357355954,14.62,145,0.7508104455471039,1.050162943005562,0.6270519053932785,-0.007597703105766414,21.0,552.96,1.9071954154968263,8.0
354,1168000,0.025008250512182712,14.7,146,0.7310822665691376,1.100111991763115,0.6311491961786511,-0.007067084434675052,21.0,554.44,1.9511922764778138,8.0
353,1176000,0.027818657187744976,14.74,147,0.7128766399621963,1.1631961059570313,0.6865149397311169,-0.0066599291535385415,21.0,556.26,2.0359699940681457,8.0
353,1184000,0.022006393261253834,15.07,148,0.7525110554695129,1.190330014228821,0.5543854776674856,-0.00709789214655757,21.0,564.6,1.828769102692604,8.0
353,1192000,0.02480444058775902,15.58,149,0.7086059832572937,1.1477656877040863,0.5699046375005111,-0.005201211962266825,21.10000000000001,577.56,1.9320274770259858,8.9
353,1200000,0.022771698813885452,15.97,150,0.7312023651599884,1.1074391043186187,0.5965124657125963,-0.007718228339217603,22.0,586.26,1.8623072004318237,9.9
353,1208000,0.026564265564084054,16.23,151,0.7206030297279358,1.0995813989639283,0.6510473168656702,0.0013226502644829452,23.0,591.68,1.9926799643039703,10.0
352,1216000,0.022726405784487723,16.55,152,0.7530491954088211,1.174679092168808,0.5602660657236016,-0.007625114176771603,23.10000000000001,600.17,1.8429902702569962,10.9
352,1224000,0.028544037928804757,16.36,153,0.7102679949998856,1.0996746015548706,0.6751301477366759,-0.014995638508116827,23.10000000000001,595.07,2.073519816398621,10.0
352,1232000,0.02926494506187737,16.54,154,0.6989379042387008,0.9889316189289094,0.6674459544972626,-0.01134408819692908,24.0,592.39,2.0992205440998077,10.0
352,1240000,0.026728328987956046,16.93,155,0.7103899681568145,1.0612458980083466,0.6690685832561794,-0.006722803532611578,24.10000000000001,610.64,1.9960302889347077,10.0
352,1248000,0.027602837271988392,17.1,156,0.724990821480751,1.0906995189189912,0.686253485504998,-0.011409112415276468,25.0,619.38,2.037267523407936,11.0
351,1256000,0.02647578772623092,17.06,157,0.7182608020305633,1.0641978418827056,0.6718621104271071,-0.007919867023301776,24.10000000000001,619.73,1.9874425864219665,11.0
351,1264000,0.023562752502039076,17.15,158,0.7470479166507721,1.072551355957985,0.6536533015190109,-0.00722963583888486,25.0,622.44,1.8976378524303437,11.0
351,1272000,0.02775431846268475,16.59,159,0.732145836353302,1.0997343003749847,0.6745026309895185,-0.006626439189130906,24.10000000000001,619.33,2.0425815761089323,11.0
351,1280000,0.0309985766466707,16.66,160,0.6914354795217514,1.1427379190921783,0.6754691013246352,-0.00495237075316254,24.10000000000001,620.54,2.1546465933322905,11.0
351,1288000,0.02740897829644382,16.77,161,0.6946375834941864,1.1246995264291764,0.6614877822342281,-0.0016383650389616379,25.0,629.58,2.04327113032341,11.0
350,1296000,0.037354378513991836,17.05,162,0.6445194745063781,1.077195799946785,1.0478637785828933,-0.014266580149414948,25.0,630.77,2.3063332068920137,11.0
350,1304000,0.03153613163623959,17.44,163,0.6729399919509887,1.1151381117105483,0.7300798860395556,-0.00769160708936397,26.10000000000001,639.91,2.1488574141263963,11.0
350,1312000,0.029415977941825985,17.97,164,0.6906737023591996,1.0413489627838135,0.7082459238578117,-0.008669427135027946,27.0,643.74,2.0908123809099197,11.0
350,1320000,0.02973751591518521,18.35,165,0.6957277691364289,0.9991911858320236,0.7076441076519633,-0.015924013843068678,27.10000000000001,657.97,2.1080940747261048,11.0
350,1328000,0.03267889955081046,18.91,166,0.6678745406866073,1.0206871616840363,0.7716153690259666,-0.004879969057801645,28.10000000000001,674.99,2.2040518391132355,11.0
349,1336000,0.02667889606207609,19.76,167,0.7400306844711304,1.0115370500087737,0.717028951146875,-0.010040118882898241,29.0,680.99,2.0048652231693267,10.8
349,1344000,0.028071059715002775,20.31,168,0.6868867582082748,1.0949581772089005,0.7089374126189801,0.0017866025406328846,29.10000000000001,694.65,2.0612941694259646,11.0
349,1352000,0.03134168263990432,21.7,169,0.6644428986310958,1.065346136689186,0.7608060573784182,-0.011832029335200786,30.10000000000001,721.16,2.14950713634491,12.0
349,1360000,0.02607409197837114,21.59,170,0.7399147248268128,1.0851875251531602,0.6789985307075022,-0.005498503651469946,30.0,716.81,1.9929652988910675,13.0
349,1368000,0.028582116635516287,21.19,171,0.7015215480327606,1.0775768411159516,0.727514956671022,-0.007514950896147638,29.10000000000001,715.17,2.065956019163132,13.0
349,1376000,0.02839814530685544,21.57,172,0.7029215908050537,1.0612870424985885,0.6502577418705872,-0.006936902204324724,30.0,716.97,2.048957042098045,13.0
