P01:episode_rewards,policy_entropy,frames,episode_length,epoch_idx,PMM:episode_rewards,grad_norm,explained_variance,fps,advantage_norm,policy_loss,value_loss,P09:episode_rewards
0.0,1.3561224806308747,312000,210.48,39,2.11,0.20659108756119451,0.9355810058116912,290,0.8030171430110932,-0.0007369337807176634,0.004962317535828333,5.1000000000000085
0.0,1.350766521692276,320000,195.29,40,1.8,0.2224026173253363,0.9431102532148361,290,0.8521756061911583,-0.0016175713168922812,0.005804904327378608,5.0
0.0,1.355446308851242,328000,208.95,41,2.14,0.25049320012576926,0.9462231290340424,291,0.8866668772697449,-0.0009188347504459671,0.0058611401543021205,6.0
0.0,1.3573625135421752,336000,217.15,42,2.35,0.2851734495743788,0.9357196092605591,292,0.9331823635101318,-0.0020606599773600465,0.006674046129337512,6.1000000000000085
0.0,1.3510829102993012,344000,213.41,43,2.27,0.1970839776122246,0.9611388891935349,292,0.7371945983171463,4.8467804153915497e-05,0.003997061336413026,5.1000000000000085
0.0,1.346216959953308,352000,208.93,44,2.2,0.20628090220708212,0.9542568910121918,293,0.7996168872714042,-0.0008286521563422866,0.005076249438570812,6.0
0.0,1.3623520195484162,360000,212.12,45,2.29,0.21923606910397017,0.9241006380319595,294,0.8448081573843956,-0.0010647457433515229,0.005575139928841963,8.100000000000009
0.0,1.362416043281555,368000,194.71,46,1.76,0.2602723179982462,0.9252909499406815,294,0.9009994751214981,-0.0014844485760841053,0.00650151789537631,5.0
0.0,1.3626353454589843,376000,191.52,47,1.62,0.24405355043320515,0.9389986902475357,295,0.8716097682714462,-0.0005191393513814546,0.005874991090386175,5.0
0.0,1.3542338359355925,384000,204.66,48,2.02,0.27939211107789563,0.8798757833242417,295,1.0793172839283942,-0.0031709078562562353,0.009221130376099609,5.1000000000000085
0.0,1.350393739938736,392000,214.91,49,2.27,0.41815613866968604,0.8376934105157852,296,1.2944718512892723,-0.005305480058850663,0.01232092154212296,6.0
0.0,1.3424842047691345,400000,218.42,50,2.36,0.28015243402499157,0.9064802616834641,297,1.0891164180636406,-0.003341678981669247,0.008439098114613443,6.0
0.0,1.3433868300914764,408000,221.52,51,2.54,0.1985062547114351,0.9474017971754074,297,0.7734008827805519,0.00012633175261726138,0.004419869855628349,7.1000000000000085
0.0,1.3510258412361145,416000,214.15,52,2.37,0.2564816149652789,0.9097820937633514,298,0.9605542358756065,-0.001903586359221663,0.006693059087847359,7.0
0.0,1.3561757791042328,424000,207.47,53,2.15,0.25951183650382115,0.9114360880851745,298,1.0381371667981147,0.0002260390541050583,0.007734738822327927,5.0
0.0,1.3489054441452026,432000,208.76,54,2.18,0.2447362484908884,0.926311445236206,298,0.9539502248167991,-0.0002318284306784335,0.007164777182624676,5.1000000000000085
0.0,1.360937842130661,440000,208.32,55,2.11,0.2866980076273215,0.8830599933862686,299,1.1304702427983284,-0.0016545186151051894,0.009290554532781244,5.0
0.0,1.35541787981987,448000,216.25,56,2.32,0.29920752082581953,0.874149979352951,300,1.1589056795835495,-0.0022219684522133323,0.009577793306671084,5.0
0.0,1.3425367558002472,456000,223.99,57,2.54,0.2625776877257599,0.922488864660263,300,0.9699141290783883,-0.0006469660421134904,0.0068440180225297804,5.0
0.0,1.3478419852256776,464000,226.15,58,2.61,0.23813716582931893,0.9465689307451248,300,0.9063217529654503,-0.0007333043748803902,0.005949260991765186,6.0
0.0,1.3384766459465027,472000,225.46,59,2.55,0.28806398140751327,0.9424770760536194,300,0.9501921454071999,-0.0017628113925457001,0.006474200605880469,6.0
0.0,1.3401577162742615,480000,228.38,60,2.7,0.23662190259100765,0.9243121212720871,301,0.9199369621276855,0.00023765701334923505,0.006370604587136768,6.0
0.0,1.3437312626838684,488000,231.25,61,2.78,0.22034818324327596,0.9432031214237213,301,0.8362166368961335,-2.5428018743696158e-05,0.005296097719692625,6.1000000000000085
0.0,1.3442951464653015,496000,237.8,62,2.98,0.2900048455206642,0.8946341919898987,302,1.1489774954319,-0.0034178470133338123,0.009195919500198215,7.200000000000017
0.0,1.322298914194107,504000,231.84,63,2.76,0.35311459993318955,0.8548485714197159,302,1.3459632804989814,-0.0013005093762330944,0.012337619645986706,6.0
0.0,1.32916961312294,512000,239.85,64,2.98,0.28650043881480364,0.9211589020490646,302,1.0878572124242782,-0.0029999568295897916,0.008368916449835524,7.0
0.0,1.336255303621292,520000,246.53,65,3.2,0.31980353785781096,0.880235819220543,303,1.2218843898177147,-0.001973105041033705,0.010472216180060058,7.200000000000017
0.0,1.3392443239688874,528000,250.76,66,3.3,0.25026180866189324,0.9270938664674759,303,0.9843252563476562,-0.00012804529018467292,0.006898894327459857,9.0
0.0,1.3402434444427491,536000,255.21,67,3.42,0.20291487240571152,0.9529236602783203,304,0.7979258599877358,-0.0015463871211977675,0.004575577961513772,9.0
0.0,1.3261244297027588,544000,249.52,68,3.28,0.3318733953377666,0.8827373415231705,304,1.2259365472197532,-0.0017735734255984426,0.010865808933740482,9.0
0.0,1.3112626957893372,552000,249.72,69,3.44,0.4144971036777182,0.8853212606906891,304,1.3414390015602111,-0.007037282090459484,0.012629467374645174,9.0
0.0,1.3023442792892457,560000,247.69,70,3.42,0.2946854333110863,0.8792716628313064,305,1.2069560080766677,-0.002213229234330356,0.010294261865783482,9.0
0.0,1.291038031578064,568000,247.63,71,3.46,0.3628519389379404,0.8792532551288604,305,1.3471129846572876,-0.0036522319048526695,0.01262593264807947,8.100000000000009
0.0,1.307521446943283,576000,256.03,72,3.68,0.325416572949629,0.8791223472356796,305,1.258096085190773,0.0001987816544715315,0.010961485124425963,9.0
0.0,1.3118009769916534,584000,257.96,73,3.61,0.2867872242434085,0.9224923729896546,305,1.0256516027450562,-0.004199667937646154,0.007308155210921541,9.0
0.0,1.323475617170334,592000,257.06,74,3.59,0.3167087511442136,0.8835917937755585,306,1.2183256003260612,-0.0013074585457798094,0.010287797162309289,10.0
0.0,1.3311389017105102,600000,256.81,75,3.58,0.3150304740825031,0.8781011044979096,306,1.2367035830020905,-0.0028360936418175696,0.010455150108318776,9.100000000000009
0.0,1.3398232352733612,608000,259.41,76,3.79,0.26335821995727565,0.9221034491062164,306,1.069502373933792,-0.0023441150347935035,0.0079918429243844,10.0
0.0,1.336193972826004,616000,269.02,77,4.11,0.26886966429640696,0.9105866408348083,307,1.1063779199123382,-0.00020411640289239586,0.008480778109515086,10.0
0.0,1.3300631105899812,624000,249.06,78,3.53,0.315647269129321,0.8637989312410355,307,1.2261408579349518,-0.0020044051157310605,0.010347748834174126,10.0
0.0,1.3248110544681548,632000,251.99,79,3.56,0.38274223414675745,0.8595446509122848,308,1.3479712241888047,-0.002145397919230163,0.012686279172776267,9.100000000000009
0.0,1.3088589358329772,640000,249.68,80,3.45,0.35107646645322477,0.8880538135766983,308,1.3091095393896104,-0.0012791131396079436,0.011438031974248588,8.0
0.0,1.2847478103637695,648000,257.39,81,3.76,0.31238926703992936,0.8970861208438873,308,1.2323807501792907,-0.0037998004269320517,0.01018537177471444,9.0
0.0,1.32418412566185,656000,249.29,82,3.58,0.2787535779362642,0.8949628460407257,309,1.1307875481247902,0.0015638685555313713,0.009023615093901753,9.0
0.0,1.325991780757904,664000,258.65,83,3.83,0.2883033305074525,0.9097110784053802,309,1.1650257086753846,-0.0018136105220764875,0.00903408894315362,9.100000000000009
0.0,1.3192889630794524,672000,261.6,84,3.77,0.3142445936000944,0.8901610404253006,309,1.2293419685959817,-0.0036625409315456637,0.010872170248767361,9.0
0.0,1.3219725000858307,680000,260.79,85,3.66,0.26183434083653334,0.9071430253982544,309,1.089971461892128,-0.0018761480739340186,0.008154426239198074,8.100000000000009
0.0,1.3217037534713745,688000,266.08,86,3.9,0.3116863012766828,0.8908712875843048,309,1.2195291793346406,-0.0006756073846918298,0.010304577596252784,9.0
0.0,1.3274292385578155,696000,265.39,87,3.97,0.2873054019854066,0.9054352873563767,309,1.108763703107834,-5.76261430978775e-05,0.008717012591660023,9.100000000000009
0.0,1.3215378379821778,704000,279.64,88,4.57,0.3334550122059601,0.8472774404287339,310,1.3401101964712143,-0.0038643431634409354,0.012107494154479355,11.0
0.0,1.302173775434494,712000,278.03,89,4.37,0.3438559068874276,0.8579415553808212,310,1.3997135806083678,-0.0033378509194153592,0.01305351293645799,11.0
1.0,1.2987474536895751,720000,276.62,90,4.2,0.41861975328991563,0.827580160498619,310,1.5488559681177139,-0.0015383135667070746,0.016563564750831573,9.0
1.0,1.3009360492229463,728000,281.36,91,4.23,0.3946969702807111,0.8492753750085831,310,1.4877991771697998,-0.006992199199157767,0.014551069559529424,9.0
1.9000000000000004,1.2741818082332612,736000,295.34,92,4.61,0.4009453417883663,0.8547864121198654,310,1.4617971110343932,-0.0033343118874472567,0.014152753436937927,9.0
1.0,1.281330511569977,744000,289.63,93,4.45,0.43938352515538626,0.805377042889595,310,1.6077579873800278,-0.005987353226873893,0.017498413950670512,8.100000000000009
1.0,1.2061711156368256,752000,302.2,94,4.97,0.42552254295986053,0.7998992645740509,310,1.582023561000824,-0.005782216633087955,0.0165835112798959,10.0
1.9000000000000004,1.1914272105693817,760000,316.65,95,5.33,0.4406995401065457,0.784756560921669,311,1.6874289309978485,-0.007453484216923698,0.018526345253922046,10.0
1.0,1.2522737550735474,768000,317.55,96,5.45,0.38804182946320714,0.8451496076583862,311,1.464244190454483,-0.0062834021484013645,0.014225549749098718,10.0
2.0,1.2392804682254792,776000,325.47,97,5.78,0.4567770411965879,0.8182965505123139,311,1.579085772037506,-0.004629490912775509,0.01653832835610956,10.100000000000009
2.0,1.2397542297840118,784000,332.4,98,5.71,0.4324884229717229,0.8426442790031433,311,1.5118959724903107,-0.007796022831462324,0.01522362486924976,10.0
2.0,1.2492225253582,792000,328.56,99,5.67,0.42505869047807,0.8241383397579193,311,1.5111177390813828,-0.004390279993240256,0.015062620779499412,10.100000000000009
2.9000000000000004,1.2268751788139343,800000,339.59,100,5.96,0.5056172389105933,0.7879380202293396,312,1.7944473671913146,-0.007011729111836757,0.021222910238429905,10.100000000000009
3.0,1.122580555677414,808000,355.51,101,6.42,0.5507523010074598,0.7153934878110886,312,1.89834091424942,-0.010539115867577492,0.02392650369554758,11.100000000000009
3.0,1.1724538499116897,816000,376.88,102,7.11,0.482154128692186,0.7736084806919098,312,1.7258759033679962,-0.006364212969783694,0.019491038266569376,13.100000000000009
3.0,1.163031097650528,824000,383.89,103,7.51,0.48581516278584613,0.7547101354599,312,1.7028007686138154,-0.009004705722327344,0.01899539998266846,14.0
4.0,1.0729475671052933,832000,413.03,104,8.41,0.5160831067659253,0.736308713555336,312,1.8406129121780395,-0.009072507082746597,0.022776090516708793,14.0
4.0,1.1920505774021148,840000,419.87,105,8.89,0.4721684678652773,0.7899964421987533,312,1.689675754904747,-5.797195015475154e-05,0.018829852412454783,14.0
4.0,1.1864460945129394,848000,418.29,106,9.11,0.49645501637733763,0.806231154203415,312,1.7052980601787566,-0.008248235630671842,0.01899712342303246,14.100000000000009
4.0,1.2111859488487244,856000,406.39,107,8.96,0.42435102590763835,0.8138576412200927,312,1.6012749564647675,-0.005516342803603038,0.01690978990867734,15.0
4.0,1.214347815513611,864000,401.15,108,8.98,0.4538498134352883,0.8073791033029556,312,1.6734239619970321,-0.005759868406821625,0.01839073094073683,15.0
4.0,1.1738109064102173,872000,387.82,109,8.48,0.4901394610832861,0.7488405978679658,312,1.7068313622474671,-0.0030357171414652838,0.019397561070509255,14.100000000000009
4.0,1.2077468574047088,880000,385.44,110,8.15,0.4665393454878477,0.7784561675786972,312,1.7151658791303634,-0.0036547890890506096,0.01918635823763907,14.0
4.0,1.2321877980232239,888000,387.31,111,8.33,0.42036829820794447,0.8347950184345245,313,1.5521459317207336,-0.0023922521062195302,0.01594015900976956,13.0
4.0,1.1873203563690184,896000,389.53,112,8.23,0.5049758793428397,0.7855381572246551,313,1.7801729917526246,-0.00749224285944365,0.020922878589481116,13.0
4.0,1.212499418258667,904000,400.73,113,8.41,0.49405685973957675,0.790970407128334,313,1.7213951253890991,-0.0037001364075695165,0.01928274191915989,13.0
4.9,1.2249130451679229,912000,406.26,114,8.7,0.4834822666571243,0.8149639755487442,313,1.7275200533866881,-0.008397889818006661,0.019864721149206163,13.100000000000009
5.0,1.239219558238983,920000,414.1,115,8.9,0.444153635152992,0.8338693827390671,313,1.64393803358078,-0.0029599366639740765,0.01757076058536768,14.100000000000009
4.0,1.2613252890110016,928000,415.16,116,8.59,0.455305008314431,0.8097627198696137,313,1.6750565892457963,-0.005714354684459977,0.01839417024049908,15.0
4.0,1.2257464158535003,936000,420.2,117,8.56,0.5081963290519574,0.7949206078052521,313,1.719751125574112,-0.004711395809426904,0.019562658979557456,14.100000000000009
4.0,1.201990734934807,944000,418.35,118,8.5,0.5259274279312605,0.7930271089076996,313,1.7888769847154617,-0.006429709835210815,0.02130986118223518,14.0
4.0,1.1767174792289734,952000,424.8,119,8.59,0.5368033446307938,0.7588522762060166,313,1.8902744674682617,-0.010389148345129797,0.02338151626288891,13.100000000000009
4.0,1.162052308320999,960000,424.02,120,8.61,0.4893625822292538,0.743012353181839,314,1.768508367538452,-0.0020535651280079036,0.02030708166770637,12.0
5.0,1.1564002847671508,968000,440.77,121,9.18,0.5698334881236362,0.7312841105461121,314,1.9322937941551208,-0.006617763642461796,0.02437395746819675,14.0
5.0,1.1763755667209626,976000,457.33,122,9.84,0.5022569179722886,0.7445770359039307,314,1.7790159004926682,-0.008649013835238292,0.020874837720766662,14.100000000000009
6.0,1.1577984583377838,984000,469.15,123,10.23,0.4893045161110966,0.781769073009491,314,1.655126217007637,-0.0071831778343766925,0.01813786044716835,15.0
6.0,1.1576468205451966,992000,471.71,124,10.36,0.5125826435676182,0.7661645787954331,314,1.7960468357801438,-0.003638452478808176,0.021048721303232015,15.0
6.0,1.170591379404068,1000000,477.84,125,10.52,0.5842716106638026,0.7560815346240998,314,1.834796439409256,-0.009297755230800248,0.02221247974783182,15.100000000000009
6.0,1.172465523481369,1008000,474.13,126,10.54,0.5369835472389883,0.7256242334842682,314,1.8364239466190337,-0.0035430474660824982,0.022178685520775617,16.0
5.0,1.1979194605350494,1016000,464.86,127,10.14,0.5204503486430186,0.7808868509531021,314,1.7766218996047973,-0.006840479608508758,0.020472486843355,15.100000000000009
5.0,1.130862865447998,1024000,458.72,128,10.19,0.52315262674456,0.7684885835647584,314,1.735829166173935,-0.006522136084386148,0.01978695472702384,16.0
5.0,1.1523343110084534,1032000,452.27,129,10.23,0.5630137925970395,0.7691031402349472,314,1.8185052168369293,-0.0041641311376588415,0.021686216508969666,16.10000000000001
5.0,1.1595158648490906,1040000,443.01,130,9.75,0.5321529615127368,0.7584403693675995,314,1.7863519608974456,-0.008911493213381617,0.020751672540791334,16.0
5.0,1.171092163324356,1048000,449.69,131,9.78,0.5197625681399477,0.7904279512166977,315,1.7835612535476684,-0.005581036485964432,0.020743811363354327,16.0
5.0,1.184279156923294,1056000,453.68,132,10.02,0.5903302380273568,0.7928386026620865,315,1.7991020560264588,-0.006248516157502309,0.0212412194814533,16.0
5.0,1.1708181273937226,1064000,458.46,133,9.96,0.540735783824999,0.7698256713151932,315,1.8174085485935212,-0.004948859058204107,0.021752025349996984,15.100000000000009
5.0,1.089500048160553,1072000,463.82,134,10.0,0.6034590798473849,0.7195428436994553,315,1.852530279159546,-0.003931918114540167,0.022337552821263672,14.100000000000009
6.0,1.090008807182312,1080000,486.79,135,10.87,0.574576457433888,0.7526559203863143,315,1.8171582782268525,-0.011441402245909558,0.021737271738238632,16.0
6.0,1.1357921379804612,1088000,507.06,136,11.67,0.5646554264711687,0.7456703478097916,315,1.8383054161071777,-0.007300080633722245,0.022046237527392806,16.0
6.0,1.1464900720119475,1096000,511.64,137,11.94,0.5887376049682623,0.7436184096336365,315,1.8392847687005998,-0.004501918788009789,0.022427207631990312,18.0
7.9,1.1425562298297882,1104000,519.01,138,12.39,0.6422759505417688,0.75010085105896,315,2.0093741750717165,-0.0038163598874234594,0.026580032585188748,18.0
7.9,1.170549238920212,1112000,531.48,139,13.05,0.5768652794242297,0.7609132397174835,315,1.905279767513275,-0.01216001289198175,0.02359880409669131,19.0
7.9,1.0913990616798401,1120000,535.89,140,13.18,0.6496156979044478,0.74111248254776,315,1.922970668077469,-0.009593887770897709,0.02414778035134077,19.0
7.9,1.1144419765472413,1128000,532.3,141,13.38,0.6576130811706282,0.7412666213512421,315,1.9364292907714844,-0.008099066631984897,0.0246540520619601,19.0
7.0,1.133496994972229,1136000,528.82,142,13.16,0.6028857444676565,0.745272810459137,316,1.9383249008655548,-0.009635096349811648,0.024511969787999986,19.10000000000001
8.0,1.124909074306488,1144000,534.08,143,13.49,0.6580041662386945,0.7374725812673568,316,2.03465726017952,-0.006414227347413544,0.027047052877023817,20.0
8.0,1.1374884152412414,1152000,541.64,144,13.86,0.5260144397052579,0.7405587548017502,316,1.909044985771179,-0.004081679682130925,0.023721395074389875,20.10000000000001
7.9,1.050588012933731,1160000,538.94,145,13.6,0.7004041934389016,0.7146044719219208,316,2.015473566651344,-0.014267575459671207,0.026442592982202768,21.0
7.0,1.0510845458507538,1168000,540.6,146,13.71,0.5926770767024387,0.7379157310724258,316,1.9070323097705841,-0.003890246194059728,0.02382940398529172,21.0
8.0,1.1147422224283219,1176000,545.14,147,13.92,0.5733341172373732,0.7535832518339157,316,1.962318297624588,-0.005524762030690908,0.024967359504662456,21.0
8.0,1.108750969171524,1184000,551.08,148,14.19,0.6917671242981156,0.6964055675268174,316,2.088571033477783,-0.011683035149471834,0.02956885940860957,21.10000000000001
8.9,1.0966748744249344,1192000,555.81,149,14.77,0.6233719424662708,0.7214623725414276,316,2.0390285623073576,-0.006574415274662897,0.02739407552406192,22.0
8.0,1.1146515357494353,1200000,562.35,150,14.74,0.6451977712987503,0.6889093220233917,316,2.0895153176784516,-0.005013813323457726,0.028351598922163247,22.10000000000001
8.0,1.1271978443861008,1208000,575.74,151,15.47,0.6308073463426808,0.7414393639564514,316,1.9679763674736024,-0.009693537727216608,0.025603749230504035,24.10000000000001
8.9,1.087123532295227,1216000,577.79,152,15.53,0.6129856636495027,0.7324259036779404,316,1.9084876692295074,-0.005650376989506185,0.023884352203458546,24.10000000000001
9.0,1.16951633810997,1224000,580.75,153,15.77,0.6012066905876248,0.7044276481866837,316,2.0254377633333207,-0.009950517453253269,0.02733296948019415,24.0
9.9,1.13941634953022,1232000,592.1,154,15.97,0.6237106367413441,0.7203411430120468,316,1.978803207874298,-0.009763400581723545,0.0258375901915133,24.0
8.9,1.1315769481658935,1240000,589.42,155,15.69,0.5890959702420134,0.7440281742811203,316,1.9000686728954315,-0.00925695327372523,0.02368434512987733,24.0
9.0,1.0986021697521209,1248000,597.19,156,15.56,0.6513911414869274,0.7622473376989365,316,2.0154487323760986,-0.00573241073587269,0.02643575891852379,24.0
9.0,1.130005978345871,1256000,595.59,157,15.49,0.616730713460322,0.7412098604440689,316,1.872296816110611,-0.009585185405740049,0.023148314664140343,24.0
9.0,1.106623470187187,1264000,594.61,158,15.37,0.708650079603535,0.731977476477623,316,1.9638409078121186,0.0016807717812480404,0.025055775567889214,22.0
9.0,1.1063842701911926,1272000,606.45,159,15.75,0.696882721211222,0.7182926088571548,316,2.0940596115589143,-0.015380897874420043,0.028867834871634843,24.0
8.0,1.0873396456241609,1280000,605.94,160,15.6,0.61430736509412,0.7252713745832443,316,1.9666525852680206,-0.009155718779657035,0.025878801424987614,24.0
7.0,1.1076133275032043,1288000,589.48,161,15.33,0.6254763895163111,0.7157359218597412,316,2.0371881127357483,-0.008133865569016052,0.027111963601782918,24.10000000000001
8.0,1.1312994492053985,1296000,612.54,162,16.25,0.6181844652581487,0.7258006006479263,316,2.0534118747711183,-0.004405737099295948,0.027985574789345265,25.0
8.0,1.1048549783229829,1304000,607.04,163,16.23,0.682731685332526,0.700954794883728,316,2.098216975927353,-0.014863410427933559,0.029312264751642943,25.0
8.0,1.0797951591014863,1312000,621.49,164,16.56,0.6431994027864795,0.721864303946495,316,1.9427486991882323,-0.0083764195186086,0.024573562229052187,25.0
8.9,1.123582295179367,1320000,635.22,165,17.02,0.6260198684706018,0.7144644057750702,316,2.0341617035865784,-0.011777206631959415,0.028045245222747327,25.0
8.9,1.127340368628502,1328000,641.49,166,17.26,0.6631614890360764,0.7094304364919662,316,2.0734942734241484,-0.0070215435314457866,0.02811127341352403,25.0
8.9,1.1038914209604263,1336000,645.5,167,17.05,0.5888958156510458,0.7353122442960739,316,2.02271923661232,-0.009761671344349451,0.026747948369011284,25.0
9.0,1.0808923929929732,1344000,640.37,168,16.88,0.7384806701295298,0.675390123128891,316,2.285263842344284,-0.010690476188174217,0.03424436833709479,25.0
9.9,1.1025372952222825,1352000,655.81,169,17.45,0.647695674664819,0.7113417512178422,316,2.0711816692352296,-0.006314218910520139,0.02808789084199816,26.0
10.0,1.1042877787351608,1360000,662.08,170,18.06,0.7161938631888902,0.6973506778478622,317,2.0878370821475984,-0.011114472655317514,0.028869509613141418,27.0
10.0,1.1226305121183395,1368000,672.8,171,18.41,0.8463004518675281,0.7011288452148438,317,2.1253642547130585,-0.016181240606529174,0.030288346176967025,28.0
10.0,1.128385438323021,1376000,673.44,172,18.64,0.6918929907920821,0.6780284160375595,317,2.2273258900642396,-0.013623442363168578,0.03281313437968492,28.0
9.9,1.1342486983537674,1384000,653.26,173,17.85,0.6361547248793251,0.6921126884222031,317,2.071134533882141,-0.0042109803012135676,0.028156024860218166,27.10000000000001
10.0,1.1196902215480804,1392000,656.35,174,18.02,0.6447374930155462,0.7149254357814789,317,2.0804735159873964,-0.01201796563109383,0.028436687728390097,28.0
