P01:episode_rewards,grad_norm,frames,policy_entropy,policy_loss,fps,explained_variance,P09:episode_rewards,epoch_idx,value_loss,advantage_norm,PMM:episode_rewards,episode_length
0.0,0.08849942012891883,256000,1.3838354825973511,-8.191195614926982e-05,439,-7.927876648902893,4.0,32,0.0028739262363160377,0.5377953969687224,1.52,188.28
0.0,1.4302940765829086,264000,1.384113301038742,-0.0255939287012734,441,-7.532702217698097,4.0,33,0.02548253484595989,0.7342553472146391,1.64,193.96
0.0,0.08299744338564667,272000,1.3832715594768523,0.000211581863113679,442,-4.3045199942588805,3.0,34,0.0019096016211005917,0.4493297645449638,1.16,175.5
0.0,0.08012636873216036,280000,1.3833131051063539,0.0004745010670740157,444,-3.319851421713829,3.0,35,0.0019754924664084684,0.44886640008538964,1.18,175.07
0.0,0.08668725008253744,288000,1.3851689982414246,-0.00021507917568669655,445,-1.9187636744976044,3.0,36,0.002291315585880511,0.4935259588807821,1.26,175.92
0.0,0.06906118844140456,296000,1.3841750741004943,-0.0001235222353716381,446,-3.3701450842618943,3.0,37,0.0020107380979061417,0.42877555936574935,1.26,175.1
0.0,0.07307609342841404,304000,1.3838707458972932,0.0004620016760600265,447,-2.431627933382988,3.0,38,0.0017350341815836146,0.4126554310321808,1.25,175.94
0.0,0.06569783743716645,312000,1.3829694926738738,-4.581640518154018e-05,448,-4.695941048264504,2.0,39,0.0015305231195634405,0.3668886885046959,1.07,169.75
0.0,0.07558270303713234,320000,1.3854637801647187,9.076659259221742e-05,449,-3.2445083141326903,3.0,40,0.0019963581510819496,0.4334427574276924,1.11,172.54
0.0,0.07617558261255013,328000,1.384903336763382,-0.00022617274436925072,450,-1.7656096005439759,3.0,41,0.0020347181627403186,0.45023713938891885,1.35,184.06
0.0,0.06046952537060923,336000,1.384495381116867,0.00020889304876618554,451,-3.6682316565513613,3.0,42,0.0015421240747491539,0.3705936773121357,1.39,183.98
0.0,0.1087179498105138,344000,1.3804958176612854,-0.0017661264078287786,452,-3.261081097126007,3.0,43,0.0023616026063245955,0.4862073691934347,1.31,177.91
0.0,0.05665573634226122,352000,1.3854343283176422,0.00025707372053147994,452,-5.4846110934019086,3.0,44,0.0017945783439427031,0.3869115364551544,1.32,179.39
0.0,0.08293714029240011,360000,1.3847063398361206,-1.6685722512193026e-05,453,-7.2939608669281,3.0,45,0.002380782121581433,0.4890080291777849,1.26,177.76
0.0,0.07973290194410175,368000,1.385448650121689,0.00015691806154791266,454,-3.465748263001442,4.0,46,0.0023376078074943507,0.48018059588968753,1.48,185.58
0.0,0.08643037430830498,376000,1.3846702921390532,-6.220677314558998e-05,455,-2.184692330956459,4.0,47,0.002499199641388259,0.48702320765703916,1.55,189.03
0.0,0.06575408366573234,384000,1.3800269496440887,5.9626026632031425e-06,456,-5.470755550265312,4.0,48,0.0016277888816512132,0.375961576923728,1.41,183.24
0.0,0.05378801421446673,392000,1.3847797262668609,-6.10548879194539e-06,456,-4.964088453054428,2.1000000000000085,49,0.0015388290102782776,0.3561394592374563,1.22,174.97
0.0,0.05599942652422944,400000,1.3843082523345946,0.00014360523202412877,457,-2.8211272710561754,2.0,50,0.0011757355586178165,0.3161034383997321,1.1,171.37
0.0,0.06681093784601004,408000,1.3827945816516876,0.0002144367194159713,457,-4.0037971585989,2.1000000000000085,51,0.001855772071176034,0.4038724756985903,1.15,172.59
0.0,0.06710090003207174,416000,1.384170687198639,-0.0001882963710158947,458,-2.761949496269226,3.0,52,0.0017343178846749652,0.4183112808316946,1.16,171.94
0.0,0.08171444529780132,424000,1.383180320262909,-0.00014281139854574576,458,-2.1757972383499147,3.0,53,0.0020939701250881626,0.4405810111016035,1.3,179.06
0.0,0.06922558355063338,432000,1.3836675786972046,0.00026826725801583964,458,-3.0801574981212614,3.0,54,0.0018406926800525981,0.43950404666364196,1.51,189.02
0.0,0.06547955778411889,440000,1.382593162059784,8.759446449403185e-05,459,-2.2576985067129134,3.0,55,0.001897054321198084,0.4117925090715289,1.55,188.74
0.0,0.05430801011479458,448000,1.3846941518783569,-6.408450120943598e-05,460,-1.9795780622959136,3.0,56,0.0013641707259193937,0.3559107261523604,1.39,181.2
0.0,0.07983528148083563,456000,1.3828415811061858,-0.00020142522756941617,460,-2.0802827107906343,3.0,57,0.002293968544272502,0.49470663905143736,1.39,182.37
0.0,0.0763200813436074,464000,1.3843516790866852,-0.0001343704444479954,461,-0.9009767043590545,4.0,58,0.0020956499862586496,0.4500599465146661,1.66,194.74
0.0,0.07506068559202099,472000,1.3841008317470551,0.0004971138532300757,461,-3.7183375120162965,4.0,59,0.0017682131707806548,0.40600234892219306,1.67,194.8
0.0,0.07213430046430849,480000,1.3858263540267943,7.710792575380764e-05,462,-1.7721409249305724,3.0,60,0.0015957051837631297,0.38203089728951456,1.29,180.36
0.0,0.060855286418779,488000,1.3848875558376312,-0.00011355912574799732,462,-10.987451578378677,3.0,61,0.0014401852942955884,0.36254356369376184,1.34,182.1
0.0,0.07254152103970501,496000,1.384676033258438,-6.578752072528005e-05,462,-2.882740852236748,3.0,62,0.0017803840287706407,0.4195767737552524,1.32,180.12
0.0,0.06524527322917181,504000,1.3837910079956055,8.787890270468779e-05,463,-17.705500617027283,4.0,63,0.0017607915283406328,0.4060658556222916,1.59,188.55
0.0,0.05508451325738761,512000,1.3846869945526123,-0.00015794045306392944,463,-0.8893399924039841,3.1000000000000085,64,0.0012251289685445955,0.3113896882161498,1.34,177.63
0.0,0.05624525227493663,520000,1.383749680519104,-0.00023142339083278784,463,-2.559830495119095,3.0,65,0.0013897647989688266,0.34425671115517614,1.06,168.22
0.0,0.06432140759771371,528000,1.3839699351787567,0.00014247772127419013,464,-1.2356593310832977,3.0,66,0.0015595199827112083,0.39380059599876405,1.31,178.69
0.0,0.06681393440829704,536000,1.3858043479919433,0.00027335692055203254,464,-1.4951927679777146,4.0,67,0.0019977447757719346,0.4195079540088773,1.6,190.2
0.0,0.04293709476855114,544000,1.3858579003810882,0.0002217449768431834,464,-5.150612652301788,4.0,68,0.0011269374034600333,0.2953600511699915,1.16,173.91
0.0,0.06312848898560927,552000,1.3854419565200806,-0.0001315006559889298,464,-15.664207426905632,4.0,69,0.0018577426640149497,0.4189798806607723,1.18,176.83
0.0,0.04974971849183233,560000,1.3850728571414948,8.267152967164293e-05,464,-8.151063663363457,4.0,70,0.0011801076279516565,0.32665136460214855,1.3,179.62
0.0,0.06026984210780462,568000,1.3850749003887177,-0.00031041320838539834,465,-1.675891426205635,3.0,71,0.001273194931427497,0.3423131865635514,1.27,176.17
0.0,0.06574468704191658,576000,1.3859713363647461,0.0002303986933111446,465,-3.4526476925611496,3.0,72,0.00159610680248079,0.38645551837980746,1.32,180.76
0.0,0.057704533282724825,584000,1.3839169907569886,-0.00010880085486860481,465,-9.018792976737023,4.0,73,0.0012636843118161779,0.3500128265097737,1.45,186.59
0.0,0.056131801367030845,592000,1.3853342401981354,8.731481607810566e-05,465,-4.343905560970306,4.0,74,0.001360256500684045,0.35201804354786875,1.38,182.29
0.0,0.06412365074440612,600000,1.3848493599891663,0.00010334897961001843,465,-0.6324490511417389,4.0,75,0.0018178800843270436,0.4103129855915904,1.43,186.19
0.0,0.07023981096685945,608000,1.3833228158950805,0.0002261833834927529,466,-10.659682217240334,4.0,76,0.002162154624056711,0.45359474800527094,1.6,192.46
0.0,0.05066032609356653,616000,1.3845880007743836,-9.97758798621362e-05,466,-3.7761363023519516,3.0,77,0.0010879373263196612,0.3062733328342438,1.48,185.31
0.0,0.053945546336866934,624000,1.3854370903968811,-0.0005380564499864704,466,-1.3707597488164902,3.0,78,0.0010410612322266388,0.29256154350936414,1.18,173.52
0.0,0.07411358855428443,632000,1.3837884676456451,-0.00015404386358568444,467,-1.0201893615722657,4.0,79,0.0018023746296967147,0.42476548716425894,1.52,186.76
0.0,0.04604236438311196,640000,1.3829525339603423,0.00017550804008806153,467,-12.119272866249084,4.0,80,0.0008372210179550166,0.26976902425289156,1.75,197.42
0.0,0.04898802696137174,648000,1.3852950787544251,7.117268003639765e-05,467,-1.3571227759122848,3.0,81,0.0011169789985160604,0.31114044688642023,1.28,180.58
0.0,0.05483333662838218,656000,1.3849046587944032,0.00013322298356797547,467,-1.5748210871219634,3.1000000000000085,82,0.001015791352524502,0.2951911184936762,1.36,182.34
0.0,0.04933193346961331,664000,1.3846333289146424,-0.000208586149092298,468,-0.983254422545433,3.0,83,0.0011150443792712393,0.3057937093451619,1.53,185.72
0.0,0.0757157206325774,672000,1.3821331071853638,0.00025650116836914097,468,-3.331261123418808,3.1000000000000085,84,0.002052808094140346,0.4500255077332258,1.57,186.0
0.0,0.05227078521979696,680000,1.3826363384723663,-0.00015156356250372482,468,-0.5270079547166824,4.0,85,0.0012124242013396725,0.32727179780602456,1.75,195.41
0.0,0.05605955592021041,688000,1.3844056284427644,-6.926677524461411e-06,468,-2.9116723799705504,4.0,86,0.0010936651470638025,0.2865096829459071,1.35,183.14
0.0,0.04927591036276052,696000,1.3854242849349976,-4.319204235798679e-05,468,-5.088008459210396,3.0,87,0.0012854151334067865,0.3231445851922035,1.33,181.46
0.0,0.04668339000966649,704000,1.3846606469154359,0.0001231703082316926,469,-2.2453969383239745,4.0,88,0.00121579602516249,0.3099719111993909,1.55,190.79
0.0,0.052224600168031536,712000,1.385538442134857,1.0721926228143275e-05,469,-1.5906413388252258,4.0,89,0.0011043461964527523,0.31406323790550233,1.57,188.8
0.0,0.049727805109669766,720000,1.3857519686222077,6.008930344250985e-05,469,-6.84488728582859,3.0,90,0.0009382034246755211,0.2879387057200074,1.3,176.09
0.0,0.03762795283564791,728000,1.3846984720230102,6.877878651721403e-05,470,-3.6476705741882323,3.0,91,0.0007339765050073765,0.2470647130906582,1.38,180.39
0.0,0.08338893299054356,736000,1.3828760170936585,0.0037084305495500305,470,-2.517381868958473,4.0,92,0.0018800280705545446,0.34198896642774346,1.49,183.6
0.0,0.05374010256803818,744000,1.3852548837661742,7.904384616267634e-05,470,-1.1275920641422272,4.0,93,0.0011748996407914092,0.299365787319839,1.34,178.22
0.0,0.044031659974063136,752000,1.3850874817371368,7.311790573112375e-05,470,-1.9289152044057847,3.0,94,0.0008491338308340346,0.2716881315782666,1.31,178.95
0.0,0.04274476176599237,760000,1.3857199740409851,-7.661364375962875e-05,470,-1.7175719898939132,3.1000000000000085,95,0.000932288302019515,0.27677109230309727,1.28,178.97
0.0,0.06279009282465317,768000,1.3857481348514558,0.00023545406700577586,471,-13.5844478392601,4.0,96,0.0013750078791053965,0.3536583665013313,1.41,183.67
0.0,0.03796196343023046,776000,1.3852026057243347,-0.00010791603563120589,471,-5.692020367383957,3.1000000000000085,97,0.000787216279381937,0.24374110160395504,1.31,179.46
0.0,0.04395383549987282,784000,1.3855952191352845,2.8200490451126825e-05,471,-1.4810542380809784,3.1000000000000085,98,0.0009687945867335656,0.2791170159727335,1.26,177.26
0.0,0.05022156996912455,792000,1.3847083044052124,0.000278025025545503,471,-3.7292067420482637,3.0,99,0.0010051100439432048,0.2936008972674608,1.31,178.69
0.0,0.04179981859563104,800000,1.3818490409851074,-0.00040450409429467984,471,-2.854699362516403,3.0,100,0.0007623441036048461,0.2512779055535793,1.13,172.7
0.0,0.04014871382487715,808000,1.38305832862854,0.00017027141497237607,472,-2.165560227036476,3.0,101,0.0006121921384601591,0.2384450512751937,1.1,171.87
0.0,0.03158680674405566,816000,1.3847662949562072,-5.639771537971683e-05,472,-1.3909592306613923,3.0,102,0.0005161229682107659,0.19607666168361904,1.31,180.42
0.0,0.04260387450275716,824000,1.3857676827907561,6.677199438854586e-05,472,-1.4185634744167328,3.0,103,0.0008171977025995148,0.24203965552151202,1.28,179.38
0.0,0.041790626130901655,832000,1.386016138792038,-6.911244126968085e-05,472,-1.9315829849243165,3.0,104,0.00097812313581926,0.26908592838793993,1.21,175.81
0.0,0.049589926898477577,840000,1.3858873987197875,-0.00012797221235814505,472,-1.2938384413719177,3.0,105,0.0011932127944692184,0.32467451903969047,1.48,186.22
0.0,0.03935045099603922,848000,1.385849449634552,0.00017487643624917838,472,-1.8099973690509796,4.0,106,0.0007147713963604474,0.24590295873582363,1.6,190.6
0.0,0.045553363598213215,856000,1.3856449818611145,0.00039891996271762764,472,-2.040077875852585,3.1000000000000085,107,0.0008282836513126313,0.2519595095142722,1.47,185.49
0.0,0.0404697401359805,864000,1.3849944829940797,2.8083211509510873e-06,472,-2.9771290105581283,4.0,108,0.0008686239754388225,0.25682553585618734,1.48,184.87
0.0,0.02874241025607753,872000,1.3855773293972016,-0.00028042905920301565,473,-1.5948570877313615,4.0,109,0.0004458768977747241,0.1834757512062788,1.31,179.37
0.0,0.03336479714308017,880000,1.3842284238338471,3.373664105311036e-05,473,-2.530613923668861,3.0,110,0.0005552339924224725,0.20321220856159924,1.15,172.72
0.0,0.023277296156268244,888000,1.3845666909217835,-2.771932679024758e-05,473,-3.2699497932195665,2.0,111,0.000326219896337534,0.13983989633619787,0.98,164.57
0.0,0.045919332366940784,896000,1.3855443274974824,8.205829827147682e-05,473,-1.0564880174398423,2.0,112,0.0008381195689707965,0.25690758964046834,0.89,162.18
0.0,0.04275940747889716,904000,1.3858361756801605,-0.00029544715063821057,473,-0.9558317196369172,3.0,113,0.0007845547334864023,0.2512117587402463,1.16,172.13
0.0,0.04224993476827411,912000,1.3853199148178101,-0.0002605839681928046,473,-1.0518024837970734,4.0,114,0.0007305834825820056,0.24348508819937706,1.45,184.35
0.0,0.03651567859892632,920000,1.3848149371147156,0.0005364091665251181,473,-1.618071173429489,4.0,115,0.0007643087796304826,0.2342759934067726,1.34,179.17
0.0,0.04610051065420356,928000,1.385301842689514,-0.0003823469316205319,473,-8.565806223750114,4.0,116,0.0008584884436641005,0.260934372022748,1.41,181.98
0.0,0.03090283107153275,936000,1.3854949927330018,2.101215286529623e-06,473,-0.4191377079486847,3.0,117,0.00037829683763447976,0.1809574704244733,1.25,175.49
0.0,0.052456820458376845,944000,1.3852843713760377,-0.00013828804248078086,473,-0.6517797964811325,3.0,118,0.0008955110103215702,0.2695259831473231,1.22,176.58
0.0,0.03925225916264091,952000,1.385586508512497,-0.00015980192998540587,473,-0.8608862113952637,4.0,119,0.0006600478429118084,0.23710403103381394,1.47,187.95
0.0,0.03501115038947528,960000,1.3860077309608458,0.0003835035432712175,474,-4.050481421351432,4.0,120,0.0005779652536875801,0.22707282323390246,1.47,187.71
0.0,0.03950295833782889,968000,1.3859342443943024,-2.1081696304463548e-05,474,-0.6535945427417755,4.0,121,0.0005991982378600369,0.22853113792836666,1.47,187.5
0.0,0.04208044439377278,976000,1.3858811366558075,0.00010188075001678954,474,-24.58614003956318,3.0,122,0.0006879257816035533,0.22926623798906803,1.2,175.83
0.0,0.04690285406260748,984000,1.38575545668602,8.421562721196096e-05,474,-15.041441256999969,3.1000000000000085,123,0.0010904257322727061,0.2960491754859686,1.32,178.43
0.0,0.03592442605610509,992000,1.3855108618736267,-6.330854230327532e-05,474,-3.6184180200099947,3.0,124,0.000598935594998693,0.21793331764638424,1.43,182.76
0.0,0.03170146139159918,1000000,1.3855423033237457,-4.982225116691552e-05,474,-1.4898445743322373,3.0,125,0.0004928699421589044,0.1945076137036085,1.18,173.38
0.0,0.03528360942026759,1008000,1.3857044637203217,-0.00018452403230185155,474,-1.1209340196847917,3.0,126,0.0006267597766964172,0.2216740593314171,1.07,168.95
0.0,0.04636383872087693,1016000,1.3856490635871888,-0.00013008538116991985,474,-0.8028938072919846,4.0,127,0.0008852950464279274,0.28183022532612084,1.48,184.96
0.0,0.03215958205987178,1024000,1.3843295609951018,0.00011515229103679302,474,-3.5284603494405746,3.1000000000000085,128,0.000529542191670771,0.21155557405203582,1.43,183.19
0.0,0.044797399110877476,1032000,1.3858542776107787,0.000494390210515121,474,-1.5294141030311585,3.0,129,0.0009848524045628438,0.2706524915248156,1.31,178.96
0.0,0.036996604959776816,1040000,1.3857281756401063,-0.00043337826888091514,475,-2.215257461667061,3.0,130,0.0006132479496363885,0.20966355942189693,1.42,184.86
0.0,0.03960108479193509,1048000,1.384677597284317,3.891852704668963e-05,475,-1.7341319477558137,3.0,131,0.0008895531050166028,0.2573289002105594,1.29,180.33
0.0,0.02990287456016089,1056000,1.38547549366951,6.694363944916404e-05,475,-1.985568898320198,3.0,132,0.00036411218855846527,0.17682519441470504,1.2,175.42
0.0,0.031907043754115134,1064000,1.3857716286182404,-6.310970959020778e-05,475,-3.3106991946697235,3.0,133,0.0003770399251061463,0.17112939374521374,1.05,169.51
0.0,0.02948160160084785,1072000,1.3860789132118225,-1.2098821360382316e-05,475,-1.551054865717888,3.0,134,0.00041753797504497927,0.17228302801027895,0.95,166.39
0.0,0.04995463468313441,1080000,1.3859230315685271,-8.484917412715731e-05,475,-6.95555701315403,3.0,135,0.000993309413206589,0.29672786783427,1.25,177.81
0.0,0.03875349917266087,1088000,1.3857869386672974,0.00024054005811194657,475,-1.8169666385650636,3.0,136,0.0008052500816938846,0.24119230054318905,1.41,183.96
0.0,0.028847342610391066,1096000,1.386142876148224,0.00022860437472445482,476,-2.2998071295022964,3.0,137,0.0004286857475563011,0.18372417341917754,1.17,173.39
0.0,0.04814860175194357,1104000,1.3860778665542604,-0.00027072731481894154,476,-1.2550045478343963,3.1000000000000085,138,0.0010432395428233577,0.3029658717289567,1.54,186.09
0.0,0.01919041421217169,1112000,1.3861288273334502,1.2054327919486241e-05,476,-1.4250067764520644,3.0,139,0.0002749669791614906,0.14152437886223196,1.49,184.77
0.0,0.03847707077674418,1120000,1.385452162027359,7.644304943823954e-05,476,-2.9412119072675704,3.0,140,0.000625499035552366,0.20996850257739424,1.06,169.58
0.0,0.039914267722719304,1128000,1.385630465745926,4.084955668076873e-05,476,-1.4694918429851531,3.1000000000000085,141,0.000709016863920624,0.24213543854653835,1.19,174.78
0.0,0.034736587116724726,1136000,1.3857163047790528,-0.0001701787277124822,476,-5.068983673453331,4.0,142,0.0005945870771029149,0.21600410275161266,1.34,180.57
0.0,0.03150201489559859,1144000,1.3860031425952912,0.0002884503106906777,476,-2.0001174598932265,3.0,143,0.00037798696990080314,0.17595291255041956,1.17,175.46
0.0,0.03565689315652647,1152000,1.3860745084285737,-0.0002718946829554625,476,-1.6694259995222092,3.0,144,0.0005534517658634286,0.2227245846390724,1.25,178.63
0.0,0.2114058703450775,1160000,1.3854746007919312,-0.010803443358781806,476,-1.7453851634263993,3.0,145,0.004458942664932693,0.2930744613707066,1.42,181.85
0.0,0.032963059710349976,1168000,1.3859109318256377,1.1794926249422133e-05,476,-2.8886619079113007,3.0,146,0.0006166358202881383,0.20613748660311104,1.27,176.23
0.0,0.04206843400003188,1176000,1.3855795753002167,-0.0001795090261293808,476,-1.0464766961336136,4.0,147,0.0006671020110570681,0.2179096705466509,1.37,182.34
0.0,0.027782906882816767,1184000,1.385665204524994,0.00011139800823343648,477,-3.5528664952516555,3.1000000000000085,148,0.00031888781605630354,0.1726605585590005,1.34,181.67
0.0,0.047836961337395206,1192000,1.3855632388591765,0.00022783936547057237,477,-0.4425302404165268,3.1000000000000085,149,0.0008474036926145346,0.255986187569797,1.37,185.24
0.0,0.03576261552324361,1200000,1.3848893868923187,-0.00033765952872272465,477,-1.9575329685211182,3.0,150,0.0008889860902127111,0.23358164828270675,1.46,185.11
0.0,0.04112626001254753,1208000,1.383635287284851,1.9342619762028335e-05,477,-1.1955417251586915,5.0,151,0.0009386632643600024,0.2516769040003419,1.78,194.96
0.0,0.023220638722959427,1216000,1.3846515095233918,-0.00020778756388608599,477,-1.612675668001175,4.0,152,0.0003691975794163227,0.16943661496043205,1.53,188.92
0.0,0.030046092037720976,1224000,1.384746068716049,2.4678365443833174e-05,477,-2.269167801141739,3.0,153,0.00046329592659276385,0.18594914888963104,1.32,180.47
0.0,0.024819616900385498,1232000,1.3858192670345306,7.247027850553423e-05,477,-3.034749774932861,3.0,154,0.0002691641969295233,0.1426674268208444,1.21,174.82
0.0,0.03421274686675734,1240000,1.3857338225841522,-8.436711432295852e-05,477,-0.9271042901277542,2.1000000000000085,155,0.0004087477482835311,0.1854550108872354,1.08,169.84
0.0,0.041287096619471254,1248000,1.385259381532669,8.204817579098744e-05,477,-1.0185531294345855,3.0,156,0.0006524923850952291,0.22360324364155532,1.32,179.41
0.0,0.03320139825026341,1256000,1.3857277274131774,-0.00016072030659415758,478,-1.5434504026174545,3.1000000000000085,157,0.000513650705870532,0.20193469543009995,1.39,183.28
0.0,0.03357868509058322,1264000,1.3858475625514983,-1.191283895423112e-06,478,-2.1465339463949205,3.0,158,0.0004877827548034475,0.2057721894234419,1.32,180.43
0.0,0.03363205711653671,1272000,1.3858568477630615,-6.1007969597994816e-05,478,-3.1460795319080352,3.0,159,0.0005284777434644639,0.1987196017242968,1.32,178.53
0.0,0.0342520733163513,1280000,1.3858156597614288,1.548957428894937e-05,478,-2.328614444732666,3.0,160,0.0005827233079071448,0.20196309829130768,1.3,179.36
0.0,0.026280557593906316,1288000,1.3856762099266051,0.00010316188827800943,478,-1.1833315616846085,3.0,161,0.0004483854610225535,0.1721703083626926,1.3,180.25
0.0,0.0385864937847085,1296000,1.386101608276367,9.73606538173044e-05,478,-1.2214650809764862,3.0,162,0.0006364533928444871,0.23772268023341894,1.41,185.33
0.0,0.03487062226858077,1304000,1.3860290741920471,-0.00010640590626280755,478,-1.1664872497320176,3.1000000000000085,163,0.000676306154687154,0.2166151351481676,1.38,184.71
0.0,0.03538348569221022,1312000,1.385957556962967,-0.00012231324174535985,478,-1.6140541696548463,3.0,164,0.0006675319094574661,0.2054556817561388,1.28,178.35
0.0,0.03149855961111137,1320000,1.385984034538269,0.00014535007619997486,478,0.1946284806728363,4.0,165,0.0005021710932214773,0.1925199346244335,1.39,184.43
0.0,0.03592373214047508,1328000,1.3860400938987731,1.4429716175072827e-05,478,-1.763597207069397,4.0,166,0.0005757967483714311,0.21415156066417695,1.58,189.5
0.0,0.0332003436112567,1336000,1.3858600664138794,2.8806614632230777e-05,478,-2.1967314863204956,3.0,167,0.000544990841622166,0.21073096944019198,1.57,188.16
0.0,0.030304878026115267,1344000,1.3858897149562837,-7.956181332701817e-05,478,-1.8366036379337312,3.0,168,0.0004499235312255223,0.1783534721657634,1.34,181.15
0.0,0.04466796329432073,1352000,1.3858521914482116,0.0001080661276500905,478,-0.581218199133873,3.0,169,0.0007399888453801395,0.24029642682522534,1.37,182.11
0.0,0.02722202779942614,1360000,1.3858666288852692,-9.27709575444169e-05,478,-13.025517288446427,3.0,170,0.0004922507194942227,0.18077312622219324,1.34,180.62
