P01:episode_rewards,advantage_norm,episode_length,clip_fraction,explained_variance,policy_loss,approx_kl_divergence,P09:episode_rewards,fps,frames,value_loss,epoch_idx,policy_entropy,PMM:episode_rewards,grad_norm
50.0,15.968717497587203,335.56,0.24013671875,0.0,-0.001673785782622872,0.00305057354702285,355.00000000000045,483,163840,0.008097749697344624,16,1.7770041204988956,162.5,0.05489480564990027
50.0,15.968717694282532,330.28,0.2669189453125,-1.862645149230957e-08,-0.0018558109193691052,0.003997250722295576,275.0,485,174080,0.007829470520846371,17,1.7661416597664357,149.0,0.05419823918924251
50.0,15.968717622756959,336.23,0.2161376953125,7.82310962677002e-09,-0.0015224290193145862,0.0028719977581943114,350.0,487,184320,0.010036925015538146,18,1.7483995035290718,165.25,0.055059786514505306
25.0,15.968706727027893,328.16,0.3080322265625,-3.3527612686157227e-09,-0.002200063570489874,0.004259571000102369,250.0,490,194560,0.007051431538732977,19,1.7726246125996112,136.5,0.05137813760603599
25.0,15.968717557191848,329.19,0.248828125,6.332993507385254e-09,-0.0018247185587824788,0.0031032717029006564,250.0,492,204800,0.007157893578369112,20,1.7648059226572514,137.5,0.05227009315374707
0.0,15.968717741966248,321.7,0.250390625,5.215406417846679e-09,-0.001713315887900535,0.003207159104204038,225.0,493,215040,0.006993520937976427,21,1.7727097406983376,118.75,0.05097766821273304
0.0,15.968712985515594,320.64,0.309716796875,-5.587935447692871e-09,-0.002260782024313812,0.004108402188285254,250.0,495,225280,0.007638431364881626,22,1.7816074065864087,124.0,0.05301700094928473
0.0,15.96871758699417,323.69,0.1963134765625,6.7055225372314455e-09,-0.0016537586481717881,0.0027684907582795405,250.0,496,235520,0.009907718236081563,23,1.7833144664764404,144.75,0.05432580507824526
25.0,15.968717652559281,332.06,0.226025390625,-2.60770320892334e-08,-0.0022205639324965887,0.0034486032986251304,352.5000000000002,497,245760,0.011302561623415386,24,1.7660668045282364,168.75,0.05386047675594559
50.0,15.968717867136002,345.45,0.25703125,1.3411045074462891e-08,-0.0022297739731584445,0.0031564568901302436,527.5000000000002,496,256000,0.011641835837508552,25,1.753326766192913,214.25,0.05532023816228336
50.0,15.968717151880265,350.61,0.2128173828125,-1.0430812835693359e-08,-0.001407189117890084,0.0029783406190631466,387.5000000000011,495,266240,0.009710914012612194,26,1.76314779818058,209.25,0.05370794015939958
72.50000000000001,15.968717843294144,353.44,0.262451171875,-2.384185791015625e-08,-0.0023004375652817544,0.003340545509450976,405.00000000000045,497,276480,0.009487557581996953,27,1.7701315000653266,215.0,0.05268316719844528
50.0,15.96871766448021,345.56,0.1858154296875,-1.1920928955078126e-08,-0.0008193548594135791,0.002270751326466325,325.0,497,286720,0.01151109657703273,28,1.767926525324583,190.0,0.05505317863961976
50.0,15.968717736005782,339.11,0.2347900390625,4.470348358154297e-09,-0.0018636664775840473,0.003110409461964991,327.5000000000002,498,296960,0.011144524060364347,29,1.7801724299788475,188.5,0.05270020433726177
50.0,15.968717056512833,334.62,0.26357421875,-1.4901161193847657e-09,-0.0021603776534902864,0.003800796725101918,325.0,497,307200,0.010208509014967148,30,1.7700396731495858,187.5,0.05284121379671769
50.0,15.96871771812439,337.97,0.25498046875,-3.091990947723389e-08,-0.0014208316584699786,0.003045010982123131,355.00000000000045,496,317440,0.008672616962394386,31,1.7766348585486411,196.0,0.05653426230784929
25.0,15.968717008829117,331.32,0.2312744140625,7.450580596923828e-09,-0.0017376921790855705,0.0030509145930977867,325.0,495,327680,0.007713238547023593,32,1.7815420888364315,166.0,0.05318907422467586
0.0,15.968717521429062,326.23,0.24326171875,6.332993507385254e-09,-0.0018991998269484612,0.003414978413127301,350.0,495,337920,0.009301157436220819,33,1.7789571680128575,163.5,0.05577321790994392
22.500000000000007,15.968717652559281,322.18,0.2760498046875,-1.4528632164001465e-08,-0.0021990650828229265,0.0031425715507225503,300.0,494,348160,0.009311479753887398,34,1.777262332290411,151.25,0.05666308208087158
25.0,15.968717914819717,332.84,0.207666015625,1.825392246246338e-08,-0.0016472653442178853,0.0026980256106412526,377.5000000000002,494,358400,0.01048968402110404,35,1.7736671149730683,179.75,0.05402140006019383
50.0,15.968717807531357,337.38,0.2985107421875,1.6763806343078613e-08,-0.0023271425219718368,0.0036498011283924827,305.00000000000045,494,368640,0.00804565479465964,36,1.7791803747415542,170.5,0.05245637846156788
47.50000000000001,15.968717777729035,342.01,0.1977783203125,1.9371509552001954e-08,-0.0012246717913512839,0.002611634907862026,305.00000000000045,493,378880,0.008031070577362697,37,1.7781135886907578,164.25,0.054704932614127656
25.0,15.96871725320816,335.09,0.265478515625,2.2351741790771484e-09,-0.001572758772817906,0.0032281536439825232,275.0,493,389120,0.006682777797959716,38,1.7795503959059715,140.25,0.05169811945726752
0.0,15.968716931343078,332.84,0.2192138671875,1.6391277313232423e-08,-0.0014002581126987934,0.00275725602878083,275.0,493,399360,0.006836901082732538,39,1.7736556835472583,136.75,0.0537838692407114
0.0,15.968717461824417,327.22,0.2224365234375,3.7252902984619143e-10,-0.0016955999941274057,0.002795892041365278,290.0000000000013,493,409600,0.007450809114470758,40,1.7752691999077796,135.5,0.0538357735242462
25.0,15.968716818094254,323.93,0.2540771484375,4.470348358154297e-09,-0.0015807151488843375,0.0030542179334986487,425.0,493,419840,0.00799619243267955,41,1.7763678900897504,148.5,0.053227346240010756
25.0,15.968717616796493,319.19,0.2402099609375,-1.4901161193847657e-09,-0.0017197415640112013,0.0032485736965213617,400.0,492,430080,0.0067092475541812744,42,1.7801721706986426,143.75,0.05031209508220709
25.0,15.968709337711335,316.83,0.1983642578125,-1.1175870895385742e-08,-0.0010904210103035439,0.0027700519697134497,310.00000000000085,491,440320,0.00606652924482205,43,1.7544892832636834,135.25,0.0501247513316196
25.0,15.968717575073242,315.62,0.2772216796875,1.601874828338623e-08,-0.0015758058027131483,0.004087184099842034,250.0,491,450560,0.008732605592376786,44,1.7735870696604252,116.25,0.05342717014623858
25.0,15.96871737241745,319.77,0.243310546875,-1.4901161193847657e-09,-0.001487467023980571,0.0029048193970425016,227.5000000000002,492,460800,0.009291237436264055,45,1.7788402169942856,126.5,0.05227604919789604
25.0,15.96871770620346,331.41,0.2006591796875,2.0489096641540527e-08,-0.0012742293056362541,0.002493453297779524,277.5000000000002,492,471040,0.008826433818285295,46,1.7830662190914155,149.5,0.055866302789259616
25.0,15.968718039989472,332.97,0.2396484375,7.82310962677002e-09,-0.0018307864302187227,0.0029239341732363753,302.5000000000002,493,481280,0.010713398827647325,47,1.7771309547126293,164.5,0.05626852194234355
25.0,15.968717551231384,342.94,0.21298828125,-1.2293457984924316e-08,-0.0015069282031618058,0.0026458094901840924,527.5000000000002,493,491520,0.009035201907317969,48,1.7747574292123318,200.75,0.054365972065948766
25.0,15.968717366456985,339.27,0.213916015625,-1.30385160446167e-08,-0.0014560994430212304,0.002811381063401086,435.00000000000085,494,501760,0.00892607789169233,49,1.76432122066617,191.75,0.05298455440453329
25.0,15.968717604875565,341.51,0.26474609375,3.7252902984619143e-10,-0.0018351470243942458,0.0033506823143966357,552.5000000000002,495,512000,0.009753896213078405,50,1.785309598594904,206.0,0.05310334791435373
25.0,15.968717819452285,336.42,0.225732421875,0.0,-0.0017265594069613144,0.002572210587743484,480.00000000000045,495,522240,0.008584397048980463,51,1.7740337260067462,192.0,0.0514226104470372
25.0,15.968717521429062,334.54,0.2072265625,0.0,-0.001592073103893199,0.0025970075173063377,375.0,496,532480,0.009512876227563537,52,1.7755304776132106,175.5,0.05323717453461676
25.0,15.968717616796493,332.75,0.2341796875,-3.7252902984619143e-10,-0.0012169698409707052,0.0029013088195597447,330.0000000000004,497,542720,0.009011640117205389,53,1.7839020892977715,168.0,0.05730308425972318
25.0,15.968717646598815,337.01,0.1955810546875,-5.215406417846679e-09,-0.001180755979657988,0.0026566106544123613,327.5000000000002,497,552960,0.009105684388214286,54,1.7844224765896797,169.5,0.052983517778878074
25.0,15.968717610836029,333.96,0.2402099609375,-1.4901161193847657e-09,-0.0017256271581572945,0.0029846435400486373,352.5000000000002,498,563200,0.007523780139945302,55,1.7815787494182587,158.5,0.05085463552268581
25.0,15.968717974424361,330.16,0.3179931640625,-7.82310962677002e-09,-0.002702887965642731,0.0036863407636360535,382.5000000000007,498,573440,0.007758197297880543,56,1.7786162316799163,157.0,0.052728188885479275
25.0,15.96871782541275,326.24,0.23466796875,-1.4901161193847657e-09,-0.0012133855572756147,0.0029875108503574664,340.00000000000125,497,583680,0.009836136219382752,57,1.7611213229596614,157.5,0.05351636860108814
25.0,15.968705838918686,333.01,0.23779296875,5.587935447692871e-09,-0.0018535540359152947,0.0027180309201071395,325.0,494,593920,0.009134177598011207,58,1.7781615629792213,172.5,0.05566487360170676
25.0,15.968717885017394,335.54,0.2442138671875,3.3527612686157227e-09,-0.001869355860617361,0.002961935051916953,325.0,495,604160,0.009736879073898308,59,1.7753905653953552,168.25,0.05563225457660751
25.0,15.968717670440673,335.6,0.2523681640625,-5.960464477539063e-09,-0.0016197316232137381,0.0029608371001472733,375.0,493,614400,0.0083439195776009,60,1.777207611501217,172.25,0.05305143940561523
25.0,15.968713033199311,329.5,0.243896484375,1.080334186553955e-08,-0.0017929605310200714,0.0031922988627741235,327.5000000000002,492,624640,0.006152934366892282,61,1.7781626865267754,149.5,0.051179922324649574
0.0,15.968717509508133,325.42,0.250830078125,-2.458691596984863e-08,-0.0016555777492612833,0.0035459084929073013,302.5000000000002,492,634880,0.008924945658100114,62,1.7673737831413745,145.0,0.0560629686037191
25.0,15.968717640638351,330.22,0.2386962890625,1.1920928955078126e-08,-0.0017719375282467809,0.0030513729966230585,302.5000000000002,491,645120,0.009356988489980723,63,1.7667122036218643,147.25,0.05299148501997195
25.0,15.968717694282532,340.75,0.185009765625,3.7252902984619143e-10,-0.0017237342442967929,0.0023524412215351733,352.5000000000002,490,655360,0.009575682024842536,64,1.7705281987786292,175.75,0.05323953361666134
25.0,15.9687171459198,337.84,0.287353515625,6.332993507385254e-09,-0.0017328777899820124,0.003272051772114537,375.0,490,665600,0.007137313627799813,65,1.7707819163799285,164.0,0.049896546967755445
25.0,15.968717831373215,344.82,0.2994384765625,1.0430812835693359e-08,-0.0019906634763174223,0.003544814579777267,480.00000000000045,489,675840,0.011223160606459715,66,1.771666219830513,194.0,0.057233909372880344
25.0,15.968714499473572,332.89,0.2935791015625,-5.215406417846679e-09,-0.001253014901885763,0.003527987116729037,480.00000000000045,489,686080,0.007103668286572429,67,1.780807512998581,176.25,0.05573975271222065
25.0,15.968707877397538,334.81,0.22607421875,3.7252902984619143e-10,-0.0017833011763286777,0.00254002821004633,552.5000000000002,489,696320,0.008209561489152861,68,1.7682071164250375,189.75,0.053507503883797804
25.0,15.96871766448021,325.87,0.2949951171875,3.3527612686157227e-09,-0.0021300818811141654,0.003479215935533375,452.50000000000017,488,706560,0.009190408303402365,69,1.774273132532835,162.25,0.05670188598337117
25.0,15.968716984987259,329.98,0.2996826171875,2.0116567611694337e-08,-0.0019903553071344503,0.003595539976271311,302.5000000000002,488,716800,0.008061276271155294,70,1.7588151134550571,150.5,0.05277283488720726
25.0,15.968717497587203,331.96,0.2149658203125,1.2293457984924316e-08,-0.0014900978741934523,0.0024077233352954863,302.5000000000002,488,727040,0.010088070795791281,71,1.7672678865492344,160.0,0.05410288774679913
25.0,15.968717819452285,331.37,0.22646484375,1.1175870895385742e-08,-0.0013573528183769667,0.0029808128890636,325.0,487,737280,0.00923299689347914,72,1.7665537543594838,160.75,0.05675009936172213
25.0,15.968717628717423,329.57,0.319140625,-3.7252902984619143e-10,-0.002105844837933546,0.0036912643187633877,327.5000000000002,487,747520,0.0074538467074489745,73,1.7798863984644413,164.75,0.054341764276989356
25.0,15.968695658445359,326.01,0.29697265625,8.940696716308593e-09,-0.0018408628900942858,0.003525126702487569,302.5000000000002,487,757760,0.005332026931475653,74,1.7793700762093068,142.0,0.048760368147950574
25.0,15.96871771812439,319.56,0.189306640625,1.6391277313232423e-08,-0.0012848700032918714,0.002443606404295906,225.0,486,768000,0.008567950348788145,75,1.7785473614931107,121.75,0.051865455793377355
25.0,15.968714046478272,323.89,0.2440673828125,-8.568167686462402e-09,-0.0014597201290598605,0.0030244313218531715,227.5000000000002,486,778240,0.007907620116137081,76,1.7798260614275931,127.0,0.05524021095311891
25.0,15.968717622756959,325.41,0.2897705078125,-1.6763806343078613e-08,-0.0026762554105516758,0.003233461384323277,252.50000000000023,486,788480,0.009908052152604796,77,1.7806102581322194,140.25,0.05516709538143698
25.0,15.968717652559281,334.39,0.27578125,0.0,-0.0019976578434580004,0.003667351659032647,375.0,486,798720,0.0102260816085618,78,1.7695366725325585,170.75,0.05634272048833413
47.50000000000001,15.968717741966248,334.93,0.20625,-1.6763806343078613e-08,-0.0016818871870782459,0.002250020654696527,375.0,486,808960,0.009984209814319911,79,1.7705285668373107,183.5,0.056510011500416436
25.0,15.968716669082642,334.25,0.2353515625,6.332993507385254e-09,-0.001942322113609407,0.003078008386739839,500.0,486,819200,0.008303699806481291,80,1.7757971435785294,205.5,0.0528655389936251
25.0,15.968717783689499,327.72,0.2316162109375,6.7055225372314455e-09,-0.0018315836819965624,0.002826155147067766,475.0,486,829440,0.008986990398034323,81,1.7704717479646206,176.25,0.053256995401321394
25.0,15.968717241287232,331.62,0.2140625,-2.2724270820617674e-08,-0.001255430378660094,0.002546396301806908,500.0,486,839680,0.008826277694470263,82,1.77910435795784,182.25,0.05290892832258727
25.0,15.968716496229172,340.95,0.265869140625,-6.332993507385254e-09,-0.001657240870190435,0.0031557303161321216,455.0000000000004,485,849920,0.007500874959916359,83,1.7759348653256892,176.75,0.052581874160641015
25.0,15.968717622756959,343.35,0.2038818359375,1.5273690223693846e-08,-0.0014040250840480438,0.002262931549239511,452.50000000000017,485,860160,0.009889181583002938,84,1.7813797779381275,178.0,0.05503589064302113
25.0,15.96871758699417,341.09,0.228271484375,0.0,-0.002047380936346599,0.002556938881366477,325.0,485,870400,0.009682377010221899,85,1.7721703112125398,171.5,0.05469982391147256
50.0,15.96871770620346,336.86,0.2152099609375,-4.097819328308106e-09,-0.0011666723741655006,0.002770280243362322,350.0,485,880640,0.009384833360672928,86,1.7741367757320403,171.0,0.05591213385314851
47.50000000000001,15.96871775984764,334.27,0.17138671875,-7.450580596923829e-10,-0.0010859596121008507,0.0023565079498666817,350.0,485,890880,0.008375187337514944,87,1.7811890996992588,169.75,0.05291674371532699
47.50000000000001,15.96871749162674,334.48,0.2170166015625,-4.097819328308106e-09,-0.001093395540738129,0.002332162422919737,350.0,484,901120,0.007924241755063122,88,1.7754005312919616,161.25,0.05371662323139324
25.0,15.96871754527092,332.51,0.1927734375,1.1175870895385742e-09,-0.001070968068233924,0.002241239360017744,350.0,484,911360,0.010008039171952986,89,1.781372743844986,159.0,0.05508311434556721
25.0,15.968716180324554,337.44,0.1677734375,-1.862645149230957e-09,-0.0009336895345768426,0.002284041356972466,350.0,484,921600,0.008124695774927203,90,1.7794157236814498,164.0,0.050913939924893306
25.0,15.96871343255043,333.51,0.2214111328125,-4.097819328308106e-09,-0.0018833322759746808,0.0024677135112824546,410.00000000000085,484,931840,0.007675873553625934,91,1.7720593757927419,172.75,0.0538532243208222
22.500000000000007,15.96871662735939,330.63,0.245947265625,-1.7136335372924803e-08,-0.0015423866741912206,0.002727352920106796,355.00000000000045,484,942080,0.007180580178669516,92,1.76966884881258,154.5,0.05145639196394732
0.0,15.96871652007103,329.49,0.26396484375,1.080334186553955e-08,-0.0019155334284732817,0.0028982542096287036,300.0,484,952320,0.006385584480040052,93,1.7778263725340366,142.75,0.051826710729768674
0.0,15.968717449903489,334.65,0.2677001953125,-2.421438694000244e-08,-0.0018475804012268783,0.0030695075995026853,330.0000000000004,484,962560,0.007649002742209632,94,1.7778564848005771,148.25,0.05433269889335625
0.0,15.968717896938324,333.13,0.2089599609375,1.862645149230957e-09,-0.001448672556944075,0.0025734926986814345,375.0,484,972800,0.010438392571086298,95,1.778070618212223,158.25,0.05367807591294795
25.0,15.96871775984764,334.26,0.256591796875,-7.450580596923829e-10,-0.0013832869957695949,0.0030981508306979324,330.0000000000004,483,983040,0.009192662536406715,96,1.7751909002661705,165.75,0.05615994135315344
25.0,15.968717622756959,336.49,0.280419921875,5.215406417846679e-09,-0.0017354324409097899,0.0030816543660307618,375.0,484,993280,0.009490385265598889,97,1.7716266691684723,176.0,0.05517147200833563
50.0,15.96871777176857,340.27,0.2685302734375,1.2665987014770507e-08,-0.0018378071748884396,0.002960656147058671,352.5000000000002,483,1003520,0.009671448517474346,98,1.7801041565835476,175.75,0.054248884177635626
50.0,15.96871640086174,340.99,0.27822265625,3.3527612686157227e-09,-0.001693574304226786,0.003074806451149925,352.5000000000002,483,1013760,0.006959389213375289,99,1.7733534269034863,172.25,0.04985868867955665
25.0,15.968717539310456,329.91,0.2691162109375,-2.9429793357849122e-08,-0.0018254438378789927,0.0029101897436248692,377.5000000000002,483,1024000,0.006504196505920845,100,1.777044804394245,157.0,0.051888276367997734
25.0,15.968717795610427,324.88,0.3285400390625,4.470348358154297e-09,-0.0021407803891634104,0.0037597063254963814,332.5000000000006,483,1034240,0.009004939432452374,101,1.7802176229655742,145.0,0.054454449425612506
22.500000000000007,15.968717861175538,323.17,0.2490966796875,2.9802322387695314e-09,-0.0018148534625652246,0.0026488281884610386,305.00000000000045,483,1044480,0.00863829589929992,102,1.7763139948248863,141.5,0.0523105807833135
25.0,15.96871782541275,333.54,0.2282958984375,3.7252902984619143e-10,-0.001043005776591599,0.0027134696472899122,452.50000000000017,483,1054720,0.008893066812197504,103,1.770322997123003,175.5,0.0537893711255499
50.0,15.96871750354767,336.32,0.2256591796875,8.940696716308593e-09,-0.0014648195236077299,0.0027665321388326445,357.5000000000007,483,1064960,0.0095842446259212,104,1.7804594822227955,178.5,0.05440361533183515
50.0,15.968717783689499,342.89,0.231005859375,1.2293457984924316e-08,-0.0015755574670038186,0.0026351934703484404,502.5000000000002,483,1075200,0.011447233350554597,105,1.782038190960884,205.5,0.055596323539967
50.0,15.968717604875565,341.14,0.2035888671875,-5.215406417846679e-09,-0.0006807846184528898,0.0024784056092812534,352.5000000000002,483,1085440,0.009043772103905213,106,1.7816756449639797,188.5,0.05664640359977641
50.0,15.968717736005782,339.97,0.1732421875,4.097819328308106e-09,-0.0011750547640986043,0.001855665299700604,427.5000000000002,482,1095680,0.010298216532100923,107,1.7804085657000541,196.5,0.05487320407977593
50.0,15.968717819452285,341.13,0.2265380859375,1.4901161193847657e-09,-0.0013200118955865037,0.0024052641441755897,427.5000000000002,482,1105920,0.010089003385655815,108,1.7723981611430646,195.75,0.05267879109903798
50.0,15.968717622756959,337.53,0.2263671875,1.7508864402770997e-08,-0.0012650812317588135,0.002800888425406356,330.0000000000004,482,1116160,0.009137526273843833,109,1.7762362718582154,184.5,0.0522791404462288
25.0,15.968716770410538,331.99,0.338427734375,8.940696716308593e-09,-0.00255729643322411,0.003809656456371613,302.5000000000002,482,1126400,0.00655623048239704,110,1.772853022813797,167.5,0.051487129067007156
22.500000000000007,15.968717515468597,325.37,0.2892333984375,-4.8428773880004884e-09,-0.0027612874404439936,0.003159768262594298,252.50000000000023,482,1136640,0.008620476302439783,111,1.7592795833945274,142.75,0.052294375073033604
25.0,15.96871777176857,323.45,0.225537109375,9.685754776000977e-09,-0.001084126639761962,0.002537506007945467,250.0,482,1146880,0.008132172018667916,112,1.773533647507429,138.25,0.05313699844171031
25.0,15.968717730045318,328.86,0.2095703125,8.568167686462402e-09,-0.00134229930517904,0.0022721464763094446,255.00000000000043,482,1157120,0.008729238215164515,113,1.7803163349628448,145.0,0.053354350347230725
50.0,15.96871787905693,340.56,0.2391845703125,1.080334186553955e-08,-0.0018642372800968588,0.002863140203101011,377.5000000000002,482,1167360,0.011971852776696323,114,1.7678368426859379,180.75,0.05475092656051578
50.0,15.968717807531357,350.85,0.2158935546875,-2.9802322387695314e-09,-0.0013812843168125254,0.0023445629571597236,500.0,482,1177600,0.012226814865425695,115,1.7711470924317836,215.25,0.05472840966166104
50.0,15.96871749162674,355.25,0.1988037109375,0.0,-0.0014244435191358208,0.0021980126264082855,500.0,482,1187840,0.01047416645951671,116,1.780138549953699,223.75,0.05544007939071284
50.0,15.968717432022094,356.43,0.208447265625,1.4901161193847657e-09,-0.001423523673292948,0.002335765427193337,452.50000000000017,481,1198080,0.009464426359954814,117,1.777072485536337,224.25,0.0517725116924154
50.0,15.968717539310456,348.99,0.225146484375,8.195638656616212e-09,-0.0014137898502667666,0.002309736424894027,402.5000000000002,481,1208320,0.00811793417287845,118,1.7807030700147153,186.5,0.05425099802312248
50.0,15.968717700242996,344.83,0.2454833984375,1.862645149230957e-09,-0.00150956560173654,0.0027265578058745634,402.5000000000002,481,1218560,0.009507665704859392,119,1.761056226491928,185.25,0.05444820342025717
25.0,15.968717592954636,332.79,0.2345703125,-3.725290298461914e-09,-0.0018150926796806743,0.0024082358080676157,325.0,481,1228800,0.008821190679736902,120,1.7711999632418156,170.0,0.05334491251625575
47.50000000000001,15.968717581033706,335.51,0.2217529296875,1.899898052215576e-08,-0.0016283775905321818,0.00223503468488957,325.0,481,1239040,0.009981948767381255,121,1.7821099154651165,175.25,0.0544960029060063
50.0,15.968717682361603,330.64,0.2714599609375,8.195638656616212e-09,-0.002125310807969072,0.0026426322566464933,280.00000000000045,481,1249280,0.007371715672707069,122,1.780238853394985,161.0,0.05252152213319465
0.0,15.96867589354515,320.93,0.2329833984375,7.450580596923828e-09,-0.0014820402895566076,0.0022498711830053254,250.0,481,1259520,0.006180462523739027,123,1.7735321015119552,141.0,0.048345051421017894
22.500000000000007,15.968717569112778,319.59,0.2396728515625,1.6763806343078613e-08,-0.0013469806683133357,0.0025885540386525463,250.0,481,1269760,0.007500090422490757,124,1.7665056698024273,126.25,0.053570178121011634
22.500000000000007,15.968717294931412,320.01,0.2072265625,7.450580596923828e-09,-0.0011808774201199413,0.002517402042536787,377.5000000000002,481,1280000,0.007481235440809542,125,1.7640386395156384,132.75,0.0529545860894252
25.0,15.968717795610427,332.14,0.1999755859375,9.313225746154785e-09,-0.0014883137035212712,0.0023543128132018864,400.0,481,1290240,0.011749472620431333,126,1.774874410033226,159.75,0.05512162055970614
50.0,15.968717515468597,336.52,0.2529541015625,-3.091990947723389e-08,-0.0011802534172602464,0.0027333189626119747,400.0,481,1300480,0.009323661195594468,127,1.7775460459291934,181.25,0.056407207355028355
72.50000000000001,15.968717694282532,342.78,0.221142578125,-2.2351741790771484e-09,-0.0014882210649375337,0.002395522920073745,377.5000000000002,481,1310720,0.010116143131017451,128,1.7773167245090007,199.25,0.05375231177202548
47.50000000000001,15.968716949224472,335.79,0.269921875,-3.3527612686157227e-09,-0.0019482477215206017,0.00260796041040976,352.5000000000002,481,1320960,0.006738501706740863,129,1.7754296630620956,175.0,0.052049171222448176
25.0,15.968717479705811,334.09,0.271337890625,-8.568167686462402e-09,-0.0018986793798831058,0.002749712946967975,305.00000000000045,481,1331200,0.00873679262135738,130,1.7636105306446552,159.25,0.05409887421723586
25.0,15.968717873096466,336.73,0.2325439453125,-7.450580596923829e-10,-0.0015986389844329096,0.002427859300360069,335.00000000000085,481,1341440,0.011661619260303268,131,1.7732988901436328,176.0,0.05595481603433733
25.0,15.968717670440673,344.78,0.2291259765625,-1.601874828338623e-08,-0.001266575062618358,0.002419167915070375,500.0,481,1351680,0.010663558164378629,132,1.7702223099768162,203.75,0.055770770585550834
50.0,15.968717783689499,339.55,0.2197021484375,4.470348358154297e-09,-0.0016596738605585415,0.0023437179895438474,500.0,481,1361920,0.011311018843844067,133,1.7548107460141182,216.5,0.05488735841692884
75.0,15.968717539310456,343.33,0.2075927734375,-5.960464477539063e-09,-0.0014106226539297496,0.0021194997444013096,500.0,481,1372160,0.010502140004473404,134,1.7670231312513351,223.75,0.052715037946761786
72.50000000000001,15.968717610836029,345.26,0.228369140625,-1.3411045074462891e-08,-0.0018746410296444083,0.002282603331428845,352.5000000000002,480,1382400,0.010313975864391978,135,1.78378277271986,204.5,0.055744212401578785
50.0,15.968717557191848,340.16,0.2103515625,1.1175870895385742e-09,-0.0013235075344709911,0.0020680214216611146,355.00000000000045,480,1392640,0.009442834426499758,136,1.7765668965876102,197.75,0.053513832253807514
25.0,15.968716090917587,335.67,0.209130859375,1.0430812835693359e-08,-0.001661648110166425,0.002475773313301488,400.0,480,1402880,0.005923781488337454,137,1.7608212478458882,174.75,0.05026855698910717
