grad_norm,episode_length,fps,policy_entropy,advantage_norm,explained_variance,frames,P01:episode_rewards,policy_loss,epoch_idx,PMM:episode_rewards,value_loss,P09:episode_rewards
3.114963445950567,190.14705882352942,343,1.2825311336666345,2.34441376529634,-0.21521980166435242,8000,0.0,-0.033029217126895674,1,1.7058823529411764,0.08690693673932401,4.0
0.31704397903986636,190.32911392405063,171,1.369276418685913,1.234237079396844,0.03510027766227722,16000,0.0,0.0035766329037141987,2,1.5822784810126582,0.014788721786317183,5.0
0.34158125668884565,202.91,208,1.3671124434471131,1.3656478062272073,0.10567322194576263,24000,0.0,0.0009766186855267734,3,1.89,0.016765505108778597,5.1000000000000085
0.3467987274071957,198.76,234,1.3613452780246735,1.2375313274562358,0.2616040575504303,32000,0.0,0.0016764441243140027,4,1.8,0.013282140405644896,5.0
0.37934429892356725,182.85,253,1.3720599400997162,1.1600787535309791,0.34056629180908204,40000,0.0,0.0012860603469016497,5,1.42,0.012198263938480523,4.0
0.4561790939525175,183.72,268,1.3715397810935974,1.4861794152855874,0.6070524895191193,48000,0.0,-0.004885214986279607,6,1.39,0.01696760851540603,4.0
0.34754389206305447,190.36,279,1.3711257088184357,1.2831409895420074,0.40972330689430236,56000,0.0,-0.001288490280712722,7,1.61,0.013232539853779599,4.0
0.38035009519372875,182.33,287,1.3701244032382964,1.2876561133563518,0.3805834847688675,64000,0.0,0.0023236493360309397,8,1.42,0.01462887085173861,3.0
0.43307838287407363,181.78,295,1.371075813770294,1.4010057604312898,0.7492375296354293,72000,0.0,-0.004168931613094173,9,1.35,0.014149608176667243,4.0
0.38081143088886704,200.56,301,1.360839900970459,1.299750152528286,0.78513003885746,80000,0.0,-0.001884749921009643,10,1.86,0.01234577160095796,5.0
0.364567463181336,208.15,307,1.3356384897232056,1.216526544392109,0.8448153835535049,88000,0.0,-0.0019214110255416016,11,2.07,0.010223380548413843,5.0
0.2899830778666118,197.82,311,1.3527512097358703,0.983516206741333,0.8634614449739456,96000,0.0,-0.0006955573331470078,12,1.8,0.007207186271552928,5.0
0.2842660900321977,197.97,315,1.3160962784290313,0.9673689153790473,0.9212887328863144,104000,0.0,-0.0019377601152518764,13,1.81,0.006949552436708473,5.0
0.25382395937395996,201.38,319,1.3256639075279235,0.9303301703929902,0.9326042211055756,112000,0.0,-0.002149564990249928,14,1.85,0.006264756033779122,5.0
0.2834903331439359,215.39,322,1.3370266199111938,0.9427427372336388,0.9337151062488556,120000,0.0,-0.0011076496221357956,15,2.21,0.006512675943376962,5.0
0.23331929565717943,220.32,325,1.3421484649181366,0.8264740428328514,0.9420592445135116,128000,0.0,0.0002806880835851189,16,2.39,0.005457887619268149,6.0
0.25342778415185085,207.65,328,1.3447431099414826,0.9295454487204552,0.9162062793970108,136000,0.0,-0.0002083030581707135,17,2.12,0.006856218777829781,6.0
0.25777924740242847,207.45,330,1.358561679124832,0.9741867199540138,0.8888355600833893,144000,0.0,-0.0007892905833432451,18,2.06,0.007299916536430829,5.1000000000000085
0.1956721693965522,200.32,333,1.3422583496570588,0.7432478341460228,0.9539658224582672,152000,0.0,0.00017655980584095233,19,1.98,0.004225307833403349,5.0
0.24656206110453696,193.35,339,1.3525009155273438,0.8699704387784004,0.9330151796340942,160000,0.0,-0.0008368577039800585,20,1.83,0.0058612161554628985,5.1000000000000085
0.16793683092155096,206.87,345,1.3206793785095214,0.6167055100202561,0.9752743023633957,168000,0.0,-0.0018780254152807173,21,2.11,0.003023260929912794,6.1000000000000085
0.22562968282619003,221.81,351,1.348199326992035,0.7957586193084717,0.9506385904550553,176000,0.0,-0.0004684521779563511,22,2.43,0.004995134351192973,6.0
0.14971185282040214,209.66,358,1.343268984556198,0.5833559422194958,0.972574964761734,184000,0.0,-0.0016634151616017334,23,2.11,0.002637341005029157,5.0
0.16063534258673734,200.37,362,1.3431074810028076,0.5880470192432403,0.9745199918746948,192000,0.0,-0.00032776146465039345,24,1.88,0.0027803373469942015,5.0
0.15672532352188953,208.4,367,1.3620753693580627,0.6313408669829369,0.9534291672706604,200000,0.0,-8.699513906321953e-05,25,2.11,0.003316762670292519,5.1000000000000085
0.16870765262945478,192.61,371,1.3578668546676635,0.6387878715991974,0.9399326908588409,208000,0.0,-0.001992022636113688,26,1.72,0.0035700485126290006,5.0
0.17109516449636952,176.9,376,1.3570267844200135,0.6653845128417015,0.9536713027954101,216000,0.0,5.679020512616262e-05,27,1.32,0.0036912855081027373,4.0
0.2026137358350146,194.54,381,1.339989652633667,0.8139053934812546,0.9401813447475433,224000,0.0,-0.001530315008640173,28,1.87,0.0053061682841507715,6.1000000000000085
0.15116637258539734,198.94,383,1.3405477154254912,0.5952369046211242,0.9651384109258652,232000,0.0,-0.0002424938223703066,29,2.0,0.003439096075162524,9.0
0.1931848385157336,204.67,382,1.3613237500190736,0.7925383894145489,0.9508862459659576,240000,0.0,-1.3689940315089189e-05,30,2.03,0.005157536033948418,5.0
0.13061855278622647,190.13,386,1.3650403916835785,0.5113062593340874,0.9593113762140274,248000,0.0,-0.0014070678885036614,31,1.62,0.0023987445232342,5.0
0.16896913772539612,182.54,388,1.3477717435359955,0.6547222082316876,0.9676310330629349,256000,0.0,-0.001776479909894988,32,1.51,0.003677003021875862,4.0
0.17265954724054994,198.51,388,1.3521339392662048,0.6696509686112404,0.9676784193515777,264000,0.0,-3.408036049222574e-05,33,1.85,0.00369778651453089,5.0
0.16998056506396808,216.02,387,1.3599581134319305,0.7148534360527993,0.9511897921562195,272000,0.0,-0.0004187395647750236,34,2.34,0.004055246453208383,6.0
0.2166879937017801,209.53,379,1.3561783933639526,0.8372041663527489,0.908867610692978,280000,0.0,3.9628832309972496e-05,35,2.1,0.0058097256720066074,6.0
0.20937878417940042,202.06,372,1.3593087351322175,0.8673885753750801,0.9273413217067719,288000,0.0,-0.001659339059769991,36,1.97,0.005990974031155929,5.0
0.2094662280456086,207.4,368,1.3533651518821717,0.8054453229904175,0.9390081191062927,296000,0.0,-0.00015015028402558527,37,2.12,0.005039367733988911,5.1000000000000085
0.20399141105297347,214.69,364,1.3698894882202148,0.8095700865983964,0.9404374259710312,304000,0.0,-0.0015039310232168646,38,2.3,0.005481405535829253,6.200000000000017
0.17948480763882116,211.26,361,1.3632710647583008,0.6901579776406288,0.9577138352394104,312000,0.0,-0.0005924300508195301,39,2.16,0.003994584641768597,6.0
0.20729101116767637,205.52,358,1.3456679213047027,0.8387365776300431,0.9492164522409439,320000,0.0,-0.00018182090432674157,40,2.06,0.005548662186192814,6.0
0.18147701925302798,214.37,355,1.3567878687381745,0.7646034519374371,0.9534961271286011,328000,0.0,-0.001311026433140796,41,2.33,0.004774048281251453,6.300000000000026
0.2228018976459297,221.26,352,1.3669681453704834,0.9423886373639107,0.9132478272914887,336000,0.0,-0.000347290914869518,42,2.4,0.006771958057070151,7.1000000000000085
0.2003418390900081,213.79,350,1.3507501983642578,0.7359676350653171,0.9611088019609452,344000,0.0,-0.0019192828478117009,43,2.18,0.0046764093996898735,6.1000000000000085
0.2608088431920079,220.33,348,1.3632855308055878,1.1271376273036002,0.8919638532400131,352000,0.0,-0.00036951025936105,44,2.45,0.009805350345559419,7.0
0.20945078713717857,218.21,346,1.3549006927013396,0.8726607252657413,0.9185949170589447,360000,0.0,-0.0008941335522104055,45,2.45,0.006337791245314293,8.0
0.2522737387614536,212.74,344,1.3577634048461915,0.9368097129464149,0.9434310805797577,368000,0.0,-0.0011612690158654005,46,2.24,0.006785067748278379,6.1000000000000085
0.19915886411990819,208.32,342,1.3623269653320313,0.8120363453030586,0.9445515161752701,376000,0.0,-0.0018540652790125023,47,2.07,0.005356724887387827,6.0
0.19608122733461741,214.0,340,1.360742666721344,0.8038753628730774,0.9501547825336456,384000,0.0,-0.0009186488994237152,48,2.22,0.005410959662985988,5.0
0.22105963990941604,217.25,339,1.3312070155143738,0.8427891427278519,0.9461316925287246,392000,0.0,-0.0018500620812847046,49,2.39,0.0055077786691254006,7.1000000000000085
0.16362505913488562,230.06,337,1.3426035606861115,0.682267262339592,0.9624587500095367,400000,0.0,0.00023985196428839118,50,2.72,0.003672545254230499,8.100000000000009
0.2692633026854784,230.51,336,1.3603193283081054,1.0069448122382163,0.9314341354370117,408000,0.0,-0.002372170285525499,51,2.74,0.007893517126794904,8.100000000000009
0.24202013562879665,240.58,334,1.3605415725708008,0.9843554365634918,0.9159024423360824,416000,0.0,-0.0005204589639834011,52,2.94,0.007734561505494639,7.1000000000000085
0.2753108391005711,225.88,333,1.3619742095470428,1.0683870780467988,0.8978321009874344,424000,0.0,-0.0012921244048629888,53,2.61,0.008695950566325336,5.1000000000000085
0.32153977022344626,214.22,332,1.3584228146076203,1.1801317915320397,0.8173455023765563,432000,0.0,-0.004436397839454003,54,2.35,0.010376017811940983,5.0
0.2821216817811306,210.27,331,1.3559866845607758,1.0288648557662965,0.914671716094017,440000,0.0,-0.0027320245688315483,55,2.23,0.008345652398420498,5.0
0.17607213312373418,210.62,330,1.3561129117012023,0.755986174494028,0.9610980719327926,448000,0.0,-3.392967133549973e-05,56,2.09,0.004489351387892384,5.0
0.21735070749283517,220.25,328,1.3598382198810577,0.8959394440054893,0.9425981503725052,456000,0.0,0.0001800754498981405,57,2.33,0.005983679208438844,5.0
0.2464419070388361,224.35,328,1.3516875696182251,1.0100268986821175,0.9156460434198379,464000,0.0,-0.0006199334043776616,58,2.44,0.007635060648899525,5.0
0.1982708854297428,233.84,327,1.34444176197052,0.8244446831941604,0.927703270316124,472000,0.0,-0.0006482018300448544,59,2.78,0.0053125603083753956,6.1000000000000085
0.25059326251431424,226.18,326,1.3522298192977906,0.9876150441169739,0.8893045800924301,480000,0.0,0.00022719035056070424,60,2.62,0.007376621399307623,6.0
0.21613449694296402,210.2,324,1.3680362868309022,0.8895664748549461,0.9380863445997238,488000,0.0,-0.0016056808280700352,61,2.3,0.006320075475377962,5.300000000000026
0.2529969588093697,219.17,324,1.365706443786621,1.0409135648608208,0.8961736673116684,496000,0.0,0.00022145893599372356,62,2.53,0.007925845373538323,6.200000000000017
0.26822405206300787,209.74,323,1.361444926261902,1.005940668284893,0.9145369452238082,504000,0.0,-0.004513079585885862,63,2.24,0.00770643163472414,6.0
0.2051811502120776,215.57,323,1.3565706181526185,0.8466704949736595,0.9414228004217148,512000,0.0,-0.0002353844154276885,64,2.33,0.005401630777050741,6.0
0.2528685091549157,219.18,323,1.3413848507404327,1.0215233108401298,0.927340641617775,520000,0.0,-0.0029783277146634645,65,2.44,0.007959507669438608,6.1000000000000085
0.2469023079132346,229.35,323,1.3493525397777557,1.0121293377876281,0.9019237673282623,528000,0.0,1.588523911777884e-05,66,2.71,0.00756866701762192,8.0
0.24338984222495202,228.56,323,1.3571850991249084,1.0288445231318475,0.9032916688919067,536000,0.0,-6.044827401638031e-05,67,2.67,0.0075980264786630865,6.0
0.25329571758641106,214.5,322,1.3565998411178588,0.9987199142575264,0.9289553868770599,544000,0.0,-0.0024024561914848166,68,2.34,0.007310398508561775,5.0
0.29791657518530273,218.71,322,1.3446751987934114,1.0601845422387124,0.8890728491544724,552000,0.0,-0.0028449002303386805,69,2.44,0.009856976446462795,5.1000000000000085
0.263140958453285,222.49,322,1.3436050260066985,1.0182578638195992,0.913555463552475,560000,0.0,-0.0009267605235800147,70,2.51,0.007685882431687787,6.0
0.24314265742300248,230.54,322,1.348820799589157,1.0304973667860031,0.9090434682369232,568000,0.0,-0.0019260758694144898,71,2.78,0.007898562224581837,7.0
0.23210731656769834,223.88,322,1.3537705087661742,0.950125205218792,0.9287921947240829,576000,0.0,-0.00123193756735418,72,2.53,0.00670372880413197,6.0
0.2731950171518291,227.08,321,1.3484765696525574,1.0899678346514703,0.8699772226810455,584000,0.0,-0.0003017376025673002,73,2.66,0.008483483248855919,6.0
0.27605351968492303,237.62,321,1.3496590530872346,1.0915791416168212,0.9180351948738098,592000,0.0,0.0008536340130922326,74,2.93,0.008574530564947053,7.0
0.30326309728074735,243.3,321,1.3380044889450073,1.19731170296669,0.8912666553258896,600000,0.0,-0.0029851021428476086,75,3.17,0.0102037642034702,7.0
